age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
50.0,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,,2,-1,0,unknown,yes
36.0,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239.0,2,100,4,failure,yes
75.0,retired,married,primary,no,2970,no,no,cellular,12,aug,641.0,1,-1,0,unknown,yes
20.0,student,single,primary,no,6991,no,no,cellular,12,aug,178.0,2,-1,0,unknown,yes
57.0,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064.0,1,-1,0,unknown,yes
41.0,management,married,tertiary,no,27696,no,no,cellular,12,aug,147.0,2,104,1,failure,yes
59.0,technician,married,secondary,no,116,no,no,cellular,12,aug,398.0,4,422,3,failure,yes
36.0,management,married,tertiary,no,2987,yes,no,cellular,12,aug,,1,-1,0,unknown,yes
18.0,student,single,primary,no,608,no,no,cellular,12,aug,267.0,1,-1,0,unknown,yes
34.0,management,single,tertiary,no,48,yes,no,cellular,12,aug,810.0,3,93,6,failure,yes
55.0,management,married,primary,no,113,no,no,cellular,12,aug,,1,457,3,failure,yes
33.0,blue-collar,single,secondary,no,498,no,no,cellular,12,aug,338.0,2,104,1,success,yes
43.0,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188.0,3,100,5,success,yes
34.0,services,married,secondary,no,1337,no,no,cellular,12,aug,255.0,2,104,1,success,yes
35.0,services,married,unknown,no,618,no,no,cellular,12,aug,293.0,1,104,1,success,yes
43.0,technician,single,secondary,no,451,no,no,cellular,12,aug,289.0,2,-1,0,unknown,yes
74.0,retired,married,primary,no,0,no,no,telephone,13,aug,562.0,2,-1,0,unknown,yes
45.0,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489.0,5,-1,0,unknown,yes
38.0,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784.0,3,94,10,failure,yes
32.0,management,single,tertiary,no,2465,no,no,,13,aug,414.0,1,-1,0,unknown,yes
29.0,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148.0,2,-1,0,unknown,yes
31.0,admin.,married,secondary,no,35,no,no,,13,aug,315.0,2,105,1,success,yes
50.0,services,married,secondary,no,3169,no,no,cellular,13,aug,399.0,1,430,1,failure,yes
44.0,technician,divorced,secondary,no,14,no,no,cellular,13,aug,,1,-1,0,unknown,yes
23.0,student,single,secondary,no,431,no,no,cellular,13,aug,496.0,2,-1,0,unknown,yes
56.0,management,married,tertiary,no,616,no,no,cellular,13,aug,293.0,2,105,2,success,yes
76.0,retired,married,primary,no,3324,no,no,cellular,13,aug,227.0,2,192,1,failure,yes
28.0,technician,single,secondary,no,113,no,no,cellular,13,aug,204.0,3,105,1,failure,yes
34.0,management,single,tertiary,no,13014,no,no,cellular,13,aug,738.0,1,-1,0,unknown,yes
56.0,retired,married,primary,no,9367,no,no,cellular,13,aug,320.0,2,101,2,success,yes
45.0,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393.0,2,462,1,success,yes
36.0,technician,single,secondary,no,376,no,no,cellular,13,aug,479.0,1,-1,0,unknown,yes
57.0,retired,single,tertiary,no,842,no,no,,13,aug,284.0,3,-1,0,unknown,yes
49.0,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354.0,3,-1,0,unknown,yes
49.0,management,married,tertiary,no,1,no,no,telephone,13,aug,640.0,2,101,4,success,yes
37.0,management,married,tertiary,no,1276,no,no,cellular,14,aug,,2,-1,0,unknown,yes
46.0,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225.0,1,-1,0,unknown,yes
26.0,admin.,single,secondary,no,255,no,no,cellular,14,aug,209.0,2,106,2,success,yes
47.0,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436.0,1,403,5,success,yes
36.0,management,married,primary,no,1506,no,no,cellular,14,aug,326.0,3,-1,0,unknown,yes
37.0,student,single,unknown,no,444,no,no,cellular,14,aug,137.0,1,102,5,success,yes
62.0,management,married,tertiary,no,557,no,no,cellular,14,aug,185.0,1,-1,0,unknown,yes
26.0,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125.0,1,-1,0,unknown,yes
45.0,management,married,tertiary,no,2671,no,no,cellular,14,aug,94.0,4,-1,0,unknown,yes
63.0,technician,married,secondary,no,896,yes,no,cellular,14,aug,276.0,2,-1,0,unknown,yes
25.0,management,single,tertiary,no,528,no,no,cellular,14,aug,,1,-1,0,unknown,yes
60.0,retired,married,unknown,no,209,no,no,cellular,14,aug,391.0,3,106,1,failure,yes
44.0,management,married,tertiary,no,226,yes,no,cellular,14,aug,,3,270,3,failure,yes
33.0,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498.0,2,191,1,failure,yes
,entrepreneur,married,tertiary,no,942,yes,no,cellular,14,aug,880.0,3,267,1,other,yes
46.0,blue-collar,married,unknown,no,336,yes,no,cellular,14,aug,260.0,3,457,1,other,yes
42.0,admin.,married,primary,no,-306,yes,no,,17,aug,308.0,1,459,1,success,yes
56.0,management,married,unknown,no,4623,no,no,cellular,17,aug,348.0,1,-1,0,unknown,yes
82.0,retired,married,secondary,no,276,no,no,telephone,17,aug,199.0,1,-1,0,unknown,yes
77.0,retired,married,tertiary,no,0,no,no,cellular,17,aug,286.0,1,-1,0,unknown,yes
36.0,services,single,tertiary,no,1189,no,no,cellular,17,aug,220.0,1,-1,0,unknown,yes
35.0,management,single,tertiary,no,431,no,no,cellular,17,aug,343.0,2,397,1,failure,yes
50.0,technician,married,secondary,no,2218,yes,no,cellular,17,aug,711.0,1,-1,0,unknown,yes
62.0,retired,married,secondary,no,1495,no,no,cellular,17,aug,606.0,1,196,1,success,yes
26.0,management,single,tertiary,no,828,yes,no,cellular,17,aug,156.0,1,199,1,failure,yes
55.0,management,married,tertiary,no,12972,no,no,telephone,18,aug,205.0,1,-1,0,unknown,yes
22.0,student,single,secondary,no,948,no,no,telephone,18,aug,215.0,1,197,2,failure,yes
30.0,student,single,secondary,no,48,no,no,cellular,18,aug,161.0,1,173,1,failure,yes
34.0,housemaid,married,tertiary,no,0,no,no,cellular,18,aug,148.0,1,84,2,failure,yes
31.0,management,married,tertiary,no,537,yes,no,cellular,18,aug,,1,-1,0,unknown,yes
55.0,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193.0,1,386,3,success,yes
49.0,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532.0,1,461,5,failure,yes
67.0,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441.0,1,-1,0,unknown,yes
43.0,admin.,married,secondary,no,132,no,no,cellular,19,aug,574.0,1,84,3,success,yes
25.0,technician,single,tertiary,no,3411,no,no,,19,aug,225.0,2,-1,0,unknown,yes
59.0,retired,divorced,secondary,no,1,no,no,cellular,19,aug,,1,-1,0,unknown,yes
44.0,admin.,married,secondary,no,10905,no,no,cellular,19,aug,240.0,2,271,1,other,yes
42.0,management,married,tertiary,no,976,no,no,cellular,19,aug,164.0,1,-1,0,unknown,yes
29.0,management,single,tertiary,no,2531,no,no,cellular,19,aug,634.0,1,-1,0,unknown,yes
32.0,management,married,tertiary,no,1270,no,no,cellular,19,aug,232.0,3,-1,0,unknown,yes
30.0,management,single,tertiary,no,5359,no,no,cellular,19,aug,,1,84,2,success,yes
38.0,technician,married,secondary,no,10596,no,no,cellular,19,aug,195.0,1,197,4,other,yes
22.0,student,single,tertiary,no,691,no,no,cellular,19,aug,338.0,1,-1,0,unknown,yes
25.0,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267.0,1,-1,0,unknown,yes
34.0,self-employed,single,tertiary,no,9962,no,no,cellular,20,aug,474.0,1,-1,0,unknown,yes
27.0,technician,single,tertiary,no,11862,no,no,cellular,20,aug,,1,87,6,failure,yes
35.0,management,single,tertiary,no,1756,no,no,cellular,20,aug,195.0,1,-1,0,unknown,yes
45.0,housemaid,married,secondary,no,4068,no,no,,20,aug,184.0,1,-1,0,unknown,yes
42.0,management,married,primary,no,5310,yes,no,cellular,20,aug,273.0,1,90,3,success,yes
20.0,student,single,secondary,no,215,no,no,,21,aug,228.0,4,183,1,other,yes
60.0,admin.,married,secondary,no,106,no,no,cellular,21,aug,216.0,3,91,1,success,yes
47.0,management,married,tertiary,no,0,no,yes,cellular,21,aug,374.0,1,-1,0,unknown,yes
25.0,student,single,secondary,no,469,no,no,cellular,21,aug,273.0,1,86,1,other,yes
65.0,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276.0,1,-1,0,unknown,yes
50.0,technician,married,secondary,no,3370,no,no,,21,aug,531.0,2,80,2,success,yes
22.0,student,single,secondary,no,144,no,no,cellular,21,aug,116.0,1,-1,0,unknown,yes
43.0,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126.0,1,88,4,success,yes
53.0,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343.0,2,428,2,success,yes
71.0,retired,divorced,secondary,no,5584,no,no,cellular,21,aug,534.0,3,-1,0,unknown,yes
28.0,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,,1,109,3,success,yes
59.0,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,,1,184,3,success,yes
29.0,management,single,tertiary,no,265,no,no,cellular,24,aug,130.0,2,94,1,success,yes
51.0,technician,married,secondary,no,117,no,no,cellular,24,aug,,2,88,4,other,yes
48.0,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232.0,2,-1,0,unknown,yes
37.0,blue-collar,married,primary,no,106,yes,no,cellular,25,aug,511.0,1,392,13,failure,yes
37.0,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192.0,1,193,1,success,yes
64.0,retired,married,tertiary,no,380,no,no,cellular,25,aug,479.0,1,-1,0,unknown,yes
69.0,retired,married,secondary,no,0,no,no,cellular,25,aug,412.0,2,-1,0,unknown,yes
36.0,management,married,tertiary,no,255,no,no,cellular,25,aug,242.0,6,95,4,success,yes
43.0,services,married,secondary,no,2145,no,no,cellular,25,aug,291.0,2,95,4,success,yes
63.0,housemaid,married,primary,no,91,no,no,telephone,26,aug,128.0,3,-1,0,unknown,yes
70.0,retired,married,secondary,no,1853,no,no,telephone,26,aug,314.0,1,-1,0,unknown,yes
60.0,technician,single,primary,no,11262,no,no,cellular,26,aug,323.0,1,-1,0,unknown,yes
86.0,retired,divorced,primary,no,0,no,no,telephone,26,aug,189.0,1,-1,0,unknown,yes
72.0,retired,married,secondary,no,1129,no,no,cellular,26,aug,186.0,1,-1,0,unknown,yes
60.0,retired,married,tertiary,no,108,no,no,cellular,26,aug,624.0,1,-1,0,unknown,yes
43.0,management,single,tertiary,no,1696,yes,no,,26,aug,257.0,1,474,3,failure,yes
57.0,management,divorced,unknown,no,854,no,no,cellular,27,aug,700.0,4,92,1,failure,yes
28.0,management,single,tertiary,no,223,yes,no,telephone,27,aug,157.0,2,119,1,other,yes
36.0,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259.0,3,475,4,success,yes
66.0,retired,married,secondary,no,2048,no,no,cellular,27,aug,212.0,1,-1,0,unknown,yes
33.0,technician,single,tertiary,no,3689,no,no,,27,aug,445.0,3,-1,0,unknown,yes
36.0,technician,single,secondary,no,539,yes,no,cellular,27,aug,398.0,2,477,1,failure,yes
29.0,technician,single,secondary,no,590,no,no,cellular,27,aug,81.0,1,94,1,success,yes
62.0,unemployed,married,secondary,no,780,no,no,cellular,28,aug,162.0,2,-1,0,unknown,yes
34.0,blue-collar,married,secondary,no,1464,yes,no,cellular,28,aug,207.0,3,130,5,other,yes
29.0,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622.0,1,-1,0,unknown,yes
30.0,management,married,tertiary,no,7,yes,no,cellular,28,aug,173.0,1,164,4,other,yes
32.0,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370.0,1,116,4,success,yes
39.0,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261.0,1,-1,0,unknown,yes
55.0,admin.,divorced,secondary,no,1872,no,no,cellular,28,aug,155.0,2,93,8,failure,yes
36.0,management,single,tertiary,no,490,no,no,cellular,28,aug,207.0,8,98,1,failure,yes
27.0,student,single,tertiary,no,118,no,no,cellular,31,aug,160.0,3,98,1,failure,yes
45.0,management,married,tertiary,no,4119,yes,yes,telephone,31,aug,,2,283,1,success,yes
55.0,management,married,unknown,no,1504,yes,no,cellular,31,aug,186.0,3,101,2,success,yes
52.0,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267.0,1,474,1,failure,yes
49.0,management,single,tertiary,no,5689,no,no,cellular,31,aug,,1,97,3,failure,yes
30.0,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219.0,1,157,12,failure,yes
39.0,management,married,tertiary,no,119,yes,no,cellular,1,sep,265.0,2,476,4,success,yes
48.0,management,divorced,tertiary,no,17964,yes,no,,1,sep,120.0,1,98,5,success,yes
36.0,management,married,tertiary,no,1113,no,no,cellular,1,sep,212.0,1,-1,0,unknown,yes
27.0,admin.,married,secondary,no,1596,no,no,cellular,1,sep,82.0,1,-1,0,unknown,yes
51.0,management,married,tertiary,no,2635,no,no,cellular,1,sep,181.0,1,98,2,failure,yes
48.0,technician,married,secondary,no,568,yes,no,cellular,2,sep,,2,386,1,success,yes
70.0,retired,married,secondary,no,2626,no,no,cellular,2,sep,140.0,2,-1,0,unknown,yes
63.0,retired,married,secondary,no,4752,no,no,cellular,2,sep,233.0,2,-1,0,unknown,yes
34.0,services,single,secondary,no,528,yes,no,cellular,2,sep,121.0,3,100,5,other,yes
46.0,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260.0,1,94,8,success,yes
31.0,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365.0,1,94,1,success,yes
32.0,admin.,married,secondary,no,995,no,no,cellular,3,sep,331.0,1,99,2,other,yes
40.0,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733.0,1,93,1,success,yes
30.0,admin.,single,secondary,no,0,no,no,cellular,4,sep,316.0,3,-1,0,unknown,yes
55.0,management,married,primary,no,2587,no,no,,4,sep,328.0,2,94,2,success,yes
57.0,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730.0,1,157,4,failure,yes
59.0,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879.0,1,-1,0,unknown,yes
26.0,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230.0,1,93,7,success,yes
73.0,retired,married,unknown,no,3443,no,no,telephone,4,sep,,3,-1,0,unknown,yes
30.0,admin.,single,secondary,no,2568,no,no,cellular,4,sep,,1,100,4,other,yes
64.0,retired,married,tertiary,no,1644,no,no,telephone,7,sep,,4,-1,0,unknown,yes
36.0,technician,married,tertiary,no,1354,no,no,,7,sep,281.0,3,97,2,success,yes
55.0,admin.,married,secondary,no,602,no,no,cellular,7,sep,350.0,1,98,5,success,yes
63.0,retired,married,tertiary,no,1795,no,no,,7,sep,219.0,1,-1,0,unknown,yes
52.0,technician,married,secondary,no,0,yes,no,cellular,7,sep,211.0,1,294,1,failure,yes
34.0,management,single,tertiary,no,268,no,no,,7,sep,587.0,1,-1,0,unknown,yes
36.0,services,married,secondary,no,52,yes,no,cellular,7,sep,351.0,1,95,6,success,yes
31.0,management,single,tertiary,no,924,no,no,,7,sep,,1,94,3,success,yes
47.0,retired,single,primary,no,3033,no,no,,8,sep,293.0,1,-1,0,unknown,yes
50.0,admin.,married,tertiary,no,6574,no,no,cellular,8,sep,495.0,1,92,3,success,yes
70.0,retired,divorced,secondary,no,0,no,no,cellular,8,sep,206.0,1,-1,0,unknown,yes
18.0,student,single,unknown,no,108,no,no,cellular,8,sep,169.0,1,-1,0,unknown,yes
33.0,self-employed,married,secondary,no,409,no,no,cellular,8,sep,165.0,1,97,4,success,yes
24.0,technician,single,secondary,no,726,no,no,cellular,8,sep,445.0,2,-1,0,unknown,yes
25.0,admin.,single,secondary,no,1871,no,no,cellular,8,sep,260.0,1,96,1,success,yes
26.0,management,single,tertiary,no,1094,yes,no,,8,sep,137.0,1,-1,0,unknown,yes
32.0,management,single,tertiary,no,2915,no,no,cellular,8,sep,519.0,1,131,2,failure,yes
25.0,student,single,unknown,no,480,no,no,cellular,8,sep,140.0,1,-1,0,unknown,yes
58.0,management,married,tertiary,no,1227,no,no,cellular,8,sep,400.0,2,95,1,success,yes
42.0,management,married,tertiary,no,1205,no,no,telephone,8,sep,376.0,2,-1,0,unknown,yes
30.0,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,,3,-1,0,unknown,yes
76.0,retired,divorced,primary,no,802,no,no,,9,sep,475.0,5,-1,0,unknown,yes
79.0,retired,married,secondary,no,723,no,no,telephone,9,sep,276.0,1,79,3,failure,yes
70.0,retired,married,primary,no,6538,no,no,cellular,9,sep,394.0,1,-1,0,unknown,yes
30.0,management,single,tertiary,no,147,no,no,cellular,9,sep,234.0,1,100,1,failure,yes
60.0,retired,married,secondary,no,0,no,no,cellular,9,sep,408.0,1,-1,0,unknown,yes
51.0,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345.0,1,-1,0,unknown,yes
71.0,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397.0,1,-1,0,unknown,yes
31.0,management,single,tertiary,no,12569,no,no,cellular,9,sep,344.0,1,295,1,failure,yes
32.0,admin.,single,secondary,no,555,yes,no,cellular,9,sep,344.0,1,-1,0,unknown,yes
,management,married,tertiary,no,158,no,no,cellular,9,sep,278.0,2,132,4,failure,yes
28.0,admin.,single,secondary,no,261,yes,yes,cellular,9,sep,259.0,2,98,4,success,yes
45.0,management,married,tertiary,no,786,no,no,cellular,10,sep,84.0,3,-1,0,unknown,yes
53.0,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230.0,3,-1,0,unknown,yes
38.0,unknown,single,tertiary,no,0,no,no,cellular,11,sep,260.0,3,95,3,success,yes
56.0,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212.0,1,-1,0,unknown,yes
42.0,technician,married,secondary,no,3082,no,no,cellular,11,sep,285.0,1,-1,0,unknown,yes
47.0,technician,married,secondary,no,1233,yes,no,unknown,11,sep,91.0,1,100,2,other,yes
73.0,retired,married,unknown,no,739,no,no,cellular,11,sep,210.0,1,-1,0,unknown,yes
46.0,blue-collar,married,secondary,no,640,yes,no,cellular,11,sep,108.0,2,129,2,failure,yes
73.0,retired,married,tertiary,no,1843,no,no,cellular,11,sep,106.0,2,-1,0,unknown,yes
28.0,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240.0,2,95,3,other,yes
46.0,management,married,tertiary,no,7331,no,no,cellular,11,sep,658.0,4,95,2,other,yes
74.0,retired,married,primary,no,1765,no,no,telephone,11,sep,,2,-1,0,unknown,yes
71.0,retired,divorced,tertiary,yes,1236,yes,no,cellular,14,sep,335.0,4,-1,0,unknown,yes
41.0,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185.0,2,-1,0,unknown,yes
73.0,retired,married,primary,no,934,no,no,,14,sep,961.0,5,-1,0,unknown,yes
47.0,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170.0,1,92,3,failure,yes
49.0,technician,divorced,tertiary,no,596,yes,no,telephone,15,sep,722.0,1,-1,0,unknown,yes
40.0,admin.,married,secondary,no,4775,no,no,cellular,15,sep,215.0,1,-1,0,unknown,yes
,blue-collar,married,primary,no,3109,no,no,cellular,15,sep,107.0,2,105,2,success,yes
50.0,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173.0,2,99,4,failure,yes
34.0,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,89.0,2,106,1,success,yes
56.0,services,married,secondary,no,654,no,no,,15,sep,875.0,1,-1,0,unknown,yes
32.0,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126.0,2,134,1,other,yes
50.0,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91.0,1,103,3,success,yes
54.0,unemployed,divorced,secondary,no,1664,no,no,cellular,15,sep,106.0,1,105,3,success,yes
26.0,management,single,tertiary,no,362,no,no,cellular,15,sep,925.0,1,104,2,success,yes
40.0,technician,married,tertiary,no,1293,no,no,cellular,16,sep,1702.0,3,105,2,success,yes
29.0,management,single,tertiary,no,874,yes,no,cellular,16,sep,152.0,1,103,1,success,yes
52.0,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292.0,1,-1,0,unknown,yes
38.0,technician,married,secondary,no,4539,no,no,,16,sep,387.0,1,-1,0,unknown,yes
46.0,management,married,tertiary,no,2817,no,no,cellular,17,sep,543.0,1,-1,0,unknown,yes
26.0,management,single,tertiary,no,1646,no,no,,18,sep,890.0,5,-1,0,unknown,yes
25.0,management,single,tertiary,no,808,no,no,cellular,18,sep,267.0,2,114,2,failure,yes
70.0,retired,married,tertiary,no,44,no,no,cellular,18,sep,1104.0,2,88,2,other,yes
83.0,retired,married,primary,no,425,no,no,telephone,22,sep,773.0,1,92,2,success,yes
43.0,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,83.0,1,113,3,success,yes
45.0,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,173.0,1,141,2,success,yes
37.0,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239.0,1,99,2,success,yes
71.0,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369.0,1,-1,0,unknown,yes
27.0,management,single,tertiary,no,20585,no,no,cellular,23,sep,299.0,1,100,1,success,yes
47.0,admin.,married,secondary,no,2601,no,no,cellular,24,sep,,1,-1,0,unknown,yes
42.0,management,divorced,tertiary,no,238,no,no,cellular,25,sep,692.0,1,-1,0,unknown,yes
77.0,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210.0,1,-1,0,unknown,yes
61.0,management,married,tertiary,no,3371,no,no,cellular,28,sep,299.0,2,-1,0,unknown,yes
57.0,management,married,tertiary,no,10583,no,no,cellular,28,sep,341.0,3,98,3,success,yes
34.0,management,married,tertiary,no,16,yes,no,telephone,29,sep,316.0,1,119,1,other,yes
40.0,blue-collar,married,secondary,no,1451,no,no,cellular,30,sep,117.0,1,121,1,success,yes
84.0,entrepreneur,married,secondary,no,0,no,no,telephone,30,sep,992.0,2,-1,0,unknown,yes
26.0,student,single,secondary,no,132,no,no,cellular,1,oct,194.0,1,119,1,success,yes
37.0,technician,married,unknown,no,189,no,no,cellular,1,oct,238.0,1,107,2,success,yes
47.0,management,married,tertiary,no,288,no,no,cellular,1,oct,101.0,1,-1,0,unknown,yes
37.0,management,single,tertiary,no,1027,yes,no,cellular,1,oct,137.0,1,119,1,failure,yes
28.0,management,single,tertiary,no,6784,no,no,cellular,1,oct,502.0,1,115,3,other,yes
54.0,management,married,tertiary,no,1464,no,no,cellular,2,oct,194.0,2,94,1,success,yes
54.0,management,married,tertiary,no,8295,no,no,cellular,2,oct,849.0,2,119,1,success,yes
61.0,retired,married,secondary,no,2917,no,no,cellular,6,oct,215.0,1,-1,0,unknown,yes
30.0,technician,single,secondary,no,158,no,no,cellular,6,oct,144.0,1,-1,0,unknown,yes
60.0,retired,married,primary,no,1588,no,no,cellular,6,oct,728.0,1,-1,0,unknown,yes
44.0,management,married,unknown,no,282,no,no,cellular,6,oct,296.0,3,-1,0,unknown,yes
33.0,management,single,tertiary,no,5437,no,no,cellular,7,oct,201.0,1,58,3,failure,yes
25.0,admin.,single,tertiary,no,1185,no,no,cellular,7,oct,290.0,1,114,1,failure,yes
54.0,unknown,married,unknown,no,895,no,no,cellular,7,oct,335.0,1,-1,0,unknown,yes
24.0,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147.0,1,92,5,other,yes
36.0,technician,married,tertiary,no,4596,yes,no,cellular,8,oct,234.0,2,175,2,success,yes
58.0,retired,married,primary,no,565,no,no,telephone,8,oct,153.0,1,93,1,success,yes
33.0,management,single,tertiary,no,1781,no,no,cellular,8,oct,611.0,2,183,1,success,yes
,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266.0,3,184,1,success,yes
60.0,admin.,divorced,secondary,no,12039,no,no,telephone,12,oct,261.0,1,187,1,success,yes
56.0,unemployed,married,secondary,no,12,no,no,,12,oct,511.0,3,187,1,failure,yes
25.0,technician,single,secondary,no,139,no,yes,cellular,12,oct,138.0,1,-1,0,unknown,yes
21.0,student,single,secondary,no,2488,no,no,cellular,12,oct,180.0,1,-1,0,unknown,yes
73.0,retired,divorced,secondary,no,7111,yes,no,cellular,12,oct,146.0,1,-1,0,unknown,yes
67.0,management,divorced,tertiary,no,361,no,no,cellular,13,oct,411.0,2,-1,0,unknown,yes
51.0,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,,2,-1,0,unknown,yes
48.0,management,married,tertiary,no,1093,yes,yes,cellular,13,oct,1226.0,2,-1,0,unknown,yes
35.0,management,single,tertiary,no,2646,no,no,cellular,13,oct,221.0,1,182,1,success,yes
61.0,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,210.0,1,182,2,success,yes
35.0,technician,single,tertiary,no,670,no,no,cellular,13,oct,301.0,2,-1,0,unknown,yes
36.0,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204.0,2,99,5,failure,yes
83.0,retired,single,primary,no,1965,no,no,telephone,13,oct,1003.0,3,-1,0,unknown,yes
50.0,management,married,primary,no,313,no,no,telephone,14,oct,958.0,1,-1,0,unknown,yes
66.0,housemaid,married,primary,no,40,no,no,,14,oct,290.0,2,-1,0,unknown,yes
58.0,technician,married,primary,no,4198,no,no,,15,oct,441.0,5,246,5,failure,yes
30.0,management,single,tertiary,no,536,no,no,cellular,15,oct,244.0,1,105,1,success,yes
54.0,blue-collar,married,primary,no,1311,no,no,telephone,15,oct,485.0,3,184,3,failure,yes
26.0,admin.,single,secondary,no,766,no,no,,15,oct,457.0,2,-1,0,unknown,yes
43.0,services,married,primary,no,2557,yes,no,telephone,15,oct,166.0,3,183,5,success,yes
40.0,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570.0,1,135,1,failure,yes
57.0,management,married,tertiary,no,1318,no,no,cellular,16,oct,115.0,1,185,2,failure,yes
75.0,retired,married,secondary,no,3771,no,no,telephone,16,oct,186.0,1,183,1,failure,yes
77.0,retired,married,tertiary,no,0,no,no,cellular,16,oct,847.0,1,60,1,success,yes
31.0,management,married,tertiary,no,6138,no,no,cellular,16,oct,154.0,2,119,5,failure,yes
22.0,services,single,secondary,no,129,no,no,cellular,16,oct,258.0,1,-1,0,unknown,yes
50.0,management,married,tertiary,no,469,no,no,cellular,16,oct,170.0,1,183,1,success,yes
27.0,management,married,tertiary,no,893,no,no,cellular,16,oct,154.0,2,-1,0,unknown,yes
73.0,retired,married,unknown,no,519,no,no,telephone,16,oct,434.0,1,57,1,failure,yes
37.0,services,married,secondary,no,4017,no,no,cellular,16,oct,156.0,1,-1,0,unknown,yes
44.0,technician,single,tertiary,no,643,no,no,cellular,16,oct,324.0,1,143,3,failure,yes
40.0,technician,married,secondary,no,2338,no,no,cellular,16,oct,717.0,2,-1,0,unknown,yes
61.0,management,married,tertiary,no,0,no,no,cellular,16,oct,136.0,2,-1,0,unknown,yes
61.0,technician,divorced,secondary,no,6481,no,no,cellular,19,oct,131.0,1,-1,0,unknown,yes
47.0,blue-collar,married,secondary,no,820,no,no,cellular,19,oct,98.0,1,-1,0,unknown,yes
47.0,services,single,unknown,no,1784,no,no,,19,oct,385.0,2,-1,0,unknown,yes
76.0,housemaid,divorced,primary,no,1411,no,no,,19,oct,233.0,2,187,3,success,yes
30.0,student,single,tertiary,no,7529,no,no,cellular,19,oct,328.0,1,-1,0,unknown,yes
39.0,technician,married,tertiary,no,206,no,no,cellular,20,oct,148.0,2,195,2,success,yes
72.0,retired,married,primary,no,1388,no,no,telephone,20,oct,513.0,1,-1,0,unknown,yes
77.0,retired,married,unknown,no,1807,no,no,telephone,20,oct,373.0,1,-1,0,unknown,yes
