Location Code,Hours Online,Monthly Income,Marital Status,Brand Loyalty,Sex,Years after high school graduation,Education Level,Renew,City,Months with Company
Suburban,6.454224091302064,6413.444283221811,Single,0.00643169129163787,F,35.0,Graduate School,Yes,Udon,59.0
Rural,4.664589046157939,4901.014181263882,Married,0.10764812964871187,M,24.0,College,No,Udon,49.0
Suburban,2.8164173901951393,4088.3524186778523,Married,-0.6931461571286915,M,25.0,Graduate School,No,Mahasarakam,72.0
Rural,4.6933756938200535,6042.45896109584,Divorced,0.1845349080701139,,33.0,High School,Yes,Khon Kaen,77.0
Urban,3.9208076232285887,5083.490661066387,Divorced,0.1150661570447,F,23.0,College,Yes,Khon Kaen,47.0
Urban,5.0053003022640254,5819.224260835381,Single,-0.13082598460694328,F,24.0,College,Yes,Khon Kaen,80.0
Urban,6.237190607121621,5101.98486883707,Single,-0.049788599477157414,M,32.0,High School,Yes,Mahasarakam,46.0
Suburban,5.941735477049575,4934.558440403054,Single,0.8726777826121975,M,23.0,Graduate School,Yes,Udon,77.0
Rural,5.588431174459315,4583.604775078966,Divorced,0.15902008184379812,M,31.0,College,No,Udon,81.0
Rural,4.318985944889068,5161.6522031828645,Divorced,0.22507120559380567,M,30.0,College,Yes,Udon,89.0
Urban,3.8802247565005334,5775.2977410478625,Married,0.26494103691863535,M,25.0,College,Yes,Udon,57.0
Suburban,3.3163528707476475,4693.136203757956,Single,-0.3048485006208115,M,22.0,College,No,Khon Kaen,61.0
Urban,4.571972938037532,6544.035957538763,Single,0.03137153346986436,M,31.0,High School,Yes,Khon Kaen,82.0
Urban,4.590328182454894,4391.849634045786,,-0.382747747796349,M,32.0,Graduate School,No,Udon,62.0
Urban,5.056833416911108,4813.64861755525,Divorced,,F,23.0,High School,Yes,Mahasarakam,55.0
Urban,7.116838298642028,4468.757856097466,Divorced,0.4519807908374794,F,32.0,College,No,Mahasarakam,57.0
Urban,5.3774733316547625,4193.446298637971,Divorced,-0.2851523187080874,M,22.0,College,Yes,Khon Kaen,67.0
Rural,4.019895287334631,5648.69267054519,Divorced,-0.4377564494578462,F,16.0,College,No,Khon Kaen,73.0
Suburban,5.983828341417272,5351.158309388663,Divorced,,M,31.0,College,Yes,Mahasarakam,78.0
Rural,5.41967165445368,5946.917267709144,Divorced,0.9476765139026692,F,35.0,College,No,Khon Kaen,77.0
Suburban,4.309910804554284,3506.4908058219553,Single,-0.43450712350142195,F,28.0,,,Udon,87.0
Suburban,4.189585153847064,5299.196343718049,Married,-0.6124495516263567,M,28.0,Graduate School,Yes,Khon Kaen,59.0
Rural,1.456135428063499,5625.68245693226,Married,-0.7233674489125553,M,20.0,College,No,Mahasarakam,35.0
Rural,3.497874637050927,4798.217596347485,Divorced,0.10889677936593684,,31.0,College,No,Khon Kaen,65.0
Rural,4.183537370125054,6536.232983386952,Divorced,-0.39413199078255656,M,34.0,College,Yes,Mahasarakam,57.0
Rural,4.870566501336619,5118.819934407993,Married,-0.3798855587061104,F,25.0,High School,No,Udon,85.0
Rural,3.894733099329639,7382.753210333208,Married,0.775428482980895,M,23.0,Graduate School,No,Mahasarakam,37.0
Urban,5.866741889568899,4967.833228258318,Single,-0.153914417820481,F,22.0,Graduate School,Yes,Mahasarakam,48.0
Urban,5.303478968107252,6350.280291359736,Divorced,0.012574731961447955,M,33.0,High School,Yes,Mahasarakam,65.0
Urban,3.8465694685869964,3679.616707421769,Married,0.02789468850450219,M,24.0,High School,Yes,Khon Kaen,63.0
Rural,3.5375605309455507,5205.778409252919,Married,-0.06608393265161028,M,28.0,Graduate School,No,Khon Kaen,115.0
Rural,5.348448106376176,4876.695555685504,Married,-0.3176404197030362,M,27.0,College,No,Mahasarakam,49.0
Urban,5.537858653783887,3923.4380241783274,Single,-0.3915438033203147,M,38.0,Graduate School,No,Udon,55.0
Urban,5.358285191613387,2987.2374330271414,Married,0.2658884869746376,M,18.0,High School,Yes,Khon Kaen,52.0
Suburban,3.9515363908770866,6049.587926663851,Divorced,-0.47967803876531023,M,30.0,Graduate School,Yes,Udon,55.0
Suburban,6.147216283861929,3644.2053013468653,Single,0.44920368928506765,F,44.0,Graduate School,No,Khon Kaen,24.0
Urban,4.737530641265779,4640.417406838058,Married,0.33645172221593067,F,28.0,High School,Yes,Mahasarakam,58.0
Suburban,4.731497119111416,4122.41212105187,Married,-0.4073990100299367,F,28.0,College,No,Khon Kaen,55.0
Urban,3.1283298464251836,5647.991122994247,Single,-0.28454549811952345,M,27.0,College,Yes,Khon Kaen,60.0
Suburban,4.4694853122036875,4075.9336563604493,Married,0.664504392793614,F,13.0,Graduate School,Yes,Khon Kaen,102.0
Urban,3.4795713982373613,3744.043877379525,Divorced,0.5039590561331724,M,9.0,College,Yes,Udon,44.0
Urban,3.780071233168971,2743.23627097733,,-0.1519533324343369,M,21.0,High School,No,Udon,49.0
Rural,5.955039434090962,4419.582532363822,Married,-0.6322187976131628,M,44.0,Graduate School,No,Udon,74.0
Urban,5.381015729005895,5531.796408327001,Single,-0.3726885836658128,M,37.0,High School,Yes,Mahasarakam,62.0
Rural,4.288730391901626,5925.450443309761,Married,0.10178029666824993,F,32.0,High School,No,Khon Kaen,96.0
Suburban,3.5591686509725804,4619.54197380225,Married,-1.0229240652812328,M,25.0,High School,Yes,Udon,63.0
Urban,5.290496921945354,4929.381576476898,Married,0.1809007458277071,F,30.0,Graduate School,Yes,Udon,53.0
Urban,6.100123006965205,5451.506507490987,Single,0.049859937169278626,F,26.0,Graduate School,Yes,Udon,30.0
Rural,3.755836277828595,5632.651085591202,Divorced,-1.1850149985089318,M,29.0,High School,No,Khon Kaen,63.0
Urban,4.161465187860174,4982.559684596246,Divorced,-0.49170471547480843,F,25.0,College,Yes,Khon Kaen,63.0
Urban,2.635993482381611,6127.902134549876,Single,-0.3130674943237033,M,24.0,College,Yes,Khon Kaen,18.0
Urban,3.538166062964695,4963.241012208081,Divorced,-0.9894924373089653,M,30.0,College,Yes,Mahasarakam,83.0
Rural,5.642531941711184,4790.1439281867315,Married,0.5474745322944814,M,26.0,High School,Yes,Mahasarakam,78.0
Urban,4.1118460138209265,4078.1029780324707,Married,-0.3655822446026983,F,30.0,College,No,Khon Kaen,51.0
Suburban,8.124504184487439,6224.309818707649,Married,0.5722036469379195,M,50.0,College,No,Mahasarakam,47.0
Rural,5.699884475674889,6491.552103180354,Married,0.14705048732711273,M,51.0,College,No,Mahasarakam,56.0
Urban,6.181586154166292,5081.96375790478,Divorced,-0.7760064012788229,F,32.0,High School,Yes,Udon,80.0
Urban,5.246647986472713,4486.664229598984,Single,-0.4303641383160831,F,23.0,College,Yes,Mahasarakam,78.0
Suburban,6.0472740822836055,3481.3995644259767,Married,-0.11173621508278192,M,20.0,College,No,Mahasarakam,81.0
Rural,6.006181426010734,5887.373216829094,Divorced,0.2018135458674553,M,26.0,Graduate School,No,Mahasarakam,86.0
Urban,4.335056016743209,5157.098787273305,Divorced,0.06442678528244453,F,29.0,Graduate School,Yes,Udon,57.0
Urban,3.720599846291394,4970.807147512702,Single,-1.1802402358815764,,27.0,College,No,Udon,103.0
Urban,4.553233811249084,6133.767840762864,Divorced,-0.685587932927296,M,28.0,High School,Yes,Udon,107.0
Rural,3.6058602714233787,5293.0800866527525,Divorced,-0.1499141044146729,M,16.0,College,No,Khon Kaen,74.0
Suburban,5.010175076085184,4027.231417444941,Divorced,0.02272757813948048,M,16.0,High School,Yes,Mahasarakam,52.0
Rural,4.150263323753545,4910.368022256263,Divorced,-0.09752037798864432,F,27.0,High School,,Khon Kaen,44.0
Rural,3.8997191709747843,6127.754564008514,Married,0.5636669516397831,M,37.0,College,No,Khon Kaen,28.0
Urban,3.7174136308738226,,Divorced,-0.05263004364279686,,16.0,College,Yes,Udon,32.0
Urban,5.12961273635109,4575.885330848023,Divorced,-0.2103897037544522,F,21.0,College,Yes,Khon Kaen,51.0
Urban,4.223370865585776,6729.1944973144,Divorced,0.44202418010379935,F,35.0,High School,Yes,Mahasarakam,102.0
Urban,6.251994561515926,3841.3702680397046,Divorced,-0.5860375458717629,F,26.0,Graduate School,Yes,Mahasarakam,58.0
Urban,5.158673361611972,2049.1783668534663,Divorced,-0.7309432685800289,F,14.0,Graduate School,Yes,Udon,61.0
Suburban,5.080032143752825,4544.220538166102,Married,-0.09874051474714401,F,24.0,High School,No,Udon,50.0
Suburban,4.546953493387517,4860.962642389707,Married,0.07915324183299131,F,23.0,High School,No,Khon Kaen,45.0
Urban,5.093359218075846,4115.688059280799,Divorced,-0.011966629673862722,M,21.0,Graduate School,Yes,Udon,75.0
Urban,4.994646977958951,4824.050422540511,Married,-0.25726185980817906,M,33.0,High School,No,Udon,72.0
Suburban,5.5079574478379545,1924.9336614217964,Married,-1.0720489252308671,F,27.0,High School,No,Udon,87.0
Rural,4.9365828728475885,3370.8573150884176,Divorced,-0.8532208601638422,F,46.0,,No,Udon,69.0
Suburban,3.558564957651832,3450.924128862859,Single,0.34473524883321993,M,14.0,College,Yes,Mahasarakam,96.0
Urban,6.861357655414564,3649.1793018919434,Single,1.0710752107894823,M,20.0,College,Yes,Khon Kaen,94.0
Urban,4.6293102749903845,3156.8726611405987,Single,0.48897322104353114,M,24.0,High School,Yes,Khon Kaen,44.0
Rural,5.597279925452103,6216.456856993353,Married,,M,43.0,High School,,Udon,54.0
Urban,7.149934563788808,4598.476471751998,Single,0.23784000231353702,F,28.0,Graduate School,Yes,Khon Kaen,51.0
Urban,4.960472267679529,3331.814120454641,Single,0.020266986837450485,M,20.0,College,Yes,Mahasarakam,52.0
Suburban,5.84034335125685,6030.261962211867,Divorced,-0.5163313133445208,M,,High School,Yes,Khon Kaen,58.0
Rural,6.046919090194854,3893.4644678059053,Divorced,-0.8173822066261713,F,29.0,Graduate School,No,Udon,92.0
Urban,2.849308511827919,5103.288187235048,Single,-0.46171179831320197,F,25.0,High School,Yes,Udon,80.0
Rural,5.581441520951808,4919.541396721845,Single,-0.03409810429584417,M,30.0,College,No,Khon Kaen,67.0
Urban,,5387.048760203372,Married,-0.5797181393440007,M,,Graduate School,No,Khon Kaen,61.0
Urban,7.491307242661572,3503.120191579538,Divorced,-0.14308538298532164,F,22.0,College,Yes,Udon,47.0
Suburban,4.520891533963834,4330.477182306641,Divorced,-0.09248456250392886,M,26.0,Graduate School,No,Khon Kaen,87.0
Suburban,4.8526321861564465,5249.439238824004,Married,-0.29604984933344525,M,43.0,High School,No,Mahasarakam,75.0
Urban,6.2780406901643495,5142.3390842888575,Single,-0.1494202649154719,M,22.0,High School,Yes,Udon,36.0
Urban,4.68635534516566,5643.383396640343,Divorced,0.4483667466234714,F,25.0,College,Yes,Mahasarakam,67.0
Urban,5.3777594714659225,7456.738669075932,Single,-0.4126003732104627,M,35.0,High School,Yes,Mahasarakam,37.0
Urban,6.000129564031307,4200.61684465308,Single,-0.6396574689797053,M,24.0,College,Yes,Mahasarakam,64.0
Urban,3.809633549086561,4944.34964850753,Divorced,-0.25189055924000614,F,26.0,Graduate School,Yes,Udon,51.0
Suburban,5.008080405749494,6204.131407992877,Divorced,-0.16898367335243175,M,33.0,Graduate School,Yes,Udon,67.0
Rural,4.75088212297382,4441.903417446462,Married,0.0787853350372884,F,26.0,Graduate School,No,Khon Kaen,83.0
Rural,5.097457008085654,4861.546743895904,Divorced,0.15123727529338962,F,26.0,College,Yes,Udon,45.0
Urban,3.9967015484747757,4489.8657536341125,Divorced,0.7223534574426721,F,22.0,Graduate School,Yes,Khon Kaen,42.0
Rural,3.5712234737161017,5642.784831954765,Married,0.5160022762955607,M,25.0,High School,No,Udon,79.0
Rural,6.082469002693433,4720.689216635667,Married,0.1003847953832098,F,51.0,High School,No,Udon,69.0
Urban,5.185093022453166,4971.919042569768,Divorced,0.022798863991631335,F,21.0,Graduate School,Yes,Mahasarakam,78.0
Urban,5.158965135632719,3294.2274518321783,Divorced,-0.22760780696181088,F,15.0,High School,Yes,Udon,93.0
Urban,6.299074740168942,2926.4370861287557,Single,-0.17226492672374594,F,23.0,College,Yes,Mahasarakam,83.0
Rural,5.5281272568302136,4966.277458321872,Married,-0.44064488273317015,M,31.0,High School,Yes,Mahasarakam,42.0
,3.7278338933445125,2906.3191830293563,Single,-0.4161193279997205,M,12.0,Graduate School,Yes,Khon Kaen,38.0
Suburban,5.067820001255784,5976.683642109963,Single,0.3528872971788417,F,28.0,College,Yes,Khon Kaen,47.0
Rural,5.122068809976138,3890.526125750225,Married,-0.32421684620907465,M,27.0,College,No,Mahasarakam,47.0
Suburban,4.211235820333479,3783.1586108212123,Divorced,0.2686705007062252,M,40.0,College,No,Mahasarakam,
Suburban,4.661109938817005,3566.5746104344216,Married,-0.6476955101072615,F,33.0,Graduate School,No,Udon,64.0
Urban,5.750565562415373,4369.259262452146,Single,0.738405708399084,F,23.0,Graduate School,Yes,Mahasarakam,37.0
Suburban,4.935913353527573,,,-0.744612865297446,M,35.0,High School,No,Udon,75.0
Urban,4.2119960303077475,6610.475555964802,Divorced,-0.4782116942076118,M,34.0,Graduate School,No,Mahasarakam,47.0
Suburban,,5582.032353500323,Single,-0.3428774652969305,F,30.0,Graduate School,Yes,Khon Kaen,56.0
Rural,4.072637065419704,4869.377342934258,Divorced,0.05423705953057793,M,29.0,High School,No,Mahasarakam,76.0
Urban,4.347254617103222,4666.563712318548,Single,0.10329059568190166,M,24.0,College,Yes,Mahasarakam,84.0
Rural,5.143228832458094,5479.527344234277,Divorced,-0.5274200984836992,M,38.0,College,No,Khon Kaen,49.0
Urban,4.950593079226905,5060.85179236189,Single,-0.24948265440075756,M,27.0,College,Yes,Khon Kaen,59.0
Suburban,6.4252334221577305,4815.268330577924,Married,-0.5982861583929318,F,26.0,Graduate School,Yes,Udon,60.0
Rural,4.227223481274157,6114.680753734407,Single,-0.1218262785049537,M,34.0,College,No,Udon,57.0
Urban,4.375817996573541,5461.464010048219,Married,-0.15917081468301475,M,25.0,Graduate School,Yes,Udon,73.0
Suburban,3.5346338891530404,3767.8483140625203,Married,-0.22310677272171664,M,30.0,High School,No,Mahasarakam,84.0
Rural,3.9650212518269723,5324.407110858052,Married,-0.2048297749375212,M,19.0,Graduate School,No,Khon Kaen,31.0
Rural,5.753608704228412,5521.296904492945,Divorced,-0.40206413190764434,M,23.0,Graduate School,Yes,Khon Kaen,60.0
Rural,5.116695905662214,3367.9343912800873,Divorced,-0.9079253154585043,F,24.0,Graduate School,No,Khon Kaen,76.0
Rural,3.9952827682775816,6411.6170736616805,Married,,F,33.0,Graduate School,No,Udon,63.0
Suburban,4.949242518504825,6125.972816162961,Single,0.699370245289707,M,22.0,College,Yes,Udon,67.0
Urban,6.529481861360797,5496.274546604427,Single,0.13520515744670952,M,33.0,Graduate School,Yes,Mahasarakam,47.0
Urban,4.630989068021386,3539.5821625281983,Single,1.1897160815068266,F,19.0,Graduate School,Yes,Udon,59.0
Urban,4.138614845025413,6499.47748790309,Divorced,-0.1595556514776884,F,32.0,Graduate School,Yes,Udon,59.0
Urban,5.341025674867385,4266.671145610137,Divorced,0.4932735782547151,M,16.0,College,Yes,Mahasarakam,57.0
Urban,4.584579634512222,6140.718073386843,Divorced,-0.7118447433747909,M,27.0,Graduate School,Yes,Udon,36.0
Urban,4.615296707348073,4404.20853595912,Single,0.2646784281120824,F,29.0,High School,Yes,Khon Kaen,60.0
Rural,4.4999371570566975,3631.8949693646573,Single,0.13355249557464827,M,17.0,Graduate School,Yes,Mahasarakam,41.0
Suburban,3.740801019230709,1917.8902717423157,Married,0.10368905795901716,M,37.0,High School,No,Udon,46.0
Urban,4.265177639191999,6370.838320444974,Single,-0.5513644796798003,M,24.0,College,Yes,Khon Kaen,60.0
Rural,4.964384224450624,4846.803971826805,Married,0.2952194098269979,F,29.0,College,No,Mahasarakam,76.0
Urban,5.433517665757061,4938.079190030826,Single,-0.35635829201535985,F,27.0,High School,Yes,Khon Kaen,94.0
Suburban,4.769199171298954,4639.245677090936,Divorced,-0.11519020151430986,F,27.0,High School,Yes,Mahasarakam,49.0
Rural,7.695458911722525,4821.845884878175,Married,0.9359458171707496,M,39.0,Graduate School,No,Khon Kaen,75.0
Rural,4.958909865295692,5766.060496486095,Married,-0.8144639033423554,F,27.0,Graduate School,No,Khon Kaen,70.0
Suburban,4.319257045629177,6189.293460805597,Married,-0.4113247820885644,F,27.0,High School,No,Mahasarakam,80.0
Suburban,6.202119403557733,4753.413538884134,Married,0.12990123480680546,F,43.0,Graduate School,No,Khon Kaen,65.0
Suburban,5.120144212832249,5750.6751930811115,Divorced,-0.384372922449451,F,29.0,High School,Yes,Mahasarakam,68.0
Rural,3.9584657761401836,5034.434191855994,Divorced,-0.1456734119623665,F,33.0,High School,No,Udon,51.0
Urban,3.737449170041267,4630.751789367112,Married,-0.12240067928678389,M,34.0,College,No,Mahasarakam,80.0
Urban,5.364237336012822,4613.670983184786,Divorced,-0.42116479467808765,M,26.0,College,Yes,Udon,49.0
Rural,6.387878936734342,4820.8169670694215,Married,0.4032858626572063,F,53.0,High School,No,Khon Kaen,75.0
Suburban,5.843868594111291,5566.890652684674,Married,-0.13111313141391684,F,34.0,High School,No,Udon,72.0
Urban,7.037284220563615,6348.822913046633,Single,0.1427519914914141,F,37.0,High School,Yes,Khon Kaen,57.0
Suburban,7.243970965311094,3463.638208470205,Married,0.18615809812023723,M,27.0,College,Yes,Udon,61.0
Rural,6.541943884385451,4628.7244440136055,Married,0.7563949141393065,F,38.0,High School,No,Mahasarakam,72.0
Urban,7.191944030739534,5384.777616390771,Divorced,0.48256778332184136,F,33.0,College,Yes,Udon,
Suburban,4.7024151631364735,4869.324563093049,Single,-0.6943682043435333,M,32.0,High School,Yes,Mahasarakam,65.0
Suburban,4.54518145763359,4733.5202911584065,Single,0.29792348632512156,M,27.0,Graduate School,Yes,Udon,62.0
Urban,5.431482876785729,4834.424089160052,Divorced,-0.038763634660657964,M,27.0,College,,Mahasarakam,71.0
Suburban,5.624098818791062,3404.558356515599,,0.1696613065274757,F,22.0,Graduate School,Yes,Udon,66.0
Urban,4.9133844631131955,6164.066700461267,Divorced,-0.47591908054212095,F,27.0,College,Yes,Mahasarakam,44.0
Rural,5.95768507404377,2211.1565553678633,Married,-0.5617506041691158,F,40.0,College,No,Khon Kaen,75.0
Urban,3.724752358657845,5738.095494753323,Divorced,0.42073603273486027,M,24.0,College,Yes,Udon,31.0
Suburban,5.687329408900254,5862.262951839127,Single,-0.4542815919563358,M,37.0,Graduate School,Yes,Mahasarakam,74.0
Rural,5.068805058804462,5660.625781263548,Single,0.17847230100453323,M,32.0,College,No,Mahasarakam,74.0
Rural,5.038740534482081,6464.283905161624,Married,0.35052197622092796,F,38.0,Graduate School,No,Khon Kaen,82.0
Urban,3.8105787290909885,4562.96051346691,Divorced,0.6561597598865371,F,19.0,High School,Yes,Khon Kaen,77.0
Suburban,4.031552715648927,3733.386687432696,Divorced,-0.2871501893713132,F,16.0,Graduate School,Yes,Udon,55.0
Rural,1.8987682032995523,7438.440250768954,Single,0.10927489024428423,F,21.0,High School,No,Udon,48.0
Rural,5.075140511737167,6202.059991970242,Single,0.8337957461524,,35.0,College,No,Mahasarakam,77.0
Urban,5.2055098724949875,5056.361532912592,Single,0.2578355676521641,,37.0,Graduate School,Yes,Udon,42.0
Urban,4.14045538804608,5296.485930040592,Divorced,0.7395843925334545,M,29.0,Graduate School,Yes,Khon Kaen,71.0
Suburban,3.8837574495643117,5041.476708451019,Single,-0.04754823331703842,F,21.0,College,Yes,Mahasarakam,40.0
Urban,3.2061538647343664,4731.290696180707,Single,0.30452865076726776,F,18.0,Graduate School,Yes,Khon Kaen,
Urban,5.338105969889902,3752.1955307906537,Single,-0.704328693183368,M,22.0,High School,Yes,Mahasarakam,32.0
Suburban,1.0,5314.286755268089,Divorced,-0.551380585192135,F,13.0,College,No,Khon Kaen,120.0
Rural,3.5370674816715733,4864.714725673749,Married,-0.26503438669976664,F,35.0,High School,No,Mahasarakam,72.0
Urban,3.8076368361054227,4889.090498097915,Single,-0.23478177467451306,,23.0,College,Yes,Udon,54.0
Rural,5.760380080473952,3889.099025468682,Married,-0.06729860645106978,F,41.0,Graduate School,No,Khon Kaen,100.0
Urban,4.182861245559697,5879.474900137522,Divorced,0.2848109582786402,M,34.0,High School,Yes,Mahasarakam,54.0
Urban,5.724152758042307,6634.024009110581,Divorced,-0.6136135302675697,M,35.0,College,Yes,Mahasarakam,79.0
Suburban,3.661877536942562,4484.294508118591,Married,-0.9015824861216206,F,25.0,High School,No,Udon,69.0
Rural,5.905115818862405,6017.433555138643,Single,1.0249526738580763,F,38.0,High School,No,Khon Kaen,57.0
Urban,6.705994916946578,5672.544766146255,Single,-0.48870520230596826,F,30.0,College,Yes,Mahasarakam,43.0
Suburban,5.300968776580101,4912.526659902815,Divorced,-0.3962777391002337,F,30.0,High School,Yes,Mahasarakam,44.0
Suburban,6.669012150495462,5755.898387237811,Married,-0.45099415789240793,F,38.0,Graduate School,No,Udon,42.0
Urban,6.401198116436997,6461.205488674714,Divorced,-0.9817739740355924,M,35.0,College,Yes,Udon,
Rural,4.294209714070944,,Married,0.4602147172941846,M,30.0,College,Yes,Mahasarakam,80.0
Suburban,6.097485590829039,7368.884802206423,Married,0.639566942807622,M,35.0,High School,No,Mahasarakam,73.0
Rural,5.763132279997502,4167.706117686561,Divorced,-0.43205678607634923,M,32.0,High School,Yes,Udon,89.0
Rural,6.929234018907303,5256.917965025248,Married,0.09102933368234542,M,40.0,College,No,Udon,59.0
Suburban,6.977693420953221,4551.442580295916,Divorced,-0.2443913660286412,F,42.0,High School,No,Mahasarakam,35.0
Rural,5.146835195853121,6742.711199881009,Married,0.606430274436228,F,27.0,College,No,Udon,52.0
Suburban,3.1831157991195167,3944.3201772048587,Single,-0.9080617993123248,M,30.0,High School,Yes,Udon,56.0
Urban,6.578626800806338,6199.860321016825,Single,-0.37346753368245533,F,39.0,College,Yes,Mahasarakam,54.0
Urban,4.4840020398254605,4272.767823956778,Married,-0.879608311955159,M,35.0,College,No,,49.0
Urban,4.6852943095789445,3904.8769122863278,Divorced,-0.19804724349575548,F,25.0,Graduate School,Yes,Khon Kaen,48.0
Rural,4.898893824295759,3527.740750575881,Divorced,0.2151273831939943,F,14.0,College,Yes,Mahasarakam,94.0
Suburban,4.761518457856782,4743.753535865563,Divorced,-0.04085832609006801,M,24.0,,Yes,Udon,47.0
Rural,3.724486178589519,5108.553901910392,Married,0.23931585788913945,F,29.0,College,No,Mahasarakam,81.0
Suburban,3.4283277656302493,3850.522030553739,Married,-0.16685965676919084,F,27.0,College,,Mahasarakam,78.0
Rural,3.0004555200640626,4204.248317038776,Married,-0.7079785908964531,M,20.0,College,No,Khon Kaen,25.0
Rural,3.947161886455674,,Married,-0.7880366880197933,F,34.0,College,No,Udon,61.0
Rural,6.0253506640590775,4588.299261190129,Married,-0.35103813818253615,M,28.0,High School,No,Mahasarakam,66.0
Urban,5.807614122184986,5290.167908173454,Single,-0.04435384430199418,F,33.0,College,Yes,Khon Kaen,
Suburban,4.769705863346249,5345.913315875623,Single,0.2602709041056414,F,27.0,Graduate School,Yes,Udon,66.0
Urban,7.313251417714806,3856.6975814332345,Single,-0.38288496799199134,F,30.0,High School,Yes,Mahasarakam,44.0
Rural,5.017485415824531,5294.289313580516,Divorced,-0.49210493041900893,F,36.0,College,No,Mahasarakam,82.0
Urban,5.506853438472993,6617.736129580535,Single,-0.28466143192004123,F,34.0,Graduate School,Yes,Udon,77.0
Suburban,7.365031566150135,6087.105609113642,Single,0.4089796326237538,M,59.0,,No,Mahasarakam,98.0
Suburban,4.414255363143805,,Married,0.5621903948241063,F,31.0,High School,No,Udon,57.0
Rural,5.53453511863024,5343.544504059652,Married,0.23669710643962671,M,25.0,High School,No,Khon Kaen,95.0
Rural,6.269309913999428,,Divorced,-0.23851805424187372,M,22.0,High School,,Mahasarakam,54.0
Suburban,4.495000832475014,5702.537213513689,Married,,M,39.0,College,No,Udon,16.0
Suburban,2.8347680392917485,5063.504632453838,Married,0.43884041776919824,F,16.0,Graduate School,No,Udon,48.0
Urban,5.303439375082615,3217.9530777216273,Divorced,-1.3194271669659967,,23.0,Graduate School,Yes,Mahasarakam,78.0
Urban,4.414461925437798,5829.697550358943,Divorced,-0.23507255726769782,M,33.0,College,Yes,Udon,57.0
Suburban,6.0557933861264335,5262.322197148732,Single,0.01029069073038602,F,36.0,Graduate School,Yes,Udon,62.0
Urban,3.2184734253025367,4176.474818768496,Divorced,0.01196846131100121,F,11.0,College,Yes,Mahasarakam,53.0
Suburban,4.9303867606791,5567.601296866188,Married,-0.37574705004618936,M,35.0,High School,No,Khon Kaen,74.0
Urban,5.989569665962358,3470.8204838228703,Single,-0.7025553556253987,F,34.0,High School,No,Mahasarakam,57.0
Suburban,5.503526502899403,5944.975338040596,Single,-0.40902750619384276,M,35.0,Graduate School,Yes,Udon,72.0
Urban,5.164115987675399,6287.439584539356,Single,0.02801118746550861,M,36.0,High School,Yes,Khon Kaen,25.0
Rural,4.773121141649793,4862.153635146851,Married,-1.059144644668866,F,38.0,Graduate School,No,Mahasarakam,110.0
Rural,4.474066408325912,5147.454759552369,Married,-0.1667311745174851,F,27.0,Graduate School,No,Khon Kaen,79.0
Suburban,6.124410287372605,5504.627452292868,Divorced,-0.28653670764211125,M,30.0,Graduate School,Yes,,72.0
Rural,5.220328192249298,6721.9747997178865,Married,-0.5286998989823998,M,35.0,College,No,Udon,51.0
Rural,5.6856021599195605,4039.3098870709564,Divorced,-0.5584970636844457,F,30.0,High School,No,Mahasarakam,98.0
Urban,5.615590120793145,4262.748299194553,Divorced,0.25353237590853595,M,23.0,Graduate School,Yes,Khon Kaen,58.0
Urban,4.492502980232022,4389.621312233157,Divorced,0.2606142804589923,F,26.0,College,Yes,Udon,82.0
Urban,6.053177737132355,3362.656133001104,Divorced,-0.3803996448444745,F,26.0,College,Yes,Khon Kaen,40.0
Urban,4.726938226254359,5902.694105242132,Single,0.20114854392407705,M,29.0,Graduate School,Yes,Mahasarakam,
Rural,4.80211533726416,5074.766631759874,Divorced,-0.042595618945513,F,27.0,High School,Yes,Khon Kaen,109.0
Urban,5.249339827058518,4151.994284606724,Single,0.19594079972199677,F,20.0,Graduate School,Yes,Mahasarakam,79.0
Urban,5.817057519523049,3955.8918543323716,Married,-0.6560518274616862,F,15.0,Graduate School,Yes,Udon,
Suburban,4.286605105927197,4448.7997851451255,Single,-0.8107397202527543,F,,College,Yes,Khon Kaen,38.0
Urban,4.532985400032049,5002.806624601076,Married,-0.05195593774104623,M,22.0,High School,Yes,Mahasarakam,43.0
Urban,5.470462440853016,3544.019566808047,Divorced,,M,19.0,Graduate School,Yes,Udon,87.0
Urban,5.849810676508407,3598.700612283063,Divorced,-0.25446490153181145,F,20.0,College,Yes,Mahasarakam,57.0
Rural,5.198813017521431,4732.847789721208,Single,-1.0389597918002682,M,32.0,High School,Yes,,76.0
Urban,5.298454222280913,2703.8404850915754,Single,0.38005997771108974,F,18.0,High School,Yes,Khon Kaen,60.0
Urban,5.724975995091371,4965.878929037858,Married,-0.48861455395608533,,31.0,Graduate School,Yes,Mahasarakam,46.0
Rural,8.324067411906475,5104.465437662563,Married,0.25681896430066664,M,62.0,College,No,Khon Kaen,37.0
Urban,7.2462809041581995,5819.510383970568,Single,-0.07989072900958596,M,35.0,College,Yes,Khon Kaen,64.0
Urban,4.089480831151193,5772.630548044537,,-0.5166492697226601,M,26.0,High School,Yes,Mahasarakam,23.0
Rural,4.669244067263914,4231.925859461357,Married,0.18098395490850522,F,38.0,High School,No,Khon Kaen,72.0
Rural,3.700776738984978,3536.535596007226,Divorced,-0.6767906734077994,M,20.0,High School,Yes,Udon,49.0
