Annual Income,Gender,Subscription score,Age,Marital Status,Brand Royalty
93295.05737373719,Male,71.84289550432685,76,Married,71.51779910259694
22544.999361638686,Male,29.81074127072842,43,Single,18.694324117760395
71635.86973837228,Male,18.171429117166817,66,Single,19.303223104818805
85919.89552255133,Male,99.28666404259988,43,Single,87.35537895398822
84016.11931347726,Male,71.05158298505663,73,Single,72.6144575599338
57512.582023059505,Male,32.55629095176907,49,Single,33.472174971263776
75831.13914921563,Female,66.46271406410233,23,Married,81.74077148828924
56664.670267794,Male,19.843562103156763,54,Divorced,19.26083199985434
74238.24306116316,Female,85.8290464040251,29,Married,84.76972765788145
52719.31105095058,Female,31.09861053474716,53,Married,23.843951801239932
71685.60194080655,Male,32.02304179899733,31,Single,29.997228384186002
29846.48505492656,Female,7.8630299936470145,31,Divorced,11.209539150464245
84156.04039256825,Male,76.53183501068074,65,Divorced,57.13542250642898
75687.0826433453,Male,19.72843118902774,61,Divorced,17.642237090236627
92171.75316686643,Male,80.95707457084482,30,Single,84.09407025623463
83065.07025488061,Female,87.31459093992908,36,Divorced,89.84909737821398
92565.34574890019,Female,87.3665868287391,32,Divorced,97.75117341992062
45976.104092827125,Male,4.821153010460849,47,Single,20.224461179900118
74800.98995549945,Male,32.78826135900889,25,Married,33.916558711630415
73089.07890943142,Male,23.81387364229532,62,Single,24.597261830567007
28931.50176089431,Male,40.682675025480364,40,Single,31.436334596366535
75743.04491056177,Male,40.88025623769853,28,Divorced,33.42607168488556
78003.77044858337,Male,16.349155042680813,33,Married,31.720785939578533
56039.44360391794,Female,33.22238976597325,54,Single,28.32116637070763
46477.83119601698,Female,51.94498790212599,50,Divorced,38.65921257120473
86112.94065039237,Female,67.1232447015615,71,Married,62.9849801448873
71075.77854066185,Female,34.10876242877085,24,Married,30.842327677225768
23595.472914847232,Female,16.27344050208421,41,Divorced,17.958980100209025
91249.2494810525,Female,83.92155930574086,34,Divorced,77.07747073115036
90191.10683801625,Female,93.7634251485399,29,Single,84.4267527179946
47683.17343787037,Male,20.565032978554253,52,Single,21.463439780995806
87535.10240256543,Female,59.745338610656454,73,Married,63.85247297896956
68001.8044311341,Female,29.94723579152798,58,Married,15.519374379689417
28189.839639808743,Male,17.265679600064903,40,Divorced,16.911625478773324
72330.93309864125,Male,42.7068417952995,26,Married,35.00707813399345
74423.2132708358,Male,54.256866211689015,34,Single,30.12186064934958
18840.627028066454,Male,43.45112671556909,37,Married,21.975727412200015
28830.43563771168,Male,29.39986487417709,35,Single,30.914669227527845
55953.041925898215,Female,24.99756029815689,60,Married,24.024679715026245
51965.850246564514,Male,9.825729127342832,54,Single,18.59286260367849
96141.57682945259,Male,64.54418090749932,62,Married,62.69294116780684
91019.55358085898,Female,95.05276116077027,30,Single,94.27781266814539
70649.39984032747,Male,23.44338600078303,29,Single,45.72777993195478
81236.30607710584,Male,9.398621144256136,53,Divorced,10.944324939211327
51235.34222687479,Male,28.539805891703423,52,Divorced,29.880568938595644
76243.59938753885,Male,38.77962696831505,41,Divorced,33.67460707609434
54644.177812559785,Female,29.102277685745776,53,Married,20.166126122103066
74631.6020642322,Male,22.187517280697232,46,Divorced,18.37795707675358
95841.3475079458,Female,61.17273463342717,64,Divorced,65.03225767361431
99999.99999999999,Male,86.89259482251803,24,Married,98.76671912730764
67507.579952802,Female,12.860644981960297,55,Divorced,10.953139534147624
40625.97331253621,Male,35.20558410527422,51,Divorced,25.732160386096403
55443.10940677296,Female,13.363053210358789,50,Divorced,29.742674979673403
32489.938573971354,Female,23.594403363146593,33,Married,17.739922274447075
27884.242404983714,Male,12.569751059201039,28,Single,19.15972632141561
84259.15444646843,Female,82.01907912897637,74,Divorced,67.46312560700943
87897.05131098595,Male,75.10355580505409,63,Divorced,66.61137155068877
81792.32318670517,Male,63.64307423232814,56,Single,67.48498202414204
67881.51358367034,Male,23.04239855508352,26,Divorced,33.467512831687976
64729.30358317977,Male,34.95412320523528,33,Divorced,28.25933663887831
88517.03494407953,Male,104.00617689018445,30,Divorced,96.4287784030156
53433.65857405056,Female,34.384059627808384,57,Married,21.363403455055973
27674.1630960545,Male,22.34479824637109,29,Single,15.561848190134498
80349.79170588736,Female,41.20930649954606,34,Divorced,33.33297738885136
56033.48859050708,Female,44.939625164019745,58,Divorced,44.07162595129571
73030.5896969344,Male,25.24703836958061,32,Married,26.56977463074572
87779.2145677582,Female,70.71209924117196,29,Single,81.83337270521756
21405.49088297838,Female,15.38178812253967,34,Married,11.152497789195898
82944.36320768688,Female,72.194297235988,73,Single,68.5220256115297
72200.46668078369,Female,17.218979486244763,51,Single,11.947108964868896
95475.14408617823,Female,66.2686066505114,77,Divorced,66.19120415609932
77068.05197253416,Male,23.84517396340191,53,Married,15.191861415446624
22898.135223102123,Male,5.632012218306823,36,Married,11.747227349833366
70018.17009941526,Male,37.32559929947272,29,Married,39.07264346215199
74951.96229796285,Male,20.218063986772385,56,Divorced,16.719750044662355
50992.58858122648,Female,37.80805896502635,53,Single,31.439251989247744
26215.167691275405,Female,37.09024659303007,34,Divorced,19.93485581570394
89264.54015437729,Male,76.58110818442395,37,Divorced,88.33701612025087
19238.408311608255,Female,6.748616634026428,40,Married,15.818674819800435
53592.00102406791,Female,26.437101192645354,52,Married,26.433111244480386
28222.088514580697,Female,7.213402935496276,42,Married,18.066732827880756
86225.45088129141,Female,51.34306229901867,75,Divorced,71.80643706785304
84525.03141311093,Female,66.8747120656239,27,Divorced,89.9545519410699
75073.53531725147,Female,31.476546915328207,27,Divorced,31.498348660064536
91482.8757479308,Male,63.1394480629509,65,Married,66.60287428733216
83350.77646070569,Male,84.67713156927383,30,Divorced,90.85762321930397
28723.16475514597,Female,20.896282058071314,26,Married,20.098475928536466
87343.84429983752,Male,73.59271828832577,73,Married,67.74668382097276
44785.492144739146,Male,30.339959267915688,51,Single,21.815012241739865
90825.51129602891,Male,101.65257939625852,25,Married,92.30909185136149
92523.72629511208,Female,69.737222815576,28,Married,75.4038259674832
79197.67022114912,Male,17.22712815493663,52,Single,8.231877671846291
68323.5701245369,Female,27.404388457630954,51,Divorced,18.706877325899463
73406.10798555595,Male,7.919202636076912,55,Married,13.93964988847479
79699.87301016769,Female,36.356636659998266,40,Married,29.736446604099633
30883.69980950663,Female,19.412471907516284,42,Married,23.141455436640413
39120.08973280969,Male,16.95205617672974,59,Married,19.934921765238364
74358.43775434399,Female,34.079069782666764,32,Married,24.552662167818653
72289.85807837188,Female,39.229721269836126,32,Single,34.080684235473754
25577.448835107905,Female,22.69152813768086,36,Single,24.679302848183397
49041.72338084472,Male,41.02971577964747,60,Married,37.18976980414926
75325.72485954451,Male,11.781130135288405,33,Single,24.78504269411399
90532.66869138999,Male,61.94246190772191,67,Married,65.74317518694133
57349.25924049783,Female,20.521598882734807,42,Single,18.921074954386953
69221.87552168751,Male,29.861988965682443,45,Divorced,19.331754435050115
28493.282522674206,Male,2.5291757496594416,35,Divorced,0.0
22757.019574301303,Male,21.109690628350563,36,Single,19.075464083399105
65651.26030542071,Male,20.96377706887102,55,Married,9.248492241033333
79397.99839590065,Female,9.038381014024381,58,Single,18.733928375671617
30395.32143488963,Male,9.459140468689544,38,Divorced,10.801301411134475
51037.72083743324,Female,27.07300696922921,55,Married,23.501203488839188
47961.83386994707,Female,27.508536504962258,51,Divorced,26.461206248088722
85671.38245555665,Female,61.57573966512608,79,Married,53.642850194959564
92377.91210930572,Female,57.62307284158037,76,Divorced,61.801748243548985
66822.1857566047,Female,28.732915689854806,22,Married,28.19102525842179
83402.5335916692,Male,75.1572546185936,29,Single,77.20332084414738
33924.80244527499,Male,34.45852355215017,38,Divorced,17.573772726276573
15000.0,Female,17.54364189288176,40,Divorced,16.21541048684395
73011.36250445667,Male,7.3297706198487464,51,Married,19.118738234876858
58201.96676309292,Female,18.216846292958337,53,Divorced,18.522520428475694
65963.48510557682,Female,11.449484571377734,46,Married,22.87247285423843
89279.15924602014,Male,100.7359896986654,39,Married,93.80586098634676
87815.13348755255,Male,95.21579568082986,31,Single,79.89638461018316
75900.04001365673,Female,17.98161547979249,65,Married,11.869966483031916
53317.41185276144,Female,14.807356105747674,56,Single,17.362043897341053
65626.46413811548,Female,36.008404959933756,33,Married,35.63061661683281
77285.31371177637,Male,-2.03137167365733,47,Married,4.38641279986733
69710.21610029707,Female,6.6368516990882185,54,Single,8.114368526779174
42851.43807954979,Male,18.158179004549197,54,Divorced,18.171150667699145
68309.27409394839,Male,12.608831469715348,60,Married,13.820270328084753
21466.617239076782,Male,29.527191709691955,31,Single,26.410023575729134
79004.39881438205,Male,76.67056897172803,35,Divorced,88.95027729458457
23737.906841420794,Male,29.484679777234305,36,Single,18.219272409574273
78082.63658402495,Female,3.60369533283287,53,Married,5.112860825588498
65498.65533341874,Female,41.36280563998979,24,Married,36.876882544570094
88823.6204322344,Female,68.156116920582,68,Married,68.80271991133347
80542.93866798942,Male,3.812930587844879,53,Divorced,9.488562419659395
83225.35893337347,Male,62.91348459272192,62,Divorced,66.18472980983621
70002.23899341194,Female,19.160758804067594,55,Married,12.512259550447943
88401.66549933978,Female,74.93002285241553,69,Single,69.44475281209135
90222.98317667685,Male,78.91314268549651,68,Single,76.67395109856862
73508.87201114793,Male,16.159816910356543,64,Married,14.721559753770805
90502.42709737668,Male,64.16606534596721,63,Married,70.76092850414264
43343.19934899967,Female,32.84556357279817,52,Single,17.972206944381966
45000.17017652192,Male,15.941800525156749,54,Divorced,24.03153787690998
84421.51093586592,Female,48.48672093080638,67,Married,62.55340466378014
79555.38558443701,Female,-3.966794434663166,60,Married,11.554151947699879
69343.22844954042,Male,35.91304679049579,34,Divorced,31.61546361184928
86012.94357174619,Female,94.36001986890045,29,Divorced,87.22665312439099
85459.40965880078,Male,96.92838566288428,29,Single,89.15526017421882
76909.63649897638,Male,22.641536073746042,52,Single,9.468041729710322
65454.269129981905,Female,23.02265555347238,56,Single,15.482902004170477
49100.02098902759,Male,36.20541249687361,54,Married,30.959668221087334
85723.37732600834,Male,78.5835692858885,32,Married,84.90614650911448
77400.3179964249,Female,14.409376112884026,32,Married,32.413994147928875
92911.63902636059,Female,85.28693428281046,76,Single,68.54841425226608
43860.094546104636,Male,11.366090485363486,54,Single,21.117440108200213
82644.132987125,Male,8.166604440379698,56,Married,13.225928219024077
50099.38285170222,Female,32.63709899234227,49,Divorced,18.369471698736454
70853.7921551944,Female,-6.384618943145963,51,Single,13.825510790045278
27149.15433490956,Female,37.72179016500151,34,Single,24.59372273139786
83021.6608133199,Male,72.5054183623793,62,Married,77.65907355813945
72221.26453738695,Male,38.79681249146985,36,Divorced,34.151410561023326
47323.86872918758,Female,32.69075203518875,54,Single,23.152203502386968
25623.756653391953,Female,10.590646708657282,29,Divorced,12.49105612930478
66535.50860814542,Female,15.940543381595711,60,Married,11.666237525710322
61600.08260413927,Male,20.25348333981125,62,Married,23.11528201139179
69774.77502744914,Female,34.48993778478158,29,Divorced,37.421532651738474
57063.92355854353,Female,39.34239174528211,51,Single,36.954588516017694
86332.20016151335,Male,87.39950307301436,32,Divorced,88.24023881588403
82912.84369596568,Male,91.7327744058413,34,Single,86.13394785728336
49516.45496061946,Male,28.08567068760618,53,Single,26.599578110347643
22452.757683598626,Female,15.373780174634256,33,Divorced,11.95814615191545
84699.30796718367,Female,65.77503778903805,70,Single,63.75573141503001
74223.82627581357,Male,30.74343886023645,28,Divorced,31.553150173113956
68449.90375871306,Male,21.45826752823251,32,Married,32.403919963727525
83894.0768005077,Female,75.67429843525262,38,Single,80.14346601684542
91986.64274163585,Female,59.88666422004412,66,Single,65.2173790584658
22941.073841460653,Male,26.74630164688096,34,Single,31.872695024844056
78812.47914267803,Female,12.40973050684345,49,Divorced,13.732843194386696
96608.03037583103,Female,62.54130214632601,62,Single,61.71230645464465
89771.35212239734,Male,47.827652947434785,72,Married,61.58812432158165
68660.07322844132,Female,15.239026519090448,60,Divorced,11.111670590867043
72831.02295571222,Male,29.56300241638794,59,Married,14.380503530948253
67550.728161704,Male,20.61858960550111,30,Married,29.164272357572266
75036.20726967942,Female,30.537438244558853,25,Married,35.43155359142263
50655.059670581126,Male,3.7022487800329458,49,Divorced,20.989875953396513
86703.20624449858,Male,97.37222464435648,30,Married,84.72779678401822
89123.2274936476,Male,70.4857488641925,25,Single,82.66553478919009
95520.91351622794,Female,37.95357073860871,70,Married,60.42251104170118
29295.46309978793,Male,26.21564539945674,45,Single,18.825682068549774
90859.48964064903,Male,56.392851720080294,65,Single,64.085168550628
24386.381778533963,Female,13.451130499969155,28,Divorced,27.057759859490687
27501.065381507462,Male,7.879776241614804,40,Married,9.911716702885137
89472.612006421,Female,109.65499301744086,28,Divorced,98.30600420111845
85608.30781461726,Male,66.25769097308415,66,Divorced,73.27372343701845
52738.691160731,Male,23.711266864195398,51,Married,23.0549361734111
23231.106418654977,Female,29.281317964912134,44,Divorced,18.40701019963347
93401.91839112455,Female,65.76838539636493,80,Divorced,66.72299018874986
81720.73935296613,Male,94.55909679103995,34,Married,83.53760949085336
91775.84954836659,Male,59.68841775366077,69,Single,64.23244740734354
63709.316096493334,Female,1.333010271590359,54,Married,9.82472318600417
97579.45802159971,Male,78.07192566245118,71,Divorced,74.85355235767116
25434.638744696946,Female,20.461911001244207,43,Single,13.797282019730538
68774.59015977374,Male,14.515493152355475,48,Divorced,13.55569231122518
70932.03343311977,Female,9.644537812839895,42,Married,5.3665967009057525
69848.85812814123,Male,12.285162474436405,50,Divorced,21.56403228160935
91597.97089400617,Male,75.80821002749227,70,Married,70.64497740963974
27035.761608796325,Female,18.795265123052467,34,Divorced,21.551011304628545
52597.65629872751,Female,22.271180261486013,55,Married,23.857645336708728
70125.878841748,Female,24.67516017136896,52,Single,16.84061790765565
70216.84452421404,Male,13.551164747462108,57,Divorced,10.818937674873759
94116.6052868369,Male,65.76561849705747,64,Single,64.5127713882627
80233.50099679439,Female,58.402094657548176,64,Divorced,66.77520971832054
82899.17846500361,Female,83.48104060687804,33,Divorced,87.56795040447875
70108.46172086206,Female,12.687457972535611,65,Divorced,14.933437972468568
82572.8163734852,Female,83.19396302962902,28,Single,80.59145622535816
88026.40024499044,Male,69.72909536143122,68,Married,69.5911701153445
51547.30578307037,Female,16.365436103937245,50,Divorced,24.55890137852056
30845.83518630373,Female,36.37148839891938,37,Single,24.639305067808202
77504.48102171949,Female,22.09407429625553,60,Divorced,16.17994416268509
80719.5429246611,Female,81.12847973489052,64,Divorced,72.626503267483
76980.70801372213,Female,11.970423703756222,60,Single,15.212158332328315
87156.8057315074,Male,55.85727900055281,63,Married,74.57933449355829
90192.45508604006,Male,86.48390123269765,28,Divorced,84.60730231708635
30504.040975298543,Male,12.052272521004902,30,Divorced,8.875639971971935
70570.1272984017,Female,38.80630304899854,28,Married,35.029889843708894
76839.53156807768,Female,83.89773421607221,27,Married,95.74083563724895
26401.575433322716,Female,9.056140096632657,33,Married,9.076215301874036
28029.041113809806,Female,15.904521057240533,30,Divorced,9.577405595888138
30710.56225733234,Female,-2.4838075846059127,36,Single,1.6841965360570015
29177.452173485864,Male,24.360355198077936,36,Married,21.946199243882504
79029.12684351255,Male,11.39236095722314,45,Single,15.398609571839152
31545.709853438246,Female,0.48017087098761735,31,Married,16.2667963424813
56912.75450233878,Female,50.231044301740546,54,Single,29.91415702644364
98284.56741941499,Female,60.95081670674293,64,Single,49.97736401684098
78717.88650530606,Female,92.36752974848895,34,Divorced,94.0905481613785
94321.97728000303,Male,90.70732140690222,31,Divorced,83.69940010557568
84126.27054287086,Female,66.83821480104217,64,Married,66.16657079917148
21674.704640391363,Male,25.00021579521453,42,Single,19.840816749163977
24385.245469653106,Male,19.467885949118532,28,Single,14.437432965040365
85949.250329455,Female,103.60187197427342,36,Single,90.372544439769
76668.23355854834,Female,21.381632661464458,58,Married,10.748419102864375
58576.17057281216,Female,16.750832162139115,51,Single,19.320537022281833
29467.936175812407,Male,31.04345367068634,35,Divorced,15.045064900886764
76486.4357646988,Male,15.480112907031081,31,Married,28.154067400541763
67285.44529755639,Female,33.64099263793031,49,Married,16.99683774337489
47915.067664674214,Female,29.78298145610697,56,Single,24.535805765937475
58208.97372510738,Female,48.18747346764929,54,Divorced,32.11047854969155
65258.26344688778,Male,22.09477603427404,31,Married,26.3876863535778
69253.56999392252,Male,20.812390075003602,28,Single,27.853537731272475
23535.722261361792,Male,18.603176707117985,33,Single,19.526948577694718
85091.18163513707,Female,53.91394740907379,72,Divorced,60.8832817764072
46984.50734595928,Male,6.468789673509482,57,Single,15.862959781445248
87022.8638000727,Male,69.49138512927024,71,Divorced,63.318596965405796
60860.433082570984,Female,23.850608809493952,49,Married,18.44636031010174
73376.35693693877,Male,31.028953222134465,26,Married,32.33781801130364
58786.95593138432,Male,11.845526400350566,49,Married,21.181123401509083
87754.44000481092,Male,75.49564322818223,25,Married,83.44287447154169
51851.518204395135,Female,13.814553465273566,56,Single,12.274677655344014
86249.9896303454,Male,73.34985943761374,70,Married,67.35792395031085
54828.38955465655,Female,22.02868808536239,55,Divorced,28.337433602158406
88443.80796611754,Male,90.52497981978901,25,Single,93.37443028546653
66618.61300667736,Male,33.924182603078904,43,Divorced,32.24726160297918
85757.70939957786,Female,55.833911370617066,74,Married,64.04394344133179
99564.59401181864,Male,78.39216671335335,69,Single,78.48888847857862
65435.603558365634,Female,41.75088282221038,39,Single,35.65862262105899
74320.7921214805,Male,14.348961361191705,47,Divorced,14.62344742803841
52509.53511015602,Female,23.81448757541414,50,Married,23.75423551927463
75901.33819358354,Male,12.153191560650995,50,Divorced,11.513634451878197
72973.11079057367,Female,14.553599104278115,58,Divorced,14.203213562853087
57288.1461248734,Male,12.700495710982501,45,Single,16.796245913089486
93753.00607761233,Male,68.46591078495163,66,Married,71.2176793153542
89978.63876499688,Female,72.40456473098763,40,Married,85.8074837299711
65639.70775498851,Female,22.609071254799076,34,Married,34.45581828316514
95809.32604924009,Male,50.576551668533,73,Divorced,68.91887532315026
45666.220316517414,Female,15.768543743730936,54,Divorced,23.537331940666625
42074.03423571155,Male,17.767851840584015,48,Divorced,10.558104214489347
90564.84307112225,Female,62.77065645477737,72,Divorced,64.83858039092249
75515.83499264193,Female,21.68603266013988,27,Divorced,25.265121157016978
72657.03615287182,Female,33.330681675486964,25,Single,35.0411677298168
55972.32395329042,Female,31.767617688228583,51,Married,25.965553194613797
71119.91002982522,Female,32.11480066221662,31,Divorced,37.85676247552732
53838.297805210175,Male,12.273884749473314,52,Single,25.065160248144537
51464.77601312305,Male,41.76935442708219,55,Married,30.142787473105493
74127.2484199499,Female,35.338105148910536,61,Married,20.71555230821039
73307.16965030009,Male,19.724359147516957,53,Divorced,7.5406619140840405
55560.96983575923,Male,16.54797035865625,41,Married,27.10993667075254
55236.13855195073,Male,18.387378687911948,64,Divorced,21.728148994131494
82079.27674302162,Male,78.0179844482359,33,Married,72.93396066016491
22068.373185759752,Male,2.8257884064737837,33,Married,18.637450064266964
47664.857781565595,Female,23.48920246901673,56,Married,22.92555342384113
75219.8460428772,Male,25.251770955911354,53,Married,21.44165299983775
69244.16430246536,Male,34.57234765604824,25,Married,38.78991976655499
81061.03218522857,Male,9.991028837912122,55,Single,16.875394316963664
46680.78512737792,Female,25.086226843483978,52,Married,22.642062277102063
72318.15560670866,Female,17.085068378119473,52,Married,11.422471797392042
43829.91235002139,Female,35.18502026730208,53,Married,18.415924704382576
88747.0451534096,Male,84.85675847967468,68,Single,75.72786585054651
72923.61940026145,Female,36.17324074334832,22,Divorced,28.475142873371375
90991.79641742392,Female,89.08183965191884,24,Divorced,84.53063931829514
75904.47417124826,Male,21.352972780056543,52,Divorced,20.988299420220997
64265.60450984792,Male,34.860508653174186,34,Single,31.686341800600296
76247.94256036602,Male,44.02419425958113,37,Single,36.7138363012068
83194.57370649051,Female,89.79298906874673,34,Single,86.03506419680954
86047.59900962155,Male,89.44333762366338,34,Married,85.5977751417484
22775.196928190686,Male,15.090885548124275,32,Married,13.902621103801302
19631.653828221497,Female,26.190148399391205,43,Divorced,20.562753842430553
30753.012321210226,Male,8.40419007812763,41,Married,21.404856706449152
89808.56418218272,Female,87.27959592438427,25,Single,89.6219150525323
48438.154611379345,Female,20.98512632896919,54,Divorced,24.031336013588188
75932.77808825044,Male,31.8730494360631,32,Single,35.40366172894386
79783.96077258683,Male,92.28134268062172,37,Single,83.93561505926925
73577.93183081211,Male,3.8969717487059103,60,Single,17.898768183029837
71969.85124798809,Female,37.37541136214715,53,Divorced,27.478469105074687
88189.95213351818,Female,67.00105777733697,69,Married,72.51980320332254
74691.46405426205,Female,15.3297203488738,27,Divorced,26.907221485704866
34617.85468386144,Male,19.709958036999556,37,Single,16.877041066853536
55384.26753163121,Female,6.134234124103877,54,Married,26.201887508883424
77049.0982612392,Male,34.481724235974575,33,Single,29.85947814123312
89023.05124623385,Male,68.65268004901425,63,Married,71.08154730166493
88702.60366076164,Male,89.3569190390294,36,Divorced,94.73273237395196
53680.861911465225,Male,8.915895232110817,50,Divorced,28.207206425982882
92501.23587707774,Male,65.62348333293346,73,Single,63.93161368087822
48872.56795055181,Male,43.95329841397686,62,Divorced,34.57059771040773
91668.4990760802,Male,82.23243381788099,70,Divorced,73.88826590856057
62942.355122929264,Male,36.243457688468716,27,Divorced,32.24742511826588
89671.78232561582,Male,85.38857599784194,34,Married,87.53882341250083
76385.2823697936,Female,23.34337646881696,28,Divorced,28.65213144171122
28595.173154781813,Male,12.810876927753206,33,Married,16.290702392201318
87141.53067393675,Female,77.93549301382616,65,Married,68.95549398310621
18095.34049893779,Male,17.529686151680334,33,Single,19.256100519314145
26018.097544876815,Female,16.581202120841603,38,Single,18.578057663063703
89837.47873985206,Male,61.292631345369976,67,Married,65.84789403233562
92317.484264462,Male,68.53302447896675,31,Married,81.31534954820268
49499.018272982416,Female,25.38088253611607,53,Single,30.01316475136609
46839.30359363203,Female,15.893522019495059,54,Divorced,22.037069441047365
25540.49657345312,Male,7.802624785233922,38,Single,11.401133154102041
90291.21723524197,Male,76.14420009667965,38,Single,88.5985341860515
40466.89750077567,Female,12.902052742288966,57,Divorced,25.258474882821183
74138.47377812951,Female,-15.5209199825746,60,Divorced,12.109718761643535
84572.06924931212,Female,84.10232085190532,72,Single,72.0004892471281
73713.8670712037,Female,27.674872990034476,29,Single,38.64842179112162
28112.025835516513,Female,19.96071867983479,45,Divorced,23.07617378963294
22485.46062468688,Male,22.36847325495906,33,Married,28.09453803911336
66078.58312561325,Male,32.815358671272676,27,Divorced,22.823050682603757
53861.11036296915,Female,17.562414748313678,55,Divorced,15.763860553425218
91657.65530456328,Male,46.29601236784029,72,Single,52.444104720068125
77392.33185979608,Female,2.722730825965959,63,Single,16.356501801807376
71520.39171167606,Male,39.53839979340692,27,Single,34.573025963731574
75034.73664053078,Female,35.58999893544094,36,Divorced,23.819902622395894
75002.74684893325,Male,70.4815498431347,26,Single,80.9125287451232
48365.20967963253,Male,29.56738524652689,56,Single,24.74112810544166
80624.45237278707,Female,76.82761492932792,64,Married,63.49217002313955
70869.55088882438,Male,38.33911818319529,29,Married,34.69665016039002
23284.691448201687,Female,16.37274859458605,36,Single,17.50583774839106
46713.2015670161,Female,18.254229962016012,50,Single,18.040150601537903
88150.74926347545,Female,94.21559836257472,35,Divorced,87.76550632222391
84630.2722300804,Male,57.1866425122605,61,Married,68.3228729834571
87146.91847172988,Male,93.67800418003242,28,Divorced,85.34001372203039
69515.89640257743,Male,64.94363084675187,29,Single,43.98918807470135
53092.31439074436,Male,39.704826703086034,52,Married,30.590416807563734
89146.33885623992,Male,73.78677053665348,66,Single,78.16319380583963
75053.66974091073,Female,34.220646850497324,20,Divorced,30.528974116476647
53500.62260969455,Male,38.107194554309,52,Married,34.701861782960805
70109.95405684371,Male,31.70202641954264,28,Divorced,35.06944505760624
94258.07472094582,Male,87.53312274570423,39,Married,94.44819384832938
87938.87910493847,Female,80.0190011880401,64,Single,65.87629484543073
29304.35826089688,Female,22.03696328197043,41,Married,17.624716785068728
66345.43873086761,Male,36.5654389856699,32,Divorced,45.67919886391333
86331.03857714344,Female,78.72906502913202,29,Divorced,83.17242427918535
92020.26572431493,Female,94.16166995031247,31,Married,92.7387699179913
28473.031900303315,Male,19.779646522797226,42,Married,20.11828377583531
78075.4917342012,Female,40.991360163635946,33,Divorced,31.999554303812175
72173.17375175974,Female,23.26250618633592,56,Divorced,20.96427900639452
79269.32815319717,Female,24.714715980983485,52,Divorced,16.303693638689197
77881.61350261574,Male,24.183676473119313,61,Single,7.33601324633414
75126.32098933862,Male,0.7954576756776657,52,Divorced,12.003749082503262
29329.070821656554,Female,17.212539176145615,38,Single,21.627492131068948
70314.3092933368,Male,12.119943645976196,55,Divorced,19.716668852092944
22485.705278892012,Male,31.102840272684677,43,Single,25.05024306556922
67031.08599434132,Male,41.356195040533194,33,Divorced,33.60645420392124
90066.68180790826,Male,87.35345442729202,34,Single,86.63875900816146
55589.568230294215,Female,30.994993862700966,56,Married,23.46410737160025
48539.025598127,Female,25.62985661028851,54,Single,25.89281815162512
94496.6696977912,Male,90.75632901251437,65,Divorced,78.04050806346856
89040.72502494068,Female,94.28749311698259,25,Married,85.8241968981809
96038.47871398239,Female,80.80144964391339,66,Married,76.62221289713762
81218.63159064269,Male,87.2650159277233,22,Single,87.13669304639322
68621.68485080589,Male,26.777480924508204,24,Married,33.539621680077204
87678.75234936494,Female,85.42208654985849,36,Divorced,86.80932344142732
89778.56794625788,Male,45.4577828617809,70,Married,53.23910031926694
96183.81885031617,Female,58.220002890557346,78,Married,64.15227132896769
53733.62091084475,Female,19.072506512561407,57,Single,27.805588636472194
72161.74573061758,Female,33.36623263517804,33,Single,32.27701026372408
49789.183473855206,Female,36.58849753721291,54,Married,30.30309077895768
23080.915464169942,Male,3.705375341989579,49,Married,10.3074284066427
75345.39586208817,Male,17.037139667480137,54,Single,15.378595715389956
46684.34594988404,Female,34.598719386365026,44,Divorced,18.87925628985309
94812.22126353075,Male,59.64282031763483,64,Married,63.60149363904029
51378.33747863135,Female,14.579684559798626,52,Divorced,23.8798900377354
90733.27234900687,Female,96.29301502004674,28,Divorced,90.45242265934746
65918.27410807234,Female,21.969861736369594,57,Single,23.179962631347507
32241.010253590655,Male,3.701131069520585,31,Married,12.145635895733676
53668.116177098666,Female,19.984460208392317,62,Single,18.89254660561521
86094.90483162142,Female,66.97599819248839,67,Married,67.84424362466018
81506.82374476804,Female,103.44204487536979,29,Married,89.7110491269691
71825.53916142222,Male,40.140657452869576,24,Married,33.00899740791033
74097.70988997619,Male,4.856180345689882,53,Divorced,4.186965134792281
86207.68977599428,Male,39.92403533214741,70,Married,51.92109766235741
31070.09049179851,Female,21.664521749779922,40,Single,24.80070413465473
22558.914469590527,Male,15.072230459114586,31,Married,19.930360214259217
75043.60631881167,Male,26.762382973186376,26,Single,37.68222241319258
95935.74421454307,Male,81.73395257799878,35,Single,91.13736540786601
74982.84772642828,Female,33.65127882186715,29,Divorced,31.80810968755631
22597.18129879218,Female,23.45821481209801,34,Divorced,14.987546464820497
27243.673336847707,Male,17.08583504715467,38,Divorced,27.6458070455959
90716.7137658932,Male,80.96954284140115,26,Divorced,87.16425887673512
77183.29214255247,Female,30.971632386428812,25,Married,25.79100540315379
29089.372405996975,Female,30.747541273735653,32,Single,16.71746936962591
88408.30450128963,Female,95.95483933025854,35,Single,93.8185690979399
93606.67609897205,Female,71.66523192276833,72,Single,66.31814473941697
75386.07082208985,Male,32.849791265090275,31,Single,33.84500366545828
77675.91319931774,Male,75.22558586329565,34,Single,80.73004474743544
91989.93682887506,Female,88.1006144153327,33,Divorced,89.79777361859632
66219.30101764554,Male,-1.743959467994216,54,Married,17.260197588588255
84451.11766079633,Female,81.74728470880297,69,Single,71.04118115816472
