City,Renew,Active online hours,Education Level,Years after high school graduation,Location Code,Marital Status,Gender,Brand Loyalty,Annual Income,Years subscribed
Udon,Yes,4.947065059036496,High School,43.0,Suburban,Married,F,-0.21514378810701748,61624.568523001,6.0
Mahasarakam,Yes,5.823497913822647,College,46.0,Urban,Divorced,M,-0.6649662074609318,57441.812309216555,4.0
Udon,No,4.79515761540845,College,19.0,Rural,Married,F,-0.5645092101396996,58759.62005593756,6.0
Udon,No,6.489608571456122,High School,35.0,Suburban,Divorced,M,0.6809703885769943,44500.12183471797,6.0
Udon,Yes,7.968158198635227,High School,43.0,Rural,Divorced,M,-0.847294977954204,61053.31157983462,5.0
Khon Kaen,No,5.150803620006123,Graduate School,37.0,Urban,Divorced,F,-0.06208655362914284,62131.386407672544,5.0
Khon Kaen,No,3.6412114629037555,College,13.0,Rural,Married,M,-0.04178112591791627,70170.52513835582,6.0
Mahasarakam,No,5.044472398822896,High School,29.0,Rural,Married,F,-0.36062492857535855,28496.86365785327,4.0
Udon,No,2.8822941389055,College,24.0,Rural,Married,M,0.17313977448058143,42276.937458691296,5.0
Mahasarakam,Yes,5.191622132607382,College,29.0,Urban,Divorced,M,0.9316693793114357,41807.28199041223,8.0
Udon,Yes,5.674940645811513,College,35.0,Suburban,Divorced,F,0.18876761252274282,51708.335342949824,7.0
Udon,No,5.547513784162976,Graduate School,38.0,Rural,Single,M,-0.025131798988104054,52155.985251544684,4.0
Udon,Yes,4.744516934945431,College,29.0,Rural,Single,F,-0.09368976043742679,44563.61480664628,6.0
Udon,Yes,5.104695569594791,High School,28.0,Urban,Married,F,-0.047592229160342836,56257.11457403689,5.0
Mahasarakam,No,2.706557759360765,High School,,Rural,Married,M,0.8431048929520324,52636.00217656987,5.0
,Yes,3.5621984655378016,Graduate School,38.0,Suburban,Single,F,0.8629125292849993,36906.79393887133,3.0
Udon,No,4.667636723884216,High School,29.0,Rural,Married,F,-0.44253182727931023,53913.375896052676,3.0
Khon Kaen,No,3.523450673014665,Graduate School,33.0,Rural,Divorced,M,-0.089673308006714,27134.971832556865,4.0
Mahasarakam,Yes,5.896543979778432,College,30.0,Urban,Divorced,M,-0.24416521508884,67120.5134230315,4.0
Mahasarakam,No,2.310991249221685,College,19.0,Rural,Married,M,0.2598806027278346,49009.36380108627,6.0
Udon,,6.814309429430985,College,42.0,Rural,Married,M,-0.25626647076855325,51013.58414840208,6.0
Udon,Yes,4.368069144797119,Graduate School,36.0,Urban,Single,F,0.2842874503278159,77642.80100391817,6.0
Khon Kaen,Yes,5.857231657098875,High School,28.0,Urban,Single,M,0.18853041974561147,60569.34878826853,6.0
Udon,Yes,4.877933310801235,Graduate School,27.0,Suburban,Divorced,F,-0.16402819883793288,66787.09348532064,4.0
Khon Kaen,No,3.211382021332428,High School,24.0,Suburban,Single,M,-0.05182752219053527,51072.733010132484,5.0
Mahasarakam,Yes,5.240145143346412,High School,33.0,Suburban,Married,,-0.1488441182842239,72844.77967808754,6.0
Mahasarakam,No,5.001692367962252,High School,26.0,Suburban,Married,M,0.44438414733048204,50550.781790964174,6.0
Udon,No,4.024453608540686,College,14.0,Urban,Single,M,-0.17058730770537592,60021.754193791436,7.0
Khon Kaen,No,5.48253785294919,Graduate School,26.0,Urban,Married,M,-0.3883629789087288,36447.186290230486,6.0
Khon Kaen,,5.4154940904589886,College,28.0,Rural,Married,F,-0.2787867805879467,41827.58906065223,5.0
Udon,,4.669821611028316,High School,,Rural,Divorced,M,0.48346741610720967,69799.53577353302,3.0
Khon Kaen,No,4.325094795018048,College,24.0,Rural,Married,F,1.0412226080285347,44721.66229366652,
Khon Kaen,Yes,3.0154312994745407,High School,24.0,Urban,Single,F,0.8781781629389835,53286.79671625923,3.0
Khon Kaen,Yes,4.308741002684989,High School,32.0,Suburban,Divorced,F,0.31988710270005727,60213.04592801561,4.0
Mahasarakam,No,2.9419864095036745,Graduate School,18.0,Suburban,Married,M,-0.8089699963492142,78333.7249542408,7.0
Khon Kaen,Yes,3.964043359923074,Graduate School,31.0,Urban,Divorced,F,0.5213791853997689,46074.82146896876,5.0
Khon Kaen,No,4.739503517150611,College,29.0,Rural,Married,F,0.8966766497229681,27709.999257740812,6.0
Khon Kaen,Yes,7.364459322973693,High School,40.0,Urban,Divorced,F,0.07226796136772917,54013.41066965466,2.0
Udon,Yes,5.542827302046034,Graduate School,35.0,Suburban,Divorced,F,0.058418747704617746,53548.61476963488,5.0
Mahasarakam,No,4.809992991022207,Graduate School,21.0,Rural,Single,F,-0.7023674414413208,60575.44234838788,4.0
Khon Kaen,No,7.088324211739793,High School,28.0,Rural,Married,M,0.610395170024636,49682.40854496493,4.0
Mahasarakam,Yes,5.828495204660705,Graduate School,35.0,Rural,Single,F,0.2604649632417014,51445.73990585735,7.0
Khon Kaen,No,5.403172663366182,Graduate School,30.0,Rural,Married,F,0.490129448486055,65966.48269292217,5.0
Mahasarakam,No,4.2513139124933526,College,36.0,Suburban,Married,F,0.6749165847265566,71140.09673728798,5.0
Mahasarakam,No,3.1001722541243626,College,30.0,Rural,Divorced,M,0.8588923434527567,46683.04789556676,3.0
Mahasarakam,No,5.61393177126947,High School,29.0,Rural,Single,M,0.3477019591258773,40512.23086019515,5.0
Mahasarakam,No,5.4392928040877955,Graduate School,29.0,Rural,Single,M,0.07086472949613415,42676.338861627126,4.0
Mahasarakam,Yes,3.595872025142302,Graduate School,37.0,Urban,Single,F,0.45561631101903777,48464.91933424129,4.0
Mahasarakam,No,6.250399007037639,College,28.0,Rural,Married,F,-0.0036382355184235715,71483.27515391768,6.0
Khon Kaen,Yes,6.319400853754436,College,41.0,Urban,Single,,0.09953362024597417,45691.170369573025,4.0
Mahasarakam,No,6.259562365012054,High School,16.0,Rural,Divorced,M,0.12984419004325942,52669.580861088194,7.0
Mahasarakam,Yes,6.760124483931454,High School,43.0,Urban,Divorced,F,-0.09058909016665917,32945.5755569625,7.0
Udon,,5.148851672289885,High School,31.0,Urban,Single,M,0.1293542657733422,58944.76735067915,3.0
Khon Kaen,Yes,6.490244367386449,High School,36.0,Urban,Divorced,F,-0.695766116288776,52664.02941493372,4.0
Mahasarakam,No,5.880032348606573,Graduate School,29.0,Suburban,Married,M,-0.38332732726942964,64979.90087303376,5.0
Mahasarakam,Yes,5.25677398557638,Graduate School,33.0,Urban,Single,M,-0.10507063733484483,59339.778192728685,4.0
Udon,No,6.9291152647351915,College,30.0,Rural,Married,F,0.45977754592628417,48934.52609738556,5.0
Khon Kaen,Yes,3.9102802861771195,College,41.0,Suburban,Divorced,M,0.3496463989155958,59892.69118838985,6.0
Mahasarakam,Yes,5.051565917920217,College,35.0,Urban,Divorced,M,0.36743557523734316,50653.27556811965,6.0
Khon Kaen,Yes,6.718076282471807,College,31.0,Urban,Single,M,-0.1560313183086844,54728.35776206986,5.0
Mahasarakam,No,4.925843456479726,High School,23.0,Rural,,M,0.39579378181464264,54372.65671429902,4.0
Mahasarakam,Yes,4.571506442326492,High School,34.0,Urban,Divorced,F,0.35610852511192925,83473.8225411937,7.0
Mahasarakam,Yes,5.609216330785602,Graduate School,29.0,Suburban,Divorced,M,-0.07306754919246082,53888.832791087065,4.0
Khon Kaen,Yes,3.545518490541717,Graduate School,31.0,Suburban,Married,F,0.404061642699848,45827.340152717436,5.0
Mahasarakam,Yes,,Graduate School,38.0,Suburban,Single,F,-0.765576574420127,38898.866511343294,5.0
Udon,No,5.9343155396576375,Graduate School,23.0,Rural,Divorced,M,-0.032537670696505955,43238.72337325226,6.0
Udon,No,7.001201880020432,College,39.0,Rural,Divorced,M,0.15585222633548745,45613.51765373503,4.0
Mahasarakam,Yes,6.822293677135626,High School,35.0,Urban,Single,F,-0.35674187493229914,35418.55472569415,5.0
Khon Kaen,Yes,5.727743468852259,College,32.0,Rural,Divorced,M,-0.13390750470668797,41726.32963964883,5.0
Mahasarakam,No,4.293182114955164,Graduate School,26.0,Urban,Married,F,-0.043300535155333414,33197.9699370405,6.0
Mahasarakam,Yes,3.3488234060772943,High School,35.0,Suburban,Single,M,0.4906800063284782,49463.388860279054,4.0
Udon,No,6.364355246481598,Graduate School,26.0,Rural,Divorced,M,-0.44267297660729416,37585.84598881646,6.0
Mahasarakam,Yes,6.247260184062971,Graduate School,35.0,Rural,Single,M,-0.6126101962468289,52327.82198174421,7.0
Udon,No,3.547922534663077,Graduate School,18.0,Rural,Married,M,0.02884747748245356,71547.42660046462,5.0
Khon Kaen,No,3.501976721239034,Graduate School,13.0,Suburban,Married,M,-0.607240089690113,38843.07053095907,5.0
Udon,Yes,5.425053649051678,Graduate School,30.0,Urban,,M,0.42584476226788903,69624.68777012656,
Udon,Yes,5.835857072646846,High School,42.0,Rural,Single,M,0.2920644363624855,89130.06213471528,9.0
Udon,Yes,5.641728283118484,High School,42.0,Suburban,Single,M,-0.1799880110644772,54408.6091730655,4.0
Khon Kaen,Yes,4.105000071268436,College,38.0,Urban,Single,M,0.12650809804711055,70971.96050783443,4.0
Udon,Yes,6.366144532218039,College,39.0,Urban,Divorced,F,-0.24756439751061945,76435.38423653394,5.0
Khon Kaen,Yes,5.445740293721865,Graduate School,40.0,Suburban,Divorced,F,-0.12824951873431273,29047.151764135466,5.0
Mahasarakam,Yes,5.858811641467679,Graduate School,38.0,Urban,Single,F,-0.10935444767670076,51534.90893132413,3.0
Mahasarakam,Yes,6.754072104202384,Graduate School,33.0,Suburban,Married,M,-0.5433526540642131,,5.0
Khon Kaen,Yes,3.428585012701293,High School,28.0,Suburban,Single,F,0.7588549858831679,51856.95985313028,4.0
Khon Kaen,No,5.439438899135294,College,32.0,Urban,Married,F,-0.41673033464400855,37859.839815451036,5.0
Khon Kaen,Yes,3.505958403218333,Graduate School,38.0,Suburban,Divorced,M,1.0231906650343985,66820.42923257736,5.0
Udon,Yes,5.296498439766208,High School,34.0,Rural,Married,F,0.10647199325473411,68242.51523964734,5.0
Mahasarakam,No,3.5935470596079013,Graduate School,20.0,Urban,,F,-1.1123718082945593,42297.32679154769,4.0
Mahasarakam,No,3.575114001922982,Graduate School,22.0,Rural,Married,F,0.009486517631372399,56926.231746990474,6.0
Mahasarakam,No,6.599965045830965,College,35.0,Rural,Single,F,-0.3704276573002695,43883.27127210575,5.0
Khon Kaen,Yes,4.347198968904991,College,30.0,Urban,Married,M,0.1710081216644455,68452.0767762963,5.0
Khon Kaen,No,5.537366199122353,College,26.0,Rural,Married,,0.14040442027763134,42523.631581931826,6.0
Mahasarakam,No,5.879320714841223,College,27.0,Suburban,Married,F,0.4158501867334661,45798.89808993359,5.0
Udon,Yes,3.8937123727816982,High School,39.0,Urban,Divorced,F,,76419.6804232724,4.0
Udon,Yes,4.835561338660775,High School,35.0,Suburban,Single,M,-0.19880685760830824,52815.15271884907,6.0
Khon Kaen,,7.233539246723144,College,39.0,Suburban,Divorced,F,-0.038959092384914795,51670.59524335363,5.0
Udon,No,2.40863461645103,High School,10.0,Rural,Married,M,-0.1212772014607949,62723.97840224841,6.0
Khon Kaen,No,6.768196129705308,High School,27.0,Rural,Married,F,0.29043516754795806,56282.32829772449,3.0
Khon Kaen,Yes,4.2900917549209066,Graduate School,34.0,Urban,Divorced,M,0.3923824449776455,49042.3061080035,4.0
Khon Kaen,Yes,4.819728471224053,College,31.0,Urban,Divorced,F,-0.52861291383737,34536.23460315302,5.0
Udon,Yes,5.51597494211006,High School,36.0,Rural,Single,F,0.12274825144813989,45580.60767015085,5.0
Udon,Yes,5.554192867666299,Graduate School,39.0,Suburban,Divorced,M,0.06586942530643797,34843.931767882495,4.0
Udon,Yes,5.252418859195679,Graduate School,42.0,Urban,Divorced,M,-0.11057310032037082,42725.43072284547,5.0
Khon Kaen,,5.18908459265918,College,30.0,Urban,Married,M,-0.17978831574335416,53916.907148751554,4.0
Udon,Yes,5.271581566445779,High School,44.0,Urban,Divorced,M,0.1383756301899599,50481.87817450319,5.0
Udon,No,5.955859528611905,College,32.0,Suburban,Married,M,0.0778893308764157,57125.7844711404,5.0
Khon Kaen,No,4.969351058743671,Graduate School,26.0,Suburban,,M,,56606.23418002305,7.0
Mahasarakam,Yes,7.024516238131841,High School,33.0,Urban,Single,M,-0.46707216588489137,38591.69883181708,5.0
Udon,Yes,5.528791636044249,High School,39.0,Suburban,Married,F,-0.5867339210525809,54763.910825179635,4.0
Udon,No,6.498305003091918,High School,30.0,Urban,Married,F,0.09259156771069266,89510.10934837427,7.0
Khon Kaen,No,3.4430969962926854,Graduate School,16.0,Urban,Married,F,0.11261881536186086,53574.79744299223,5.0
Mahasarakam,No,4.32201565423701,College,30.0,Rural,Married,F,0.11616039469790168,43751.31921192303,2.0
Mahasarakam,No,6.436840543953542,College,20.0,Suburban,Single,M,-0.41931632410864084,49316.87414814715,4.0
Udon,Yes,6.264048079477498,College,44.0,Urban,Divorced,F,0.3271364740109547,,6.0
Udon,No,5.855527565367677,College,39.0,Rural,Married,F,0.6876181728321497,39991.91829512979,6.0
Udon,Yes,3.3347706092840292,High School,25.0,Urban,Divorced,M,0.6371694296507104,44048.8058532516,5.0
Khon Kaen,No,5.665913651657018,Graduate School,38.0,Suburban,Divorced,M,-0.5059198577615962,39981.740481412926,6.0
Khon Kaen,Yes,5.414977885244083,Graduate School,40.0,Urban,Single,F,0.3351764656477504,63988.892561237975,5.0
Udon,Yes,6.273067953029505,High School,42.0,Suburban,Married,F,0.37474351896808167,71318.53316047817,4.0
Udon,Yes,6.668486595706222,High School,37.0,Urban,Divorced,F,-0.30435090961683275,58907.95528234321,5.0
Mahasarakam,No,4.526155697811297,High School,34.0,Rural,Married,M,0.4602532549540007,56522.23716887604,2.0
Mahasarakam,No,3.879528983398594,Graduate School,22.0,Rural,Married,M,0.8375722790404001,48029.00623661292,6.0
Udon,Yes,5.495522616153431,High School,33.0,Urban,Single,M,0.17436961742890672,48384.855288149134,5.0
,Yes,3.9321450116107277,Graduate School,32.0,Suburban,Married,M,0.35539908140573806,62854.679053565305,4.0
Mahasarakam,No,4.865130699351204,Graduate School,32.0,Rural,Married,F,1.2311440258016608,48216.94394462797,
Udon,No,7.544065351811519,College,23.0,Rural,Married,F,-0.18683541545246987,30654.433107175137,6.0
Khon Kaen,Yes,5.04966675171721,High School,32.0,Rural,Single,M,0.16972060308091869,82237.19219886143,7.0
Mahasarakam,No,5.404610467920558,High School,27.0,Suburban,Married,M,-0.20482561676637212,61855.78443694258,5.0
Khon Kaen,Yes,6.934389347852654,College,35.0,Suburban,Divorced,M,-0.7444228571359425,66099.95200535057,4.0
Mahasarakam,Yes,3.495781634220079,Graduate School,29.0,Urban,Divorced,F,0.40168721421048514,59350.1898578221,7.0
Udon,Yes,6.90583573469638,Graduate School,35.0,Urban,Single,M,-0.8792525687826145,47546.921753456016,4.0
Khon Kaen,No,5.701777623308208,High School,34.0,Rural,Divorced,,-0.14207647103344143,76323.28703449066,5.0
Udon,Yes,7.313792113836009,College,36.0,Urban,Divorced,M,-0.25422743896934386,70615.60440822298,5.0
Udon,Yes,3.964724959104146,Graduate School,35.0,Urban,Divorced,F,0.22816762487332787,69947.88116393755,6.0
Mahasarakam,Yes,5.589203436160377,High School,40.0,Urban,Single,F,0.19201478094999563,55837.626580158896,5.0
Udon,Yes,3.6590592182533475,High School,40.0,Urban,Divorced,F,0.3425043153633872,49921.10467338578,3.0
Khon Kaen,Yes,3.4818620285808954,College,36.0,Urban,Divorced,F,0.6568650512269802,57091.14481785634,5.0
Khon Kaen,Yes,6.416172134856627,High School,42.0,Rural,Divorced,F,0.028324993273762533,61097.247121205815,5.0
Mahasarakam,Yes,5.62151581890606,Graduate School,42.0,Suburban,Married,M,0.26259760036890434,65319.066055324845,6.0
Khon Kaen,Yes,6.740725487954985,College,33.0,Urban,Divorced,F,-0.1703869428190812,52850.19374158278,5.0
Mahasarakam,Yes,5.51365516028165,High School,44.0,Urban,Divorced,M,0.20704311701718797,64585.77093687419,5.0
Udon,No,6.346325159033491,College,29.0,Rural,Married,M,-0.21387360367690475,35531.98848394231,5.0
Mahasarakam,No,5.703493529055339,Graduate School,23.0,Rural,Single,F,0.16054688965329555,37729.75179410138,5.0
Mahasarakam,No,4.5759409222870655,High School,28.0,Suburban,Divorced,F,-0.4506704378584003,61222.544381850435,5.0
Udon,No,5.462656389064867,High School,39.0,Rural,Divorced,F,0.2234020469622342,50831.90451775186,5.0
Udon,Yes,4.6997362155925995,High School,36.0,Urban,Divorced,M,0.09717715813112421,46840.92218969223,5.0
Udon,No,6.715311475897652,Graduate School,41.0,Suburban,,F,-0.28874065076013383,57666.33204844507,5.0
Khon Kaen,No,6.674919820904886,Graduate School,39.0,Rural,Married,F,-0.24563214447103898,55828.73038664703,5.0
Khon Kaen,No,5.296201096669175,High School,30.0,Rural,Married,M,-0.33130517819564853,62528.609060765324,7.0
Mahasarakam,Yes,4.917720034728885,High School,32.0,,Divorced,F,-0.013168710245780368,53354.799885430904,3.0
Mahasarakam,No,3.9257830677541867,College,32.0,Urban,Divorced,F,-0.2575464827663951,26724.10839846714,4.0
Mahasarakam,Yes,5.27093249774788,High School,39.0,Urban,Married,M,-0.18820916129903859,47006.784473148204,4.0
Udon,Yes,5.607584369286513,Graduate School,30.0,Urban,Divorced,F,0.08684177868551785,53325.49182470394,4.0
Khon Kaen,Yes,4.801281525063375,High School,35.0,Suburban,Single,F,0.21572661189174697,33654.870131460004,7.0
Mahasarakam,No,6.634309456853513,College,28.0,Suburban,Married,M,-0.019270011017576416,41696.16421651495,3.0
Khon Kaen,No,6.270501942936726,Graduate School,34.0,Rural,Married,M,-0.22946141341725912,25530.476070640383,5.0
Udon,Yes,7.0583200566514055,Graduate School,38.0,Suburban,Divorced,M,-0.46845965697362213,48068.432555432104,6.0
Udon,Yes,5.431115704103792,College,44.0,Urban,Single,F,0.12079608806989606,34428.66123143173,5.0
Udon,Yes,4.796891846720505,Graduate School,,Urban,Divorced,M,0.18737366855473853,56484.559733334274,6.0
Mahasarakam,No,4.528760968854898,High School,27.0,Urban,Married,F,0.5767200530906929,40932.18004972892,4.0
Mahasarakam,Yes,4.879766658017337,High School,30.0,Urban,Divorced,M,0.547860275713115,53533.33795505913,5.0
Mahasarakam,Yes,6.473516873542042,College,34.0,Urban,Divorced,M,-0.03812046391976845,46230.61553593311,8.0
Udon,No,4.119841378935335,High School,26.0,Rural,Married,M,-0.48475439052169605,48365.61409031061,5.0
Mahasarakam,Yes,3.8356846276271233,College,33.0,Urban,Single,M,0.3631976047983334,59640.80051963842,6.0
Khon Kaen,No,5.1590671373943895,Graduate School,37.0,Urban,Married,M,0.4423910750373201,59327.03202479765,6.0
Udon,No,4.771066121371004,Graduate School,29.0,Rural,Married,F,-0.0368928492769825,60835.869114403096,7.0
Udon,No,1.0,Graduate School,10.0,Suburban,Married,F,-0.5466459587586344,76358.38331948651,3.0
Khon Kaen,No,6.33785287286756,College,34.0,Suburban,Married,M,-0.16672333869931452,76410.14570809656,3.0
Udon,Yes,4.728109856115165,Graduate School,43.0,Urban,Divorced,M,0.05608695455372098,57332.76053399079,4.0
Udon,Yes,6.180304465675313,College,,Suburban,Divorced,M,-0.8337526051037262,50378.79959377887,5.0
Udon,No,3.0709542020180334,High School,19.0,Rural,Single,M,-1.055523848474818,57315.707631086545,4.0
Mahasarakam,Yes,6.958847552948431,High School,33.0,Urban,Single,M,-0.48874665767266784,53216.73713210726,5.0
Mahasarakam,No,5.5948722181756505,High School,,Suburban,Married,F,-0.3791813689180362,55823.09779865908,6.0
Mahasarakam,Yes,3.7116403921320655,College,36.0,Rural,Divorced,M,0.12911264553600327,55438.74199448456,4.0
Khon Kaen,No,7.045184513999684,,41.0,Rural,Married,F,0.3731872128740483,96744.2195605773,6.0
Mahasarakam,No,4.579229886322559,Graduate School,25.0,Rural,Married,M,0.24541820345767534,40784.33420541987,4.0
Mahasarakam,Yes,6.4883171675614735,College,26.0,Urban,Single,,-0.13553893504676756,72039.45045113323,4.0
,No,4.255803986518067,High School,27.0,Rural,Married,M,0.17875225561820463,49972.68276570104,5.0
Udon,No,3.54846284184028,College,25.0,Suburban,Divorced,F,0.21522203816023494,31032.211962873538,4.0
Mahasarakam,Yes,5.51010305332586,High School,36.0,Urban,Divorced,M,-0.3033344564372577,36030.26996851517,3.0
Udon,Yes,5.949237928332442,College,36.0,Urban,Divorced,F,0.10958231543057306,57955.86191960005,5.0
Mahasarakam,Yes,9.084734961398201,College,46.0,Suburban,Divorced,M,-1.1666086618426565,,4.0
Khon Kaen,Yes,4.9969679097149315,College,40.0,Urban,Married,F,0.20029623809270897,43747.463759022095,5.0
Mahasarakam,Yes,4.813109564027195,Graduate School,39.0,Rural,Single,F,0.5351646490985408,48826.10470083951,7.0
Mahasarakam,Yes,6.6161205499232345,Graduate School,37.0,Urban,Married,F,-0.5699095461737993,69468.70118547752,6.0
Udon,Yes,4.4669291059203795,High School,39.0,Urban,Divorced,M,0.11905371563607725,,5.0
Mahasarakam,Yes,6.294398519163721,High School,41.0,Urban,Divorced,M,0.11206826826989569,48731.32388967964,7.0
Udon,Yes,4.677152470487037,College,29.0,Rural,Single,F,0.3518855716358338,69399.11480191258,4.0
Khon Kaen,Yes,4.61489341435845,College,31.0,Suburban,Divorced,F,-0.009185717668462684,43566.19872287032,5.0
,Yes,7.3639331157115535,Graduate School,45.0,Suburban,Divorced,M,-0.8419767207745876,49641.60018395928,5.0
Khon Kaen,Yes,6.988770981034502,Graduate School,38.0,Urban,Divorced,M,-0.15193995147645267,65439.313226639395,6.0
Khon Kaen,No,4.623977241565804,College,26.0,Rural,Married,M,-0.13237423855830682,45775.31654331905,3.0
Udon,No,3.8610549294673424,High School,23.0,Rural,Married,M,0.23559995093052122,50133.99303915539,6.0
Udon,Yes,3.2502318792588483,High School,25.0,Suburban,Divorced,M,0.6472321545648004,47219.52572580863,6.0
Udon,Yes,,High School,37.0,Rural,Single,M,0.3031131807753007,52475.27687494231,5.0
Mahasarakam,Yes,5.749573788810883,College,30.0,Suburban,Married,F,-0.06172833270262704,65170.83621642263,7.0
Khon Kaen,Yes,4.712552909482906,Graduate School,26.0,Suburban,Divorced,F,0.38453089278863684,45168.24810431623,6.0
Khon Kaen,Yes,4.247029772433091,Graduate School,29.0,Urban,Divorced,M,0.15196840569686132,49684.63616337461,5.0
Udon,No,7.461745372544192,,38.0,Rural,Divorced,F,0.6398310152119255,66326.84399530935,5.0
Mahasarakam,No,3.805037028490035,High School,27.0,Suburban,Divorced,M,-0.2423074446796928,35330.45903329454,5.0
Mahasarakam,Yes,5.081845013029466,Graduate School,28.0,Urban,Single,F,-0.0738211490039077,50183.148581934,6.0
Udon,Yes,6.916581639363724,Graduate School,38.0,Rural,Single,F,-0.24504592537038142,50290.45631988131,3.0
Mahasarakam,Yes,7.100711640188019,Graduate School,37.0,Urban,Married,F,-0.6386229253025764,51924.70699948183,6.0
Mahasarakam,Yes,5.335932871289114,Graduate School,43.0,Urban,Divorced,F,0.2295116149086987,69206.6684453909,4.0
Khon Kaen,No,3.1160246086774097,College,28.0,Rural,Divorced,M,0.07159677202001347,56310.04906703742,5.0
Mahasarakam,No,2.605693427856113,High School,11.0,Suburban,Married,M,0.2962792153533381,36030.2801568586,5.0
Mahasarakam,Yes,4.607515644018321,Graduate School,40.0,Suburban,Single,F,0.39072100944056376,41739.49581236274,7.0
Mahasarakam,No,4.10828408565672,High School,36.0,,Divorced,M,-0.21398976060854594,37425.52834082837,8.0
Udon,No,4.401147187052395,College,20.0,Rural,Married,M,-0.9914367498753138,41883.71559585062,6.0
Udon,Yes,6.310618851146607,High School,31.0,Urban,Single,M,-0.4013987749277685,62840.94382416612,5.0
Udon,No,5.271111183112741,College,20.0,Rural,Divorced,F,-0.10472544254568715,67040.98738143154,8.0
Khon Kaen,Yes,5.874841197652788,Graduate School,39.0,Urban,Divorced,F,0.12120162469469531,61372.21469694603,6.0
Khon Kaen,Yes,8.804010628468607,Graduate School,39.0,Suburban,Single,F,-0.6832762916721761,62887.36432360037,4.0
Udon,Yes,4.018900657245133,College,38.0,Urban,Married,F,,42594.02128860656,5.0
Khon Kaen,Yes,4.1398898504417865,High School,34.0,Urban,Divorced,M,0.1947271654774011,48045.564836536054,6.0
Khon Kaen,Yes,2.9280174663858647,College,33.0,Suburban,Single,M,0.4663016400165111,73252.28751918569,4.0
Udon,Yes,2.8730584641353727,High School,31.0,Urban,Divorced,M,0.534465576948465,54560.17672369572,4.0
Mahasarakam,Yes,6.077727155075138,High School,35.0,Urban,Married,F,0.11297859180375963,54627.30184844058,4.0
Khon Kaen,Yes,5.22431193335275,Graduate School,34.0,Urban,Divorced,F,0.07525725654916743,46895.670731377744,7.0
Khon Kaen,Yes,5.969276089440895,High School,36.0,Rural,Married,M,-0.3083635048141269,43440.10052936412,4.0
Udon,No,6.200481484931311,Graduate School,28.0,Rural,Divorced,F,-0.059569258570779465,39588.75066281734,8.0
Mahasarakam,Yes,7.780485652859882,High School,44.0,Urban,Divorced,F,-0.3736157745278108,71482.82392798498,7.0
Udon,Yes,5.886799998387184,Graduate School,36.0,Urban,Divorced,M,0.15132884832231208,45969.659000659405,6.0
Khon Kaen,No,1.9877341208668198,High School,17.0,Rural,Married,F,-0.0037720839137476148,58666.30488229171,5.0
Udon,No,4.977941084899781,,29.0,Rural,Divorced,M,0.008765597769755579,31386.734815686195,6.0
Mahasarakam,Yes,4.0255398578756205,College,28.0,Urban,Single,F,0.11859937896177486,68631.08698800359,7.0
Khon Kaen,Yes,7.181037042853559,Graduate School,32.0,Urban,Married,F,-0.9361483863752295,57977.60681040464,6.0
Udon,No,4.54553964590158,High School,26.0,Suburban,Divorced,F,-0.11619001938512163,64572.93836999378,5.0
Udon,Yes,5.403242418214,Graduate School,38.0,Urban,Married,M,0.419559273873393,59947.74320404275,6.0
Mahasarakam,No,6.360930415652307,High School,45.0,Rural,Married,F,0.3851543461732153,74301.30360827294,7.0
Udon,Yes,6.433250781965192,High School,38.0,Urban,Married,F,0.06422747775723708,48324.9970557222,6.0
Mahasarakam,,5.588645859255955,High School,43.0,Urban,Divorced,F,0.30445461699119,35355.18539205012,5.0
Udon,Yes,2.332842731553598,Graduate School,32.0,Suburban,Divorced,M,0.9095888490028685,58322.941550126445,5.0
Khon Kaen,Yes,5.780716249532107,Graduate School,24.0,Suburban,Divorced,M,-0.44626737215695395,57020.31673542746,
Khon Kaen,Yes,5.411374897444531,High School,42.0,Urban,Divorced,M,-0.46017490546818984,78555.64376189513,5.0
Khon Kaen,Yes,6.651173038897343,High School,44.0,Urban,Divorced,F,,50801.84401246578,7.0
Udon,Yes,3.4244523796774655,High School,25.0,Urban,Divorced,M,0.6068414833942097,43581.61638623574,4.0
Udon,Yes,7.566140115851008,Graduate School,44.0,Rural,Single,F,-0.8356989774909651,61967.92588595994,5.0
Khon Kaen,No,5.447577293245581,High School,26.0,Rural,Married,F,0.3988420721984074,50354.96662840752,6.0
Khon Kaen,Yes,5.805844351013872,Graduate School,35.0,Urban,Single,F,-0.1211301806623264,35093.01405318179,4.0
Mahasarakam,Yes,2.455441465528765,College,32.0,Urban,Single,F,0.4846047997732901,52333.8285786029,5.0
Khon Kaen,Yes,5.360410529486989,Graduate School,37.0,Suburban,Single,F,0.2381501683051579,35704.50195413439,5.0
Udon,Yes,7.032985125106183,College,37.0,Suburban,Single,M,-0.8168134308030758,49379.036325870635,8.0
Khon Kaen,No,4.55179008506033,High School,33.0,Suburban,Married,M,0.3454743157566077,47846.09411796667,6.0
Mahasarakam,Yes,3.483026961291646,College,38.0,Suburban,Divorced,M,0.6096637251055492,41359.4009979725,4.0
Udon,Yes,5.7384588667597844,College,34.0,Suburban,Divorced,F,-0.6209766188004539,67252.12449888533,6.0
