City,Online Activity,Years after high school graduation,Education Level,Brand Loyalty,Annual Income,Location Code,Gender,Years subscribed,Marital Status,Renew
Mahasarakam,6.502922456823461,29.0,Graduate School,0.36595170538652544,47935.61475131574,Rural,M,7.0,Single,No
Mahasarakam,5.233918476573356,17.0,High School,0.292192246771038,48182.76840132343,Suburban,F,5.0,Divorced,Yes
Udon,6.070946586106513,28.0,,0.26895807510562664,58550.417290396574,Urban,M,3.0,Divorced,Yes
Khon Kaen,6.242738841675088,46.0,High School,0.7098576071155973,56819.06692798142,Urban,M,2.0,Divorced,Yes
,5.756977354321225,56.0,College,,55341.70635448744,Rural,M,5.0,Married,No
Udon,4.832392486148219,,High School,0.43865159672586707,55265.9956432594,Suburban,M,6.0,,No
Mahasarakam,4.5485714931011625,44.0,High School,-1.0686247338882837,65329.35965435036,Rural,M,4.0,Single,No
Mahasarakam,5.224384508716886,34.0,Graduate School,-0.011585531507415536,58544.74024221022,Suburban,F,5.0,Married,No
Khon Kaen,6.288472634008645,32.0,Graduate School,0.2579856875252662,53904.21614658265,Suburban,M,5.0,Divorced,Yes
Mahasarakam,7.079877549053192,39.0,Graduate School,-0.20716456508595382,67461.86455599254,Suburban,,4.0,Married,No
Khon Kaen,4.639283354925761,33.0,College,-0.40714951436290414,50949.380899841315,Suburban,M,5.0,Married,No
Udon,1.9026924897181985,37.0,High School,0.35745278463139923,76885.38610946256,Urban,M,4.0,Single,Yes
Khon Kaen,2.7176442338985076,15.0,High School,0.22428148139125145,57958.963454355864,Suburban,M,6.0,Single,Yes
Mahasarakam,2.8569515893042636,40.0,Graduate School,0.14074203606942362,54634.37853115046,Rural,M,6.0,Divorced,Yes
Udon,3.953768558406109,30.0,College,0.7445266768219634,68359.5209564714,Urban,F,2.0,Single,Yes
Mahasarakam,5.149850521213292,38.0,College,0.8181651059836984,52997.30789453679,Urban,M,3.0,Single,Yes
Udon,7.511069586215497,24.0,High School,1.0350458167371754,56797.02103791885,Suburban,F,2.0,Divorced,Yes
Mahasarakam,4.074393216961349,16.0,High School,0.2465738162024633,39125.51136386092,Rural,M,6.0,Single,No
Udon,4.094719459314795,34.0,High School,-0.20515618841816313,38751.86876907885,Suburban,M,7.0,Divorced,Yes
Khon Kaen,4.164588088445528,38.0,Graduate School,0.16180800051942965,50613.841975797615,Urban,F,4.0,Single,Yes
Mahasarakam,6.24091359695862,37.0,High School,0.47601001408675,,Suburban,F,6.0,Married,No
Mahasarakam,4.752220010467592,48.0,College,-0.1746697473771468,59513.59066461581,Rural,M,5.0,Married,No
Khon Kaen,4.8214441144705935,21.0,Graduate School,0.27112540246627603,58966.69029037939,Urban,F,3.0,Divorced,Yes
Khon Kaen,6.536813214249589,33.0,College,0.09851905567075672,49587.68901928618,Suburban,M,4.0,Divorced,Yes
Khon Kaen,4.734105289142196,10.0,College,0.3308422235879932,58942.036409346154,Suburban,M,4.0,Single,Yes
Khon Kaen,6.271701493900857,17.0,Graduate School,,61572.62040093258,Urban,M,1.0,Divorced,Yes
Udon,5.5800077304575755,29.0,High School,0.5040609676319731,59966.75728559043,Suburban,F,4.0,Married,Yes
Khon Kaen,2.353731069812204,32.0,Graduate School,0.5093938576809831,63218.49929232694,Suburban,F,3.0,Single,Yes
Khon Kaen,5.862655653489407,37.0,College,-1.5,81196.02657741681,Rural,F,2.0,Divorced,No
Mahasarakam,4.401544107250071,29.0,High School,0.5121543760283959,52799.258697264406,Suburban,M,4.0,Single,Yes
Udon,7.135635371352778,30.0,,0.5104016143618471,42307.76160282799,,M,4.0,Divorced,Yes
Khon Kaen,2.7729661088737876,24.0,High School,,29296.80731157861,Suburban,M,8.0,Married,No
Mahasarakam,5.513166000692328,29.0,Graduate School,0.004071380245858125,60564.7372886984,Urban,F,4.0,Divorced,No
Khon Kaen,4.093617643709627,43.0,High School,0.5648905739334651,60224.02155263969,Suburban,F,3.0,Divorced,Yes
Mahasarakam,5.668789192766786,25.0,College,0.41006884285831646,33207.8348456876,Suburban,M,8.0,Married,No
,5.218504590428073,32.0,Graduate School,0.521304511445029,56058.8711130112,Rural,M,3.0,Single,Yes
Khon Kaen,3.545062783643362,26.0,High School,-0.3126521911207558,42380.30534440586,Urban,F,8.0,Single,Yes
Udon,5.176987297865369,42.0,College,0.27890032457137787,58209.06574148055,Urban,F,,Divorced,Yes
Mahasarakam,4.446923233311446,39.0,High School,0.37610862533575673,58039.093647784146,Urban,F,4.0,Divorced,Yes
Khon Kaen,5.022342917139834,40.0,Graduate School,0.09589647317223154,66725.49982511862,Suburban,F,6.0,Married,No
Mahasarakam,5.198442568148746,,High School,-0.22129986885254482,54534.95411661436,Rural,M,6.0,Married,No
Khon Kaen,3.2641036878220637,30.0,Graduate School,0.14515473418878871,49161.33464458677,Suburban,F,6.0,Married,No
Khon Kaen,5.142505903606983,37.0,College,-0.036060430893008144,57537.93704505139,Rural,F,5.0,Single,No
Mahasarakam,6.274848341641017,39.0,,0.2635059180185015,59127.39929988379,Rural,M,4.0,Divorced,No
Udon,6.751824814680865,44.0,College,0.4162204415076225,56887.72047344153,Urban,M,3.0,Married,Yes
Mahasarakam,6.779269744602007,33.0,College,-0.6077581292477282,68836.31756039741,Suburban,F,4.0,Married,No
,5.55232053608427,36.0,High School,0.03679143236195073,65011.37678202419,Suburban,F,5.0,Married,No
Mahasarakam,5.077347139178857,41.0,Graduate School,0.07392472573218184,58264.38368499017,Urban,F,5.0,,Yes
Mahasarakam,3.9078539198610933,45.0,Graduate School,0.4185766262259474,51411.11558249568,Suburban,M,6.0,,Yes
Udon,5.972208244092658,30.0,Graduate School,0.29358995724215203,51372.13648509681,Suburban,F,5.0,Married,Yes
Mahasarakam,2.756350637096328,24.0,College,-0.005818149727785771,78263.09878149406,Rural,M,4.0,Single,Yes
Udon,5.317201992313832,35.0,High School,0.8975772936023768,46100.75832272491,Rural,M,6.0,Divorced,No
Udon,2.7023730652379125,39.0,Graduate School,-0.3774453960678208,56505.72532502647,Suburban,F,4.0,Divorced,No
Khon Kaen,6.2667155584054814,28.0,Graduate School,1.0086171883693869,63327.83339117681,Urban,F,1.0,Married,Yes
Khon Kaen,3.199008157207629,35.0,High School,-0.02548551060478338,61659.48468894175,Suburban,F,7.0,Divorced,Yes
Udon,5.135518267941876,11.0,High School,-0.10302812977618098,,Rural,M,7.0,Married,No
Mahasarakam,3.916931271445263,34.0,High School,0.4839869876781936,57971.960956120965,Suburban,F,4.0,Single,Yes
Mahasarakam,4.973440008397375,28.0,Graduate School,0.9062771594359602,37672.85569617636,Suburban,F,8.0,Married,No
Udon,4.793991011466822,25.0,College,0.16519485558948724,,Suburban,F,4.0,Single,Yes
Udon,5.751591806039071,42.0,Graduate School,0.798411205421566,52201.54323179614,Urban,M,3.0,Single,Yes
Udon,4.113244342466874,40.0,Graduate School,0.4262382849633692,51952.34759890366,Suburban,M,5.0,Married,Yes
Udon,5.938408688480463,16.0,College,0.8081158597434681,60164.35531448874,Suburban,M,2.0,Divorced,Yes
Udon,4.88560921558776,36.0,Graduate School,0.6142915474061678,58623.41956906686,Rural,,6.0,Married,No
Khon Kaen,7.606046648225883,31.0,Graduate School,0.6554353845567864,46283.81783133483,Rural,F,2.0,Divorced,Yes
Khon Kaen,3.8096641459874325,39.0,High School,,61155.380158251995,Rural,M,4.0,Single,Yes
Udon,4.316583080623257,41.0,High School,-0.6338663792522768,53457.03971252248,Urban,F,6.0,Married,No
Mahasarakam,5.712937906316171,33.0,Graduate School,0.049825870855408044,51321.785142094646,Rural,F,6.0,Married,No
Khon Kaen,3.9447883024673023,40.0,Graduate School,-0.10482558740778658,53052.34797558224,Suburban,M,5.0,Single,No
Khon Kaen,6.313609961003225,46.0,High School,0.749049288009968,60781.440126542904,Suburban,F,4.0,Single,Yes
Mahasarakam,4.16215463953575,18.0,College,1.072041349748725,50293.06585683857,Rural,F,7.0,Married,No
Khon Kaen,5.689873469137175,,Graduate School,0.17469631940512428,79192.55122789385,Rural,M,4.0,Married,No
Udon,4.157828111118008,34.0,High School,0.7614136457307705,54298.88076876312,Suburban,F,4.0,Single,Yes
Khon Kaen,5.8634607000749766,38.0,High School,0.2638610225152882,55334.758059139975,Urban,M,4.0,Single,Yes
Mahasarakam,3.5350243808895208,23.0,Graduate School,-0.1323090668470776,70365.59860632854,Urban,F,4.0,Divorced,Yes
Mahasarakam,8.025761874539908,30.0,College,0.34645902880488344,58800.014281478674,Rural,M,4.0,Married,Yes
,3.1806040265372166,40.0,Graduate School,0.2717092192681514,35747.30342869053,Rural,M,7.0,Married,No
Khon Kaen,3.5018320760150035,24.0,High School,0.3275456923174639,58774.560267246416,Rural,M,5.0,Single,No
Mahasarakam,5.829479025508734,16.0,College,0.5010116391945977,47762.493086673654,Urban,M,4.0,Single,Yes
Mahasarakam,6.250969893792209,36.0,Graduate School,0.4242687651446795,45699.67853332166,Suburban,M,5.0,Single,Yes
Khon Kaen,5.210039968286324,40.0,Graduate School,0.8220429993695829,57539.537667257144,Suburban,F,2.0,Married,Yes
Khon Kaen,5.9205955846325695,6.0,,0.12349042110054638,60175.553355652075,Rural,M,5.0,Single,No
Udon,3.900445351884051,33.0,High School,0.21882968934943672,55550.100673883455,Urban,F,4.0,Married,Yes
Mahasarakam,4.622918699913395,37.0,Graduate School,0.7614059237197367,61298.62328665853,Urban,M,3.0,Divorced,Yes
Khon Kaen,5.04444831021749,45.0,Graduate School,0.7693280828710453,48020.816551314376,Urban,M,3.0,Divorced,Yes
Udon,6.688638281569633,34.0,High School,0.17975340113105356,63095.72730557061,Suburban,F,4.0,Married,Yes
Udon,5.74334261266994,43.0,Graduate School,0.8687556665228198,66355.12098903801,Urban,M,3.0,Divorced,Yes
Udon,4.859402376640429,34.0,High School,0.567383373595044,69508.26640947236,Urban,M,2.0,Divorced,Yes
Mahasarakam,5.8417134104378245,21.0,Graduate School,0.2809427019519301,61921.38913830441,Rural,M,3.0,Divorced,Yes
Udon,4.242696278699034,50.0,High School,0.17406228329333712,40461.75800831348,Urban,F,,Single,Yes
Mahasarakam,6.980858073098544,24.0,College,0.8607305041799503,63775.70825026443,Urban,F,2.0,Divorced,Yes
Khon Kaen,6.163051579664613,19.0,College,0.5111705300427638,69397.7541678993,Suburban,F,5.0,,No
Khon Kaen,4.5717273068153315,41.0,Graduate School,0.667579064201057,51425.81843803446,Urban,F,4.0,Single,Yes
Khon Kaen,6.344577606738923,33.0,Graduate School,0.16217343590768274,58724.26755662788,Suburban,M,5.0,Married,No
Udon,5.2475722644488325,16.0,College,0.27745645033091926,52155.475450640835,Urban,M,3.0,Single,Yes
Udon,5.355123773815092,39.0,College,0.3104841171710853,50177.60314545774,Suburban,M,5.0,Divorced,Yes
Khon Kaen,5.694648699537936,39.0,College,0.6860813000829835,47441.801520627225,Urban,M,3.0,Single,Yes
Khon Kaen,5.049743034919619,34.0,College,0.5550877431510344,62551.12400722161,Urban,F,3.0,Divorced,Yes
Mahasarakam,4.04362348631462,32.0,High School,0.17888058267731832,60788.83338600637,Rural,F,3.0,Single,Yes
Khon Kaen,4.479450755952897,20.0,High School,-0.2017118449275092,67733.51697676007,Suburban,M,4.0,Single,No
Udon,4.532791686012847,28.0,Graduate School,0.02164613295026946,48012.10897061052,Rural,M,7.0,Divorced,No
Khon Kaen,5.088064042025294,17.0,,-0.5434994148310696,74430.0293671946,Rural,M,4.0,Divorced,No
Udon,7.495259455315017,39.0,College,0.11714918282018177,58973.13742332692,Rural,F,6.0,Married,No
Udon,5.527822920316061,26.0,High School,0.5328818051610091,47866.992943472906,Urban,M,3.0,Divorced,Yes
,3.845331512777628,28.0,High School,0.9799022115269864,77692.0021719304,Suburban,M,0.0,Divorced,Yes
Mahasarakam,6.825901338409688,52.0,Graduate School,-0.3596855549827115,66321.7113660841,Rural,F,5.0,Married,No
Mahasarakam,,32.0,College,-0.21063740053546748,46855.30797972111,Urban,M,7.0,Married,Yes
Khon Kaen,5.071837519647234,23.0,College,-0.09271677163000241,63605.016468454756,,M,5.0,Married,No
Mahasarakam,6.7716796276941595,47.0,College,0.15057788948988693,66426.2444551455,Rural,M,6.0,Divorced,No
Mahasarakam,5.076608424178232,25.0,High School,0.009445582197763036,47028.43786827454,Urban,M,6.0,Single,Yes
Mahasarakam,7.925529295934923,35.0,Graduate School,0.38593953292511374,53371.046910848774,Urban,M,3.0,Single,Yes
Khon Kaen,4.76575519070313,23.0,Graduate School,0.722249244524447,45170.972530663596,Urban,F,,Single,Yes
Khon Kaen,7.600746166796507,43.0,College,0.58844538191772,62684.68454803275,Urban,M,1.0,,Yes
Mahasarakam,2.8974188811242447,26.0,High School,-0.06953996781777605,65851.04495848152,Suburban,M,5.0,Married,No
Udon,6.38799444222322,42.0,High School,-0.9752100890346016,65354.73868413629,Rural,M,4.0,Divorced,No
Mahasarakam,6.472365655771526,27.0,Graduate School,0.7706893981503616,57509.737452076544,Urban,M,3.0,Divorced,Yes
Khon Kaen,5.447041686161635,41.0,College,0.42795234187978826,40053.45870065231,Suburban,M,6.0,Married,No
Udon,4.6473735156785985,33.0,High School,0.1484912916075078,59319.08422554884,Urban,M,6.0,Married,No
Udon,4.038782329894728,40.0,Graduate School,-0.10878769601206234,51302.88594799028,Rural,M,6.0,Divorced,No
Khon Kaen,3.5021798252930134,32.0,College,0.11232100522565,61855.87498158709,Urban,M,7.0,Divorced,Yes
Mahasarakam,4.535166741135604,26.0,College,0.6310443896299452,53091.89700441737,,M,6.0,Married,No
Khon Kaen,5.228771696426426,26.0,College,-0.1678783522225914,75521.89597037194,Suburban,M,3.0,Single,No
Khon Kaen,3.17020402671508,33.0,Graduate School,0.9544192411942186,71731.01381612473,Urban,F,2.0,Divorced,Yes
Mahasarakam,5.559482943628261,33.0,College,0.09813881606415711,55588.61510821048,Rural,F,5.0,Married,No
Udon,4.625984080112332,41.0,Graduate School,0.4643952722200364,51000.00057612477,Urban,F,4.0,Single,Yes
Udon,5.693930513436349,40.0,High School,0.1944933474356147,57405.26558014784,Rural,F,6.0,Married,No
Udon,5.378100306793479,37.0,High School,0.7830630189843314,49928.578975104065,Suburban,M,3.0,Single,Yes
Mahasarakam,7.284550921302252,35.0,Graduate School,0.12099919917899656,57292.07657107148,Suburban,M,4.0,Married,No
Udon,4.94416776205577,37.0,College,0.023774990064169693,58744.74853899975,Suburban,F,3.0,Single,Yes
Mahasarakam,7.794749434673509,41.0,College,0.7408326715557042,47002.98545075141,Suburban,M,2.0,Single,Yes
Khon Kaen,5.713019360020583,20.0,High School,0.18614913163551222,50951.59822608164,Urban,F,5.0,Divorced,Yes
Udon,7.1727978865415825,39.0,,0.49118864863237843,53245.78550387913,Rural,M,4.0,Divorced,Yes
Mahasarakam,4.214629226706146,32.0,Graduate School,0.7226790087905828,71394.59422203398,Rural,F,2.0,Single,Yes
,5.123401779174338,34.0,College,-0.5244524178778219,44003.17755148618,Urban,M,5.0,Single,No
Khon Kaen,5.288689632558026,25.0,High School,0.44351175232963824,47344.36991899576,Urban,M,4.0,Married,Yes
,5.4098842821290845,30.0,Graduate School,0.047339806410700486,58113.159564712485,Urban,M,5.0,Divorced,Yes
Mahasarakam,3.3365162760471843,26.0,College,0.31142524092301843,63671.87743239512,Urban,M,3.0,Divorced,Yes
Udon,5.538137343002442,14.0,Graduate School,0.5548235690051674,31311.78412043311,Suburban,M,8.0,Married,No
Udon,6.901476125534007,31.0,Graduate School,-0.30535131563914697,89890.55049292766,Rural,F,2.0,Married,No
Mahasarakam,4.345439496398191,41.0,Graduate School,-0.13242259069578172,68315.67631955301,Suburban,F,5.0,Single,No
Udon,4.295493207372617,33.0,High School,0.016082201446979888,45151.63638955279,Urban,M,6.0,Single,Yes
Mahasarakam,3.1536713218769235,36.0,High School,0.4214943930620762,28119.35109701233,Suburban,M,8.0,Divorced,No
Udon,4.594322983155298,34.0,College,0.06685925088937372,58380.53336215097,Urban,F,6.0,Single,Yes
Khon Kaen,,20.0,High School,0.606935102231599,74688.52985556844,Urban,M,3.0,Divorced,Yes
Udon,5.113669101343234,35.0,College,0.6903771463460002,57893.84612223362,Urban,M,3.0,Single,Yes
,5.812035131883959,46.0,High School,0.08256505615114276,73632.224289152,Urban,F,4.0,Divorced,Yes
Khon Kaen,6.734778959286555,,Graduate School,-0.6680195886590928,74285.76253321464,Urban,F,3.0,Single,No
Khon Kaen,7.504884407885015,28.0,Graduate School,0.3231494857244005,43558.03841032687,Urban,M,4.0,Divorced,Yes
Khon Kaen,5.823942527159557,29.0,College,0.20855852601957012,55466.22278464818,Suburban,F,6.0,Married,No
Udon,5.607437799989847,36.0,College,0.17965484793206532,50991.29465016551,Urban,M,4.0,Married,Yes
Mahasarakam,5.440538382423946,24.0,College,0.4567784576353728,73899.91608685831,Rural,M,6.0,Married,No
Khon Kaen,7.362615659549668,39.0,High School,0.4183208491782252,45849.93557967207,Rural,F,4.0,Single,Yes
Khon Kaen,3.8079165974620075,43.0,Graduate School,0.1010457857467165,50040.361589135115,Urban,F,5.0,Single,Yes
Khon Kaen,2.744316561345019,22.0,College,0.45247078662617335,53773.62808868757,Suburban,F,4.0,Married,Yes
Mahasarakam,7.009532586466198,11.0,Graduate School,1.0777403574077118,51402.978927692195,Rural,M,6.0,Married,No
Khon Kaen,,24.0,Graduate School,0.20949727639460203,64960.58456432698,Urban,M,2.0,Single,Yes
Khon Kaen,4.1249063694906365,40.0,Graduate School,0.5589522809469294,64179.436129982954,Suburban,F,4.0,Divorced,Yes
Udon,5.031351762590237,31.0,Graduate School,0.534806659392036,62873.39357396807,Suburban,M,2.0,Divorced,Yes
Mahasarakam,6.815477815650162,29.0,High School,0.6192764811545639,50022.70664324876,Urban,F,3.0,Divorced,Yes
Khon Kaen,5.067776491498018,39.0,High School,0.32849236853858055,43758.73859336876,Urban,M,4.0,Single,Yes
Mahasarakam,3.869963375452362,36.0,High School,0.29866208801003463,49810.84180126165,Rural,,6.0,Divorced,No
Udon,3.8352262079556128,40.0,High School,0.13906888693266556,59400.66340052427,Urban,F,6.0,Divorced,Yes
Mahasarakam,5.795966957549038,25.0,High School,0.6856449309106515,61193.590414114464,Urban,F,3.0,Single,Yes
Udon,4.066478913771894,29.0,Graduate School,0.028597411745959644,66978.28896884878,Suburban,,6.0,Married,No
Mahasarakam,5.52113995346485,30.0,High School,-0.059409322519082486,67677.84764637472,Rural,M,6.0,Single,No
,7.326997473829295,32.0,Graduate School,0.7745777248136936,58298.97154992426,Urban,M,3.0,Married,Yes
Khon Kaen,5.571021046125836,14.0,High School,0.21297014639431766,51288.531409132134,Urban,F,4.0,Single,Yes
Khon Kaen,5.992788920522493,34.0,Graduate School,0.8005088792331155,49570.17368714151,Urban,M,3.0,Divorced,Yes
Khon Kaen,3.5238924501386335,21.0,College,-0.23253149961297886,69469.2031204061,Suburban,F,4.0,Single,Yes
Khon Kaen,5.065412725815335,39.0,College,0.2632900194279339,57037.35715942273,Rural,F,5.0,Married,No
Udon,5.245782626508342,16.0,High School,0.1182454974068864,86521.89841895949,Rural,F,4.0,Married,No
Khon Kaen,5.533813913436269,30.0,Graduate School,0.3533031156865033,50660.353717178645,Urban,,5.0,Single,Yes
Khon Kaen,4.697865629987065,28.0,High School,-0.05491461734222236,73101.78429321236,Urban,F,5.0,Married,No
Mahasarakam,3.4124362772993235,41.0,Graduate School,0.24676792067974976,71402.39863560496,Suburban,,3.0,Married,Yes
Udon,2.5838532571535415,37.0,High School,0.64922756865695,45482.67209491259,Rural,F,8.0,Single,No
Udon,4.775893670849192,23.0,College,0.44014717308415596,77805.52826789118,Rural,F,2.0,Divorced,Yes
Mahasarakam,3.3906751895765304,48.0,High School,-0.3355321443168753,60412.895095101514,Suburban,F,5.0,,No
Mahasarakam,4.244002956431647,34.0,High School,0.004576692013195605,48054.385987003254,Suburban,M,6.0,Single,Yes
Udon,6.140383049148711,25.0,Graduate School,0.28974417510426737,53791.089848910735,Urban,M,4.0,Divorced,Yes
Udon,3.6958101188929557,25.0,High School,0.3589496371270213,61090.66779739694,Suburban,M,4.0,Divorced,Yes
Khon Kaen,4.9208846681525085,34.0,High School,0.09905622937024103,56399.0862021894,Rural,F,5.0,Married,No
Khon Kaen,6.380908362549581,34.0,,0.5855180029161274,60525.82888353326,Suburban,F,3.0,Single,Yes
Mahasarakam,4.448197375706976,39.0,College,0.08630523875938725,54891.90289042166,Rural,F,6.0,Single,No
Udon,4.921844462562803,31.0,Graduate School,0.5204465849554769,41220.38984038281,Rural,M,7.0,Single,No
Mahasarakam,6.060228541792406,21.0,High School,0.6601343270172986,45491.81123603014,Rural,M,7.0,Married,No
Udon,3.6083102421370907,38.0,High School,0.8606208108293579,37826.76719839427,Suburban,F,7.0,Single,No
Mahasarakam,4.324211297374878,34.0,College,0.25734691997289255,53007.6169407455,Urban,M,5.0,Single,Yes
Mahasarakam,,26.0,College,-0.5562180679810667,81007.08867608017,Urban,M,2.0,Married,No
Udon,4.538394421639916,31.0,High School,-0.11641960914784572,39726.3857116447,Urban,M,6.0,Divorced,Yes
Khon Kaen,2.041149621182893,25.0,College,0.24469872756522243,39819.0580159558,Rural,M,7.0,Married,No
Udon,5.9050374211774415,39.0,College,0.5517786604862476,48702.9598963382,Suburban,F,4.0,Married,Yes
Udon,5.3549996186187805,16.0,High School,0.287783340278958,59355.06185007732,Rural,M,5.0,Married,No
Mahasarakam,5.926960650176858,29.0,Graduate School,0.40527897921766776,54117.914823774736,Rural,F,5.0,Married,No
Udon,,39.0,College,0.022877134220782913,56608.09975850341,Suburban,F,5.0,Married,No
Udon,5.685255057725489,31.0,Graduate School,0.9477040957828289,50432.2028331301,Urban,M,3.0,Single,Yes
Udon,3.9017835767101263,27.0,High School,0.35265155251372027,71540.40625887323,Urban,,4.0,Married,Yes
Udon,5.142089152281595,52.0,Graduate School,0.14928420539852028,54570.056429224336,Urban,F,,Married,No
Udon,4.727415164978828,44.0,High School,-0.06797319186991824,37072.76645377181,Rural,F,7.0,Married,No
Udon,5.130814372094281,27.0,High School,0.023586087862450617,50699.37120055447,Urban,M,5.0,Divorced,Yes
,5.088925143811253,17.0,Graduate School,0.627154388746224,62569.28326470875,Urban,M,2.0,Single,Yes
Mahasarakam,4.567259365851737,46.0,Graduate School,-0.535387675068246,69868.60501454715,Rural,M,4.0,Single,No
Udon,5.2345240290713555,40.0,College,0.3269409633379894,50631.01187355996,Suburban,M,5.0,Single,Yes
Khon Kaen,2.870080313526807,32.0,Graduate School,0.17276266783742655,60369.28849349282,Urban,M,6.0,Single,Yes
Mahasarakam,5.805142100817032,44.0,High School,-0.25113681714000446,68797.65763818161,Rural,M,4.0,Single,No
Khon Kaen,6.537239834192089,38.0,Graduate School,0.1527850733489034,54128.46904342613,Suburban,M,6.0,Divorced,Yes
Udon,4.677205475646615,44.0,College,-0.6338455149715672,82521.62091462994,Rural,F,4.0,Single,No
Mahasarakam,6.821596212378396,28.0,Graduate School,0.0541157001740879,67291.87952491613,Suburban,F,,Divorced,
Khon Kaen,1.956350029099791,33.0,Graduate School,0.22941191843202832,78429.79937580202,Urban,F,5.0,Divorced,Yes
Udon,8.195321160620646,44.0,High School,0.35649761437251853,29282.942540994944,Suburban,M,6.0,Married,Yes
Mahasarakam,4.750586437193474,43.0,Graduate School,0.4553265730486038,64747.432171480934,Urban,F,2.0,Divorced,Yes
Udon,5.777471637005993,24.0,College,0.7299359207754439,37808.61494971077,Suburban,F,8.0,Married,No
Mahasarakam,3.1546806714107802,34.0,Graduate School,0.38686011253356134,51677.83277393412,Suburban,F,7.0,Married,No
Mahasarakam,3.6101020309513294,18.0,High School,0.1300699429122974,58565.09296850219,Urban,F,6.0,Single,Yes
Khon Kaen,5.576949186982731,44.0,Graduate School,-0.7620298812075468,78203.55464589666,Rural,F,3.0,Single,No
Khon Kaen,3.8158315599437875,41.0,Graduate School,-0.07175016743032847,71915.33303214054,Rural,M,5.0,Single,No
Mahasarakam,3.1606356389191443,31.0,Graduate School,0.2839499241369351,61431.764104700545,Urban,F,6.0,Divorced,Yes
Udon,4.446193923268253,22.0,High School,,65811.7259861787,Suburban,M,5.0,Married,No
Udon,2.76527624791587,45.0,High School,0.19993329951971422,59430.11781328845,Urban,F,6.0,Divorced,Yes
Mahasarakam,5.391353017564727,6.0,College,0.5442431220673338,70123.17868417034,Urban,M,3.0,Divorced,Yes
Khon Kaen,4.303933375726253,22.0,High School,0.6210256941286071,62968.616045338145,Urban,F,4.0,Single,Yes
Khon Kaen,4.457573424524077,38.0,Graduate School,0.5157798285406157,39693.70242003683,Urban,F,4.0,Married,Yes
Udon,6.022839931359748,16.0,,1.121931109051806,61578.19038508825,Urban,M,1.0,Married,Yes
Udon,6.976730801401755,22.0,Graduate School,1.5000000000000002,52261.154327454744,Rural,F,2.0,Divorced,Yes
Khon Kaen,5.987616926581796,21.0,High School,0.5442929195968349,69947.61037609538,Urban,F,1.0,Divorced,Yes
Udon,4.677219995466634,23.0,Graduate School,-0.11230716406553398,33299.072438105024,Rural,M,7.0,Married,No
Udon,4.400997157044527,19.0,College,0.14801782949262926,52180.85740503388,Rural,M,4.0,Married,No
Mahasarakam,5.552718297107858,34.0,High School,,37202.642631027964,Urban,F,6.0,Divorced,Yes
Mahasarakam,5.099502380456687,36.0,College,-0.9676520330390523,76748.92954985853,Rural,M,3.0,Married,No
Mahasarakam,4.169380625130494,52.0,Graduate School,0.14205378897440826,62100.79787101052,Rural,F,5.0,Married,No
Mahasarakam,3.7864929216745313,40.0,College,-0.1829702380958298,61694.7176720774,Rural,F,5.0,Single,No
Khon Kaen,5.2181209398378146,21.0,High School,0.9226206426435394,77062.66324828839,Urban,F,2.0,Single,Yes
Mahasarakam,6.15601571080904,28.0,High School,0.4643319911150976,53455.77680791723,Urban,M,3.0,Single,Yes
Mahasarakam,4.493135557565296,17.0,Graduate School,0.40309166252150735,76868.48688743098,,F,2.0,Divorced,Yes
Mahasarakam,6.893339954464357,33.0,College,0.12473447046296157,41517.30292462407,Urban,F,6.0,Divorced,Yes
Khon Kaen,4.204703942735408,61.0,High School,0.31917163274131793,65757.99976082782,Rural,M,6.0,Single,
Udon,6.532437614814212,49.0,College,0.4305709775095692,52142.00511285316,,M,5.0,Married,No
Khon Kaen,5.214748794463553,24.0,High School,-0.07866582704783176,48326.13353944195,Suburban,M,6.0,Married,No
Udon,5.20808264541016,20.0,College,0.6690653370577824,,Suburban,F,4.0,Divorced,Yes
,4.08634128427425,15.0,High School,0.5371759074838791,71372.88059247787,Urban,M,3.0,Divorced,Yes
Khon Kaen,5.011091233337595,28.0,College,0.8656318603374438,63161.90816869922,Urban,M,2.0,Single,Yes
Khon Kaen,1.0710483639234303,39.0,Graduate School,0.5756437753538677,47564.74457159343,Suburban,F,6.0,,No
Khon Kaen,6.142873755566562,22.0,Graduate School,-0.6732056119267261,68116.04690567874,Suburban,F,3.0,Married,No
Mahasarakam,6.9954073715971,27.0,Graduate School,0.8004729813309394,53810.58437494905,Suburban,M,2.0,Single,Yes
Udon,6.096524473215026,25.0,High School,0.3389048153627568,45516.03270869866,Suburban,F,4.0,Divorced,Yes
Mahasarakam,5.461136170322071,22.0,College,0.049356401815497164,62091.39190235016,Rural,M,5.0,Divorced,Yes
Udon,4.281756093797049,29.0,Graduate School,-0.07136317070421183,,Suburban,M,7.0,Married,No
Mahasarakam,2.6493742166099015,34.0,,-0.13299817408641768,18873.810584545026,Suburban,F,8.0,Married,No
Khon Kaen,5.4464176065413845,47.0,College,1.0242275290866596,79001.77564362137,Urban,F,0.0,Married,Yes
Udon,6.416348585124134,46.0,College,0.1901769665411769,42179.47170431216,Suburban,F,4.0,Divorced,Yes
Mahasarakam,5.960111224987459,20.0,Graduate School,-0.0887215891883481,61833.92544183521,Rural,F,5.0,Married,No
