Marital Status,City,Active online hours,Gender,Years subscribed,Brand Loyalty,Location Code,Years after high school graduation,Education Level,Renew,Monthly Income
Divorced,Khon Kaen,4.718477113775407,Male,2.0,-0.19747411417424066,Urban,38.0,Graduate School,Yes,5263.4614085251305
Divorced,Udon,5.009772458527364,Female,5.0,-0.6668655833652145,Suburban,41.0,,Yes,5966.9252781935065
Single,Khon Kaen,5.315977994545058,Male,6.0,0.7332063890358267,Urban,38.0,High School,Yes,5772.205338129785
Married,Udon,1.681102369226064,Female,4.0,-0.48763507907700804,Rural,37.0,Graduate School,No,4546.85878613326
Single,Khon Kaen,6.388815381692687,Female,5.0,0.4443499950747763,Urban,27.0,Graduate School,Yes,6195.252367314784
Married,Udon,7.091607869527497,Male,4.0,0.37722340391321163,Rural,35.0,Graduate School,No,3611.442728097396
Single,Mahasarakam,9.533254256784225,Male,5.0,0.19463342689668664,Urban,29.0,Graduate School,Yes,5461.095304215376
Divorced,Mahasarakam,5.490528156570189,,1.0,-0.15158894945376247,Urban,59.0,College,Yes,4675.764886652989
Divorced,Khon Kaen,4.876658460124768,Male,4.0,0.23276087241225993,Rural,35.0,Graduate School,No,5372.579296998127
Single,Khon Kaen,4.482477580520621,Male,4.0,-0.27561460784684905,Rural,36.0,College,No,6317.626507469657
Single,Khon Kaen,7.126684128069105,Male,5.0,-0.5670043448202262,Suburban,36.0,College,Yes,5960.019887458663
Divorced,Udon,5.202832086285047,Female,5.0,0.6317130899210613,Urban,35.0,Graduate School,Yes,6593.3238512244725
Divorced,Mahasarakam,6.600168309398575,Male,5.0,0.6871797431019612,Urban,26.0,High School,No,5180.285732841566
Divorced,Mahasarakam,5.049276035381567,Female,5.0,-0.14770624411130087,Rural,48.0,,No,4704.921331532698
Divorced,Mahasarakam,4.644518312917052,Female,3.0,0.13387426667627053,Urban,38.0,High School,Yes,5363.660483504142
Divorced,Mahasarakam,7.107974523167011,Female,5.0,0.052296989718829914,Suburban,50.0,High School,No,4656.021720593421
Divorced,Udon,2.1779736295274277,Male,4.0,0.0739721481784412,Rural,41.0,High School,Yes,5203.55766564302
Single,Udon,6.485795149526915,Female,5.0,-0.010440616824453009,Urban,32.0,High School,Yes,6534.860993140846
Single,Mahasarakam,4.882118891399068,Female,,-0.060549313136220896,Urban,39.0,College,Yes,6532.058424280604
Single,Udon,5.7414099209471265,Male,5.0,0.1719582066701281,Rural,40.0,High School,No,4659.023060298436
Single,Udon,6.074260271590024,Male,,-0.18544281277467659,Urban,29.0,High School,Yes,5952.443315471151
Single,Khon Kaen,4.787486715314133,Male,3.0,0.15327021381990485,Urban,38.0,High School,No,4935.233458700142
Divorced,Mahasarakam,4.026679192199513,Male,6.0,0.5039483919658445,Urban,33.0,High School,Yes,5763.044837555913
Married,Udon,5.704926310019533,Female,3.0,0.8571572988362746,Rural,47.0,Graduate School,No,4797.658605722734
Single,Udon,4.391797446721848,Male,5.0,-0.473404752138068,Rural,33.0,High School,Yes,5579.019363743217
Single,Udon,5.180685914347871,Female,3.0,0.26559230828757535,Urban,48.0,High School,Yes,4991.881829684008
Single,Khon Kaen,5.8934323543289455,Female,2.0,-0.1872642660211096,Suburban,31.0,College,No,4581.326977887708
Divorced,Khon Kaen,3.866632535021531,Female,3.0,-0.7669297639772831,Rural,34.0,Graduate School,No,3666.738434064676
Single,Khon Kaen,4.7138902674502745,Male,5.0,-0.02286564053395622,,37.0,College,Yes,5159.860532788467
Divorced,Mahasarakam,5.99489045369042,Female,5.0,-0.37445867335015404,Suburban,32.0,College,Yes,6619.626108602837
Single,Khon Kaen,6.672941102941227,Male,3.0,0.6555823422116185,Urban,36.0,College,Yes,5542.645350795881
Divorced,Mahasarakam,5.413852483314742,Male,,0.4685579668115625,Urban,55.0,Graduate School,Yes,4604.983435950461
Married,Udon,5.8653505271695385,Female,3.0,0.14832388322931878,Suburban,30.0,High School,No,4398.072637198354
Single,Udon,5.554514112134518,Female,2.0,-0.9634507931557712,Suburban,36.0,Graduate School,Yes,6247.098672505785
Single,Udon,3.8181082648455313,Female,2.0,0.403485919860154,Rural,34.0,Graduate School,No,4092.535012409978
Divorced,Mahasarakam,7.414204881143851,Female,5.0,-0.4326915564572083,Suburban,,College,Yes,6024.615455587453
Divorced,Khon Kaen,4.658015023194072,Male,5.0,0.16813406719819327,Suburban,29.0,Graduate School,Yes,6146.225249474995
Single,Mahasarakam,5.798012633149548,Female,1.0,0.658134893958284,Urban,50.0,Graduate School,Yes,5635.408772900579
Divorced,Khon Kaen,4.984835389612666,Male,4.0,-0.4896164835006564,Urban,28.0,High School,Yes,6350.813854157789
Divorced,Udon,6.7073083496696615,Female,6.0,-0.5188017447099611,Urban,30.0,Graduate School,Yes,6211.372219330169
Single,Mahasarakam,4.445382190809575,Female,3.0,0.360010471760985,Suburban,46.0,High School,Yes,4693.839616773471
Single,Udon,6.2774432532313,Female,5.0,-0.610535379506269,Suburban,26.0,High School,Yes,6430.736972358526
Married,Khon Kaen,1.4127907651438512,Female,2.0,-0.2013504971951884,Rural,20.0,Graduate School,No,5249.730065210917
Divorced,Udon,6.614641961451531,Male,5.0,0.13659403738538994,Urban,34.0,High School,Yes,5508.358501737004
Single,Khon Kaen,6.114029055586038,Female,4.0,0.4326356499306609,Urban,45.0,High School,Yes,
,Udon,6.385637826932184,Female,4.0,-0.35271510855480653,Suburban,37.0,College,Yes,6037.496755915256
Divorced,Khon Kaen,5.174107039617643,Female,3.0,-0.43001064823215834,Suburban,48.0,College,Yes,5481.848037033648
Single,Udon,4.8588547431812925,Male,4.0,-0.629425205218565,Suburban,36.0,Graduate School,Yes,5502.277515273732
Married,Khon Kaen,6.2740500274797375,Female,3.0,-0.1837300193197568,Suburban,39.0,High School,No,6109.445233077626
Single,Udon,6.919386822606563,Female,4.0,-0.514499298837737,Urban,33.0,College,Yes,5872.805033950949
Married,Khon Kaen,5.50101082471986,Male,4.0,-0.28879406307630806,Urban,28.0,College,Yes,6234.655363418331
Divorced,Mahasarakam,3.45035911563515,Male,7.0,0.037216183260673816,Urban,13.0,College,Yes,7303.098971106749
Married,Khon Kaen,4.86398519441181,Female,2.0,0.4444920332831544,Rural,34.0,Graduate School,No,7286.228523936055
Married,Khon Kaen,5.519097130251305,Male,3.0,1.0479628598724204,Urban,33.0,Graduate School,Yes,5985.963421555218
Divorced,Mahasarakam,5.554351276712935,Female,4.0,0.35182093550371424,Urban,41.0,High School,No,5079.766751286329
Divorced,Mahasarakam,5.114640318875056,Female,4.0,,Suburban,38.0,College,Yes,5979.755545168454
Single,Khon Kaen,7.594154458967102,Male,5.0,-0.3265728607564465,Rural,23.0,High School,Yes,5842.132597363377
Married,Mahasarakam,3.7176464110350067,Female,5.0,-0.0037437568475781778,Urban,20.0,Graduate School,Yes,7483.161690354478
Single,Mahasarakam,5.509063897670222,Male,4.0,0.44273390455157735,Suburban,44.0,High School,Yes,5130.112097255401
Married,Udon,,Female,3.0,-0.701185123828705,Rural,32.0,High School,No,4860.399993537349
Divorced,Mahasarakam,,Female,6.0,0.2971502301763064,Rural,38.0,College,No,4487.581730904085
Divorced,Udon,6.730907055929876,Male,5.0,0.5691651908016806,Suburban,28.0,College,No,3404.155416637185
Divorced,,4.5321050756121055,Male,3.0,-0.31888303917345306,Suburban,38.0,College,No,4847.135441052588
Single,Udon,5.070992805195297,Male,3.0,0.1879995197891956,Urban,31.0,Graduate School,Yes,6522.014882913785
Divorced,Mahasarakam,5.713580087160026,Male,4.0,-0.6904709428253342,Urban,40.0,Graduate School,Yes,5711.0124695513905
Divorced,Mahasarakam,5.397429560299996,Male,3.0,0.4102658840269965,Urban,46.0,College,Yes,4896.939955467278
Divorced,Udon,4.242341524436678,Female,3.0,0.07761663706943794,Suburban,29.0,College,No,5222.079911425502
Single,Mahasarakam,6.334896372213686,Male,6.0,0.3149454507223654,Urban,26.0,High School,Yes,5724.182312589728
Married,Udon,2.2392846597832445,Male,5.0,-0.2885827787333909,Urban,46.0,High School,Yes,5393.0679888851555
Married,Udon,6.377481466185826,Male,5.0,-0.11545459059879346,Suburban,20.0,High School,Yes,6706.250947129228
Single,Mahasarakam,5.964018067584885,Male,6.0,0.16747424109367584,Suburban,30.0,Graduate School,Yes,5950.717729833617
Divorced,Mahasarakam,3.932702139501904,Male,1.0,-0.6138338377596874,Rural,23.0,High School,No,6714.510643905527
Divorced,Khon Kaen,4.7128720641678505,Female,4.0,0.6733634761063773,Suburban,43.0,High School,Yes,5078.541177323724
Divorced,Mahasarakam,8.245359122420517,Male,4.0,0.35513081683415065,Urban,33.0,College,,5832.385894545056
Married,Mahasarakam,4.456186917395919,Male,4.0,0.6053480396065397,Urban,40.0,Graduate School,Yes,5996.171403093236
Married,Udon,6.936920413255676,Female,4.0,-0.21237993063509608,Rural,44.0,High School,No,6000.399426126534
Single,Khon Kaen,1.4393291785403233,Female,6.0,-0.10430722006682253,Suburban,36.0,College,No,5455.404136768399
Married,Udon,6.888296172189525,Male,5.0,0.22189224451202996,Suburban,31.0,High School,No,3569.408808288533
Divorced,Udon,4.203661354158541,Male,6.0,0.6329327435870503,Urban,26.0,High School,Yes,6266.059757929616
Divorced,,4.476708485707527,Female,6.0,0.5820909781291229,Suburban,32.0,High School,Yes,5916.064262211625
Married,Mahasarakam,5.237234938311831,Male,3.0,0.7503711896643562,Rural,31.0,High School,No,4152.108074863641
Single,Udon,5.5646735367301,Female,4.0,0.01359807622088224,Suburban,50.0,College,Yes,5482.8818639004485
Single,Udon,4.215780554012421,Male,6.0,-0.17528565370501115,Rural,37.0,High School,No,5835.211984359579
Married,Mahasarakam,4.180279931583152,Female,4.0,0.525572858827904,Urban,39.0,College,No,5355.18958669346
Single,Udon,5.8805968969374165,Male,7.0,0.3118863684004733,Urban,25.0,High School,Yes,6172.59399982645
Single,Khon Kaen,3.599977933749924,Female,4.0,-0.42858331377642866,Urban,37.0,Graduate School,Yes,6235.725729127222
Married,Udon,5.634223221618127,Female,5.0,0.24713267242254777,Rural,30.0,Graduate School,No,5744.89631688748
Divorced,Khon Kaen,5.322285986257672,Female,4.0,-0.22099128592240164,Suburban,32.0,High School,Yes,6044.650988777759
Married,Khon Kaen,4.086467489089948,Female,4.0,0.0500412179012214,Suburban,43.0,High School,No,3834.5751096181634
Married,Mahasarakam,4.357668624307337,Female,1.0,-0.01368690310486989,Rural,39.0,College,No,6659.195063997845
Married,Khon Kaen,6.165831764556496,Male,4.0,0.0032298214110690494,Rural,25.0,High School,No,4572.101328563285
Single,Khon Kaen,,Female,6.0,-0.21485136566074625,Urban,31.0,Graduate School,Yes,6245.868380803483
,Udon,,Male,7.0,0.3080789332585898,Urban,11.0,High School,Yes,7034.96539977787
Divorced,Udon,4.791380485920639,Female,5.0,-0.3421255981757783,Urban,44.0,High School,Yes,5214.421075381378
Married,Khon Kaen,4.389724175357416,Female,6.0,0.5138439209537231,Urban,36.0,College,Yes,5689.688295541982
Single,Khon Kaen,7.2867278617935884,Male,6.0,-0.7495637109502468,Suburban,36.0,College,Yes,6379.930025607402
Single,Udon,4.250376927600982,Male,1.0,0.05083301652584373,Urban,33.0,College,No,5885.119953280481
Married,Udon,7.8781726182261895,Male,3.0,-0.8884759569402735,Suburban,35.0,Graduate School,No,4800.634755408876
Single,Mahasarakam,2.389027463153703,Female,4.0,-1.0367004466931398,Urban,36.0,College,Yes,6683.441655313819
Married,Udon,5.643597452020652,Male,5.0,0.4882784977544316,Suburban,32.0,Graduate School,Yes,5595.982753879719
Single,Khon Kaen,6.928154466317365,Male,3.0,-0.31421406248910605,Rural,34.0,High School,No,6300.919487607059
,Khon Kaen,5.86772174338817,Female,4.0,0.236470835358417,Suburban,36.0,College,Yes,4259.744674647221
Divorced,Mahasarakam,5.567024529990507,Female,6.0,-0.0990836196422674,Rural,15.0,College,Yes,6776.924282565977
Single,Mahasarakam,4.26205298052232,Male,5.0,0.7102000439488806,Urban,20.0,High School,Yes,6838.718273684693
Single,Mahasarakam,4.609155041872594,Female,4.0,-0.2228004533417013,Suburban,33.0,Graduate School,Yes,5888.2509188035465
Married,Khon Kaen,4.643845218236973,Male,5.0,-0.3425975216832548,Rural,32.0,Graduate School,No,4116.839768539086
Single,Khon Kaen,7.194577551943176,Male,6.0,0.24533498740177018,Urban,20.0,High School,Yes,6759.316584473806
Married,Khon Kaen,5.460061221521478,Female,6.0,-0.37002442298012783,Suburban,29.0,High School,No,3594.4638830778704
Single,Udon,6.425928523239972,Male,4.0,-0.7223850128486785,Rural,35.0,Graduate School,Yes,6211.92095869518
Married,Udon,3.043318382055697,Female,5.0,0.15833129878216773,Rural,33.0,Graduate School,No,4341.885908038426
Married,Mahasarakam,4.500986122909093,Male,3.0,0.045253763992156894,Rural,42.0,Graduate School,No,6857.310636728942
Married,Khon Kaen,4.504163734702131,Male,4.0,0.7331384937212548,Suburban,37.0,Graduate School,No,4708.914580001856
Divorced,Khon Kaen,4.926562822630738,Male,3.0,1.1562634172894732,Rural,37.0,Graduate School,No,4606.782501153974
Single,Mahasarakam,3.6689974800262783,Male,3.0,0.05301898452807631,Rural,47.0,Graduate School,Yes,4680.54504527288
Single,Udon,2.425578961449901,Male,3.0,0.2960999597478599,Suburban,30.0,College,No,6452.805843796335
Single,Khon Kaen,1.4819264260732106,Male,6.0,-0.2051913354983451,Urban,14.0,Graduate School,Yes,6202.268030133504
Divorced,Khon Kaen,7.36611722800256,Female,6.0,0.3178067154580729,Urban,27.0,Graduate School,Yes,7068.05976974861
Divorced,Khon Kaen,8.681285999684604,Female,3.0,-0.13917555404387966,Rural,36.0,High School,No,4176.618194976667
Single,Mahasarakam,6.10329295131347,Female,3.0,-0.03489027093877857,Suburban,40.0,High School,Yes,5028.09642804236
Married,Mahasarakam,5.367791068627428,Male,3.0,0.7001324206547033,Rural,39.0,College,No,5119.824599882013
Divorced,Mahasarakam,4.882546043478406,Male,7.0,-0.3296688355448961,Rural,46.0,High School,No,4351.234554471685
Single,Udon,4.848253585312374,Male,7.0,0.41399838315175924,Urban,26.0,High School,Yes,6935.509182256393
Married,Mahasarakam,4.292288024527183,Male,2.0,-0.1417850525553123,Rural,44.0,College,No,5961.736926894722
Single,Khon Kaen,5.84675721396565,Male,7.0,1.134898979108715,Urban,12.0,College,Yes,5385.76853579272
Single,Mahasarakam,4.794785324121911,Female,4.0,0.559639621006304,Urban,,Graduate School,Yes,6012.711314807334
Single,Mahasarakam,4.964940650438139,Female,,0.3169609367092085,Urban,56.0,College,Yes,4395.763372738604
Married,Mahasarakam,6.228043421813414,Male,5.0,0.5070499264115049,Suburban,34.0,College,No,6632.207495262234
Single,Mahasarakam,4.894246272081022,Female,3.0,0.20839308529417466,Suburban,33.0,Graduate School,No,4855.40863334791
Single,Mahasarakam,4.609711602005394,Male,3.0,0.03761327145153964,Suburban,49.0,High School,Yes,5643.785912085254
Married,Khon Kaen,5.158090357140326,Female,1.0,-1.245409852138952,Rural,28.0,High School,,4469.792897413139
Divorced,Udon,6.857783087953997,Male,4.0,-0.6656880032181152,Suburban,38.0,High School,No,4273.5272606402505
Married,Khon Kaen,5.85830147443125,Female,3.0,-0.25776444352885686,Rural,54.0,Graduate School,Yes,5789.917201168011
Married,Mahasarakam,5.20629831143787,Female,4.0,-0.1942927220875592,Rural,32.0,College,No,5727.444412318109
Divorced,Udon,5.016487449539784,Male,3.0,-0.6322587452501546,Urban,34.0,Graduate School,Yes,5304.754355533583
Divorced,Mahasarakam,5.5554583444899865,Male,5.0,-0.35459844204515323,Urban,27.0,Graduate School,Yes,6240.5205986710625
Single,Mahasarakam,4.398355785576435,Female,6.0,0.5735679586134309,Rural,23.0,Graduate School,Yes,6532.702233027722
Divorced,Udon,6.88489212271176,Female,5.0,0.7703519465660738,Urban,47.0,High School,Yes,5599.2671015572405
Single,Khon Kaen,3.714125735903135,Female,4.0,1.1658721641404035,Suburban,40.0,High School,Yes,5783.62162759978
Single,Udon,6.786205600216029,Female,3.0,0.21623446141188551,Rural,28.0,Graduate School,No,6459.589610140431
Divorced,Khon Kaen,6.9271735201328175,Female,6.0,0.2943360557570646,Urban,29.0,High School,Yes,5700.397518775764
Divorced,Mahasarakam,5.9657086834330775,Female,5.0,-0.2439279989032298,Urban,48.0,Graduate School,Yes,5255.766706864462
Married,Mahasarakam,3.9862301815975427,Female,4.0,0.5648885720035313,Urban,,High School,Yes,6278.9614987530285
Single,Mahasarakam,6.739583682296779,Male,4.0,0.08021992269215658,Rural,,High School,No,3917.7510407861764
Single,Mahasarakam,4.482569869415432,Male,5.0,-0.4913931967397511,Urban,30.0,High School,Yes,7161.55505522158
Divorced,Udon,4.867433945630258,Female,7.0,0.08271788636198901,Urban,25.0,Graduate School,Yes,6121.637207340643
Divorced,Khon Kaen,6.714926793913647,Male,7.0,-0.08944818188567395,Urban,21.0,Graduate School,Yes,6858.112267584062
Divorced,Mahasarakam,4.106375594085674,Female,5.0,0.9941298976609967,Urban,37.0,College,Yes,6704.162397855618
Divorced,Khon Kaen,4.331551638699109,Female,5.0,-0.3801058853281859,Suburban,34.0,High School,Yes,5404.33242759272
Single,Khon Kaen,4.0279809651306895,Male,5.0,-0.03128261598931603,Rural,25.0,High School,Yes,6419.236674567755
Married,Udon,6.189573137900732,Male,2.0,-0.9780553872862257,Suburban,31.0,High School,No,4885.727941485708
Married,Mahasarakam,4.3999937049051345,Female,,0.10274659390815755,Rural,32.0,High School,No,5335.477547881962
Single,Mahasarakam,7.158888147927549,Male,3.0,0.30325514346050386,Urban,50.0,Graduate School,Yes,4299.050850214913
Divorced,Khon Kaen,3.7981398604919407,Female,4.0,-0.4868440900307993,Urban,25.0,High School,Yes,6781.56010185765
Married,Mahasarakam,5.339964648391199,Female,5.0,-0.4402162725472173,Suburban,40.0,High School,No,5244.087628864687
Married,Udon,4.518548353377714,Female,3.0,1.4849088888165953,Rural,20.0,College,No,4586.773638844512
Single,Mahasarakam,,Male,2.0,0.032074408295732035,Rural,43.0,High School,Yes,4734.235927501319
Married,Mahasarakam,5.333140932369487,Male,4.0,-0.47636327430194886,Rural,38.0,High School,No,5029.409218796259
Divorced,Udon,7.770747786998263,Male,1.0,0.009287638319764275,Urban,50.0,Graduate School,Yes,4410.580141952899
Married,Udon,5.503005168091736,,4.0,0.08909501547774179,Rural,35.0,,No,6185.741794720318
Divorced,Mahasarakam,3.526820774664591,Female,6.0,-0.454599835622597,Urban,28.0,High School,Yes,5954.80323962034
Married,Udon,6.503333645844291,Female,1.0,-0.12321441472519945,Rural,20.0,College,No,6286.439686135196
Married,Mahasarakam,5.434077199139028,Male,4.0,-0.03853117165810737,Rural,31.0,College,No,5653.317944682225
Married,Mahasarakam,3.522013362756882,Female,5.0,-0.15223669511227425,Urban,24.0,College,,6952.1087635954855
Married,Mahasarakam,6.068368357694961,Female,5.0,1.1672626011861258,Rural,22.0,College,Yes,6136.981585660554
Divorced,Mahasarakam,1.7346809722609793,Female,3.0,0.1881883271898499,Urban,50.0,High School,Yes,5127.902946271305
Divorced,Mahasarakam,4.879563155486597,Male,6.0,-0.2569372793118817,Urban,30.0,High School,Yes,6744.410943870607
Divorced,Khon Kaen,3.770023872414429,Male,3.0,0.02626040374404639,Suburban,49.0,Graduate School,Yes,5765.355641260741
Divorced,Mahasarakam,3.395487605260131,Female,6.0,-0.16314878696130758,Rural,22.0,Graduate School,Yes,7021.920934332527
Divorced,Khon Kaen,1.5928567048776294,Male,5.0,0.5425724070574577,Rural,35.0,Graduate School,Yes,5789.932590541099
Married,Khon Kaen,7.654391350189529,Male,3.0,0.004075621817014069,Rural,37.0,High School,No,5075.767863279088
Married,Udon,8.049572685931565,Female,4.0,0.16770340586602223,Rural,37.0,College,No,4708.495135830845
Divorced,Khon Kaen,4.711210439624153,Male,3.0,0.22239237546958396,Urban,39.0,High School,Yes,6161.755302193052
Divorced,Khon Kaen,5.689926713305545,Male,,0.1842153815111929,Urban,20.0,College,Yes,6962.397935271188
Married,Mahasarakam,,Male,3.0,-0.5493912748404169,Rural,38.0,College,No,6340.642127883809
Single,Udon,3.7973190308526696,Female,5.0,0.5406264213422068,Suburban,39.0,Graduate School,Yes,5774.670422587873
Married,Udon,4.075485726379129,Female,4.0,-0.2543844211431131,Rural,33.0,High School,No,6436.749790355111
Divorced,Udon,4.780139812429927,Female,3.0,-0.46572756051797143,Suburban,38.0,High School,Yes,5462.3141924456795
Married,Mahasarakam,2.118048472386366,Male,7.0,-0.1395541727460171,,20.0,Graduate School,Yes,6485.771635811249
,Khon Kaen,3.6302127431498983,Female,3.0,0.14613090470107126,Rural,34.0,College,No,6082.820763608455
Married,Khon Kaen,2.9767571809275384,Female,3.0,-0.047780905704317304,Rural,35.0,High School,No,4513.772585831315
Married,Khon Kaen,6.204730722635203,Male,3.0,0.1649638329817678,Urban,37.0,Graduate School,No,5225.824683856405
Married,Udon,2.619504836124143,Female,5.0,-1.196341487909904,Rural,32.0,College,Yes,6168.314627218113
Married,Udon,5.401027992477468,,5.0,-0.17094743767561607,Rural,35.0,High School,No,4984.676385162613
Married,,6.69751929380637,Female,3.0,0.2108138388339173,Rural,38.0,College,No,3871.329265510348
Divorced,Khon Kaen,5.8022497810440825,Male,5.0,-0.455263729162196,Urban,31.0,College,Yes,5948.946305031044
Divorced,Udon,4.579722906421133,Female,5.0,-0.05123434161172133,Suburban,30.0,Graduate School,Yes,6019.436955368299
Divorced,Mahasarakam,5.416879732015438,Female,5.0,-0.1748771547086597,Urban,40.0,High School,Yes,6352.499647799286
Divorced,Mahasarakam,5.198881778613874,Female,3.0,-0.08645063829524152,Rural,26.0,College,No,4048.9906342458125
Single,Mahasarakam,7.334040439122197,Female,3.0,-0.5498136001934826,Suburban,35.0,Graduate School,No,6746.9722623984435
Divorced,Khon Kaen,3.415222174963266,Female,4.0,0.14508848551392634,Suburban,34.0,Graduate School,No,5825.492904996746
Divorced,Mahasarakam,8.293689135277031,Female,2.0,-0.05152304656532635,Urban,53.0,High School,Yes,4439.712286144653
Divorced,Khon Kaen,4.724899947308487,Male,5.0,0.07732444026292938,Suburban,34.0,College,Yes,5317.492055060835
Divorced,Khon Kaen,4.1763453621305,Female,6.0,0.13800094796336326,Urban,19.0,High School,Yes,6657.502779310296
Divorced,Khon Kaen,6.35238477027281,,6.0,0.39851073015405686,Rural,20.0,College,Yes,6614.72938531208
Married,Mahasarakam,3.9678402198483704,Male,3.0,0.842921158964341,,40.0,College,No,5465.165081114832
Married,Mahasarakam,5.406374406265829,Male,3.0,-0.322983152453188,Rural,21.0,College,No,4567.623020413861
Divorced,Udon,5.845946212852604,Female,4.0,-0.0032194652290244126,Urban,46.0,Graduate School,Yes,5457.63355057265
Divorced,Khon Kaen,5.579741130078443,Male,3.0,-0.22098681469655948,Urban,45.0,College,Yes,4962.429488416752
Single,Udon,5.643886545636754,Female,5.0,0.22162867579505685,Suburban,38.0,High School,No,3509.126272187484
Divorced,Khon Kaen,4.313768574004614,Female,5.0,0.2646210097646875,Rural,40.0,College,No,5908.013533748255
Married,Udon,5.8655712387036205,Male,8.0,,Urban,11.0,Graduate School,Yes,7490.931215418234
Single,Udon,4.441456632054995,Female,2.0,0.6495440191980639,Suburban,46.0,High School,Yes,4971.058954938286
Single,Udon,5.95200705138725,Female,5.0,-0.35750885212178996,Urban,31.0,High School,Yes,6618.967394657984
Divorced,Khon Kaen,5.4709696634794245,Female,5.0,-0.18669647333276626,Urban,32.0,High School,Yes,6216.887298646373
Divorced,Mahasarakam,6.690238399755347,Male,5.0,-0.2996584026943717,Rural,41.0,High School,No,6164.9511397542265
Divorced,Udon,5.7211870525768775,Male,2.0,-0.6997248200698539,Suburban,32.0,College,No,5467.096993174438
Single,Udon,2.4603728538468745,Male,5.0,-0.008620743039334496,Urban,33.0,High School,Yes,5958.609097092242
Divorced,Mahasarakam,4.830423600335158,Female,,-0.1476050970697761,Urban,32.0,College,Yes,6673.071607246407
Single,Mahasarakam,4.781587853526216,Female,3.0,0.6160182857697936,Urban,38.0,Graduate School,Yes,5075.928528783608
Married,Udon,5.697186654040264,Female,4.0,-0.459025209239427,Suburban,33.0,Graduate School,Yes,6175.206089940731
Divorced,Khon Kaen,5.172252477818659,Male,4.0,-0.08671186484796907,Suburban,46.0,College,Yes,4824.075794403695
Single,Khon Kaen,7.787837200683057,Female,5.0,0.33307844292677924,Rural,33.0,College,No,5047.887300978181
Married,Mahasarakam,5.831290617277567,Male,4.0,0.011322384666476292,Suburban,42.0,High School,No,4674.450580580311
Married,Mahasarakam,4.351596703761862,Male,4.0,-0.46345989472191756,Suburban,40.0,College,No,5194.572138391259
Divorced,Udon,5.39341869300329,Female,6.0,-0.33488633582081156,Suburban,27.0,Graduate School,Yes,6058.508929760033
Married,Khon Kaen,4.279231638984838,Male,4.0,-0.43216020247328957,Suburban,27.0,Graduate School,No,4558.956358180594
Divorced,Mahasarakam,4.362754558258958,Male,4.0,-0.13180443440039857,Urban,28.0,College,,6212.973740008131
Divorced,,3.7293021260580668,Male,4.0,0.44652823510660217,Urban,38.0,High School,Yes,5651.633920017848
Divorced,Khon Kaen,7.951404559505724,Female,5.0,1.190943902287662,Urban,44.0,College,Yes,6099.5379475994905
Divorced,Khon Kaen,5.183522519595969,Female,3.0,-0.13239564933072256,Urban,49.0,Graduate School,No,5673.969816839781
Single,Udon,2.664776971326501,Female,2.0,0.987099370026867,Rural,32.0,High School,No,7236.195724719541
Single,Mahasarakam,5.084679980876411,Female,5.0,-0.44615742687146337,Rural,31.0,College,No,3571.9495403718656
Divorced,Udon,5.602841288783181,Male,4.0,0.3661332961934288,Suburban,33.0,,No,7068.1657677833055
Divorced,Mahasarakam,4.891269401954816,Male,3.0,-0.3141408162467749,Urban,43.0,Graduate School,No,5627.121367344536
Married,Mahasarakam,7.47403448689566,Female,6.0,-0.4581949351786793,Urban,30.0,High School,Yes,6334.696277408551
Married,Khon Kaen,6.30476636725279,,5.0,-0.4539801655402803,Suburban,32.0,High School,No,6319.798887250849
Divorced,Udon,5.4233500196251185,Female,,0.2581509290066757,Urban,38.0,Graduate School,Yes,5266.722880645343
Single,Khon Kaen,7.54832859473742,Male,4.0,-0.15360927721658618,Rural,44.0,Graduate School,Yes,5805.947069473854
Divorced,Khon Kaen,3.428610544234039,Female,2.0,-0.2619353064579556,Rural,34.0,Graduate School,No,5602.169454217647
Married,Udon,5.7107913638171715,Male,4.0,-0.8502157897339004,Suburban,40.0,High School,Yes,5427.437797501515
Married,Mahasarakam,6.192188719709402,Female,6.0,-0.20595501467594232,Suburban,,Graduate School,Yes,5727.499533013216
Divorced,Mahasarakam,8.207147986723319,Male,5.0,0.39521076605235245,Urban,35.0,College,Yes,6044.263470693222
Divorced,Khon Kaen,2.4388692620201344,Female,7.0,-0.2022201072411962,Suburban,24.0,Graduate School,Yes,6799.036619450382
Married,Khon Kaen,3.9984593198666767,Female,,,Urban,42.0,College,Yes,4359.909359416095
Divorced,Mahasarakam,6.8520362444958565,Male,6.0,0.04583383222113651,Urban,30.0,Graduate School,Yes,6504.807620739368
Divorced,Khon Kaen,5.439072025417834,Female,4.0,0.3953097289382357,Rural,48.0,College,No,3925.437011442769
Divorced,Khon Kaen,7.03392571488587,Male,4.0,0.4070257254861583,Rural,35.0,Graduate School,Yes,5596.304908774872
Single,Khon Kaen,2.9144423832220556,Male,3.0,-0.5158396028167264,Suburban,42.0,Graduate School,Yes,5823.091751594146
Married,Udon,3.92955251986883,Female,2.0,-0.218130205921425,Rural,40.0,Graduate School,No,6214.222475344363
Married,Mahasarakam,4.311051984015251,Male,4.0,0.37698555624920216,Suburban,26.0,High School,No,5162.6917316522395
Divorced,Mahasarakam,4.619868570344636,Female,,0.17242316133679883,Urban,27.0,College,Yes,6091.288924007782
