ID,age,balance,housing,loan,contact,duration,campaign,previous,poutcome,deposit
1815,49,99,yes,no,cellular,687,2,1,failure,yes
1816,29,266,yes,no,cellular,540,1,0,unknown,yes
1817,29,27,yes,no,cellular,754,1,0,unknown,yes
1818,28,524,yes,no,cellular,554,2,0,unknown,yes
1819,60,5990,yes,no,cellular,396,3,0,unknown,yes
1820,33,3935,yes,no,cellular,765,1,2,failure,yes
1821,35,991,yes,no,cellular,1489,3,0,unknown,yes
1822,31,59,yes,yes,cellular,1347,2,1,failure,yes
1823,40,1598,yes,yes,,1074,4,3,failure,yes
1824,29,0,yes,no,cellular,667,2,0,unknown,yes
1825,35,802,yes,no,cellular,686,2,0,unknown,yes
1826,32,2465,yes,yes,cellular,923,1,0,unknown,yes
1827,26,114,yes,no,cellular,457,1,0,unknown,yes
1828,42,1461,yes,no,cellular,757,2,3,failure,yes
1829,33,475,yes,no,cellular,1046,1,0,unknown,yes
1830,36,4,yes,no,cellular,855,2,1,failure,yes
1831,35,1618,yes,yes,cellular,542,1,0,unknown,yes
1832,,-271,yes,no,cellular,609,1,1,success,yes
1833,59,2166,yes,yes,cellular,574,1,0,unknown,yes
1834,,4031,yes,no,cellular,983,4,0,unknown,yes
1835,50,5024,yes,yes,cellular,661,1,11,other,yes
1836,51,-1944,yes,no,cellular,623,1,0,unknown,yes
1837,51,3025,no,no,cellular,476,1,1,other,yes
1838,60,2090,yes,no,cellular,957,2,0,unknown,yes
1839,29,0,yes,no,cellular,347,2,6,failure,yes
1840,43,1429,yes,no,cellular,1030,1,3,success,yes
1841,31,0,yes,no,cellular,895,2,2,failure,yes
1842,26,311,yes,no,cellular,798,2,0,unknown,yes
1843,,66,yes,no,cellular,1391,2,0,unknown,yes
1844,49,2146,yes,no,cellular,1516,2,2,other,yes
1845,42,356,yes,no,cellular,787,3,2,failure,yes
1846,39,62,yes,no,cellular,877,3,0,unknown,yes
1847,45,-106,yes,yes,cellular,553,3,1,other,yes
1848,45,608,yes,yes,cellular,1135,3,30,failure,yes
1849,39,291,yes,no,cellular,882,2,0,unknown,yes
1850,,-184,yes,no,cellular,878,3,5,failure,yes
1851,39,2345,yes,no,cellular,491,2,2,failure,yes
1852,23,4,yes,no,cellular,763,1,0,unknown,yes
1853,57,6005,yes,no,cellular,704,1,6,failure,yes
1854,32,333,yes,no,cellular,501,2,0,unknown,yes
1855,29,3041,yes,no,cellular,606,3,0,unknown,yes
1856,42,4,yes,no,cellular,579,2,1,success,yes
1857,47,603,yes,yes,cellular,1080,1,0,unknown,yes
1858,36,0,yes,no,cellular,308,3,0,unknown,yes
1859,,830,yes,yes,cellular,662,1,1,success,yes
1860,36,962,yes,no,cellular,568,1,0,unknown,yes
1861,,185,yes,no,cellular,1448,2,0,unknown,yes
1862,56,-9,yes,yes,,728,1,0,unknown,yes
1863,33,891,no,no,cellular,398,2,0,unknown,yes
1864,,148,yes,yes,cellular,685,2,1,other,yes
1865,,1374,no,yes,telephone,479,2,3,failure,yes
1866,42,-556,yes,yes,cellular,682,3,3,failure,yes
1867,38,1612,yes,no,cellular,423,1,0,unknown,yes
1868,40,0,yes,no,,657,1,0,unknown,yes
1869,41,-109,yes,yes,cellular,1038,1,1,failure,yes
1870,43,580,yes,no,cellular,1514,1,2,failure,yes
1871,24,4500,yes,no,cellular,733,2,0,unknown,yes
1872,40,-192,yes,no,cellular,666,1,0,unknown,yes
1873,40,-438,no,no,cellular,1017,1,0,unknown,yes
1874,34,-701,yes,no,cellular,610,2,0,unknown,yes
1875,,1400,yes,no,cellular,608,3,0,unknown,yes
1876,38,5293,yes,no,cellular,475,1,6,failure,yes
1877,,785,yes,no,cellular,1232,2,0,unknown,yes
1878,25,373,yes,no,cellular,819,2,0,unknown,yes
1879,,763,yes,no,cellular,877,7,2,other,yes
1880,41,1236,yes,no,cellular,911,3,0,unknown,yes
1881,36,-811,yes,no,cellular,365,2,0,unknown,yes
1882,34,7279,yes,no,cellular,882,1,0,unknown,yes
1883,34,479,yes,no,cellular,515,1,5,failure,yes
1884,38,199,yes,no,cellular,1203,1,1,failure,yes
1885,40,1808,yes,no,cellular,560,1,0,unknown,yes
1886,31,2,yes,yes,cellular,703,4,0,unknown,yes
1887,37,-106,yes,yes,cellular,690,1,0,unknown,yes
1888,58,670,yes,no,cellular,1272,1,0,unknown,yes
1889,48,-361,yes,no,cellular,1062,3,3,other,yes
1890,,159,yes,yes,cellular,826,1,0,unknown,yes
1891,34,151,yes,no,cellular,590,1,1,other,yes
1892,51,518,yes,no,cellular,918,1,0,unknown,yes
1893,,5073,yes,no,cellular,1182,1,4,failure,yes
1894,39,607,yes,no,cellular,454,2,3,failure,yes
1895,36,-308,yes,no,,725,1,0,unknown,yes
1896,47,367,yes,no,cellular,309,1,4,success,yes
1897,35,855,yes,no,cellular,549,1,1,success,yes
1898,33,1240,yes,no,cellular,844,1,0,unknown,yes
1899,47,663,yes,yes,cellular,409,1,6,other,yes
1900,38,895,yes,no,,1531,1,0,unknown,yes
1901,46,804,yes,no,cellular,1063,2,1,success,yes
1902,42,-407,yes,yes,cellular,829,7,0,unknown,yes
1903,47,802,yes,yes,cellular,289,2,0,unknown,yes
1904,37,912,yes,no,cellular,637,3,22,other,yes
1905,31,355,yes,no,cellular,609,1,0,unknown,yes
1906,,3,yes,yes,cellular,614,3,0,unknown,yes
1907,36,0,yes,no,cellular,398,6,0,unknown,yes
1908,40,1836,yes,no,cellular,750,2,0,unknown,yes
1909,39,1425,yes,no,cellular,775,3,0,unknown,yes
1910,45,963,yes,no,cellular,528,5,0,unknown,yes
1911,59,145,yes,no,telephone,556,2,13,success,yes
1912,34,634,no,yes,,737,3,0,unknown,yes
1913,,87,yes,no,cellular,477,3,0,unknown,yes
1914,50,-522,yes,no,cellular,863,3,0,unknown,yes
1915,36,319,yes,no,cellular,774,2,1,failure,yes
1916,35,0,yes,no,cellular,1073,1,0,unknown,yes
1917,36,478,yes,no,cellular,610,1,0,unknown,yes
1918,35,-276,yes,no,cellular,850,1,0,unknown,yes
1919,47,4227,yes,no,cellular,659,1,0,unknown,yes
1920,47,2785,yes,no,cellular,570,1,0,unknown,yes
1921,38,1401,no,no,cellular,516,1,0,unknown,yes
1922,33,0,yes,no,cellular,585,1,0,unknown,yes
1923,38,1852,yes,no,cellular,606,1,0,unknown,yes
1924,39,462,yes,no,cellular,590,1,0,unknown,yes
1925,43,800,yes,no,cellular,902,1,0,unknown,yes
1926,33,221,yes,no,cellular,669,1,4,failure,yes
1927,34,1089,yes,no,cellular,394,3,0,unknown,yes
1928,28,451,yes,no,cellular,302,1,1,success,yes
1929,,496,yes,no,cellular,333,1,0,unknown,yes
1930,42,1080,yes,yes,cellular,951,3,4,failure,yes
1931,33,1064,yes,no,cellular,562,1,0,unknown,yes
1932,,297,yes,no,cellular,734,2,0,unknown,yes
1933,32,3,yes,no,cellular,568,1,0,unknown,yes
1934,34,76,yes,no,cellular,747,2,3,failure,yes
1935,32,398,yes,no,cellular,716,1,0,unknown,yes
1936,48,83,yes,no,cellular,1101,1,0,unknown,yes
1937,31,879,yes,no,cellular,394,1,0,unknown,yes
1938,33,210,yes,no,cellular,1207,2,0,unknown,yes
1939,48,-276,yes,yes,cellular,674,1,0,unknown,yes
1940,33,863,yes,no,telephone,622,3,0,unknown,yes
1941,30,228,yes,no,cellular,314,2,0,unknown,yes
1942,35,1396,yes,no,cellular,809,1,1,failure,yes
1943,51,-19,yes,no,cellular,829,1,11,failure,yes
1944,38,2253,yes,no,,937,3,0,unknown,yes
1945,39,0,yes,yes,cellular,1975,5,0,unknown,yes
1946,27,265,yes,no,cellular,1119,2,0,unknown,yes
1947,,-54,yes,yes,cellular,698,2,1,failure,yes
1948,34,3821,yes,no,cellular,649,2,0,unknown,yes
1949,38,0,yes,no,cellular,531,2,0,unknown,yes
1950,29,-7,yes,no,cellular,1279,3,0,unknown,yes
1951,40,830,yes,no,cellular,873,3,2,failure,yes
1952,32,0,yes,yes,cellular,440,2,0,unknown,yes
1953,38,4406,yes,no,telephone,689,2,0,unknown,yes
1954,36,437,yes,no,cellular,722,2,1,success,yes
1955,28,54,yes,no,cellular,533,1,1,other,yes
1956,49,-454,yes,no,cellular,558,1,0,unknown,yes
1957,26,1006,yes,no,cellular,667,1,0,unknown,yes
1958,44,2999,yes,no,cellular,717,1,0,unknown,yes
1959,49,85,yes,no,cellular,590,5,1,other,yes
1960,31,17924,yes,no,cellular,745,1,3,failure,yes
1961,55,8180,no,no,cellular,854,2,1,failure,yes
1962,32,2431,yes,no,cellular,646,5,0,unknown,yes
1963,35,341,yes,no,cellular,345,1,0,unknown,yes
1964,35,4963,yes,no,cellular,456,1,1,failure,yes
1965,31,8781,yes,no,cellular,680,1,1,success,yes
1966,28,-504,yes,yes,cellular,578,1,0,unknown,yes
1967,39,1738,yes,no,cellular,633,1,1,other,yes
1968,48,214,yes,yes,cellular,307,1,2,failure,yes
1969,32,684,yes,no,cellular,607,3,0,unknown,yes
1970,,580,yes,no,cellular,874,1,1,failure,yes
1971,34,273,yes,no,cellular,492,1,2,failure,yes
1972,32,811,yes,no,cellular,563,1,0,unknown,yes
1973,34,0,yes,yes,cellular,1020,1,0,unknown,yes
1974,,1354,yes,no,cellular,1723,1,2,success,yes
1975,29,-254,yes,no,cellular,406,2,0,unknown,yes
1976,,-449,yes,no,cellular,691,1,0,unknown,yes
1977,29,7863,yes,no,cellular,1129,1,0,unknown,yes
1978,35,336,yes,no,cellular,191,1,2,failure,yes
1979,36,1049,yes,no,cellular,224,4,0,unknown,yes
1980,37,6089,yes,no,cellular,616,2,0,unknown,yes
1981,37,-42,yes,no,cellular,668,2,0,unknown,yes
1982,31,953,yes,no,cellular,479,1,2,success,yes
1983,33,315,yes,yes,cellular,888,3,0,unknown,yes
1984,59,5845,no,no,,1060,2,0,unknown,yes
1985,30,378,yes,no,cellular,566,2,0,unknown,yes
1986,53,765,yes,no,cellular,959,3,7,other,yes
1987,26,5795,yes,no,cellular,1094,2,0,unknown,yes
1988,30,315,yes,no,cellular,884,3,4,failure,yes
1989,35,916,yes,no,,460,2,0,unknown,yes
1990,34,124,yes,no,telephone,604,4,2,other,yes
1991,33,207,yes,no,cellular,629,4,0,unknown,yes
1992,59,422,yes,no,cellular,647,4,0,unknown,yes
1993,36,125,yes,no,cellular,676,3,0,unknown,yes
1994,34,2,yes,no,cellular,153,2,0,unknown,yes
1995,39,7066,yes,no,cellular,667,3,3,other,yes
1996,42,146,yes,yes,cellular,670,4,1,failure,yes
1997,60,496,yes,no,cellular,655,2,0,unknown,yes
1998,56,-40,yes,no,cellular,311,1,2,failure,yes
1999,30,140,yes,no,cellular,760,1,0,unknown,yes
2000,26,77,yes,no,cellular,619,1,4,failure,yes
2001,35,22,yes,no,cellular,1190,2,2,other,yes
2002,22,-51,yes,no,cellular,859,1,0,unknown,yes
2003,26,26,yes,yes,cellular,899,1,0,unknown,yes
2004,28,154,yes,no,cellular,536,1,1,other,yes
2005,35,534,no,no,cellular,669,1,3,failure,yes
2006,35,1265,yes,no,cellular,326,5,4,failure,yes
2007,55,-466,yes,no,cellular,901,1,0,unknown,yes
2008,32,38,yes,no,cellular,744,1,0,unknown,yes
2009,28,703,yes,no,cellular,485,1,1,other,yes
2010,31,685,yes,no,cellular,552,1,3,failure,yes
2011,23,780,yes,no,cellular,416,1,0,unknown,yes
2012,26,-67,yes,no,cellular,637,1,0,unknown,yes
2013,46,1085,yes,yes,cellular,523,2,58,other,yes
2014,34,29,yes,no,cellular,285,5,0,unknown,yes
2015,60,560,no,no,cellular,730,5,0,unknown,yes
2016,28,22,yes,no,cellular,536,2,0,unknown,yes
2017,29,6567,yes,no,cellular,792,2,1,failure,yes
2018,39,2139,yes,no,cellular,576,4,1,failure,yes
2019,54,582,yes,no,cellular,693,5,2,failure,yes
2020,34,194,yes,yes,cellular,1015,1,0,unknown,yes
2021,27,353,yes,no,cellular,663,1,0,unknown,yes
2022,28,341,yes,no,cellular,437,3,3,other,yes
2023,39,-172,yes,no,cellular,562,2,0,unknown,yes
2024,60,-639,yes,no,cellular,585,1,0,unknown,yes
2025,26,864,yes,no,cellular,659,1,0,unknown,yes
2026,32,134,yes,yes,,532,3,0,unknown,yes
2027,40,50,no,no,cellular,837,1,0,unknown,yes
2028,25,507,yes,no,,832,1,3,failure,yes
2029,,480,yes,no,cellular,830,1,2,failure,yes
2030,37,-22,yes,no,cellular,317,1,0,unknown,yes
2031,39,878,yes,no,cellular,611,5,0,unknown,yes
2032,40,2574,yes,no,cellular,432,1,1,failure,yes
2033,31,2734,yes,no,cellular,858,3,0,unknown,yes
2034,42,241,yes,no,cellular,1012,3,0,unknown,yes
2035,51,129,yes,no,cellular,611,2,0,unknown,yes
2036,28,41,yes,no,cellular,885,3,2,other,yes
2037,32,3387,yes,no,cellular,1111,5,0,unknown,yes
2038,36,148,yes,no,cellular,1357,4,2,failure,yes
2039,36,249,yes,no,,709,5,0,unknown,yes
2040,38,5774,yes,no,,406,4,5,other,yes
2041,36,0,yes,no,cellular,1002,4,0,unknown,yes
2042,40,1841,yes,no,cellular,880,4,0,unknown,yes
2043,37,2120,yes,no,cellular,655,3,4,failure,yes
2044,51,297,yes,no,cellular,415,4,1,failure,yes
2045,34,89,yes,no,cellular,1871,4,0,unknown,yes
2046,56,827,yes,no,telephone,462,4,0,unknown,yes
2047,35,205,yes,yes,,1313,7,1,failure,yes
2048,,3743,yes,no,cellular,722,4,0,unknown,yes
2049,39,117,yes,no,cellular,1032,2,0,unknown,yes
2050,29,-493,yes,no,cellular,536,2,4,failure,yes
2051,33,62,yes,no,cellular,473,3,0,unknown,yes
2052,40,2040,yes,no,cellular,906,2,2,failure,yes
2053,22,344,yes,no,cellular,347,1,0,unknown,yes
2054,32,230,yes,no,cellular,442,1,8,failure,yes
2055,33,1277,yes,no,cellular,827,1,0,unknown,yes
2056,29,104,yes,no,cellular,903,4,0,unknown,yes
2057,29,706,yes,no,,1340,1,0,unknown,yes
2058,24,174,yes,yes,cellular,487,1,0,unknown,yes
2059,31,239,yes,no,cellular,666,1,1,success,yes
2060,27,513,yes,yes,cellular,351,1,0,unknown,yes
2061,32,7290,yes,no,cellular,357,1,0,unknown,yes
2062,30,5909,yes,no,cellular,420,2,0,unknown,yes
2063,27,-195,yes,no,,391,1,0,unknown,yes
2064,55,3917,yes,no,cellular,565,1,0,unknown,yes
2065,28,352,yes,yes,cellular,431,1,0,unknown,yes
2066,29,615,yes,no,cellular,373,1,0,unknown,yes
2067,,0,no,no,,616,1,1,success,yes
2068,25,217,yes,no,cellular,504,1,0,unknown,yes
2069,36,1015,yes,no,cellular,1008,1,2,success,yes
2070,27,409,yes,no,cellular,525,1,0,unknown,yes
2071,,1119,yes,no,cellular,1063,1,0,unknown,yes
2072,32,12198,yes,no,cellular,178,1,0,unknown,yes
2073,33,235,yes,no,cellular,525,1,0,unknown,yes
2074,38,170,yes,no,cellular,442,1,0,unknown,yes
2075,45,-357,yes,yes,cellular,618,1,2,failure,yes
2076,30,2145,yes,no,cellular,727,2,0,unknown,yes
2077,32,-454,yes,yes,cellular,801,5,2,failure,yes
2078,26,-887,yes,no,cellular,827,2,0,unknown,yes
2079,,292,yes,yes,cellular,1027,2,0,unknown,yes
2080,33,139,yes,yes,cellular,732,2,5,failure,yes
2081,32,2684,yes,no,cellular,542,2,0,unknown,yes
2082,34,-1,yes,no,cellular,1057,6,1,other,yes
2083,29,1387,yes,no,,256,2,0,unknown,yes
2084,28,-522,yes,yes,cellular,638,2,0,unknown,yes
2085,,-242,yes,no,cellular,1173,3,6,success,yes
2086,35,719,yes,no,cellular,1359,3,3,failure,yes
2087,,0,yes,yes,cellular,390,5,0,unknown,yes
2088,29,497,yes,no,cellular,642,3,6,success,yes
2089,20,76,yes,no,cellular,639,2,0,unknown,yes
2090,45,397,yes,yes,cellular,582,1,2,success,yes
2091,37,3723,no,no,cellular,354,1,0,unknown,yes
2092,32,1625,no,no,cellular,796,1,1,failure,yes
2093,59,106,no,no,cellular,186,1,0,unknown,yes
2094,37,1543,yes,no,cellular,298,1,6,failure,yes
2095,59,2239,no,no,cellular,431,1,0,unknown,yes
2096,27,1977,yes,no,cellular,449,1,0,unknown,yes
2097,39,0,yes,no,cellular,271,1,3,success,yes
2098,,2145,no,no,cellular,271,1,3,failure,yes
2099,39,116,no,no,cellular,554,2,0,unknown,yes
2100,26,620,no,no,,223,1,1,success,yes
2101,39,307,no,no,,182,2,0,unknown,yes
2102,,7702,no,no,,460,1,2,success,yes
2103,27,3733,yes,no,cellular,198,1,6,success,yes
2104,32,3993,no,no,cellular,148,2,0,unknown,yes
2105,29,428,no,no,cellular,293,2,0,unknown,yes
2106,,5310,yes,no,cellular,545,2,1,success,yes
2107,53,2509,no,no,telephone,231,2,0,unknown,yes
2108,36,255,no,no,cellular,970,2,2,other,yes
2109,27,616,yes,no,cellular,685,1,1,other,yes
2110,43,733,yes,no,cellular,282,1,3,success,yes
2111,60,439,no,yes,cellular,464,1,1,failure,yes
2112,29,590,no,no,cellular,124,1,0,unknown,yes
2113,26,567,no,no,cellular,421,1,0,unknown,yes
2114,,689,no,no,cellular,678,2,0,unknown,yes
2115,28,386,no,no,cellular,867,1,0,unknown,yes
2116,28,0,yes,no,cellular,269,1,2,failure,yes
2117,28,957,no,no,cellular,915,2,0,unknown,yes
2118,40,312,no,no,cellular,612,7,0,unknown,yes
2119,24,167,no,yes,cellular,288,1,2,success,yes
2120,56,13094,no,no,cellular,1064,1,0,unknown,yes
2121,34,5086,no,no,cellular,213,4,0,unknown,yes
2122,28,707,yes,no,cellular,226,1,0,unknown,yes
2123,37,466,yes,yes,cellular,377,1,0,unknown,yes
2124,32,152,yes,no,,158,2,0,unknown,yes
2125,,1612,no,no,cellular,262,2,1,other,yes
2126,36,911,yes,yes,cellular,117,2,3,failure,yes
2127,35,27,yes,no,cellular,214,1,1,other,yes
2128,,6,no,no,cellular,315,1,0,unknown,yes
2129,27,253,no,no,cellular,242,2,0,unknown,yes
2130,,705,yes,no,cellular,414,2,4,failure,yes
2131,33,109,yes,yes,cellular,601,2,7,failure,yes
2132,24,23878,no,no,cellular,133,1,1,success,yes
2133,58,3399,no,no,,1078,1,7,other,yes
2134,43,79,no,no,cellular,640,1,0,unknown,yes
2135,26,243,no,no,cellular,482,1,0,unknown,yes
2136,31,138,no,no,cellular,91,1,2,other,yes
2137,25,1317,no,no,cellular,176,1,0,unknown,yes
2138,58,2714,no,no,,165,1,2,failure,yes
2139,48,17964,yes,no,cellular,208,2,3,other,yes
2140,60,846,no,no,telephone,1346,1,0,unknown,yes
2141,25,326,no,no,cellular,390,1,0,unknown,yes
2142,,100,no,no,cellular,445,1,0,unknown,yes
2143,25,304,no,no,cellular,226,2,0,unknown,yes
2144,26,39,no,no,cellular,396,3,0,unknown,yes
2145,32,312,no,no,cellular,208,2,2,success,yes
2146,25,906,no,no,,253,1,0,unknown,yes
2147,21,524,no,no,cellular,185,1,0,unknown,yes
2148,41,1081,no,no,cellular,229,3,0,unknown,yes
2149,30,983,yes,no,cellular,189,2,0,unknown,yes
2150,47,2232,no,no,cellular,439,1,1,success,yes
2151,37,1967,no,no,cellular,242,1,1,success,yes
2152,34,1406,yes,no,cellular,145,1,0,unknown,yes
2153,28,157,no,no,cellular,155,3,0,unknown,yes
2154,24,0,yes,no,cellular,122,2,0,unknown,yes
2155,26,2509,no,no,cellular,776,3,3,success,yes
2156,,1368,no,no,cellular,329,1,2,other,yes
2157,54,3076,no,no,cellular,367,2,0,unknown,yes
2158,44,7818,no,no,cellular,412,1,0,unknown,yes
2159,,4118,no,no,telephone,165,1,0,unknown,yes
2160,25,760,yes,no,cellular,223,3,2,failure,yes
2161,25,277,no,no,cellular,311,2,0,unknown,yes
2162,50,253,no,no,,513,9,0,unknown,yes
2163,55,602,no,no,cellular,324,3,2,success,yes
2164,57,473,no,no,,295,1,0,unknown,yes
2165,,1167,yes,yes,cellular,264,1,0,unknown,yes
2166,25,343,no,no,cellular,377,1,0,unknown,yes
2167,,1808,yes,no,cellular,205,1,1,success,yes
2168,,1199,no,no,cellular,287,1,0,unknown,yes
2169,38,70,no,no,cellular,263,1,0,unknown,yes
2170,45,1723,no,no,cellular,166,2,0,unknown,yes
2171,33,1323,no,no,cellular,327,1,0,unknown,yes
2172,45,2552,no,no,cellular,69,1,7,failure,yes
2173,26,2613,no,no,cellular,326,1,0,unknown,yes
2174,49,0,no,no,cellular,1460,1,0,unknown,yes
2175,25,938,no,no,cellular,1048,1,0,unknown,yes
2176,53,284,no,no,cellular,781,1,0,unknown,yes
2177,43,1059,no,yes,cellular,335,2,0,unknown,yes
2178,49,1684,no,yes,,412,2,0,unknown,yes
2179,54,534,no,no,cellular,177,2,0,unknown,yes
2180,47,293,no,no,cellular,251,1,1,success,yes
2181,,262,no,no,cellular,339,1,0,unknown,yes
2182,54,0,no,no,cellular,174,1,2,success,yes
2183,43,2367,no,no,cellular,114,1,2,other,yes
2184,23,31,no,no,cellular,192,1,0,unknown,yes
2185,48,3842,no,no,cellular,215,2,0,unknown,yes
2186,30,3343,no,no,cellular,235,1,0,unknown,yes
2187,,804,no,no,cellular,1087,1,0,unknown,yes
2188,34,1011,no,no,cellular,253,1,0,unknown,yes
2189,52,-528,yes,yes,cellular,1144,2,0,unknown,yes
2190,27,1840,no,no,cellular,220,1,8,other,yes
2191,40,1451,no,no,cellular,314,1,0,unknown,yes
2192,47,2351,no,no,cellular,163,2,1,success,yes
2193,26,1623,no,no,,479,1,0,unknown,yes
2194,,597,no,no,cellular,395,1,0,unknown,yes
2195,34,611,no,no,cellular,350,1,0,unknown,yes
2196,26,313,no,yes,cellular,199,1,2,success,yes
2197,44,1954,no,no,cellular,294,1,0,unknown,yes
2198,29,307,yes,no,cellular,690,1,0,unknown,yes
2199,40,7968,no,no,cellular,596,1,0,unknown,yes
2200,43,2160,no,no,cellular,169,1,0,unknown,yes
2201,52,1005,yes,no,,195,1,0,unknown,yes
2202,38,1988,no,no,cellular,103,1,4,success,yes
2203,33,1117,no,no,cellular,417,1,0,unknown,yes
2204,,3370,no,no,cellular,160,2,0,unknown,yes
2205,53,109,no,no,telephone,270,1,0,unknown,yes
2206,42,1376,yes,no,cellular,271,2,4,success,yes
2207,49,523,yes,no,cellular,712,1,3,failure,yes
2208,27,15161,no,no,cellular,74,1,1,success,yes
2209,32,653,no,no,cellular,84,1,0,unknown,yes
2210,31,64,no,no,cellular,261,2,0,unknown,yes
2211,,1165,no,no,cellular,245,1,0,unknown,yes
2212,49,7019,yes,no,cellular,263,1,3,failure,yes
2213,46,1568,yes,no,cellular,310,1,6,other,yes
2214,57,3109,no,no,,482,2,0,unknown,yes
2215,28,4987,no,no,cellular,924,2,21,success,yes
2216,37,189,no,no,cellular,253,2,0,unknown,yes
2217,,2467,no,no,cellular,192,1,0,unknown,yes
2218,49,5887,no,no,cellular,181,3,2,failure,yes
2219,35,1354,no,no,cellular,250,2,0,unknown,yes
2220,29,23,yes,no,cellular,163,1,2,failure,yes
2221,52,0,no,no,cellular,541,3,0,unknown,yes
2222,34,978,no,no,cellular,262,2,1,success,yes
2223,60,294,no,no,telephone,206,4,0,unknown,yes
2224,32,409,no,no,cellular,115,2,2,success,yes
2225,27,261,yes,yes,cellular,592,4,0,unknown,yes
2226,55,27624,no,no,telephone,437,1,0,unknown,yes
2227,29,3846,no,no,cellular,313,2,0,unknown,yes
2228,42,2913,no,no,cellular,705,1,1,failure,yes
2229,33,2240,no,no,cellular,198,1,0,unknown,yes
2230,29,5,no,no,cellular,321,1,0,unknown,yes
2231,39,150,no,no,cellular,296,4,0,unknown,yes
2232,31,882,no,no,cellular,411,1,0,unknown,yes
2233,60,366,no,no,cellular,593,1,0,unknown,yes
2234,25,1189,no,no,cellular,165,1,0,unknown,yes
2235,45,204,yes,no,cellular,224,2,0,unknown,yes
2236,29,637,yes,no,cellular,340,1,1,failure,yes
2237,,2383,no,no,cellular,591,2,0,unknown,yes
2238,26,1231,yes,no,cellular,385,2,5,success,yes
2239,30,3340,no,no,cellular,238,3,0,unknown,yes
2240,54,200,no,no,cellular,170,1,0,unknown,yes
2241,39,48,no,no,cellular,539,1,0,unknown,yes
2242,26,2786,no,no,cellular,300,2,1,success,yes
2243,,5313,no,no,cellular,200,1,0,unknown,yes
2244,39,201,no,no,,699,1,1,failure,yes
2245,25,389,no,no,cellular,837,1,0,unknown,yes
2246,43,3917,no,no,cellular,725,2,1,success,yes
2247,32,889,yes,no,cellular,1076,2,3,other,yes
2248,,481,yes,no,cellular,187,1,1,other,yes
2249,50,810,no,no,cellular,510,3,0,unknown,yes
2250,35,52,yes,no,cellular,328,2,4,success,yes
2251,37,108,yes,yes,cellular,262,2,0,unknown,yes
2252,42,684,no,no,cellular,207,1,0,unknown,yes
2253,27,2071,no,no,cellular,449,1,0,unknown,yes
2254,27,339,no,no,cellular,182,1,0,unknown,yes
2255,29,572,no,no,cellular,224,1,0,unknown,yes
2256,29,1779,no,no,cellular,400,1,0,unknown,yes
2257,,132,no,no,cellular,217,1,0,unknown,yes
2258,39,22086,no,no,cellular,160,1,0,unknown,yes
2259,,0,yes,yes,cellular,352,2,2,failure,yes
2260,29,205,no,no,cellular,787,1,0,unknown,yes
2261,33,317,yes,no,cellular,323,1,14,other,yes
2262,32,4945,no,no,cellular,160,1,2,other,yes
2263,30,419,yes,no,cellular,194,1,0,unknown,yes
2264,38,1130,no,no,cellular,96,2,1,success,yes
2265,55,1662,no,no,cellular,94,2,0,unknown,yes
2266,25,1871,no,no,cellular,136,1,0,unknown,yes
2267,38,1190,yes,no,,81,2,3,failure,yes
2268,35,563,no,yes,cellular,147,1,3,failure,yes
2269,,6,no,no,cellular,121,4,0,unknown,yes
2270,25,594,no,no,cellular,89,2,0,unknown,yes
2271,31,617,no,no,cellular,1161,1,2,success,yes
2272,27,538,no,no,cellular,124,2,0,unknown,yes
2273,34,303,no,no,,282,3,3,failure,yes
2274,40,985,yes,no,cellular,592,3,8,failure,yes
2275,,897,no,no,cellular,397,1,0,unknown,yes
2276,28,171,no,no,cellular,324,1,1,success,yes
2277,28,1633,no,no,cellular,275,1,0,unknown,yes
2278,35,1085,no,no,cellular,199,1,7,success,yes
2279,58,1980,no,no,cellular,255,1,0,unknown,yes
2280,44,1933,no,no,cellular,462,1,0,unknown,yes
2281,57,1841,no,no,telephone,302,1,0,unknown,yes
2282,25,42,yes,no,cellular,149,1,1,success,yes
2283,21,794,no,no,cellular,191,1,0,unknown,yes
2284,49,905,no,no,cellular,1543,1,0,unknown,yes
2285,54,8295,no,no,cellular,207,1,0,unknown,yes
2286,,0,no,no,cellular,493,2,0,unknown,yes
2287,28,874,yes,no,cellular,509,1,0,unknown,yes
2288,37,4321,no,no,cellular,657,1,0,unknown,yes
2289,30,0,yes,no,cellular,159,2,0,unknown,yes
2290,35,745,no,no,telephone,522,3,0,unknown,yes
2291,31,924,no,no,cellular,207,2,1,success,yes
2292,41,216,no,no,cellular,577,3,0,unknown,yes
2293,30,1159,no,no,telephone,366,1,0,unknown,yes
2294,28,3290,no,no,cellular,201,2,0,unknown,yes
2295,31,582,yes,no,cellular,548,2,0,unknown,yes
2296,,380,no,yes,cellular,438,2,0,unknown,yes
2297,22,682,no,no,,126,2,1,success,yes
2298,36,92,yes,no,cellular,244,7,0,unknown,yes
2299,33,66,no,no,,157,2,0,unknown,yes
2300,31,252,no,no,cellular,107,3,0,unknown,yes
2301,49,6574,no,no,cellular,138,3,0,unknown,yes
2302,51,2094,no,no,cellular,458,6,0,unknown,yes
2303,34,294,yes,no,cellular,301,3,0,unknown,yes
2304,35,1177,no,no,cellular,243,4,0,unknown,yes
2305,32,8866,no,no,cellular,234,2,2,success,yes
