Age,Location Code,Years with Company,Hours Online,Sex,Brand Loyalty,Annual Income,Renew,Marital Status,Education Level,City
27.0,Rural,5.0,5.038364015455453,F,-0.8560293388730168,52869.69144625279,Yes,Single,Graduate School,Osaka
48.0,Urban,6.0,4.569504721136063,M,-0.19935198874870674,42277.2933457939,Yes,Divorced,College,Kyoto
31.0,Urban,6.0,3.8659401721624693,F,0.03894531907864135,40759.46724822788,Yes,Divorced,High School,Kyoto
41.0,Urban,5.0,4.756053913963186,M,-0.43337229220723705,29087.462740292845,Yes,Married,College,Tokyo
58.0,Suburban,3.0,3.9818892063773506,F,-0.4782901590264694,60476.01319772964,No,Married,College,Tokyo
61.0,Suburban,5.0,5.980658864124486,F,-0.014756432442874279,64391.221964199794,No,Married,College,Tokyo
28.0,Urban,5.0,2.863041133122272,F,0.3637154659655172,48406.21773220407,Yes,Married,High School,Tokyo
,Suburban,5.0,4.169876431135103,M,-0.5405702511796557,57402.11815382234,No,Divorced,College,Tokyo
43.0,Rural,4.0,4.6319342402434565,M,-0.17894710043501916,32692.362769616182,No,Married,High School,Kyoto
52.0,Urban,5.0,1.4565955505491037,F,0.16134990020944195,61074.77628697237,Yes,Divorced,Graduate School,Kyoto
61.0,Suburban,4.0,2.1407823416015663,F,0.1629411769276854,80157.0766869364,No,Single,College,Tokyo
38.0,Suburban,6.0,7.017190224366075,F,-0.4735273611284476,51096.78447366367,Yes,Single,High School,Kyoto
44.0,Suburban,2.0,3.82733419478922,F,-0.035499929107605716,52422.1698574939,Yes,Single,College,Kyoto
52.0,Urban,2.0,3.8417043738844816,M,0.1743133256462025,52499.33500596867,Yes,Single,Graduate School,Osaka
43.0,Urban,5.0,7.169232460685796,F,-0.24362706281780278,44072.721459439425,No,Married,College,Kyoto
44.0,Suburban,4.0,,M,0.10987477685332853,61523.373617897916,No,Married,College,Kyoto
66.0,Urban,3.0,4.588098877242244,F,,62959.2445841,Yes,Married,Graduate School,Osaka
43.0,Rural,7.0,5.410139886652289,F,0.10602538504526676,66245.63221834533,No,Married,College,Tokyo
52.0,Urban,7.0,6.652785887911722,M,0.30488625701309413,34226.14878910204,Yes,Single,College,Osaka
63.0,Urban,3.0,4.567777963749783,F,-0.3108609810194741,64059.792802016265,Yes,Divorced,College,Kyoto
48.0,Urban,,,F,0.03050120965798525,47972.77951097016,Yes,Divorced,College,Osaka
59.0,Urban,4.0,4.530516175972357,F,-0.25896184486068363,43218.89897521002,Yes,Divorced,High School,Osaka
37.0,Urban,6.0,4.703080234890324,M,-0.3673047179269827,38101.641287283994,Yes,Single,Graduate School,Tokyo
54.0,Rural,2.0,3.574970951892905,M,-0.5560749468246475,49907.824238439636,Yes,Divorced,College,Osaka
41.0,Rural,5.0,5.726375697469269,M,-0.662824469401158,54291.83063379013,No,Divorced,High School,Osaka
50.0,Urban,5.0,6.245049385779331,M,-0.5753807743711061,43291.51340904584,Yes,Divorced,College,Osaka
55.0,Suburban,5.0,7.063871425530199,,-0.1921164628559192,38554.8047051966,Yes,Divorced,High School,Tokyo
60.0,Urban,6.0,4.619978118920032,M,0.3780933399405221,43996.603876865905,Yes,Divorced,High School,Osaka
60.0,Urban,5.0,4.7011774170906335,F,-0.11828898386511706,51757.883748502616,Yes,Divorced,High School,Tokyo
38.0,Rural,3.0,5.64667463460985,M,-0.12869435701111953,59012.22787234075,Yes,Divorced,High School,Osaka
57.0,Urban,3.0,7.48688394150364,F,-0.04868764740714843,41243.06864152983,Yes,Divorced,College,Tokyo
48.0,Urban,4.0,2.4734584224277762,M,0.08877673511704998,47001.22696189278,Yes,Divorced,,Kyoto
49.0,Rural,2.0,4.777802089810368,M,-0.18059499607259466,50196.954849535854,No,Divorced,High School,Osaka
51.0,,4.0,4.709682336134678,F,0.016665882218182687,52824.93732520504,No,Married,Graduate School,Tokyo
49.0,Rural,4.0,6.363244219454375,M,-0.8392375261486975,61638.74969297802,Yes,Single,High School,Tokyo
47.0,Urban,5.0,6.603936687558358,M,-0.3140869999848242,54083.97970662099,Yes,Divorced,College,Osaka
35.0,Suburban,5.0,4.9369952225883855,F,-0.5755430515046788,39427.807028950236,Yes,Divorced,High School,Kyoto
36.0,Urban,4.0,7.419855166368798,M,-0.1482107146044831,41532.8625895262,Yes,Single,College,Kyoto
38.0,Suburban,5.0,4.7212592360394385,F,-0.05804895674786842,80141.8116545571,No,Married,Graduate School,Osaka
53.0,Suburban,5.0,3.838295896904185,F,0.17330432440925464,38727.511085882594,Yes,Divorced,Graduate School,Kyoto
40.0,Rural,6.0,2.8096146193104627,M,-0.4518172596856167,62641.90344146493,No,Married,,Osaka
46.0,Rural,5.0,5.225364561089757,F,-0.6327977793260496,69809.00546291226,No,,College,Kyoto
45.0,Urban,5.0,4.6255381506850295,M,-0.22159227396510417,49385.54426939366,Yes,Married,Graduate School,Kyoto
45.0,Suburban,5.0,4.14647248798916,M,-0.07644620028677288,81877.49761861982,No,Married,College,Kyoto
52.0,Rural,6.0,4.6606212951331765,F,-0.014594454892673053,54342.19452010809,No,Divorced,High School,Tokyo
54.0,Urban,4.0,7.051263272317037,F,0.12056302777322753,38748.469195681435,Yes,Single,Graduate School,Osaka
51.0,Urban,3.0,4.888885422476221,F,-0.6591803833590343,42547.496772962644,,Married,Graduate School,Tokyo
48.0,Rural,4.0,2.466089559068,F,0.31395858435086377,40597.06451884995,No,Single,High School,Kyoto
44.0,Rural,3.0,6.5479511778689625,F,-0.20196047755987703,51740.26196482075,No,Married,College,Tokyo
30.0,Rural,3.0,5.259103800321997,M,-0.05141073626770393,71707.69335275923,No,Married,High School,Osaka
48.0,Urban,5.0,5.161462354209096,M,-0.3071258384934037,39426.75660803402,Yes,Single,College,Kyoto
56.0,Suburban,3.0,6.765393663956894,,0.11210894722529907,60356.22342302983,No,Single,High School,Tokyo
35.0,Rural,5.0,6.268701079777111,F,-0.8699559585609454,49574.5162365932,Yes,Divorced,College,Osaka
32.0,Suburban,8.0,5.3094313734885885,F,-0.36405777053259525,23217.148223188924,Yes,Divorced,College,Osaka
48.0,Rural,5.0,5.633560149051002,F,-0.4289600767810018,,No,Married,College,Osaka
62.0,Rural,3.0,3.9020416174425914,F,0.06470054526287516,36387.8170228292,No,Married,High School,Kyoto
35.0,Suburban,3.0,8.005000182936469,M,-0.08622371048416089,58943.36555879467,No,Married,Graduate School,Tokyo
43.0,Urban,5.0,4.903772130277493,M,-0.28370905864063783,48627.34550407616,Yes,Divorced,High School,Kyoto
31.0,Urban,4.0,3.9998084827981932,M,0.030168701302183437,,No,Married,Graduate School,Osaka
50.0,Urban,,4.797203603094372,M,-0.8459537845260773,52809.281391951175,Yes,Divorced,Graduate School,Tokyo
40.0,Urban,7.0,5.288636764830618,F,-0.3853339450455595,27382.61252602438,Yes,Divorced,High School,Osaka
58.0,Rural,6.0,5.758707197596358,M,-0.06388996185757631,69300.43376602257,No,Married,College,Tokyo
47.0,Urban,6.0,4.02938491294867,F,-0.5283105456772801,43951.7256725534,Yes,Divorced,Graduate School,Tokyo
38.0,Urban,,7.8306617801093426,M,-0.13650397872523062,39865.561533550856,No,Married,Graduate School,Osaka
56.0,Suburban,4.0,,F,-0.016316253755102705,32146.822122164245,No,Married,College,Kyoto
69.0,Urban,3.0,5.918969170648961,F,-0.2564682447876088,53098.79625065713,Yes,Married,High School,Tokyo
38.0,Urban,4.0,5.374880629193691,M,0.16488254551380788,45640.63651859288,Yes,Divorced,College,Kyoto
49.0,Suburban,4.0,5.680708925675424,F,-0.8291825193991094,49577.95439229892,Yes,Divorced,College,Kyoto
47.0,Suburban,7.0,2.670005722090364,F,0.18456196130233526,27604.299433348333,Yes,Divorced,Graduate School,Tokyo
48.0,Urban,4.0,3.9145034025109364,F,-0.46627266696664504,50399.65202406289,Yes,Divorced,High School,Osaka
25.0,Urban,5.0,3.239931718243114,M,-0.6787523052146891,52584.93552592642,Yes,Married,High School,Tokyo
63.0,Suburban,,8.06107447001389,F,0.2920653746964714,52031.312299356505,Yes,Divorced,College,Tokyo
47.0,Suburban,4.0,4.09248179105166,F,-0.20644212969782713,55466.82916885089,Yes,Divorced,College,Tokyo
39.0,Rural,7.0,5.943943613830218,M,-0.36197196351549815,64588.784278859974,No,Married,College,Tokyo
46.0,Urban,4.0,7.729214457609771,M,-0.0806388363042276,46442.25176728949,Yes,Divorced,College,Kyoto
50.0,Suburban,6.0,3.6986515901269255,F,-0.4977037526113542,30530.27398585701,Yes,Divorced,College,Tokyo
67.0,Suburban,,6.3041005168452315,F,-0.3221327603750394,50924.52831501601,No,Divorced,Graduate School,Tokyo
43.0,Suburban,3.0,2.6637989013045082,F,0.5268701813197212,52464.24735904267,Yes,Divorced,Graduate School,Osaka
54.0,Rural,4.0,4.764080459437004,M,-0.4773085230155244,57494.59296890383,No,Married,High School,Tokyo
62.0,Urban,6.0,5.212554492701152,M,-0.8536913283027079,50393.73885188857,Yes,Divorced,Graduate School,Osaka
27.0,Rural,5.0,5.883592474847497,F,-0.8124362415021115,54467.29242987306,No,Single,High School,Kyoto
39.0,Suburban,5.0,4.463004774237185,M,-0.027598215292475498,64274.57236414346,,Divorced,College,Kyoto
44.0,Suburban,4.0,3.6902068086417947,M,0.176145002733669,76716.31004212229,No,Single,High School,Kyoto
48.0,Rural,7.0,4.688349711591457,F,-0.3603201626858226,63034.44387855019,No,Married,Graduate School,Osaka
49.0,Rural,6.0,2.6766554315770517,F,-0.7693570392356637,48785.77422862026,No,Married,Graduate School,Osaka
58.0,Rural,3.0,7.854383822113647,M,0.26842490097142646,57480.59271069897,No,Married,College,Kyoto
48.0,Suburban,2.0,3.9186844295030867,M,0.228179751336182,51691.65274929104,Yes,Single,High School,Tokyo
41.0,Suburban,3.0,5.475920796536507,F,-0.40241850162523773,,No,,College,Osaka
43.0,Urban,4.0,5.169518169484846,F,0.04945049369182425,41764.844286349275,Yes,Married,College,Kyoto
40.0,Suburban,2.0,3.8073465911304405,M,0.27281556219523456,58429.05885685897,Yes,Single,High School,Osaka
42.0,Suburban,6.0,6.454511367663157,F,-0.4379873248886575,45304.111214830176,Yes,Divorced,College,Osaka
54.0,Urban,4.0,7.207248257192282,F,-0.7263653549293855,62876.12601540382,No,Married,College,Osaka
53.0,Suburban,3.0,5.020932576802617,F,0.18669679195641914,53815.8751942168,Yes,Divorced,Graduate School,Kyoto
50.0,Rural,7.0,3.809866730849568,,0.16556384642242167,65406.72537214568,No,Married,Graduate School,Osaka
27.0,Suburban,4.0,5.247928496891409,M,0.26033920626248724,38009.48573567078,Yes,Married,Graduate School,Osaka
43.0,Urban,6.0,7.170813758988814,F,-0.25804013947907467,33140.996473859035,Yes,Divorced,Graduate School,Osaka
46.0,Rural,2.0,6.241525120809296,M,0.48900146344494955,56738.44911361308,No,Divorced,High School,Kyoto
52.0,Urban,3.0,6.460974955191771,M,-0.6690922753149497,57794.18764410291,Yes,Single,,Tokyo
54.0,Suburban,5.0,3.9857245488348654,M,-0.3233857506724259,41258.55585564165,Yes,Single,College,
48.0,Urban,5.0,6.356524120011226,F,,60595.816760428,No,,Graduate School,Kyoto
43.0,Urban,6.0,5.6856716544198,F,0.39760770348262,39442.13300033676,Yes,Divorced,College,Kyoto
48.0,Urban,4.0,2.724777604428054,M,0.48947464209698555,35543.62512828382,Yes,Divorced,Graduate School,Kyoto
58.0,Urban,4.0,6.238977374857994,F,0.2812561033123821,40177.88329353073,Yes,Divorced,High School,Tokyo
52.0,Urban,5.0,6.875729689701224,F,-0.23337719130395523,47520.91698905926,Yes,Single,College,Tokyo
55.0,Rural,4.0,4.756390325417938,M,-0.33591254829064154,51203.91952745018,No,Divorced,Graduate School,Tokyo
48.0,Rural,6.0,4.863504053970191,M,0.2901809734677172,33667.6683863836,No,Married,,Kyoto
50.0,Urban,4.0,6.142539956772108,M,-0.23544555105767456,38123.39662765822,Yes,Divorced,High School,Osaka
44.0,,4.0,4.872821463885984,M,0.04581857951537899,38436.09960006371,Yes,Married,,Kyoto
39.0,Urban,4.0,4.99059127732922,M,-0.17682973949079256,39265.85671352055,Yes,Divorced,College,Kyoto
47.0,Urban,5.0,5.101512179392257,M,-1.0357712540041324,52202.09565111564,Yes,Divorced,Graduate School,Tokyo
47.0,Urban,4.0,5.02542868004589,M,-0.6109159017156401,47348.09672106643,Yes,Divorced,College,Tokyo
43.0,Suburban,3.0,3.829528468973204,M,0.23361698281986165,45405.575918947194,Yes,Divorced,High School,Osaka
52.0,Urban,4.0,4.5692238523436,M,0.1358411319556766,51294.19119720915,Yes,Divorced,Graduate School,Kyoto
42.0,Rural,4.0,3.952732641781031,F,0.16732021945889497,57506.54603353348,Yes,Single,Graduate School,Osaka
46.0,Rural,4.0,4.730199297314299,F,0.18306587975171595,43760.65587541656,No,Single,High School,Kyoto
29.0,Rural,2.0,5.3746814599314465,F,-0.11309943988280242,54566.2768700089,No,Married,College,Osaka
66.0,Suburban,6.0,5.615063949341742,F,0.16261302318003862,48144.02508943726,Yes,,College,Tokyo
38.0,Suburban,4.0,5.9961841864514085,F,-0.10910450463385249,46343.514225713545,Yes,,Graduate School,Osaka
51.0,Rural,4.0,3.74202618924795,F,-0.49620089430799974,89069.86800909336,No,Married,Graduate School,Tokyo
57.0,Urban,7.0,6.526762525451569,M,-0.20946762490556575,48606.907487764685,No,Single,Graduate School,Tokyo
52.0,Suburban,7.0,3.955321634766733,F,-0.3185671375062971,49075.50258363365,No,Divorced,High School,Kyoto
47.0,Rural,7.0,4.080997295308648,M,0.29138779114470603,58015.63724891852,No,Single,High School,Tokyo
41.0,Urban,7.0,7.33214670204632,M,0.04556484355502921,22615.251243878123,Yes,Married,Graduate School,Tokyo
24.0,Rural,4.0,7.242609772869811,M,-0.22418538873772156,48082.53844719007,Yes,Single,College,Tokyo
43.0,Urban,2.0,5.997075434193127,M,0.45736376751138286,40572.21902799289,No,Married,College,Kyoto
44.0,Suburban,4.0,3.6314375435131114,F,-0.13847889737866298,36957.36266598924,Yes,Divorced,Graduate School,Kyoto
,Rural,3.0,6.090771520506932,F,-0.26819005321913947,59424.656957751235,No,Married,Graduate School,Tokyo
57.0,Urban,5.0,5.992979446954498,M,-0.7721961373823483,62460.20772442346,No,Married,College,Osaka
44.0,Rural,9.0,4.352322320083964,F,0.2113159203743627,71801.23913548086,No,Single,Graduate School,Osaka
44.0,Urban,6.0,,M,0.012675765002146872,40654.37209939859,Yes,Single,College,Osaka
41.0,Suburban,6.0,4.071495826388936,F,-0.16910191499879695,52061.03847490057,No,Married,College,Osaka
38.0,Suburban,4.0,5.3575539406770325,F,-0.1737094272696735,52723.76233700579,Yes,Divorced,College,Kyoto
72.0,Suburban,4.0,6.568704788007773,M,0.4721237595908746,62743.91482289598,No,Married,Graduate School,Osaka
50.0,Suburban,5.0,4.914900512471475,M,-0.3043531102588927,69916.2806243477,No,Single,College,Tokyo
57.0,Rural,5.0,5.644443318400343,M,-0.42941009967873733,73007.37391179145,No,Divorced,High School,Kyoto
46.0,Urban,5.0,6.599871284772242,M,-0.8254135331272858,38370.558397279776,Yes,Single,High School,Tokyo
64.0,Urban,6.0,5.626579416207145,F,-0.12094626546462532,46020.53536976275,Yes,Divorced,High School,Osaka
63.0,Rural,8.0,4.489105763296684,M,-0.26901097145971564,,No,Married,Graduate School,Tokyo
37.0,Suburban,3.0,7.496007965466145,M,-0.020727099716782216,51282.2643327372,Yes,Divorced,College,Kyoto
56.0,Suburban,5.0,5.827386159624961,F,-0.03359567594619578,42002.05211178945,Yes,Married,College,Osaka
47.0,Rural,4.0,5.080070292495403,M,0.6065878656250693,66973.99347207643,,Single,High School,Tokyo
42.0,Suburban,5.0,3.2552315071235522,F,0.065146685353492,30267.346770136544,Yes,Single,College,Tokyo
54.0,Urban,4.0,5.221462328322223,M,-0.33182353536474296,54670.13747335481,Yes,Divorced,High School,Tokyo
54.0,Suburban,1.0,3.3779986384672673,M,0.2430950794898893,61497.71411772962,Yes,Single,Graduate School,
42.0,Urban,5.0,4.3335623689432445,M,-0.5556194353238672,46929.29380224179,Yes,Divorced,High School,Osaka
47.0,Urban,4.0,5.725649314367786,M,-0.7405427952948481,54173.377121638536,Yes,Divorced,College,Tokyo
48.0,Urban,2.0,3.143155785987527,M,0.030859774079706942,54574.42267132323,Yes,Divorced,College,Tokyo
65.0,Suburban,6.0,3.598585480610746,F,-0.27994860378536474,55901.248544457616,No,Single,High School,Tokyo
60.0,Rural,6.0,5.90318212667818,M,-0.24923115000335452,29683.423589849095,No,Single,High School,Tokyo
51.0,Rural,6.0,4.428746486620902,M,0.04798001393078072,70338.45430279925,No,Divorced,Graduate School,Osaka
48.0,Urban,3.0,6.855529914860345,F,-0.593568609118742,48281.968915374106,Yes,Single,High School,Osaka
54.0,Urban,5.0,3.949428746068075,M,-0.42515534187770326,39967.63569426892,Yes,Single,High School,Kyoto
50.0,Suburban,5.0,4.029467290254054,F,-0.03014344233343158,41725.624185533976,Yes,Divorced,College,Tokyo
51.0,Rural,4.0,7.0785527698578345,F,0.0036543439240508957,72451.87982820306,No,Married,Graduate School,Kyoto
52.0,Urban,5.0,6.677170572673731,M,0.47259601912149807,43677.246265479655,Yes,Married,Graduate School,Osaka
41.0,Suburban,4.0,3.1639129377689335,M,0.057425607631242104,44634.38631190597,Yes,Divorced,Graduate School,Kyoto
60.0,Rural,3.0,3.997920201232319,M,0.06553896284605798,61505.31460277633,Yes,Divorced,College,
46.0,Urban,6.0,5.818142971143626,F,-0.30244121575570104,40194.925864350655,Yes,Married,Graduate School,Kyoto
40.0,Rural,5.0,4.6503996032585855,M,-0.5378303091415286,48655.045491293706,No,Single,College,Osaka
59.0,Suburban,3.0,4.243301749845093,F,-0.31833023093404766,72370.96874965212,No,Married,Graduate School,Osaka
38.0,Suburban,3.0,5.567775009176459,F,-0.39071288098083756,55905.91445069803,Yes,,,Kyoto
48.0,Urban,6.0,5.265512979763432,M,-0.12887946020948604,47720.81255582914,Yes,Single,College,Tokyo
45.0,Suburban,6.0,4.660942672293517,F,-0.08243255454547643,41382.16586505696,Yes,Divorced,High School,Osaka
48.0,Rural,3.0,5.2242398501932055,F,-0.25768022413081126,55755.74376458328,No,Married,College,Tokyo
48.0,Suburban,8.0,5.6998097944480985,F,-0.10489383446679491,43987.946177051286,Yes,Divorced,High School,Kyoto
54.0,Urban,6.0,5.456516463120735,F,-0.5023343220574058,49643.477598600926,Yes,Single,Graduate School,Osaka
46.0,Urban,5.0,3.7985597153169275,F,-0.09197192942768391,42959.03667463691,Yes,Single,College,Kyoto
52.0,Suburban,1.0,6.703100052905237,F,-0.6952079087673981,60408.34867913522,No,Divorced,High School,Kyoto
58.0,Suburban,2.0,4.173753386354221,M,-0.7518602061744342,64573.78295738867,Yes,Single,High School,Osaka
49.0,Rural,5.0,6.115499368933308,M,0.17672821431606411,70026.02104032789,No,Single,High School,Osaka
42.0,Urban,,5.080805673229601,F,-0.49855268832372224,59959.979826635354,Yes,Married,College,Osaka
32.0,Urban,3.0,4.551919180746866,F,0.058610307658643446,83758.0908518364,No,Divorced,College,Kyoto
42.0,Urban,2.0,3.8608882149762094,M,-0.1680401180617439,59278.32861996572,Yes,Single,Graduate School,Tokyo
39.0,Rural,5.0,5.211718718705624,M,0.09247689546350002,35067.48970312916,No,Married,Graduate School,Kyoto
43.0,Rural,5.0,3.0007861206548516,M,0.4422499064160951,73279.68291634064,No,Married,College,Tokyo
48.0,Rural,5.0,8.222595185584996,M,-0.04734790108821246,71252.96408447575,No,Married,College,Kyoto
55.0,Urban,5.0,4.4652436074808834,M,-0.5586380003525194,51141.02518463006,Yes,Single,Graduate School,Kyoto
51.0,Suburban,5.0,5.38423909901079,F,-0.0695630269169551,52791.16773176772,Yes,Divorced,High School,Osaka
56.0,Urban,2.0,5.040469088929887,M,0.22234122140778817,66250.00363810941,No,Single,High School,Osaka
52.0,Rural,3.0,5.539430503779361,F,-0.5006467018380705,54080.76499648622,Yes,Divorced,College,Kyoto
39.0,Suburban,3.0,3.056829359425294,M,-0.362402647589785,60428.067919638386,Yes,Divorced,Graduate School,Osaka
42.0,Urban,5.0,5.091821532364656,M,-0.30134303419071035,49986.49919102256,Yes,Divorced,High School,Osaka
54.0,Urban,6.0,3.3335764647244535,M,-0.42976820245086145,35879.97957323669,Yes,Divorced,College,Kyoto
46.0,Suburban,3.0,6.15845026341768,M,-0.5596565828706941,59551.89558691489,Yes,Divorced,Graduate School,
53.0,Rural,4.0,6.039666262479082,M,0.08771593052179227,43609.57819097326,No,Single,College,Osaka
59.0,Suburban,2.0,3.7693448609604525,M,-0.25718780693949495,42811.481008929964,Yes,Divorced,High School,Osaka
38.0,Rural,5.0,6.7955865968616465,F,-0.8515474573868196,56502.633978830956,No,Married,Graduate School,Tokyo
52.0,Rural,5.0,6.427681525205976,M,-0.036308753276432765,54503.345510281084,No,Married,High School,Kyoto
54.0,Rural,4.0,7.049288792654246,M,-0.1793558044707348,51182.29092167323,No,Married,College,Kyoto
57.0,Urban,5.0,5.011161726567886,F,-0.5727229590192862,42963.38324553832,Yes,Single,College,Kyoto
34.0,Rural,3.0,2.9618729286079657,F,-1.3082146879564795,50632.44567136621,,Single,High School,Kyoto
57.0,Urban,5.0,5.0546098741565215,M,-0.6416598669856319,44380.79081973414,Yes,Divorced,High School,Kyoto
47.0,Urban,3.0,6.531324148889332,M,-0.17281211361286178,62165.69027674092,Yes,Single,Graduate School,Tokyo
71.0,Rural,2.0,6.0566865336796685,F,0.08480368602347665,50582.41944798982,Yes,Single,High School,Kyoto
54.0,Rural,4.0,,M,-0.20691644188769223,34334.716992774425,No,Married,Graduate School,Kyoto
36.0,Suburban,6.0,4.346860433177366,F,-0.017287309448883376,43656.42203469696,Yes,Divorced,High School,Tokyo
52.0,Urban,4.0,3.1488817457991294,M,-0.7656740064805029,57310.8470388442,Yes,Divorced,High School,Kyoto
35.0,Urban,4.0,5.539845171413433,F,-0.003811995830865861,47248.93745943315,Yes,Married,,Tokyo
34.0,Rural,6.0,5.237167814080707,M,0.15151645706562217,38671.39738600247,Yes,Divorced,College,Kyoto
53.0,Urban,5.0,4.958929823734753,F,-0.3209122891971712,56121.37696729983,,Married,High School,Tokyo
48.0,Suburban,4.0,3.8643858836629965,M,-0.18882408791304614,38215.54436990581,No,Single,High School,
39.0,Suburban,3.0,3.8393836646814865,M,-0.6267349966139735,81244.93798266049,No,Married,College,Osaka
47.0,Rural,6.0,4.293622870776305,M,0.14943734873049436,29710.768080428435,Yes,Divorced,High School,Tokyo
38.0,Suburban,3.0,6.003998501046208,F,-0.6252910749752543,65941.92097895757,Yes,Divorced,Graduate School,Tokyo
42.0,Rural,5.0,6.09751987020442,F,-0.5257652651205689,98506.55944747334,No,Divorced,Graduate School,Osaka
61.0,Rural,6.0,5.360547646280444,M,-0.059068984671360625,36856.417030437755,Yes,Married,College,Kyoto
44.0,Suburban,1.0,4.408791054858666,F,-0.7501558614401663,61369.59268900196,Yes,Divorced,Graduate School,Tokyo
55.0,,6.0,6.350259430036659,F,-0.6012931188679489,39923.39605302555,Yes,Single,Graduate School,Osaka
54.0,Suburban,5.0,5.099992930137057,F,-0.5923255239790719,63450.19417309739,Yes,Single,High School,Osaka
43.0,Suburban,8.0,5.1506493509691165,M,-1.0098879680550055,52968.65431619591,No,Single,High School,Osaka
69.0,Suburban,4.0,6.015667515833771,M,0.318773702042233,64620.54347101439,No,Single,College,Osaka
48.0,Rural,6.0,4.18285550975336,M,-0.24719261656903743,55815.641804857216,Yes,Divorced,Graduate School,Kyoto
36.0,Urban,2.0,5.804150395898688,M,0.5369974506705834,51764.94401122689,Yes,Divorced,High School,Kyoto
49.0,Urban,3.0,4.8821035743059,M,-0.5671180874965245,51590.8699793629,Yes,Single,College,Tokyo
47.0,Urban,,4.644289705445768,M,0.39048187763093223,61926.73798095131,Yes,Single,High School,Kyoto
49.0,Urban,5.0,6.198718518028069,M,-0.16191710300770634,35649.22216160767,Yes,Married,,Tokyo
43.0,,4.0,4.773220872619638,F,-0.23425019080389323,51079.574509417405,Yes,Married,Graduate School,Tokyo
57.0,Urban,2.0,5.603294808035729,M,0.08715237729715869,57688.772152618905,Yes,Divorced,College,Kyoto
39.0,Urban,4.0,5.226703413580354,M,0.01650794162699956,50930.27873023927,Yes,Married,College,Kyoto
44.0,Suburban,3.0,6.056632906005861,M,0.28968679433860256,58503.754484760415,Yes,Divorced,High School,Tokyo
47.0,Suburban,3.0,3.653685822565568,,-0.30892472656638115,59676.38418311037,Yes,Divorced,Graduate School,Kyoto
45.0,Rural,6.0,5.5012020811646,F,,44290.75265569924,Yes,Single,High School,Osaka
58.0,Suburban,4.0,3.760709106895071,F,-0.28495052703697765,76902.04298008779,No,Married,High School,Tokyo
47.0,Suburban,4.0,7.23903130754149,M,-0.14549659561367778,53220.4299930845,No,Single,High School,
37.0,Urban,4.0,4.754804478069113,M,0.1254152154933078,39298.55185521217,Yes,,College,Kyoto
27.0,Suburban,4.0,6.309664371940636,F,-0.2911863926516346,60439.86838086386,No,Single,College,Osaka
41.0,Urban,2.0,3.283643440609393,M,-0.4472914218028817,67336.2636781295,Yes,Divorced,High School,Osaka
51.0,Rural,3.0,6.8565151294090185,F,0.32790898666599333,72867.3821791207,No,Single,Graduate School,Osaka
37.0,Rural,1.0,3.629486743039683,F,0.4083010900681131,46757.802737935075,No,Married,College,Kyoto
50.0,Urban,2.0,4.070004638992467,M,-0.8175419053723079,60693.82153188872,Yes,Divorced,High School,Tokyo
52.0,Suburban,3.0,5.031827053231565,F,0.055674385310512275,58381.36468439098,Yes,,College,Kyoto
55.0,Rural,7.0,4.65103808930543,M,-0.07146928536406749,46016.27822458121,No,Married,College,Kyoto
34.0,Urban,7.0,7.921136211815895,F,0.048824298176726455,35558.21334381296,Yes,Divorced,High School,Kyoto
45.0,Urban,6.0,4.885921960449603,F,-0.0749583785066151,29483.04551340028,Yes,Divorced,High School,Osaka
26.0,,4.0,4.686531117546497,F,-0.09413231028033786,49740.64275542745,No,Married,College,Osaka
50.0,Urban,7.0,7.333795455827756,M,-0.29984434147944106,91759.480334554,No,Single,High School,Tokyo
51.0,Urban,6.0,4.517430984713972,M,-0.23655654107057864,36159.78515845418,Yes,Single,College,Kyoto
45.0,Rural,4.0,3.1341509032534196,F,-0.4619750253642003,63062.63315546536,No,Single,College,Tokyo
28.0,Urban,4.0,5.035427164897729,F,-0.415243652468229,55924.7185615867,Yes,Divorced,High School,Osaka
37.0,Urban,3.0,3.9011602633793663,M,0.3205794244757909,53449.83212177743,Yes,Divorced,Graduate School,Kyoto
50.0,Urban,7.0,5.701626655297871,F,-0.36443875043723184,44044.99173048088,Yes,Single,Graduate School,Tokyo
45.0,Rural,3.0,4.779589614857028,M,,63959.27199173899,No,Married,High School,Tokyo
54.0,Rural,3.0,5.825185378623182,M,-0.4352363781833407,83033.67931026804,No,Married,College,Osaka
39.0,Urban,4.0,6.662565210745418,M,-0.7518755551796067,58257.299948765656,Yes,Divorced,College,Tokyo
46.0,Urban,5.0,5.550570010770123,M,-0.7639236798497595,49634.77222309442,Yes,Divorced,High School,Tokyo
50.0,Urban,5.0,4.095248309904953,M,-0.20952663937556093,51490.949661269486,Yes,Divorced,College,Kyoto
,Suburban,5.0,5.31765228786876,M,-0.36725388719216556,55722.16000972544,Yes,Married,College,Kyoto
55.0,Urban,4.0,6.344857191142282,M,-0.7175418962911154,56472.554964806906,Yes,Single,Graduate School,Osaka
54.0,Suburban,6.0,7.879232691987816,M,-0.17993332991617525,34696.396528937024,Yes,Married,High School,Osaka
45.0,Urban,,1.949218269530133,F,-0.09691732473310506,41414.156840198906,Yes,Single,High School,
45.0,Urban,,4.200275951592955,F,-0.8644188835425564,59679.33773300015,Yes,Divorced,High School,Osaka
