distribution_channel,promotion_effectiveness,pricing_strategy,customer_satisfaction,consumer_confidence,economic_conditions,advertising_spend,Sales,demographic_factors,Season,brand_image
Retailer,0.343853648885169,48208.58647707428,1.8877711416526846,1.4162414821128462,-1.2043466211108649,6210.24471960929,4673.557971613863,1,Rainy,0.5774666680783798
Retailer,-0.358850260903152,46362.24511201125,6.316509864597927,-0.5335538494011203,0.04060887206742005,5755.428555390713,5103.29498744652,2,Rainy,0.0721370197945935
Retailer,-0.393385594039257,48081.34888388495,2.4881304364404344,-2.5450495460157163,0.6983475895991911,2882.2292683886753,3042.3681484781796,2,Summer,-0.24415537389283082
Retailer,0.15490458537960997,61962.56765116906,3.985523604469595,1.7687128676060202,0.4619342936658558,4324.548538305795,6003.797647264884,0,Summer,0.1583336864575722
Distributor,0.55839403360532,53330.37958180033,4.454148073047834,0.9146304763300289,-0.664046759164723,2398.772704515639,6160.624048987096,1,Summer,-0.13233500266888062
Distributor,0.06908119230381427,64389.68821643416,5.983864104773762,-0.7199395527578336,-0.19908105126791661,2633.4062386515957,7107.4649404015345,1,Summer,0.35482728461848545
Retailer,0.489022628005847,63856.37097676161,3.2789834958063917,-1.3004956647163826,-2.835502093464776,4739.405736090825,3264.255304595313,1,Summer,-2.500790029398459
Retailer,1.325450859625859,51421.993225942075,5.67873341306885,0.9050485384444584,0.9161864594793672,7455.67680495894,6430.5576478498315,0,Rainy,-0.4084942553331183
Retailer,0.21164197147292113,78007.0631528999,3.6124129327434638,1.958148657871853,0.8043602952120981,5407.288810395401,6795.937909724171,2,Rainy,-0.4876312288062439
Retailer,-2.177923623851636,56120.220404432104,1.2384153202173733,0.2548986689442129,0.7768323962693673,5943.519569963218,2479.3026798024657,2,Summer,-0.05313840965741934
Retailer,-0.31381487898306915,42626.39583386265,6.27847860005684,-0.25128342823671035,0.6908347972850034,2554.245626620487,3303.7667825598674,2,Summer,-1.808625931080603
Internet,0.24809367037094246,63769.36814024773,3.1864583493388823,0.21075962414940952,-1.1329687767809133,1239.3141593902892,4421.476766993382,1,Summer,-0.58711482737167
Retailer,0.7014820337416039,44122.93226382784,6.0015444905388176,2.214404935558379,-0.08555059741330875,5889.318444673777,5379.834044345862,1,Rainy,-0.5965002188022454
Distributor,,45149.131921263746,5.685243602545962,-0.1463311110077612,0.2938015104442871,6371.675563440684,5455.580794739046,0,,-0.3322233943004189
Retailer,0.17790704632845206,55702.398822093586,3.8015637744544075,0.9782119029955546,-0.15787909692928248,6284.118157564864,6322.400509067057,2,Rainy,1.3067166777263268
Distributor,0.6939538945644511,80896.40007667505,7.230703973565479,1.3433029156986662,0.41622809479602774,5260.579157967166,9947.026436332568,0,Rainy,0.451437620066737
Retailer,2.081885799041296,56408.644260009605,5.975494965647544,0.1295439227649127,0.7160668515688582,6380.988502129929,7132.951286100061,1,Summer,-0.21272439545996108
Retailer,-0.7327966639505842,42634.404933152706,3.9538513160330107,1.7538281197070467,0.4479379532756197,3334.6558745770044,4482.270078507693,0,Summer,0.2778768635892174
Retailer,0.7352720976860063,55576.085447796824,6.303594419448643,-1.1366456857839315,0.3216926871499501,6238.512324376619,6747.294082738599,0,Rainy,0.12541362221297184
Retailer,-1.0041629297373034,61315.569967248826,6.374982198188493,-0.13523632883692502,1.4571216229579345,2663.6832238895663,4561.677731772944,1,Summer,-1.6449078682140088
Internet,-0.6840178370037321,53968.98043658708,5.958406249022045,-0.04732827119562713,0.8629064203202668,5499.053655037873,4766.72446709272,0,Summer,0.4843372175196996
Retailer,-0.6523413563322656,54118.43758976349,3.7059540598368104,-0.28431169711830134,-0.8771715587588093,3911.2798184211533,3217.602906126275,1,Summer,-1.410767813439407
Retailer,-1.436199389182502,63690.37668107524,3.970177392633892,1.104838511799817,-0.6574071910040012,1785.1240665372675,4478.793340971437,2,Summer,-0.78088867378618
Internet,0.41580923927604485,64945.087762697935,4.362853118313673,0.12505245143310376,2.227879137584459,4724.204687994127,5995.130819431103,2,Summer,1.5554364823995372
Distributor,0.24487416419447489,48259.197785157514,5.526107129590483,0.1510843759454978,-0.7682293195321971,3281.0307002084783,6981.946948819337,0,Summer,0.9456058797007988
Retailer,-1.1080730471805247,79665.2260819979,3.6162459875475257,-0.9577293512203512,0.9208606081686116,6646.062338111829,5029.500098750008,1,Rainy,-0.47392158892733965
Retailer,-1.033857428161868,57214.27944374782,6.422571903595986,0.5566447109473714,-0.3493135385904532,5665.494907679024,5047.7960477267225,0,Rainy,-0.5250255384320107
Retailer,0.2697960313229927,39049.94473033154,3.7900087574277297,-1.6315608765474268,-0.28966144998831256,7953.861739702834,3944.85927748344,0,Summer,0.6252141528087741
Internet,-1.5836427513322855,73265.47395414181,2.9008840099642645,-0.12197782132970815,-0.28843212854620126,3138.3702305041284,4240.075090468687,1,Summer,0.5244698582763204
Retailer,0.790225790969367,37249.25841802267,6.152317476894161,0.9598162290890279,-0.46062019769642465,4953.787431310362,5746.627162076552,1,Summer,0.38220440047851784
Retailer,,48897.45293590066,6.205030440091042,0.7394733500930238,0.3667359650827181,5621.043795776674,5650.20009175988,1,,-0.7661714708575091
Distributor,-1.165123359192402,58525.954631057255,4.7962391284033865,-0.7554118960414187,0.6373983523936648,4686.745888411115,4936.420881086951,2,Rainy,-0.16576258983121883
Internet,-2.5293064565162684,57407.26900231313,7.631430065011768,-1.8866979433115518,-0.10528840169144368,5414.534624632205,3193.8691082790847,1,Summer,-1.008797185067125
Retailer,,49560.26564243297,5.017018263651777,-0.13902472647314437,-0.341095768198511,7823.389719636694,4958.86652524725,2,,0.856836029936538
Retailer,-1.0935386826756885,28726.23918760735,10.0,-0.7363443402765729,-0.25857304050335883,4805.341516384018,4604.160787530145,1,Rainy,-0.4400811861394926
Internet,0.919477177509068,35865.59770243388,6.8117989568353305,0.7801530984096244,0.37320680440181475,7600.551722316599,4758.992603461991,1,Summer,-0.08383014318839495
Retailer,0.8077822870346335,63109.944460911305,3.373405975407678,0.23993047532026507,0.6901646456509168,4931.593328850051,5577.654832802629,2,Rainy,-0.2826030051502336
Retailer,-0.8314488379196385,84092.61196397456,4.276610787710204,-0.11631237711732716,-0.20257131609780646,6342.2981314731205,5980.230585376847,1,Summer,-0.16375426464654738
Distributor,1.3965129686981266,78255.91115869745,3.1407668132549125,0.30920375088498525,-0.30906455787558745,3826.527383254168,7994.682283992364,2,Summer,0.5829039587491167
Distributor,-1.534890343979465,87209.44126821352,7.930390769916723,-0.6609358778321952,0.1534958479553695,4208.362440864023,7620.954916481365,0,Rainy,-0.4454665222659922
Retailer,-1.1539580930773117,45893.36824204613,6.402804566840688,-2.127909176767476,-0.8331422205561619,5667.44500037432,3941.637553873989,1,Rainy,0.35416288372981986
Distributor,1.623613835979739,50406.49520894516,3.9848786586794973,-0.06350285367170734,2.543810991834374,3965.8082613062616,6904.771365473611,1,Rainy,0.8214197221377422
Distributor,0.19013940811106436,53125.3255956221,4.098528347852318,1.4192287698422756,1.3696418470392038,8284.79715383214,5083.580235645604,0,Summer,-1.3121889705910221
Retailer,1.9795850249953573,54742.18269844281,5.48268836519166,1.1217396943275355,0.12291521923246006,6695.106393239435,6890.897838825378,1,Rainy,-0.7714515978685481
Retailer,-0.22200005990853375,59461.973759472865,7.24564395448485,1.5206892802877,0.8047851173960562,2480.0009478961947,7761.324691271731,1,Summer,0.955274376127873
Retailer,1.065019627421303,63922.0148003057,7.179766952455207,0.7978580651526419,0.5849848283332283,5798.8625386145595,7789.753728122817,0,Summer,0.0847044497365272
Retailer,1.1326371963242443,50644.15609250404,3.8607085988311294,1.8492571007038252,-0.13272742967498294,4166.179484907378,5182.35384894528,2,Rainy,-1.6281297418240637
Retailer,0.3126982077304848,36200.315938974665,5.914436175185068,-0.9982095593358575,0.27664608997040546,7442.765983839536,4240.5659340513275,0,Summer,-0.12868497942550633
Internet,1.2075997418640956,53281.47976581624,4.126195249601267,-0.7768009564397803,1.430902395627286,6735.551568865628,3562.422795723687,1,Rainy,-1.8294573466954789
Retailer,-0.4605340513217329,71127.1404361479,5.642696500159504,-0.12463853082534233,2.6672083019036563,642.168486781422,6404.007973657497,0,Summer,0.2283187821856857
Internet,-0.2946303785930181,70403.10593035781,3.713921235637208,0.5757023667193591,-2.466807901780647,4836.733431301042,5523.5898956406745,2,Rainy,0.5948415262333494
Retailer,0.32665357926959415,67200.45626947276,5.403094660627387,-0.26455593798562493,-0.1272453255684729,2819.915208261177,7771.068279491934,2,Summer,2.1429547059489655
Distributor,,63032.441422508586,7.030379521238666,-0.018215806280664278,0.9611502870945954,2918.9723260078563,6755.117064125239,2,,-1.2742466584285719
Retailer,0.08873688410297706,50332.42243787706,4.898210872502194,-0.6625988334645698,0.1293308534005371,4583.712255801912,4838.288520576931,1,Summer,-0.5685742784146582
Retailer,-0.4743913896481573,57113.054503762265,6.203609255242226,0.8269026565247531,0.1703228528233282,2491.0570639498687,5738.872260787749,0,Rainy,-0.4757835645917125
Retailer,-0.8629569035054246,65350.63925539895,3.132703238746897,1.6090926983508376,0.1524798496361319,4383.729220661717,5228.3117748071945,0,Summer,-0.21613261336475664
Internet,-0.6850030013210354,51329.104503491806,4.283972697894595,-0.20334966635538995,-0.8935988418627557,6860.150468386775,2676.27647786599,0,Rainy,-1.6520432702604928
Retailer,-0.83323813015352,43282.76865102259,4.7134366475033,-2.1157491338215246,1.257947721470377,6064.014890015797,2469.127478129079,1,Summer,-0.8846204092512772
Retailer,-1.1935713899815268,71134.35472583392,6.130793734276818,1.119226415404157,0.3795320180337275,8038.49293826225,5275.199209418986,0,Summer,-1.6326300328794192
Retailer,0.5789672472219287,35646.68633693436,4.947398346352243,1.398602354278419,0.6640741499288019,3399.760073081981,5427.898205371795,0,Summer,1.262405372238494
Retailer,0.6796394290225167,53696.33824262976,8.028544868848034,0.5050961835505043,1.766142835025344,3341.7428638104975,7188.092019206296,1,Rainy,0.6448403183783816
Retailer,-0.8771335927636256,85784.8189388246,6.120962180322931,-0.5563236126147735,-0.7750131543757602,5628.278823743918,6750.587531584588,0,Rainy,0.236822076643137
Retailer,1.6179494341455827,75596.14431375772,5.985100380047251,-0.04647292735668468,-0.12105996171222813,6734.254171956983,6489.120708040131,1,Rainy,-2.0555765675258857
Retailer,0.7269025328268234,90008.33637415507,5.822224509374294,0.952576412092278,0.833759956799958,5431.283316605507,9145.311489596968,1,Summer,0.8042121316622963
Retailer,-0.8423793406494458,54552.58637814934,6.3412929506736795,0.44025180290869104,0.7077613922906313,5941.406494929767,7324.271557229987,2,Summer,2.4958803845626885
Retailer,-0.5196264511839724,57730.34652494793,6.406745048556586,0.8016511427799445,-1.2400863745907253,6491.472283641668,5780.02219303488,1,Rainy,-0.6713863977521636
Internet,1.849311618368805,53460.48796743509,8.122470019472155,-0.5347499474259956,1.5736187470164906,4314.761475497538,6928.972635715133,2,Rainy,-0.3440471353646401
Internet,-0.5023832958013448,48971.1737385895,4.427515644471185,-0.36650993628874623,-0.6123950444002881,5223.324804713971,4652.460024470279,2,Summer,1.2826614787293333
Retailer,-0.6823196269591901,54882.94834860914,5.181542349843476,1.0526354811402008,-0.5065077360779671,7741.115868064073,4784.89480844835,2,Rainy,-0.10086171413650503
Retailer,0.4128809693105631,41395.82253044914,6.123194735152519,-0.6143731826885778,-1.3329241189938181,3203.6485878770864,4330.424875286849,2,Rainy,-1.0868336274733965
Distributor,-0.413298854284008,51342.53815242746,2.118092803399956,-0.4679076069364412,-0.07852334545571438,5508.605741066499,4686.2732625972285,2,Rainy,0.45691201933318987
Distributor,0.21535554934282478,43842.80687927534,6.470516774110147,-1.0157764806796044,-0.254896713791165,4550.6764307083295,6989.292174765404,0,Summer,1.4829393738938703
Distributor,-1.2853670761735887,67142.12661281353,7.1745518337933785,0.5750210920420946,-0.8643345976438424,6697.735648294606,7358.269508473345,0,Summer,0.44758174817970336
Retailer,1.426083787269829,45598.72216222434,5.022210825769018,-0.09553888876261735,0.000852786024582643,3265.0315171218786,5939.401080350505,1,Summer,0.45625936554590835
Retailer,-1.0264937089309998,54517.38647039061,5.428846242460602,-0.49910463251470666,1.2797393846375984,4459.514556211717,4422.043754563603,1,Rainy,-1.1793219752778998
Retailer,1.1898799532378874,62147.64684096731,7.895448222868874,1.0652711435510251,0.22750343289008312,4772.622886583679,8206.240046805517,2,Summer,0.5788934056244688
Retailer,0.3273929208999515,71423.29433341202,4.235354313950158,-0.766541882495007,-0.43362474720920174,6636.658370415404,5737.711853873143,2,Rainy,-0.029191315357563603
Retailer,-0.5214181192010587,66064.41378733377,5.227395731604768,-0.6062435203200346,-1.6837498602920826,4673.390039012085,6091.8924572989345,2,Summer,0.36010400988139213
Retailer,,65950.81436284981,3.602607471912699,0.004254667820317644,2.129511731820947,5125.212417721752,6399.856308948429,0,,1.3241483907171192
Retailer,,52831.398911873,5.571566435339823,0.15518611995724224,-0.6967680961195993,3937.6082570184712,8281.602027993513,0,,0.08476183521154455
Retailer,0.49952293004774095,75312.19585498431,5.59057839206063,-0.14139064611527516,1.6015894362330543,6473.661964677294,7530.051055657234,2,Rainy,0.446840497685767
Retailer,-0.8147135323605811,65482.643858435586,4.672140261994418,1.6407820464772236,0.2537729518433299,3811.572292797621,6745.735854321871,0,Rainy,1.0215661420355429
Retailer,,61509.283579578085,5.059349258141254,1.6366034426822598,-0.03241623367922019,5913.357103145449,5825.834946983414,1,,0.4452340252099116
Retailer,1.5504124427551362,46433.40551681349,7.058641479529039,0.6324898747340058,-0.3497294036580353,3689.994765499436,6592.211026736511,1,Summer,-0.4609848763080607
Internet,1.6280880256854964,71812.13911743484,5.002785973446653,0.3441604352363703,0.38579756648766095,4457.109900835026,8859.634817713457,0,Rainy,2.8310753092098766
Internet,-0.5541385147208272,46769.61824780906,4.590239166883261,-0.21668404667572463,-0.615202104580758,5621.287692262499,4545.205894844087,0,Rainy,1.4794165782659734
Retailer,-1.7701180442028648,43223.28012878337,4.376657258469034,1.4000732947959573,0.37982454735373666,5768.288435034596,4927.355933078122,1,Rainy,1.8611224402240827
Retailer,-0.8302599126159202,50777.90515064457,6.906098522466574,-1.939231756078614,0.8398354570425683,6034.719442884488,4995.7340504759995,0,Summer,0.28140739088838485
Internet,-0.6429719842682242,66277.70741200061,1.9177030717855268,-0.19841416254746347,-0.7462063827471781,4018.1907891826713,3819.6362020593833,1,Rainy,0.6676169670448747
Retailer,2.195181137288574,66516.42663413574,6.101791739411117,-0.36464162812485074,1.7551042033906246,6907.3119287242425,8060.643139353623,2,Summer,-0.07929813449352463
Retailer,0.2615864200907036,81447.97971553604,5.416463949013685,1.0144840694382138,1.1593661706128022,4410.114963266843,7270.149131660659,2,Rainy,-0.032493667796687484
Internet,-1.858673998486903,66722.0420180199,4.784313383382005,0.7636537256705451,1.4098094514435087,4056.9739898068774,3454.042091729566,1,Rainy,-0.7870851375900316
Retailer,0.3653793626894597,51069.6398355997,4.185578519885063,-0.03467062693858929,1.9951462350215832,7639.835536284696,5933.034785271974,2,Rainy,1.1999531331258426
Retailer,-0.30110916579541347,23307.603040235204,5.822676036487082,0.4603960822780483,0.3266582318060106,5810.094064831632,3778.01544886098,2,Rainy,0.6227971554514181
Retailer,1.4936736584095225,42650.75349295528,3.002523282821998,1.344879938196855,0.2266424203305422,4099.969210717405,4506.056071246833,2,Summer,-1.7625578068878134
Retailer,-2.4403370281480092,66470.63916531732,4.02819448808932,0.7645563662962471,-0.41021794328799693,3784.5075239223916,4425.831861097305,1,Summer,0.41415786711572233
Retailer,,61863.95006439368,6.15631393325878,-1.1194006520590616,-0.014027294636006719,5335.362082678668,5942.01496435878,2,,0.3113248533247005
Retailer,1.094114737405226,78192.36887250665,4.545525350428165,-0.5177506265559274,-0.6908326395214036,4123.492863405117,6965.35937825047,0,Rainy,-0.21594541883816348
Retailer,0.513784103580561,58011.62410116254,4.828149942749938,-1.0842551483440517,-0.6124502058346657,7255.534476843362,5610.233744553982,1,Rainy,0.6243736999979528
Retailer,-0.3939581533110502,47103.46413157112,6.497367423908003,1.21061386458512,0.199027954919724,4451.329593225814,5357.191116207796,2,Summer,-0.39786328086228223
Distributor,-1.0689212102676582,61998.05701201158,6.97081056594994,-1.1730148912930205,1.277956403689592,2160.798675607921,6540.444006066805,0,Rainy,0.7121980608906732
Internet,0.36069781745323415,31895.39647396208,6.185118397913163,-2.432073318842559,-0.5138965830496798,8324.191102352659,3039.0600718872374,1,Rainy,-0.534813363887851
Retailer,0.05075217845647123,62940.15575353033,3.790554049875622,-0.4009861977423088,0.6279636648879442,6832.985388475522,3946.917822989221,1,Summer,-1.4603145275073128
Retailer,1.2968946704266269,43813.375618532926,3.6257255187514836,-0.0484891122298074,0.6393174266148951,5875.651190133882,5254.147037350385,1,Summer,0.6332528704814996
Distributor,0.43006403299491275,56087.45761626499,5.093684831358201,0.8828310445312543,0.059608868130780875,5574.697951486359,7506.274091727953,0,Summer,0.8821888204789352
Retailer,0.20056156268506423,23273.07189922627,5.838876227331534,-0.27948109379202746,1.520196937722049,5869.94012809503,3193.706575364798,0,Rainy,-0.8008068375347714
Retailer,-0.9497501037877498,49989.462344223895,4.4015071502987455,-2.3189474675642763,0.11066976367301364,6672.941306108945,3786.2806788892276,0,Rainy,0.36202443037664644
Retailer,0.2379379594053766,53898.44387004128,4.792575924221627,1.766149892769914,0.9115204335722018,5904.671476577313,5891.117222163596,2,Rainy,-0.5804100239122107
Retailer,-0.29640991550437834,66072.1158835253,6.6597395499580125,-0.5222066238967745,-0.37549158063273963,6027.885209117245,6031.624321041107,0,Rainy,-1.0563805093101164
Retailer,,31412.210564430556,4.833269498644775,-0.29124509612105,1.513908250543211,3792.182432786691,4807.1664898858635,1,,-0.29514654483462227
Retailer,0.36404304892013295,51348.82918687815,4.805372580585359,-1.041190547897054,0.3890742805796162,4466.882653255962,5435.285693397481,2,Summer,0.4716975559333133
Distributor,,57668.499121007684,5.149145281735687,-0.267961760381728,-1.0317211476560382,4624.507987064053,5662.269038375245,1,,-0.21497057431644667
Distributor,0.5174428093734421,57710.23241612544,3.6310423969046615,-0.28493681282094857,-0.20634068389554286,4702.213640463304,7011.455271188611,0,Summer,1.8999980370617475
Distributor,1.2167827583894093,68286.94619141046,4.932777963101688,-0.0864354970070404,-0.5494985760816608,3961.941180812665,7500.861369475713,1,Rainy,-0.35931970811366915
Retailer,0.7119367249392757,61347.23535678214,4.893680356761836,1.3777737688582652,0.4130821025576676,3518.7188602708047,7449.19446826742,2,Rainy,0.9206516818202491
Internet,1.3465852492919979,71555.38545404281,3.8449613279483286,-0.6041818780486525,0.54348815011726,7127.119695835954,5573.963016143875,2,Rainy,-1.036447366656208
Retailer,0.18130727024031146,82071.94809303133,3.0714301437555007,-0.006495101654957232,-1.0878177776724953,7741.334200614191,5784.248280306329,0,Rainy,-0.2775817247136792
Retailer,1.7608988857895294,34430.05076083283,7.067361150396165,0.011396063060973873,0.2524450306507417,4658.432933274218,5331.57147192821,1,Summer,-0.9606880735467241
Retailer,0.4356184202950228,61126.93208056541,4.148414296398569,1.1170312656249812,0.5423751240530496,4558.984403788988,5646.881069280422,2,Summer,-1.1398229697816977
Retailer,0.677160420517456,32510.136312271145,5.63668426008734,1.1457021673349876,0.25937085590744485,5611.257384380556,4353.9631253962125,0,Summer,-0.9510894100892826
Internet,1.5803423306768345,46064.969077345275,3.438307587667816,1.1311440223716986,0.2825136279951969,6944.885597904877,3514.1894953469573,0,Rainy,-1.7200093890737953
Retailer,,61960.71331822786,6.56085346028246,-1.1940698272715695,-0.21178764886284338,2151.758895623732,5660.092908419412,0,,-1.1263186509302727
Internet,0.48302847468759896,64132.090522299244,5.557039960801682,0.1351664680393851,-0.16618555738158095,6324.398679027778,6347.089398404722,1,Summer,0.4521327775924337
Retailer,1.2276424682644003,43000.03235734629,6.607891034210229,1.3535339272106424,-3.1167282403562053,4197.587811147192,6688.869996350031,1,Summer,0.13276594932635527
Retailer,0.375432892321137,68755.45420413687,3.5349995627874016,-0.34854836744172896,-0.5211087300931662,6042.706734173712,7019.415705991043,0,Summer,1.351651641986776
Retailer,-0.7557567246173778,77924.29584319796,6.173660593536528,0.3546967472956983,-0.5469082073726058,3512.1223804880265,6002.593520326032,2,Summer,-1.0328843601560334
Retailer,0.7289028271632392,67420.9278997417,3.64415992450087,1.7421062546551271,-0.6540232238880077,4536.8985446647475,5840.7922829531535,1,Rainy,-1.011502698820806
Retailer,0.026923739869433767,62792.32129768578,6.5722535447167,1.480326550733398,-0.06417405844830704,6202.538388599699,7007.583912042241,2,Rainy,-0.1950348273148757
Retailer,1.4827878507781904,60391.293938719384,5.812904990392803,0.7161203649097136,-1.0867118299928655,2532.017483734096,8371.494635032766,1,Rainy,1.3295561404669543
Distributor,0.6281580413525181,61515.43600982433,5.696312333668506,-0.15344596246143882,0.28858935238011885,8526.2519347649,6239.505228293704,0,Summer,-1.0029737417002502
Retailer,,55482.10265986578,6.121441075578061,0.2626908704578443,0.38077254264879157,3410.61730749209,4568.063677006611,0,,-1.8045158571041973
Retailer,-0.8718009048754092,64552.19607403675,6.471870120886573,0.4847951427210995,1.352994362246581,6324.636534077712,6373.092735292876,1,Rainy,0.32888730220800577
Internet,-1.7715579481055286,76649.06600912477,6.647602577371148,-0.01014110464736134,-0.19764161125382548,3007.5836554995435,4701.285813603934,1,Summer,-0.9849096864835003
Internet,-1.6697700598674357,71761.83056234781,2.6664584919939456,-0.4847198742529998,0.3633239925786713,4821.592944461995,3088.146820919628,1,Summer,-0.3661568272137041
Internet,0.7868128775686875,56298.668491490724,2.973191402581348,1.0064348389222812,0.051206753970054,4087.0847678002992,3260.880328707979,0,Summer,-1.807406000410972
Distributor,-0.45534997599201843,66249.5114516451,5.212518522898474,-0.460772465957927,-0.4940139079171965,2927.4487956977678,5997.941463653038,2,Rainy,-0.7954487167221957
Retailer,1.6933709439918603,53545.760813722,4.750258448022798,0.9168864627609625,1.2276517851481257,5693.356597520736,5767.741179662594,1,Rainy,-1.8395281684777822
Retailer,-0.9297058400484568,91683.32191981073,4.586788060212713,-0.5575117836197092,-0.46202252042720326,5060.4701441954985,6826.544020535714,2,Rainy,0.6939200178983713
Internet,-0.04230762463695157,77820.17939493246,6.958171240227033,-0.3790997775279675,0.17823237964288072,3615.6087665785185,7312.25337043655,2,Summer,0.9256647326288968
Retailer,-1.9230876300378288,48315.35609052957,4.154051343545207,-0.738824637346829,0.15000345581074193,5336.129261593582,2417.2979284410976,2,Rainy,-1.6098562131479779
Retailer,-0.5129941383253022,56868.64043290926,7.187930331368972,0.7908959176053135,0.3139402037847991,4241.221378208097,5832.580368896851,1,Rainy,-0.6285762689464547
Retailer,-1.5953022347748578,58199.51841386682,8.781457882820687,-0.5681429650641514,-0.91794471431704,4249.287141531543,5681.517512487274,0,Rainy,-0.15676193653541412
Retailer,,56538.17406660248,5.353851183790513,-0.6836278735783267,-0.032453020994264774,5280.231764763324,4912.7505131175385,2,,-1.7144302301830618
Distributor,1.1365533196113133,46855.67127574689,5.034097186795087,-2.387780896364396,-0.34546965019425097,5006.094539822275,6405.4941502582415,0,Rainy,1.129937191886599
Retailer,-1.6487651949506597,56775.59828233462,5.973669013132862,-0.36960045326814883,1.228162942635936,3960.8343635778847,3240.3742431267724,2,Summer,-1.5355279542440423
Retailer,-1.0563438252184776,46234.75404636166,5.722798203497827,0.7257853722615208,-0.14599413441776135,4148.024974247346,3673.2655422155535,1,Rainy,-2.2248546111847607
Internet,,40968.349297429086,3.916813744735543,0.5779823487685515,1.0723184948323001,1786.5014815921495,5222.185054670651,2,,1.3030763269273167
Internet,1.2494197969577625,51031.847915963735,4.089274828521606,0.3776336191705626,-0.07166057601146981,3491.416411936842,4424.280306988157,2,Rainy,-0.6289011582998386
Retailer,-0.24396282338703665,44295.02716812831,4.274487008803055,0.908149660702737,-0.10878998181425371,5652.878349266829,5442.069773697731,2,Summer,1.1576019012705034
Distributor,2.3809409983952277,50964.27996964929,5.46936928375242,1.789751256575357,0.05582666210365756,6566.253871440447,8530.433313321468,2,Rainy,0.4060021663916117
Retailer,-0.4149772294952559,28746.323419724195,2.6556289924225154,0.009202067027454769,-0.39195026897671276,2310.5769630132013,2472.260236798476,0,Summer,-0.41235595328173014
Distributor,0.2281897459088297,81221.40673831219,7.090815350522115,-0.3811751187519791,-0.224131509469714,4740.784887349579,8199.968885978742,0,Rainy,-0.5300217027639473
Retailer,-1.7014201864097824,49181.93082434434,7.172492615145381,0.5964193452188711,-1.4740422106108197,2757.4549034798933,5004.250394883473,0,Summer,0.4270760630137579
Distributor,-2.0998298253707173,70957.29217015016,4.6576201639311945,0.28655017644522224,0.30814258605316386,5768.10094169371,5218.157194466591,1,Summer,-0.5446259117688323
Retailer,,41827.77475166656,5.516762363835201,-0.0492525882493376,0.6222018975405367,2617.4996275124954,4013.845594308261,2,,-1.4125259228782578
Distributor,0.6350355978468321,67268.41957095673,4.691316086661179,0.2648122243347495,1.5200996329792775,2689.788751677744,6959.00836218867,0,Summer,-0.3913038597103775
Internet,-0.7463010215052794,33639.88254445742,5.248204743294076,-1.0719546728397586,-0.7258944660207517,4369.033895246778,3540.1262605669876,1,Rainy,1.198616793039997
Retailer,-1.739117524386911,60360.33341770981,1.112829135184711,-0.3892857208586304,-0.06795019436889405,4050.958863933426,2763.0695299384493,2,Summer,0.6245239308586241
Retailer,1.4151848731605519,53110.06383646013,3.824886179516617,0.1726408816980572,-0.49030785597896015,9794.761319177836,6481.1766242332715,0,Rainy,0.8741353521442071
Distributor,0.11814475565551806,68734.64428609546,1.6441234283210222,2.270164671191289,-1.195512648910626,5872.903107230888,7149.261779083091,1,Rainy,1.5324319125272692
Distributor,-1.0237450862005417,60625.04568052827,8.209518891250086,-1.077471777509518,-0.3502173469968104,2780.0909392567137,6034.500176685955,1,Summer,-0.9101286682479213
Retailer,-0.20350329106818318,46019.639811906665,4.446003794131221,0.9863518964119979,-0.275416042276526,5119.224467802959,4504.4891732188025,0,Rainy,-0.538582118339798
Retailer,-0.6512275315595224,45360.63622694635,6.033354316167649,0.7697159514727545,1.1854752912291546,4432.183872367494,4548.8553199809485,1,Rainy,-0.8280476541035124
Distributor,0.2761925145517745,28690.529369829394,5.006553128670003,-1.5001769409146508,-1.2193247911682668,4617.738885769938,4075.5188259102288,1,Summer,-0.5631566602310694
Retailer,1.3520733241031389,74026.97783954519,5.229304383060935,0.3427040442095977,-0.4027388371457751,5419.937431625685,8651.666476872857,2,Summer,1.262783365614555
Retailer,0.5000763156017014,71876.3244679465,5.835963150158309,-0.3578411675694916,-0.8456975052656113,4224.550514206155,6696.8257492620305,1,Rainy,-1.2603361546424432
Retailer,0.9186664569894715,55807.02531338598,6.773026981864308,-0.7366799445304427,-0.436239878011583,4923.4447193257365,6602.483864749883,2,Summer,0.423016156230173
Distributor,,55032.15653073443,3.512825903068978,0.7705435252056275,0.6117803854859765,7917.352226335563,6545.812351980634,1,,-0.09798860439003185
Internet,0.9290184446828316,39386.090600026415,6.31933462025218,-0.4434029542508434,-0.4065221743486119,4402.00744325785,5440.945565743164,0,Rainy,1.0474428932065012
Internet,1.0513617230450854,48814.900554677195,6.444232792968603,1.7026550218820793,-1.1502901629352715,5003.965652031735,7254.077781658722,0,Summer,1.4792687318219568
Retailer,-1.8920641596149559,22287.33674342602,4.664082355874735,0.5617611732526928,-0.8053868271461304,6028.484156879428,2271.5032011957114,0,Summer,-0.018168498916848196
Retailer,-0.3845677343572387,46884.27171322487,3.4635152718953317,-0.18425999595592668,0.5528094582144469,7309.938481478086,4757.3172741069475,2,Rainy,1.7998348954606667
Retailer,-0.7448819268682048,46793.19695592405,8.61771761148618,-1.1051608473078178,-0.43108621941922476,6126.334233089776,5193.464880509931,0,Rainy,-0.7244182591528988
