Marital Status,Children age,Gender,Satisfaction,Annual Income,Happiness level
Single,6,Female,56.22603541459749,33328.79283951045,62.99846330171648
Single,13,Male,63.186304025091005,63125.343506423575,61.792645413487115
Single,13,Male,59.67158109683025,73182.59879033541,49.22580451839739
Married,6,Female,90.9085552619324,34552.20103171995,100.6654444224659
Married,8,Female,5.256313710303829,90063.35122786282,12.541959556128525
Single,7,Female,36.8823576737875,36364.98170609285,22.229626798445985
Married,5,Female,90.93510607125768,23261.11192879415,99.41040782272239
Divorced,9,Female,35.56546100209688,42570.25676458888,44.51753770643548
Divorced,7,Female,53.19932053479106,28119.052147900955,58.991179109783346
Single,8,Female,34.21823405884287,35062.32798827793,32.382717840252916
Divorced,13,Female,71.78707261226648,63488.768067466255,74.89824622988945
Married,6,Male,89.9689333887729,30029.00751009593,69.4262331459617
Single,6,Female,90.5772812396797,39470.29428482752,91.19352813736575
Married,7,Female,36.43471843190236,37124.516501253274,41.98685648197311
Married,9,Male,46.10631300600182,38712.55641466138,48.413418651096016
Single,13,Female,61.84152895070856,68673.94509447497,62.525861417742384
Divorced,6,Female,86.87734513630224,33732.02516301867,91.02143892318492
Divorced,13,Male,65.84678136291988,65796.62193422538,47.67490515733803
Married,9,Female,19.03812601110579,83495.59152820458,6.273210412281685
Divorced,9,Female,12.332991018147688,87135.6217140125,27.976829922982468
Divorced,8,Male,30.024163035886623,38472.56194137759,17.990110799194653
Divorced,9,Female,27.164459266657403,38475.97599895789,11.743929055711632
Married,9,Female,18.41370813610663,87617.76451414423,10.203359342598167
Divorced,6,Female,46.554626800922115,31730.406199171324,44.439792027902016
Married,6,Male,85.84327088550204,40299.67749921097,80.73364261674993
Single,5,Female,76.57067110759397,35313.977036729564,68.21877840060097
Married,7,Male,28.803991892093205,22775.33618970043,28.960556161247073
Married,13,Female,73.00854288193322,61607.45922618755,81.37076973714234
Divorced,10,Female,27.10984348153789,29265.535846888557,21.892224174294732
Married,10,Male,37.45061482515846,36302.311231068794,41.232368039168385
Single,9,Female,32.537743127482834,36569.22706358265,35.17370441290236
Married,8,Male,13.2441118241521,86484.43792441438,17.465450269662476
Married,13,Male,69.46188937279439,59131.3467515365,62.59202647850143
Divorced,8,Male,34.60558330283246,37795.64644864939,38.69856224837248
Single,7,Male,54.17962660539558,33399.05489745531,71.32183414852162
Divorced,7,Male,51.930158759745055,28950.969363942488,50.7867368084707
Married,6,Female,68.86286516468373,28453.44671589123,72.66797382394532
Single,8,Female,32.163494754690845,31275.528971863245,33.98435870981138
Single,8,Female,42.82950067775545,43659.830339989036,35.10119744216779
Divorced,14,Female,64.31808983870727,74913.8798166312,48.46830987004492
Married,7,Female,59.17302779032745,28956.050421871718,67.27558730759081
Married,7,Male,47.2981872490679,46800.19466596947,49.573673362144866
Married,9,Male,26.714323267998736,86923.6948510445,25.001180050905937
Single,12,Female,64.98051227251392,67547.43735434562,71.64765347908636
Married,13,Male,66.55850912892475,64238.218616118116,53.49342634486391
Divorced,13,Female,66.4096433829881,71708.29733314045,62.21249379854391
Married,9,Male,35.75421877350056,33861.103822855825,40.28515609795626
Single,8,Female,17.10233489051691,39372.075400227266,13.767490146953898
Married,13,Female,66.40991895631582,64133.68381290915,41.30154009383254
Divorced,6,Female,55.09926223704041,39667.27371423472,52.651505379695884
Married,6,Female,84.31207217639951,45328.80371480915,90.27078403936946
Single,9,Female,35.40044986459533,42934.65053580921,21.320120102746607
Divorced,7,Male,55.71355401046826,27889.925507632346,40.63154756423687
Married,9,Male,23.857020720228057,91297.84114100796,22.326650349254724
Single,6,Female,87.51233201241611,34384.60935444651,82.66282479286376
Single,13,Male,57.35055578389421,67129.7718572047,59.338816777574266
Divorced,9,Male,28.47410511491038,37916.06433122039,26.238345452538454
Divorced,5,Male,89.87318741099396,32290.003199174284,93.32772702810693
Divorced,9,Male,28.995648631700313,39180.07789314656,27.31361252702018
Divorced,10,Female,13.823053810805476,87325.72136722942,11.650201672994765
Married,9,Male,34.66296617825434,37220.95402244347,35.22647585357414
Married,8,Male,38.72611886034502,27807.491815382637,21.266308930829695
Divorced,9,Male,10.623596566313175,86663.17906664382,-1.6400445683463154
Divorced,13,Female,65.9973232038793,67517.05511688605,67.61108513971
Single,9,Male,29.854633327239988,38000.699379543774,28.934323599690945
Single,9,Female,17.592572104519732,84628.66283974041,15.59426100590208
Married,13,Female,64.42892256453064,65081.418846955225,59.17805782108769
Single,8,Male,25.61790390803727,27914.486635685378,36.0441316977471
Divorced,6,Male,81.52603456301925,36122.646999670505,79.80062122972787
Divorced,6,Female,86.1866571208228,39487.36748292587,90.63263504088047
Divorced,5,Female,91.9742752004475,36199.41326768285,100.6889803395831
Married,9,Male,13.386232017323842,82515.85640895419,18.553031425878743
Married,8,Female,12.935722932425598,79484.84327109423,6.876201209625344
Divorced,6,Female,52.17464855283577,31885.47546370412,46.39168232071687
Married,8,Male,29.816365102924763,37780.93514795968,37.88930141169048
Single,10,Female,19.239638973973914,72193.56349170339,19.616521302929637
Divorced,9,Female,23.0254698321403,70823.98510500533,16.08459205967637
Divorced,7,Male,84.7826204517016,36151.21430026528,89.48970783086958
Married,7,Male,43.746590104399054,39264.27713668856,54.47005777267346
Married,13,Male,66.74768106587241,69441.65452578929,61.885636978005834
Married,9,Female,19.70194782927184,93685.93186968181,24.2671449440195
Divorced,6,Male,85.50742245290137,42104.10069370909,85.8179891453946
Divorced,8,Male,26.623180005886287,41054.29759068592,12.010704976723789
Married,7,Male,38.979633658480154,34401.605354452004,32.004733517043356
Divorced,7,Male,83.45488184584505,27539.971624578888,96.4148960778578
Divorced,14,Male,57.87046028443318,66396.14982543958,66.27989283407454
Single,6,Female,46.83375750762919,40282.9920495749,44.66826258052353
Divorced,8,Male,42.355911881681266,34551.760108534894,38.28964569797401
Divorced,6,Female,77.9305714741701,32749.468784623714,78.13627727886549
Married,13,Male,64.17432864324272,75045.65055008099,52.01887446555189
Divorced,8,Female,33.01064980552738,33651.521396307384,37.53029795429862
Married,6,Female,89.36841660756912,28569.58792521501,82.83985314311107
Married,6,Female,86.95630668160354,35741.343242532705,101.32412612537496
Married,9,Female,47.25811168348492,18427.944861719476,58.97984098516275
Married,9,Male,15.141322973556932,90537.82512528464,11.107180245694726
Single,9,Male,13.753431378321409,83692.6533929605,14.211218290122977
Divorced,9,Male,29.565260988514932,35235.897566820786,27.94232889984438
Married,8,Female,9.928314203131528,79862.33423951025,12.752721773334745
Divorced,10,Female,13.387502473943421,75667.65491164516,9.542385226519624
Divorced,8,Female,18.444703328570597,77528.2663408801,26.657526556139793
Married,7,Female,52.59320724339992,43030.87431866521,65.96265290873625
Single,9,Female,3.8356570333549627,86671.8440307785,9.630194157552175
Divorced,7,Female,47.61976241243597,32365.04897517583,45.56067853167653
Married,8,Male,9.21519650094853,79049.99823727444,15.15262355500974
Married,8,Male,22.003348809530838,91206.70641360932,35.416157204287586
Married,5,Male,86.22822948731508,40227.867415467554,73.4591716435411
Married,13,Male,56.1353292449917,71455.06142996033,57.583493169661224
Divorced,9,Male,7.755241012079573,87564.13673364143,9.23093681238449
Single,7,Male,77.98760952361283,39469.38678499292,73.2040609202765
Married,10,Male,16.59606391169773,94754.78127694744,4.713410466103353
Married,6,Female,51.6225594678748,35672.129929491464,57.5469286464896
Single,7,Male,80.11420544720899,37072.967843175764,77.1178735219215
Divorced,8,Female,27.718895840692788,28981.401161071826,10.13020431205672
Single,9,Female,21.677708985061972,74665.82337490053,20.55319503868928
Married,6,Male,88.7079388638582,34090.20764405472,84.88247554359138
Divorced,6,Male,43.439984238859495,33662.84717952763,41.34171037355453
Single,13,Male,64.7233119406562,77114.30098242224,50.023978048986024
Married,6,Female,95.13062446784616,37677.76143186626,112.05008131170445
Single,5,Male,82.84827450377611,31947.992604489413,92.0639620610558
Married,7,Male,44.992686496859385,42579.71851018244,28.122665036198377
Divorced,9,Male,11.402844417318832,82422.55893708288,33.33325449983076
Married,9,Female,31.757319333044055,36454.15562189533,31.262382114146718
Married,8,Male,25.02710502199291,44576.906622747556,41.011254853054815
Married,5,Male,83.8725134277777,37709.09933792198,89.31908187854015
Single,14,Male,67.00232974613974,74491.66913390465,70.41086625781632
Divorced,8,Female,6.689259400450133,97394.4412892471,1.2448318666266882
Single,14,Female,69.35669895851163,61483.09038118033,69.29395368225056
Married,5,Male,92.36565534820018,36226.31654388259,90.64936575013236
Divorced,7,Male,84.03155957531754,32823.443005669906,78.82382325728288
Divorced,7,Female,90.82300978277817,33546.66131259531,90.08684190346595
Single,8,Male,25.292160039749945,45159.059130001355,37.24327418664842
Single,9,Male,25.958565404014333,85211.68681407976,25.680694976343226
Married,7,Male,47.354388320515085,28361.827527320813,57.64029043318634
Married,9,Male,33.20291922583011,40614.78569487431,28.828181574963992
Single,14,Male,71.44401068214896,65507.99121732358,74.65110824881971
Divorced,13,Male,61.98048822302009,77842.1764551568,70.12282960055549
Married,9,Female,10.065949510249048,97464.91943042219,10.210544480491759
Single,8,Male,16.292395128488128,83395.83939162656,25.66102256357088
Married,7,Male,51.2503212859061,42423.62784118122,43.04774036120967
Divorced,9,Female,30.459457627223124,23477.43249896175,28.067969105930285
Married,14,Female,61.209075557438446,71877.67950389397,57.983289432859124
Single,8,Female,10.8771576903452,84768.69957010938,11.162187178161874
Single,13,Male,63.04516867584636,69334.41774458573,53.404761305353674
Divorced,6,Female,87.5858614244538,39984.59280200239,74.64686586023831
Divorced,10,Male,10.534042010538798,90052.24634681205,8.219400043241784
Single,13,Male,62.473587835332545,74397.57625715654,63.59253362183897
Married,7,Female,46.92540301037078,32251.572695723364,39.28640390776494
Divorced,7,Female,51.25250669808358,37532.37755606686,48.65270349061991
Single,13,Male,50.23988485546053,65267.182140687684,47.42689169858105
Single,8,Male,28.018227297219088,45267.11575765862,37.33448177025841
Divorced,7,Female,52.161639496678276,38796.76551841301,78.6155847000804
Single,6,Female,98.1017335983814,35719.890520552006,98.28096212289887
Married,8,Male,30.006905839074136,29484.50696395993,27.48566607447292
Single,6,Male,48.15292084116714,39615.00049384981,60.58273049033474
Single,6,Male,82.59724306444545,29642.924216749336,93.61700397716878
Divorced,8,Male,12.309843884937408,85735.28640487467,17.313503198190404
Single,13,Female,62.81463007642133,77988.62189754826,68.69512227359135
Divorced,5,Male,92.00045446145603,37073.86689550331,97.54990102957892
Single,6,Male,91.66527682602452,32642.390625831875,91.59497755553872
Single,9,Female,8.466183315688703,83481.17104758894,29.898642127640365
Married,9,Female,9.622646536980191,93641.37073433632,-4.266636830302721
Single,9,Female,27.998814401199112,97926.88838399021,23.207552348655373
Single,6,Female,100.0,45798.03712979532,93.14999587080095
Divorced,6,Female,82.76572771955915,33700.388536366976,83.48548351185663
Single,9,Male,13.430240113438025,85867.43403903395,12.133737357298557
Single,8,Female,13.155639884321694,90750.92986409333,13.19312052564967
Single,10,Female,20.778548404908587,86045.6854015708,18.475121540440004
Married,13,Male,65.2199918378529,69351.76370405359,47.88779339753275
Single,9,Male,32.68446792767386,28727.120572153915,29.49113716221971
Divorced,9,Female,30.69596707330369,34690.73553452358,34.02235086104726
Single,6,Male,86.99928203410464,21726.33217707835,97.5179431192108
Divorced,9,Female,19.251004427259083,84014.87354022943,36.25347090161558
Divorced,7,Female,30.670646468071855,36406.388225871495,21.739177273685105
Married,7,Female,39.63418771143832,27862.568153210505,42.6104698332954
Married,9,Female,36.58718078933794,46682.26527705607,33.6720105222558
Divorced,9,Female,33.43355973213223,38224.39613071235,35.317733499474315
Divorced,6,Female,81.39584858447313,38755.122274651134,69.51762629760529
Married,9,Female,0.4899046340614248,79312.90558194378,-1.7117439920901583
Divorced,14,Female,63.41541779333289,68554.3337754487,84.03552152580446
Single,14,Female,63.24672332747073,72697.7416286855,66.21394364886999
Divorced,9,Male,5.174793338662731,77351.16735924629,5.298325145966053
Single,7,Male,51.56751935566079,20726.99020411861,44.978863541975414
Married,6,Male,86.70470105105193,31311.758215187296,81.49385471786869
Single,10,Male,36.4203468620921,35094.62827068777,38.99585740516556
Divorced,13,Male,59.5925926152084,63038.26504110571,68.345102223227
Divorced,10,Female,31.73475241651432,38150.997206780296,32.632334346944724
Divorced,7,Female,24.1000879830998,34052.650936442864,25.299193049679925
Single,5,Male,73.85450394239196,30627.510299187525,76.33043224659332
Divorced,13,Male,64.08065194679554,62855.73116614241,66.3868046687131
Divorced,13,Male,54.3261073516463,62934.89899191125,49.91632942625167
Divorced,8,Female,13.031051990316591,86398.4723515874,15.079250601973559
Single,13,Male,67.65439544192542,58959.36497350221,51.71132484086347
Single,13,Female,60.58499117655871,76465.15063526457,71.20550656718768
Single,9,Male,16.75529895610174,42992.17511816993,24.154541349401498
Married,6,Male,81.70025918741985,34755.038236805536,83.30618109979511
Single,6,Male,90.34020630886913,37836.73645370106,72.55739382307388
Single,6,Female,49.37623872981269,37719.499111037374,48.29461608116255
Divorced,6,Male,41.003865622142996,38787.248373916234,41.61378417288343
Married,8,Male,32.60373096605383,30300.38837699932,31.13158717113736
Married,7,Female,43.43739577862566,49928.79445339917,52.568300576008326
Divorced,8,Male,45.128629915711414,26414.69456418309,60.30266959398013
Married,13,Female,69.35819317889433,73667.75168923866,62.47016431696971
Married,6,Female,86.8756684784901,21650.48946640952,84.0651046779387
Single,8,Female,24.89049911522405,71494.68733494567,31.011007885878136
Divorced,14,Male,73.31528532969564,70159.41582925226,74.19172147166843
Divorced,9,Male,8.211676229102864,83165.52786144064,26.27910624646548
Divorced,8,Male,11.408466323978942,80225.78313653031,14.788146741607688
Single,6,Female,84.5819176522811,32042.27029369431,90.06258692807309
Single,8,Female,17.493702247562066,40164.26710428787,7.673910897878521
Married,8,Male,20.265265065990967,82756.58357943299,18.442846615291348
Single,14,Male,73.72697423040029,66320.08915805435,83.29864039723181
Divorced,9,Female,32.108179660032974,24579.826262539176,30.73580558801612
Single,6,Male,79.90588188726979,34094.16912352145,69.5092530412515
Divorced,6,Male,47.16730182334497,40598.620595023945,49.9670920423962
Single,7,Male,34.17402334328186,46358.4543901002,31.49794749905987
Single,9,Female,4.533401856889164,81294.44608695614,8.910225361723075
Divorced,8,Female,23.43684532336818,33991.80458628618,23.131724631300234
Divorced,8,Male,36.94101330706803,39255.72868602006,34.44506799878364
Divorced,10,Male,18.187862232181764,38444.025858508,34.68025533694063
Married,13,Male,60.852836018204236,71292.27951950283,44.648317033276186
Single,6,Female,92.15975463985293,33792.13310881687,96.71293225553286
Single,6,Male,50.64500997011495,32910.8874906269,56.369119642292034
Single,6,Female,88.82249007374524,44882.22058977043,84.61430551059021
Married,14,Male,62.83217771761665,82800.7988393819,64.49641309101753
Married,8,Male,41.37205899238274,45320.74713159318,29.395142224662013
Married,9,Male,34.45614011909677,42687.40654750522,43.71703843057093
Single,8,Male,49.298642796565844,32320.1165109784,56.92245258578119
Married,6,Female,82.33155073907926,31512.058669284506,107.7375609508886
Single,7,Female,13.801403548040092,76904.82901776154,9.922520712492766
Divorced,13,Female,64.43231331213697,70295.42799729777,63.733865829730725
Single,5,Male,68.51831122661147,28307.964250298362,56.54322091573283
Divorced,13,Female,60.53053809288058,64446.83186372972,34.80694971311865
Divorced,8,Female,18.32619351252793,93497.67076363708,13.02725490864529
Married,9,Male,30.537528750550017,40645.469704509334,32.74362837501416
Married,8,Female,47.41394567723953,51413.574768326565,35.53718189049688
Single,6,Female,83.11966943247047,41302.44611439953,81.26093902036129
Single,6,Male,54.418985761915046,49213.948630354455,53.83572456460324
Single,7,Female,43.5024060683911,30561.88734235653,52.95192654895735
Divorced,9,Male,28.49456029593249,41800.569021278316,14.402366933615964
Married,9,Female,3.5069022659179367,74400.11228280011,20.25141730645081
Married,5,Female,84.61073731271976,35049.59933472848,68.33292290114146
Divorced,9,Female,9.65721678791531,83131.89333633555,8.426455004094437
Divorced,8,Male,27.845801020409326,28804.732000930417,31.741013795383086
Married,6,Female,87.18634197094354,31161.83767549778,85.21386330150563
Single,5,Female,41.12762765485806,46347.504714486895,26.870580120615266
Divorced,7,Male,42.68469117521224,25197.744129591163,45.94501897347643
Divorced,9,Female,11.305640883358343,95062.40659202196,16.368265220689104
Single,13,Female,71.0613199076095,57779.500431754524,56.89429342617268
Married,9,Female,32.89688071784884,34656.8509966383,27.121770229694405
Married,6,Female,84.420002108843,39849.05353094956,90.34145722052683
Single,13,Male,59.90746359155348,81168.2890252285,55.82798845157044
Divorced,8,Female,39.69906002714323,33399.851134679026,49.26538126742308
Single,6,Male,89.38318493501816,25498.028284690678,94.1732652579768
Single,6,Female,84.38672665140774,39134.7983206892,94.32257698125508
Married,13,Male,65.4811839587636,63866.36200112111,60.85599890258505
Divorced,13,Female,59.19697773383261,67170.10428546988,51.57015352986023
Single,8,Male,32.24707561943246,47083.91622405489,45.449521956511035
Married,14,Female,60.768094737408646,68153.8631607738,55.40944017533459
Single,8,Female,77.59627298980796,33398.619720870694,83.25510789425583
Married,12,Female,65.82826703799239,60338.273338294195,74.50554386111573
Single,6,Male,88.48482393374786,40339.620955070925,85.788582106675
Married,6,Male,98.16200438695245,22102.50485690122,99.97758564553696
Divorced,5,Female,89.68071094596155,36881.25606524789,69.10462387451764
Married,8,Female,38.09306016300654,40730.779423133295,34.03608046823556
Single,12,Female,68.09693941706797,70137.78182898553,59.390690039293744
Single,6,Male,58.03550129511212,42950.57600451469,61.724037310776644
Divorced,6,Female,93.16557552254068,33824.240641240256,99.04006623173827
Married,6,Male,84.20505585485228,42240.93535230597,73.72377060939306
Single,6,Male,96.44043524301463,39636.65288797164,87.19292487749647
Divorced,10,Female,13.206986021380906,72894.09773389649,13.757814936048922
Single,9,Female,9.497898430785753,78239.60027639521,6.3070387850669185
Divorced,7,Male,97.92978035809384,37467.71456686329,91.89634595526195
Single,9,Female,23.933306118722395,75478.7332651522,22.6556414725225
Single,7,Female,48.86073590249777,32633.141339638067,45.462738681017164
Divorced,13,Female,59.13352848691701,75795.8535458647,44.880980390047924
Divorced,8,Male,27.311661412824513,39101.91759277625,33.38848116744236
Divorced,8,Female,11.104181252727756,84074.14836916531,-1.5675166158679055
Single,8,Male,12.480866847633685,88988.76136574324,10.66366301807167
Married,9,Male,21.029579605445996,87383.11694552639,35.914415190313136
Married,6,Female,91.97035242281956,41586.54175132082,78.0708779608802
Divorced,13,Female,72.40359041753193,66950.0587431865,69.75109542863
Single,8,Female,33.30301217337006,37452.70704783163,41.872806081536076
Divorced,5,Male,89.32530706969348,35066.96614604551,102.91995712402557
Married,8,Male,31.545256354127673,30222.25700477839,46.085880474893315
Married,13,Female,62.093197934046245,79758.24245804225,80.65487970740298
Married,6,Male,42.21818561672877,39677.358561587636,36.91173790218506
Married,5,Male,96.93160090735125,41036.353558192146,102.83562996262287
Divorced,13,Male,70.46180167445738,72721.69417763544,63.964526214091265
Married,6,Male,60.906219199590595,31151.48303857463,47.122603096176
Single,14,Male,70.90961520402719,63370.86365899132,63.9423073834031
Married,10,Male,12.10809116353419,70344.95806458339,16.47435686838925
Divorced,13,Female,74.35898800702921,81432.87720892509,77.40424761057191
Divorced,8,Female,29.663276197776664,26261.111492015712,28.778663999779276
Married,8,Female,9.587804146963954,84472.26833079156,13.912827712553838
Married,13,Male,69.73397843763307,64646.672882603,72.67882291243382
Single,13,Female,64.8165305143713,71040.11301498549,56.484015133773056
Married,9,Female,13.938634155155462,84116.82820026332,17.67352185971922
Single,6,Female,49.36830405313388,37759.55908941829,62.89157439491651
Married,7,Male,83.12630738029901,31303.591324349192,85.0983942614245
Single,8,Male,15.691771696084253,83080.00263837673,15.283949311570407
Married,7,Male,54.95494664479539,38468.18908292141,59.976171641968584
Divorced,13,Male,65.56517398966994,65168.819733255405,63.17420128996821
Divorced,12,Female,60.01311915204023,61849.09025276712,76.87913918008418
Divorced,9,Male,18.743309925322933,77603.82225320315,18.92753448604909
Single,6,Female,56.50831425976308,57696.87020931977,66.20514066519007
Single,8,Male,20.47243466139872,84525.04866433295,20.50384843680133
Married,7,Female,80.95294502489365,30444.729217310236,81.51722467299679
Single,7,Female,60.26378227555877,40957.4495806412,56.98156177128395
Married,9,Female,26.393281459602555,45180.00006393967,28.07625315661794
Single,6,Female,78.10181482597415,36532.33207560742,83.9805709786615
Married,13,Female,69.14720278173084,80427.30620294742,71.28204100462098
Divorced,8,Male,10.604552967965652,83807.95843852905,10.455297055549387
Divorced,8,Female,5.940646620372924,77362.08759562847,2.6339575335251153
Single,8,Female,20.956297987155697,100000.0,30.323291987616088
Married,8,Male,17.98115801302989,78198.15285529441,25.248040191014834
Divorced,9,Female,10.866973635569295,84875.87373079703,-1.4867873399088385
Married,8,Male,31.383263566068273,37134.88113439084,39.21973283758274
Married,5,Female,76.19617880192666,36240.475951269356,93.0661140659833
Divorced,6,Male,88.63318957386153,43375.64413324556,105.10523495967203
Married,14,Female,64.38759253162138,70815.62722694626,57.46544870095102
Married,6,Male,55.954272781007155,30391.34629538888,61.7614660914741
Single,6,Male,52.390088310884636,37218.053448973966,56.05677012819654
Single,6,Female,63.03393594811091,31474.078911148867,57.64002280272656
Married,8,Male,22.539888652894803,35475.071330279716,11.727413806100767
Divorced,8,Female,33.481444649851404,33459.47295242644,36.26529251438268
Divorced,7,Female,46.06501948550685,44095.294937709376,54.04617407533881
Married,6,Female,78.6596284154676,32088.978294101496,81.78049717979407
Married,7,Male,63.22537387949383,46007.64922507113,74.18796960245349
Married,9,Male,28.757848928859648,47256.46307857611,33.78862387224516
Married,9,Female,14.816008096679504,74928.82848024997,3.135384786927556
Single,13,Female,69.01345684656417,70673.3633317251,66.17511112457034
Divorced,14,Male,65.49431726377604,62925.78029115048,70.62091860759193
Married,5,Male,85.08641120680923,39475.688913116726,74.90649986923819
Married,12,Female,61.303480657505496,61407.01494738039,49.18913700696523
Divorced,8,Male,20.942603233290022,77265.08927671592,21.410025769876697
Married,13,Female,59.48441115961862,69521.5920316437,60.12775689180553
Single,8,Male,56.028679259232014,36682.38466701653,43.363262324085575
Married,6,Female,47.411438578364866,38071.225082268975,50.1481296693868
Divorced,9,Male,11.413720963515068,78644.69140220873,-3.3998057985022605
Married,13,Female,62.61335767962995,70405.87625159408,52.39639084896849
Divorced,13,Male,64.49836935975335,60980.33554518527,73.62373708152185
Divorced,13,Female,65.70403233868652,60172.85246088299,71.03235257110791
Single,7,Female,41.86896307742511,37689.48405327382,56.21672086596354
Married,8,Female,28.139507057221717,23362.1638410256,28.498296073938096
Single,9,Male,10.616391157737006,70641.37239857807,-1.6313477437107977
Divorced,9,Female,38.83451792483437,40407.04362620182,41.98033120683671
Single,14,Female,65.25424761171712,67843.609553874,66.15007163873811
Divorced,13,Male,60.859125051282206,57434.445644828156,65.12938657379893
Divorced,14,Male,58.62501413709863,59835.99730699462,47.90836579262023
Divorced,13,Male,63.84074063080935,72818.75256819164,53.57618742779066
Married,9,Male,31.329518915013526,29641.046011939274,35.594281747358046
Married,9,Male,22.007422640461893,32464.613174737864,31.416966997202238
Divorced,7,Female,91.42254238760273,49556.150070721094,90.84968137568826
Married,7,Male,52.24101816645605,43071.84647877048,41.09524725515677
Married,9,Female,9.418521050714908,84540.1542605118,18.579251482773667
Single,7,Female,54.26616436456943,36062.0421981198,65.73327919794004
Single,9,Female,34.74734802009375,37830.551390204375,38.546660473460086
Single,6,Male,80.18150953494961,34127.09426406118,81.71851289926012
Divorced,7,Male,48.851013906132145,25925.124440624815,38.09396201097871
Single,7,Female,82.53839631572922,27386.694466289573,85.75829296047593
Married,14,Female,69.11657065268659,70616.5898936324,69.19659063202282
Single,9,Female,37.77609373664026,45578.28367624586,22.62794660715806
Divorced,7,Male,48.357893470279876,31208.93157724919,59.4545251910521
Married,7,Female,84.46007469285281,38990.93069756129,104.9746182356198
Divorced,5,Female,87.91746443927192,29602.672355050294,94.3879677854646
Married,14,Female,72.31658619542372,81669.60790225482,74.6854597713173
Single,9,Male,17.961189660522066,80364.08979861418,10.78789066180692
Single,12,Male,60.29209976369902,67543.67108416348,55.18411008380049
Married,6,Male,56.75989422363556,34597.01140526962,52.7690028031801
Single,9,Male,2.0353716168823794,82922.70984735947,5.525840111941788
Married,8,Male,31.018647068479638,37215.41783548922,40.22071692880037
Single,6,Female,59.82014138109731,48633.09584403275,54.19444310712955
Single,7,Female,82.14731532028082,26087.301519740853,91.227293397084
Married,9,Female,10.743366094447474,97569.21299032099,15.316245522508035
Married,8,Female,38.68112648290385,30311.81539398556,45.20104022919869
Divorced,8,Male,28.136498185844335,16291.571937443317,23.877118469536942
Single,8,Female,23.74870030475039,83562.66210858834,33.47372355218652
Single,8,Female,28.645848301727433,35000.42475923469,16.641925581744772
Single,13,Female,58.84733973386424,71065.92326314082,79.79076065701247
Single,9,Male,14.252131658819685,98823.17229982044,13.763189810069225
Divorced,9,Male,17.740430399237553,88609.46026593007,24.570604119436332
Married,6,Female,76.22363586091394,39835.75180534556,78.92164374407338
Divorced,9,Female,19.123351582459797,91184.09019036952,20.93655100054247
Married,7,Male,94.07822054560381,27265.395272236306,99.24031674126574
Divorced,9,Male,22.70676967508999,93106.22885050265,31.13907323458114
Divorced,12,Female,57.317231096654794,64608.46911548205,55.50378244104729
Divorced,7,Male,48.50491427962745,36024.65039739184,43.56299091810824
Divorced,13,Male,66.18867394581973,71421.4485108848,61.70017221440102
Divorced,10,Female,21.04477496123596,78670.55381334355,24.899883100316657
Single,8,Male,38.86107282344297,42023.932498518014,34.386341911485076
Single,13,Male,73.29155341612491,92684.59559157814,91.97599320334822
Married,9,Female,14.19685230540221,69701.97612293935,16.41241253646985
Divorced,13,Female,53.60015726924172,69770.45113727933,35.270983437735694
Single,8,Female,16.851804359745373,77058.24837985446,10.538971013193809
Married,9,Male,24.59005476702509,42632.32477338739,23.22056268460689
Married,8,Male,24.55756723731419,79873.17265107343,19.99948830603249
Married,13,Male,66.35398980654945,64241.168537826714,83.25077768262184
Married,5,Female,85.33728337350011,35236.702334721034,97.66665738265398
Single,7,Male,51.35623592115672,31684.405966109392,53.9966157525568
Divorced,13,Female,59.20814143313,68214.50858886636,49.06109934848675
Married,6,Male,95.90050206658411,45551.112680051505,97.05910435281646
Married,9,Female,15.851655472235983,84779.69754382645,15.778945129222798
Single,6,Female,88.14297550329594,36309.10211325264,94.63651578061886
Divorced,7,Female,60.67903246396713,35905.82760813976,53.816702451867855
Single,6,Male,83.1841007212725,52719.19474586226,75.74506047884783
Divorced,10,Female,7.273397780987658,87130.57140306255,16.171503550726477
Married,6,Male,37.716566468232294,34407.05347506838,43.10950369097319
Single,9,Female,11.080131365914546,85005.13133646427,8.185602024878996
Married,14,Male,69.75399668135454,74974.67390230969,77.85919992351451
Single,13,Male,64.09475020072463,70782.39099202897,52.581004304858325
Married,9,Female,22.461400691019872,76801.3946674832,4.960225917245911
Divorced,7,Male,39.151966754973095,34531.70902981878,29.6466554970814
Single,6,Female,40.52001955989316,28042.055146872197,34.24357363872738
Single,9,Female,17.164811677078372,84706.42234433148,19.113313789127076
Married,9,Male,0.0,84510.57624265159,-0.9556192222632778
Single,9,Male,25.99825334383216,33668.294555284585,39.037115609532584
Married,9,Female,32.944856200311634,43693.937786750816,23.01193584323652
Single,12,Female,71.89721289030263,71456.61050101342,73.59790272579227
Divorced,9,Female,20.364593622825456,79911.15344230071,18.469829281437214
Divorced,5,Female,96.52310620400212,33471.34009528948,94.34068767041732
Single,6,Female,87.76388412843264,32338.946194163713,87.6062649403158
Divorced,5,Male,86.6660435158728,30095.081972979802,90.16776153272347
Single,7,Female,57.09617482598168,25263.122249328007,50.623219038775375
Divorced,8,Female,33.65935425778321,31271.720714911702,42.82997472745609
Divorced,6,Female,84.46359637906963,32810.37148654378,75.93956020966445
Single,8,Female,29.143647196496495,31761.52480374881,19.355250900528056
Single,5,Female,86.78813659100608,47861.42922128923,80.96587924614715
