sales_channel,Season,advertising_spend,population_variables,pricing_strategy,Sales,promotion_effectiveness,brand_image,product_quality,economic_conditions,consumer_confidence
Agent,Summer,6628.580988276515,1,25518.2323716203,3814.0352314326246,-0.9301879885732005,-0.9514665276312343,4.021158596152802,1.1421755824496116,0.10456312050980733
Call center,Summer,7073.381537577701,1,76412.46815528048,5734.656105018669,-0.46385623022325967,-0.23506030034500466,4.645888235512753,0.17739968672618922,-0.3302507133167424
Call center,Summer,3646.310442379592,0,30715.181581516918,4181.550880883071,0.5284861797266109,-0.031906827001111436,4.230223977891326,0.4743321286639701,1.536038083622438
Call center,Rainy,4397.97652361054,0,50897.445951956404,3498.349967963615,-0.43745840521540463,0.9073362302257085,1.9749642490346804,0.3492583519844376,0.4680521878033496
Web,Rainy,4557.659080599262,0,53714.8649763224,3644.9987908116527,-1.4708475092323499,0.13165753345488906,4.5527191799690465,-0.898254632848599,-0.018186498559881626
Call center,Rainy,6001.679342562752,1,67031.86688081287,5467.802989196342,0.5842313755042325,-0.1174401694865163,3.975395584870191,-0.9694979467506343,0.03163971044138776
Agent,Rainy,4474.52749783652,0,66096.64349027928,5506.020552449792,0.36845107561097395,2.4993542967586135,2.0649386895224073,-1.419721300916952,-0.6456945414332547
Call center,Rainy,4451.174418864281,2,56291.55093801861,3228.067453926887,-0.8741354937971723,-0.11740112617358839,2.9055270694355455,-0.17420070578440958,0.09530316455806137
Call center,Rainy,6983.588089459538,2,55520.29642522445,4794.775848230699,-0.6550128128683991,-1.548167883362675,5.672761626351854,0.22540904009214133,0.5826650485715347
Web,Rainy,6901.708450930133,2,54021.68750443907,4765.435663923581,-0.5862705493643907,-0.4835240111822961,4.171615654456185,0.12594495185452462,-0.38043523501691195
Agent,Summer,7403.764387292576,0,72639.45294716948,7439.377957254672,1.0520805555028279,-0.0599778051364402,5.529782841308337,1.3641675134242122,0.3650341485970099
Call center,Rainy,5513.38010083695,0,58008.85844184391,6689.0768493013275,-0.6188221685938265,1.3004316264111144,6.875355324674641,-0.6215639894964201,0.6328395209530325
Call center,Summer,5265.203941394737,0,67770.74072589955,3997.9633731018366,-0.6984698141159577,-0.2409298279243881,3.8186090798548156,0.23290874891871996,-0.5131132907109883
Web,Rainy,3582.1411930219983,2,47750.352089728665,6201.3260099519375,1.1671873718152355,0.5128278852976857,6.453216501852813,1.3804121469301467,1.6732125268760165
Call center,Rainy,5596.809913920438,0,67155.39714904438,5733.13100473539,0.3450426339036108,0.3098074278966905,5.028043895777414,0.8939743061140805,0.29777843696007406
Web,Summer,6576.97763346869,0,61906.661705687206,6576.832552083018,0.3783309150490755,0.13999945342848366,5.273870752329825,2.155821803160838,-0.41873317390728326
Agent,Summer,5839.477495478504,0,28793.673817159408,4842.230742680912,0.3645998732619562,0.19892164436455304,3.4658064286382206,-0.7206987066239721,-0.7453141005389283
Call center,Rainy,4791.641864906502,1,52192.826094361895,4369.20742516131,0.6649682453490596,0.11734837710198576,3.136193648181935,0.6069962555328904,-2.442561603048942
Agent,Rainy,4469.70368873429,2,59956.07244338866,4613.583643446484,-1.0894241718427504,0.21157749106383508,5.696119556327657,-0.910672762892758,-0.6840120440949012
Call center,Rainy,6389.770936366424,1,57543.346079760384,4952.576741862496,0.7805990626631146,-1.1241562278258679,3.72052797253578,1.4987040751540674,0.16815878180244734
Agent,Rainy,5858.728071371644,1,47519.43253268875,2708.3364081345017,-0.8811364840780881,-1.5742364661173782,2.9256201516112093,-0.26892772247345376,-0.887656535224664
Call center,Summer,5110.616727287776,1,44111.496027040965,5209.68961060609,1.3603921525971259,-1.498390990713969,5.640886296971268,,
Web,Summer,4845.803145363673,2,73795.2478669929,6081.45647298071,-1.2185319252334934,2.2719516598321836,5.663158671984909,0.528304156229975,1.9311716560045495
Call center,Rainy,5027.61234884327,2,75435.27448734624,4833.654762592961,-0.8494387279965955,-0.22959450411424762,5.94615461071655,1.0323677105946414,-0.15780223399830032
Call center,Rainy,2358.4370523048137,1,58501.49351678987,3906.2659570574388,0.1214660765204759,-0.7669364820107762,6.166507836639577,-0.8911413217123874,0.5524004885963505
Call center,Rainy,5371.345541841649,1,64803.40676520004,4926.740174590254,-0.49545437952962096,-0.8598699728177569,6.082987303359996,0.11441409251541154,-0.6026147775824962
Call center,Summer,7207.658780274131,2,52140.01403417039,2826.7975500950647,-3.1297030601142355,-0.36930342278965,3.042819291825688,-0.11116398449477373,-0.13385344441850786
Call center,Rainy,3630.701034773688,1,74524.13406829216,2487.6100175068414,-0.4244675488558836,-2.817982421000783,5.738633291745806,0.32321604854674674,-0.4123291688658485
Agent,Summer,5766.361270167042,0,64551.651057595445,6414.481000142132,0.5314964526747898,1.4895714012070544,3.960582744496109,-1.0321028971613269,2.486822625223558
Agent,Rainy,3871.334484523001,0,69479.59870109844,5731.968501153369,-0.5119053965651552,1.8502288976346422,5.436037836068579,-0.6052055756019117,-0.49669145885337995
Web,Rainy,5032.143920264975,0,61688.57366611876,160.0728551290349,-3.127326787394133,-1.1162317261296293,0.664379095380228,1.4906485733598853,0.38056231171989624
Call center,Rainy,6922.433222281504,0,66485.2392544084,5129.719897755,-0.9574624882035173,-1.0603812810106987,5.986978015550909,1.5525758098577194,-0.4367311285347388
Call center,Rainy,5760.592236450258,2,30304.14465217958,4718.6118495699075,-1.623410427573972,0.8614860143914413,4.577843966267718,-0.1533268555040484,-1.9252274642825262
Agent,Rainy,4075.3766597894837,1,59104.733073171315,3462.8973043873293,-0.44543506370848984,-0.6095117523112062,4.221190087199663,-0.8678400027790298,-0.892626149099659
Call center,Rainy,5560.155914544741,0,34257.99946856921,4891.567753037726,-1.5356709330579832,0.027142613092424304,6.239300549858279,-1.7376159006899115,0.1376206674507385
Agent,Rainy,4312.583914857685,2,65848.37169995005,3211.859502708286,-0.9065364976054254,1.8052231312623126,0.8105868876222697,-1.338595258084468,-1.2810978440234888
Agent,Rainy,4074.761274150712,0,50882.612041952845,3945.6087478296527,1.1045709879702617,-0.6671278773922608,3.2838528198334593,0.6352595389400406,-1.7061719969473967
Call center,Summer,4264.623595163772,0,53327.45030685003,4710.087000573713,0.3822150818080007,-0.06050315817801109,4.822551754030421,-0.8736833251813569,1.0037723293071001
Web,Summer,4523.739424065782,0,69594.11664166074,4984.388679797817,0.9700139511550102,-0.7273464547604582,4.803047132942627,1.2690967801444015,-0.600681563545078
Call center,Rainy,6134.439973508753,2,50526.89078096446,5211.725470348532,0.09203315415436689,-0.4817432315842534,4.8158466361163885,0.41567482813404494,-0.9442149566175866
Web,Rainy,7826.304760400533,1,64407.50375968474,4504.565060842575,-1.2043823257608683,-1.4389252581474072,4.8001065299792804,-1.6345877993762195,1.5755571123985859
Agent,Rainy,4620.9489640465845,2,47488.97074163823,4990.822310235389,0.18963568031096487,0.13893030148059804,4.783346373822171,0.28786050433145377,-1.1497587970138758
Call center,Rainy,8052.549108007488,1,39937.22687978724,4511.428561055288,0.3129951417671091,-1.0169359972180452,1.919566277588323,-1.4580051171584245,-1.1886052390514596
Call center,Rainy,6231.067312650172,1,55342.945759493115,4536.094658718433,-0.5460360799107052,-0.04228280943760398,3.497352182781772,-0.8399310416250574,-1.1370117271028541
Web,Rainy,2865.2787447752394,0,59805.79227400375,3727.0861621167523,-1.2105909998943798,1.0182685275417418,4.949209679011147,-0.04931083433132788,0.5156303791934025
Call center,Rainy,4133.929768228507,2,43891.43868126533,4898.816301738652,-0.42614404106895887,1.4564147673810968,4.410383911210464,0.1717135158112672,-0.011246506880654867
Call center,Summer,5601.195606583485,1,61318.42234851676,3463.766004404572,-1.2398378334285778,-1.5653101898807484,5.395420005151317,-0.5865240091920705,0.5640577602988056
Agent,Summer,6219.975552204316,1,48123.61759740143,5138.834151047909,1.0998364502249356,-1.2806935364492107,4.336397761130143,0.8496385204525934,0.17150229862632257
Call center,Summer,7707.435938234306,2,27504.76523099591,7359.152400700111,0.2759886868828623,1.9520443627435313,3.7797510372176424,3.0681304308439046,0.09007783287804648
Web,Rainy,4959.473643582748,2,68164.94926432776,5731.974480825178,-0.09103806301983511,0.8823714259683975,5.063108460147001,1.1219750737425154,-1.6522437428409795
Call center,Rainy,4903.468976035727,0,55400.461531296605,5614.641606724267,-0.0639715958356302,0.7921388617124318,4.998874018500673,1.6234756496714904,-0.05285836247545529
Call center,Rainy,1654.1610613934317,2,57550.56933402975,2133.781929124437,-0.36914399012207416,-0.03127017329644743,3.3056742726841577,-1.0196393250039122,-1.2722659547193178
Call center,Summer,5493.982160336219,0,66967.81719745923,5823.600629704198,-1.3216002102928721,0.7391370662586003,6.923308474343624,-0.8623696991791319,0.9616093390868408
Agent,Summer,5909.260272343283,2,70112.20583909705,3590.5976573832195,-1.466849503586215,-1.8387624505260292,5.734419123672842,1.0081842570749402,2.2211740127624826
Call center,Summer,3871.5413797484293,1,62369.91898818842,3518.6741104398457,-0.7494225284600168,-0.8914101434162561,5.436381067106379,1.4977612496772905,-1.2751956973794412
Web,Rainy,4564.541284042362,0,44435.37909371729,5238.518548851135,2.1619304219146644,-1.5216290980513985,5.142503519563509,0.44764049578569853,0.6645291216839327
Web,Rainy,6258.161988163112,2,60970.00937098818,6955.660062023953,0.9105566749472707,-0.5105273235004111,7.3026620781397025,0.668671865167147,0.0038710426675046304
Web,Summer,6375.650707333749,0,60412.105729866176,6372.7144269533355,0.6885277098447858,0.2792993594269795,4.887024823956453,0.13652070608136105,1.6733076029289964
Call center,Rainy,5409.012510934959,1,41854.29402506831,5276.6643687932865,-2.1417583915882195,0.040286544162597825,8.422346543018792,1.4236387981892258,-0.9876590525694595
Web,Rainy,4950.050256360725,2,47607.91365038422,5553.103411380219,0.32617658334537153,0.30766182827890065,5.051681214240321,1.2348285580300589,-0.15252953723519497
Agent,Rainy,6376.202263809193,0,48000.34339482352,5447.208451122761,-0.08754288671570701,0.13132311850915038,4.441871659043718,1.4003600432638588,2.8813262463492317
Call center,Summer,4886.066048951537,2,66438.94505825304,4841.863083767463,1.339241095836824,-0.36372322447024263,3.1551604006013987,1.399830326480888,1.2442333886531103
Call center,Summer,5741.78111096753,2,66411.16388732789,5840.630932209812,1.4982397010545554,-0.41705114907639695,4.172533425658549,-0.8214536509688762,0.22780984333903814
Call center,Rainy,5908.925151856903,0,55084.73009621062,4777.341136547929,-1.0145755303505775,0.33994893196738085,4.231286771592839,,
Call center,Rainy,5899.462801085439,0,69255.5285392213,4523.290339963923,-0.1529602902156297,-0.6761580893151584,4.005697820047639,-1.7969425468613471,0.5073434057459647
Call center,Rainy,5366.692848239999,0,60201.90194375787,5348.499582232863,0.6137233029741368,0.4445034773208831,3.6981532919788727,0.10036686049727798,1.1330857748112282
Call center,Rainy,5158.450878914482,0,68778.18506452936,5765.230076959007,1.3561957109013087,-0.1038826874959533,4.57452209500355,-0.5504465946744387,1.4888569909371139
Call center,Summer,5420.400718947423,0,57410.62948273325,1559.837550136228,-2.3035027173204066,-1.6684927675097063,3.1156021002537946,-0.5879094341022391,-2.1271453978121357
Call center,Rainy,6455.073945422968,2,49676.16882013225,6048.992294933258,0.6711789552534335,0.9567246972177285,3.210513972436072,-0.16465876494932644,1.744880352607242
Web,Rainy,7413.136000646661,1,59969.49010279332,4797.284944963705,-0.7962817899409449,0.007962236842850546,3.148172597398686,-0.4272956303450068,-0.1783402584437731
Web,Summer,6411.60258662136,0,55851.843649928574,6555.105210095469,0.42963681836096573,0.9821738391692565,4.647976019320897,-1.8038427220940476,-0.42589912349309195
Call center,Rainy,3711.5859839687764,2,43347.67735052519,2641.9897380652833,-0.9066878700219183,-0.5122618103978736,3.511088622760371,,
Call center,Rainy,6560.481828514122,0,78843.82099564609,5749.629559953489,0.4294014198166376,-0.41327274031124106,4.3055586107546135,0.8434202579193848,-0.9712122170545583
Call center,Summer,5476.875336230342,2,28918.308879148477,3977.2681507113607,-0.5978525074956677,-0.5857229869419156,4.354447740867787,0.18652479208828657,-0.27377780319378864
Call center,Summer,3745.300568895287,0,57122.852274522105,4062.830989624044,-0.22318337758510925,-0.6960945031921847,5.5700100520240365,0.8603121123579649,1.2247272814798422
Call center,Rainy,5698.964682573873,1,56498.799824237845,5966.429569014124,-0.5918111122969709,1.6781870409198405,4.484837318704535,0.032189495897225126,-1.1288433302886487
Call center,Summer,5326.45729073089,1,40950.357076055705,4183.28876184805,-0.5280545574092943,-0.3030357410023268,3.9047244992847476,0.6184855238004827,-0.6264192761389226
Web,Rainy,5729.877379342177,2,59521.66314850043,8165.045090978094,2.5064056226032028,1.1286364969063392,5.316167740088574,-0.01579963181202087,0.5845822068944034
Call center,Rainy,6526.738922065463,1,35242.06384968615,5911.649549776787,-0.3760841974873966,0.553922595706383,5.057568804164295,-1.3010798774905177,0.13142573268750063
Agent,Summer,4177.08110750263,0,57880.68199500347,4882.790963017403,0.908202467007329,-0.03635624466947519,4.353585485930083,-0.6203814875236591,1.079462958933882
Call center,Summer,5442.712011110068,1,52640.691112206885,4104.6693746868905,-1.3833794499294387,-0.5005590120639648,5.181790477082258,,
Call center,Rainy,5099.333005146357,2,50105.58386966643,4119.487018015187,0.06405286947229698,-0.5467439829113102,3.6876833706847245,0.6996586485842342,0.11611322998681688
Call center,Summer,3889.1268249867862,2,76189.48532835778,4764.456723895391,-1.09743324199808,0.525286515872243,6.175298264276137,0.26425450483854473,-1.7127452546574733
Call center,Rainy,6373.465935019097,1,54748.37267962808,4076.573206308902,-0.2738082559924766,-1.0490718639532508,3.429761190625446,,
Call center,Rainy,4254.51809916551,0,43130.822771202154,4215.77890120802,0.20897205780398603,0.5471654372113229,3.0465368318367996,1.3326089742060019,-0.574693222015334
Call center,Summer,2966.1070637077873,2,41836.93994608238,3962.2851989328774,-2.374910018932871,0.7218686892347022,7.454817926572048,1.0400307186704671,0.8489029353374093
Web,Rainy,7397.192951713845,2,54878.793136664695,4932.428096642273,-0.6177833022604444,-0.37499242130468263,3.459889827989864,-0.155905819192923,0.14811778340058665
Call center,Summer,6918.500139738573,0,47779.77351849502,7529.619529882291,-0.12664041028089684,2.3673330945641693,4.708776551279537,0.761908693165111,-1.175955352243694
Call center,Rainy,5519.272556722796,2,67411.94826590078,7169.661817953418,0.547757421854255,1.5441598667955119,5.696101143154089,-0.8394172460358571,-1.2636040392472425
Call center,Rainy,6395.814311723838,2,63437.25048665719,5460.467263392341,0.6331670738168933,0.32277964824472893,3.1548635863251366,,
Call center,Rainy,8677.351127545906,2,50807.939656315866,7291.989669252228,0.30369103665949804,1.1242494226079538,3.6977008766897423,-0.3561441242052882,-1.0099460708114754
Call center,Rainy,5001.8032386098885,2,74023.52164878946,3174.941968785957,-0.14244849644785446,-1.0046454943653709,2.8775456032335534,-0.20691806398194051,0.5143120620838345
Call center,Summer,6382.747411733704,1,42394.66625495163,4207.737038149157,-0.7276494867858584,-0.12272108658601316,3.07850042653064,-0.06892455518642104,-0.7298581582371363
Call center,Rainy,5682.287587346917,2,61299.96073428095,5526.639007498483,0.9595156678680727,-0.1109996021845276,3.773039879804087,-0.8209993781572978,-1.723175664980591
Call center,Rainy,5207.6641815533685,2,23789.282038628484,3767.347763994916,-0.11251843963974888,-2.8807358602304345,7.237916561495835,1.4838125176710384,1.2531584627478252
Call center,Rainy,4135.946358943493,1,69236.41402657502,4809.797281186482,-0.5556219589860703,1.1520069344417543,4.3356205640230385,0.7034415009411291,-0.24580600291281232
Call center,Summer,2165.3912372619816,2,30967.690542806107,2488.540838956867,-1.0380055317670904,-0.2744487652685546,4.838647267705308,-0.028984564680982868,-0.7391764367333785
Call center,Rainy,6715.2394938391535,2,80834.54266799666,6019.315992768983,0.3674918325271354,-0.4929602593753931,5.1011323697475985,-0.23651557783082833,-0.2957688263141932
Call center,Summer,4062.5352128814693,2,65425.78142401547,3081.451777604735,-0.21702090466664167,-0.4186545068483202,2.751772947537299,-0.6370029322649515,0.7517889230569315
Web,Rainy,1868.6575853162876,2,49757.03993655466,3651.344556664714,0.5007333593548121,-0.19471440263006912,5.242178437181455,,
Call center,Rainy,5865.221536217435,0,71247.58153880635,4716.402164405412,-2.845714593362698,0.1336027858838545,6.919831110157113,2.008485232596692,0.7119216152961835
Call center,Summer,7809.484780748035,0,70445.56470437354,7889.2934054470425,0.03652411954162132,0.6316954712735977,6.645962427717292,-0.8303195589063042,-2.2390564726273756
Agent,Rainy,4118.933769876082,1,66318.17622922409,2597.363986473543,-1.3526758531766643,-1.4447820175952641,4.798293798198163,,
Call center,Rainy,5187.1530645894545,2,53548.236281766985,6660.092308877664,1.5427638940974524,0.6861154289666755,4.697150696122605,0.8700948461124616,0.9100993243503205
Web,Summer,3978.0952901004835,2,71629.54837480163,4291.499173647743,-0.060028581446513386,-0.16588882855869813,4.698139808743146,,
Web,Summer,6351.067159599783,0,41767.10669072816,5359.690358997674,0.35985753166956735,-0.12057928731935268,4.2620474645751205,0.3286555838293085,-1.2242733199263236
Agent,Rainy,7012.447315194345,1,55519.371295040146,2996.4732610595292,-1.9529916085015164,-0.5217600719373802,2.005664746541167,-0.42709378783474605,-2.0802985004157013
Agent,Rainy,5132.371854188549,2,53478.227938086995,3309.367369659634,-0.20558357395784216,-1.3403378131815853,3.5461696972715027,,
Call center,Summer,3579.89950382834,2,38044.43142758808,3610.826441490652,-1.200953625437248,0.21551474628495462,5.377900181343443,1.190496907963126,0.7954071863439511
Call center,Summer,4275.2930098208335,0,56833.942347528544,3442.2685619718995,-0.5771416178240573,0.14358917887043793,3.1803800114036918,-0.5741801053084538,-1.1633296006718814
Call center,Rainy,7518.520657048735,0,69141.57292039972,4619.454648192556,-1.8747414159985138,-0.3468508811820075,4.458708384136929,-0.834569874937247,-0.31472158799159855
Agent,Rainy,5430.518022234585,0,57233.981641540835,5378.896831845148,1.130881249273169,-0.36823873466130996,4.090253067282135,0.3146835790307459,0.5588720926088251
Web,Summer,6152.651198478248,1,43813.54725876963,8118.843960835476,1.5232718825854117,0.3520808671840776,7.4802096900761565,,
Call center,Rainy,5823.556286880142,2,59472.23642785786,4222.837708824537,-0.679287509661774,-1.50519625847742,5.764054179381834,2.817409629501651,-0.031377372364558245
Agent,Rainy,4411.279946023413,2,50523.0321274617,3943.3031297501266,-0.3009771859793204,-0.6247179858108569,4.625303376736643,-1.7597669935765508,1.1918493994228352
Call center,Rainy,7315.867442662184,0,49768.30649794307,8619.60767182638,0.6423133190948804,1.8127481169857644,6.449132291952125,-0.5448010374327328,1.789729485719192
Agent,Rainy,5340.500752275248,2,56054.887158602505,5495.715932278779,0.08678692455071257,-0.09539934195416187,5.650478826000574,0.49846970989074507,0.12787152732070767
Agent,Rainy,7125.991986642248,1,83528.21268557187,5468.0532362701415,-0.4678467019773486,-0.017615726600444807,4.048405366162669,,
Call center,Rainy,4786.508874216318,0,67887.78057562742,4361.943477483718,0.24062415862321035,0.2869771673239303,3.031663938518987,-1.3080650042542028,3.1472440942281503
Call center,Rainy,5497.175022038,1,43380.69240866344,6819.622260537983,0.6250111397428254,1.5328225553624422,4.917376786924862,-0.48256422366150187,-0.6990527348457622
Call center,Summer,6470.51629484678,1,41666.57297890279,3329.940417925759,-1.484118100686296,-0.26508565487002494,2.2623510967960274,0.2491886331547365,-0.8512960910869538
Call center,Summer,3494.865118603596,2,48049.155526254115,3947.2586354691407,-1.629918583480404,0.2611625887414227,6.319123438426491,-1.1441962973763689,0.7866721029559214
Call center,Summer,4478.805965007583,2,56716.36681393408,4757.7377235769345,0.6646830649163632,1.0996204729508925,2.252656429051407,-0.813473488563249,0.8736909748125107
Call center,Rainy,4427.751932056079,1,43015.40066245729,6571.186844411024,0.6298212128221914,2.0780837975011783,4.906832479783801,-1.54219669545197,-0.049117754375238735
Call center,Summer,5776.107223574598,1,53592.460942908074,4169.011882821605,0.19147268286995167,-0.8227329445601147,3.410840369101833,-0.946925596781738,0.8990678809612505
Call center,Rainy,4962.721795143217,2,66634.47931582211,5135.293392974154,0.3932146771380601,-0.7555280619132131,5.828068184372535,-0.3188855682036973,-1.3214365571756992
Web,Summer,2893.773754714816,2,51019.11010218258,4578.9659091175445,1.066183508007137,-0.6153529688508426,5.97399875381831,-0.6603535042381343,-0.20927480949742777
Call center,Rainy,4506.368361193901,1,44453.52201119562,4598.569147432537,0.2917428961804847,0.08329847984413664,4.002134470021109,,
Call center,Rainy,4277.0968500443405,2,49066.18681365833,5552.686255542693,1.2976943321027528,0.9166405559342107,3.815573420478209,0.33497156773367237,0.07087676357800271
Call center,Rainy,6001.123819441061,1,44190.745704236804,5470.642890052668,1.3752576423821938,-0.195159511074756,2.911851960963248,1.251907581894568,-2.0067439406720555
Call center,Summer,4483.754907070186,0,69324.97478888073,4186.437337803234,-0.36037379717045703,-0.013537969225948293,4.2617191585494805,0.8849998494274419,0.8305239865001112
Web,Rainy,4902.9507267791705,0,71352.24781756989,3425.974364602187,-0.46985266256773106,-1.1463546064555008,3.958603903091992,0.006042546761577925,1.652947794714759
Call center,Summer,4513.500097438483,0,68926.38951396394,5508.400116482307,-0.4132825885250131,0.6000307347095735,5.872882320628019,0.10127145844845102,0.053554253495425044
Call center,Summer,7086.875300325176,2,52385.01282659982,4346.949497373772,-1.9027148443644764,0.13534841446486037,3.9422268741986386,1.103234174481598,-0.35181949823865627
Call center,Summer,2141.006238543685,0,58016.24425067709,4424.218915432871,1.596217972685934,-0.11306774730916916,4.7528628470713095,0.4424019934645606,0.4240617774400077
Web,Rainy,4122.883178169499,0,93349.71140684618,3994.2646158758303,-0.9150246408569436,-0.44744809902021493,5.249090825411922,0.45332825715705605,0.3271714040527723
Agent,Summer,3157.0646162492903,2,74790.0038770379,4310.447551560792,-1.1357303724475147,0.9625522081276743,5.536413729305706,0.08450317510631583,-0.5896996870852816
Agent,Summer,4487.819419925716,2,30550.457331652688,4750.759433047531,0.03937737666011345,0.5705540788065502,4.461692442877146,1.4013873091399145,1.2759714381302265
Web,Rainy,2688.715981699106,0,48058.25367974096,0.0,-2.705950945438016,-2.351730703282116,4.59516822004761,-0.8386526070139712,-0.44911572623969753
Call center,Summer,1920.6570352097965,2,39244.227179522924,4420.220629891533,0.28862853764393614,1.1130089811367552,5.5687982440057056,-0.5848360835090773,-0.3117687495346226
Call center,Summer,7095.809277899873,1,56754.00103229907,5408.409220945666,0.13975631803964303,-1.1015444483245964,5.100295732495657,1.1629824020331692,0.39028986602594945
Call center,Rainy,5961.894520343691,2,46290.93127652332,5733.993655370596,-1.3308755409858721,1.328973432459049,5.318122963848305,0.6889024305120202,-0.8154227565792577
Call center,Summer,3108.7728437174037,2,32649.398252501916,4373.411241412769,-0.0631606374060566,0.5037637954871096,4.737865977268561,2.165848328216512,0.43756751284440243
Agent,Rainy,5274.018890290271,1,47593.579576465585,5277.0104192197905,0.2403338840098051,0.6790815330219884,4.116797981068223,0.600347298160147,-0.2343440348958687
Call center,Summer,6455.807344105633,2,54177.53727041293,3092.1159585983514,-1.277775783646257,-1.8807606879786518,4.100863107349703,0.26126555932229656,-0.8338089678135876
Call center,Summer,5358.5352733999725,0,62738.25928085535,5462.479735710132,0.858434875786722,0.5077013663335,2.965340728425656,0.6618929392675411,-0.8130067191447162
Call center,Summer,6364.38691651193,1,44840.8648807065,5753.468061759439,-0.12454501299293923,-0.31873887488301267,5.803743356259572,-0.49223816515579355,1.6602245073402697
Call center,Rainy,6164.776854705901,2,47707.64575110532,3454.8881704842443,-1.8722921502324872,-0.549865588496497,4.262886758948497,-0.528010418587671,0.846583635416919
Call center,Rainy,4557.4477226968,2,64147.147828727095,2588.594544964517,0.8481572616038332,-1.8040395482925162,1.7847437187495192,0.7140835029827763,-0.42072626845858296
Call center,Rainy,4149.939180533576,1,71688.63702635659,5230.803787579523,0.23012258461174798,1.0433282420254222,4.032375351275754,-0.46915914313406654,0.15324725064564657
Call center,Rainy,6168.901306510637,1,44927.90863128824,6157.520737176748,0.6293032294261793,0.871340790108146,4.082522973617545,0.7447831828165553,1.8999378478246784
Call center,Summer,7611.737541745515,0,55527.89406732391,6829.802773323541,0.18114235867047193,0.6131101417531291,4.652019941495294,-0.33979224221350285,0.5294507310361756
Call center,Summer,4392.786497220164,2,43948.6774589544,3603.032098459903,-0.8627149359290651,-0.5631914067272245,4.58475297126467,0.9664434412223732,1.1429701614429544
Agent,Rainy,5867.474170822774,1,42280.71925093484,4651.110292359717,-0.14921034553939821,-0.5645567453187477,4.694575320577876,-1.3198024039711065,-0.8715430406661319
Call center,Rainy,4270.196731766652,0,57103.2872048672,3146.6330894344237,-1.1030489422622538,-1.1935602093349598,5.4647637100032735,1.5092820121085975,-0.30441252041844613
Call center,Summer,7955.9212665743635,0,70260.64309720113,5930.090587670994,-1.3805287346726112,0.1746591765212516,5.137506052591077,-0.8847881985826861,1.3798227874593447
Call center,Rainy,4220.750947382276,1,65992.77684848759,4956.628236356228,1.7067807299095492,-0.5455313804697781,4.100739161918208,-1.5100096799950629,-0.4873136422155956
Call center,Rainy,4758.15942608541,0,39894.11000684979,1962.3956500766885,-1.2382009222766732,-1.6284813161048677,3.379959334498607,,
Web,Summer,5432.0116500630475,0,47055.83324779101,5066.017249238159,-0.2555107807989145,-0.5991619370136001,6.164874402671167,-1.6847236959648157,0.5359451731390316
Agent,Summer,7785.298076121927,1,61206.42003678122,6087.8814323046345,0.31746042184931467,-0.8231365491975797,4.725918532352576,1.8625571768860736,0.32104241574231324
Call center,Rainy,5428.841362233606,1,54008.70051202278,5091.452913889815,0.6666385025762993,-0.5498972184028177,4.663345960072934,1.0158853141022643,0.2862355883591033
Web,Rainy,5379.425227862359,2,60717.384958311835,5180.905459524517,0.023788837385182827,0.9838772245664497,3.505096368097532,-1.2579031915264778,0.5371382651140392
Web,Summer,5256.605043612134,0,53715.99505720609,3873.1690200051503,-0.7683151025377858,-1.2919514482853975,5.252484195593748,0.987419285648869,-0.20630368505700866
Call center,Summer,3785.43084743689,1,63597.71770581595,5278.704546299134,0.14876813855379672,0.24353765037313388,6.043278419740746,-2.364203128088858,-1.180466743896446
Call center,Summer,4237.305199061871,2,61767.56862128603,1433.4051068663393,-0.5530767826290292,-2.067415216623108,2.3330846181775495,-1.1723210459319875,-1.8219740844765537
Call center,Rainy,6636.190637676968,0,41835.86982762092,4767.499613312482,-0.9803364285210378,0.10716895528290106,3.9526134458913313,-1.2368149269905668,0.2718323973482394
Web,Summer,3156.5905556952775,2,44026.67616448241,3901.4610135570138,0.144066738194651,0.8377060733715979,3.451602564022087,-0.5277314293428386,-0.9049223762674041
Agent,Rainy,4320.212535577465,0,67999.81102725468,4451.773513055212,1.2312877707265786,-2.0418244153202063,5.420496482948129,1.0873572856493243,0.6468917326329284
Call center,Rainy,6211.892691288462,0,51064.15423833092,6209.133045981282,0.37085944126509324,0.7641036240161367,4.249694920423309,0.41579884725362215,1.5816967635331525
Call center,Summer,6173.660538623678,1,47833.51164298892,6124.108334266322,-0.17926400184305408,-1.0542388372641638,8.11255606568378,0.6303297354123226,0.1698549115475804
Call center,Rainy,4585.626387653755,2,45414.96999854805,2961.656548238136,-2.060309812382624,0.4516958721834016,3.2128706711086874,-0.11001421266895257,0.9318473532474246
Call center,Rainy,5989.658063240666,0,43960.75125045392,6509.359585167873,0.7658263638423851,0.18412011331621714,5.9455509607846295,-0.42700151195095826,0.433274614920835
Call center,Summer,5168.52522047508,1,38147.01592678676,5604.177536239673,-0.8438146788492313,1.4701989195293372,5.099274685343463,1.932012429028273,0.6582077209427787
Agent,Summer,5923.849298924278,0,38190.920434880754,3993.914684465501,-0.9242643185820627,-0.11361443624870624,3.526062940850467,0.19916549315582907,-0.4497105608560555
Call center,Rainy,769.073478434686,0,62198.27926672638,2388.674466755093,-0.42921449410555995,0.5034181514321373,4.068629054846,-0.8820362437413944,0.3245367341179324
