Gender,Brand Royalty,Children age,Subscription score,Annual Income,Marital Status
Male,53.94270024300354,5,60.64724890458245,24205.055529304365,Single
Female,60.64755099169601,14,71.51162879386334,56868.75504494151,Single
Female,59.47288688480934,8,58.75984181432825,93498.2677499386,Married
Female,61.52660519261566,8,70.5095163865925,93451.91421303712,Single
Female,48.36444148792266,13,37.73770750029779,47535.90450025737,Married
Female,47.88611062197451,7,34.624659786281995,27938.23448901061,Married
Male,58.89218837942286,8,65.89697320366895,85062.99241604551,Single
Female,66.60972494426213,8,65.34367677134118,87269.79181933517,Single
Female,44.19845768383279,12,43.09584083024985,87905.26379900626,Married
Male,89.02070781268583,12,81.69843437221638,85616.67888750037,Divorced
Male,0.0,12,8.101265196256728,70417.89372924894,Divorced
Female,75.3508719130268,11,87.54321812450853,85680.29623928068,Married
Male,41.26096138125464,12,33.42134479637305,91239.49812408921,Married
Female,55.3567139923631,13,64.75347621024913,56686.41627053701,Married
Female,66.49701638286001,7,61.0769642284743,28438.275228013703,Single
Female,71.60148952265394,11,72.71549254054248,87275.65745294032,Divorced
Male,80.86190396316275,12,72.6257292710503,80540.29744615716,Single
Female,10.569392299496094,12,-8.83442936168532,70572.80389398454,Divorced
Female,35.32756865857067,11,41.06688912267831,84819.01104508378,Single
Male,50.718263272158936,12,43.73240013185229,90762.68121775975,Married
Male,88.03026133659469,12,91.47710104760404,90546.02706328873,Married
Male,85.1063195225815,11,80.02357004230859,81361.32304418142,Married
Female,61.8619263767309,6,58.68341162336163,26435.218369634134,Married
Female,8.816413973733248,12,4.008615476163443,67491.45474040808,Married
Female,45.80882229308318,13,59.39019047138737,54211.338339762246,Single
Male,51.32330591793331,13,55.782838443368554,45833.37048992146,Divorced
Female,36.69453858949433,11,32.00543488009987,95391.05053366943,Married
Female,14.015005253723253,12,15.763737375243808,71227.55450412825,Married
Male,75.15512339509176,12,69.7523713372006,81453.2221879488,Married
Female,39.13151373150429,12,44.97209222820846,88286.95392524503,Married
Female,59.38059352778694,13,53.58429998492925,51988.691224792674,Married
Female,41.08764779118253,11,46.18992742783929,93533.23923979522,Married
Female,67.69556635309596,8,78.62120528371098,81619.93640664892,Divorced
Female,9.238848073988684,12,10.453080726866169,74294.35534404787,Single
Male,39.99500811547111,12,38.996533053056375,87142.24027202441,Married
Female,63.98118831605405,8,74.65661035443202,91261.28070514003,Married
Male,53.184566786005234,13,70.39928666723225,55018.272746254916,Single
Male,57.13293579356653,6,68.3171791074256,22552.141823153404,Married
Female,16.028658772265366,12,13.051873184676573,65449.51202532203,Divorced
Female,14.942646485259829,11,18.830048132438264,69232.47011946457,Divorced
Male,54.96687426002019,8,51.56079854249513,86042.2592267967,Single
Female,15.491508898481896,12,26.766996155137917,69236.70951525657,Married
Male,50.95097575934852,13,52.39996357676245,59556.40021538743,Married
Female,67.8177279204213,8,68.88841581405295,89717.08677674984,Single
Male,41.29273186174417,12,46.535736003556536,91207.19739540969,Divorced
Male,47.34439172275926,13,39.0367651650754,52872.05516465237,Divorced
Male,54.90115893413487,6,63.47709605826667,21732.37698488334,Single
Male,54.82136191133774,6,54.080059146350095,24403.965266844134,Single
Male,43.12437659177374,12,44.41387846292167,88834.08805017521,Single
Female,56.26775945782305,13,57.53837498002847,50034.5043480989,Divorced
Female,35.97767532585648,12,36.529506269405644,89874.65150987307,Married
Female,55.851454091503314,13,78.94620675493385,54005.03937859315,Single
Female,55.97553869719412,6,60.461900708749944,20801.56982445669,Single
Male,18.859533246061375,12,28.369584255285982,73430.8329093922,Divorced
Male,3.951941618384872,12,-0.8446619496826582,66757.35284466723,Single
Female,58.41982712611608,13,63.42237992739608,53875.1997497291,Married
Male,67.35006331921007,9,70.82144536382941,84525.20034841348,Single
Male,60.99587489338396,13,65.47778277006391,58407.891832091766,Married
Male,65.54613549076475,7,66.18469244497324,96024.28253881811,Married
Male,22.150782908566352,12,2.0168913662237884,68003.93900464255,Single
Female,58.45028160673092,8,46.86254058463827,95274.82287274301,Single
Female,17.558751216297445,12,19.90765737440874,64098.55278591093,Divorced
Female,1.720632850266746,13,-3.5422570305985115,71768.4911465316,Married
Female,88.00278064392549,12,83.54979324642323,76903.04414176806,Married
Female,38.73797016335025,12,41.59441567481301,88453.69832710063,Married
Female,59.05283848958131,6,60.46564459303515,26989.571501210867,Divorced
Male,53.73312791985856,6,53.34964133885203,27808.242370594522,Divorced
Male,57.96749066704392,8,52.3632831501054,85620.74625488643,Single
Female,10.140218460114781,12,8.93211846661093,69578.81678284066,Single
Male,40.99100762375396,11,43.62143917884473,90587.08771381322,Divorced
Male,67.32242399940066,6,69.26524785642934,29985.9588378541,Single
Male,55.108095412111275,8,51.56641203708522,86188.4155446484,Single
Male,76.85445423494491,12,76.19108480029557,83530.22823788259,Married
Female,20.947375947226753,12,27.36657131495175,66864.3478733927,Married
Female,17.980292524589707,12,7.430122301381852,74286.77994257899,Single
Female,79.0969240922771,11,76.95321735507905,82522.97224678865,Married
Female,85.53628119242576,10,78.45232315398032,81813.5598765252,Single
Female,50.04047191767003,7,57.66896416583895,85500.03848989174,Single
Male,81.10068155519771,12,92.36270736696866,78498.16459066555,Married
Male,67.29435777047101,8,71.11794079047799,90783.12538515702,Divorced
Male,59.21334433538545,13,49.89758011600806,53639.67114359479,Single
Male,34.76144469853456,13,54.665951213798934,90769.44265357603,Single
Female,21.068824478896662,12,15.987705286813027,66548.26419430495,Married
Female,53.92251211187178,12,41.743345308752794,51239.084227421525,Married
Female,44.37505721206764,6,29.957012016594035,29237.939485492956,Single
Female,47.07555170704494,12,51.0077684552888,87157.95853251801,Divorced
Female,15.106242354178619,12,16.963903613813038,67588.96204286286,Divorced
Male,15.69751083528734,12,21.3334725596508,73935.91878712554,Divorced
Male,62.19652984764586,7,69.35650916822007,93281.54991335771,Single
Female,68.32366352883949,6,55.019147340818165,24293.991342408037,Single
Female,86.30017001870343,11,78.94333561557805,78214.57340273424,Single
Male,71.3584148904816,6,77.91190792702656,32022.047103035726,Single
Male,100.0,11,106.25352225771547,82888.99174085668,Married
Male,12.309202368463446,12,14.566214268640291,64137.49956817148,Divorced
Female,57.68296994647819,8,61.65393016147082,86533.60215813346,Divorced
Female,38.44366607896528,12,43.02963301479311,85210.5894926326,Divorced
Female,64.76912590781137,9,60.7000919795841,78570.71648866753,Divorced
Female,64.53718366143532,7,54.51161950832619,91458.65671983972,Divorced
Male,62.29505199427935,8,58.127921666456395,87034.85875864263,Single
Female,17.209507499779953,12,9.261425903727762,69229.58496854083,Divorced
Female,50.110849468378866,13,53.46554718569156,50688.5851638928,Divorced
Male,37.96234810682323,12,35.611619132425886,89074.29351894952,Married
Male,38.63275465439571,12,36.11971645974022,81531.71760260253,Divorced
Female,79.94637882908063,12,75.74470412776853,84915.57815719079,Married
Female,78.56551796725213,11,78.15779229991242,77549.54719699637,Married
Female,62.869920210137295,8,58.810793615075546,88435.69134691768,Married
Female,59.26276474614136,5,59.30328748196735,31624.64371829912,Single
Female,52.6324824810763,13,55.08613960388759,57179.032045367196,Divorced
Male,70.98522140743351,7,77.50391229108361,83883.56213692512,Married
Male,65.39388562590511,6,64.97542303346945,25552.900111187177,Divorced
Female,62.983662506159675,6,59.39695683464947,29472.34138646451,Married
Female,40.93160682708404,12,44.73053815603437,88152.63033803516,Divorced
Female,37.9383355997588,11,49.01093112539411,88138.14301543839,Single
Female,57.25980672234823,8,54.091592957485915,88287.2293243044,Married
Male,50.745478375396424,13,48.73487659046192,53698.59742654526,Married
Female,78.11305076945109,11,90.28003474858721,76787.76757336792,Divorced
Male,54.911103898185104,7,46.28326232996614,83132.96489763288,Married
Female,18.425239793322284,12,19.056677722095827,68748.78767917464,Married
Female,83.96926627599842,12,86.48378828784107,80901.18183281389,Divorced
Female,53.42365984791883,14,51.63517799169374,51592.05831592262,Single
Female,15.76765967020301,12,12.91442313404271,58026.463377154316,Married
Male,36.5871517287587,12,37.041150540830685,90816.26402414424,Divorced
Male,13.952927613307828,11,10.001147182109483,66179.44889637793,Married
Female,85.25867475682648,11,85.21785007407748,78309.75124970202,Single
Female,62.17280774690841,6,62.37745889488905,19735.76689290197,Divorced
Female,58.5825393610115,6,56.498068038374115,24629.224402755826,Single
Female,50.8214076951793,13,46.54541611335339,54860.113783652996,Single
Female,43.85613054215336,13,35.55333926309335,46240.8859724666,Divorced
Male,60.42951005740881,7,61.92259312642264,89341.02199254802,Divorced
Female,62.08396242286703,5,70.05419684143085,26807.164578775213,Single
Female,77.90657903561885,11,87.95522610178008,82732.47203081878,Single
Female,83.30207102689883,12,78.52074522277789,81100.5848099368,Married
Male,65.89159688704706,8,62.65839563169189,84016.9566897084,Single
Male,83.63010448000097,12,87.94222271385783,78598.41717841041,Single
Female,39.28794753742961,12,42.64556995915695,90267.05648070962,Divorced
Male,83.53213930893482,11,85.68811345389864,83140.41950189449,Single
Female,95.53958940319136,11,102.88652581629451,84939.41375203941,Divorced
Female,53.33948579254313,6,52.341864512417324,23983.97169740138,Single
Female,21.620395485054647,11,7.594159639754331,74805.61820071074,Married
Male,53.3265284515937,6,62.26791384512489,28698.52105790542,Single
Female,55.29626878829161,8,44.91462236276197,76725.02837388363,Single
Male,2.2666492385440407,12,5.465794936206103,73778.42912893066,Divorced
Female,56.120430756157006,13,49.198776912918476,53207.80499457401,Divorced
Female,62.27272693603375,7,66.6670375554416,86086.80944577615,Married
Male,47.339095927530266,13,47.33330649490607,51947.017118940304,Married
Male,38.953372400133475,12,45.371144888292456,92966.45598537334,Married
Female,79.46662727995789,12,94.17055759812644,85487.73213386362,Married
Male,44.35103687990487,12,45.79060083325611,94792.1746746558,Single
Male,72.30446353590939,7,60.98444636758384,93361.30289755994,Single
Male,18.326391198652907,12,16.474334295339734,67884.16217047416,Married
Female,87.9052684150117,11,80.98088120944603,78694.32166360735,Married
Male,20.217591003628694,12,23.12344896489899,72868.77181755041,Divorced
Female,32.56247902908353,11,28.189587926141268,92644.7332063028,Married
Male,54.78512585771296,6,49.226982024651335,30624.86154822673,Single
Male,91.01853307433822,11,94.80147281136028,79493.19489123506,Single
Female,63.31318977469391,8,65.10513296316786,89476.95529835326,Single
Female,55.19462308492482,13,54.57935147400552,54220.98826851068,Married
Male,34.44910857389628,12,26.65366786959082,92383.32247238909,Married
Female,11.537456403193247,12,12.20790498776886,74222.52988433767,Divorced
Male,47.42845250224319,8,46.16830869521895,87397.4483775494,Divorced
Male,36.06029345244019,12,27.222248034409528,83285.20926206207,Divorced
Female,58.22948541165035,7,57.84502644716723,97720.20034995663,Married
Male,53.67670059225843,9,40.66746861851607,90367.4763173357,Married
Female,93.47313203736024,12,101.92621532253419,84854.52022847322,Divorced
Male,47.338561116751286,6,30.70289455114786,27758.098908405565,Single
Female,78.26849126138092,12,70.97726891485067,74377.89975843659,Divorced
Female,77.27701249848437,11,78.51410426066204,83477.61186733222,Divorced
Male,12.920687695030828,12,4.126211317558415,70051.99646173007,Single
Male,42.06288968759849,11,45.87095776879898,86916.79525566756,Divorced
Female,62.008443607878036,8,69.19306783612508,83854.87383889747,Married
Female,64.90174842085283,8,60.29391056062829,91878.3870891491,Divorced
Male,50.704238777501374,11,54.74128800407838,97429.8683643915,Single
Female,55.06487472021533,14,58.03214096151833,51498.68770464388,Single
Female,20.515307585587408,12,21.772645871121163,64831.72403849095,Divorced
Male,58.05505513810426,6,55.39633361087459,23107.283643449213,Divorced
Female,58.88622847611069,13,69.19457819973587,52536.52288958378,Single
Female,63.06244304774564,14,66.70838521927757,57646.80533085959,Divorced
Female,41.312862368220934,13,42.801886329600336,48127.571853287154,Married
Male,44.144820757029414,12,44.84866519643618,89633.5732513894,Divorced
Female,69.0032262422247,8,70.78113182129934,86480.20333693524,Married
Male,15.107513109541898,12,23.364810242041827,70248.01276713405,Divorced
Female,23.50930122347896,12,25.41165933893239,61231.13774879918,Married
Female,23.717902210401423,13,11.902901891083754,71062.09880507301,Married
Male,49.34820030498002,6,57.13533505386178,23879.908313440596,Married
Male,15.507089841973368,12,26.258181327143898,66778.69440263863,Divorced
Male,87.0250427364527,11,81.89421259135987,78569.03036290151,Single
Female,20.98425276937646,12,29.867532198409933,70160.54443471011,Single
Male,43.388489874351386,5,47.57768398025466,23855.284919507612,Single
Female,59.389521686532056,13,54.14551362552395,52501.584121577864,Single
Female,91.20010893609404,12,83.39125185876813,79063.53994239194,Divorced
Male,86.69988398131783,11,78.50107984796038,83123.21961797732,Single
Male,73.78895344194908,6,86.18274980204846,26098.60874289233,Married
Male,65.00267670430621,7,56.13014775470323,81866.4005799102,Single
Male,57.45403790424592,6,52.77770822125139,22237.10609802681,Married
Female,6.75503299326239,12,-2.7145049414239626,70520.08318431837,Divorced
Female,64.39475136116143,6,59.97084350983344,32039.539064970555,Married
Male,15.925620189253777,11,12.314177810777084,63604.88289488011,Married
Female,72.6744327872781,8,74.22634897956873,85779.99163203579,Single
Male,52.50143000337975,13,56.12418728629115,56299.99089199059,Single
Male,62.362732977972854,8,62.14533055553696,92991.86344335703,Divorced
Male,14.334253198013378,11,26.257883399348717,71295.147734293,Single
Female,43.808317276771604,12,41.832694963201206,84397.43725649877,Divorced
Male,52.97979227624288,7,67.24224673379521,30489.652101841304,Divorced
Female,48.63679900105061,13,40.72756140328816,59488.560258966514,Married
Female,87.36402427256698,10,86.21044939362945,80531.84989992881,Single
Female,61.42008947073829,14,61.4544078168305,47901.42472038229,Married
Male,85.96882922700865,11,91.04722880154394,84984.87849924386,Single
Female,60.67918970943507,5,64.32568003049413,22917.20403039163,Single
Male,61.23245494075739,7,51.76093994113384,83927.26157547151,Single
Female,43.90944178587409,11,36.67208003740868,86652.5691013695,Divorced
Female,41.10775050412186,11,49.802986399041856,88771.75183768052,Divorced
Male,42.48152063406636,11,41.032617976435056,87383.95372501906,Married
Male,69.19648163966279,6,82.40741784154321,19025.662678328037,Divorced
Female,89.09946044177184,12,88.04200384052866,79309.43060889828,Divorced
Female,44.46198526718626,11,49.69289020633284,84082.67635724216,Single
Female,86.49674575342519,11,88.27110794471139,84573.14046578443,Single
Female,60.957589136715846,8,52.948003543405505,93286.74223077227,Married
Male,38.72680206576341,11,38.8767708891716,89596.17891410652,Married
Female,41.92757253998746,11,41.28001465715009,90230.1521763133,Married
Male,66.42881894471158,8,69.54488498126695,89309.82073184673,Married
Male,96.69486016640852,10,87.05289174749272,89182.41604963675,Married
Female,49.09540294626331,13,61.91840385328639,54329.40746606053,Married
Female,77.45426523041745,11,87.10980288602423,79572.92435413432,Single
Male,59.09779589416442,13,62.68878948898247,52720.16597961754,Divorced
Male,44.182911383260034,12,35.90878854778563,82376.24962235265,Single
Female,60.77217593758719,6,54.20194375662984,29037.163522286526,Married
Female,15.470415552186346,12,17.61936402945796,64628.98892539299,Married
Male,81.8058518078544,11,84.24164437332715,85853.5738912497,Married
Male,56.19359308330391,8,49.8855205368562,83413.68793252141,Married
Female,60.72571772362308,5,58.479324583969834,29030.73798362814,Divorced
Female,45.15060822764143,13,49.65298327886307,54022.35547296338,Married
Male,43.69556738013947,12,44.4129348929474,94442.37608607823,Divorced
Female,81.09269121139204,11,85.9404054274353,83903.4149938807,Married
Male,45.74479342067474,12,55.10364938361239,91952.14111389621,Divorced
Male,67.84091886899769,8,63.21275522837204,88313.2487841192,Married
Male,63.924593381497246,6,60.62878464494726,28262.193711912416,Married
Female,56.23290440885829,13,53.140447376591965,49136.92176863483,Single
Male,44.166644616030226,12,48.77304185459134,87973.5057669395,Divorced
Male,38.12119188289182,11,45.841212517931034,82205.41864715522,Divorced
Female,17.50531374173329,12,18.192294916932692,73923.35113267072,Married
Male,59.68351482255528,8,58.229473628422284,85863.15521048022,Divorced
Female,60.93286827329973,7,60.92060349717781,92852.12753937917,Married
Male,86.40023297205639,11,88.53333787582811,84737.2597805104,Married
Male,66.029119466585,7,67.13167677900604,95053.37248213023,Divorced
Female,33.132858734619425,12,26.814897584122455,95062.56191288045,Divorced
Male,39.388297512810766,12,53.68219881196614,83363.85117824242,Married
Female,58.977451518222054,7,62.743091075255855,85102.2152012653,Divorced
Male,77.30537156628571,11,68.22542875787717,83372.16494805002,Single
Male,12.785735635210251,12,5.578934420958285,66488.27546244726,Single
Male,86.00741370908511,11,86.57803548273246,83641.8297005012,Married
Female,77.16101714420608,11,77.30880051441386,82311.3570189231,Divorced
Female,88.1131750012739,13,91.16367750084136,86170.12128513084,Single
Female,57.48486716702548,5,51.92748381598334,22460.997121415865,Single
Female,13.303019260214143,12,20.221244326977505,66925.95313996819,Divorced
Male,51.8550536459064,13,50.601171136390704,51954.782446065146,Single
Female,10.074770724536364,12,10.020307821141689,66161.48484419828,Divorced
Male,59.00474498673427,6,73.02599331225612,25398.085114083675,Single
Female,87.36837998932276,11,83.62849299240061,81079.52965201033,Married
Male,56.4873017195554,6,54.22018296904113,29885.239378166894,Single
Male,68.84592890454759,8,72.522963510282,84983.11889172602,Divorced
Male,55.2777459861004,6,57.328263258211585,28105.918924649744,Single
Female,89.96780065454287,11,100.24035772686892,90715.7612476755,Single
Female,58.460072515399915,14,53.66015744835543,52919.29249791702,Married
Female,55.92523684443042,13,58.60585709835788,47225.77452592289,Single
Female,15.933945968986741,13,2.566224639141158,69838.57684562485,Single
Male,84.81945689898484,11,91.90381445157075,79975.45291918643,Married
Male,17.451096247066936,13,10.381376910399581,68992.98382113581,Married
Male,51.74160058739064,12,56.927824262338724,53637.83852508856,Single
Male,53.57693082657176,6,52.36933235478113,31132.59606771166,Single
Male,47.22251978674141,11,43.58097812026733,84663.26577009677,Married
Male,63.9296257142966,8,71.71710112158544,83015.73846444594,Divorced
Female,48.57960471479623,13,49.20618751177189,54191.54757735724,Single
Female,38.85572044725592,11,43.2848280184354,91175.52384900955,Single
Male,35.925263305102874,12,37.80342346602996,90597.44451664381,Married
Female,30.74367322318422,12,30.363975261239265,91015.34104241643,Single
Female,77.51426941618757,7,75.97038205204943,81281.89699268591,Single
Female,7.71833674064883,12,0.2456485742808754,73570.91356871054,Divorced
Female,65.62923471958038,7,68.72211574943897,85689.06936560229,Single
Male,55.51732851169034,7,63.54395723274322,85075.8454998389,Divorced
Female,40.766674048473945,11,37.552783878274354,76923.94315111704,Divorced
Male,17.643489571629672,11,13.591842016938187,67610.64752846303,Divorced
Female,13.45831931103561,12,14.453082220669762,64758.210891282644,Divorced
Female,22.53520956938539,12,26.327779044237037,66520.13936260923,Divorced
Male,12.550060965461654,12,13.610069093846231,63756.067664762144,Married
Female,59.683354816260916,8,57.538900770789,83265.20970625844,Single
Female,59.15292308805097,8,57.26430378423468,90292.10560942892,Married
Female,67.92825085167911,9,66.52519959379015,84566.7986027068,Married
Male,54.847218422605195,13,65.4906256650946,51428.98478325377,Single
Male,87.99683480145256,12,99.22890293410406,77657.88622260137,Married
Female,56.388797680290175,14,45.30342765803909,49889.56077796318,Divorced
Female,22.009480663406357,12,25.266527365868935,64108.7381110319,Divorced
Female,53.399050481621536,7,53.35017903078734,29946.687472858506,Divorced
Male,43.81401236733033,12,49.97150329546554,88818.23121319566,Married
Female,57.48125520565196,6,67.12092930359839,24877.973299450292,Single
Female,15.046360235399533,13,13.598840706875173,68154.08768964252,Divorced
Male,60.389875838360325,6,68.47671565980589,28611.262924046325,Single
Male,85.0219376220445,12,100.12069062097179,78732.87834955173,Married
Male,88.44822695452132,11,90.58099479532285,82708.54552187269,Divorced
Female,58.25313668644893,13,70.42517759307306,66699.97971903067,Single
Female,66.01174078628112,7,79.28347224904098,90978.76306626986,Single
Female,94.83780085049732,11,92.40303728859274,75988.21140010787,Single
Female,30.69658556033936,11,15.935105095875711,90778.1161040958,Married
Female,42.131426011091335,11,44.90005367681671,91358.31432741063,Divorced
Male,50.530959432693784,7,44.86227054422358,93781.91894628544,Divorced
Female,58.51812947302382,8,50.15799554305823,87370.9902972339,Single
Female,56.235305065085925,6,59.2803193498188,24376.64524493296,Single
Male,43.84607867572418,12,41.410268126112506,97118.52134121675,Married
Female,61.09428808431724,6,69.86352593707113,26174.349829902807,Single
Male,35.35249259178434,12,39.780917103218414,87181.06162021782,Single
Male,89.43985395319797,11,81.55183859709075,83510.75168434836,Married
Male,36.43200022278876,12,27.35396920383849,94811.77288014564,Divorced
Male,48.605156180394886,7,39.05186683785098,26557.974839505903,Divorced
Female,20.492586858360703,11,17.53200734080807,66234.97864591425,Married
Male,43.90327929284406,12,34.58252493919467,94570.0260887682,Divorced
Male,43.468691780764,12,41.694980494012206,93123.84588439719,Single
Male,55.71832070689192,13,48.83510619732048,53403.1170945762,Divorced
Female,55.435740129294885,5,39.6411811708771,19874.783846790197,Single
Male,14.33969868358492,12,10.791551532909898,70403.43102059525,Single
Male,34.3520441393848,12,40.051390811880935,94297.52646751338,Married
Female,42.38284975054554,11,36.00522675975992,96857.84862174679,Single
Male,33.24650524899955,12,40.68541681418659,81306.79011491485,Married
Male,84.90329598684804,11,79.13575370977402,84509.0621558976,Divorced
Male,3.1423242419924193,12,5.936293893927591,59409.11944963604,Divorced
Female,68.25643693556101,8,69.32909420853667,93556.76650740969,Married
Male,59.976757514862854,6,53.90510773329295,27951.951941859596,Married
Male,57.392842182159676,13,53.03722303680102,55538.30660218842,Single
Male,24.717258734917177,13,24.823935748861967,69884.85522063353,Single
Male,84.60404002238377,11,89.29992786945364,88483.58074689056,Divorced
Female,81.9583826307943,12,87.95263358925081,76721.0375054533,Married
Female,39.107304535009476,12,38.5382607510723,94106.60301816642,Married
Male,40.940155321679285,11,49.84164882422709,96044.9764980407,Married
Male,50.47521564121712,8,56.36564147777603,89589.9950811732,Single
Female,44.15532271285596,11,45.112944981354836,89870.40303030398,Divorced
Female,73.3661756209494,11,67.55650195081788,89733.65428357618,Single
Female,54.642457463890395,12,51.36682694936499,55494.4892616683,Single
Female,72.73927680611772,12,80.27679715698098,75886.71861926006,Divorced
Female,52.44869151470145,13,52.47442983723737,52240.948761194384,Single
Male,51.343524227133535,6,54.80201009819689,24769.768350723745,Single
Male,55.49612858373019,6,44.53788586651214,25145.551452943735,Married
Male,63.12886096992034,13,61.4740125465152,57811.66366322721,Divorced
Male,88.64366990657632,11,86.24884393626623,80195.17061083917,Divorced
Female,58.98667901475572,7,48.10939262286556,29421.158507176708,Married
Female,72.41633411319678,11,82.42122514671402,80597.7511295409,Divorced
Male,4.956429257418705,12,5.5037460887246885,67779.41145596499,Divorced
Female,65.65674777584368,5,65.5983539805591,24830.404332459257,Single
Male,7.0151101407283605,12,5.275271456302365,73839.71912786033,Divorced
Female,25.33257474205833,13,34.9552718228847,66574.00815393154,Single
Female,83.48286535341043,12,87.81001839055627,86623.08610989412,Married
Male,64.3713973751342,8,61.18807877519214,83717.72745957677,Single
Female,70.95025982114791,6,71.01430110024961,32643.713408159358,Married
Male,53.03152942331289,13,46.511610803985974,55362.25699175385,Divorced
Male,61.139415633976306,7,67.05678459352504,85673.80846729153,Divorced
Female,45.16250959511303,13,38.189711082393835,54537.53632803648,Married
Female,52.944663769702196,5,54.68288935182216,24489.9246040711,Divorced
Male,40.06735438494891,12,36.59855455374791,91061.28182739443,Married
Male,50.002048112036455,12,52.29498434674167,94647.78834025854,Married
Male,38.12684325259743,11,32.75618365284935,85705.24649954338,Divorced
Male,46.73031534122315,13,41.93019854925136,53661.21345086267,Single
Female,55.72587117207732,13,48.25404917759217,58607.966173061504,Married
Female,58.33713186018495,6,51.08961739154731,20674.04750886691,Divorced
Female,58.378876238449514,7,51.22438938243138,29272.729066041855,Divorced
Male,47.813426471386876,12,47.69395745639384,89590.6090414549,Divorced
Female,41.71697343587181,12,41.981381008934136,93682.8743833187,Married
Male,63.18951898197455,7,59.91961872227576,86441.95493126658,Married
Female,62.899251912660866,6,64.27482952792292,26129.096416238342,Married
Female,85.86672133582688,12,87.24110625867254,81130.88816881971,Divorced
Male,58.113581537319675,12,53.829849947922554,53231.26844490118,Divorced
Male,92.22186051288972,11,111.65607664960854,80640.94053817149,Married
Female,54.328333215585594,8,58.70333585443335,87164.89652404476,Married
Male,59.619710318526025,8,63.68667716701893,83718.48616549588,Divorced
Male,61.69805913724761,6,51.49086842776982,27056.4125552649,Divorced
Female,44.02599172543835,13,46.83022226537886,47253.86732572999,Married
Male,58.87353918974356,12,48.81704919872708,56924.14981902254,Married
Male,57.82347573353856,7,53.03529977867421,90909.10581491464,Married
Female,80.1455152895129,13,74.32885815742631,87429.23393392304,Married
Female,80.37489647609425,12,83.1211659622187,79051.44029430389,Divorced
Male,37.198859881921244,11,39.44383102626426,87593.36609081028,Single
Male,55.239469193339175,6,58.669647432645995,19765.799027785055,Single
Male,8.000158413247718,12,8.675863044682949,70459.58622280954,Single
Female,63.224329724147005,8,53.829820539152216,90223.7651400565,Single
Female,29.790904583025963,12,37.90345471988555,69249.71533092538,Married
Female,52.36258236684606,13,49.28730909144683,54754.08795494383,Divorced
Female,83.88420071348804,10,86.53696106386411,84746.71880017353,Single
Female,51.08889807572525,14,42.46164006481021,54260.974044884235,Married
Female,42.82234784181069,12,32.93407056952296,87622.31570351923,Single
Female,53.18697570136778,13,50.60661717249993,50518.81725174151,Married
Female,49.85499625446231,14,38.02458495734651,53486.277860452334,Married
Female,53.89412606473097,6,48.935357998323994,35439.4748155701,Single
Female,64.18890286346041,8,56.09535981608119,84136.36603598835,Single
Female,64.0137797744302,6,61.495817218440294,33818.393209321235,Single
Male,50.27033710800774,7,55.2866713051826,22792.499957686523,Divorced
Male,75.72137352022712,11,85.33921454423636,77895.64599833167,Married
Female,55.31550140293179,8,66.6306181963252,92621.1419649485,Single
Male,68.04255699699753,7,61.91806145986893,90648.00368762048,Married
Female,52.92338502795241,6,39.84563418214141,20097.06770285967,Married
Female,53.01226473977228,6,44.72713400689819,29094.429424909526,Married
Male,84.19025409902271,12,78.5396705400752,81905.58849000599,Divorced
Female,44.59353533551619,12,47.747149130669904,89572.58479189855,Single
Male,86.6062129661671,11,82.11617850032603,84335.0146267873,Single
Female,15.281197977950853,12,8.76027765840095,69343.83613881536,Married
Female,28.475262520820323,12,19.359775646600532,92076.0251462436,Single
Female,47.33126372097644,12,42.93268304765047,92608.547665132,Divorced
Male,34.39506689047401,12,26.597901304335565,91229.27026322794,Married
Male,21.549040426435283,12,23.997615445766897,75232.76477565704,Single
Male,59.681941663110365,7,55.523758889180876,89212.95976314915,Single
Male,55.10848325495279,13,56.42232176474509,50511.5749656912,Married
Male,82.97842160018565,12,87.67615166798998,81917.1229659285,Divorced
Male,55.588029409416116,13,51.94618328282342,51799.52331613749,Single
Male,83.1651622856898,11,74.30556097530987,82916.84954017552,Divorced
Female,41.00376930501825,11,36.4356350238652,86435.13945888059,Divorced
Female,53.16477259167243,13,54.228532167096155,56495.356127491454,Married
Male,55.944248414963205,14,64.96177471431207,57551.264763989246,Divorced
Male,41.727403591778454,12,32.141863845823885,92878.84623126016,Married
Male,7.628098584233811,12,4.398565064447489,71019.92734308387,Married
Female,84.80496086128815,12,97.42026860010463,76018.16297160473,Divorced
Male,16.082739440171167,12,10.272525900179183,65992.43228847423,Single
Male,87.05268292825124,11,99.30240603878087,82371.44454935814,Married
Female,18.05639663495092,13,11.725229420169523,71228.49078865914,Single
Male,85.01765768514775,11,73.79178183337072,87231.21145497436,Married
Female,63.376907951053205,8,52.72935728781132,87604.54344211149,Married
Female,52.02598565894608,13,56.536119004236085,52281.71798615751,Single
Male,23.671709535253807,13,19.526485525314307,62213.18511271482,Married
Male,59.574941775177,8,57.06406971106297,86216.7581820814,Single
Male,54.634048661770336,13,55.62719499436296,51984.963582302014,Married
Female,62.674500094965744,6,50.926942740549606,28627.82279853183,Single
Male,39.228038613128675,12,31.618841350782883,87903.66363494124,Single
Female,57.62399791320827,7,65.65696199373825,91475.68650386168,Single
Female,61.96211275721916,6,75.33450440982557,29277.016845085065,Divorced
