Education Level,Sex,Hours Online,Years with Company,Marital Status,Location Code,City,Monthly Income,Years after high school graduation,Brand Loyalty,Renew
High School,F,4.980322718246444,4.0,Divorced,Urban,New Castle,5761.798014152557,43.0,-0.05126877686167111,Yes
High School,F,6.795945247686721,5.0,Divorced,Urban,Manchester,5028.937640310781,43.0,-0.19538152122175478,Yes
Graduate School,F,5.114859353608472,6.0,Married,Urban,New Castle,5076.473264053076,43.0,-0.13410184872793415,Yes
High School,M,3.6167469983226033,6.0,Single,Urban,,7217.26825182856,21.0,0.3930383733419828,Yes
High School,M,5.894390568347279,5.0,Divorced,Suburban,London,4193.589752286587,36.0,0.6683980581240939,Yes
Graduate School,F,6.5799487066289455,5.0,Divorced,Urban,Manchester,4806.16781174127,35.0,-0.1346223023490084,Yes
Graduate School,M,5.897197553584841,3.0,Divorced,Urban,London,5564.690744348079,37.0,-0.5879331270647731,Yes
College,F,6.409231179809554,2.0,,Rural,New Castle,5276.797753632762,42.0,0.053348049530076755,Yes
High School,F,4.578369175120453,5.0,Single,Rural,Manchester,5044.323358231318,27.0,1.2140485507429026,No
High School,M,4.796561775917223,8.0,Divorced,Rural,New Castle,5366.588375893491,35.0,-1.3594503470273964,No
College,F,5.5548188733885215,8.0,Married,Suburban,Manchester,4570.783418232375,34.0,0.028240555637653465,No
Graduate School,F,4.831500222284713,5.0,Single,Rural,New Castle,4590.96949200196,34.0,-0.03816202137103161,
High School,M,3.137119464583627,5.0,Divorced,Suburban,New Castle,6034.622941038678,22.0,-0.187420388159306,Yes
College,F,7.24247510376223,7.0,Married,Rural,New Castle,4095.9411237915256,37.0,0.20778402571898538,No
High School,F,3.113862314672721,6.0,Divorced,Rural,Manchester,4410.585879767816,31.0,0.18789147700897538,No
Graduate School,F,1.9071903032590862,6.0,Divorced,Urban,London,7644.8631499055755,20.0,,Yes
High School,M,,5.0,Divorced,Suburban,New Castle,5585.910737698168,30.0,0.1430211375103155,Yes
High School,F,3.844826422095333,6.0,Married,Urban,New Castle,5666.795486933019,19.0,-0.06625560995763952,Yes
High School,F,5.171711388568046,3.0,Single,Suburban,Manchester,6606.001818623137,29.0,0.09144445154163101,Yes
College,M,6.3260958566818095,0.0,Single,Urban,London,4812.33746131834,34.0,-0.1516907299568987,Yes
College,F,5.468532899861826,4.0,Divorced,Urban,New Castle,6381.680889469866,37.0,-0.4082290826368428,Yes
High School,M,6.245097537518985,3.0,Divorced,Urban,London,5261.6618132974145,33.0,0.17784276951836742,Yes
High School,M,4.032115862821497,6.0,Married,Rural,Manchester,4601.063663957576,26.0,,No
Graduate School,M,4.184437484896591,5.0,Divorced,Urban,London,6262.62053169335,15.0,-0.08433377822914606,Yes
High School,M,6.464033610876138,7.0,Divorced,Suburban,New Castle,4387.533818682155,31.0,0.3404185858357981,No
Graduate School,M,6.40030712995604,3.0,Married,Urban,Manchester,5223.35299388591,37.0,-0.126789817766738,Yes
Graduate School,F,4.226342662085147,5.0,Divorced,Suburban,Manchester,6429.903389273486,22.0,0.7278958680822327,Yes
High School,F,6.375694172790341,6.0,Single,Urban,London,5213.4449809930575,34.0,-0.5625067641570498,No
High School,M,3.2897625708956855,4.0,Married,Urban,New Castle,4321.013318554358,39.0,0.46025064625825457,No
College,F,3.714447082673411,4.0,Married,Rural,Manchester,4928.015996867908,35.0,-0.06764804332381394,No
Graduate School,M,4.824026654193968,7.0,Divorced,Suburban,,3335.0276508570532,34.0,-0.08219040904260222,No
Graduate School,F,5.135748756173699,2.0,Divorced,Urban,London,5544.687200037914,20.0,-0.3660717432733377,Yes
High School,M,8.074839535079896,7.0,Married,Suburban,New Castle,4715.404978048575,39.0,-0.06702683906999041,No
High School,F,2.320957677324619,5.0,Divorced,Suburban,New Castle,7351.690911617325,24.0,0.5130098482727328,Yes
Graduate School,F,6.604557069694211,5.0,Divorced,Urban,Manchester,4427.025056114285,32.0,-0.4627192535095972,Yes
Graduate School,F,5.98743724117364,2.0,Married,Rural,London,5153.869331110562,,-0.4689435386785664,No
High School,M,5.96969757464773,7.0,Married,Suburban,London,3002.3148363297028,38.0,0.4948663016309747,No
College,F,4.679044944240456,6.0,Single,Rural,Manchester,5475.29990999541,41.0,-0.29301532425882415,No
High School,F,5.269529128887113,5.0,Single,Rural,New Castle,5766.6321643989695,43.0,-0.33092151634657074,Yes
College,F,1.8704212583099977,7.0,Married,Suburban,New Castle,6562.403682536996,28.0,0.6046653583013364,No
High School,F,7.532281362220727,3.0,Single,Urban,,5089.5363520459305,35.0,0.5111181760092494,Yes
High School,M,6.3432796179200475,5.0,Divorced,Urban,New Castle,4783.588882991004,42.0,,Yes
Graduate School,M,5.187522526190197,2.0,Divorced,Urban,New Castle,5783.669557693003,,0.49134451032833054,Yes
Graduate School,F,7.195943311164825,4.0,Married,Suburban,New Castle,3075.2813217357084,42.0,0.1691603595698322,No
High School,F,5.981812141710603,3.0,Married,Rural,London,4023.9299159584625,40.0,0.020774526330929015,No
College,M,5.9015663597953685,5.0,Single,Suburban,New Castle,5486.679215259206,23.0,-0.20741372102852063,Yes
College,M,5.461926695258636,2.0,Married,Suburban,London,5958.545898336055,29.0,0.30962765864725406,Yes
Graduate School,F,5.259710464665468,5.0,Divorced,Urban,New Castle,5111.052555715078,37.0,-0.08068637915008459,Yes
Graduate School,,6.488808731101212,4.0,Single,Suburban,London,5337.494785146057,50.0,0.855359270508274,Yes
College,F,5.648194584234951,7.0,Divorced,Urban,New Castle,4710.829807368692,34.0,-0.13073607049712926,No
College,M,4.935341975508406,5.0,Divorced,Urban,London,5252.125989401681,10.0,-0.15617343056908375,Yes
Graduate School,M,8.431037186867867,4.0,Married,Rural,London,3629.0460057444043,43.0,0.13836416621288664,No
High School,F,5.621149371375072,3.0,Divorced,Rural,London,4570.037182280273,29.0,0.3696557190376688,No
Graduate School,F,6.150955390680934,4.0,Single,Rural,New Castle,4862.759687038428,43.0,-0.4483184275598877,No
College,M,7.010705302056856,5.0,Single,Rural,New Castle,3825.184797257048,39.0,-0.1414420946471037,No
College,M,3.7853862801875113,5.0,Divorced,Urban,New Castle,6548.482599213102,23.0,-0.24955214655001384,Yes
High School,,4.261919886254573,5.0,Divorced,Urban,London,6344.942842496256,43.0,0.4773856529496593,Yes
College,M,2.7455896483689983,5.0,Divorced,Urban,London,6484.8628858472,26.0,0.8333345015711761,Yes
,F,5.88043804403716,3.0,Single,Urban,,6125.197108050789,33.0,0.7960208237533325,Yes
Graduate School,M,5.561951755559991,5.0,Divorced,Suburban,New Castle,5251.326562706398,33.0,-0.4035494281127116,Yes
College,M,4.754024591868314,3.0,Divorced,Suburban,New Castle,4951.454855305861,38.0,-0.04563090833343293,No
Graduate School,M,3.474649813910261,5.0,Divorced,Rural,New Castle,6040.708278331983,17.0,0.04610225939745391,Yes
Graduate School,M,8.674599050450698,3.0,Divorced,Suburban,New Castle,3619.461492680113,47.0,-0.10404256918927468,Yes
High School,F,4.330039675699283,4.0,Divorced,Suburban,New Castle,6730.397843037965,32.0,0.44241302792117904,Yes
College,M,6.098470072561733,4.0,Married,,Manchester,4550.870595044325,26.0,-0.08222374503046434,Yes
College,M,4.544555235465901,3.0,Divorced,Urban,Manchester,5848.591698359993,32.0,0.15760743945013564,Yes
Graduate School,F,4.21805568026354,3.0,Divorced,Rural,New Castle,3364.344844108892,30.0,-0.18663397157717604,No
College,F,5.846642180195711,6.0,Married,Suburban,New Castle,4361.214753829942,37.0,-0.6049058877909149,No
College,F,4.665727849276591,6.0,Divorced,Urban,,4960.85598009882,29.0,0.5538635363305682,Yes
Graduate School,F,7.414665275715805,4.0,Divorced,Suburban,London,2914.557425942121,34.0,-0.03149449881083184,Yes
College,F,3.759116885996958,4.0,Divorced,Rural,London,4557.868220659721,32.0,0.8697842937792647,No
Graduate School,M,4.081911124187628,6.0,Single,Urban,New Castle,6011.137847579111,33.0,0.1032469752248191,Yes
High School,M,6.3097276294397995,,Married,Rural,London,4921.318666316806,20.0,-0.4549845903894886,Yes
High School,F,3.504338237998773,4.0,Single,Suburban,Manchester,,33.0,-0.5732934706417836,Yes
High School,F,5.943844169847157,5.0,Single,Suburban,New Castle,5611.852722978763,34.0,-0.530519189647642,Yes
Graduate School,M,5.1955929103113245,4.0,Divorced,Urban,Manchester,6477.259044920831,37.0,0.46378664822047355,Yes
College,M,5.381975887948519,4.0,Divorced,Urban,,5224.043816067602,31.0,-0.19139478453547537,Yes
High School,F,6.65662491373874,3.0,Divorced,Urban,Manchester,5469.48372606759,34.0,0.534051260306228,Yes
College,F,4.853144524228673,6.0,Divorced,Rural,Manchester,5773.11364148537,47.0,0.8012314855096777,No
,M,6.45778845342806,5.0,Divorced,Rural,London,3638.6822852182777,42.0,0.3114546856279565,No
College,F,5.389979149670474,3.0,,Rural,London,5793.388919383644,23.0,0.5611726190109692,Yes
College,M,6.40047430017536,4.0,Divorced,Suburban,New Castle,4439.024385266955,35.0,0.7170378372306986,Yes
College,M,5.172515989272663,6.0,Single,Rural,Manchester,5206.920412636411,40.0,0.6108456454203228,No
College,,5.430540935267692,7.0,Single,Suburban,New Castle,5956.332477096635,31.0,0.6220230409312733,No
Graduate School,F,3.420710499556253,3.0,Single,Suburban,Manchester,5917.112572602761,34.0,0.4351164245876013,No
College,F,3.1821970648937583,4.0,Single,Urban,New Castle,4332.442880696291,32.0,-0.19697347668172027,
Graduate School,M,5.81596831852864,5.0,Married,Rural,London,2555.6577655474543,40.0,0.3471232581022549,No
,M,5.173542017350912,3.0,Divorced,Suburban,New Castle,5216.999825852277,31.0,-0.7467746260068943,Yes
High School,F,4.116296681653926,5.0,Single,Urban,New Castle,6213.143710190614,17.0,0.4044337078852225,Yes
Graduate School,F,3.2711661878738774,7.0,Divorced,Urban,New Castle,6624.542744126046,24.0,0.22259244978145154,Yes
Graduate School,M,4.112044864790655,5.0,Married,Rural,London,4992.273175418652,35.0,0.27347564939210756,No
College,M,5.069859705764424,5.0,Divorced,Suburban,London,5599.81378849354,44.0,0.2324898688429724,Yes
College,F,5.441146609962959,3.0,Married,Rural,Manchester,4533.621398918979,36.0,0.6092198176717245,No
High School,M,5.923151648232455,3.0,Single,Urban,Manchester,5251.2946779106105,32.0,0.3256186026048702,Yes
College,F,4.810468739083875,7.0,Married,Urban,London,4655.55307631421,40.0,-0.6629623406694892,Yes
College,F,3.5093948559521317,8.0,Single,Suburban,Manchester,4329.851295378202,32.0,1.4999999999999998,Yes
High School,M,6.179223286065196,7.0,Single,Suburban,Manchester,4683.93822874284,23.0,0.46020375674420155,Yes
High School,F,3.4715449826789957,6.0,Single,Rural,London,6094.494436303449,30.0,-0.3881654876017558,Yes
High School,F,4.247824014660684,4.0,Married,Suburban,London,6140.296971803351,26.0,-0.2659864402162441,Yes
Graduate School,F,7.699970800382566,6.0,Single,Suburban,New Castle,4616.480270009122,40.0,-0.27293757257684137,Yes
Graduate School,F,7.842061109087277,3.0,Single,Urban,New Castle,4199.80791665944,43.0,0.021527942512059445,Yes
High School,M,4.358414888598029,7.0,Married,Urban,London,4342.381396511027,33.0,0.7464416130669269,Yes
High School,M,3.7292872272332374,4.0,Divorced,Urban,New Castle,7258.3879367230265,19.0,,Yes
High School,F,4.914435605756998,4.0,Divorced,Rural,New Castle,5587.925011437703,37.0,-0.44684886349540864,No
High School,M,6.135555283617978,,Divorced,Urban,Manchester,4982.100198971597,34.0,0.6527774324330168,Yes
Graduate School,M,5.705518482909872,5.0,Divorced,Rural,London,4658.833418112191,40.0,0.3741532702788483,No
High School,F,5.09605092764604,3.0,Single,Suburban,New Castle,6484.438616324418,37.0,0.0984797304210051,Yes
High School,M,6.72232092210572,,Divorced,Rural,New Castle,3935.626177834202,38.0,0.150563803561655,No
College,F,3.5585443806020636,4.0,Divorced,Urban,London,6149.8659871672135,22.0,0.4878832176654965,Yes
Graduate School,F,8.463261202471296,4.0,Single,Urban,Manchester,4028.263843156491,36.0,0.2963168426045175,Yes
Graduate School,M,5.437824387900207,6.0,Divorced,Suburban,New Castle,5732.325484656364,37.0,0.5690977814905422,Yes
Graduate School,M,6.342460151437543,5.0,Married,Suburban,Manchester,4839.255096354885,29.0,0.19297447916891675,Yes
College,M,7.025401022014753,3.0,Married,Rural,London,4670.438874462296,36.0,0.0818718887614473,No
Graduate School,M,4.3069700404503175,4.0,Single,Suburban,London,6717.379562753931,33.0,0.47690581069640764,Yes
College,F,6.390822634169778,6.0,Single,Urban,New Castle,4128.658869210829,37.0,-0.12638652254115681,Yes
College,F,5.493347748461123,5.0,Single,Urban,London,4981.318732599837,35.0,-0.19594402802587296,Yes
High School,F,3.168731184177164,8.0,Divorced,Urban,Manchester,6502.89402592215,28.0,-0.7116464747399118,Yes
High School,M,6.2179434085179786,3.0,Divorced,Urban,London,5666.818601909827,29.0,-0.49121942165423327,Yes
College,F,3.037066495883767,5.0,Divorced,Suburban,New Castle,5056.921856187868,30.0,0.2725277231699342,No
High School,F,3.757035186686219,4.0,Divorced,Suburban,Manchester,6616.292002459218,30.0,-0.6517513627911172,Yes
High School,F,6.802925169932232,2.0,Single,Suburban,New Castle,5464.499940518674,35.0,1.0245627342107058,Yes
High School,M,4.405247785834374,5.0,Divorced,Urban,Manchester,5528.813318561225,30.0,0.6105137713281499,Yes
High School,M,6.0851568332159305,4.0,Single,Urban,Manchester,3908.3707571742175,31.0,0.4304258457701739,No
High School,F,5.349220696954265,6.0,Divorced,Suburban,New Castle,4755.949742434246,37.0,-0.4996818181345696,Yes
College,,6.990438092745193,3.0,Married,Rural,London,3212.3790738594234,42.0,0.3173606289843827,No
Graduate School,M,6.870891652309898,4.0,Divorced,Rural,New Castle,3531.721817989042,43.0,-0.3729824654802231,No
College,M,4.998940797111499,6.0,Married,Urban,London,5510.56966553213,29.0,0.2751471912374333,Yes
College,F,4.895299945875239,5.0,Married,Rural,London,5669.668954375729,36.0,0.29713547697651715,No
College,F,6.222233984831958,4.0,Married,Rural,London,3382.530152103195,37.0,0.5241254361467753,No
Graduate School,F,4.450375573761076,4.0,Single,Rural,Manchester,5399.825146057309,36.0,0.10695572907396866,No
Graduate School,F,,4.0,Divorced,Rural,London,4505.24275644286,33.0,0.5582057105021625,No
Graduate School,M,6.203608820656437,4.0,Single,Rural,New Castle,5132.444446656312,36.0,0.043184325181784285,Yes
College,M,5.519485920725641,4.0,Married,Rural,New Castle,5000.2798414119125,39.0,-0.43288220188149185,No
College,M,6.34803072441758,5.0,Single,Urban,New Castle,4645.9381189791975,35.0,0.07922438019397371,Yes
College,F,3.2167817636416443,5.0,Single,Rural,New Castle,5548.977895263491,30.0,0.06879610494028109,No
High School,M,4.515405471440745,5.0,Single,Suburban,London,5335.245656193788,35.0,0.49327219343379597,No
College,M,5.954143976811022,4.0,Married,Rural,New Castle,5333.115714908708,43.0,0.24743437320455483,No
College,F,4.05794407714344,5.0,Divorced,Urban,London,5755.701385107948,32.0,-0.20105325809780417,Yes
High School,M,6.924423783725493,1.0,Married,Suburban,Manchester,2565.855730358088,48.0,0.5738892456141258,No
Graduate School,M,5.262730840765272,3.0,Single,Rural,London,5057.287181158899,36.0,0.7819244219127978,Yes
Graduate School,F,6.283422990289557,4.0,Married,Urban,New Castle,5639.312102545461,32.0,-0.052462995280776165,Yes
Graduate School,M,4.495729952649407,6.0,Married,Rural,London,3510.3428601126802,29.0,-0.48273643003942523,No
College,F,6.386134507048336,7.0,Married,Suburban,London,4650.204440378715,38.0,-0.44195266975407,No
Graduate School,M,3.428032732698828,6.0,Divorced,Urban,London,6656.321802568312,26.0,0.42009423414914493,Yes
College,F,4.806830778527795,6.0,Divorced,Urban,New Castle,5634.39820989729,22.0,-0.24066107716569246,Yes
High School,F,4.262024203772555,,Divorced,Suburban,Manchester,6344.253973015644,16.0,-0.22156880826691272,Yes
High School,M,6.176568283134381,4.0,Married,Urban,Manchester,4988.258347158917,27.0,0.7217704987468087,Yes
Graduate School,M,3.442652778483186,3.0,Married,,,5873.3022388424115,41.0,0.10653128278270142,No
Graduate School,F,3.3205695371132466,4.0,Single,Rural,London,6277.472056920697,39.0,0.21428271239408095,No
College,F,4.3788372541774505,5.0,,,New Castle,6964.33763949069,33.0,-0.2492426147608936,Yes
High School,M,5.4792177642960835,3.0,Married,Suburban,New Castle,4865.138537098341,40.0,0.37180955384102127,No
High School,M,6.137493760902704,2.0,Divorced,Suburban,Manchester,4314.669879977671,40.0,0.16487872439792486,No
,M,3.349884276700185,7.0,Single,Suburban,Manchester,6798.178553066678,19.0,-0.1549654011732677,Yes
College,F,4.494333836541465,6.0,Single,Suburban,New Castle,5693.70576868699,22.0,0.4922514861155354,Yes
Graduate School,M,5.945549729302287,6.0,Single,Suburban,Manchester,4613.472613245092,45.0,0.5361344047136382,No
Graduate School,F,5.826415296094057,4.0,Single,Suburban,Manchester,5375.345159979179,27.0,0.7116272533406951,Yes
Graduate School,M,4.551007008061298,7.0,Married,Rural,New Castle,3816.8034541400248,39.0,0.9018008592318059,No
Graduate School,F,5.319966934048596,3.0,Divorced,Urban,Manchester,6334.718510178163,42.0,0.004737104459045599,Yes
High School,F,5.0073353765431765,2.0,Married,Suburban,New Castle,6092.389403142366,23.0,0.690532662322804,Yes
,F,4.268365621472704,6.0,Divorced,Suburban,London,6353.087335382115,33.0,0.09383488655554295,Yes
High School,F,5.150109462164994,5.0,Single,Rural,London,3836.223947727477,44.0,0.09910261361248507,No
College,M,5.521452139150123,4.0,Married,Urban,London,5558.370827968547,33.0,0.32455645730096916,Yes
College,F,4.09786328729546,5.0,Divorced,Urban,London,6301.255346890391,31.0,0.06033295784166076,Yes
Graduate School,M,6.500336994648142,6.0,Married,Rural,London,4042.551562773203,38.0,-1.0600289782514727,No
Graduate School,F,5.763677328195124,4.0,Married,Urban,London,5438.685426737642,29.0,-0.48369703399397157,Yes
High School,F,5.033232528931082,6.0,Single,Rural,New Castle,6309.367040306736,37.0,-0.1746487280138017,No
High School,M,4.776420147607293,7.0,Divorced,Rural,New Castle,4994.415021964808,31.0,0.14793614720101048,No
,M,4.702724834135748,5.0,Single,Suburban,New Castle,4732.338064435873,14.0,0.08061426579672101,Yes
College,M,6.277291978840603,6.0,Single,Rural,Manchester,4832.070937711025,33.0,1.0127302785068193,Yes
High School,F,2.986733411265592,7.0,Single,Rural,Manchester,5839.607640865561,34.0,0.45300829055888975,No
Graduate School,F,4.8812258028517626,5.0,Divorced,Urban,Manchester,5531.969524525178,32.0,0.5496925023079211,Yes
Graduate School,M,4.389497167444329,7.0,Single,Suburban,London,6134.668550303462,43.0,-0.6968223236394959,Yes
College,M,3.9940419577280357,4.0,Divorced,Suburban,London,6131.075190159732,23.0,0.2401526096392968,Yes
High School,F,5.259319191259025,3.0,Divorced,Rural,London,5430.637202683617,39.0,0.6256194286127092,Yes
Graduate School,F,5.730748346885766,6.0,Divorced,Urban,Manchester,5788.011491894921,27.0,-0.5286466400556262,Yes
High School,F,6.362578147547872,4.0,Divorced,Rural,Manchester,5029.783963624181,38.0,-0.40065615143485184,No
Graduate School,M,6.700925174274611,5.0,Single,Urban,New Castle,3400.6425305787534,46.0,0.4831394627412569,No
,F,6.242095976312603,3.0,Divorced,Urban,Manchester,5371.912385880307,51.0,0.7698384604874052,Yes
High School,M,4.021475048347977,4.0,Divorced,Suburban,Manchester,5788.300417137266,43.0,0.3996150061887787,Yes
High School,M,4.629298393705439,5.0,Divorced,Suburban,London,5778.737266639476,38.0,-0.06776293522779825,Yes
Graduate School,M,6.380665731069166,6.0,Divorced,Urban,Manchester,4656.696045403876,33.0,-0.04923792811446953,Yes
College,F,4.057466519493347,2.0,Divorced,Suburban,New Castle,5959.050084190694,37.0,-0.036930178126344054,Yes
High School,F,3.203974037719569,6.0,Divorced,Urban,New Castle,7053.881685552964,32.0,0.31190860377239504,
College,M,5.261782741914755,4.0,Divorced,Urban,New Castle,5887.804270123367,40.0,-0.1310343039319579,Yes
College,M,4.379602872346776,4.0,Divorced,Urban,London,5465.50557094355,40.0,-0.4411958496163828,Yes
College,F,5.789151191605482,3.0,Divorced,Suburban,Manchester,5056.168420861388,27.0,0.4222191693961729,Yes
,M,6.291933287357234,4.0,Divorced,Rural,New Castle,3902.2737283816186,46.0,-0.7030708431389522,
Graduate School,F,8.176213290300055,5.0,Divorced,Suburban,Manchester,3138.223905411387,51.0,-0.24633267194697261,Yes
High School,F,5.323569849377267,3.0,Divorced,Suburban,New Castle,5275.09035096973,32.0,-0.3623905132853467,Yes
College,F,5.560356854011714,6.0,Divorced,Urban,New Castle,5794.106060135505,33.0,0.4422669352287219,Yes
High School,M,7.629957133229119,3.0,Single,Urban,New Castle,4355.870422416969,36.0,-0.09550670401499059,Yes
High School,M,2.687155327858047,3.0,Married,Suburban,London,5076.029394422071,32.0,-0.40309759630618486,No
Graduate School,F,4.190842741888778,,Married,Rural,New Castle,5062.500509333731,37.0,-0.04447308722457631,No
Graduate School,F,6.003800818098741,4.0,Married,Suburban,Manchester,5582.337890812338,41.0,0.07172837502236361,Yes
Graduate School,F,5.175139837436777,6.0,Married,Suburban,Manchester,3418.0723309699415,38.0,-0.42298883301751966,No
High School,F,5.7606057247160045,4.0,Single,Urban,London,5603.01166189952,33.0,0.3788700221004358,Yes
High School,F,3.493911410028131,6.0,Divorced,Rural,Manchester,5947.544654029662,29.0,0.8675211791581778,No
College,M,2.876295892826974,7.0,Divorced,Suburban,New Castle,6413.851052011308,27.0,0.5796314724722469,Yes
Graduate School,M,4.34379511561412,5.0,Single,Urban,Manchester,4835.032620382519,32.0,0.6848235298567033,Yes
College,F,2.5645189772313057,8.0,Divorced,Suburban,New Castle,5579.514551654387,26.0,0.09958718232383415,No
Graduate School,M,4.046354914147214,3.0,Divorced,Rural,Manchester,3204.232384911882,37.0,0.6808220205456103,No
Graduate School,M,3.552756050880949,9.0,Single,Suburban,London,5171.237606605965,36.0,0.8378545134330032,Yes
High School,M,3.7188421120810196,4.0,Single,Urban,Manchester,5764.13819620951,31.0,0.40903825467830845,No
High School,M,5.867161332068571,5.0,Married,Suburban,London,3177.951602399775,41.0,-0.11325036792522034,No
College,M,5.632275917126483,4.0,,Suburban,New Castle,4458.902875864543,35.0,0.07770922363753409,No
High School,M,3.3631510825990114,4.0,Married,Rural,London,3323.674375602209,36.0,0.5957248326378514,No
College,F,6.34687994857079,6.0,Single,Urban,New Castle,4575.159457704094,32.0,0.033208153931503455,Yes
College,F,5.304523642370052,8.0,Married,Rural,New Castle,5481.103580375464,32.0,0.0460027877500294,No
College,F,6.5183481563787815,5.0,Single,Urban,,5013.250181193773,29.0,0.43940082206547126,Yes
College,F,7.436050227269004,3.0,Single,Suburban,Manchester,4087.2841986574326,43.0,0.6248842647041929,Yes
High School,M,4.54312731070957,2.0,Single,Urban,Manchester,6570.30115646092,25.0,0.22831772579045853,Yes
High School,M,6.617810337911525,3.0,Divorced,Rural,Manchester,3565.03557142111,39.0,0.14563563245710845,No
High School,M,3.226737208841868,5.0,Married,Suburban,New Castle,4090.3819013302145,25.0,0.16099157092283584,No
Graduate School,F,5.1640800274492555,7.0,Divorced,Suburban,London,7085.9154089545555,38.0,0.6291499249354656,No
High School,M,5.973585072974275,6.0,Married,Rural,London,3222.3552439014506,34.0,-0.20875311629727478,No
High School,M,6.007529759413489,5.0,Divorced,Suburban,Manchester,5779.074741162592,44.0,0.12497827663399463,No
College,M,,5.0,Divorced,Urban,London,4358.42385252715,34.0,0.7191100896303274,Yes
Graduate School,M,4.630594148470575,6.0,Married,Urban,New Castle,6686.746088037024,36.0,-0.1998514970246867,No
Graduate School,F,5.551071441885652,3.0,Divorced,Rural,London,3646.094735907771,37.0,0.9558911637868014,No
Graduate School,F,5.915399509711678,7.0,Single,Rural,London,5307.894686487398,39.0,,No
High School,M,3.304660146323535,7.0,Divorced,Suburban,London,6571.06572394895,16.0,0.6573370913383955,Yes
Graduate School,M,6.591185230795528,1.0,Single,Urban,London,4956.517454569147,39.0,,Yes
High School,F,4.21414301510565,3.0,,Urban,London,6462.89055212305,27.0,0.3249158249828453,Yes
High School,F,4.252986521548432,4.0,Single,Rural,New Castle,4266.941365883391,41.0,0.17897440871499498,No
High School,F,3.5169647417444057,,Single,Rural,London,4836.4011150483075,38.0,-0.48976296069624325,No
Graduate School,F,4.903066373797489,5.0,Married,Suburban,Manchester,5093.116518390331,30.0,0.30525352537911604,Yes
High School,M,5.5249377225935845,4.0,,Suburban,Manchester,4788.208525840356,,0.12991306039317033,No
Graduate School,M,4.905430874687092,5.0,Single,Urban,London,6074.052554578667,42.0,-0.09129644970441439,Yes
Graduate School,F,,5.0,Divorced,Suburban,Manchester,6854.144978508638,31.0,-0.790482331543613,Yes
Graduate School,F,7.763118451177814,4.0,Divorced,Suburban,London,4107.50917451268,40.0,-0.4452409597650274,Yes
Graduate School,F,6.839161438476967,2.0,Married,Rural,New Castle,5327.617280705769,44.0,-0.3743554761116214,No
Graduate School,M,6.506540323092448,4.0,Married,Rural,Manchester,5666.604922167442,35.0,1.035506026624451,No
College,M,6.088672060526098,4.0,Divorced,Suburban,Manchester,4730.608991067386,37.0,-0.10755028607311223,Yes
Graduate School,F,4.408576284324052,5.0,Single,Rural,London,3543.344245605276,35.0,0.03684074273401031,No
College,M,5.5564648435213435,5.0,Divorced,Suburban,London,5113.753043847639,45.0,-0.2106238433331647,Yes
College,F,5.380536534111931,7.0,Married,Rural,London,4703.457842330895,40.0,0.31307880181544123,No
High School,M,3.7053611199008802,6.0,Divorced,Suburban,Manchester,5390.438701222091,33.0,0.05239925194243612,Yes
High School,F,5.108207895235015,5.0,Single,Urban,Manchester,5208.930769250707,27.0,0.10653108825439056,Yes
High School,F,4.052625941579866,6.0,Married,Urban,New Castle,6225.093336273541,33.0,0.24006976337117983,Yes
High School,M,8.829024775412819,4.0,Single,Suburban,London,3015.7683204805453,41.0,0.5455380810415142,Yes
College,M,3.9319411079645827,6.0,Divorced,Urban,Manchester,6229.8212074820985,33.0,0.873378011999981,Yes
College,F,3.3371803949618446,7.0,Single,Suburban,Manchester,6788.561775218481,32.0,-1.5,Yes
College,F,5.484020584978059,3.0,Married,Rural,Manchester,4626.141466494101,41.0,-0.18991537247219942,No
College,M,6.16938457628253,5.0,Married,Urban,New Castle,4209.494422368278,22.0,0.37729453071294616,Yes
High School,M,4.758229659417083,4.0,Single,Urban,New Castle,5629.264003363362,17.0,0.16882339347209002,Yes
College,F,4.785578767695759,4.0,Divorced,Rural,Manchester,6003.721471897717,29.0,0.21867033755618231,Yes
College,M,5.415648588451911,6.0,Married,Rural,London,6237.37031638874,32.0,0.4145846830125458,No
Graduate School,M,5.95097195818587,4.0,Married,Rural,London,4787.037180270259,41.0,0.5691775738540202,No
,M,6.973971410421244,4.0,Single,Suburban,London,3601.7677294980886,40.0,-0.5763407137154046,No
High School,F,5.479781392481274,5.0,Single,Rural,London,5842.632718305259,45.0,-0.4508276200937421,No
High School,F,6.102848327957156,4.0,Divorced,Urban,London,5624.578894838891,23.0,0.32380471258796284,Yes
High School,M,4.79378170853296,3.0,Married,Suburban,Manchester,4447.960472460216,44.0,0.09526726786620646,No
,M,5.996487793648359,3.0,Married,Rural,Manchester,4665.358172595229,42.0,0.2523621178634592,No
High School,M,4.479803862701453,5.0,Married,Rural,New Castle,3567.1387686563144,35.0,-0.40434768623420375,No
High School,M,5.2680798751789,4.0,Single,Rural,New Castle,3103.820878619772,34.0,1.0578178317524136,No
College,M,7.040494682133235,,Married,Suburban,Manchester,2234.381142155144,51.0,0.4745996720143525,No
College,M,4.922702838444918,5.0,,Suburban,London,5216.728617757749,24.0,-0.44400193940681776,Yes
Graduate School,F,4.353818896901404,4.0,Divorced,Rural,London,4333.858139661079,43.0,-0.20353122300904475,No
College,M,6.107496043509752,2.0,Single,Urban,New Castle,6580.187927130399,37.0,-0.35039263046580343,Yes
