Marital Status,Time spending score,Children age,Money spending score,Gender,Annual Income
Divorced,81.14592514902567,6,86.19013895011432,Male,34090.87998922862
Single,66.73805640225409,12,68.99883122397372,Female,73659.88343043199
Married,60.93025235481915,13,67.19911436514353,Male,43423.22649488617
Divorced,84.40500960274068,12,63.89052938893656,Female,93042.5514924037
Single,55.669181929892055,12,60.48591362181622,Male,88249.22330850945
Married,85.77597453802828,11,72.87025277629621,Male,74084.62173209769
Married,92.13167310203963,6,91.23589046244896,Male,19584.124094594474
Married,80.9719553348436,11,71.71500935227823,Male,79200.17425841391
Single,65.37149161393974,13,55.41455983249333,Female,95228.42888040842
Married,59.452694251151094,14,78.60920196492503,Female,45582.25755712667
Married,54.42661812739102,13,52.97973277090046,Male,94432.43072372291
Divorced,74.42834452960888,12,76.65086403575899,Female,74952.3837300578
Married,71.91313952442543,11,80.09854716646967,Female,73460.07430923886
Single,89.0899482753315,6,90.7471181496015,Male,25501.247980325927
Divorced,62.37073503359537,13,62.89726864952327,Female,41017.16599955285
Married,19.307445193024076,6,14.946464507440602,Male,39238.402917155974
Divorced,26.46464174377191,6,4.372368507292627,Male,37278.91103484842
Divorced,88.42757877564696,12,74.70284418469635,Male,73628.19132140662
Divorced,56.17487978461702,13,60.44195036471916,Female,87189.16161029263
Single,5.914737918002916,6,4.172672913744179,Male,38021.381986888446
Married,57.184179935709395,14,62.92677715159613,Male,88160.80702110195
Divorced,51.124696709889626,14,59.43596574526998,Female,88934.83632379177
Married,98.02309731235042,5,88.84415010833158,Female,27248.436966464447
Single,48.42761493276298,13,47.775831289431856,Female,88587.53447051265
Married,60.08635349184012,13,65.10124239657699,Female,45450.77488627483
Divorced,76.6715556525232,5,85.62865223737893,Female,31567.32553974845
Married,78.18738138871566,6,88.18445068856279,Female,25956.175425024147
Divorced,76.41154700704712,13,70.41258430090014,Female,39183.55871450097
Married,64.53684375242278,14,68.06409903438305,Male,36077.92745974958
Divorced,92.35756025705096,5,84.62294724660259,Male,28891.93242987611
Divorced,74.61782112121051,11,71.76738036451547,Female,80433.6922314886
Divorced,24.74403040674274,6,20.561891318405,Male,40550.29846138762
Single,58.307057627154194,13,57.19299720479613,Male,88857.39003051288
Single,66.95279840689054,13,60.711130971774665,Female,47876.63072090834
Divorced,0.30834612806855866,6,11.086743138385977,Male,36827.37218875313
Married,74.07898035998412,13,67.32200951058635,Male,39295.72152158822
Divorced,66.3170587121063,12,75.45402584637432,Female,72640.86503468762
Divorced,19.594293014043146,5,18.24879145150453,Male,36302.24756743979
Single,78.01501836681277,11,70.73526121236202,Female,68143.25785117525
Single,-8.693577830272545,5,6.118328753025267,Female,39680.2279913992
Married,92.87403587538529,6,90.78302685785292,Male,28366.81178528202
Married,10.810894385096137,6,12.95768471002851,Male,34906.75099482441
Married,17.22318383089095,6,12.79510254548385,Female,34109.21378811689
Married,59.91423402245719,14,62.357296169684865,Male,49794.12278889611
Single,90.24817561400991,6,87.12924993733338,Male,32406.458463868345
Single,83.25224226083964,13,70.57820471568861,Male,48174.845093070224
Married,84.95333142784531,6,86.40663688484264,Female,22532.247894007553
Divorced,51.9814706087917,13,65.19872801818484,Female,42856.835366258754
Divorced,21.240738735807735,6,14.332787342070663,Female,40041.58409824464
Married,102.95237550220821,6,95.59766375192513,Male,29346.297363966187
Married,65.15535867266203,13,68.1005713315419,Female,40343.52865468174
Divorced,73.54001864710197,13,69.54397820792983,Female,48853.22679615107
Divorced,59.889681984032045,13,59.07162388776227,Male,87905.13683955852
Single,3.0890416677258354,5,0.0,Male,37079.376410130964
Divorced,48.74039782417681,13,51.25341319177711,Female,94521.17058654886
Married,61.24141327166252,11,63.52180289364958,Female,76760.68343067702
Divorced,62.16391003953096,11,63.65577830902485,Male,70647.83481323029
Divorced,5.653468835651726,6,14.640646738671332,Female,39544.84120573476
Single,68.69663075543518,13,63.04948624683102,Female,87320.68041008594
Divorced,38.121515316665224,13,54.71398706307465,Male,95648.01049214188
Single,28.93844385188884,6,18.008625928753265,Male,30062.666364881363
Married,80.39144835147609,5,86.47780111606195,Female,27195.04687407868
Married,70.21077949928736,12,71.7158942305606,Female,69211.76986704442
Single,60.744668717691454,6,75.62585412305474,Female,28527.7671560501
Divorced,56.60561369174555,13,71.03899183524379,Male,48727.11132896047
Divorced,70.29070850150018,6,78.50315064701769,Male,30861.45662434358
Single,52.310731690114324,13,49.04107957282556,Male,86489.13946432318
Married,60.27716195352446,13,51.141765004829765,Female,94789.79718678468
Divorced,91.23459595040588,6,93.0354400298562,Male,25021.471795894533
Married,95.94094725240055,6,84.25217924864701,Male,28075.69890294593
Married,80.71956284152773,14,63.729820011873564,Female,44485.84349583823
Divorced,10.233389703231351,6,5.228692622709403,Female,35863.14068608918
Divorced,80.69569993844621,13,71.5281716378792,Female,41971.488207269496
Single,-4.135133594412784,6,7.3831986518073975,Male,32802.540899967644
Married,4.59531716288892,6,7.91276039964599,Male,36930.77424531819
Divorced,38.154592620381834,13,54.111952869756934,Female,92978.74550698393
Married,29.111454591828952,5,23.074093347782224,Female,38137.91556234633
Single,85.95245474051345,6,91.99812448918516,Male,28445.18109824669
Single,94.55602428806274,6,81.74691623236349,Male,29363.70887733003
Divorced,99.27195940899693,6,91.92422273524181,Male,25905.59341367854
Divorced,75.1373600401354,13,64.31892208820923,Female,45476.951608286574
Single,73.82901812214394,13,67.01785497858529,Male,45596.594390216436
Single,87.2598265896497,6,88.11467264141541,Female,27589.234630565014
Single,52.26681383092995,14,53.57781020518805,Male,99863.6984650617
Married,61.103687463998455,6,74.26764854936799,Female,31152.15365025694
Divorced,88.91130829963217,6,85.71503583999328,Male,34607.3951999703
Divorced,101.19751212061156,5,98.11253252955647,Female,28902.01141331152
Divorced,77.668308383482,11,71.96103217885185,Male,71600.53921402783
Single,45.117454220856764,13,53.22545123078782,Male,93064.38214602286
Single,92.97165028996714,6,87.81608978994063,Male,25446.949832903727
Single,33.45851248605255,6,14.475107490153736,Male,34882.171565559656
Married,17.683027935825926,5,12.891106565081262,Female,33318.19743704444
Divorced,10.828858490559268,6,9.075401100024393,Male,32543.028550057632
Married,63.78482781670533,13,58.67058270999225,Female,86384.29481574337
Married,75.55124831403282,11,74.58844859538738,Female,76588.59884958553
Single,90.46046449117992,14,69.46463897047636,Female,44036.6404169574
Married,79.74402798364416,6,76.04586975253991,Male,32694.591222847364
Single,55.45998648219685,13,61.71848085038049,Male,44932.08742641573
Single,65.0326038380735,11,77.55991693598347,Male,67831.71643287365
Single,78.56659820567049,6,87.75200652434816,Male,30699.19861608261
Single,25.426993751285814,6,15.61658931419533,Female,41892.273097015044
Married,88.43684813171038,6,83.83497217822261,Female,29042.579629225365
Divorced,66.28473214179238,14,64.36173841479322,Female,42420.409793157916
Divorced,4.424616403967141,6,9.63967606117226,Male,40192.92617414068
Divorced,70.03027757011355,14,64.56760849364255,Male,44946.458967820756
Married,15.140866880961523,6,3.3818199622349425,Female,38792.021117709024
Single,91.95526138805238,6,82.49717806023781,Female,23144.893936861416
Married,84.79275765047666,11,75.49925680630216,Male,77834.86184497488
Married,63.72387175528745,14,65.71891386025473,Female,41256.970818794056
Divorced,66.27012601341757,14,64.75614670585267,Female,42270.89998482904
Married,60.594404270083736,14,62.390496977739105,Male,40685.141947476106
Single,60.542405179800184,13,57.009912807416406,Female,93064.41103237035
Divorced,78.88621484873933,12,76.20303556007198,Female,73842.80125292271
Single,61.32431560476573,13,71.44701286593688,Female,45299.93781499824
Single,70.72386581107796,11,77.26902539580053,Male,75581.06601915517
Divorced,94.46435948365846,6,92.66216442735492,Male,32420.07747435922
Married,68.57025666683079,12,75.6327797912287,Female,72587.93154074118
Single,107.53784604292892,6,91.15617908557715,Male,25963.070937020533
Married,90.23622683697454,6,88.69078041787282,Male,25233.773951011182
Divorced,13.846898952223047,6,16.730494618157174,Female,42961.7765397652
Divorced,79.37628232738308,13,72.9650297658147,Female,45861.59140697954
Divorced,56.20201305724912,13,67.04299765543477,Female,44695.522747556126
Married,66.29556799444035,11,65.48346281310987,Female,79749.75476214515
Married,46.930180677354535,14,50.73226035190578,Female,88045.2244163887
Married,0.5493606360402676,6,8.752435352422971,Female,33432.97754338597
Divorced,53.91366272911734,11,64.99522368562779,Male,77589.97459093065
Married,53.69038749527385,13,57.88232295458276,Female,94252.92961578455
Single,61.853273216190814,14,73.77653447914045,Male,40046.18419388126
Single,89.56042368233933,6,90.06223680652789,Male,28001.379059795454
Married,75.3108208066416,6,89.4752030995901,Male,30176.997080961642
Married,3.9217117613670744,5,9.043545765653114,Male,38282.98928129753
Single,70.92832839546325,13,68.17937072605332,Male,46520.9031600365
Single,35.46676597348832,13,46.90843665252106,Male,91725.59619415339
Married,95.16457432213495,6,87.53618054518716,Female,29847.153323581406
Single,48.265372584326194,13,56.67751654730921,Male,83780.9293090604
Divorced,88.77546183105109,6,84.82199715927825,Male,20657.74274370706
Married,19.789053827703036,6,24.15042167035102,Male,31807.63108869727
Single,-5.836776277378558,6,11.704232841751747,Male,39612.03050260751
Married,55.5816515821797,13,57.82215625313333,Female,39280.27692072056
Divorced,46.10286072985039,13,59.81388424133192,Male,91510.680228862
Single,53.84020978416525,11,69.8637640515258,Female,74200.31540100585
Married,78.21408717359182,13,74.28512806485455,Male,45829.22123914368
Single,67.52306311192682,13,67.5105423458193,Male,41851.069824840495
Divorced,9.270419298301302,6,12.588403143684843,Male,37435.576636481055
Married,70.82425276971422,6,77.2529347191115,Male,26391.872568179562
Single,57.66241172659974,11,55.61042608920938,Male,70656.18772747835
Single,77.85211949966508,14,70.63343153700738,Female,42436.806899163625
Married,65.80754471490009,13,58.98657003555955,Male,94012.02503243535
Married,83.18201826767321,13,71.20368634300519,Female,43634.922187890814
Married,88.74676796172912,6,87.36486508700939,Male,26452.564929646385
Divorced,40.267538177394584,13,54.627049263663764,Female,43414.54085630693
Single,68.60007720470534,13,63.62065283812427,Female,50282.911509410085
Divorced,99.91689407194903,6,85.6814607911925,Female,27328.458954994494
Divorced,56.20215744183333,14,68.83383909987145,Male,40897.039457757885
Single,59.31107785998013,12,61.956682105345095,Female,93868.65841112344
Single,66.42929716431719,11,63.01965843900842,Male,76571.95760476573
Married,12.890969084048972,6,9.657775557356977,Female,37245.66033760484
Married,62.589896107040886,13,56.85043211738268,Male,93580.0293380459
Single,91.58970720341902,6,88.20392067667305,Male,28340.540781638927
Divorced,97.31629580810939,6,93.44391980501263,Female,30244.368545133817
Married,61.97720625114808,12,69.40993000911199,Male,74290.53134617806
Single,69.58403484221893,14,58.51461782803849,Male,81441.45816267768
Single,4.365511751305501,6,12.407151658368527,Female,40409.145552922026
Single,76.4208971180629,6,77.87480882412197,Female,26539.19936571484
Single,19.674297513320205,6,9.196739939653455,Female,37351.09430705127
Single,53.9118275090611,14,61.85386186484912,Male,43164.043202196364
Divorced,12.707929328208051,5,11.555771313132144,Female,38276.58187778923
Single,82.30677025494735,6,82.69186093793186,Male,29576.1558584403
Divorced,21.15095239977272,6,13.064632529257487,Female,34898.19284831022
Married,78.07215577740241,11,72.72278461246142,Male,78088.04753511868
Single,9.03995775113074,5,10.85540137827443,Male,36346.91653306979
Single,-7.3974934077687795,6,5.351711840315083,Female,32492.688164868767
Divorced,75.76479385807568,11,80.98534153916255,Female,75886.77378247687
Single,67.84661631698289,13,67.29954409241381,Female,38603.466770143925
Single,63.928767832220004,13,61.944351943765625,Male,84604.36003676418
Divorced,88.0648806847413,13,69.65432027325846,Female,42926.77994614994
Single,59.617212460435255,11,81.29344889902987,Male,77362.6092226494
Single,82.84344442026426,12,70.35176652108748,Female,78004.88089447908
Divorced,60.62314302806357,11,74.05313321075378,Male,82788.09905502904
Single,83.79235626999606,6,87.38392634219076,Male,22116.02540001172
Single,44.70337238873307,13,55.26465984810247,Female,93988.56121668158
Married,61.35316381171563,14,66.94258692760285,Male,42888.79033875547
Single,102.67598670861057,5,88.08417357289895,Female,29461.038406674397
Married,71.34524178549843,12,64.06045192750229,Female,94758.24495210238
Single,83.1488100978761,11,79.9168762003425,Male,70707.77938375705
Single,64.12808200855302,11,73.5633476533343,Male,71617.94252445218
Single,74.3940135581919,11,77.69230293336247,Female,71788.19013384338
Married,67.17757460848385,13,55.371040843176814,Male,92932.84894389591
Married,84.31812541067336,6,84.29054841519893,Male,26570.733676187287
Single,11.949862942950109,5,8.704018867672467,Female,45050.05351829565
Divorced,-0.6035768411938207,5,10.257339638379662,Male,37289.24828654228
Divorced,73.88568338638474,13,66.37607352423929,Male,37551.30494268375
Single,61.54214755720061,13,52.35047952366661,Female,92468.70142590925
Divorced,94.34924348268987,6,87.40381320169001,Male,31277.009041932382
Divorced,55.44368875261574,13,61.77943523593966,Female,88873.10511033025
Divorced,56.22857607511236,13,67.0126088777196,Male,47607.32249814225
Divorced,-1.4748034339609344,6,7.3018009082752755,Male,38632.998896002406
Single,13.860386820114064,6,6.52334405179743,Female,38304.01089558414
Divorced,75.13448502741338,13,77.02768923449818,Female,42350.05265642298
Single,11.071631380033935,6,5.514537707441981,Male,34322.77372516352
Divorced,88.95167116663885,5,85.68321161394367,Male,27823.188652732115
Divorced,70.53998164045264,11,62.92273543533682,Male,78847.94003106093
Divorced,19.707535655037294,5,13.673573609603341,Male,36060.686373084354
Single,73.7273300403675,13,60.75727917926202,Female,94538.98116644131
Married,58.59564077211175,13,65.36851604570134,Male,45610.98634232451
Single,99.99342998624954,5,88.94969194591698,Female,26847.624838034866
Married,56.515586511142224,11,70.4234627481049,Female,78357.2279184594
Married,-4.39964199937374,6,9.657537780945724,Male,35062.95522344617
Single,70.65293983510588,13,67.05849884131854,Male,38980.26861765753
Divorced,73.20120521139168,13,61.68937012003557,Female,87611.3663104148
Single,65.41809102380175,11,70.32563524268564,Male,75875.46590558042
Married,15.199294053845529,5,17.917338939866983,Male,36092.66336093331
Divorced,59.63844672958304,13,58.78518360878098,Male,87754.06538747074
Single,79.78455995519018,15,69.82379238345155,Male,39302.0736811858
Divorced,57.15363366023091,13,64.89195873757332,Male,42515.638217441156
Single,15.908257549308278,6,14.19649541522396,Female,37898.68896525599
Divorced,-5.750856781415749,5,11.172660965638638,Male,37328.318660896766
Married,9.273872292949566,5,8.770592098713479,Female,29135.696725157446
Single,47.412481038166405,13,56.288600168447424,Male,89738.58412606278
Divorced,84.88097347399733,5,79.64253979081576,Female,24989.027973936696
Divorced,97.27003399183802,6,94.3813277933417,Male,27325.82546002231
Married,24.124457816341902,6,16.14112215873068,Female,32332.987178702733
Married,68.01878431058233,6,76.87977830259945,Female,26974.893972037193
Single,3.3444140302634926,6,5.684269492492099,Male,38757.53849152729
Married,2.8268711232888077,6,3.1728975978155276,Female,41618.56853114515
Single,18.421707034797315,6,15.752514407387089,Female,39867.337257363346
Single,77.92813351756256,11,76.00510269916374,Male,79330.51587051505
Married,8.78577838968969,6,18.966332223644464,Female,42550.95766109744
Married,80.36396042161564,14,68.61516639164147,Male,37258.87673919805
Single,71.43309450068618,14,72.49853275343459,Male,46393.87977030093
Single,47.21648501676278,13,49.20686887776704,Female,93501.18979703743
Divorced,58.017296415759766,14,60.87084918197594,Female,34240.77633509747
Single,3.5272299701014287,6,11.059749425631527,Male,30668.313300287016
Married,62.9248574917845,6,81.71626672080143,Female,33612.93261471335
Divorced,38.44486827685283,6,29.92998440099471,Male,36177.89333005955
Single,96.00928741877502,6,87.15228627208586,Female,25476.028157637866
Married,51.5961417622981,12,62.419011790899575,Male,74716.29192933867
Divorced,85.44317367284933,6,84.12332244535094,Female,26344.00715389053
Married,82.88774737871819,6,88.34474558990648,Female,23755.076837983826
Married,8.627435494509928,6,7.703735719209348,Male,37265.20577913236
Divorced,107.59735487070121,6,86.38124329916873,Male,28967.614192684294
Divorced,8.472506448849979,6,9.061280411944793,Male,33253.45259964708
Single,62.52309525151783,12,60.777344156971445,Male,92603.99763174131
Single,74.08875769179855,14,65.99292601071068,Male,50626.53792443031
Single,6.575147452671385,5,10.111530012688014,Female,36880.41490576771
Single,62.62051794540041,14,63.12158248491521,Female,45758.4257522898
Married,79.97013141208902,13,72.60762764676926,Female,47987.57191097272
Single,61.74589205648403,13,49.765957543044905,Female,96923.43922592135
Married,86.06493830068897,6,81.64194982375969,Male,25005.945950009867
Divorced,46.558622698031385,13,55.87086876397379,Male,96722.98670891128
Divorced,78.67271465638707,12,75.43621456686424,Female,77732.66632308683
Divorced,80.90556903452523,11,81.90472714648149,Female,70939.21474706296
Married,67.32374840617119,13,72.96155366682575,Female,38899.36542763986
Single,52.81774384498577,11,77.9497002999977,Female,75854.51176361743
Divorced,45.66662199674393,13,58.10196090776343,Male,89402.8881259286
Divorced,41.63403824264138,13,54.90481271343191,Male,95382.43242251938
Divorced,84.20511287023838,6,91.79769963190125,Male,26673.35954407362
Divorced,68.89475169681411,11,76.1950098742395,Female,69437.35841767318
Divorced,70.18366877710586,11,57.258500973417654,Female,77296.53830158678
Divorced,73.08009723184874,12,69.50809367279886,Male,71594.688904988
Single,44.2171439588417,13,63.49724461660173,Male,33382.26396302671
Single,55.411374884367724,13,62.47789217149974,Female,45300.36403929541
Divorced,8.297207947300313,5,9.282492315630876,Female,33078.11975414294
Single,42.73888538433664,13,57.747667990803535,Male,92521.99208609213
Single,21.479037054853812,6,15.511822080037074,Male,36712.605875671405
Single,74.40643045283261,11,76.1919694841884,Female,71618.81880066231
Married,79.87334368547549,12,74.10920455658871,Female,67484.32915419164
Single,75.47646076607343,13,67.30382558191313,Female,37342.68684155583
Single,58.656486674321364,14,56.52784635582679,Female,85379.00449148119
Single,88.13663882352319,12,66.31894534661473,Male,74119.12102558048
Divorced,80.32069092989849,6,85.61564544065705,Female,29980.349509075117
Divorced,86.69036018632039,6,79.25226481576834,Male,30345.990521134678
Single,91.5373894172257,6,92.46248249615905,Male,29260.26744802736
Married,72.00270800440822,5,81.25844104496667,Male,30352.07596382347
Married,97.60017965598011,6,89.3735422222512,Female,24485.981608371498
Married,47.03412170712574,13,52.22996934403454,Female,88597.98918206441
Married,0.6122481271871969,6,12.08112427837894,Male,37981.73347449612
Single,38.295013216762044,13,55.84990519662877,Male,89481.87097337822
Divorced,62.95189351026887,11,74.7299402208753,Female,73018.11140471078
Married,70.44717366068295,14,56.351093377097996,Male,93377.61275800304
Single,79.77112821996353,6,90.85883547791138,Female,21589.996414333247
Married,68.8572256108477,13,63.79686472231349,Male,42574.292863518036
Divorced,48.37529149511209,13,55.8020568673503,Male,93364.37082934292
Single,8.734696490782147,6,9.830493378146222,Male,39702.10142602709
Single,49.64424116611581,13,55.940353603410635,Female,88812.57527294486
Married,57.494912252650074,13,68.4535287730697,Female,91859.90420263927
Divorced,80.33723547996608,12,74.18344050438102,Male,76142.33148345642
Divorced,68.96684673209968,12,74.61260475228087,Male,70763.08054668398
Single,69.2387100965993,13,67.77040652456812,Female,38403.92081248142
Single,84.57032339134791,11,76.02320024797595,Male,75208.60682352424
Married,62.03599914043474,11,66.92798264026302,Male,74194.42109776809
Single,30.56953420517975,6,20.97357272719549,Female,36374.10140386161
Married,37.227342368553295,13,50.34329146370416,Female,94331.52057028472
Divorced,21.044251073479195,5,1.9174269708020475,Female,35094.19208323611
Single,66.12983794777776,12,75.76108862702539,Female,72493.44318401121
Married,79.94901393403758,6,86.56863201173937,Female,31450.307765407328
Married,72.37090088988982,6,77.41965884182557,Male,33242.134326599655
Divorced,17.085352504113956,6,20.338092350594497,Female,34898.495854208275
Divorced,41.80829349339462,13,53.3432269537944,Female,91136.26524981108
Married,55.77101675402493,13,53.540371718612015,Female,95286.71975132612
Divorced,34.584345268172044,6,15.22452526693867,Female,36084.51975059694
Divorced,64.50887191355133,13,57.591172772593346,Male,91836.00289590438
Divorced,47.70892783716506,13,53.711292033181905,Male,92871.24071469977
Divorced,62.30526140741483,13,66.71113089325996,Male,93812.48400454759
Divorced,86.09878450907672,7,80.62443469204808,Male,22893.886612550952
Divorced,46.095534584103234,13,55.43761645771923,Female,85238.79629631514
Married,54.48953344832056,13,54.40225933562624,Female,88217.1811349761
Married,68.44271025504924,13,64.22922732530178,Female,44979.19426376453
Single,72.80704557950129,13,59.85153861822036,Male,89109.35375154678
Married,82.2665439216607,5,87.48310238107419,Female,27735.411267668598
Single,60.66094784747524,13,63.24025744806739,Female,36793.911638558646
Married,81.44617185141067,11,77.64021994750317,Male,72724.11072221702
Single,60.89932960011439,12,62.123564364131596,Female,72021.00274773703
Divorced,-1.6686313018245098,6,5.3405236611200735,Male,39545.30126009334
Married,21.38438079453904,6,10.044998107896262,Female,38994.60697010296
Divorced,62.94099160603655,13,62.211784028268255,Male,96573.98437463737
Single,61.47736974830387,13,61.104499919693296,Female,46006.104548533964
Married,44.26996805488407,13,50.17571759695311,Female,88471.88953356852
Single,6.777682864295508,5,10.993812715409607,Male,44927.63061155074
Single,14.808233116019734,5,16.580524501168053,Female,33778.62613072843
Single,73.8348268612814,14,73.4040756887635,Male,46196.783948537784
Married,66.5377245413446,13,56.83486324303782,Female,93941.98649172726
Single,76.62990295282586,12,66.70638969483504,Male,77660.01431194087
Divorced,57.10121824370521,13,58.599156315568834,Female,96831.96372755611
Divorced,25.567593255580064,6,13.758133726711435,Male,34428.19153818755
Single,60.44985326642646,13,53.73926823244293,Male,89981.0103774111
Divorced,69.68247531890061,11,71.89593079901069,Male,70097.71142978483
Married,72.35119516728764,6,77.32540331875072,Male,29322.129496585832
Divorced,81.90805385343073,11,76.48243260827319,Female,76166.54333692377
Divorced,75.41655664885272,13,69.9708704247229,Female,31507.37336782401
Single,-3.0076189286439297,6,2.3091710262115086,Male,36184.62503512659
Single,107.0169003997137,6,91.92589403228655,Male,33902.82930690929
Single,63.0422367359126,13,57.51885713929569,Male,87799.93777688585
Single,6.867650553945197,5,9.467268107620804,Female,36363.956010643364
Single,68.0761630834269,12,73.53929498117398,Male,78570.45506119379
Divorced,76.02654125853549,14,65.66744547853399,Male,45643.17830738512
Married,64.96433900579248,6,84.81574192680199,Female,19859.615343838464
Single,59.3251038182057,13,57.629630080331175,Male,95540.84993553316
Single,97.16230760856698,6,86.17935669908918,Male,27160.47844639429
Single,66.13232837132298,13,69.2032654527516,Female,45095.32500836134
Divorced,68.88647052910461,13,67.53832800672652,Female,33363.050008866136
Divorced,77.98310699356512,12,74.42184261458968,Female,39448.62547197734
Single,96.89588218490351,6,86.77351342848993,Female,17832.230451693904
Single,88.11930230873568,12,77.21637119672494,Female,71709.73606751773
Single,86.51083982802292,11,76.39563072177177,Male,77794.81859625364
Single,83.74808873373846,6,94.17863948436738,Male,21326.111202611217
Divorced,75.2287909797541,13,70.0701465178217,Female,40493.47230469588
Divorced,71.50000377570447,13,64.50696815518253,Female,41083.73544296069
Single,48.521910048203836,13,57.466603021157354,Male,96067.78835230181
Single,75.01188757403888,14,70.84527835771328,Female,39842.9788508505
Divorced,54.66179042794358,13,54.046723101783186,Male,83234.47461884319
Divorced,59.219303393668916,13,66.54371695895753,Female,43406.97315692815
Single,8.365063491314734,5,7.132698195578506,Female,32521.76964621827
Married,57.68432666312623,11,67.69772391289524,Male,79289.73689627618
Married,63.19985617723992,14,63.66304839599563,Male,42060.7447549048
Divorced,66.9169732976678,13,64.5654383883865,Male,40651.63305023522
Divorced,53.04470270401864,13,55.02992396460443,Female,96479.36581806603
Single,60.58913914703597,13,54.801110627950266,Female,90922.28146464325
Divorced,10.859047120629533,6,6.21638242126825,Female,34469.12749753661
Divorced,54.46230708888196,13,63.45462981796303,Female,40663.045109652754
Single,45.90184666185229,13,63.587612949885944,Female,90828.22921351793
Single,2.95883001475314,6,11.966441288431596,Female,35865.14028245767
Single,90.5455119797881,6,89.2824135312838,Female,33987.01830206446
Married,-9.376034067156532,6,2.2565332677314274,Male,33562.06827673252
Married,76.52754264793163,11,75.02374461030146,Female,75075.62979037217
Married,85.74328154811506,11,75.93634244738482,Female,75406.82688799102
Single,59.17578184950916,13,68.04935088727305,Male,93878.06805426288
Married,45.22111729661325,13,55.551346690938544,Male,91329.9521046216
Married,75.32022005001825,13,63.70572837873284,Male,82525.35717653236
Divorced,43.247692315048624,6,13.084384405043597,Female,38790.06308432606
Single,57.61686981527313,13,55.320312177246635,Male,94243.75969600645
Single,96.883720729787,6,86.59259188872284,Female,31168.28633757934
Single,82.34109561921909,11,75.50365463566251,Female,72175.14258209673
Divorced,17.210809720498048,5,8.490166673190004,Male,38853.559555866086
Married,75.22928000921623,12,69.5158188114041,Female,69338.98340249351
Single,69.30806919077386,6,87.79226455325893,Female,28857.068704623412
Single,78.53177015815317,14,77.27201505747006,Female,46283.16597426564
Married,74.98147054525009,14,68.73278066276544,Female,40360.983981954836
Single,54.38522806629245,13,65.2229072256916,Male,46631.55512593989
Married,102.34535488895744,6,91.49633178404919,Male,23910.3333385555
Divorced,-4.220877480399469,6,13.870647639593333,Female,29944.825503719363
Single,60.185607516039134,13,51.816800191015204,Male,90816.65906146882
Single,63.90359240524212,12,80.40397054700308,Male,67225.91126767712
Divorced,63.346853633372874,12,66.61035185574895,Female,72421.20848010332
Single,39.198694400620894,13,58.7515181900542,Male,94246.10523488326
Divorced,76.19942678723044,14,70.4747964887762,Male,50017.74970768706
Divorced,59.57255934953557,14,64.91761780990439,Female,95537.14053702966
Married,97.99896294151797,6,91.40053992688658,Female,22583.86925845322
Divorced,10.798428665076143,6,11.725061334989078,Female,46413.63859147935
Divorced,68.01333820722633,11,78.28247346619477,Female,72621.2214357753
Married,21.26576812468361,5,12.515356110520862,Male,38017.510430312206
Divorced,40.80022519240406,13,48.936354262465535,Male,87114.65027017602
Divorced,75.44778813432386,14,68.06540593240442,Male,45723.655160600916
Divorced,80.3895629005266,12,75.3792942027362,Female,74054.53340022337
Married,53.01973450626353,13,56.85259055445261,Male,96216.00514427936
Divorced,100.5894507191776,6,91.06302610148094,Male,23640.018474754237
Married,16.687208380314445,6,12.346822243813683,Female,33380.63516458699
Divorced,49.074091047345256,13,47.877671836218184,Female,93410.36248483518
Divorced,81.82625082755571,12,74.24220221562385,Male,76345.27220268155
Single,66.77736172706892,14,59.41389041711834,Female,41320.91240481628
Divorced,51.369200400065424,13,55.21043122552247,Female,87333.6590716075
Single,76.88220945772679,13,66.3983602952088,Male,44832.86607639374
Divorced,14.268306094266263,6,14.161304657247317,Female,37662.762382889036
Married,76.20412839421627,11,66.44933612702934,Female,71465.65965642633
Married,75.2591007408408,11,74.71326347464998,Female,75432.87451502847
Married,36.66243573564069,13,51.308609869984046,Male,89467.38046295963
Married,52.334597305690025,13,60.90098003912273,Female,93902.89101036027
Married,77.7456527554475,12,74.61946706777428,Female,69172.14228927797
Single,94.07063952374344,6,91.80287661559582,Male,28371.314782959333
Divorced,67.16496559393833,13,63.73969973098214,Female,41923.40300353311
Single,64.89552374822196,13,66.53892109772988,Male,43375.679864550824
Married,101.37523680161618,6,93.01615598518922,Female,25342.131848297595
Married,83.94152029150283,5,87.56300637126614,Female,23671.597466889565
Divorced,76.35314107023048,13,60.85799429980389,Female,44665.87371877875
Divorced,71.01546994477192,13,61.90571733980038,Male,84193.60534832824
Divorced,63.66652681902168,14,62.29902766903349,Male,88690.09278609682
Single,88.94601861870782,6,87.75201441314334,Male,31914.702961144296
Divorced,84.84677757837098,13,72.02426607960741,Male,40671.7824748546
Single,2.248789470595148,6,9.982428406314583,Male,35340.59631984224
Single,80.9359820306464,6,89.76106630239008,Male,26556.896918463226
Married,55.69589747314648,12,78.46149061960061,Female,81117.79151509512
Divorced,69.91805529205388,14,64.57380468881198,Male,38281.37818639254
Married,57.337161776639014,14,63.265841547167625,Female,40948.849921588204
Divorced,76.24113312833381,13,62.81586741556104,Male,84431.50519971899
Divorced,68.66206205769278,11,79.72829686177221,Male,72660.56048988248
Divorced,83.03080914078141,6,87.54046127657429,Female,24581.051039811886
