sales_channel,financial_circumstances,customer_satisfaction,demographic_factors,Sales,competitor_pricing,advertising_spend,Season,consumer_confidence,product_awareness,promotion_effectiveness
Call center,0.32540183048294335,4.050554360597939,0,7128.1450041796015,41223.60908985471,7417.985461362025,Autumn,-0.9775812394918483,1.2552772443626325,0.5852178108497399
Web,1.8688492881451968,1.4222785705330474,0,3930.046193496448,42342.37330863702,2580.5870776613624,Spring,1.9206126813852962,-0.9844037965966148,0.4146049861048313
Web,-0.30569072497284594,4.826889262418124,1,4557.0715354742515,63153.74916509837,4348.85544025303,Spring,0.30526545608509104,1.080099652767941,-0.33174328612759846
Call center,-1.1176245118960926,3.259323110379574,2,5498.5192541131055,60399.077330388245,5275.22473372484,Summer,-0.8075341495726202,0.2219916497135698,-0.8471129588316718
Call center,-0.41223363948681485,5.9363797682417925,1,4356.624281320033,50514.45155490358,5594.975385178346,Spring,1.406023533028335,-0.7511471150516859,0.41760083356081495
Web,1.1027894431960286,2.281346113146883,2,2797.1379966589816,54766.333076344825,9619.28101973753,Winter,0.45022361137293165,-1.067480582662034,-0.3620185811284833
Call center,1.0777159074684015,2.4895284963739917,2,4582.5924182573535,67076.26545284947,5525.418279418687,Autumn,-1.8895351688494701,0.2560982260963062,-0.2830040154131857
Call center,-0.38024540717241373,3.869444546785314,2,5953.996985751292,52372.98781953868,5496.818555159471,Summer,-1.7402735704102517,0.8368006139184587,-0.8364315782158618
Web,0.5048901257530863,5.2179532693226465,2,2949.3457655703282,74732.4798070342,3958.07710776315,Spring,-0.44765592409640304,-0.7742981165605197,-1.2088643931834446
Agent,-0.40338881323164266,5.047576041532087,0,5611.229621699846,51674.519924201326,4073.0603703838997,Autumn,-1.3036792535737982,-1.724623318266316,-0.512341131525354
Call center,0.16990309714124527,3.986767389618499,2,3650.5028338140464,48577.6101145172,2055.5993828587652,Summer,-1.4365137732404443,-0.5035499346764314,2.073029301300222
Call center,-0.08119581553533783,3.440917916477609,1,5608.574452860905,43781.06660536147,5371.260777017516,Summer,-0.5675580086688636,-0.17841929770841342,0.5624989923730446
Web,-0.5321159482012844,4.6741311852046445,0,2628.491574416652,59669.474627045085,4846.269632155944,Autumn,0.09358512441923325,-0.2567371158643793,0.36094607938382794
Call center,-2.067921617095005,5.245774365049835,1,3787.445637959839,46728.85184998369,5215.44298643309,Winter,2.0974749990536314,-0.42900047607942454,-2.181835197523073
Call center,-0.6696023080884601,1.9633854973239457,1,6213.035619026661,56455.974802935896,4364.477774519147,Spring,1.672786160338256,1.8204777561173833,0.23282429620290915
Call center,-0.3656125412148735,3.9775906041554205,2,6279.520494112103,34936.05472082633,6014.802650766822,Winter,0.17553462428692204,-0.03797445041492178,-0.8357033240879485
Call center,-0.2171986741394784,4.1694811497743896,1,4533.179401709533,31529.468529720132,5637.395496184859,Spring,-0.7125787057423492,-0.3489457345755682,2.1147858930435426
Web,1.6430189859911943,3.5064994763745467,2,2379.2700400948797,68458.25009067703,6449.947800602417,Winter,-0.660559180425425,0.6338847922147487,-0.7217170604296396
Call center,-1.829639252903036,3.426451579033693,0,2417.3174288303067,61867.09890947589,,Winter,0.8693492008626801,-0.019936531541684652,
Web,1.316337658434306,2.524864648190209,1,2682.7744002237478,49254.642674272036,4404.250550363582,Winter,0.5546509759390595,-0.21636260652296557,1.6194398899574955
Web,0.3207509214033524,3.6677183280869468,0,2773.154711174753,60938.716519188245,4238.272636847476,Winter,-0.03157354929060324,-1.0267691292113008,0.3145870781805771
Call center,-0.43339920639421464,3.029734284644391,2,4709.4538330863,39180.68342089148,3550.996007561041,Summer,-0.5558462215159895,-0.021978864669058278,-1.1686571515882358
Web,-0.7737349001870446,3.552033791097796,0,1969.731767027754,67280.56061138696,,Autumn,-0.3102696287722272,-0.7908072230308036,
Web,-0.8575306480111814,4.81745893144438,0,5091.683095534078,69029.81436723223,4544.768652341838,Autumn,0.7993627125907192,0.11331506660988837,-2.0288242632797626
Call center,-0.09363438733322159,5.3812679275209945,2,5572.962329025071,55022.80286928791,5909.596950838307,Autumn,0.11731627627607305,0.5419715554819522,0.2741132478535858
Agent,1.4674270580263344,0.8458564357611178,1,5925.320614419401,42824.74172224829,4634.4671484436685,Summer,-0.4252975144907564,-0.8511392459710021,0.30409547685906
Agent,0.9047843031157868,5.3815862548772655,0,4242.751579602702,43523.049144037366,2308.651101124775,Winter,-1.3443062286826046,-2.2072312396793534,0.9897761155986792
Agent,-0.205912856586236,4.640991406849386,1,6290.716779126219,69591.20615938856,4463.736372717116,Autumn,-1.5937982566240518,0.4720506991147825,1.201090523856832
Call center,-0.07859475166331477,3.6287681913944545,0,6216.057702557924,47120.628720741675,5368.978389614562,Winter,-0.7619948928254258,0.29574146178717764,0.3490727507892067
Agent,-0.6589264030159191,4.670971653190216,1,3480.1229256379047,66465.38264934244,6670.391687973943,Summer,-1.9572578604192583,-0.6295695978172171,-1.1513249735694902
Call center,1.0633043761411038,4.978802985661895,2,5850.471572903757,53019.90485295563,6598.445296005651,Spring,-0.8424013019295011,-0.37231161377999766,0.4409100074836707
Agent,0.3140400912632469,5.519472538178007,1,4160.387082397788,52502.40407156426,4473.319341948554,Winter,-0.5297346604102863,-0.3606887621358157,0.14936794035807235
Agent,-0.67741783255261,6.785410964319993,1,4995.820519752197,40348.65066163546,1677.9556551356368,Autumn,-0.8960304612805295,-0.0747807103919878,-1.1952761813531303
Call center,0.617724328866087,3.2132833651415895,2,4739.406296081356,64710.72711654319,6104.798512222695,Spring,0.8132996319252905,-0.1768166776750719,0.059403462112855444
Call center,-0.27731310760401967,4.274642806976738,0,5369.650887811654,61051.80693232365,6007.833593301408,Autumn,-0.7066037241860085,1.8830657955814245,-1.3606013567960888
Call center,0.10600704025484381,4.728062216942473,2,6100.534703287062,61741.20324193108,4488.389343503223,Winter,0.5635362938737821,0.49477769297615115,-0.43896564185654446
Agent,0.03874230761638185,4.335781193205441,2,7449.94922670247,55640.6858558138,5747.027869625598,Autumn,0.26775312023896836,0.7359600503609117,0.06905026356406796
Web,0.35417655559730854,2.905639701491158,2,5336.584265354772,48725.139836434406,4149.911722342153,Autumn,0.02281021249153891,1.6336910514714098,1.111454652203685
Call center,1.3173155889642318,3.975195284387155,2,6070.799626414084,54266.866448380955,,Autumn,-0.34504556728174884,0.6614619451500997,
Call center,0.536114941148449,3.8097478634249224,0,3262.614474419008,50969.06512316089,3819.068234455134,Spring,0.3485701689589653,0.19876496745071068,-2.007672924213697
Call center,1.1743013891011604,4.647702678082555,2,5325.416955647396,53245.84731021894,6411.806929282197,Summer,0.3114932602022597,-0.7064966968537052,0.9842587725507701
Call center,-0.7875301386028005,6.996036899606363,0,2328.3296879145755,63122.15515325557,2368.1287446577485,Spring,0.14105853961565443,-1.5439686338061656,-0.32589630981750317
Web,-0.3222431169649086,3.842515193635078,2,4512.61910969039,67027.3595470022,8745.996714438264,Summer,2.4380693056416045,-0.4852809811928713,0.30544777647760396
Agent,-0.5830886968067073,4.022007270896318,0,6211.861083160671,53858.41391840555,3652.242863766567,Summer,-0.030634151846406256,0.3184011589919,-0.4533478679267623
Call center,-0.2583295132314954,5.105840344986633,2,5808.8393775469585,38867.395331840264,4972.377562388237,Winter,2.637025021276782,0.26624480228323355,-0.007831346911101869
Call center,0.06920360710063857,2.729690240147348,0,6075.258917121456,56495.575228156005,4889.29349264663,Summer,1.1537360998496744,-0.20618626996145234,-0.276083285312832
Web,0.1719032455327055,5.261917881086317,2,3331.3412727170967,64719.21412820186,2285.154356239897,Autumn,0.7622068123058305,-0.4016006517101741,0.21012931328105527
Call center,-0.48917809519352146,4.492465086774539,0,4533.698420896117,51532.86725762787,4417.670764342884,Summer,1.0248361848946022,-0.07015065076905645,-0.32565588320794564
Call center,0.659109881968545,4.550714795382794,2,6625.374679427301,60117.360449437525,5969.082536701931,Autumn,0.7027447046029549,0.07003620865754343,-2.342074353342981
Call center,0.21637456389065984,1.093217158517028,1,3578.288536915931,39033.664202534026,,Winter,-2.1288073877654843,0.6640269278982226,
Call center,2.3332380432984374,6.708537237033383,2,2428.332972857939,52636.927445993824,4375.565384829175,Spring,0.8041757075965965,-0.02829894598550643,-1.355257052707797
Call center,0.869145888059575,5.720819180362906,2,2539.9471877851793,57681.08683623924,5476.793190208583,Autumn,0.9677313295479603,-1.1076102866192015,-0.28945317494643225
Web,-2.2561872986861427,2.6121533274599202,1,2621.167210172742,42720.51771235629,6508.873247356503,Spring,-0.21222539761768386,-0.12240746740911836,1.4504020723046798
Call center,0.608542333481772,3.671442559316996,1,5556.845714386751,47421.39676193644,7288.92391532031,Summer,-0.4010974915400346,0.3116462612702291,-0.43231407637684155
Call center,-0.4890402278226315,3.7580536365096733,1,5222.919389781423,56863.73679672551,5197.731879651838,Autumn,1.4923373491658423,-0.9122694130476282,-0.6439063767635176
Agent,-0.5344791896102289,3.8163515457021147,0,5317.361086845691,59278.89177175784,4367.247843443941,Winter,-0.6174494921119141,0.8332440305564052,1.344588603593215
Call center,0.8746609102032367,3.417604227138737,1,6244.213287437338,61909.213356352935,4146.852850897492,Autumn,-0.8599250685311687,-0.8385136342537481,0.2995938696315837
Call center,0.5429703766231008,3.2011072211878213,2,5666.975571606715,38073.30566166689,5734.268331923008,Winter,0.2289977598356037,0.205871430566633,-1.563023656274108
Call center,2.098880666549707,7.330170886177222,1,4553.013241767295,51244.31166488888,4713.103666550105,Autumn,1.0752833839396119,0.654789938389084,1.1761532830171342
Agent,0.11887998506099992,4.775220069765213,1,5187.0169336414965,69297.7807818912,5032.928254360438,Autumn,1.0481820277263958,0.8440726606464175,0.21492312418572232
Call center,0.11108190239637139,6.229790655431811,1,5537.520783767532,64408.2771449128,4780.727726888468,Winter,-0.7409033607489997,0.21668608543119894,1.6709188466138725
Call center,-0.3153716238514845,3.3424608676445415,2,2608.085001966864,76401.63994761254,3696.1123878024373,Winter,0.5124809199000099,1.1380861821512736,0.8342024253094266
Call center,0.3610185476132909,6.360605025357412,0,8746.067806177853,50349.10925273529,6035.669604609735,Autumn,-1.6277025230287356,1.1519319462534454,-0.8613561397565735
Agent,-0.8932767211068863,3.3210453078700812,0,7354.081108675926,79761.56200758516,5133.1718897982555,Autumn,0.557639509893061,1.8783052931826771,0.5670002490303792
Call center,-1.7997435608499817,4.168134416056819,1,3944.262112764178,48913.908325853896,3429.747214791361,Summer,1.3200724175945795,0.49505332918301626,0.03601155250632619
Agent,-0.4326190183739452,5.159511341049478,1,5074.21566209902,37799.926547592506,3733.078669207508,Winter,-0.8736464162343751,-0.4055085353951699,-1.1504695659461672
Agent,1.1880920184806936,5.172273008012422,1,4752.179205744553,44607.33525551637,,Summer,-0.10044901273052019,-1.2997232065853253,
Call center,0.7212509428853962,3.975314297168501,0,6304.443629029183,69239.37232350835,5962.863829890727,Autumn,0.14635190209408375,0.10545420283348446,0.11131991290857314
Call center,-0.3433670720844016,6.401857024950919,2,4141.719488044497,79810.55233880579,7752.928598982791,Winter,0.8055405075075418,-1.1498568681943024,-1.1477765452199142
Agent,-0.21622098402500908,4.5127337765943745,2,7565.099075290538,44195.1852714526,5531.8583838427585,Summer,-1.2214720979744391,1.2009714786666883,0.27103704081493496
Call center,-0.3164599109712475,4.799409062533095,1,3743.415318131448,57398.30282567279,5338.043686160004,Autumn,-1.281261975360214,-0.013505764501859667,-1.8541901751895162
Call center,-0.6795461216402889,4.307192671214657,0,4993.109011190654,66930.63819351944,6582.969649553582,Autumn,1.7042668547630906,1.1990356182634188,-0.8502744300603728
Agent,0.0826707984490897,4.713306980837659,2,5250.804071780618,53321.795778509986,6436.486661641155,Autumn,2.0041822628106534,0.4000065749823544,-1.6140055234159008
Call center,0.15699477699085465,3.6189220474256896,2,5307.053412344792,32751.666553316634,3422.941463487751,Summer,0.7843621418076756,0.31177011967229784,3.6945723499747105e-05
Call center,0.127218367364617,5.708580577000136,1,3171.6979855609698,42029.141237401185,1827.1035711268714,Spring,-0.8045280422713903,0.8826030416221587,0.21119399093469668
Call center,0.9289959051954881,4.957026312849245,2,5420.533343653817,51214.458017222205,,Spring,0.49079639206247827,-0.6535651637041691,
Call center,0.07857368428844803,4.539193274624206,1,4527.203440994768,50365.83078985207,6180.2873014513825,Autumn,-0.22048849339962054,0.5291476907457632,1.08295552101216
Call center,-0.25531810963638063,5.196405370301431,1,6904.604141028161,44362.64403673144,8274.27306631866,Winter,-0.21363167790409363,0.20396130105468901,0.1867532707512476
Call center,-0.41342731901717517,6.966627414801783,1,6360.41288749163,47051.520253375595,3991.2357176089,Spring,-1.5118695232563553,2.438292557692449,-0.35855872840371394
Call center,-0.16378247841808052,2.3257242077119304,2,2028.8865213906606,62771.6088616255,3296.9183161271144,Spring,-0.34387450383251505,-0.7974133531944297,-0.7979868685579883
Web,-0.31698983027849004,6.339000636717687,1,4672.57045206852,59701.67925155296,3521.2712140527537,Spring,1.5507873983789038,0.52851087151633,1.3659154139555056
Call center,-0.1497735405597176,6.384389309603298,1,6811.698697086136,79660.14501670633,5889.088680593014,Autumn,0.41594599399824445,1.9020434947726357,-0.2938174941992584
Call center,-0.24210939048339228,3.160404490569911,0,4449.037893632674,72692.08303433513,,Spring,-0.9685773751994494,-0.24311945242418745,
Call center,1.6879675336465458,3.337507458899039,2,3821.6767391931858,68778.49878992178,3820.1441933468814,Summer,-2.3797748979118962,0.2520903823044206,-0.612117024422885
Call center,0.7039353789753034,4.003547299982046,2,4515.3452842264005,51905.416500633306,5614.920579732479,Spring,0.32671761617696365,0.43106463574471715,0.39778466896609704
Web,1.4921095511466176,3.75968605345545,1,5750.251334651632,60739.57125892397,6343.70762345003,Winter,-1.880494209791434,1.2038799577532495,1.6809473731506201
Web,-0.4821307100468511,2.439686166432665,1,4292.503926725531,53654.679584289785,5192.856845983729,Spring,-0.9272762563087862,-0.5444769526060513,0.9392726580794803
Call center,-0.3233581346107398,4.304684771035541,1,5944.318595055893,46585.692170169445,6283.753146118714,Winter,-0.5032163411284003,-0.5731234495176071,-0.008170234370895485
Call center,0.20073406571060512,2.9887593656751577,1,4035.888573175636,67166.3152909864,,Autumn,0.5735939838155097,-1.6342260760577147,
Call center,0.5022601799021681,0.8568717823085241,2,3855.1401344932983,61500.32333626838,3241.9037093105494,Winter,0.3291436317174748,0.21207657980908512,2.0886031218344145
Call center,0.5896772841565142,3.359746918359258,2,2739.9050836684364,61388.39847118208,5226.579691346723,Autumn,-0.3461951755821724,-2.5418832077055136,0.6839858172066916
Call center,-1.5465234737938833,4.473075222690143,2,5780.095134664491,72394.59943792924,5602.982657306525,Winter,0.4492893793545355,0.9555568006818773,-0.05772834943682567
Call center,2.2105636567209412,5.232426023436653,1,4985.956482814802,49381.10769510058,5788.334569691384,Spring,-0.8147710732795229,0.5914687240898164,3.2185281875220686
Call center,0.02871419285830003,4.4677281544968706,2,4275.354979576705,42940.52484816638,4701.415290449842,Summer,-1.4616371409288536,-0.01672882972856578,-2.015857614911191
Call center,0.7711372719955222,4.94624133524502,2,4718.317830173004,64984.41375659131,4528.553789399604,Summer,0.854067460220313,-0.2803467563240699,2.5831591894136965
Web,-0.9244769203194637,5.666982938486057,2,2762.4300552483814,67848.17490637752,5911.367951223369,Winter,0.17077337991795233,-0.08757600315181345,-0.44314183412482716
Call center,1.9328827575962368,1.517064238247074,0,5508.879468811383,66925.5638784568,5747.060206146123,Spring,-0.8928833110996046,0.9274407143493804,-0.5280214048440011
Call center,-0.4547965421620629,4.305613792108165,2,3925.3414130503297,60459.708970117215,4083.6980644562864,Autumn,-1.071188113823509,-0.10853880396607468,-0.8523152179193891
Call center,0.7044601808898548,3.740444007904071,1,4841.626495097913,53419.594256055425,2166.292591850344,Summer,1.1905823345838333,1.220273913110387,0.630858560181833
Call center,0.607880608366588,4.814309641131499,0,6126.967673083164,57213.757000019,8549.121047877876,Spring,-0.48097715137325386,0.17438486182594962,-0.8576447220538193
Call center,-1.3950939823978004,4.040833663996712,0,4449.514748161415,62456.61187833011,4939.883764067192,Summer,1.0960519662746968,-0.41161442177466034,0.04649167865352427
Call center,1.407128546430499,5.283113248363184,1,5712.9455705003875,56277.77691409742,5173.139940598996,Autumn,0.6079050779346378,-1.5079115169700845,1.8194819426717899
Agent,0.26804569872159917,1.0218615942264568,0,6943.1695646765,72308.92846783937,6840.118480070818,Winter,-1.4944453709222407,0.1395214148827905,0.4832604088547231
Call center,-0.29690883413798064,3.038455718765724,1,5138.9258716587765,32835.62022070095,7794.6804782542295,Winter,0.1817387857367987,-0.5393142236757154,0.6247983214475726
Call center,0.5573027001778819,3.7874877622945196,2,5305.953932895664,53872.2152947646,2904.411527068316,Summer,0.7275407450432533,0.7674841015100852,-1.4689293190071788
Call center,-2.1300389602269383,4.23983634211723,2,3453.2583840685065,59127.223605727544,4981.732582126665,Summer,0.8521996033929532,-0.3150224174288573,0.4604025833332435
Agent,0.8155310572384493,2.2068871130903505,1,2762.0513104297274,47072.170823058106,3059.4088424424845,Spring,0.6430548481309242,-1.0273152112443336,0.43435585285879624
Call center,-0.23590077579012378,3.546606981721598,2,3882.030662287003,50943.79744848285,6708.229403865663,Spring,-0.32823553346927087,-0.6207974724362701,0.0531449012412768
Call center,1.453977143501424,6.526399857121518,1,3847.8753948227763,53741.82173632074,4860.855121926167,Summer,0.7430155009811165,-1.3746878144431933,0.3091739438622192
Agent,-0.5872347890099826,4.039906043643447,2,6438.893712419008,52060.73170239045,5237.076197197559,Spring,0.31183605525300057,-0.36975066774303134,0.623812413270043
Call center,0.26953611384297305,4.109192593313809,0,4158.517329479557,67290.77132171,4408.482279915551,Summer,0.11450131707057047,-1.2135728936969523,0.8527803541400065
Call center,-0.5833285427740724,3.5974462321403764,0,4229.790285942338,66081.92842956871,3494.6726943913213,Winter,0.6590715355377054,0.8852450924806665,-1.3527033901400813
Call center,-1.276912893716697,5.309581116426005,2,4829.399670946794,32409.07788128402,3130.6290233096406,Spring,-0.7558835326906872,-0.8794861539970902,0.8241628177086413
Web,-0.8756236907777714,3.859917792454243,2,3845.4811122595565,63672.45532873649,3328.051818728994,Autumn,-1.3449822998872683,0.36762129480093575,1.2430069792245646
Call center,0.30019090626360806,2.967716856299244,0,5372.176943243145,49087.073642580974,4898.958136835923,Summer,0.07532916842782342,0.7825255774740086,-0.13556641456300247
Call center,0.903910593754704,5.246097825808047,0,4420.49449347691,81476.30605863263,,Spring,1.5604225336431266,1.3569707765513312,
Call center,1.0657405370926423,3.700134537492062,2,3799.0233672848367,69420.14005284599,5801.64841656562,Winter,0.10395769313983447,0.17379293724677755,0.460508384149978
Call center,0.0743803230681901,1.0580094187656055,1,5675.953168678309,53350.2317415141,6180.739743461466,Winter,-0.3156323982980955,-1.1152422415251095,-1.2871873761894572
Call center,0.9546237303269643,6.981569335010272,1,5692.286456130585,54009.51746318931,5821.510868325877,Summer,-0.436143099912912,1.3277115758194948,-0.6437615441376956
Agent,0.8781994236030074,4.354639738199135,1,5875.638676760558,51827.401657737544,5744.2321689939035,Winter,-0.7463457768578989,0.122529429625244,-1.8108055809368206
Agent,-2.0829488414246695,5.739813887754612,0,4453.43205413415,44642.77445514825,6059.314386987083,Spring,-0.3530969933864727,-1.8804498541864603,-1.1283055059122935
Call center,0.21993974558100868,3.3348566124572887,0,5021.632130808361,52974.47112780785,3120.839477551065,Spring,-0.9502822653714199,0.05556185580028489,0.5832778640996775
Agent,0.9566843042268488,5.2590358052796535,1,4159.278560828288,51399.227668522406,4489.490831379348,Summer,-0.7415417559394147,-1.626789288994969,1.2698746530188956
Call center,-0.4849690940521537,5.332969266358831,1,4346.511833918278,63170.74805474713,3167.8435389470424,Autumn,-0.49160240154394963,0.470535091933179,-0.49866328022549344
Call center,-2.1217070620583818,5.993782188646978,2,5987.59274674748,60143.87554969389,7165.503724380142,Autumn,-0.010312381378960607,-0.48985117099577846,0.2637350651016814
Call center,-0.07887878838728153,3.7258797952055236,0,4555.059989717187,44151.52729167552,6495.807657938026,Winter,-1.694693985704983,0.01969686449348584,-0.2769194495369611
Call center,-0.5227405139038086,4.8909206726579475,1,5364.4098092292315,50738.39030881149,6357.474908024061,Autumn,1.7018910688903193,-1.6641299450426439,-1.0505506165835559
Web,-0.13560519586175931,3.577786363607138,2,3359.505730731975,61699.210108035266,5139.747548891496,Autumn,0.8018482447417729,-0.6408894795565212,-0.16920557452024151
Call center,-1.6238227764252107,5.178444453178431,2,1972.0626287325535,64421.445628326335,3282.0171586944834,Winter,-0.9927236970974735,-1.315264599827757,0.2237100479277985
Agent,0.5261334162380572,2.578478458380645,0,6368.006915824938,51224.54503589649,4995.500969830535,Spring,2.025871046299155,-0.43916679327305974,0.45280091128831035
Call center,-1.3139135216996582,3.595986917664907,0,3409.3145201806965,55261.261058299424,4522.181564026012,Autumn,-0.72076572607885,-0.4947323612573808,-0.2995017592269682
Call center,-0.9719677849013403,5.777855294810294,2,6874.789170174738,34176.053243954215,5320.757387243792,Autumn,-1.102146042250704,-0.032821189911350156,0.42046108685727235
Agent,-0.3178335730657348,2.589381242699126,2,6273.041133327153,89133.17599249787,4709.320195223563,Autumn,0.09763710592658482,-0.48937518827493487,-1.2632482210366112
Call center,-0.9053836589020725,4.996568729359637,1,5431.85059374176,51748.027277214205,3718.2488926763745,Summer,-0.0347240967112152,0.06956017192561904,0.010979520434496792
Call center,1.626972284722256,2.364704075501639,0,5610.621473896066,60345.971615981754,4516.097657350386,Summer,0.765359663322214,0.7659452067253422,0.3540563577463429
Call center,2.269564761391136,2.0525427212742042,1,5894.640707363582,48613.83254153779,5535.859242354569,Spring,0.6034356812821593,0.03345135839684645,0.30709668521047806
Call center,1.7160399306223186,5.198816500162648,1,6164.2724467705975,63094.02478902229,3947.777057783719,Summer,0.25128523626767535,1.0268022103727386,0.45821054774118575
Call center,-1.2789463298193273,3.382853396545544,1,4802.417461081433,65158.0539218744,7242.027860775008,Winter,1.2098243953914056,0.503290459023,1.2348777307447592
Web,0.46374554164909654,2.6799139994437553,1,1201.7208307803508,53590.95911335322,2246.4384651782757,Autumn,0.37745030427592635,-1.0905531848701149,0.9330978822771114
Call center,-0.15474840137079135,1.2603605752634763,2,5005.918717559324,64353.94203807901,3629.035923614064,Summer,-0.70132955614161,-0.14665843768222123,1.3735240353530147
Web,-0.06706321906645323,6.384496612224865,1,6617.990165547022,51197.85374146396,7335.636466820759,Winter,-0.704104658957839,1.0408730571333085,2.004159829301207
Call center,-0.3159763903355261,5.563648331706928,1,3362.577293890774,57808.28656741406,6110.91163792777,Autumn,-1.4851129437190547,-1.2793001720078538,1.6121672811491181
Call center,-1.0854767544699435,5.185594216456115,0,4202.667132098854,57058.55663487128,4412.517490193244,Autumn,-0.8816066822801129,0.2823519445027227,-1.4975924721090146
Call center,-0.7576052662934941,3.4273975815320297,1,4807.621855739665,30465.415981038765,,Summer,-0.3458019000447948,-1.0846425508601851,
Call center,0.05977397864726267,4.271376133194301,0,4408.356043189932,34651.738211724194,4980.219489995051,Autumn,-0.1619207687764254,-0.36890647481090283,1.0230353177076148
Web,-0.15770314689076156,4.159207821498816,0,5443.775520190778,70241.97435200232,4332.8818647276885,Winter,-1.525772035070902,2.3007860308072834,-0.26107577173728475
Call center,-1.288613862089396,4.073491754805471,1,3713.3860596686554,69686.59166405821,3616.729064123835,Winter,-0.0004939144318032738,0.6627310054682618,-0.38841614609485736
Call center,0.09974601934646532,6.3582611594006675,0,4568.143505307498,43128.232297411545,2610.188081920857,Summer,-0.8152040705653814,1.5981071627508467,-0.8856931470170942
Call center,1.6053207231239444,2.83563388946699,1,6368.982226009865,43636.155712544954,6818.21146214126,Spring,0.08318186684286977,-1.6672614058416495,-0.2936484663256753
Call center,1.535899784423908,4.350927005924641,0,424.24352382288,53556.32363129441,,Summer,2.1717248765034136,-2.1427376973376027,
Web,0.02452645852226848,4.962446041285292,0,4529.677259738954,66582.49071880642,,Winter,-0.6792531228106301,-1.0886969103831394,
Web,-1.5015045678734764,5.711129769257947,1,3094.841341270255,62486.462374965355,2967.986802387254,Spring,0.11620077423355848,0.14618513992753682,-0.3197852798453057
Web,-1.4758331245900678,5.952815994974362,0,4805.156484316166,35768.42076265272,8174.646112798593,Autumn,0.30128717344835454,-0.4433545034289121,-0.12570653756016156
Agent,-0.32307892206136934,3.032526765953631,0,7381.689402689477,51633.202770264965,9091.252851942922,Summer,-0.9166670234621015,-0.23165551908234977,1.1734362807746828
Call center,-1.0161010642912272,4.414275675386197,2,3590.0083132099844,69707.9452238813,3729.724792306349,Autumn,-1.5976375923597124,1.331835713340212,-0.37700245170063157
Call center,0.6967030825654669,6.748371139999621,2,5380.532894597826,56067.55535029843,7868.538560444412,Summer,0.5804350428805781,1.204802676425515,-0.8893658198726891
Call center,1.8341025630659882,3.6987695575614046,2,6987.4727063580995,59110.5038457369,5306.81596884638,Autumn,0.11363483465444733,1.8995537707207928,-1.4075390571086048
Call center,-0.5707294918541764,2.7315258884108946,2,8887.741893328923,49715.2864182201,6671.388926439538,Winter,0.005472536633848206,2.9398504106196,-2.273294235974126
Agent,-1.7814495056175856,2.4999640623261197,1,9364.026008873188,50681.55899395163,9165.635691966607,Winter,-0.18550347893200245,0.27500686932750484,-0.10089364121985706
Call center,0.18665440753812584,3.4380467332350904,1,5168.430475967402,61112.72778845066,4503.380112123428,Winter,0.42876473062252235,1.4187767808243847,0.5915295695928561
Call center,0.5236675200465852,4.658483622936563,2,4036.20669118343,55104.06143041799,3805.34562955571,Summer,-1.7917976632127763,0.18221106769651385,-0.4250011559442159
Agent,0.6454443371521683,4.013599592294772,1,6745.011725245366,53490.31162455545,6103.251022413291,Summer,-0.3514971125971229,2.1484882107748597,0.3967343438592242
Call center,1.453216315897471,5.9672502409817385,2,4397.194488534772,57947.95866372885,4885.677007707269,Summer,-0.07078777160033722,-1.112761397308336,0.37975891374758836
Call center,0.9711851121316678,2.950372401200398,1,1795.461064595414,54045.194157662045,3915.188237583957,Winter,-0.7350705646835267,-1.7376243226458667,0.9708966362743969
Call center,0.7228647490167823,5.330041367686284,0,3962.1814921450964,52958.83597430148,4909.41574971602,Winter,0.9300359439896098,-0.40721987693733896,0.4599414099615221
Call center,0.2545542230510641,5.9798240571910855,0,4812.713138961952,64987.95491366241,3068.1274716584494,Winter,0.38113375848994707,1.4415716382585924,1.2388166485920613
Call center,-0.7119846420012595,3.533386078422837,0,2427.6889070640277,60327.78710318981,1728.9349557143228,Winter,-0.04248123556150792,-0.42932872488933554,-0.6460742899129729
Web,0.46100770591260365,4.319849247614356,0,2239.413774439708,35110.5655609201,4250.8005977930725,Summer,0.3375435262347807,-1.7022262244171649,0.4227407529827246
Call center,-0.2076172641955548,4.751434110341641,0,5856.850505859627,61365.77901507256,6601.334816991985,Winter,-1.3568533163276757,1.7824967052527103,-0.8527696573117901
Call center,-0.3223616589201133,4.115615401224519,2,4642.216681461209,41444.81335062911,4499.303442096687,Autumn,0.40812977522290383,0.03809205104125897,-0.8372205589801306
Call center,1.4094695644705908,3.1793538918411555,2,4540.85147630624,74607.77315550357,6025.9332722285335,Summer,0.2467896555260094,-0.8648963533073069,0.9235634448344415
Call center,-0.19094194265944914,3.465680440666951,0,4687.443779468329,58278.54569090203,7395.737364338673,Autumn,-0.949539988682424,0.7888181691126817,0.3872438125634914
Call center,1.1722771042825624,4.123631560186824,2,4409.261653302754,26083.859795152803,6477.311435443415,Spring,-0.8595083635771139,-2.504955315024398,0.8115864168154688
Web,-2.1239241820121135,2.7279330407697397,0,3549.4890445718797,77842.14428430343,7154.507560553709,Autumn,-0.15256789924528322,-0.10417526568615791,-2.0864192585258414
Call center,0.031477269327059035,3.80586633536561,0,4714.283626007097,45076.01576605958,4039.046858344771,Spring,2.1524560000157074,0.3746330097669757,-0.6655026843769252
