Household Income,Money spending score,Gender,Marital Status,Children age,Time spending score
140494.47410413934,24.051906165447246,Male,Married,9,23.29661542342597
178917.39145599352,53.662292315136625,Male,Married,10,58.02381281563133
132472.8138203592,27.203416294705686,Male,Married,9,24.30038756837693
148711.1979330017,50.00003543943282,Female,Married,6,46.17922994486196
73959.32342314259,21.150996938677423,Male,Single,14,26.750971303663515
124971.75868084669,61.58949269770524,Male,Divorced,6,72.26078186274525
178336.70698067508,50.21452361319547,Female,Married,13,50.8043124243684
42367.72578568754,26.50014839389463,Female,Single,13,25.305740311110466
144306.25536992165,63.65989525670899,Male,Divorced,6,79.69592776967113
174122.73868229668,72.50307282380378,Female,Divorced,7,89.86158946578901
169550.17008559225,45.29591392258487,Female,Divorced,11,40.74162184871612
57245.98612969284,30.334945080801546,Male,Divorced,13,19.168536413737705
166139.28980842888,41.31450013244238,Male,Divorced,11,40.17514553424046
157460.83287613976,59.07492994110309,Female,Married,6,67.80073268276152
124728.59653733071,27.67412747528973,Female,Married,9,28.62633061176592
71766.53280466128,32.42501383083538,Male,Divorced,12,20.208911624394993
65755.5098011039,34.15448631645365,Female,Married,13,45.74166841504416
156636.63352477906,78.84754508407184,Male,Single,6,90.96805703399838
146352.93229203267,48.99419002944781,Male,Single,7,57.05826041997889
124010.01200723943,21.01377265685324,Male,Married,9,12.238613695372813
130764.74835245263,72.48614863017123,Male,Married,5,70.80287701346109
158468.97684103347,53.52685018435401,Male,Married,12,45.45018143119674
128959.74649869029,33.424680362065885,Female,Divorced,9,40.06918692413195
142716.5633797412,17.10095435442623,Female,Married,8,20.464813429752564
167303.5616841679,59.801771092263046,Male,Married,12,55.4994552475025
170535.6797062821,39.036096107267,Male,Single,12,43.76398965397226
154463.59686799563,68.6196567493593,Female,Divorced,7,80.80630454325953
168348.7922613845,49.891542420489,Female,Single,12,61.09250390377291
184327.28669707,44.99697541290725,Male,Divorced,13,54.33009654617528
161129.38950437141,29.665606924579595,Male,Single,9,19.2902081162308
58182.82268091025,38.58838987989592,Male,Divorced,12,24.273154334466888
86667.05736290914,29.15174285063345,Male,Married,12,24.41257320694552
174136.0096023016,56.524767560598754,Female,Single,11,57.68029672876501
158280.93270854474,61.50347087933114,Female,Divorced,6,63.62966734847027
172748.70529307885,62.27941148876988,Female,Single,11,59.03477545896155
151704.11749121637,72.21923308939729,Male,Single,7,66.97413995176305
159020.08644335036,61.62855035424603,Male,Single,6,69.93240237479168
66879.90318111518,22.366532310330935,Male,Divorced,13,15.605421313751982
144694.10000515188,54.070024207944456,Female,Single,7,57.734619086402155
132674.1135990021,13.510679136659821,Male,Married,9,24.808086300399744
60724.95019859685,33.88911902493219,Female,Single,12,30.91356573707804
141612.04220343148,77.72642662682277,Female,Single,6,75.62071194394188
56320.67695839419,31.150925156985977,Male,Married,13,39.5243381476096
133230.97609540695,36.76183566261624,Female,Married,10,40.77690481143999
162633.4593609649,41.209834530419144,Male,Married,11,43.85741985496586
173781.9732034871,65.84134537044316,Male,Married,12,64.8670833645704
123722.07541686283,21.694469755852896,Female,Single,8,29.079700563607005
169409.33095255122,75.70235905674801,Female,Divorced,7,84.67670212916671
58441.83092753359,34.10158479244198,Female,Married,13,29.41821106672079
168355.40902331902,69.37602989575873,Male,Single,6,71.22745094308449
157229.4087490879,57.593091090166084,Male,Married,7,46.181300815506674
164746.59975971218,60.417420169266094,Male,Single,12,67.28029474258449
138893.68129897627,35.83888085274525,Male,Married,9,40.929745154330085
80800.78807510929,26.21669563103462,Female,Divorced,14,18.892685463048213
57904.71000186894,32.72870043875124,Female,Single,13,29.15120078607886
133971.65039483673,19.15229506745072,Female,Single,9,18.354422091675847
50207.66925537682,35.11843107804443,Male,Married,12,30.83240307247695
128216.2426101382,23.746672236675224,Female,Divorced,9,25.59187300901919
74272.00155018906,31.24897315230797,Female,Single,14,34.39889679948376
146837.523749297,71.13797341225518,Female,Single,7,64.30445931787683
127734.0564299747,59.01007837530503,Male,Married,8,59.51283870419956
167369.1579557428,71.94178591074166,Female,Divorced,11,71.54750487785124
56244.62896133345,34.437439425822404,Female,Single,13,45.99900982806
71967.28515778574,32.94553864610148,Female,Divorced,12,31.746422009899103
181430.2132961901,46.26714372943234,Male,Divorced,11,40.99863936027027
177265.60033195946,56.13710491140972,Female,Divorced,11,51.73277166601378
55592.91706095367,44.912614610833224,Male,Married,13,38.24814396694988
158759.4142045847,76.10120468667276,Male,Divorced,6,86.56320403725982
145385.36638691084,64.12262875195132,Female,Divorced,7,57.091087474393525
155421.97846313714,73.33794627760136,Male,Divorced,6,81.06190035784533
115478.97646750069,25.309248431698187,Male,Divorced,9,28.402983366276047
163072.6629323069,62.2283961449609,Male,Married,12,65.45683135528611
125923.80897130445,23.153404826220875,Male,Single,8,13.491293024981509
150943.23656155393,14.556440645034481,Female,Single,9,16.389055313914817
152925.9623958161,17.55352152058674,Female,Divorced,8,18.333458523091608
62561.68524434834,44.60981568157817,Male,Married,13,42.26591000740473
166905.97759350782,63.47652779224883,Female,Married,7,63.65574834344496
156141.65245821176,70.16977290206047,Female,Married,7,70.95021734063312
169972.82413185204,64.8106125735722,Female,Single,12,42.59903066725795
142566.5726153797,15.48674914514855,Male,Married,9,27.351042044434486
142439.2147312964,29.985202249751268,Male,Married,9,12.776017954326022
151366.39293734083,16.364493230334546,Male,Married,9,15.032611031227697
169612.83042023558,56.42972452536366,Female,Single,12,62.04754635783547
60455.33778143498,39.880719492053004,Male,Married,12,38.5255009422659
147769.6390827714,82.66479761211585,Male,Married,6,90.73362533703481
132072.85877042718,25.363413260262593,Female,Married,9,29.74999614693959
160421.96297252434,38.54208569525588,Female,Married,11,48.299314356621224
36595.39163573549,28.58511879386049,Male,Divorced,13,16.720055558171964
56046.1787405459,28.851874477219745,Male,Divorced,13,21.849312382308657
195041.33274642957,59.20611072387358,Male,Married,11,72.74775351108828
137553.02775425938,32.554866683242125,Female,Single,9,38.19737326081964
158422.9094183204,65.61766284928359,Male,Divorced,6,74.15226434275014
147043.6182177289,73.39702988053676,Male,Married,6,60.1332956830196
164464.2533141071,72.0579935721416,Female,Divorced,6,64.93343692389513
160040.85452146496,54.15083123498916,Male,Single,11,50.27190603482832
144342.06427644225,69.64574124436794,Female,Divorced,7,68.88355435998177
176969.2542253383,62.153099647511574,Female,Divorced,11,45.56444206714687
148920.4980583389,70.91273329946554,Female,Divorced,6,63.34141169243213
49473.05073614151,38.12176323375202,Female,Married,13,36.10999290915898
161549.1926399778,59.37614954306392,Male,Single,11,55.394550005900406
146816.7245371642,34.695773987469785,Male,Married,8,32.124970093588615
129238.25654115243,4.661806664043887,Female,Married,9,4.0438429469246095
199999.99999999997,44.383109220104444,Female,Single,11,58.05352106015104
190550.4990077546,63.641685227812005,Male,Single,6,70.10548904714953
158268.51301684283,25.684548441716988,Female,Single,9,17.18850607189566
188716.0209852831,37.97770291860739,Male,Married,12,35.93401486666846
170439.7862522707,55.38785625710715,Male,Divorced,12,70.03731007276562
156699.1900073504,63.09357067943806,Male,Single,11,67.71334517531149
182762.26206712425,39.27791335304836,Male,Married,12,37.73590595626194
137756.47723929965,80.17687574777281,Female,Single,6,71.32867684125415
175002.5490958701,62.955408629150156,Male,Married,12,61.42663392664429
165824.15234625613,73.83499674000016,Female,Single,11,67.59339682211774
162260.49176048156,77.2324872512429,Female,Married,7,77.6950398322466
183168.06197648912,48.05467992473935,Male,Divorced,12,48.263315790927905
146291.2837492039,17.656026270241597,Female,Divorced,9,33.212755586133426
139449.13851076362,31.77015280908666,Female,Divorced,8,20.686316337066078
129354.4705598224,21.861683727790684,Male,Married,9,31.73030926889311
128960.16780030285,24.602769097246473,Female,Married,9,29.470303996528358
160125.33429492122,83.24428723052131,Male,Single,6,80.18692326727322
146710.32961768008,67.2934252967423,Female,Divorced,6,83.70236147001347
146103.26624793722,76.34490364869413,Female,Divorced,7,71.55230239273003
146383.7137938824,22.203018521223132,Female,Married,8,13.651973006329028
72490.8706080662,34.560191714463656,Male,Married,12,41.94417028066886
163652.86333773343,69.14770805843776,Male,Divorced,6,65.58911475865216
132321.7492643777,76.37975447010828,Male,Divorced,6,81.44926644278348
160636.66604323787,52.91871700906293,Female,Single,12,53.483346610185535
153850.02993622655,43.611828450760704,Female,Single,12,40.56570640948497
77199.50734699529,16.0343161574206,Female,Single,13,10.817807042612307
140813.18359326513,52.1860853758586,Male,Married,12,60.67259837168843
141714.76803995925,15.060444768305203,Female,Married,9,9.242825968970088
70645.55939670067,32.79712871311067,Female,Divorced,12,38.84131283811688
54045.3406635532,49.918407442134765,Male,Divorced,13,50.5094066595406
157321.82681527387,39.474948079628405,Male,Single,11,34.96211524760728
160596.3196877995,68.13347710704161,Male,Single,5,67.93535207198633
128763.2847206814,26.949021829420392,Female,Divorced,9,28.87908097179782
173766.0547097239,53.76307350262484,Female,Married,12,47.21450436109922
142918.19012532666,58.80280833809047,Male,Divorced,12,59.44531048774825
135894.63697588394,19.752054826214092,Female,Married,8,25.81210185720404
64059.49964252904,27.852730921822328,Female,Single,13,33.35073877196035
173319.18325177202,67.17890409901949,Male,Single,8,69.90492216602762
150368.70390894517,23.192043943552235,Female,Single,9,28.94145279585633
89335.39501888162,49.63855230883356,Male,Single,14,46.71514887560379
158058.0650120063,42.40446756246297,Female,Divorced,12,44.40045904629095
109589.02395582586,21.010879011483514,Male,Single,8,25.19643195073612
145957.23849191688,56.15968473122032,Female,Single,12,43.980976694698015
139926.69518046224,28.0516907833361,Male,Single,9,30.049382544550255
191145.72528719777,64.58524404220734,Male,Single,12,62.69696531827806
154448.39232467947,81.81917400541889,Male,Married,6,87.6635378592901
143693.76092330457,64.33488103095563,Female,Married,11,66.39050578420314
67461.45293064651,25.899620044184307,Male,Single,13,25.58378408591936
160905.7963309266,34.09672974894825,Male,Married,8,43.32469673118872
141328.7131745865,56.88703341460687,Male,Single,11,55.700117915809834
144017.5461819199,29.127818666139216,Female,Single,9,31.134774455875394
67372.44737575753,24.315680673886305,Female,Single,13,35.33824687220342
149459.75300134954,5.0723195905937,Female,Married,9,7.36476913035591
175739.76298997007,58.81706056742849,Male,Single,11,68.8162251479855
158002.69013265448,65.70842090529197,Male,Married,12,63.30941460349314
185667.9064963677,56.753550089524055,Male,Single,12,60.61547077233219
72490.92039305542,23.483575083091843,Male,Married,13,24.897170095693685
158922.1899555735,30.327781033499946,Female,Married,9,35.83788431503101
177527.23224146574,61.256400764166216,Male,Married,11,65.01409075780248
121834.49332519376,19.216769139732612,Female,Divorced,10,22.156225483703523
145299.4057497099,27.804377301140367,Female,Married,9,32.43320729934272
159678.90711731245,72.6854013630723,Male,Single,7,80.29316114435613
62621.26588262957,16.11850896795817,Female,Married,12,11.01630665766005
167365.90612485536,51.31156843963167,Male,Divorced,12,44.86879389643803
64714.88878872113,25.30117827240974,Female,Single,13,41.75285471267006
136066.6938602576,30.284196010735524,Male,Divorced,8,30.009358380191294
154042.95937117006,48.3399381436971,Female,Married,11,44.294879806432974
153954.911226851,23.095489343959855,Female,Single,8,22.815041618073728
159642.78109731158,51.394018172938814,Male,Single,12,41.760059210063645
46967.87770329129,13.520016723871958,Female,Single,13,19.878430626430237
136376.33652252425,25.472107876910513,Male,Single,9,44.66125818761774
46561.13795580555,37.00714210889818,Female,Married,13,29.28264271295782
173146.26442380066,43.25095823270266,Female,Married,12,36.87845363494856
72443.39381958975,23.738424284927948,Male,Divorced,13,26.99497456792345
151634.0536057552,20.138448919128233,Male,Married,9,22.635857084497008
148558.92920768712,62.0555756750294,Male,Married,7,58.79038337543873
146275.8025826944,28.844364940816483,Female,Single,9,34.631283463066204
161868.28060162408,50.25384958787503,Female,Single,10,55.16029940425846
166510.5846817862,46.321491275411205,Female,Married,11,52.69939234416115
81983.50154219766,32.699932241199704,Male,Divorced,13,33.07439490083485
58789.97567612985,23.956587635295882,Male,Divorced,13,21.411140882065858
184710.66127535538,61.579928450023,Female,Married,12,63.89973215379234
130994.35535128186,20.280843525998666,Female,Married,8,18.886126775279536
153095.6092619694,36.927358085343535,Female,Divorced,9,40.57477459550035
60237.50153370327,21.411664263780345,Female,Married,14,16.543010338677014
145196.4498478721,29.023263843137467,Male,Single,8,28.901282472769356
161543.10982786777,12.875386908989256,Female,Married,8,21.811703634529856
134853.0061565271,75.71127085598295,Female,Divorced,7,68.61902146959248
62681.12909006786,34.19158625736746,Male,Divorced,13,27.96769095209151
83340.91613707604,38.26250218284461,Male,Married,13,30.46724029485869
62168.37976704158,41.38397164995208,Female,Divorced,13,51.2047294437951
157553.81779038237,61.77011314499299,Male,Married,6,58.46745415754166
153497.896138493,76.57824567777774,Female,Divorced,7,81.87205964788205
136578.47164603858,29.6044030079181,Female,Divorced,9,24.430172536983058
61027.74425704824,37.195814183435076,Male,Divorced,14,35.58474008293544
153523.6673359029,65.86087797170502,Male,Married,7,59.583027119025374
173348.66952724,42.530058057318975,Male,Single,11,34.89527182231014
160585.2067579028,20.734574183524252,Male,Married,8,19.634205756470152
135710.79380833165,26.01183135039639,Female,Divorced,8,25.617113600143448
161006.34385359852,64.76365216666935,Male,Married,6,68.61984978055074
170864.7890235789,74.25713962373948,Male,Divorced,8,77.17862878399532
177882.11544992687,48.121000054575894,Male,Married,12,52.92613540361484
177959.72061893484,64.26659916065853,Male,Single,11,71.14253610566534
149767.33138152817,23.525683887922465,Female,Divorced,9,30.337363437706838
44967.943150935505,28.930261307014817,Male,Divorced,13,46.02291208589998
153710.44910303986,56.56675356258917,Female,Divorced,11,60.748846524890894
48827.28495356749,28.782205738874435,Female,Single,13,24.93784602925752
169569.83351457625,48.061764517455536,Female,Single,12,40.02496304785544
132222.9075432739,14.556395438591764,Male,Divorced,9,3.1566747458583784
67575.40968306627,33.89899325065909,Female,Divorced,12,31.720464359738656
79706.5974467117,45.287109064235736,Female,Divorced,14,36.68835667776243
173033.29261407632,42.91050595287915,Male,Single,10,37.41568670826291
131005.41645392712,27.87604446135945,Female,Single,7,34.78886617308996
139120.89469572125,74.0496232184517,Male,Married,6,70.5418592903651
152048.8823704401,70.96319433250022,Female,Divorced,7,75.42189142972815
148275.00441163772,90.5880977515291,Female,Single,7,97.79300716109027
58821.678607340145,19.230527432075366,Female,Married,12,9.85722135256574
65077.00883090161,23.66906777088117,Male,Single,13,37.9312217108471
84104.92865752088,33.82234094884363,Male,Divorced,12,39.71372931500138
164812.85357701982,58.717899776019316,Female,Single,6,57.87533498253265
156070.71424154207,77.47533132067487,Male,Single,6,68.26423099379369
77281.54846769513,20.1824647045798,Female,Married,13,21.101790226773513
134282.32024698806,27.66369710497571,Male,Married,8,27.565501894762303
185319.02465250343,67.07105459883203,Female,Single,11,72.4274874213049
153227.4512000157,16.14989102403243,Female,Married,8,11.555950547996837
142928.34303299885,31.482618591840108,Male,Divorced,9,31.735059576746483
164215.74332008755,64.86821585047193,Female,Divorced,12,80.94980858041795
167258.0821602504,65.96852137774368,Female,Single,12,60.274518782228135
121419.28680733067,35.73258639526408,Female,Married,10,42.48623611903759
57432.85960858762,23.412766339566172,Female,Divorced,12,30.02276428132212
53864.9158640987,29.660558151320174,Female,Divorced,14,36.38936338476655
109721.61415773162,18.09555470639166,Female,Divorced,9,18.852442300499472
65980.7255342367,37.572371575087665,Male,Divorced,13,33.86208089571917
123444.04542169826,20.143359663419112,Male,Single,9,26.571129384243566
36194.740259817365,23.33250510149417,Female,Married,13,12.902329089541269
150882.3576963789,22.354564537780508,Male,Divorced,9,26.169327045629416
144903.2386569409,65.22334310122184,Female,Married,6,69.11082597374727
76378.83508565901,25.138653218807594,Female,Single,13,36.63841335311037
60578.44571448893,34.23412155308149,Male,Married,13,30.07947482668058
169716.45232251208,38.97701694711779,Female,Single,12,45.06877397116983
149654.35214229062,46.74434571442353,Male,Married,11,39.69321980089008
52363.99528558394,28.81238279140868,Female,Divorced,13,23.853791832017738
191637.53511185158,50.11215721233595,Male,Divorced,12,45.12557577217757
64815.41720497948,27.44866215623663,Female,Divorced,13,30.909863148218626
162737.85978858452,82.04447533053086,Male,Divorced,7,84.42918077847534
171841.48440907142,46.71706487084109,Female,Single,12,46.824679796268185
189749.02002336006,52.02668704844714,Male,Married,13,39.665074468485905
187036.4099492998,66.66435715821878,Male,Single,12,69.55298336141581
163525.8355292659,61.106109368438595,Female,Divorced,12,66.13812624239468
141948.7664986896,72.60393546164391,Female,Single,6,72.14611199880038
151006.6977556492,80.61846432134334,Male,Single,5,76.05442228001687
134947.07868750696,18.949184557842834,Male,Divorced,9,31.55347181531345
179078.9264113562,81.68263651006706,Male,Single,6,85.19338239529688
129387.0002762871,20.48885622219838,Male,Single,8,12.565749446216488
34263.724820404896,28.484009831285643,Female,Divorced,13,32.44019046909404
174044.7181247897,78.46188350847254,Female,Divorced,7,76.94762774681756
133979.21047182474,31.06006508050538,Male,Single,10,30.42001086230123
48814.271397589924,22.94517245687964,Male,Single,13,29.063445971399112
67803.9362953873,22.72620490490082,Male,Divorced,12,22.501276200619923
77800.76377913053,31.66232599697499,Female,Married,13,24.782674380234504
134151.105201932,14.850732609594488,Male,Married,9,11.298114868922827
165514.670380114,68.30721437704902,Female,Married,5,77.9778131241369
141168.04822136727,29.578182477894195,Male,Divorced,8,37.1659748269603
163430.0682949166,45.51227173009699,Female,Divorced,12,31.253497387957218
151280.4174899243,20.87666219521792,Male,Married,9,18.068584214628824
157715.20655650305,80.37628650985677,Male,Married,6,85.63616460006959
158454.52487648567,76.73133189141654,Male,Divorced,7,77.46596667224955
175252.31266308093,52.25047562611767,Female,Divorced,11,56.79580338275337
170474.9680609464,76.6563919489241,Male,Single,6,82.47468178269109
141502.95721908967,34.92228446103,Male,Divorced,8,39.43919137377424
156932.82501497626,42.884453063049506,Male,Single,11,49.53741977762287
70438.46572326071,20.24857149395949,Male,Divorced,12,14.345601867318244
158382.39903572196,74.91188891261346,Male,Married,6,67.56569678645006
143525.69189548076,54.933580077291175,Male,Divorced,11,43.69584764767959
30000.0,30.399343035217456,Male,Single,12,30.378053317067863
177476.57151827152,53.55151152571801,Male,Divorced,11,56.31703031180075
137063.33603356266,11.108798100670711,Male,Divorced,9,14.494492381967746
151638.9795159833,60.501280656661095,Female,Single,7,48.899342239979305
169364.73916714735,48.534177142075436,Male,Married,11,53.735104473038994
60967.87814311114,39.44533508936338,Female,Divorced,13,44.4392309610784
70873.3516578819,45.33368605067103,Female,Married,13,46.92253739375117
153015.97525554866,72.03825138797205,Male,Married,7,61.9678727562701
185063.98413095617,55.0633658925242,Male,Single,11,62.057535227123296
151773.9495785086,73.34783981993195,Female,Single,7,70.1138282313063
155285.9080097378,67.8738512459068,Male,Married,12,74.20802701644206
59278.42227914011,26.750620626757545,Male,Single,13,21.406924493185844
161934.91776655125,60.2189362889188,Male,Divorced,11,63.772206985773586
54727.98690833096,33.24313889406685,Female,Married,14,33.848062319734666
158579.6101715923,78.90341014469759,Male,Single,5,78.96808129852897
77687.48333700717,25.197779508734488,Female,Divorced,12,31.781288473874024
183771.89935056932,42.9952676532569,Female,Single,12,36.667504412796035
140432.95298557644,23.555221743584216,Female,Single,9,35.75193583482188
142478.7375466233,12.077953334038789,Female,Divorced,8,6.330260607126992
65172.63203039211,30.57246867027149,Male,Married,12,37.841994697750906
131277.4178756387,11.823982780101197,Female,Divorced,8,19.08715781091638
65984.82319639731,28.15160899557342,Male,Single,13,32.97243076176257
137542.90467265586,34.12467771811113,Female,Married,12,35.16895809659043
153114.85489423363,24.5647731737371,Male,Divorced,9,25.995468678818852
146414.80920051786,44.485211768241385,Female,Married,11,46.26132619353353
123645.99416851747,30.571638663081913,Female,Married,9,38.797327255752094
156877.80995531008,70.7054005805054,Female,Divorced,7,69.93166975779069
67982.22250486119,30.98941957812238,Female,Married,13,27.195949447667417
170267.05346306716,51.924062108885444,Female,Married,12,53.58318586037847
147960.59279955577,75.1799520903628,Male,Divorced,6,80.60496572576288
155405.15352499258,22.009643438591326,Female,Married,8,25.97741358691122
182114.87167679254,77.9363377734247,Male,Married,6,67.95472330807672
154198.43788668973,76.89034238319898,Female,Married,6,90.4651380586723
150879.54195523527,26.131256737478285,Female,Divorced,9,18.906769651303307
59480.993230666645,29.857354741332063,Male,Single,13,34.46563738375492
160235.47128254222,50.82666296786704,Male,Divorced,12,55.811730519025204
157000.37062217953,52.12715060994474,Female,Single,12,55.787327425627296
146728.19071207184,71.52473709854372,Female,Single,7,79.93521675173271
189129.33536121267,49.182004560953956,Female,Single,11,39.880314363610715
135111.14233804872,31.368897339656357,Male,Divorced,8,30.78990891591805
156348.17249130332,73.31399503625232,Male,Single,7,75.28485584868103
173493.4355290352,40.24463466616372,Female,Married,12,35.91543334304621
86184.17137577593,37.02192915027132,Male,Married,13,37.03071335210169
129085.0098425109,33.1882350451499,Female,Divorced,9,31.413128115531883
162356.17154496198,44.705416110715504,Female,Married,12,43.996620460302495
153174.25189698656,49.30438958958948,Female,Divorced,11,51.363136385220415
169387.16793220272,58.51638039928862,Female,Married,11,65.26519361274867
144968.47421701634,58.95082886717861,Male,Divorced,10,64.23641767234287
159152.03425836662,60.69385052136828,Male,Single,5,71.5407811985126
57585.92776049329,31.94809039211781,Male,Divorced,12,27.3008529173353
175716.57944331015,49.62455626223295,Female,Married,13,52.51963290156026
122025.4167858089,26.398524146031026,Male,Married,9,28.744233054230754
70619.43791863203,31.066682752918773,Male,Divorced,13,36.952856012776614
154717.61326789763,63.329937717642096,Male,Single,6,64.90265982915717
65363.15884061677,29.853849291684792,Male,Married,14,31.93081915777926
176971.7947947192,51.67593788655276,Male,Single,12,60.60340594665091
125547.67218590551,22.823275056394905,Male,Married,8,17.92464991134478
67629.56727595272,26.32093630034476,Female,Married,12,15.969151591348918
62153.54420550792,22.79035823249418,Female,Married,12,15.211032864831903
45471.75243559398,42.888062668034486,Male,Married,13,42.04177812822726
75807.61625110437,50.68666215190158,Female,Married,12,49.567253665076294
130375.17667968213,22.409733319217167,Female,Divorced,9,29.22493706511002
58883.73618062874,37.53549560755174,Male,Divorced,13,38.23646162704014
160515.79122532328,79.3009951431363,Male,Divorced,6,79.38663822816277
130631.66705932263,22.426556533465476,Male,Married,9,20.330221300421265
74908.17354318454,19.269476903851785,Male,Divorced,13,20.673508360879786
157833.56224787649,56.816316927931744,Male,Divorced,6,62.10693567392375
138212.39612010345,12.5960396147942,Female,Married,9,14.78929340812059
130489.49359941136,73.34271175511736,Male,Divorced,5,74.90671954302137
46842.965075239656,42.93890701701597,Female,Divorced,13,45.300342794093496
145513.39362504304,75.10304931528832,Female,Married,7,71.34524725234078
161712.64133331034,67.69360529570079,Male,Married,6,63.41330993832501
160321.0495205857,52.61189624179449,Male,Single,6,56.32065542985725
153352.33508591526,44.26752891926291,Female,Married,9,34.703716071634894
131047.86807797986,78.61614234463042,Male,Divorced,7,70.2443769593153
142409.42533803816,66.23831959399854,Male,Single,6,64.80300550767267
69497.63124997745,10.940804314330734,Male,Divorced,14,10.339339103012879
179102.40140199577,54.486875217497925,Female,Divorced,11,59.02096169575758
151603.69446002,53.93420826036148,Male,Divorced,12,53.117675630428494
137225.3680455654,61.3850940403724,Female,Divorced,6,55.375561191790084
151301.33770539856,29.02248044052548,Female,Married,9,26.938468000803635
125508.60389944825,14.82488967263864,Male,Single,9,23.3274349041936
153308.1594833784,69.78018343221608,Male,Single,7,78.34120312944482
41194.39842261563,36.641609946761804,Female,Single,13,41.633614995877124
159054.89310207454,49.48933538963847,Male,Married,11,49.80599912218809
160398.0481446361,73.63839042747867,Female,Divorced,7,74.35492100843267
162005.44319669384,52.187161326687615,Female,Single,5,44.476739670553705
163569.388090096,70.85399099431464,Female,Divorced,6,73.64180214475948
184589.8965565561,56.543244100214025,Male,Divorced,11,47.208630272916544
156780.35586467123,71.19565963460653,Female,Divorced,7,79.85223551508562
140942.29809028207,68.34597746905327,Male,Single,7,88.59315975814422
171570.38741935766,70.72869499298913,Female,Single,11,72.03556424313149
158534.94438175537,82.23574837616115,Male,Divorced,6,76.98675656124163
156315.18416330544,89.68597684211157,Male,Divorced,7,82.46560766092531
183611.7548771961,58.890216615935664,Male,Married,11,53.08039369214638
146830.26394203815,26.896852720419776,Female,Single,9,19.609447439363493
144586.20247352865,30.682070511165865,Female,Married,9,40.61590354796514
133201.14892590814,31.539547728932952,Female,Divorced,9,27.1428737685362
50529.82966911211,33.57988303201172,Male,Single,12,19.28173226455886
142561.02158362427,52.704490686957406,Female,Divorced,11,48.695065480776506
180769.12646300395,42.24207675868901,Male,Single,11,38.64439926678352
59079.68595165464,19.668089617847134,Female,Single,12,15.461465422872744
70364.45128811206,30.335019920604623,Male,Married,13,32.78972210314467
183019.50589355544,57.60705620067164,Male,Married,12,56.07295184047206
184207.68314078308,37.82503091732958,Female,Divorced,11,39.04177439681068
172614.58197412972,39.60575385551168,Male,Divorced,11,34.42324684136319
163649.7150622809,78.79559927635634,Male,Married,6,80.31467521192845
138338.6212754763,24.482303105412225,Female,Single,9,20.153420813004246
69657.89324855317,23.0087336722676,Female,Single,12,28.244441605588236
125729.25865382947,21.942473225760146,Female,Married,9,20.295594094587457
154599.3629623248,24.205378454752914,Female,Single,8,25.44669699001061
133831.68629124796,37.560022878718435,Male,Divorced,8,51.49981692746005
142738.80745098853,22.908179624926014,Female,Divorced,9,14.583903634426335
161718.07039172587,53.56221277882994,Male,Single,11,62.84216278439186
141720.8886229751,63.00842453946737,Female,Single,6,61.01890923544034
169158.47502838442,57.15967701219948,Female,Single,11,61.80666498479671
52303.50166409617,19.857881560661117,Female,Divorced,13,15.968805630133625
79860.46027911891,22.622783147613227,Female,Single,14,27.809620905855365
171757.1070210974,73.28858786541909,Male,Married,7,74.71415275998059
134580.79051358518,22.397191122949373,Male,Single,9,17.545954995600866
185371.85635953024,46.37364786193982,Male,Divorced,12,33.97046262363362
171133.5524546802,70.04271384807772,Female,Divorced,6,77.46741563443828
145567.5580168646,38.806350787298996,Female,Married,8,43.68356484064245
164164.67213268467,54.375191577903465,Female,Divorced,7,56.03681056232049
60233.74829340106,30.43288753527998,Female,Divorced,13,34.25926106182293
171633.1029832266,60.31960511472836,Female,Single,12,58.2714177303837
135912.1439189736,34.261577488872234,Female,Married,9,32.58084025893016
156292.03444662114,40.54230392046707,Male,Single,9,36.10436976389182
154009.78786415578,13.977768639857334,Female,Married,9,11.16597224898081
162975.70138812438,50.84740311009283,Female,Married,11,58.79534240544736
87306.57373646856,35.84092636834747,Male,Divorced,14,41.1253966825414
166196.03343684232,59.24251236491997,Male,Divorced,6,69.76491429793765
173612.29890187547,67.3657576015928,Female,Divorced,11,68.64320606029686
64512.395795319564,25.287448409396443,Male,Single,12,39.90898135265012
163700.40226727427,43.795707268975995,Female,Divorced,11,47.88266984965246
137472.06288944438,31.980289172389213,Female,Divorced,8,53.20243964395772
153773.40700989612,25.906353961854848,Female,Married,8,39.37698119385063
164114.25966126652,52.19480146451218,Male,Single,12,56.15186306084262
149747.11128186807,74.05569501490875,Male,Married,6,68.44357753450213
139803.68335851998,19.790632628039432,Female,Divorced,8,22.170618490901447
57698.80457401203,23.418158608973958,Female,Single,14,23.289288242243643
59452.66184919074,29.68237053348217,Female,Single,13,22.582561782500836
159323.2686346106,49.892590929842726,Female,Single,11,49.84619071632215
143393.43973762862,65.95104906805085,Male,Single,6,63.8505512210204
131074.27647325594,22.140085183789942,Male,Married,9,21.681525842755626
159579.67118454538,55.87485592034493,Female,Divorced,11,56.416479553796535
184654.79967618416,43.216858291303836,Female,Married,12,46.916445416702445
167736.34576881235,47.95528816093234,Female,Married,11,49.327260527952426
49957.74545539025,33.44654384600468,Male,Single,13,38.65009502495281
70593.072773225,30.39090320863754,Female,Single,13,35.11714965474761
62811.71380687815,31.14918178280247,Male,Single,13,29.87049917844375
