Annual Income,Renew,Brand Loyalty,Sex,Location Code,Years with Company,Education Level,Online Activity,City,Marital Status,Years after high school graduation
41254.39158700023,No,0.813782659112151,M,Rural,6.0,College,4.0826968023641905,Tokyo,Married,45.0
46393.82830488494,No,0.6111895331242869,M,Rural,3.0,High School,6.004884043699043,Osaka,Married,39.0
43112.4676938957,No,0.17979283532252213,F,Rural,4.0,High School,7.318644407033083,Kyoto,Married,39.0
34674.78084963768,Yes,0.12659230492069076,M,Urban,3.0,College,4.893354035963424,Osaka,Married,32.0
46769.79583223097,Yes,0.5709254709331981,F,Suburban,7.0,High School,5.7766566558951515,Osaka,Divorced,7.0
31201.624817481446,No,0.106808590437122,M,Rural,,High School,5.336234207356551,Osaka,Married,34.0
,Yes,-0.1006681412921897,M,Urban,5.0,College,5.943158259233984,Tokyo,Married,23.0
38460.88025835421,No,0.16288312041657382,F,Suburban,3.0,College,7.43585779424138,Osaka,Married,43.0
57904.47207791132,No,0.582081070366401,F,Rural,6.0,College,3.6259514502960593,Kyoto,Married,28.0
35926.910731698554,No,0.35132841329119013,F,Suburban,6.0,High School,5.0559834381608395,Kyoto,Divorced,35.0
42519.71767106125,No,-0.418950582590101,M,Rural,6.0,High School,4.51849009992332,Kyoto,Divorced,41.0
40821.97440276816,Yes,0.04710457762270366,M,Urban,4.0,College,3.8981173637665045,Osaka,Married,34.0
43864.819317802176,Yes,0.2637861167251968,F,Rural,6.0,College,6.191025700272918,Kyoto,Married,28.0
60227.03756625345,No,-0.5650617843231146,M,Rural,4.0,,5.517595276067796,Osaka,Married,46.0
67929.00031179402,No,0.2649426147030997,M,Suburban,5.0,High School,3.6462749260897915,Kyoto,Divorced,40.0
44121.69730156973,Yes,0.4497303836516791,M,Urban,6.0,College,6.11047155603178,Tokyo,Divorced,18.0
32297.51187023875,No,0.16296963228485786,M,Rural,5.0,High School,6.714875670546199,Osaka,Single,31.0
40935.55079297957,Yes,0.699581271493217,M,Suburban,4.0,College,4.971506699991196,Kyoto,Divorced,34.0
70458.7221345747,No,,M,Rural,3.0,College,6.652175794655869,Osaka,Divorced,35.0
80357.52307379691,Yes,-0.013130970196896408,F,Suburban,3.0,Graduate School,3.58640587639115,Tokyo,Divorced,18.0
39269.71727914583,No,0.3317619769219764,M,Suburban,4.0,Graduate School,5.867199105669452,Kyoto,Married,34.0
77569.78292934514,No,-0.1117849482622319,F,Rural,4.0,,4.821872049873318,Osaka,,39.0
61107.44197550211,No,0.04491969335782173,F,Suburban,3.0,High School,5.890639639882628,Tokyo,Married,35.0
38622.25048169283,Yes,0.4677274043747024,M,Urban,3.0,Graduate School,4.733222958795839,Tokyo,Divorced,28.0
48840.50029209981,Yes,-0.20893382832893925,F,Urban,4.0,Graduate School,4.627924065869212,Osaka,Divorced,44.0
47401.59292395791,Yes,0.459209101927943,M,Suburban,4.0,Graduate School,4.785836285225081,Kyoto,Divorced,27.0
47891.70798794539,No,0.2336304750874844,M,Rural,6.0,High School,4.985773756405451,Osaka,Married,23.0
62260.466237041735,Yes,0.6466662137829866,F,Urban,3.0,College,4.73038806625858,Osaka,Divorced,38.0
68802.21705572386,Yes,-0.15082205442510216,M,Suburban,5.0,High School,7.763157506332828,Osaka,Divorced,36.0
40530.71795116019,Yes,-0.18307979818989428,F,Urban,5.0,Graduate School,5.950388075276992,Osaka,,32.0
60065.306170415526,Yes,-0.36751182856914555,F,,3.0,College,6.222063295994862,Kyoto,Divorced,31.0
36598.38449750528,Yes,-0.004520189771158256,F,Suburban,5.0,College,5.1650900804808675,Kyoto,Divorced,29.0
70616.65774529868,No,0.3319838881580892,M,Rural,4.0,High School,4.613043986542986,Tokyo,Married,41.0
17178.09665867895,Yes,0.3583316810311291,,Urban,6.0,College,7.122081446773103,Tokyo,Married,35.0
46326.10532603196,No,0.045150819257328015,F,Suburban,5.0,College,5.337652394873812,Osaka,Single,23.0
47194.99931665261,No,-0.030996828557830286,M,Rural,5.0,College,,Osaka,Married,38.0
47410.89626874633,Yes,0.24079905119556644,F,Urban,3.0,Graduate School,4.452288273960047,Kyoto,Divorced,26.0
40566.23535167103,Yes,0.322594962054513,M,Urban,5.0,Graduate School,6.858529520873433,Tokyo,Single,35.0
44173.02884650951,Yes,0.3688667953507374,F,Urban,5.0,Graduate School,3.6626548117698654,Osaka,Single,33.0
66151.52630124346,No,0.45448569814276096,M,Rural,3.0,Graduate School,5.182973984037653,Kyoto,Married,38.0
53347.02218047579,No,0.4198764178555844,F,Urban,4.0,Graduate School,4.963844918379617,Kyoto,Married,37.0
38675.24008348542,No,,M,Urban,5.0,College,3.2307759841010215,Tokyo,Married,19.0
55364.91762836204,No,0.05980466202296633,M,Suburban,5.0,College,4.27198573858676,Kyoto,Married,45.0
48744.64713849344,No,0.3466139557322645,M,Rural,4.0,College,6.688192408912422,Tokyo,Divorced,52.0
53438.9429288316,No,0.1322233256408612,F,Suburban,6.0,Graduate School,4.262945297411686,Osaka,Married,27.0
64433.87204503225,Yes,-0.4049913577013353,F,Urban,5.0,College,5.975289437603583,Kyoto,Divorced,18.0
54600.092728702504,No,0.0864372634150894,M,Rural,4.0,High School,5.028623915763896,Tokyo,Married,21.0
63460.602564072295,,-0.15455873013035765,M,Urban,4.0,Graduate School,4.865294250143665,Kyoto,Single,19.0
49767.08920317896,Yes,-0.1580273612607514,F,Urban,2.0,College,1.6935644861237469,Tokyo,Divorced,52.0
56098.014507336724,Yes,0.5659191834522304,,Urban,4.0,Graduate School,5.250484007607451,Kyoto,Divorced,42.0
46191.88692902255,Yes,0.10156856639398476,M,Urban,4.0,Graduate School,5.271568962214953,Tokyo,Single,17.0
47577.10266428925,Yes,0.47193453494394755,M,Urban,5.0,College,4.996607549846263,Kyoto,Divorced,25.0
66585.66621830316,Yes,0.17983515613274595,M,Urban,5.0,College,5.125723836015923,Tokyo,Divorced,35.0
38743.69681701937,Yes,0.7008394188721558,M,Urban,1.0,Graduate School,2.21563410669309,Osaka,Divorced,32.0
58576.75660920652,No,-0.6437622166256111,F,Rural,2.0,,7.368131365366227,Kyoto,Married,36.0
65954.84208087686,Yes,0.12037135824422306,F,Urban,5.0,Graduate School,5.705872631656755,Tokyo,Divorced,38.0
56429.20317846176,Yes,0.5996665790057887,M,Rural,3.0,College,4.694938284854245,Kyoto,Divorced,19.0
38320.80869357547,Yes,0.05408247016991953,M,Urban,5.0,Graduate School,5.664607161601421,Tokyo,Divorced,35.0
35996.64753770207,Yes,0.5313416205520765,F,Urban,4.0,College,4.8089075951281925,Osaka,Divorced,25.0
58037.074743312805,No,0.1561437587898799,M,Rural,4.0,College,6.021615375992416,Kyoto,Married,31.0
52158.55156818786,No,0.3298407822651133,M,Suburban,4.0,College,7.087187646320855,Tokyo,Divorced,45.0
53392.78161578154,Yes,0.19878965638646712,M,Urban,4.0,College,5.150573384296257,Tokyo,Divorced,36.0
37288.07838689402,No,-0.21549769620379766,F,Rural,4.0,College,5.7993156829411365,Tokyo,Married,8.0
68303.871477148,Yes,-0.15416729931034534,M,Urban,4.0,Graduate School,3.932455209608396,Tokyo,Single,29.0
57982.279419937535,Yes,0.06573139183869633,F,Suburban,7.0,Graduate School,7.772150222968326,Tokyo,Divorced,41.0
41333.77408255114,No,0.04308597433057172,M,Suburban,4.0,High School,6.716731971688163,Kyoto,Married,44.0
54693.95527415492,Yes,0.24186323489187117,F,Urban,7.0,High School,6.504649093350017,Osaka,Single,41.0
51432.49208995569,Yes,0.4049124650815926,F,Suburban,4.0,High School,5.501279465017763,Kyoto,Divorced,35.0
29325.247861973345,No,-0.27973738796853276,M,Rural,4.0,High School,4.962456789812934,Osaka,Married,50.0
28278.63634229663,Yes,-0.10470995537256317,F,Suburban,5.0,Graduate School,4.03868077720174,Kyoto,Single,33.0
49674.569202592924,Yes,0.1456481549547794,M,Suburban,,College,3.868813131037879,Tokyo,Divorced,28.0
45606.28363178196,No,1.125128503452452,M,Suburban,5.0,College,3.9293558281424086,Osaka,Divorced,43.0
60527.062555682845,No,-0.20358051071037753,F,Rural,3.0,,6.657303991401816,Tokyo,Married,33.0
68818.36859646345,Yes,-0.11273144864349233,M,Urban,2.0,Graduate School,3.836439292575772,Kyoto,Married,30.0
47958.56409338651,Yes,0.47038679192871935,M,Urban,4.0,Graduate School,4.903007223738007,Tokyo,Divorced,43.0
42388.26192544353,Yes,0.8038247876414173,F,Urban,4.0,High School,4.195593814604883,Osaka,Married,27.0
42071.483010276264,Yes,-0.301048364167615,M,Urban,5.0,Graduate School,5.840149775259029,Osaka,Divorced,42.0
74207.15903045525,No,-0.7949435348268329,M,Suburban,3.0,High School,6.248025783506283,Osaka,Divorced,51.0
45745.14309263629,,-0.15738147010116654,M,Suburban,4.0,College,5.578858620894863,Tokyo,Married,43.0
57302.36988044778,No,0.16699004828322755,F,Rural,5.0,College,5.405636388856829,Tokyo,Divorced,18.0
51475.57176057165,No,0.343773677598952,,Suburban,6.0,High School,4.828878215683111,Osaka,Single,54.0
61787.313798803676,No,-0.037452132267316945,F,Suburban,4.0,Graduate School,6.46835502849736,Kyoto,Married,43.0
67697.99881259097,Yes,0.5036724230152299,F,Urban,5.0,High School,4.2038960930367395,Tokyo,Single,26.0
89439.64122471845,No,-0.13411353881585364,F,Rural,4.0,College,7.118441566934232,Osaka,Single,41.0
79653.81659116097,Yes,0.0965595788313466,M,Urban,6.0,College,5.707336302943903,Kyoto,Divorced,20.0
35454.3652069612,Yes,0.3612828552822205,F,Suburban,4.0,High School,4.6118088138096995,Kyoto,Single,42.0
51958.140647246335,Yes,0.17697458661598692,F,Suburban,4.0,High School,4.498954207704535,Tokyo,Divorced,49.0
29007.876491645522,No,0.20405485925128494,F,Rural,3.0,High School,5.392899641989115,Kyoto,Married,47.0
58149.17691767606,No,0.12171370228071948,F,Rural,5.0,College,5.227760341532873,Tokyo,Married,31.0
38532.76805633075,No,0.28195730048654943,F,Rural,5.0,Graduate School,4.909737385269427,Tokyo,Married,45.0
47904.03036580351,Yes,-0.18230395480292028,F,Rural,7.0,Graduate School,5.77574093086121,Osaka,Single,43.0
44728.23148713682,Yes,0.395711898197069,M,Urban,4.0,Graduate School,4.094972686241773,Osaka,Single,35.0
54347.01359670836,No,0.5454309124545144,F,Suburban,5.0,High School,5.879849896845125,Osaka,Divorced,45.0
61257.185986080025,No,0.4272491190645895,M,Rural,3.0,College,5.137400445744338,Tokyo,Married,33.0
38769.873576468395,No,0.036518723699460076,M,Suburban,3.0,High School,6.6311688986440425,Kyoto,Married,28.0
45873.215665581956,Yes,-0.6807801227567963,M,Urban,6.0,Graduate School,6.6069720223082875,Tokyo,Divorced,26.0
60055.86594355866,No,0.5172600083987027,M,Suburban,7.0,,2.229280586841501,Osaka,Married,29.0
30169.58236460434,No,0.36557450333521657,F,Suburban,4.0,High School,6.1478673880901455,Tokyo,Single,29.0
57030.77151464957,Yes,1.1406743378716184,F,Suburban,5.0,Graduate School,6.022677233495058,Tokyo,Married,34.0
19242.29894007439,,0.25275524582286046,F,Suburban,5.0,Graduate School,4.560894457121375,Kyoto,Married,40.0
28686.623838772633,Yes,0.6184486266865398,M,Urban,3.0,Graduate School,5.509634302837278,Osaka,Married,42.0
,Yes,0.3615055322620149,F,Suburban,7.0,High School,6.224793113399399,Tokyo,Single,27.0
60433.0165709994,No,0.47338420675708703,M,Suburban,4.0,College,4.806016774330467,Tokyo,Married,20.0
49673.73543481924,No,-0.25023453651939137,M,Rural,5.0,Graduate School,5.7462965582153,Kyoto,Married,20.0
43211.7002284661,Yes,0.7931265584777991,F,Urban,5.0,Graduate School,6.199576903155238,Kyoto,Married,37.0
47495.43173311692,Yes,0.36509591203524505,M,Urban,5.0,Graduate School,4.763512924929178,Osaka,Divorced,37.0
53466.24369058557,Yes,-0.18581815867329338,M,Urban,7.0,High School,6.538873861811774,Osaka,Single,22.0
55660.02536030954,No,-0.4510743931039911,F,Rural,5.0,College,5.305049340845008,Osaka,Married,31.0
32665.781718370738,No,-0.00777580706591835,M,Rural,4.0,Graduate School,5.459397190627259,Tokyo,Divorced,32.0
37500.42505617687,No,0.39353394681487414,F,Rural,5.0,College,4.277242149873001,Tokyo,Single,22.0
53219.62372082429,No,-0.12790215649002606,M,Suburban,5.0,Graduate School,5.262824694756196,Kyoto,Married,40.0
42930.798441106985,Yes,-0.11243358654439495,F,Suburban,4.0,College,5.518604372485966,Osaka,Married,42.0
72483.95216947322,Yes,0.1628295706046426,F,Rural,4.0,College,4.383347812501114,Tokyo,Divorced,29.0
50933.961449671086,Yes,0.9837336401009324,F,Rural,2.0,Graduate School,3.6573077927578455,Tokyo,Married,31.0
54140.43700480425,Yes,0.26776324241728167,M,Urban,4.0,Graduate School,3.4746591638752315,Osaka,Single,11.0
70536.4423517937,No,0.15941394992730581,M,Rural,5.0,College,3.904386888909967,Osaka,Divorced,36.0
47293.760584851494,Yes,-0.9609749637118887,M,Suburban,5.0,College,3.582867964465375,Tokyo,Divorced,29.0
53866.310653240536,Yes,0.1333022146710492,F,Urban,4.0,High School,5.274985946202769,Kyoto,Divorced,26.0
51892.016269911284,Yes,0.26211128829314473,F,Urban,2.0,High School,2.2331901718107505,Osaka,Divorced,41.0
69147.22498473276,Yes,,M,Urban,5.0,Graduate School,5.262957881239433,Kyoto,Divorced,41.0
76623.4519385937,Yes,-0.19017046761403322,M,Suburban,4.0,College,4.577243376507747,Osaka,Married,36.0
45834.02446270256,Yes,0.5324884881435727,F,Suburban,2.0,College,4.179808208947775,Osaka,Married,35.0
63600.074849201024,Yes,0.39948625141714533,F,Suburban,,Graduate School,6.51981293040436,Osaka,Single,25.0
63253.80870264502,Yes,0.8506638047150201,F,Urban,4.0,High School,4.955368865955269,Tokyo,Divorced,
52440.299789791585,No,0.19929815301952444,F,Rural,4.0,Graduate School,4.271200464042331,Tokyo,Married,9.0
69438.47683457742,Yes,0.6412697187140111,F,Urban,3.0,High School,4.614894036050321,Osaka,Divorced,36.0
43343.92174687763,No,-0.5668475518657002,M,Rural,6.0,College,2.006735400115562,Osaka,Single,43.0
68325.06000055822,Yes,0.33959041344435437,M,Suburban,3.0,Graduate School,4.5363361029959846,Kyoto,Single,37.0
53814.91303147691,No,-0.06379698613843701,M,Suburban,5.0,High School,,Kyoto,Married,35.0
51250.60874803189,No,-0.2093563450660248,F,Suburban,4.0,High School,,Kyoto,Married,25.0
53314.46104844959,Yes,-0.03751231676482952,M,Suburban,5.0,High School,5.660412539503959,Kyoto,Single,29.0
43963.618780697776,Yes,0.8130562186218089,F,Urban,5.0,College,5.030835380383952,Tokyo,Divorced,49.0
41043.13402519601,Yes,-0.8313177016288403,F,Urban,6.0,College,5.687944843143797,Kyoto,Divorced,33.0
52329.61710522355,Yes,-0.4613445760460254,,Urban,5.0,Graduate School,4.256343563064684,Osaka,Single,31.0
69893.50960619427,Yes,0.7217151469204875,F,Suburban,5.0,Graduate School,6.0048032915074705,Osaka,Divorced,31.0
30671.47480522449,Yes,0.38833649246773483,F,Rural,4.0,College,5.629163010761433,Kyoto,Single,28.0
40329.753088605234,No,0.20880301032355858,M,Rural,5.0,College,7.0672472361529906,Kyoto,Married,33.0
54041.701986101296,No,0.4013517977452644,M,Suburban,5.0,Graduate School,4.888510361600203,Kyoto,Married,32.0
63481.46206571471,Yes,0.3973438201256767,M,Suburban,4.0,College,4.082252913006166,Osaka,Divorced,41.0
59498.64151934438,Yes,-0.3894705874831632,M,Suburban,5.0,College,5.540632146760498,Osaka,Single,24.0
60824.45820412664,,0.5021504916448905,F,Suburban,3.0,Graduate School,4.431291426245924,Tokyo,Divorced,45.0
50810.06055991104,Yes,0.8007109991806485,F,Suburban,8.0,High School,,Kyoto,Single,24.0
58276.982252118425,Yes,-0.2769682673318449,M,Rural,3.0,College,2.698272639358273,Osaka,Divorced,49.0
73027.58909050055,No,-0.1971037512959336,F,Rural,3.0,Graduate School,6.275620181302312,Tokyo,Married,45.0
43549.530269592186,No,0.23389324337444367,F,Rural,5.0,College,3.76537473615004,Osaka,Single,39.0
69703.66648111578,Yes,0.768109808913734,F,Urban,3.0,College,3.638320505242088,Osaka,Single,59.0
70467.86030016458,Yes,0.3633648082669815,F,Rural,4.0,High School,3.2524977958700707,Tokyo,Divorced,37.0
34637.87772114876,Yes,-0.0786537935506619,M,Rural,6.0,High School,4.834411998801763,Kyoto,Single,20.0
43576.85217235669,No,0.29135685849302906,M,Suburban,4.0,College,6.297978017681814,Tokyo,Single,33.0
46766.17608356727,Yes,-0.11905480147001063,F,Urban,6.0,College,5.64089066677682,Kyoto,Divorced,43.0
51035.694689038886,Yes,-0.8507024974270461,F,Urban,7.0,Graduate School,6.258407683331739,Osaka,Divorced,38.0
,Yes,0.06519112067042694,M,Urban,3.0,High School,4.855313481855183,Tokyo,Single,14.0
27709.837775404434,Yes,0.12535648841704322,F,Urban,5.0,High School,4.524116912272598,Kyoto,Single,53.0
47755.68657090161,Yes,0.4236267266006121,F,Urban,4.0,High School,4.84468939244008,Tokyo,Divorced,16.0
56668.69939714741,No,-0.21614911992180724,F,Urban,6.0,High School,4.165612399170279,Kyoto,Single,27.0
70853.1915132523,Yes,,F,Suburban,3.0,College,4.35283387914157,Kyoto,Single,25.0
62017.56660765398,Yes,0.4330997178290939,M,Rural,3.0,Graduate School,5.187525725625793,Kyoto,Single,35.0
43664.58454106833,No,0.5347923242990662,F,Suburban,4.0,High School,6.177011309968904,Kyoto,Single,40.0
37511.119997614165,Yes,-0.13008134754020106,F,Urban,6.0,Graduate School,6.630274575234289,Osaka,Divorced,34.0
41384.94562785288,Yes,0.6289745370115951,F,Urban,4.0,College,3.4290792687374188,Kyoto,Divorced,40.0
53999.35256998951,Yes,0.6542596197881808,F,Urban,5.0,Graduate School,4.897110059162324,Osaka,Married,24.0
67267.39668276701,Yes,0.23688861394653524,F,Urban,5.0,High School,5.388359591097522,Tokyo,Divorced,26.0
61501.568272135824,Yes,0.32934750369716315,M,Rural,4.0,High School,4.983431928610686,Kyoto,Single,33.0
38996.074904402405,No,0.5003095893140143,M,Rural,3.0,High School,7.613447536725646,Tokyo,Divorced,37.0
60864.93085342561,No,0.028673119972005667,M,Rural,4.0,Graduate School,6.54482964588062,Osaka,Divorced,23.0
54305.57623090169,Yes,-0.25002859288596374,M,Suburban,4.0,Graduate School,5.815008633256622,Kyoto,Single,32.0
43887.03827724435,Yes,0.11225641871015005,,Urban,5.0,Graduate School,4.643050218153961,Kyoto,Divorced,31.0
76633.06231802465,No,0.3587375049904617,F,Rural,4.0,Graduate School,4.22815775766693,Kyoto,Divorced,21.0
42104.594078166534,No,0.755583856723698,M,Rural,6.0,High School,3.6255299701405193,Kyoto,Divorced,49.0
61794.18086124618,,0.13163548190514862,M,Rural,4.0,High School,5.460193434076935,Kyoto,Single,26.0
67279.35185180485,Yes,0.01747812418491973,M,Suburban,7.0,Graduate School,4.715200708728441,Tokyo,Divorced,22.0
48993.479115811315,Yes,0.234538044870498,F,Suburban,5.0,College,4.51271031346746,Osaka,Single,23.0
,Yes,0.39651415717202326,F,Rural,4.0,Graduate School,4.2433807729171,Kyoto,Divorced,23.0
53295.11715592629,Yes,-0.44019824689477005,F,Urban,5.0,College,6.1157601209799495,Tokyo,Divorced,28.0
52964.492139215574,Yes,0.27585336987893716,F,Urban,5.0,Graduate School,6.1181182303682995,Osaka,Divorced,20.0
,No,0.2496491777788038,M,Rural,5.0,Graduate School,2.8200481579683343,Osaka,Married,40.0
41401.23661614433,Yes,0.5305702031603348,M,Suburban,4.0,High School,5.52254688271156,Osaka,Divorced,32.0
56547.636057274816,Yes,0.4591338112006722,F,Rural,4.0,College,3.6032529899326966,Kyoto,Divorced,28.0
43883.11817957445,Yes,-0.13960451601443802,F,Urban,7.0,College,7.450756290065405,Kyoto,Single,42.0
42014.97081423084,No,0.8015777410054613,F,Rural,5.0,College,4.139541906635023,Tokyo,Divorced,41.0
69728.13298213057,No,0.6134511933757644,F,Rural,6.0,College,5.327692980270566,Kyoto,Divorced,37.0
57773.62700369432,Yes,-0.3470645327272489,F,Urban,3.0,Graduate School,5.032527333328343,Tokyo,Single,33.0
74817.22973097558,No,-0.36541255789061056,F,Suburban,5.0,College,4.935412617921702,Kyoto,Divorced,31.0
57674.42725631898,Yes,0.3658347074158196,F,Suburban,4.0,High School,4.2506288950136595,Tokyo,Single,37.0
33188.59583276881,No,-0.16988784458584394,F,Suburban,4.0,College,6.733600433927002,Kyoto,Divorced,40.0
47014.932620432686,Yes,-0.49213959367255833,F,Rural,4.0,High School,4.776078369426371,Kyoto,Divorced,38.0
54961.12754823344,Yes,0.75988187682929,F,Suburban,6.0,High School,5.81844660523266,Kyoto,Single,30.0
58902.842389975565,Yes,0.12017544112739474,F,Suburban,4.0,High School,,Kyoto,Divorced,27.0
42463.21691756666,No,-0.20404529994289383,F,Suburban,4.0,College,5.67123217939526,Osaka,Married,37.0
54580.900807360056,Yes,0.10834932782099614,M,Urban,,College,7.032776002534709,Kyoto,Single,40.0
51752.62960665341,Yes,0.4014279209023359,M,Urban,1.0,Graduate School,1.7269297304619022,Osaka,Single,29.0
79277.03318049338,Yes,-0.3712196721524701,M,Urban,6.0,Graduate School,6.120728188968517,Kyoto,Single,28.0
27269.900350207834,No,-0.10978918152202022,M,Rural,5.0,High School,4.503865328905681,Kyoto,Single,37.0
,Yes,-0.7253504511934272,M,Urban,5.0,High School,6.27399099883886,Tokyo,Divorced,33.0
66165.35588898388,Yes,0.4503191688881603,M,Urban,5.0,College,5.964759752489099,Osaka,Divorced,30.0
61808.281537944364,Yes,0.3720832216377169,F,Suburban,5.0,High School,5.830259217998988,Kyoto,Divorced,22.0
32657.813863851195,No,0.5974606840168923,F,Suburban,4.0,Graduate School,6.680310312323586,Tokyo,Single,29.0
58222.24119427298,Yes,,F,Suburban,3.0,Graduate School,4.688850229266373,Osaka,Single,44.0
44596.68134845476,Yes,0.410834765374428,F,Urban,2.0,Graduate School,3.7899391502420827,Tokyo,Married,36.0
29966.46177073779,No,-0.6376315916156722,F,Rural,4.0,High School,4.6087808101267935,Tokyo,Married,46.0
27451.4242983287,No,-0.29102641174545535,F,Suburban,2.0,Graduate School,7.623035463591737,,Divorced,35.0
53485.32209275158,Yes,0.13216836850104582,M,,5.0,High School,5.131243733109953,Osaka,Married,30.0
52375.1348468635,No,-0.014561484126674462,M,Rural,6.0,Graduate School,4.5875005401848075,Osaka,Divorced,38.0
42271.32615724979,No,0.9027677026370737,F,Suburban,4.0,College,4.303894272264821,Tokyo,Single,
66396.21106162193,No,0.11622305554601654,M,Rural,5.0,High School,4.50232743946883,Osaka,Divorced,41.0
34425.83433131517,Yes,-0.3468745762015907,F,Urban,6.0,College,4.5344982951286195,Kyoto,Divorced,51.0
34647.59917579258,Yes,-0.10816615360016046,F,Rural,5.0,Graduate School,4.883726062760271,Kyoto,Single,28.0
50265.639806584084,No,0.3774283349613682,M,Suburban,3.0,Graduate School,5.184053973639791,Tokyo,Divorced,38.0
56955.08200083841,Yes,0.1453012218768953,F,Urban,6.0,Graduate School,6.601392554052785,Tokyo,Single,18.0
54553.76336400399,No,0.1387993947606847,F,Rural,5.0,College,4.792568780152107,Kyoto,Married,24.0
57757.25714156984,Yes,0.13975144955444577,M,Urban,5.0,High School,5.921817829413596,Tokyo,Married,32.0
58386.37929131806,Yes,-0.5089284709126444,F,Rural,7.0,High School,6.169100882539344,Osaka,Divorced,40.0
51460.50107479823,No,0.1403337089637483,M,Rural,3.0,Graduate School,5.672883887286232,Kyoto,Married,21.0
55426.42665361161,Yes,-0.02443659761154221,F,Urban,6.0,High School,5.577163700184519,Kyoto,Married,43.0
60921.4302872026,Yes,0.7467901916892091,F,Urban,6.0,High School,6.574030321056838,Tokyo,Single,37.0
67694.22658369817,Yes,0.03094176513167074,F,Suburban,6.0,Graduate School,6.287299619823742,Tokyo,Divorced,28.0
60042.777852850246,No,-0.10368058627707238,F,Rural,4.0,College,3.7272543880773785,Kyoto,Married,19.0
42793.145921385025,Yes,0.5750954853413108,F,Urban,5.0,Graduate School,,Kyoto,Single,39.0
56907.71765793894,No,0.1461521075187064,,Rural,5.0,College,5.235086262968609,Osaka,Married,29.0
62138.30882068531,Yes,-0.0909279228064428,F,Urban,5.0,College,5.0686065526976725,Tokyo,Married,31.0
55923.04502991372,Yes,0.5355959582900297,M,Urban,7.0,High School,5.3783839456042974,Kyoto,Married,39.0
49849.3468009826,Yes,0.678987579997703,F,Urban,5.0,Graduate School,4.977215938050233,Tokyo,Single,23.0
64554.83060606358,Yes,0.8650094657181525,F,Suburban,5.0,High School,4.1591313291529906,Osaka,Single,33.0
72216.30858770754,Yes,0.4942159694129941,F,Suburban,3.0,College,4.438616970234974,Osaka,Divorced,32.0
62041.9759818044,Yes,0.0902832429065952,F,Rural,6.0,Graduate School,5.8508296269584745,Tokyo,Divorced,34.0
41148.63154237852,Yes,-0.008380201650809854,M,Urban,4.0,High School,3.9233875258366906,Tokyo,Single,38.0
77322.5124244588,No,0.23438249322760235,M,Suburban,4.0,Graduate School,7.737878229305734,Tokyo,Divorced,32.0
40311.651134636835,Yes,-0.443373440745473,F,Suburban,5.0,Graduate School,6.181539568756769,Kyoto,Single,28.0
50284.47195263596,No,0.45888946683413967,M,Rural,4.0,Graduate School,5.665062038837117,Osaka,Divorced,40.0
61024.83683958471,Yes,0.6736786678526125,F,Suburban,2.0,Graduate School,3.6134386162584535,Tokyo,Divorced,35.0
61414.19012896449,Yes,0.5085159903795302,M,Suburban,5.0,High School,5.825366156974624,Kyoto,Divorced,36.0
44149.663538455825,No,0.1975174269204292,F,Rural,4.0,High School,6.023626572846702,Osaka,Single,22.0
67079.8076505335,Yes,0.01166153721113758,M,Urban,5.0,Graduate School,6.644624371438638,Kyoto,Married,50.0
31823.318918304114,No,-0.1532770684570134,M,Rural,5.0,Graduate School,4.884867919962929,Tokyo,Single,43.0
32207.541613463138,Yes,-0.2602769208384138,M,Suburban,8.0,,7.843894388245733,Osaka,Divorced,25.0
40875.36611041321,No,-0.8164516307507561,M,Rural,5.0,Graduate School,5.086378521747905,Tokyo,Single,29.0
45666.48033083322,Yes,0.30595187269475854,F,Urban,6.0,High School,4.735646236545617,Kyoto,Single,36.0
60223.941026150125,Yes,-0.0859752657048235,F,Urban,2.0,Graduate School,4.128504404494493,Tokyo,Married,34.0
39401.394357362944,No,0.5062609945720705,M,Rural,5.0,Graduate School,4.5694431759980585,Osaka,Married,34.0
51582.187523573244,Yes,-0.04499958617593189,F,Urban,6.0,College,5.4450296433971666,Tokyo,Married,42.0
33431.07343308708,Yes,0.4412354622884225,M,Urban,5.0,College,3.575587715216042,Kyoto,Divorced,28.0
53572.33761440852,Yes,0.80001719743988,M,Urban,4.0,College,4.468281613346964,Osaka,Divorced,30.0
45077.0288272599,Yes,0.6018297656485684,M,Urban,5.0,High School,5.902910132474749,Tokyo,Divorced,6.0
50808.37649936396,Yes,0.46843322202172616,M,Urban,3.0,College,4.154082826650624,Kyoto,Single,20.0
72564.32900068487,No,0.20340072711900617,M,Suburban,4.0,High School,5.620919201409808,Tokyo,Married,56.0
57428.35455904933,Yes,0.05590470735478141,F,Suburban,4.0,High School,4.818334972163197,Tokyo,Married,34.0
90971.81047125858,Yes,0.3898538936552237,M,Urban,5.0,College,4.11153613638536,Kyoto,Divorced,26.0
41149.65923795825,Yes,0.011767357796889644,F,Urban,5.0,College,5.786378219636221,Kyoto,,22.0
,No,-0.3184921805757743,M,Urban,3.0,High School,6.890305789402245,Kyoto,Married,49.0
71503.82014286524,Yes,0.6103292295132682,F,Urban,6.0,High School,6.920616188716249,Osaka,Single,43.0
48349.684467082174,Yes,0.08660752918221604,F,Urban,5.0,College,5.447864096829337,Tokyo,Married,35.0
