Season,product_quality,competitor_pricing,brand_image,Sales,promotion_effectiveness,financial_circumstances,demographic_factors,consumer_confidence,sales_channel,advertising_spend
Summer,4.684333540670776,85694.28216301757,0.230992870865271,5513.0328265867865,-0.07880888350456831,1.3457289789836056,0,-0.27601396130642036,Call center,5762.978672136883
Winter,6.568212509701365,73303.15289060655,1.301326395497988,6416.148834010992,-0.5617303021576924,0.6191035337298333,0,0.01978426134640938,Call center,2843.1710088265145
Spring,6.009306659991763,29218.316826102608,0.39320692622768005,4991.94912158183,0.6988478229650872,-0.40704114161535915,2,-1.278526299630502,Call center,3651.5569845295745
Autumn,4.644951063695396,50718.90832828501,-0.7271909958338157,3115.726576175823,0.15308855708356656,0.7579258294721262,1,-1.0697333056798484,Web,3024.848248787265
Autumn,4.98775716855967,48182.32678565025,-0.25729896560829946,5835.042057220656,-0.8528954570278886,0.32646872703560653,2,-0.37757929821131503,Call center,5693.591336495813
Spring,4.456277220548383,61004.2972508561,-0.6435822102873242,7189.240872598884,2.184651481043411,-0.10566575141897201,0,1.4973187152174459,Call center,7525.404930668598
Spring,4.24903948232629,71794.40517227167,-0.13637069891700382,3963.2402011196027,0.187755849851714,1.1423027297298045,0,-1.2214168112411912,Call center,3523.8811716232394
Spring,3.8056643242791823,72979.65617730345,-0.23073557898360447,5365.672805613737,1.3870445762139,0.8461341106614934,2,-0.5219040540809695,Call center,6753.012652892481
Winter,2.97992652823983,66603.58938103971,-0.2282303254191681,3225.3047098596144,-0.5362705908811628,2.220885469455636,0,-1.3181656932870323,Web,4585.390497193414
Spring,4.97423690241391,88975.11316600033,-0.5887303821232277,5309.029830231343,-0.550552970927127,-0.31264060947236255,0,-0.28587517499272735,Call center,4256.841407090947
Summer,4.978203532185046,35091.01696194091,-1.2473964908536148,5564.794475664949,1.5500707830212237,-1.0096871345602116,1,-0.6621336887223929,Call center,5349.529273704033
Spring,4.532642901313001,67541.84970212483,0.5821672886861975,3703.263914959046,0.6571763901765947,-0.11756388901535302,0,-3.6493543608607206,Call center,4965.13271988662
Summer,5.733792287905777,47124.252443687605,-0.5718635043991295,4491.874837728058,0.15421013012357568,2.712981797610228,2,0.04171858133062799,Web,4192.938855775761
Winter,2.062248098358585,44169.586494718875,-0.8589646027820975,4816.111557924881,-0.4033985451588768,-0.02073650676590167,0,1.1658292046392391,Call center,6573.154668786225
Winter,6.469911350213007,44503.94823091045,1.5330619906401763,5845.84806958853,0.42543770678309134,-0.17752709894923274,1,-0.5685478085142358,Call center,6767.943627889436
Winter,2.3918734371850348,63630.531174854084,0.6964396795533325,5591.540531399987,-1.1213689826241835,-0.1379846928890443,0,-0.0839683280631846,Call center,8164.207966273967
Summer,4.884792314296765,35391.68297773378,0.32705845329757405,5775.69182922604,-0.5077546494209169,0.3410687512326871,2,1.164239570405388,Call center,4498.321519057161
Winter,4.9338902360857295,70843.91762117315,0.1726756627846044,4110.996601167869,-2.0129349241556627,0.8475048312334178,0,0.7157367527599307,Agent,5482.375300851562
Spring,4.1278319045836644,55337.75045585018,0.41092077956810286,4689.298547519117,-0.3329883726343511,-0.053905074579183636,2,-0.045443122758079636,Agent,4131.796582140737
Summer,6.771440452686872,54557.491525196114,0.4539368751140738,4807.337123548578,0.6719069415437067,0.4972778524577752,1,-1.2097519640571666,Call center,4481.274027487549
Autumn,7.122244214556877,64519.057017727726,0.10923064935028379,4823.995617235422,1.5059157067544766,-1.4094958509960025,1,-0.52131276127885,Call center,5196.569387632849
Spring,7.293625495149017,15000.0,0.8415288088116333,4020.2596637150737,-0.6807204135702081,-0.7931177515175907,2,0.5701200831986171,Agent,4465.743295143762
Autumn,4.914567308307514,51072.54802427283,-0.49402574652321674,5760.471976715292,-1.1595666244566096,1.193711749395819,2,0.8232017716753731,Call center,4472.460484228652
Autumn,3.3585290126832437,47141.33006437247,-1.3303097578513725,5335.714508016029,-0.043894890173631185,1.2994381774391843,0,1.7836468541377388,Call center,5004.728555291617
Summer,2.503450563228691,64480.1940647688,-1.889815850614003,4464.1280567654285,0.5205725504680785,1.3970939682001802,2,-1.3199246730709269,Call center,4216.4669337993555
Autumn,4.006363535623026,60171.09995358767,0.7526190902383637,7771.392009658869,1.1592562587198028,-0.08737336129598104,0,2.3316850108584446,Agent,3194.559373426319
Summer,5.789713744816312,59979.65880406743,0.1559864866991036,2634.585224184258,-0.0013530026573054324,-1.2199827852248022,2,-1.7536374838697817,Call center,4121.550686522605
,6.5700892591531845,36534.84800050953,0.8516745762770543,4500.153392898297,,0.6945087401540316,1,0.2514283426181677,Call center,1932.3674426346051
Winter,3.64552738059399,69639.12362653097,1.1219574092013438,5593.952885806029,1.1835272543902013,-0.32889541453797316,2,-0.917156595244625,Call center,4659.686557725381
Autumn,6.85690221642455,47648.91134568262,1.362537572371795,5867.91687154849,0.6249675780373284,0.5966872158302984,2,0.3305420044988241,Web,5616.827209415255
Summer,5.388070015957879,59795.80502896506,1.592477393601148,4381.561051576568,-1.4858712821350102,-0.4906721056273159,0,0.011136712420246574,Call center,4293.6781528328365
Autumn,5.3764757845161615,74256.13387107094,-0.45051710043071735,4115.363824507533,-0.1324722527908554,0.92658613315034,1,-2.564261505986658,Call center,5213.667430855533
Spring,3.745331564431421,53782.66605736723,-0.9382391243871049,5433.203047879009,0.6458244606246902,-0.327129760554782,1,0.9599331576244088,Call center,5662.621164844172
Spring,7.400159118190328,59469.7579958596,-0.6500818468174089,4904.382646613571,1.2660260519455715,-0.20774166394578616,2,-0.06025380359757532,Call center,5103.953131221161
Autumn,3.5898517374704837,48392.428319561455,-0.05249320479680284,5660.903166111659,0.20277451613432929,-0.762119969994511,0,0.29504905337265924,Call center,2124.4836406439504
Winter,4.155957246156888,53815.04459653534,-1.2921259610322269,4176.597433929635,-0.3079410780416233,0.07365669920045588,0,-0.10221775307260127,Web,6631.615530887493
Summer,5.2410069929282646,61148.44520638831,-0.9144057058212265,4668.167602374981,-0.06897783034478866,0.3028169498269347,0,-1.1565234067143921,Web,2466.756941433445
Spring,2.748695007102225,53208.46086260477,1.5098428527354337,4106.809381887728,-0.33493492502043326,0.6943767534781471,0,-0.7739111205184301,Call center,7133.630086732895
Autumn,3.5759732028286604,47541.860061361964,-0.204185193063599,3583.820339195769,1.273934577087357,0.12353785486798632,2,-0.1858125628943183,Web,4798.827574367611
Winter,5.9764564550595205,61003.4256055386,0.25220484482986916,4906.449529088799,-0.3862978185446525,-0.6369322827421888,2,-0.9359700903478841,Call center,5368.6287243963225
Summer,3.9655938098031696,65431.38902089263,-0.06453196972753197,4169.028572005984,0.8308315683081788,-0.08561959482777587,1,-2.872994980627619,Call center,5368.214277804242
Winter,4.216130073714604,64784.10190247592,-1.768553376558192,3991.0562736082893,-0.8250047536972401,-0.3192827331366115,1,1.0886256083736388,Web,8173.371704182173
Spring,2.9960630816704454,51835.838974350816,-1.1409976197045706,6218.609848437718,1.0621452678713843,0.4431368746471234,2,0.5002288521807355,Call center,2214.6030109278418
Winter,5.068131258396038,33937.19187695149,0.37205166196289224,3701.800098582876,1.2611945010231023,0.0874838362223674,1,-0.40622608788287595,Call center,4046.1141314286165
Winter,4.535445181770404,73146.09352144515,-0.014378612370301554,6940.225282054902,1.3177498451617407,-0.06766194042457029,0,0.3995631729228777,Call center,7831.844148717363
Autumn,5.325960754801031,40830.483602968496,0.33376580225081975,3787.1542322152745,0.724930240119447,0.421458979108484,0,-1.2058161381714652,Call center,5584.851071047391
,4.274775001127605,58404.24736604601,-0.1569668278479053,7124.778292817917,,0.075146114280452,0,0.08893357999523183,Call center,6973.251225160968
Spring,4.1813145946624894,71349.98188732509,0.1331519732366796,5598.490244950274,0.4634753703067677,-1.7788800222832941,2,1.6193798935047536,Call center,4596.486538397669
Summer,6.151118587161876,65196.38144629215,1.109776937652208,5706.1334278647755,0.2568252249022576,-1.6464963056177955,2,-0.6798366230414358,Call center,4745.180239972118
Spring,6.6471125337061885,79432.33655524063,-0.24092798035668095,2034.0284410861655,-0.07624810788345332,2.6893746937648215,0,-1.7449005356255676,Call center,3461.4920260358476
Summer,6.38597559856023,64876.55549022641,0.7042079235940841,4635.567218368241,-1.4970127940351023,-0.27836069061351576,1,-0.6106875304652232,Call center,4253.176180347024
Summer,3.272545825449095,54481.331868323236,-0.27476607278507864,5962.103100833131,-0.4132341223491726,-0.8503377142525003,1,-0.05679100848361627,Web,5099.468343862878
Summer,0.5578725636839055,26180.552507783545,-1.524673919342969,4282.200303140651,0.1372159314201653,-0.912890686687473,1,-0.8084422268674436,Agent,3841.454956958163
Autumn,6.830941936408361,56840.86519891255,-0.5246323223886646,6512.92245858167,0.774321647455584,-0.8066646749081953,2,-0.4639899591711739,Call center,4374.0650916227705
Autumn,4.059539772775827,62469.403020345606,0.4232036104591056,5437.720863186665,-0.20944807415026045,0.3762968744484508,1,0.7970765483303627,Agent,4115.5756194455325
Autumn,5.764918650516249,53852.45395112877,-1.1895914728378614,3145.096049767145,-0.4016745785734763,-1.0338093386647862,0,1.043144408664681,Web,5131.781836305645
Summer,3.1011263316370195,66188.98012541933,1.394085429690514,5473.795043454796,-0.4381582518181381,-0.01622073953745331,0,0.8964525477229607,Call center,4469.412419533122
Summer,4.622166131696428,66788.758971273,0.7321272907339093,6570.473280752025,0.04861583041575229,-1.0916846664651787,1,2.178315118064999,Call center,4288.872181641715
Spring,3.979059669399573,59902.3085483406,-0.7361810942229494,8346.450313285051,-0.5727013067074029,-1.4314100130054048,1,2.0456370967635222,Call center,2881.0511172556307
Winter,4.619507365909991,53892.196083745934,-0.2887564441580734,7350.163977182674,-0.12582818322692527,0.4380388574270857,1,0.03282370311223397,Call center,4790.440556662368
Summer,3.560077520782755,46387.85974311712,0.08050579010015982,5933.0568878930335,1.1936499701781482,-0.8480704964679152,0,-0.7171422748072916,Call center,4791.773026428055
Winter,3.9463702006780563,47416.52852965036,0.8296646028189482,6835.738528453778,2.65391798228348,0.08810726038954517,1,1.4692427297422013,Call center,4653.118512423777
Autumn,4.384472450030086,39106.63522308032,0.0804815130688925,4250.835103539037,-0.8966588528175627,-0.28931801344674724,0,1.554240057623583,Call center,4607.552543973964
Winter,3.8899449778447077,71735.03883005996,-1.0223010048690349,2228.625714091192,0.7034518910811282,0.1505625479477519,0,-1.247878084284548,Call center,2461.854405504011
Winter,6.475254549210125,40055.128991290665,-1.224471789843749,6882.517352902744,1.4038261580208375,-0.16619412533812264,2,0.9324289541613336,Agent,4917.280211705386
Summer,4.7648597305432006,55574.58908161581,-0.07720853403562622,5742.899367419082,0.47571927282024895,1.1105414666908187,2,-0.49480341113551507,Agent,4704.59707426315
Winter,6.242408022802287,88638.2269645869,1.9903788883837836,6105.983956207619,-0.3496796778043782,-0.5735708345166765,2,-1.1275755467709514,Call center,5528.962661185937
Spring,6.560610973785912,35200.00629467372,0.10484133255101427,4282.112605131908,1.413657870120127,0.42039294620050427,1,-0.8984763865120786,Call center,6614.17019701512
Winter,6.165457698543746,59796.884098818584,-1.1806998402390634,6344.735877518357,-1.3477211837322292,1.2459288228625855,0,1.235447863271343,Agent,5435.497037471615
Autumn,5.983640249252788,46196.32640371603,-1.0949070946746569,6051.7976430070885,1.2865904566838795,-1.501737662266297,1,0.3266674773841106,Call center,4486.344780033331
Winter,5.566066970204473,84847.7526514389,-0.21293770265119533,5231.027933981415,0.9509520861024262,-0.9572686957086981,0,0.30079574955893756,Call center,4268.460670298989
Autumn,6.367377044400414,54475.774001980506,-1.3734109165249253,3798.7185213100825,0.4598994159252723,0.5680724448183831,0,0.4297247951572359,Call center,7284.098535360502
Spring,4.727509514838886,22748.670837116544,-0.12319229070590092,4573.908246069287,-2.5035438682028,0.039512602449323704,0,0.2706984462813821,Call center,6329.7054203518555
Spring,2.220305745163469,65522.182504550925,1.9491425829516582,6670.328866950267,1.554513866550343,-0.7151727542818012,1,-0.3783414383564544,Agent,2728.7880547549717
,4.278204604975029,67133.69636854455,-0.23082202665544807,6589.555813487249,,0.7798627252638699,1,-0.47916479779198856,Call center,5690.312826088989
Winter,1.8252102172895914,70094.41930907095,0.16501913912691377,4500.756863582068,0.10037424708096597,0.4670888587994011,0,0.3543301492031184,Web,3604.8199169673458
Winter,7.316310543585903,64985.1093389331,0.721290256970917,5641.654134922326,-1.378333750449344,-0.9575329356879551,1,1.6972559917510373,Agent,5985.136182160978
Spring,5.561025839161111,64525.03580184614,1.4456200681202076,5577.445090309066,-0.35218927429157365,-0.15070734855466777,1,0.4067764605578267,Web,4124.883874568357
Winter,4.387596280249122,63723.73566160592,-0.5543529157757078,4427.484237922942,-0.1547063576436169,0.7167474064307123,0,-0.4504547409525104,Call center,6589.110309069321
Winter,4.840444297083877,49251.98281557938,-0.9831404119504549,4838.802776537403,0.006422262793669541,-0.23349560308788142,2,-0.1485206213955421,Call center,4923.676949342793
Autumn,6.155830129995238,40576.81336386835,0.5863208325605537,4493.944993506882,-0.9708230620599001,1.1327659566738033,1,-0.3648776994626719,Call center,4405.672019548747
Winter,6.153260677705267,56986.22144861262,-0.5218184853268776,3367.2225368221134,-1.5072942810489345,0.6983798620972589,0,-1.8670169838654491,Call center,4715.740242607285
Spring,3.856712443821492,60537.12311472675,-0.6208408132169961,4182.828147018389,-1.6906961065461747,-0.0997260535120698,0,0.3648550932228134,Call center,4445.1283657269
Summer,2.884757400891575,56028.57508127308,0.6949168751587761,7001.051746766825,-0.31429265693082314,0.8502882396551339,2,0.8033939109419977,Call center,5788.987932323915
Autumn,4.236567367042776,77355.3095916617,-0.4809561298500777,4039.1749490494894,-1.6553293581985307,1.487848373814913,0,0.17708259013029132,Web,6252.540001259038
Summer,6.635881169168865,90044.45996338484,0.18124741025790825,4606.671559318246,0.22602952663752915,0.38702207662253235,2,1.3435902699795061,Call center,5796.442065482269
Autumn,3.5830340562147907,54210.88629385052,0.3136164195858177,5856.675884071125,-0.13402327135561326,-0.5666635389761651,2,0.4083359959874851,Agent,3034.1854014315722
Autumn,7.68879902564211,51653.60197026358,0.34273824455348356,3895.3123080270484,-0.4332385037063544,0.08007835062860759,1,1.6859836283822331,Call center,5730.316755437409
,3.113476456711238,40939.11554813002,-1.0378412251262685,3621.6158365107513,,0.21252868641159212,0,-0.515918475011938,Call center,8362.703653487872
,4.1429448461487475,41415.61799514039,0.0665888315701008,3803.8803749694844,,-2.0124998626826183,0,-1.3397309465419442,Call center,1604.7171396119315
Summer,4.8684504777894215,58046.5317674013,-1.3734811710734058,2734.4138695636498,-0.37260038691536623,0.7359008880592202,1,-0.4664889648670051,Call center,4050.3456257418275
Spring,6.839969398394912,56663.956412804466,-0.5413263420623632,5205.449417345622,1.033483260879875,-0.6269113337761014,0,0.2738059657982211,Web,3573.517927825931
Winter,3.862027213047788,59660.28158182966,-0.5380338127287873,7400.282122098503,1.5910239823450856,-1.1849976518593759,1,1.395964200561937,Call center,4916.251313291587
Summer,2.30255624202645,61348.76182853123,-1.3345925827490654,6208.412126855499,2.451042942535636,-2.2333161576863296,2,-1.0967808486379336,Call center,4513.064086588034
Summer,5.436664315827427,75351.746993966,-0.6775495492637044,8331.031977203531,1.5848159565717466,-1.0570085862168528,1,0.6339997951467341,Call center,4409.95952104333
Winter,4.077234991738903,41621.91947953755,-0.0896123886421728,6904.201410092006,-0.6056650562030487,-0.9835918529915781,2,1.3653111017197936,Call center,5452.308484197138
Spring,2.3895694841361887,60919.96804800468,0.3042250834541826,2109.605749485541,-1.0602648398997812,-0.5380273888360303,1,-0.9969441404702982,Call center,6305.47260009339
Spring,2.3235196663339224,66153.07203797388,0.2561105673933269,5656.806342826635,0.434442097402263,1.6666923886031475,2,-0.1994245546085202,Call center,6311.470951358231
,6.226929402537814,37179.7925472079,-0.6600222077284625,5356.114296065099,,-0.9663369474820783,2,1.1739694779753815,Call center,7223.841697406027
Winter,2.983339864546086,74979.57984570663,0.8739573105839354,6297.097413319618,-0.2982364101882096,-0.3756877434428672,1,-0.6915565649615182,Call center,5368.2294820562565
Winter,4.38845947566565,59864.11779156924,0.1535604838336009,5260.204717908722,-1.2495792575643516,0.23574072430715592,2,-0.7810574047354647,Call center,4290.067598448979
Spring,1.7171557625192189,40344.42108319292,-2.2156260342718865,4585.795761137295,1.1969562670506333,-0.12766090420313084,0,0.24385086440895387,Call center,5562.672723547181
Summer,4.795607208948606,67541.19261525835,0.3847931923594622,4763.692380757521,0.26785211366274153,0.395912642016372,0,-0.7852523386401931,Call center,404.9676456333
Spring,0.6926621939406861,40056.61783379548,-0.18730276732018505,6110.1253020476715,1.7488042677868219,0.396147135705248,1,1.8695461486778286,Web,5204.4388095897175
Autumn,4.680049710929286,34559.41114253101,-0.49668552721204456,4250.511417201847,0.49993413055050395,-0.08902531346764764,0,-0.9880056248700928,Call center,2994.0222149485558
Summer,5.5608329198795845,54946.39328573012,-0.05211428180543958,5700.574936489281,-0.08982380478337584,-0.5915582750977122,0,-0.09808715186115119,Call center,8292.690911580405
Spring,5.057024952307599,72924.43296099968,-0.988596950020336,4419.475026351099,-0.981311891896652,1.6077143110844454,1,-1.0834438435786993,Call center,5016.188189351923
Winter,7.859179339697953,70116.73715357836,0.07807708919898361,4063.790010189842,1.2205805319550391,-0.8244905810337193,1,-0.18336380019982731,Call center,5270.120905485608
Spring,4.760492645240292,30972.797338859542,-0.5808418176245196,5501.010311141933,0.745601165200815,0.2683261003874264,2,0.4360425820531659,Web,3894.9523248527685
Summer,3.9328339884446097,63333.60578999392,-0.15659209631956336,2591.894038648836,-1.4039896896147845,0.7465324346148942,2,-1.108698768999677,Call center,2856.7151831856195
Autumn,6.230433319668158,66048.28464572526,-0.5546419642101817,4505.191338293196,0.4787381044289007,0.372035012797962,0,0.023521116751041876,Call center,4236.399219923818
Winter,5.049785821735441,76728.54828623132,0.38759165586177147,6443.956255958559,0.6088482667855446,1.5631557764984432,0,0.4500190629331198,Call center,2368.458229661568
Autumn,5.275070918404336,55729.09425480461,-1.0693018361598716,3137.8023250613405,-0.8035591458487378,-0.46725631705016696,0,-0.6994721198581472,Agent,5962.037008881898
,3.8596122917559628,35253.21141674459,1.4230866408169225,4702.6941330718655,,0.36399296053322006,2,-0.7159535829783662,Call center,3295.670122196488
Winter,5.9901612514069535,58721.369147653684,1.0843866819809995,6034.6990938940435,0.21501443297827075,0.7314655065317417,0,2.01924477759465,Web,5640.364898631225
,6.673296565398476,39222.93590019223,-0.08060583068293627,5292.511358135655,,1.5446513393898154,1,0.15984751914978054,Call center,3998.4920301888924
Winter,4.540805809524882,34387.474301099224,-1.208955340447177,5691.772494620024,1.518156268197418,-0.6042864001899483,1,0.35617983227174727,Call center,5493.850624469791
Spring,5.972681744553961,31444.00067097636,0.15237312163219208,5140.355815125921,-0.770004710607801,0.8019478604098685,1,0.6246174254842891,Call center,6408.102396253714
Spring,3.8959356573925534,46527.73604015508,1.2574663274191658,5757.34728571034,0.2979409488070506,0.7155180463567591,2,0.0131424095506957,Call center,5700.943190483558
Winter,3.778902532965767,59454.92185268115,-0.2342258950370284,7135.687657982303,0.5098496738564016,1.0240873644111586,1,-0.9415559531513507,Agent,3150.5358876822424
Autumn,4.542421917648402,72164.51148030955,-2.4116457810593253,5032.833380764544,-0.02910455842793028,-0.5793298645537882,1,-0.5353341381503672,Agent,4770.714683008826
Spring,6.089475173486061,75937.28712151125,-0.9619123978444775,4202.68423408286,-1.0982554009250114,-2.0795502588831374,2,-1.058083392450607,Call center,3657.7895775741567
Summer,3.2404606061564554,63907.15102999481,-0.8323335883346804,3986.0359222030484,-1.8622872354345945,-0.23725434186225997,2,-0.6559446125855628,Call center,4445.493764235151
Winter,4.255662178750698,47323.21796214552,-1.0201114991497306,4712.807823882098,0.18778841782662767,0.023680109986818357,0,0.8368472901202725,Call center,4199.192222759662
Spring,7.0158139396355015,69968.16698498052,0.5340380866956119,6089.985331868079,0.846152942066277,-0.6953717336867045,1,0.7020691893311872,Call center,4316.553239461381
Autumn,4.3790474402312345,58814.643730321775,-0.1444088321515268,4903.70763814342,-0.6124376024345679,-0.29770076436882575,0,0.2618299408204143,Agent,4248.771643266422
Winter,8.792488427052415,67658.10102330102,1.10411385727147,6513.56961225748,1.2219975973991875,0.23722456679231335,1,1.415996102469542,Call center,5219.896506347043
Spring,5.445624278951859,79535.9715625494,0.5201773241424476,5248.0937560242755,-0.2709496813101733,-1.4658229198860386,0,1.1909247317544824,Agent,2432.983039960607
,4.951769209418891,59444.117076058916,0.08584714912693474,3541.5743022072206,,-0.12390965560231626,1,0.5522578820930348,Web,5223.048138301304
Autumn,3.446821294259919,58571.16540033098,-0.007755075337685146,4415.4811089151,-0.1205150823275846,0.22319501322737167,0,-2.2135759440757723,Web,5376.865247820176
Autumn,2.817383309708186,92229.0479726644,-0.3968593977038274,4441.120213105984,0.2680057445757023,1.1754952871315925,1,0.5172133954058677,Call center,5116.488858818466
Winter,3.9999036535952492,41609.60172538602,0.3223315037558756,7103.913546975408,0.641141865507693,1.7485241987138702,2,0.7968325028768438,Agent,6678.119560456556
Winter,2.931017551218599,58011.49713780036,-1.4238802466141387,2996.375374167266,-0.5037010515227139,0.12147988323989753,0,-0.5474705116790114,Call center,5275.777309911711
Autumn,4.895038387152736,56461.36624361683,0.15458568525844982,7006.499193014869,-0.7123623693643609,2.779413742085411,0,0.2141941641300626,Call center,6111.996710596738
Spring,3.3650257846180125,64604.461642857466,0.14201979191689296,4217.3884883721075,0.5037167219586233,0.19733574794672648,1,0.7218400312930084,Call center,7722.312830310926
Summer,6.556444896335906,50246.271933563476,0.28184431181422365,4825.715916739552,-0.7283520438173243,-0.30620868906156123,0,-1.6740639078200026,Call center,4561.148611731028
Autumn,4.399950283711555,66664.1468025797,-1.3838500392004334,5353.5125930294535,0.039825681836817305,0.6673988512301651,1,0.6349176639598555,Call center,6022.066174552525
Summer,3.6387619976971264,66224.50289536816,-1.2144663034636891,4893.328781464125,-0.5587196046230183,-0.23673865086182727,0,1.0843741762978092,Call center,3608.916001643653
Autumn,5.414380116073343,86238.24452846049,0.06962922994379034,5299.524154052837,1.3112450155131992,-0.40825414715611485,1,0.27569196916619926,Call center,7395.652963093846
Spring,2.83962192636482,57950.705425189604,-0.7156070958625388,4763.173343117788,-0.19518807054885845,3.1544099366647544,0,-0.916942365141764,Call center,5292.904468733366
Summer,5.103667453422677,74980.68255790003,2.1626294498954177,8112.361492015492,0.564160754684905,0.6418376410935783,0,-0.09495527308536462,Call center,5183.477452298897
Winter,3.2492747897035033,58817.23851847386,-0.22460135105579312,7585.795305287013,1.2894684456049472,0.7044429146718771,0,1.576040658687086,Web,3369.052950305576
Autumn,4.886646941287377,52524.57805333439,0.7495281941622495,7511.593183051896,0.713498048553837,-0.7982490145728389,1,-0.0649540679244596,Call center,6659.941101222161
Spring,4.075177817775758,62541.70155750412,-0.3523546885273852,7149.6719185671645,0.7330385720601741,-2.1807746210011367,1,1.211587872310853,Call center,2889.642249348612
,5.499437162681696,47143.609383328876,0.5173564022784884,5055.06564579262,,0.3250914326583094,1,-1.5035132789005328,Agent,4456.0193031859535
Summer,4.171141308063684,80735.91720981277,1.1330007264649524,6489.185077348158,1.221736709219617,-0.6773769678420456,1,-1.1167332847834024,Call center,4936.641896440152
Summer,3.4446460151592238,52479.16815228303,0.46487815604393823,6051.776976119995,0.836546073408751,-0.18825209351852062,2,1.6087557849420309,Web,4850.290038740978
,5.737503905247485,90120.2426678001,-1.8343312195630932,5948.680336251116,,-0.0005254639856391544,1,0.9195380683240701,Call center,5079.840616747617
Autumn,2.565762082629924,68724.79800138607,0.6071526517859467,3849.294112769913,-0.2984337473067804,-0.06783940348508556,1,-0.5920339717208868,Agent,5943.378000238211
Winter,5.2316949386823675,65016.4340594455,-0.33539064922493356,4008.0941946203175,1.6104820229734778,-0.33214629129027456,1,-1.664763857616351,Web,5424.739266791125
Spring,4.06858078553247,83565.14167844964,-0.005030433452852588,4382.918847679564,0.7391706377091735,0.7168121492760067,1,-0.8928970452196956,Call center,3163.9309911640385
Autumn,4.218664430722785,66880.3162267714,0.6346075476212619,5353.991143732959,0.3280754841516233,-0.12089677024197809,1,-0.8071211556329023,Agent,3651.3900120141116
Autumn,4.186346358888491,75464.56774992465,-0.18296077620869813,4503.15573008064,-0.3879998356012286,0.02791726035287492,2,-0.5740488039635007,Call center,3786.1044743671214
Summer,5.590216178550496,50513.114915952974,-0.6504450750323326,4582.732030101455,-0.9385472468308488,-1.111612860727601,2,1.1246608125718087,Call center,5491.232966697746
Winter,2.9489492414538123,49325.19216353244,1.1178942924801576,5015.914466618029,1.0436153191363542,-0.9585934579028248,2,-0.5376212999511512,Call center,5908.032482213555
Summer,4.089851380093226,72990.88361359516,-0.052694525063963965,5532.004512020185,0.5030947190984155,1.227012493564867,2,0.9282283849840075,Call center,2688.03657153235
,5.442751237806849,77092.6846348226,0.31570443128366377,5304.399862591505,,0.7711563281026148,1,0.1317932382243105,Call center,1840.3522534806484
Spring,2.2319533110669907,67839.39600041746,0.8131011958284159,5394.716668173599,1.1322425045400206,0.2126891242035498,2,0.4144370392360083,Web,3413.0835188072288
Winter,4.094432268264456,67281.53153921943,-0.24488279856143919,4081.201143179016,-0.5843922978175983,1.2570418939116004,2,-1.2189562599299042,Call center,3364.774822676506
Spring,7.2138664339066265,56452.857707289615,0.44471030896860025,6362.582956275397,1.2271068059297985,-1.526627171927258,0,-1.4296983638113265,Call center,5484.571124633932
Autumn,6.157982636524391,62911.07088554588,0.5845810492720617,7741.340562602389,0.7370900639539946,2.1472002731221598,2,2.8372329211983383,Call center,4947.220607131563
Summer,5.331206205323449,65073.46019285231,-0.9245329039119834,5170.484463331554,-0.4260540797969258,-0.9215334080185829,1,1.7508375787003922,Web,5261.528322855891
Autumn,6.649501373712192,71460.36686461154,-0.5014284221733495,3615.186099010488,-0.6523193597592848,-0.4934205265193953,1,-0.0319545377080939,Call center,5136.493477209828
Autumn,5.534993291758461,50603.34098503227,-0.2690940553056588,5906.691649534897,1.3188420939622374,-0.8641535015899809,0,0.8681087014223974,Call center,6237.053444040053
Winter,4.481826571847997,60282.98199162888,-0.7824098707767226,4825.733476436502,-0.8163401480301042,1.4857399562175857,0,-0.0791954767457888,Call center,4208.020337514583
Summer,5.60005212962398,65497.28453836977,-0.4925550814137402,3902.7988401581897,-0.538652839971305,0.5570669397985779,0,-1.142351159320199,Web,4238.804885996202
Summer,4.182273029946097,57295.150777732175,-0.047702313055292274,7065.700611979793,-0.09760191136095463,-0.8959477504325685,0,0.5741750187461585,Call center,3201.927761459412
Winter,4.662859739873132,51760.85150933863,0.04521345945672269,5019.930849249114,-1.9628823322773503,1.3521054359877736,2,1.4058994054859013,Agent,7111.022917159802
Winter,7.446529704461723,47123.551992139095,-0.7745961910091425,2450.5753333876983,-0.9443405289023002,0.7990832850773365,0,-1.1171432790372917,Call center,4652.434620498185
Spring,3.8425818198750465,47136.14818881246,0.55754862808475,9742.109650419698,2.601711190852247,0.7143866418852219,2,0.31552362470765,Call center,3091.875150798199
Winter,5.874450511950195,66857.9115075228,0.12392852555561057,5543.443482959578,-0.9082913952501059,-0.20182184198567102,2,0.6234356032166152,Agent,6370.48965946821
,5.107668838411186,65121.53400702091,1.067909960994559,5309.272901049161,,-0.08514631795248553,0,-1.3131897178602296,Agent,4754.246106943762
Spring,4.989826895040777,59669.16335248262,-0.5780188207682355,8111.887041471522,0.3948605841424223,1.1512819063005697,2,1.007837705323829,Agent,4502.926656489453
Summer,5.754871981924849,66704.2375444919,-0.9221007107992589,4462.459328652441,-1.2080972160190895,-1.2685739336372823,0,-1.19747401675467,Call center,3973.3471867329954
Summer,5.451491562221733,62770.92435343147,0.08514284154208375,6323.169362983068,-0.05421662811257415,0.8563060885103636,1,0.9612538243641597,Call center,4316.034505253362
