Years after high school graduation,Renew,Active online hours,Monthly Income,Marital Status,Location Code,Brand Loyalty,Education Level,City,Years with Company,Gender
11.0,No,4.113084716768519,5587.474524415607,Married,Rural,-0.3476449175381351,Graduate School,London,2.0,M
27.0,Yes,4.766806615972587,2814.173362006712,Married,Suburban,-0.11170031876720826,High School,Manchester,4.0,F
34.0,No,4.681569819540988,5432.572927110459,Married,Rural,-0.2510891651369171,Graduate School,Manchester,4.0,M
28.0,Yes,6.54508409649014,5257.4484066748155,Divorced,Urban,-0.35344264242463297,College,New Castle,4.0,F
28.0,No,6.418280570935514,3829.6100947830846,Divorced,Urban,-0.02856426402390383,College,Manchester,4.0,M
32.0,No,5.0163735511764465,5218.748298268526,Married,Urban,-0.12149111939836477,High School,Manchester,3.0,M
20.0,Yes,4.246508401663236,4961.876856628475,Married,Rural,-0.36974497051418753,Graduate School,Manchester,4.0,M
31.0,Yes,4.668107162798404,5865.913732111764,Single,Urban,-0.4637408075654511,High School,London,3.0,F
28.0,No,6.416808521647302,5644.217015778445,Divorced,Rural,0.372230815244353,Graduate School,London,1.0,F
34.0,Yes,4.683940865259327,5966.075882715582,Single,Urban,0.050473174301824075,Graduate School,London,6.0,M
34.0,Yes,4.669531797411871,4486.85447371173,Married,Urban,0.05070276750762677,High School,New Castle,3.0,M
28.0,Yes,5.081500704424277,4766.087583547689,Divorced,Urban,-0.06998959693429263,College,London,4.0,F
36.0,No,4.7202692023197335,5707.074908628261,Married,Rural,0.8604699833430632,Graduate School,Manchester,6.0,F
36.0,No,4.749675097296588,5797.2177517111,Single,Suburban,0.16233918200227626,High School,Manchester,2.0,F
24.0,Yes,3.0379384221550776,4050.4505138657214,Divorced,Urban,0.4630930769456803,High School,New Castle,6.0,M
14.0,Yes,3.426590419287744,5316.282733255306,Single,Urban,-0.47997102431695404,Graduate School,London,5.0,M
33.0,No,6.29009078316366,4347.037242109229,Married,Urban,-0.035409017589713626,College,New Castle,3.0,F
32.0,No,4.803068911319599,5326.9284197678835,Married,Urban,0.14865955685571358,Graduate School,New Castle,4.0,M
37.0,No,5.394265625226684,5361.6661209004005,Married,Rural,0.636871956602082,High School,New Castle,4.0,M
31.0,Yes,4.107119064076304,4855.986458516369,Single,Suburban,0.4363801131803224,High School,Manchester,6.0,F
36.0,Yes,3.6200803280124134,4546.773953727106,Married,Urban,-0.04628281993241054,College,Manchester,6.0,M
32.0,Yes,3.6991017453197115,5191.965504625909,Divorced,Urban,0.8335594682628982,Graduate School,New Castle,5.0,F
20.0,No,3.997246265535278,7298.191923359131,Single,Rural,0.32749157365115317,College,New Castle,1.0,M
23.0,Yes,6.8150980647440615,4050.384951116488,Divorced,Suburban,-0.16524039863407192,Graduate School,London,3.0,M
34.0,,5.565639408651494,,Married,Urban,0.3475747635453954,Graduate School,New Castle,5.0,F
27.0,No,8.338661918097552,4653.756222850312,Married,Rural,0.9808258679967039,College,London,3.0,F
23.0,No,4.654460376928789,4883.776426503618,Married,Rural,0.1972367552399084,Graduate School,Manchester,5.0,M
10.0,Yes,5.3586005239753325,4400.661320364038,Divorced,Suburban,-0.08253238838444846,College,Manchester,4.0,F
30.0,No,5.165722394018017,5076.802692824146,Married,,0.10867511234675706,College,London,4.0,F
34.0,Yes,5.771838753755068,6124.052516607772,Divorced,Urban,0.04486439688358691,College,New Castle,4.0,F
36.0,No,6.359772996795416,5331.502534798069,Married,Suburban,0.7565253346277497,High School,London,4.0,F
25.0,Yes,6.491976294069014,4998.001879484624,Divorced,Suburban,0.20168907248663026,College,,3.0,M
17.0,Yes,4.151275983442968,5579.864793807491,Divorced,Urban,-0.9307064213513254,High School,Manchester,3.0,M
42.0,No,5.969773156593765,4927.999622050344,Divorced,Rural,0.3042162888652076,High School,London,5.0,M
21.0,Yes,5.30351404949095,4976.438876088337,Divorced,Urban,0.3000504280145514,Graduate School,New Castle,5.0,M
23.0,No,5.990613735652097,5272.8308636410675,Married,Suburban,-0.054331503938212455,Graduate School,Manchester,1.0,F
36.0,Yes,5.752785773626034,4423.298530941123,Divorced,Urban,-0.4780795072969046,College,Manchester,4.0,M
35.0,Yes,2.818821734324065,5171.963687056753,Divorced,Urban,-0.17838582576958706,Graduate School,New Castle,4.0,M
40.0,No,5.524368693346419,5430.031652045964,Married,Urban,0.3101169728715354,Graduate School,New Castle,2.0,M
37.0,No,5.804642937918934,4554.765182369913,Married,Suburban,0.12682501382127107,Graduate School,New Castle,4.0,M
29.0,Yes,7.603464438857591,5607.832422784916,Single,Rural,-0.07021120474149442,Graduate School,Manchester,3.0,F
31.0,Yes,6.233729269332093,4701.351277358405,Single,Urban,,High School,New Castle,3.0,F
9.0,No,7.133408179431343,4734.548182817488,Single,Rural,1.283883032876706,College,London,6.0,F
34.0,No,4.11990122395877,5712.436640399668,Divorced,Suburban,-0.13745480860157783,College,New Castle,4.0,F
31.0,No,6.855240450079715,3232.7975251614353,Married,Rural,-0.10594140758148307,Graduate School,New Castle,5.0,F
29.0,No,6.116877329178508,4716.499980355942,Single,Suburban,0.5025879004392375,High School,Manchester,4.0,F
19.0,No,7.570001052163427,3751.1861704511616,Single,Rural,0.30031624759235803,College,London,4.0,F
24.0,No,5.213398008474761,4560.475412983291,Married,Rural,0.5415949010900196,College,New Castle,5.0,M
21.0,No,4.025055388020913,5910.8686168397635,Married,Rural,-0.2781548251938414,High School,New Castle,3.0,M
43.0,Yes,4.829125890635557,4879.1326868900405,Divorced,Urban,-0.38060955998830304,High School,,5.0,F
21.0,Yes,2.9916206356117416,4230.593400608723,Single,Suburban,0.057565188926492566,High School,Manchester,6.0,M
31.0,No,6.402659790122217,5743.98204992078,Married,Suburban,0.4480724431125643,High School,Manchester,2.0,F
14.0,No,5.9392817944805225,5508.931353837591,Single,Rural,0.7604466958987106,High School,Manchester,5.0,M
26.0,No,6.210214272402218,4497.915052467854,Married,Suburban,0.9608889008364776,,Manchester,7.0,F
25.0,Yes,4.86590681701736,4736.384487869212,,Suburban,0.14447657793053692,College,London,4.0,F
34.0,No,5.050030339662227,6369.475607080063,Married,Urban,0.2593624892341154,Graduate School,New Castle,1.0,F
28.0,Yes,4.731709128583452,4611.078030509609,Divorced,Urban,0.16156470937121747,Graduate School,Manchester,3.0,F
23.0,Yes,6.77561382786123,4771.275565270496,Married,Urban,-0.688521753489179,Graduate School,New Castle,2.0,F
26.0,No,8.459627797723604,3788.3970181360664,Divorced,Rural,0.46250305730098623,College,London,3.0,F
19.0,Yes,4.9952422685290685,4244.1096442907865,Single,Rural,-0.4130658864883634,High School,London,2.0,F
36.0,No,6.011027894702681,6445.3972916490675,Married,Rural,0.5692618878782388,Graduate School,London,0.0,F
11.0,No,5.483850187767119,6176.626839598709,Single,Rural,0.29223641931770383,High School,New Castle,3.0,F
23.0,No,6.719880786030468,4397.892790558291,Married,Urban,0.44556331564293006,College,New Castle,4.0,F
27.0,Yes,4.34909779663579,3529.9428684517825,Divorced,Rural,0.7867322138597651,Graduate School,London,5.0,F
26.0,Yes,4.440577038663716,4048.104931102282,Divorced,Rural,0.34415439883609605,College,New Castle,5.0,F
25.0,No,5.9153131644469035,3721.289718130348,Single,Rural,-0.021721595910844688,,London,6.0,M
38.0,Yes,3.6745499022563948,5595.587485920833,Divorced,Urban,0.09935741248201288,High School,Manchester,7.0,M
28.0,Yes,5.85279388730944,5234.691022135983,Divorced,Suburban,-0.6180392524617574,High School,London,5.0,F
32.0,Yes,,5676.945748771884,Divorced,Urban,-0.6950367859480847,High School,New Castle,4.0,M
27.0,No,6.41393189685763,5202.912336410134,Married,Rural,0.9829281473486846,High School,New Castle,5.0,F
14.0,No,7.84143828896992,4085.329783606957,Married,Rural,0.789518539531198,High School,Manchester,4.0,M
24.0,Yes,4.565745473919895,5092.697480698147,Divorced,Suburban,-0.09301589349723477,High School,London,5.0,M
21.0,No,3.8558926042325843,5780.109014039362,Married,Rural,-0.24835553621220569,Graduate School,London,3.0,F
29.0,No,6.9244331610325585,4901.835038394342,,Rural,0.7044859338002644,High School,London,4.0,F
29.0,Yes,2.726517014762713,3406.6454058270615,Married,Urban,-0.09172750711735111,High School,London,7.0,F
29.0,Yes,3.550344495527445,3963.2073544573,Divorced,Suburban,0.21658666088527403,High School,London,5.0,M
16.0,Yes,4.79640432399313,4990.375701631505,Married,Suburban,-0.3929412128708831,High School,New Castle,4.0,M
25.0,No,6.593742484162456,4232.062919288795,Married,Suburban,-0.12702998441700697,College,London,2.0,M
28.0,Yes,4.893931093413456,3712.113657232312,Divorced,Rural,0.005528069116638529,College,Manchester,3.0,M
31.0,Yes,4.020564612406277,4591.2063938304245,Single,Urban,-0.5010995431526202,College,Manchester,3.0,M
46.0,No,7.219814882177684,4511.009264152716,Single,Rural,0.9244085888106393,High School,New Castle,4.0,F
26.0,No,4.511517733526003,5779.004240346618,Married,Rural,0.29941139136254286,Graduate School,Manchester,3.0,F
31.0,Yes,3.7628744116040185,4826.772904600815,Single,Urban,0.6527534962615785,Graduate School,New Castle,3.0,M
44.0,Yes,3.2199589309651415,5693.335083775599,Single,Urban,-0.02625758288784541,College,,5.0,F
24.0,No,6.565187353331677,4715.893369754757,Single,Rural,0.7389207771132463,Graduate School,London,3.0,M
17.0,Yes,6.182663517579411,4037.4448058239796,Divorced,Rural,0.08873480812256639,Graduate School,London,5.0,F
27.0,Yes,4.658822668364531,4708.745234678737,Married,Urban,-0.020331056561063043,College,New Castle,3.0,M
24.0,Yes,5.878160423743364,3893.4630506609465,Divorced,Urban,0.6752651507631098,Graduate School,Manchester,5.0,F
31.0,No,5.7573367062298635,5342.970918463193,Married,Rural,0.6978834702452121,High School,New Castle,3.0,M
36.0,No,8.727339059182015,2384.5639467322067,Divorced,Urban,1.0053747518798044,Graduate School,London,7.0,M
34.0,Yes,6.158024625792515,4483.105561563896,Divorced,Suburban,0.6384360681294784,Graduate School,New Castle,3.0,M
21.0,Yes,5.5647425194887274,4323.290608207477,Divorced,Urban,0.5643081969522826,College,Manchester,6.0,F
30.0,No,6.38713467579017,4877.366347396057,Single,Suburban,0.31423560647269033,High School,Manchester,4.0,M
20.0,Yes,3.819454781005272,4982.330182710433,Divorced,Urban,-0.4504335636340183,Graduate School,Manchester,3.0,F
25.0,No,4.971813436658149,5889.928272310804,Divorced,Rural,0.12337984884177278,Graduate School,London,3.0,F
,Yes,7.209377990836444,4857.666488734027,Single,Suburban,-0.5789501235954317,College,Manchester,1.0,F
23.0,No,5.404175046638399,4965.376638569441,Married,Urban,0.08162715050045107,Graduate School,London,4.0,M
18.0,Yes,5.4849586704398,3924.678377123384,Single,Suburban,0.07957172332458239,High School,London,3.0,F
45.0,No,4.014436768583797,6799.54359027615,Married,Suburban,0.06885198244196317,High School,London,2.0,M
14.0,No,7.1368453957688525,3390.7566850553562,Divorced,Rural,0.04124949794394989,Graduate School,Manchester,5.0,F
31.0,No,5.732197642757662,4614.36617747447,Married,Rural,0.42814528875630786,Graduate School,Manchester,6.0,M
35.0,Yes,4.887998196176689,4947.193880488351,Married,Urban,0.07953159118100035,College,London,4.0,F
32.0,Yes,4.532640204878274,4941.731248124178,Divorced,Rural,0.030713435635164932,College,Manchester,6.0,F
11.0,,6.638068857945868,3942.1529763244794,Married,Suburban,0.17109170146967398,Graduate School,Manchester,4.0,M
32.0,Yes,6.664568630210704,4462.881822896735,Divorced,Urban,-0.3000091666144026,Graduate School,London,3.0,M
34.0,Yes,6.261842980336175,6019.457628852935,Single,Urban,0.04161440354360879,High School,Manchester,2.0,F
27.0,Yes,4.252226437466202,5346.651798382828,Single,Urban,-0.6990669963094935,Graduate School,New Castle,4.0,M
26.0,Yes,4.581471101377185,6485.198098169707,Divorced,Urban,-0.10152829831608184,College,London,6.0,F
24.0,Yes,4.3497270204578555,4327.263326280269,Married,Urban,0.23998065915390998,College,New Castle,3.0,F
24.0,No,5.165730301072521,6260.2342709687,Married,Suburban,0.1817321667934275,College,New Castle,1.0,M
30.0,No,4.69958986561808,5946.42147329229,Single,Rural,0.0763180280951279,High School,London,3.0,F
32.0,Yes,3.1937860650955203,4548.430878492124,Divorced,Urban,0.6507465175767734,High School,Manchester,5.0,F
44.0,No,6.2146969161399825,2819.9516829136187,Married,Suburban,0.26070587694359487,College,Manchester,9.0,F
35.0,Yes,4.183223466442707,4869.033528484518,Single,Urban,0.08513640302878794,Graduate School,London,4.0,M
25.0,Yes,7.471114818403594,4088.3862840363036,Divorced,Suburban,-0.9230042342668214,High School,New Castle,2.0,F
37.0,No,3.098113044554987,7800.3469639898285,Married,Suburban,0.3447352117577521,Graduate School,London,3.0,M
18.0,No,6.214417584260335,4754.942470226412,Married,Rural,0.21730872066811996,High School,London,4.0,F
27.0,No,4.0673002433220065,5858.030055624387,Married,Suburban,0.49335148038868254,High School,Manchester,4.0,M
34.0,Yes,3.4231505375818148,5627.824538825338,Single,Urban,-0.6770891156127579,Graduate School,London,5.0,F
26.0,Yes,5.881753551695582,5402.688639493132,Single,Urban,-0.38136581115160295,College,New Castle,3.0,M
26.0,Yes,4.5631691108436225,4029.098554873106,Married,Urban,-0.21234112512609016,College,Manchester,3.0,F
34.0,Yes,3.952481258854449,4103.368652923257,Single,Rural,-0.7896039234525735,College,London,5.0,M
24.0,No,5.85998151571359,4589.151936852757,Married,Rural,-0.07471094950203033,High School,New Castle,5.0,M
14.0,No,4.888309243267863,5350.797733045373,Married,Suburban,0.13852474836317036,High School,New Castle,4.0,F
24.0,Yes,7.089568332699638,5578.229345700436,Single,Urban,-0.5237751404962111,Graduate School,London,,F
32.0,Yes,4.688344484863456,2837.9183749449917,Married,Urban,0.8932101594336139,College,London,5.0,F
41.0,No,4.382487795410284,6347.640423278121,Married,Rural,0.6509703437730233,College,New Castle,3.0,F
25.0,No,6.626743218333536,4085.6783099098434,Married,Suburban,0.5606809868850887,Graduate School,London,6.0,M
25.0,Yes,4.365472401755483,6593.1369727056945,Divorced,Urban,0.11624577159601271,College,,6.0,F
42.0,No,5.385231589669615,6232.983076752273,Married,Rural,-0.0975622719672039,Graduate School,London,1.0,F
34.0,Yes,3.4775114206614712,5389.269266907289,Divorced,Rural,0.06386820762269234,Graduate School,New Castle,4.0,M
35.0,Yes,4.406889054022347,4074.2802096711002,Single,Urban,0.36615305936617987,College,New Castle,5.0,M
21.0,No,6.563272408955356,4129.325577601225,Single,Rural,0.11475680551323311,College,Manchester,4.0,F
22.0,No,5.111004901686311,5160.510991405722,Divorced,Rural,0.5764843384340814,Graduate School,New Castle,6.0,F
24.0,No,6.571495251460955,4128.728247878402,Divorced,Suburban,0.5835447811208336,College,New Castle,5.0,M
24.0,Yes,3.9663657567071553,4624.126123314084,Divorced,,0.17631628379349734,College,New Castle,5.0,F
23.0,No,5.892591043423244,4739.028673293526,Single,Suburban,0.23294671382396218,Graduate School,New Castle,4.0,
27.0,Yes,2.717849617220557,4871.264217476307,Divorced,Urban,-0.13879853157332078,Graduate School,Manchester,,F
32.0,No,7.4510536463642225,3865.4673876124075,Married,Rural,0.2002138315045653,Graduate School,New Castle,2.0,M
21.0,No,6.276530976943251,4838.590241676925,Single,Rural,-0.14164720781442175,College,,2.0,F
32.0,Yes,3.6439788923840037,4831.272295692859,Married,Suburban,-0.3655378292949064,Graduate School,Manchester,5.0,
39.0,Yes,3.597940320920201,5396.3897737680945,Single,Urban,-0.7327123002066077,College,London,4.0,M
23.0,No,5.292172339255987,5462.662380692325,Married,Rural,0.31482975390003537,Graduate School,London,5.0,M
32.0,No,6.426529534395673,5118.204668286544,Married,Rural,0.5266038444419097,High School,Manchester,3.0,F
38.0,Yes,6.103995755457827,3275.551083746706,Married,,0.2527318319052011,High School,London,2.0,M
34.0,Yes,3.8313077329217333,5394.244879395331,Single,Suburban,-0.3398907280826863,College,New Castle,5.0,F
52.0,Yes,7.722345175308722,3730.987286862884,Married,Suburban,0.5179582772363353,Graduate School,Manchester,4.0,M
27.0,Yes,2.715667412199703,4098.757883680046,Divorced,Urban,0.3210360921710528,Graduate School,London,4.0,M
30.0,No,8.693808695041524,3476.3396738195474,Single,Rural,0.9899030840426779,College,London,5.0,F
32.0,Yes,5.060768997374168,4440.02312026567,Married,Suburban,0.2237983351753533,College,London,4.0,F
29.0,No,5.700803604897549,5687.899272367014,Married,Urban,0.3535780007211199,Graduate School,New Castle,,M
34.0,Yes,4.425161533521328,5414.718204054731,Single,Suburban,0.24740615649106296,College,London,5.0,M
34.0,No,3.8498460992015495,6100.314215965699,Married,Rural,0.23828317358059645,College,New Castle,3.0,F
37.0,Yes,,,Divorced,Suburban,-0.35383499826166465,High School,New Castle,3.0,F
37.0,Yes,3.3207830142539043,3792.777959614943,Divorced,,-0.3145213985697579,College,Manchester,3.0,M
23.0,Yes,2.755040812238524,4761.800737133529,Single,Urban,-0.6518998468480339,Graduate School,London,4.0,F
23.0,No,3.7353685032627513,5735.247728860186,Married,Rural,0.08169395503219233,College,London,5.0,M
32.0,Yes,6.271468162594976,3568.159356675766,Divorced,Suburban,-0.46101688945386066,High School,Manchester,1.0,F
40.0,Yes,6.327609055743793,5088.728208562345,Divorced,,-0.43619227735089405,Graduate School,New Castle,2.0,F
41.0,No,7.722385019389284,5039.006329520365,Single,Rural,1.0227067180792684,High School,London,3.0,M
16.0,Yes,4.492589036118727,5731.846930705671,Divorced,Urban,0.10667636475673392,College,London,7.0,
26.0,Yes,5.493292120715915,2753.9521390151735,Single,Urban,0.06276191945774612,College,Manchester,4.0,M
13.0,Yes,5.262832151042238,5254.840116337444,Single,Suburban,-0.2346964716683515,College,,4.0,F
42.0,No,5.63438385509245,4972.560832751052,Divorced,Suburban,0.22583442694369435,Graduate School,London,5.0,
12.0,No,3.449140965591365,6891.173433288668,Married,Rural,-0.23083785685026742,Graduate School,New Castle,2.0,M
51.0,Yes,5.5385836025155974,4151.641930712633,Married,,-0.5133211152544768,Graduate School,New Castle,5.0,F
32.0,Yes,4.5478307335620505,4009.7991523541878,Married,Suburban,-0.06603704457089013,College,Manchester,2.0,M
24.0,Yes,5.293920473823187,4903.022272571423,Married,Urban,-0.04172510453500364,Graduate School,,5.0,F
36.0,Yes,3.8802205379075607,6256.66385637747,Single,Urban,-0.09846901618057774,Graduate School,Manchester,4.0,F
25.0,Yes,5.1873211122414205,4645.387959994514,Married,Suburban,-0.3711893706484872,College,Manchester,1.0,F
34.0,No,6.2206406671352985,5270.750658189919,Married,Suburban,0.1277668212443166,College,London,2.0,F
32.0,Yes,2.2093796842572644,6619.786560034849,Married,Urban,-0.3743547625971211,Graduate School,Manchester,8.0,M
31.0,No,6.202924884839741,4641.3072761901085,Married,Rural,0.09653619991498719,High School,Manchester,7.0,F
17.0,Yes,2.9633187420194633,5448.023467489003,Single,Rural,0.24953196720887139,Graduate School,New Castle,6.0,M
28.0,Yes,7.705147908902428,3096.5575579256038,Single,Rural,0.3214959577480537,Graduate School,London,0.0,F
45.0,Yes,5.223347832775089,3982.1007526734656,Single,Urban,-0.26068800069812725,College,London,3.0,F
27.0,Yes,5.939620809981627,4588.2997823215255,Divorced,Urban,-0.18181137652757462,Graduate School,London,2.0,F
26.0,Yes,3.4560108916193104,3584.934446957198,Divorced,Urban,0.6753562900697452,Graduate School,Manchester,4.0,F
38.0,No,6.84626820551752,5429.323274644019,Married,Rural,0.3791465973959644,College,New Castle,2.0,M
32.0,No,5.4917766100425895,3790.1171575200456,Married,Rural,-0.04044337609167345,Graduate School,London,5.0,
33.0,Yes,5.318544349954572,,Divorced,Urban,0.34008546342353274,College,New Castle,4.0,F
28.0,Yes,4.5876680602955355,5657.941523550632,Single,Urban,-0.2487936909681281,Graduate School,New Castle,3.0,M
32.0,Yes,6.253545493698563,6365.237164563538,Divorced,Urban,-0.02016533682377722,Graduate School,New Castle,3.0,
34.0,No,4.278203526203814,6167.28687097002,Married,Rural,0.7949249835933776,High School,London,6.0,M
24.0,Yes,4.2818613948674145,5479.230529947917,Divorced,Urban,-0.7414161602961034,College,Manchester,,M
35.0,Yes,5.216234400010896,4620.231808319665,Married,Suburban,-0.09201651876675893,Graduate School,Manchester,3.0,F
19.0,Yes,5.606743030479835,4469.8172087833,Married,Suburban,-0.17719271922363095,College,,3.0,M
29.0,Yes,5.126024136224235,5284.016107001449,Married,Urban,0.08340205372331813,High School,Manchester,5.0,F
24.0,Yes,4.131364093278636,4669.385473726407,Divorced,Urban,0.3128994268610462,College,London,5.0,F
39.0,Yes,5.240629564557002,4036.229325400156,Divorced,Suburban,0.08214349496813145,College,Manchester,2.0,F
22.0,No,7.123991855003019,4421.659464483753,Single,Suburban,1.0491963194897826,College,London,6.0,M
24.0,No,6.7900988565167095,4617.2613467095525,Married,Rural,0.24521480527220646,College,New Castle,2.0,F
34.0,No,3.399500302971948,6457.988702209925,Married,Rural,0.5259086414634653,Graduate School,London,6.0,F
41.0,Yes,5.4315405311342575,3562.1961241040212,Single,Urban,-0.08429798826818452,Graduate School,London,3.0,M
28.0,Yes,3.7730840319156327,4108.224731322732,Single,Suburban,0.5332721119639185,Graduate School,Manchester,5.0,F
23.0,Yes,6.813331779771341,3888.412059992029,Single,Urban,0.032312956897837475,High School,London,3.0,F
36.0,Yes,5.681055479720642,3430.565538136707,Married,Rural,-0.2315586046815089,College,Manchester,3.0,F
22.0,Yes,6.329722243117445,4500.999093954029,Married,Urban,0.01583480862214659,High School,London,3.0,M
30.0,Yes,3.989261961617826,6145.382782238852,Married,Urban,-0.015967593523259188,High School,New Castle,3.0,F
27.0,No,5.9608029945826875,4667.398625050292,Single,Rural,0.18737137723732808,Graduate School,New Castle,4.0,M
21.0,Yes,4.89362266768719,5298.273213260538,Single,Suburban,-0.5790554796568745,College,London,3.0,M
27.0,Yes,7.7405687343826735,4291.707361346284,Single,Rural,-0.942731428539894,College,Manchester,1.0,F
43.0,Yes,6.629442345548238,3811.9179500117334,Single,Urban,0.014916606364423823,Graduate School,London,2.0,M
25.0,Yes,4.878281264259718,3321.2504547317076,Single,Urban,0.17541921622613876,High School,Manchester,5.0,M
,Yes,6.321655236869491,5425.02687417376,Divorced,Urban,0.23040797284308195,Graduate School,New Castle,2.0,M
27.0,Yes,6.853080417224055,4176.305674114397,Single,Suburban,0.012793417568290777,Graduate School,New Castle,2.0,M
26.0,Yes,4.552572970118178,4646.879339320858,Divorced,Urban,-0.09154868941269811,Graduate School,New Castle,5.0,
37.0,No,5.752694292030497,4497.241142653566,Married,Suburban,0.29854976166583763,College,Manchester,4.0,F
32.0,Yes,3.899985207080554,3604.853027214618,Divorced,Rural,-0.5435355699472619,College,New Castle,3.0,M
37.0,Yes,4.233405825165184,4710.548436300805,Single,Urban,0.07097772009389777,Graduate School,London,4.0,M
34.0,Yes,4.58654264225608,5015.061776259568,Single,Urban,0.06900887078283308,Graduate School,Manchester,4.0,M
49.0,,4.507877468808053,4859.278165463622,Married,Suburban,0.45807444087605687,Graduate School,London,5.0,F
23.0,No,5.893735808537618,4032.9001923393175,Single,Suburban,-0.026433516382385308,College,New Castle,5.0,M
29.0,Yes,5.304426213355034,5010.569498734139,Single,Urban,0.1677023425057898,Graduate School,New Castle,3.0,M
40.0,No,4.1821132998760735,5772.864096264879,Married,Rural,0.4301663698651264,High School,London,6.0,M
,No,6.197464405236921,5502.051043137621,Married,Suburban,0.7169000733023401,High School,,5.0,M
36.0,Yes,8.244721207918168,3315.1136284550794,Single,Urban,-0.6105522343931777,College,London,2.0,M
46.0,Yes,5.146747353120891,4422.22166943089,Divorced,Suburban,0.23876118838416238,Graduate School,Manchester,3.0,F
27.0,No,7.827727811249524,2703.9427455295595,Single,Rural,0.3972924887224286,High School,London,6.0,F
36.0,No,7.492390952080143,3558.7519697759026,Married,Rural,0.781550784224768,College,Manchester,7.0,M
23.0,No,5.524974195404275,5244.536961553293,Married,Suburban,0.2851239053515256,College,Manchester,4.0,M
24.0,No,6.336583304262714,5456.925262782121,Married,Rural,,Graduate School,London,3.0,F
37.0,Yes,,4582.222751264377,Divorced,Urban,-0.2837769418632755,High School,Manchester,2.0,M
24.0,No,5.8367678583736495,3891.5882237316337,Married,Rural,0.42333145855334403,Graduate School,Manchester,6.0,M
27.0,No,6.193251121270563,3891.7282427261553,Married,,0.09387047500030891,High School,London,,F
23.0,Yes,4.24632102312122,5550.4590683509905,Divorced,Urban,-0.09917287352139187,Graduate School,Manchester,6.0,F
23.0,No,8.41541821497053,3872.978310078627,Married,Rural,0.7570941259309653,Graduate School,New Castle,5.0,M
27.0,No,6.065468997971948,4020.7581812308035,Single,Suburban,0.9104038312520543,High School,Manchester,7.0,M
29.0,No,4.367215953031939,6406.855621545453,Married,Rural,0.014833977780051133,High School,Manchester,4.0,M
29.0,Yes,6.482143712848025,3273.444225956465,Divorced,Rural,-0.17617952172842904,High School,New Castle,3.0,M
36.0,No,3.8363860024548826,6635.437861871192,Single,Suburban,0.6132037321748013,High School,Manchester,5.0,F
26.0,No,5.610418140655595,5540.909619389917,Married,Rural,0.6143079194732648,Graduate School,London,3.0,M
23.0,Yes,5.225240834776562,6772.768191539795,Divorced,Suburban,-0.41339287841165184,Graduate School,New Castle,4.0,M
30.0,Yes,6.2850559476714265,4247.9392093276965,Married,Urban,-0.001731087998658093,Graduate School,Manchester,3.0,F
31.0,No,7.171219807579396,3861.62595567858,,Suburban,0.36775459031030694,High School,New Castle,5.0,F
35.0,Yes,4.43545300955158,3594.1739849699143,Divorced,Urban,0.11544018706546033,Graduate School,Manchester,3.0,M
28.0,Yes,3.11071844348934,5757.986779599815,Married,Urban,0.24098958620067273,College,Manchester,7.0,M
19.0,No,6.582400842946791,4467.867228044781,Married,Rural,0.6196903357558745,Graduate School,New Castle,4.0,M
33.0,Yes,5.208521663225972,2345.3403641737104,Divorced,Rural,0.043843644455261385,Graduate School,London,1.0,M
19.0,No,7.568222868446737,3632.340314225647,Married,Rural,0.4545445344897175,Graduate School,London,5.0,M
28.0,Yes,5.30040862993536,5099.428193085128,Divorced,Urban,0.5569551070900847,Graduate School,London,5.0,M
40.0,No,9.211019862907309,2705.5248818044206,Married,Rural,0.6189487327983509,College,London,6.0,F
32.0,Yes,3.8892515216515027,4898.8189076609415,Single,Urban,0.039300500278024814,Graduate School,London,4.0,M
42.0,Yes,4.232190981899636,3541.765995779161,Single,Urban,0.0765028578974373,College,New Castle,2.0,F
32.0,No,4.796944615465366,6474.197019865313,Married,Rural,0.0994160492218613,College,Manchester,2.0,F
26.0,Yes,6.849280584305351,3421.5215758958984,Divorced,Urban,-0.5450116505852146,High School,London,1.0,M
19.0,No,8.922320807170566,3556.146389221931,Divorced,Rural,0.9590791788702138,College,London,6.0,F
23.0,No,5.2306874375302455,4827.642404829121,Single,Suburban,-0.11400586981199312,College,New Castle,,M
35.0,Yes,4.87140794990494,5016.0121666385085,Single,Urban,0.24357740111072493,Graduate School,New Castle,5.0,M
43.0,Yes,3.612884640618092,3309.9093027617873,Single,Suburban,0.3831368625893259,High School,New Castle,6.0,F
41.0,Yes,3.5058047585459704,4888.591743600044,Divorced,Urban,-0.6105554589943515,Graduate School,London,4.0,F
24.0,No,6.296103884825568,3841.6311940719675,Single,Rural,0.40171855563302095,High School,Manchester,7.0,M
33.0,Yes,5.723819259019274,3894.3350659632843,Divorced,Suburban,-0.20384113226320372,Graduate School,Manchester,2.0,M
40.0,Yes,4.66996864865361,5001.329723362158,Married,Urban,-0.5119533679706643,College,Manchester,3.0,M
24.0,Yes,4.729640573087558,4906.308703497273,Single,Urban,0.27677760908887267,College,London,5.0,M
22.0,No,,3793.714409458626,Married,Suburban,0.5695107533099764,College,Manchester,4.0,M
43.0,Yes,2.9420576566159915,5816.840247895296,Divorced,Rural,-0.21674762396019503,College,Manchester,5.0,M
21.0,No,6.069840429870162,3607.5771544791496,Single,Suburban,-0.026741235062051366,Graduate School,Manchester,5.0,F
