Sex,Renew,Marital Status,Years after high school graduation,Location Code,Monthly Income,Education Level,Online Activity,Brand Loyalty,City,Years with Company
F,Yes,Married,27.0,Suburban,4175.747776279967,High School,5.207998305278608,0.43448009232641993,London,5.0
M,No,Married,38.0,Suburban,4882.716718671409,High School,7.33610285643144,-0.05381799219574726,Manchester,4.0
M,Yes,Single,26.0,Suburban,3571.1330196976005,High School,5.652519338325517,-0.015318809713942718,Manchester,2.0
F,Yes,Married,47.0,,2915.8637434909137,College,4.136415085243698,-0.1976456509886769,New Castle,7.0
M,Yes,,28.0,Urban,3912.4632934984456,Graduate School,4.841507690561051,0.2833282099039348,Manchester,4.0
F,Yes,Divorced,27.0,Rural,3848.804631303504,High School,6.0113349854808185,0.33361122873173993,London,3.0
M,No,Married,30.0,Rural,5223.745180720901,College,7.876547665450343,-0.15876090972535367,London,3.0
F,Yes,Divorced,28.0,Urban,3806.571976983089,Graduate School,5.720370126735699,-0.8522367182842627,New Castle,5.0
M,Yes,Single,32.0,Suburban,3529.7340631316215,Graduate School,4.554390610554726,0.7637866270251071,New Castle,1.0
M,Yes,Single,29.0,Rural,4925.234105200411,High School,4.632543020499972,0.6762206049441176,London,5.0
M,No,Married,29.0,Rural,4975.202791696456,High School,6.0253689923974125,-1.0637853950878395,London,5.0
F,Yes,Married,24.0,Suburban,3931.769972410123,College,4.599979421899721,0.4529171401692687,London,3.0
F,Yes,Single,40.0,Urban,3305.249373046995,Graduate School,7.053047214626876,0.2605544721518199,Manchester,2.0
M,Yes,Divorced,21.0,Urban,4658.448183489866,Graduate School,7.56140623836684,-1.024629224672063,Manchester,5.0
F,Yes,Single,25.0,Rural,4172.615103174164,College,5.622159779483225,-0.10821365163694717,Manchester,4.0
M,Yes,Single,35.0,Urban,4262.714358366639,College,5.578457807344606,0.11206676742856607,New Castle,4.0
F,Yes,Divorced,13.0,Urban,4223.090171956393,College,5.408771946292733,-0.08415285144269961,New Castle,5.0
M,Yes,Divorced,23.0,Urban,4280.199473507741,Graduate School,3.6292760188910704,0.7412099003036912,Manchester,3.0
M,Yes,Divorced,21.0,Rural,4187.767487515496,Graduate School,5.538983989167752,0.25692172944749075,London,6.0
F,Yes,Divorced,33.0,Suburban,4001.983887288673,College,6.017021005241244,0.03201062263239513,London,4.0
F,Yes,Single,34.0,Urban,3999.671756319308,High School,4.907736452564704,-0.6485801489689894,Manchester,4.0
M,No,Divorced,21.0,Rural,5113.926060180083,College,8.051075507002295,0.353179477609114,New Castle,5.0
,Yes,Single,38.0,Rural,3871.2514850331063,High School,6.014640955975153,-0.37894694755265584,London,4.0
F,No,,46.0,Rural,2807.8342000247985,High School,4.170283241212375,0.44161203240086455,New Castle,5.0
F,Yes,Divorced,42.0,Suburban,3456.399354307215,High School,4.817442938379557,-0.15356718090536303,London,7.0
M,No,Single,36.0,Rural,4704.558998069421,Graduate School,8.015628323921165,0.11761072290371496,London,3.0
M,Yes,Married,19.0,,3982.6422068735565,High School,5.460718060788476,0.25497713291330737,New Castle,2.0
F,Yes,Single,24.0,Urban,4652.536704888817,College,6.15475815488533,0.0847381768699455,New Castle,4.0
M,No,Divorced,35.0,Suburban,4191.32155707672,Graduate School,5.369451308688119,0.15925202823946338,Manchester,7.0
F,Yes,Divorced,17.0,Urban,4332.029316974413,College,7.032874071926369,-0.9751314483361385,London,4.0
F,No,Divorced,20.0,Rural,5074.198594787171,Graduate School,5.52197618037944,0.5366464278774924,London,6.0
M,Yes,Married,22.0,Urban,3828.936581903975,Graduate School,7.978177657071029,-0.18006631535914605,Manchester,3.0
F,No,Divorced,38.0,Suburban,3529.2648232006604,College,4.706964569763821,-0.3975637114369628,New Castle,4.0
F,Yes,Divorced,30.0,Urban,4891.738237152233,Graduate School,6.421208800351685,0.11229008956888653,London,5.0
F,Yes,,36.0,Urban,3760.550871440154,Graduate School,3.085957453036308,-0.12303296130900018,Manchester,3.0
M,Yes,Divorced,26.0,Suburban,4863.689975930211,College,6.735101024842783,-0.22842989476991665,London,2.0
F,No,Married,44.0,Rural,3250.947653098254,College,5.316177121343358,0.07862566837190171,Manchester,5.0
F,Yes,Divorced,45.0,Urban,3666.3239027208892,High School,6.8135857751102025,-0.13187009630342944,Manchester,7.0
F,No,Married,13.0,Suburban,5601.572143097544,Graduate School,5.956842281539765,0.14763564065624243,Manchester,3.0
F,No,Married,40.0,Rural,2968.980320688198,Graduate School,4.990712308974966,0.8735255839850129,New Castle,1.0
F,Yes,Single,48.0,Suburban,2192.6713249396357,College,,0.5962678466447363,Manchester,5.0
F,No,Divorced,24.0,Suburban,5833.626997634204,Graduate School,5.852261711554853,,New Castle,7.0
M,No,Married,32.0,Rural,5073.877649997883,High School,6.918518710382514,,Manchester,3.0
M,Yes,Divorced,,Suburban,3229.958307025432,College,3.2978790822989303,0.4671936032251996,Manchester,2.0
M,Yes,Divorced,43.0,Urban,2861.0145640638757,High School,4.697531460348527,0.2049240476737179,Manchester,6.0
F,Yes,Single,39.0,Urban,2956.069726809288,College,5.948489042675315,-0.2724797813098883,New Castle,
F,Yes,Single,29.0,Rural,4810.588224704257,College,4.869627615741697,,New Castle,2.0
M,No,Married,38.0,Urban,4989.358929367063,High School,5.844779532476424,0.9095132344519944,Manchester,5.0
F,Yes,Married,32.0,Urban,4105.128227974186,College,5.421208929647042,0.2151267815897484,London,4.0
M,Yes,Divorced,29.0,Urban,3062.805376937876,Graduate School,4.0486215411452156,0.6506393802045453,New Castle,4.0
M,Yes,Married,24.0,Suburban,4798.6329711667795,College,5.867445540166665,-0.24199783380575626,Manchester,5.0
F,Yes,Divorced,46.0,Urban,3198.9604353791847,Graduate School,6.366408917954592,0.7208021973345355,New Castle,5.0
F,Yes,Single,22.0,Urban,4293.274007013104,High School,4.144382285085625,-0.3327345419324083,New Castle,3.0
M,No,Married,39.0,Suburban,5513.50198786491,Graduate School,7.467110794071399,-0.12634516262391352,London,3.0
M,,Married,18.0,Rural,6043.432062933754,Graduate School,9.576252396087499,-0.25710636367205386,London,2.0
F,No,Married,26.0,Rural,6449.260366190159,High School,7.7568218432461435,0.42050121287367637,Manchester,2.0
M,No,Single,37.0,Suburban,3136.80645125407,College,5.506765164368559,-0.4509785173359564,New Castle,3.0
F,Yes,Single,34.0,Urban,4524.377018428501,High School,5.020898125995297,-0.029650573520703306,Manchester,1.0
F,Yes,Married,28.0,Rural,3212.373403730539,College,4.783115503784231,0.09966288359319224,New Castle,4.0
M,Yes,Single,26.0,Urban,3333.294606798716,High School,5.474498843980232,0.4970105138126836,London,3.0
F,Yes,Divorced,27.0,Suburban,3879.5432198912035,Graduate School,5.6306805054046825,0.17065532077011036,London,3.0
M,Yes,Single,38.0,Suburban,4187.16647516521,High School,6.594603173821934,-1.1624105691122322,London,7.0
F,Yes,Divorced,29.0,Suburban,4100.046704782766,High School,4.844303133536277,0.060466135862928275,Manchester,3.0
M,Yes,Divorced,30.0,Suburban,3591.5362682244704,High School,5.650446612614813,0.785303303717085,Manchester,6.0
F,Yes,Divorced,15.0,Suburban,4059.9224767812166,High School,3.1667481162361732,1.257944569712796,London,4.0
M,No,Married,27.0,Rural,4491.2366637992955,College,4.180129855378999,-0.08916534583516532,New Castle,5.0
M,Yes,Divorced,27.0,Urban,3935.680756246995,College,5.598480706028671,0.08192549604365008,Manchester,3.0
M,Yes,Divorced,25.0,Suburban,4191.184756844202,College,3.467196249287402,0.1300403282823968,Manchester,1.0
M,No,Married,36.0,Rural,3696.116943674435,College,5.610198401527484,-0.2181493394738309,London,4.0
M,No,Divorced,29.0,Rural,5370.960825536612,High School,6.9215866706536735,0.22763020899146771,London,6.0
F,Yes,Married,24.0,Urban,4488.528330966527,Graduate School,4.4023744486271195,0.32898157181837967,London,4.0
M,Yes,Divorced,25.0,Urban,4307.864664898838,College,5.324187799166973,0.12134098715706554,London,4.0
M,Yes,Divorced,7.0,Suburban,4119.093904647982,College,4.01144239931507,-0.2716164793091752,London,6.0
F,Yes,Divorced,26.0,Suburban,3839.9289559342715,College,5.08190969184525,-0.4879703719109502,Manchester,5.0
M,Yes,Married,22.0,Suburban,3524.5379165711347,College,4.439647354136091,-0.3594180425996053,London,7.0
F,Yes,Married,27.0,Urban,4994.336737827634,Graduate School,4.00426711004361,0.4813503606183209,London,2.0
F,Yes,Single,19.0,Urban,4541.090993305624,Graduate School,5.452399135091027,1.1561500106691474,Manchester,7.0
F,No,Married,24.0,Suburban,6741.244128026225,Graduate School,9.387901815360436,-0.7771081024423747,New Castle,5.0
M,Yes,Divorced,28.0,Suburban,3925.6459973522747,Graduate School,5.703962311801883,-0.893995856594691,Manchester,4.0
M,No,Married,22.0,Rural,5440.692960463692,Graduate School,8.092703183806922,0.517479603937657,London,5.0
M,No,Divorced,30.0,Suburban,4683.543203660932,College,8.136846154561999,0.2646293428787563,Manchester,3.0
M,Yes,Divorced,20.0,Urban,3900.7782442032267,College,6.798367340149979,-0.4203047663031102,New Castle,4.0
M,Yes,Divorced,38.0,Urban,2829.1428554200384,College,8.259436937741162,-0.5214729603302195,Manchester,5.0
M,Yes,Divorced,47.0,Urban,4595.831288254008,College,4.549951885157921,0.08754014235885409,Manchester,1.0
M,No,Married,12.0,Rural,6358.096161491549,High School,7.900438508174759,0.3474483567889823,New Castle,5.0
M,No,Married,32.0,Suburban,2567.7235794805997,Graduate School,4.644653523746062,0.4110398656455487,London,
M,Yes,Single,22.0,Suburban,4569.876387737112,High School,5.212081520655657,0.2555903141618382,New Castle,5.0
M,No,Single,38.0,Rural,3453.4494625865336,Graduate School,6.7273255963300524,-0.45846672463498184,New Castle,3.0
M,Yes,Divorced,45.0,Rural,3876.626681603085,Graduate School,6.327749088776119,-0.9495629195869154,London,3.0
F,Yes,Married,29.0,Urban,3554.3468905826558,Graduate School,8.079840605806424,-0.3954730075023459,New Castle,6.0
F,No,,24.0,Suburban,5668.903879533087,High School,8.018503737769606,0.17259154292589166,New Castle,4.0
M,Yes,Divorced,25.0,Urban,3549.434130993791,High School,5.066163607761828,-0.5200284266642228,New Castle,2.0
F,No,Single,28.0,Rural,5212.187661137106,High School,8.046311113170994,-0.11167722157950147,Manchester,3.0
F,No,Married,6.0,Rural,6069.1061912404475,Graduate School,7.952107763253541,0.15240077023785056,Manchester,6.0
F,Yes,Divorced,19.0,Urban,3755.758781012811,College,4.972770988620552,-0.4868367357796969,London,3.0
M,Yes,Single,36.0,Urban,3947.377186114409,Graduate School,5.862240001031829,-0.355294222256153,London,
F,Yes,Married,12.0,Urban,5525.896420342183,College,4.586952036482945,0.44724803577510064,New Castle,6.0
F,Yes,Divorced,22.0,Urban,3211.5611179240377,College,5.160440332853337,-0.2880813846541858,London,5.0
M,Yes,Single,12.0,Suburban,4195.980886752405,College,6.097181619506235,0.6485642743831881,Manchester,7.0
M,Yes,Married,19.0,Urban,4744.935430584017,Graduate School,4.5796573233738265,-0.2907655178403438,Manchester,2.0
M,Yes,Divorced,24.0,Urban,4297.1547807557245,High School,6.316920922475303,-0.15402264634868099,Manchester,6.0
F,Yes,Divorced,33.0,Urban,2819.8078891494133,College,3.321043669081743,-0.8176175455373119,New Castle,5.0
F,Yes,Divorced,41.0,Urban,2948.140152471773,Graduate School,8.220624250688013,-0.6191870444861959,New Castle,6.0
M,Yes,Single,39.0,Urban,3369.2474723620553,Graduate School,5.812367149255391,-0.09214542369771021,London,2.0
F,Yes,Single,39.0,Urban,3009.4993043659188,High School,7.390685205207514,0.4549790949342787,New Castle,4.0
F,Yes,Single,26.0,Urban,4659.373350246195,College,4.553093410064552,0.17926021067549583,New Castle,2.0
M,Yes,Divorced,23.0,Suburban,4197.186623965961,College,6.131185776334895,0.08016145941579655,New Castle,7.0
M,No,Married,31.0,Rural,3414.6145308735104,Graduate School,4.454873647613634,-0.3260855575604288,New Castle,4.0
F,Yes,Divorced,28.0,Urban,3896.17650086075,High School,3.3153470402898786,0.11815920709036853,London,3.0
M,Yes,Divorced,32.0,Suburban,1968.1026709415391,College,5.006119371185407,0.8054826234962323,New Castle,6.0
F,No,Married,24.0,Rural,5058.283770768789,Graduate School,7.915680080647984,-0.1332786826423122,London,5.0
F,No,Divorced,42.0,Suburban,4655.830948182911,College,5.049508865306851,0.6747700456674186,New Castle,5.0
M,Yes,Divorced,29.0,Suburban,3293.6797288459948,College,8.092807552874321,0.14296077387616823,Manchester,9.0
F,Yes,,14.0,Suburban,4453.709997987121,High School,5.802655995158676,0.10097217727225445,New Castle,6.0
M,Yes,,34.0,Urban,4100.89944797175,Graduate School,8.492520873485182,0.01846073372982141,Manchester,4.0
F,No,Single,34.0,Rural,4295.575459819319,High School,7.5126945828854765,0.7400738535573821,New Castle,3.0
F,Yes,Single,34.0,Suburban,3844.6407089511167,College,4.469099095480359,0.5774205994626351,London,5.0
F,Yes,Single,22.0,Suburban,3787.240363774582,High School,5.6118497575304,-0.08097859863873698,New Castle,4.0
M,No,Single,40.0,Suburban,4608.025505463136,High School,5.416868805816441,0.04778013719099917,Manchester,3.0
F,Yes,Single,40.0,Rural,4261.969158598663,High School,7.746941468352885,0.15898136663901113,Manchester,4.0
,Yes,Single,15.0,Rural,5074.975511847577,Graduate School,4.674719019786075,0.2753533900513959,London,5.0
M,Yes,Single,21.0,Urban,4208.313889348817,College,5.248506197280647,-0.9280081682096776,London,2.0
F,No,Single,29.0,Rural,5551.636184265985,College,7.009968442837033,-0.29889129550361576,London,3.0
M,Yes,Married,,Urban,4892.026778680397,High School,6.059799526436215,1.0556670080273731,Manchester,0.0
M,Yes,Married,39.0,Urban,3292.586061852534,Graduate School,7.602245623512951,0.230610891394241,New Castle,4.0
F,No,Single,16.0,Rural,4987.957751651794,Graduate School,6.026991497448917,-0.3867021478138944,Manchester,5.0
M,Yes,Married,33.0,Urban,3388.988953128107,High School,6.2927812675069426,0.9006188508333091,London,5.0
M,Yes,Single,38.0,Suburban,2773.262117602322,Graduate School,3.7024146161727685,0.2534871293727329,New Castle,3.0
M,Yes,Divorced,14.0,Urban,3878.4143344909926,College,4.416241578944717,0.1125860906551957,Manchester,5.0
M,Yes,Single,39.0,Rural,4142.5638194451785,Graduate School,,-0.1419653075729631,New Castle,4.0
M,No,Married,30.0,Suburban,4439.973797114405,College,7.60725309309151,-0.3838535031950595,New Castle,3.0
F,No,Divorced,51.0,Rural,3541.7567754427755,,7.072057937855058,0.11600432355086429,Manchester,3.0
M,Yes,Single,44.0,Urban,3439.3406671728185,College,6.190400024525485,-0.375606549590472,London,
M,Yes,Single,34.0,Suburban,3624.8926359131115,Graduate School,2.7974701371650044,0.3510708483204787,London,3.0
M,Yes,,24.0,Suburban,4624.92906783139,Graduate School,4.751482900857599,0.08733561354748007,Manchester,3.0
F,No,Married,37.0,Rural,3198.197532827582,College,5.6857331011266865,-0.6618545819529508,New Castle,4.0
M,No,Single,30.0,Suburban,5637.250320483567,College,6.42017488772628,0.19201831816009085,London,4.0
M,No,Married,25.0,Suburban,5346.132367023247,Graduate School,7.50722082034829,-0.13622910178994124,New Castle,5.0
M,Yes,Divorced,29.0,Urban,,High School,3.7654739209749835,-0.20482820074338634,New Castle,2.0
M,Yes,Single,34.0,Urban,4470.576690687338,College,5.984169534391823,0.4122071816445809,New Castle,2.0
F,Yes,Divorced,19.0,Urban,3620.9221160239676,High School,5.891942074645318,-0.33917385852294735,New Castle,3.0
M,Yes,Divorced,30.0,Suburban,4398.278282419146,College,6.382704475017279,,New Castle,4.0
F,Yes,Single,16.0,Urban,3730.0752291784297,College,3.5186948061882606,0.4987989867661793,Manchester,4.0
M,No,Married,31.0,Suburban,5298.282724283553,College,6.953191734013226,0.1697017120175269,Manchester,4.0
F,No,Married,23.0,Rural,5867.765113782683,High School,5.894113618712794,-0.6605065848517084,New Castle,5.0
F,Yes,Divorced,26.0,Rural,2826.963800066985,High School,5.4934000222248445,-0.41527719893175513,Manchester,7.0
M,Yes,Single,40.0,,3240.1726881552695,High School,3.263598208704352,0.4075886347899519,Manchester,2.0
F,Yes,Divorced,26.0,Rural,4230.9057852585665,Graduate School,6.520909573394416,0.49902727345312514,London,4.0
F,Yes,Divorced,26.0,Urban,3815.04796270097,High School,6.095252040789019,0.45540541831075326,New Castle,6.0
M,Yes,Divorced,29.0,Urban,3226.570185281904,,3.5562473217530455,0.8423388940119388,Manchester,3.0
M,No,Married,31.0,Rural,3521.897082391563,Graduate School,6.444332684712215,-0.12963718641903882,New Castle,1.0
M,Yes,Divorced,23.0,Urban,4371.011853097464,College,3.724153302230428,1.1130287011991364,New Castle,2.0
M,Yes,Divorced,22.0,Urban,3768.709189177115,High School,4.128814805661579,0.33468700177554506,Manchester,3.0
F,Yes,Divorced,32.0,Suburban,3695.562994958471,College,5.6744871436544395,-0.049323963018105925,New Castle,4.0
M,Yes,Divorced,24.0,Rural,4179.262016745991,Graduate School,4.37033524405045,0.05254522703552472,New Castle,4.0
M,Yes,Married,35.0,Suburban,3844.5592442249517,High School,5.921671637057223,0.2463709413217472,Manchester,5.0
F,No,Married,25.0,Rural,5188.135834544847,High School,6.341331409430699,0.2731752443315369,London,5.0
M,Yes,Married,35.0,Suburban,4586.4907924751315,College,5.0286649834373485,-0.09924040118385324,Manchester,2.0
M,Yes,Divorced,23.0,Suburban,4971.350653926892,College,7.672889648699288,-0.1318670521951829,New Castle,2.0
F,Yes,,41.0,Urban,4035.44480679392,College,6.90624071785794,-0.05977436869344287,New Castle,4.0
M,Yes,Divorced,39.0,Urban,3552.1766487294003,College,5.484269424772678,-0.24147831065477726,Manchester,1.0
F,Yes,Single,34.0,Rural,4342.018877065332,High School,8.755016447221312,-0.16367002179915816,Manchester,4.0
F,Yes,Divorced,36.0,Suburban,3995.5393668461325,Graduate School,,0.32939719411564716,New Castle,7.0
,Yes,Married,42.0,Suburban,3708.585681550148,High School,4.2905699169423634,-0.4978180220584196,Manchester,3.0
F,Yes,Single,28.0,Urban,,,5.626872534522338,-0.15709361372996503,Manchester,3.0
F,No,Divorced,30.0,Rural,6031.981827917582,High School,8.338436481550353,1.1397538433428056,London,5.0
M,Yes,Divorced,26.0,Rural,3309.790673222239,College,4.21330500149576,0.5176306993909047,London,4.0
F,Yes,Divorced,28.0,Urban,6202.765400268896,High School,7.975134025350874,-0.5216142582259069,London,5.0
M,Yes,Married,41.0,Urban,4333.483600630349,High School,4.543690266979142,-1.1861726570162239,Manchester,3.0
M,Yes,Married,29.0,Rural,4524.3253289697395,Graduate School,5.34232573086625,-0.6249426511199772,New Castle,4.0
F,Yes,,23.0,Urban,3777.007242243297,High School,4.277883843838902,1.102700697451743,London,2.0
M,Yes,Divorced,31.0,Rural,3590.1722898686285,College,7.317783075010561,0.18104304550251685,Manchester,2.0
F,No,Married,35.0,Rural,5105.111551788254,Graduate School,4.998687039325287,0.22996776036526223,London,5.0
M,No,Married,34.0,Suburban,4343.819934690841,College,6.923507579330094,0.8502281369713622,New Castle,1.0
M,Yes,Single,34.0,Urban,3926.686945004072,College,5.0775900361701805,0.05977775594698287,London,3.0
F,No,Married,25.0,Rural,3195.1051660977896,Graduate School,4.411785981456099,-0.41090212545058513,London,5.0
M,No,Divorced,21.0,Rural,3953.4532240050644,High School,5.3217687775274936,0.03859139391415309,,5.0
M,Yes,Single,31.0,Rural,4149.453760514948,College,6.8737225439891265,-0.42436380478036445,London,4.0
F,Yes,Divorced,42.0,Suburban,4197.435018944795,Graduate School,6.642941663718099,0.9628001854011158,London,4.0
F,Yes,Divorced,19.0,Urban,5199.089135167049,Graduate School,4.614552165738576,0.6555571263298156,London,5.0
M,Yes,Divorced,42.0,Suburban,4142.995319407415,Graduate School,4.923323504641356,-0.009354070588313508,New Castle,3.0
F,No,Single,33.0,Rural,4263.248238305984,College,5.791352326253183,0.4983467736755669,Manchester,6.0
F,Yes,Single,34.0,Urban,4311.75211510276,College,4.021137254315654,0.23361914896952027,New Castle,5.0
F,No,Married,,Rural,5264.617926207059,High School,6.106561580790472,0.10993048592932766,London,6.0
F,Yes,Divorced,19.0,Urban,3689.3922900864836,College,4.387301036567802,-0.41721356900451995,Manchester,5.0
M,No,Divorced,34.0,Rural,4493.333796465704,Graduate School,5.874632286358874,-0.9079025557678397,London,5.0
F,Yes,Married,23.0,Suburban,3869.542308638504,Graduate School,5.960620155950774,0.7492953328136966,Manchester,5.0
M,No,Divorced,38.0,Suburban,,Graduate School,6.486361556578249,0.0663251181395754,Manchester,4.0
F,Yes,Single,34.0,Suburban,3789.7042267767533,Graduate School,4.547806310747241,-0.49448423027338856,London,6.0
M,Yes,Single,15.0,Suburban,3467.1099832029045,High School,5.656634283486586,0.31357174994145415,New Castle,7.0
M,Yes,Single,35.0,Urban,3804.728967725116,College,6.069243742142825,-0.20350827504279517,Manchester,6.0
M,Yes,Single,35.0,Suburban,2935.9007719046576,High School,6.000163339944499,0.10325771315248797,London,4.0
M,Yes,Divorced,32.0,Urban,3482.507756133159,High School,3.5488653439552396,0.257865461337233,New Castle,1.0
F,Yes,Divorced,5.0,Suburban,4481.567130931323,Graduate School,4.043601858272321,0.48669572251125626,London,6.0
M,Yes,Divorced,35.0,Urban,3354.8072368852154,College,6.4576080741302055,0.5933995536529557,New Castle,3.0
F,Yes,Single,21.0,Urban,4521.99225560792,College,6.72180047871386,1.1128738079645275,Manchester,6.0
F,Yes,Divorced,28.0,Suburban,3564.840760098739,High School,5.21314439739091,-0.11859517606356844,New Castle,4.0
F,No,Divorced,32.0,Rural,6579.008153213691,College,6.312090292461585,0.8751188291829759,Manchester,6.0
,Yes,Divorced,23.0,Urban,4163.7017318343405,High School,7.458591076491796,,Manchester,6.0
M,Yes,Single,38.0,Urban,4110.387393960188,High School,7.677333704082349,0.30889877157157686,New Castle,9.0
F,Yes,Married,31.0,Suburban,5348.205092387983,High School,7.667979854094716,-0.39260049725500246,Manchester,2.0
M,Yes,Divorced,19.0,Suburban,4106.879987587742,Graduate School,6.213940718590774,-0.38817479218309303,New Castle,7.0
F,Yes,Divorced,17.0,Urban,4327.00624243536,College,5.9226455613570765,-1.1647172534109422,Manchester,6.0
F,No,Divorced,23.0,Urban,5318.3680410393445,College,7.658986195266955,0.1122838451583614,,4.0
F,No,Married,31.0,Urban,5478.538770977714,High School,6.377411900934459,0.20164322930328055,New Castle,3.0
M,No,Divorced,36.0,Rural,3631.4670668658027,College,5.932041519274354,-0.029965387216295276,Manchester,2.0
M,Yes,Divorced,36.0,,3718.452739656682,High School,6.415845649502978,-0.39523397155802903,New Castle,5.0
M,Yes,Divorced,23.0,Urban,3867.3890666449315,High School,4.979948723790565,0.45764843971013147,London,5.0
M,Yes,,19.0,Urban,4389.862773839212,Graduate School,5.58305025262081,0.497604120436273,New Castle,4.0
,Yes,Divorced,20.0,Urban,3782.5170414647328,Graduate School,3.706718212906342,0.12291765022671056,Manchester,5.0
M,Yes,Single,40.0,Urban,3979.5354668718433,Graduate School,5.447935504828992,-0.27745509701008686,New Castle,4.0
F,Yes,Single,27.0,Suburban,4709.202011334406,College,5.235841899449799,-1.1434511839813921,London,2.0
F,No,Married,42.0,Urban,3005.422439422205,High School,3.942315663328727,0.34131665934350375,New Castle,6.0
M,No,Divorced,43.0,Urban,3543.098711481667,College,7.248845030636916,0.5609442488359704,New Castle,2.0
M,Yes,Married,37.0,Urban,,College,6.588687380956126,0.2363036960313919,New Castle,4.0
M,Yes,Single,16.0,Suburban,5403.289060709882,Graduate School,3.984961368227791,-0.4169343860321808,New Castle,4.0
F,No,Married,25.0,Rural,4583.190900971822,Graduate School,6.351692230329795,,New Castle,4.0
F,Yes,Married,29.0,Suburban,3011.8185163184166,College,5.347499542789623,0.9691741037577597,Manchester,4.0
M,No,Married,36.0,Suburban,4275.004118301762,Graduate School,5.822309490649434,0.7951639282420789,London,3.0
M,Yes,Divorced,21.0,Urban,4779.420452002395,Graduate School,5.1033199446748565,-0.07143900210065426,London,3.0
F,Yes,Divorced,13.0,Suburban,4286.673859174584,College,4.552455356544531,-0.2575846143102237,New Castle,4.0
M,No,Married,32.0,Suburban,5164.486143980345,College,7.845200202623774,0.3958600354259012,Manchester,6.0
F,Yes,Married,37.0,Urban,3352.4314574845757,Graduate School,1.6292268902892966,-0.3971339101963699,New Castle,3.0
F,Yes,Single,23.0,Urban,4052.9816839032737,College,4.654241693504203,-0.7743628115112787,New Castle,4.0
M,Yes,Single,15.0,Suburban,4220.858859549631,College,4.494539545416963,0.08576841880681414,London,8.0
F,Yes,Single,15.0,Urban,4101.240949495702,Graduate School,3.206245995825128,-0.4644036594575882,Manchester,5.0
F,Yes,Married,27.0,Suburban,4291.381157482181,Graduate School,6.784823589082512,0.5505806998567706,New Castle,4.0
F,Yes,Single,27.0,Suburban,3911.8617850637297,College,4.872886139801457,0.28895763193174806,Manchester,2.0
F,Yes,Single,12.0,Urban,4306.070750619756,College,3.821332945953992,0.3652341018789272,London,5.0
F,Yes,Divorced,27.0,Suburban,3685.8243341890925,High School,6.0742672161517985,0.34459446510736647,Manchester,10.0
F,No,Divorced,43.0,Suburban,4777.173492632949,College,7.175870930067891,-0.30413753886492534,Manchester,3.0
M,Yes,Single,35.0,Urban,3863.23076780715,College,2.4647744874207294,0.2525502650120169,London,2.0
M,No,Married,45.0,Rural,2850.737872917841,High School,4.278676709042998,0.6221611559613507,London,2.0
M,Yes,Divorced,25.0,Urban,4347.454288794186,College,3.4233693293832332,-0.42378301089473547,Manchester,4.0
F,No,Divorced,31.0,Rural,5294.3962232838385,College,6.77011300844168,-0.072983321166283,London,3.0
M,Yes,Divorced,38.0,Rural,3409.176078495673,College,5.272237275805341,0.47871190264116564,New Castle,6.0
M,No,Married,33.0,Rural,4604.520956960724,Graduate School,6.342402742756715,0.2289610406778929,New Castle,4.0
M,Yes,Divorced,20.0,Urban,4558.445923263981,High School,4.943642509305066,0.07589623212594149,,2.0
F,Yes,Divorced,29.0,Urban,2817.9852716255673,College,1.6108743670251986,0.18626015194610226,Manchester,4.0
M,Yes,Married,24.0,Urban,4157.953446726268,Graduate School,7.65038984579414,-0.1487701855412338,New Castle,3.0
F,No,Married,27.0,Urban,5043.849312305028,College,5.603774303388155,-0.04588203765518762,Manchester,4.0
F,Yes,Married,25.0,Rural,3280.11313622752,Graduate School,5.359553989286353,0.0543391523158572,London,6.0
F,No,Married,18.0,Suburban,5582.913058956261,College,7.417207638097885,-0.4054397715915686,London,3.0
F,No,Divorced,26.0,Urban,4905.804637480436,High School,5.837495871248135,-0.056949571509731484,New Castle,5.0
F,Yes,Single,14.0,Urban,4389.947708214455,High School,3.6584480572182674,-0.6314645832152742,New Castle,3.0
F,Yes,Married,29.0,Urban,4483.617300425097,High School,4.352159326666148,-0.38886771725096897,London,3.0
F,Yes,Divorced,18.0,Suburban,3793.055782687804,Graduate School,,-0.18479894202891148,London,5.0
M,No,Divorced,30.0,Rural,3260.578597977291,High School,5.686061780664177,0.19377289660670738,Manchester,1.0
F,Yes,Single,27.0,Urban,4495.322182229197,High School,5.349045071580547,0.23584216025614513,London,2.0
F,Yes,Married,19.0,Suburban,4830.686267047308,,6.040435760560663,-0.3873827591256695,,3.0
F,Yes,Divorced,36.0,Urban,4076.55153047046,Graduate School,5.418975663729781,0.8331289741051802,Manchester,1.0
M,No,Married,36.0,Rural,5565.5794681985035,High School,,-0.031377948924843795,London,
F,No,Single,32.0,Rural,5893.979767840003,College,5.830405435910864,-0.08978019334424357,Manchester,4.0
M,Yes,Single,50.0,Suburban,2852.8654599371653,Graduate School,4.542740442740909,-0.7451349734248874,New Castle,2.0
F,Yes,Single,20.0,Urban,5192.934364930765,Graduate School,6.8931406380462255,0.30013456368660474,London,3.0
F,Yes,Divorced,49.0,Suburban,4218.554971575699,College,6.417023380716924,0.5032904330763251,London,2.0
