Marital Status,Gender,Age,Brand Loyalty,Renew,Location Code,Hours Online,Education Level,City,Months with Company,Monthly Income
Divorced,Male,47.0,0.4155988141448979,Yes,Suburban,5.724131908424513,High School,Udon,81.0,5458.493711908742
Single,Female,50.0,0.5065710320725132,Yes,Rural,5.953335832322273,Graduate School,Khon Kaen,42.0,5080.322457282974
Married,Male,50.0,0.6868763889813199,Yes,Urban,7.332401445103474,College,Udon,60.0,4853.465078491164
Single,Female,69.0,-0.44389384038866664,Yes,Urban,7.343775990291816,Graduate School,Khon Kaen,48.0,3245.3654413088516
Divorced,Male,28.0,-0.6711290684190049,Yes,Rural,3.652964746238384,High School,Udon,67.0,3932.519791788279
Divorced,Male,46.0,0.3759848375822853,No,Rural,6.763970796055592,Graduate School,Mahasarakam,72.0,3820.6450698464123
Single,Male,49.0,-0.023004490995881588,Yes,Urban,5.495629529222015,Graduate School,Mahasarakam,80.0,4828.4019611847525
Divorced,Female,66.0,0.2409121847858434,Yes,Urban,5.844170146114853,Graduate School,Mahasarakam,52.0,4110.711888477741
Married,Female,,0.0580244191572771,No,Rural,5.285934595094456,High School,Udon,58.0,3456.7248380685905
Single,Male,70.0,-0.09012548187942687,Yes,Urban,7.7442148632232755,Graduate School,Mahasarakam,61.0,3569.294663341551
Married,Female,45.0,0.5328754292989657,No,Suburban,4.346150552206933,Graduate School,Udon,73.0,2719.7375946141788
Single,Male,54.0,0.529209655714323,Yes,Suburban,5.994035798814199,College,Udon,51.0,5367.4864834285045
Married,Female,66.0,0.3330990761318925,Yes,Suburban,9.185061586833502,College,Khon Kaen,39.0,3336.138656665841
Single,Male,42.0,0.38798896473917277,No,Suburban,6.434120074132473,Graduate School,Khon Kaen,90.0,4105.581202285465
Married,Female,51.0,-0.2326863611358989,Yes,Suburban,6.163334862458537,College,Udon,66.0,3886.803773345832
Divorced,Male,45.0,-0.4809618730015883,Yes,Urban,5.571073797462354,Graduate School,Mahasarakam,,4595.887866448888
Divorced,Male,61.0,-0.09847092722403866,No,,5.5681636112117765,High School,Khon Kaen,63.0,7216.713460913206
Divorced,Male,52.0,-0.07294394218813366,No,Suburban,5.921370965732408,Graduate School,Mahasarakam,81.0,5620.454924507663
Married,Male,47.0,-0.12827124027396752,Yes,Urban,3.2685606090094406,College,Udon,81.0,4943.4731041027435
Married,Male,53.0,0.06960621007561296,No,Rural,6.132302463184772,High School,Udon,59.0,5608.9879808663845
Single,,45.0,-0.048744605675913044,Yes,,5.1397026001122255,Graduate School,Khon Kaen,72.0,4318.124630008653
Married,Male,49.0,0.04783306495036657,No,Urban,4.760796866703325,College,Mahasarakam,82.0,3467.0602577550185
Divorced,Female,38.0,-0.44914173158658754,Yes,Rural,4.717146977963242,College,Mahasarakam,58.0,4687.989835743458
Single,Male,56.0,-0.10786659605147231,Yes,Suburban,3.789814475536723,High School,Mahasarakam,45.0,3673.743167979892
Married,Male,45.0,0.3492841320354377,Yes,Urban,4.664106260151566,College,Mahasarakam,101.0,5546.391076374601
Single,Male,53.0,-0.9182741893711353,Yes,Urban,6.391580479970127,Graduate School,Khon Kaen,51.0,3652.2732558148978
Single,Female,54.0,0.48878592677511606,Yes,Urban,7.2498844980429595,High School,Mahasarakam,58.0,5681.042910295044
Divorced,Male,42.0,0.15735715711413834,Yes,Urban,4.823663627951578,College,Khon Kaen,86.0,4797.882598285167
Single,,58.0,-0.10292426656451525,Yes,Suburban,6.086812823792087,High School,Udon,,4234.212829018004
Married,Female,46.0,-0.3062659130293369,Yes,Urban,6.000162524485591,Graduate School,Khon Kaen,45.0,3702.0224907406327
Divorced,Female,54.0,-0.04804457733021811,Yes,Rural,5.486440766749178,Graduate School,Mahasarakam,89.0,3744.9251669025816
Single,Female,56.0,-0.08912406069608547,No,Rural,5.306553873116015,Graduate School,Udon,108.0,5854.923830750108
Married,Female,42.0,0.7806981400266495,Yes,Urban,5.574926903337941,College,Udon,64.0,5842.675770748878
Single,Male,50.0,-0.17398410085839822,Yes,Rural,6.652556389518455,High School,Mahasarakam,67.0,3499.51878598672
Single,Female,56.0,-0.022833234020530474,No,Suburban,6.0660480954037475,High School,Udon,78.0,6584.961688326016
Single,Male,41.0,-0.004202933693931155,Yes,Suburban,4.874283456026883,College,Mahasarakam,30.0,4848.995102497132
Married,Female,45.0,-0.9170180274990738,Yes,Urban,4.386000369688077,College,Mahasarakam,64.0,3217.9160935135114
Single,Female,46.0,-0.47186300616834653,Yes,Suburban,6.276373930822069,High School,Khon Kaen,38.0,2709.9039073087233
Single,,58.0,0.25292035227724785,Yes,Suburban,4.758423044639494,Graduate School,Mahasarakam,58.0,4837.41085861544
Married,Female,43.0,0.29411893506989284,No,Rural,6.829583148738604,College,Mahasarakam,77.0,4436.32052213511
Married,Male,61.0,-0.491468884618508,No,Urban,6.664934056513557,High School,Khon Kaen,80.0,5829.511843622185
Married,Male,60.0,0.4876147872692606,Yes,Urban,6.034626693027821,College,Udon,65.0,4631.852673860969
Single,Male,54.0,0.05061635461510419,Yes,Suburban,7.8376616376953745,College,Udon,63.0,3166.7269338915585
Divorced,Female,39.0,-0.06466388974085069,Yes,Urban,6.040339467552289,College,Khon Kaen,41.0,4347.362260205296
Single,Female,56.0,0.4486684440085872,Yes,Urban,7.373370606184284,Graduate School,Udon,91.0,4936.318761719269
Divorced,Male,45.0,0.19699274343792111,Yes,Suburban,5.41704839413908,Graduate School,Udon,77.0,4317.551884091807
Divorced,Male,47.0,0.18744963893940045,No,Urban,6.849135581428753,Graduate School,Khon Kaen,39.0,5449.074761701389
Married,Female,51.0,-0.06842732465692736,No,Rural,6.601248647042056,Graduate School,Mahasarakam,106.0,4668.693544044662
Married,Female,56.0,-0.1136722897226618,No,Rural,5.154586698984989,College,Udon,81.0,3539.0409590629497
Divorced,Female,63.0,-0.4507954794778438,Yes,Urban,8.107475570114225,College,Udon,47.0,2476.6244802451088
Divorced,Female,46.0,-0.2839994764219329,Yes,Urban,5.778271879653108,Graduate School,Khon Kaen,75.0,5045.838609370428
Married,Male,50.0,0.29981889055865407,No,Suburban,6.737371544886555,College,Udon,41.0,4259.923998476062
Divorced,Female,49.0,0.45526736806275303,Yes,Urban,,Graduate School,Udon,64.0,6257.334763351603
Single,Female,63.0,0.24874340233305847,Yes,Urban,7.406969882985954,College,Mahasarakam,29.0,4732.935213208355
Married,Female,51.0,0.37409839014361834,No,Urban,4.491333321774601,High School,Mahasarakam,27.0,2297.4195092121086
Divorced,Male,,-0.02719707970437718,No,Rural,5.586984187593133,High School,Khon Kaen,26.0,5539.975714764916
Married,Female,57.0,0.2271807679290388,No,Rural,5.896610994202384,Graduate School,Udon,57.0,5752.76969354704
,Male,50.0,-0.22609919692951264,No,Rural,6.247589994004808,Graduate School,Udon,60.0,4975.9822009781665
Married,Male,43.0,-0.025891811653001223,No,Suburban,6.650620650266473,College,Udon,53.0,5645.82623739876
Single,Female,50.0,-0.27429702393483635,Yes,Rural,4.078117614472349,College,Mahasarakam,62.0,4317.125413567181
Single,Female,64.0,-0.05150642268939454,No,Suburban,6.237033394942244,College,Udon,40.0,7307.218901885244
Single,Female,44.0,-0.7549877433176997,Yes,Suburban,5.482583156205607,,Udon,95.0,3400.84039625297
Married,Female,59.0,0.01660817654183086,No,Rural,5.028502192628255,Graduate School,Khon Kaen,51.0,6645.471949721042
Single,Female,66.0,0.715115685993462,Yes,Suburban,7.39505591310887,College,Mahasarakam,58.0,4876.648949590881
Divorced,Male,61.0,-0.01635957324334511,No,Suburban,6.036273582306816,College,Khon Kaen,27.0,5127.354158279974
Married,Female,50.0,-0.10374119332872395,No,Suburban,6.9319304292848045,High School,Khon Kaen,30.0,6635.753294221944
Married,Female,45.0,-0.04438156223726164,No,Rural,7.128660474475628,College,Mahasarakam,53.0,4358.522608278677
Married,Male,45.0,-0.003962728551563238,No,Suburban,6.363966459900877,High School,Udon,50.0,5604.321048528408
Married,Female,58.0,0.03633443946231546,No,,4.54587098494993,Graduate School,Udon,52.0,5030.036117071564
Divorced,Female,48.0,0.1189851342556893,No,Rural,6.908080223453338,College,Khon Kaen,69.0,5616.135709407427
Single,Male,54.0,0.4004676575183237,Yes,Suburban,7.096663311174991,High School,,36.0,4488.709928185253
Single,Male,57.0,-0.1418554129506443,Yes,,5.969036199372983,College,Mahasarakam,92.0,4050.4845505061276
Divorced,Male,51.0,-0.19520157552339334,No,Rural,9.020747717246426,Graduate School,Khon Kaen,74.0,6390.55471253411
Divorced,Male,66.0,0.5081070869431412,Yes,Suburban,9.465485573903578,Graduate School,Khon Kaen,61.0,3650.5026247943542
Married,Male,43.0,0.2839325623248121,No,Suburban,5.126419126029922,Graduate School,Khon Kaen,41.0,2522.1554095185697
Single,Female,61.0,0.2604982550062288,Yes,Suburban,5.2733916530805525,High School,Udon,90.0,4158.200758018984
Married,Male,48.0,0.3685437633438447,No,Urban,4.394782942802234,,Udon,95.0,4336.557960257585
Married,Male,50.0,0.4899586916357986,No,Suburban,3.787110979732208,Graduate School,Mahasarakam,36.0,3495.0698165647063
Single,Male,56.0,-0.06142676689509058,Yes,Urban,6.518347317772248,Graduate School,Khon Kaen,51.0,2651.0403813400517
Married,Male,43.0,0.1796476897537993,Yes,Urban,8.019130038819716,,Udon,44.0,4552.671524461304
Single,Female,52.0,0.35957043594657995,Yes,Urban,6.048141516195748,High School,Mahasarakam,57.0,3393.65806897215
Divorced,Female,44.0,0.35667552570838046,Yes,Urban,6.0451295564716325,Graduate School,Udon,64.0,6417.007064684542
Divorced,Male,52.0,0.29960963392506634,Yes,Suburban,7.016197148672695,High School,,68.0,4308.032416070634
Single,Male,45.0,0.09343858724539787,Yes,Urban,6.0532363763397115,College,Udon,39.0,4330.429773937929
Married,Male,56.0,-0.23647037167489154,No,Suburban,6.765569588145878,High School,Mahasarakam,32.0,5570.061028915511
Single,Female,57.0,-0.17045331595301477,Yes,Urban,7.138312007840952,College,Khon Kaen,47.0,2595.586196841586
Single,Female,39.0,-0.1598931323799489,Yes,Suburban,5.84650734357076,Graduate School,Khon Kaen,47.0,5255.091977449036
Married,Male,48.0,0.32521053216663415,No,Rural,5.896584095240883,College,Mahasarakam,66.0,5734.980892026895
Married,Male,37.0,-0.23742498009315444,Yes,Suburban,4.024899564281693,High School,Khon Kaen,38.0,5652.354422598914
Single,Male,49.0,0.4475749336726037,Yes,Suburban,5.1309063683401845,Graduate School,Mahasarakam,106.0,4571.520458144621
Married,Female,57.0,-0.15084636694886916,No,Rural,5.773501614249059,Graduate School,Udon,51.0,5471.392658274559
Single,Female,31.0,-0.019962097608766216,Yes,Urban,4.140206668047193,Graduate School,Udon,52.0,5539.448690023679
Married,Male,60.0,0.6699501228936668,Yes,Urban,6.7465759704833195,Graduate School,Udon,41.0,5047.74616621958
Divorced,Male,54.0,-0.11612759696383529,No,Rural,7.17058037245916,High School,Khon Kaen,44.0,6741.197359014413
Single,Male,48.0,-0.7578285824703227,Yes,Urban,3.1820903188428202,High School,Khon Kaen,61.0,2899.471500834862
Single,Female,45.0,-0.5955454358667999,Yes,Urban,4.291351778238534,College,Khon Kaen,17.0,3970.2453213998524
Divorced,Female,57.0,0.04417500192442586,No,Suburban,6.139788890205074,High School,Khon Kaen,46.0,5849.371996490577
Single,Male,53.0,-0.48989223918752545,Yes,Rural,6.126892454878381,Graduate School,Khon Kaen,83.0,5083.150367514305
Married,Female,78.0,0.8137087671697087,Yes,Urban,6.455018452113996,Graduate School,Khon Kaen,51.0,4419.103140700687
Single,Female,65.0,0.8609730614506279,Yes,Urban,9.677583838198128,Graduate School,Mahasarakam,55.0,4737.766354887688
Married,Male,,0.352599341669663,Yes,,7.344542978348182,High School,Mahasarakam,38.0,4607.767890148481
Married,Female,43.0,0.144724245241406,No,Urban,6.821524443446797,College,Udon,68.0,4905.465080670296
Divorced,Female,45.0,0.2792165580504478,Yes,Suburban,5.702711235826844,College,Udon,19.0,5747.012325277778
Divorced,Female,49.0,0.16731584663977225,Yes,Suburban,5.583485976807262,College,Udon,65.0,4863.344805028838
Married,Male,52.0,-0.18637844554633243,No,Urban,7.222603577043948,High School,Mahasarakam,41.0,6061.876634264247
Single,Female,44.0,0.2055272640989045,No,Rural,6.267655125600239,Graduate School,Mahasarakam,71.0,4565.758493749437
Divorced,Female,56.0,-0.014014594893297483,Yes,Suburban,5.994597912714704,College,Khon Kaen,99.0,4032.4366191649297
Divorced,Female,40.0,0.07439155179766971,Yes,Urban,6.584119161752664,High School,Khon Kaen,75.0,5041.488391508689
Single,Male,45.0,-0.38771781341201406,Yes,Urban,5.585734513464158,Graduate School,Khon Kaen,102.0,4799.915542551146
Married,Male,58.0,-0.048202112977146105,Yes,Suburban,5.315959193900044,Graduate School,Udon,60.0,3929.4078155028374
Single,Female,53.0,0.07124965919268009,No,Rural,5.438341979432291,Graduate School,Mahasarakam,79.0,4718.23718297134
Divorced,Male,51.0,-0.1800418101436857,Yes,Urban,6.525628229971338,High School,Mahasarakam,48.0,3704.4888915153106
Married,Female,51.0,-0.05317015218784549,Yes,Rural,5.5320343952565505,Graduate School,Khon Kaen,72.0,
Single,Male,47.0,-0.33684986043220366,Yes,Urban,5.719046302207267,Graduate School,Mahasarakam,49.0,4623.165385303426
Single,Male,55.0,0.34400975952868884,Yes,Urban,6.1183530965102495,College,Mahasarakam,57.0,4411.517109454161
Single,Female,55.0,0.0719009934610352,No,Rural,6.676540687451364,Graduate School,Udon,67.0,7056.673529834932
Divorced,Female,54.0,0.2989451119466064,Yes,Urban,6.625567751547615,College,Khon Kaen,68.0,4315.908682628677
Married,Female,51.0,0.3460339994955487,No,Rural,6.855657356984796,Graduate School,Udon,41.0,5888.388759477806
Married,Female,55.0,0.19682529551804803,No,Rural,5.189288983121298,Graduate School,Udon,77.0,5597.032455509352
Divorced,Male,52.0,-0.05593820821630813,Yes,Rural,7.113529551067583,Graduate School,Udon,54.0,
Single,Male,48.0,-0.13883228578742307,Yes,Urban,5.863890679096818,High School,Mahasarakam,64.0,3011.467298205792
Married,Male,62.0,-0.12281473146189903,Yes,Urban,7.791330021487335,College,Mahasarakam,53.0,3252.4385362011717
Married,Male,61.0,0.010559900400545913,No,Rural,5.952280500884285,Graduate School,Khon Kaen,85.0,6676.39329265006
Single,Male,31.0,0.11145030181656486,Yes,Urban,4.57998225373303,Graduate School,Udon,53.0,5984.039869487098
Single,Female,44.0,0.42527321816574204,Yes,Suburban,7.046305090617313,High School,Udon,72.0,3952.2218197236634
Married,Male,55.0,0.058356890641772796,No,Suburban,5.141752494814892,Graduate School,Udon,82.0,4586.2995296320105
Divorced,Female,72.0,0.5200624212455084,Yes,Urban,7.873129741809542,High School,Khon Kaen,87.0,2988.6967712990663
Divorced,Male,51.0,-0.10948836973454484,Yes,Suburban,6.945326338051664,High School,Mahasarakam,30.0,5007.940603414472
Single,Female,61.0,0.703265491557106,Yes,Urban,7.110302208134037,High School,Khon Kaen,54.0,4330.587148942126
Single,Female,62.0,-0.33782714874541,Yes,Rural,5.863674086837863,High School,Udon,58.0,3779.5693567949843
Married,Female,62.0,-0.1362611886530079,No,Rural,6.058116070014617,,Mahasarakam,87.0,5158.7112493944405
Married,Male,50.0,0.20026658314678308,No,Suburban,6.302649921365936,College,Khon Kaen,23.0,6140.538818871864
Single,Male,56.0,-0.15786691294133465,Yes,Urban,5.770651677291303,Graduate School,Mahasarakam,61.0,4312.438339963319
Single,Female,60.0,0.9986497220040206,Yes,Suburban,6.161713923999087,College,Khon Kaen,74.0,5789.8996598852045
Married,Male,50.0,-0.055523168164577585,No,Urban,4.053138510428783,College,Mahasarakam,53.0,3508.506151177191
Single,Male,61.0,-0.152582676137062,Yes,Urban,6.336952410032834,College,Khon Kaen,29.0,2884.522272726716
Divorced,Male,76.0,0.37951420659368,Yes,Urban,8.303218490073748,College,Udon,67.0,3466.600496815071
Single,Female,45.0,-1.1071330002993218,Yes,Urban,3.981265670651191,Graduate School,Khon Kaen,80.0,4279.60463295299
Married,Male,57.0,0.1430176052280686,No,Suburban,4.554906255720688,High School,Mahasarakam,52.0,4766.974654894653
Married,Male,54.0,0.5145881937997145,No,Rural,6.2858376754826395,Graduate School,Udon,40.0,4689.252969717427
Divorced,Male,66.0,0.7704001083917791,,Urban,7.355876786073147,High School,Khon Kaen,58.0,5144.6057419531835
Married,Male,40.0,-0.2274252589806044,Yes,Urban,4.707701307775089,College,Udon,30.0,4499.770865592733
Married,Male,52.0,-0.14864714375572458,No,Rural,6.622355281955267,Graduate School,Khon Kaen,105.0,5481.114365585456
Single,Female,57.0,-0.16991607932481168,Yes,Urban,6.97200956222737,Graduate School,Khon Kaen,57.0,7087.035282089939
Divorced,Female,55.0,-0.01653228810426899,No,Rural,6.756332709267478,College,Udon,64.0,5952.387960265898
Divorced,Female,55.0,0.9733081403388524,Yes,Urban,6.717700284494629,High School,Khon Kaen,70.0,5137.796851957133
Divorced,Male,52.0,0.1439466168589642,Yes,Urban,4.347453313701728,Graduate School,Khon Kaen,50.0,4862.220867498025
Single,Female,54.0,-0.02572301844999969,No,Suburban,5.613970849234563,College,Udon,50.0,6081.267660502032
Single,Male,53.0,-0.2284701990388694,Yes,Suburban,7.998507329864007,High School,Mahasarakam,79.0,2722.982796528873
Divorced,Male,53.0,-0.5765275120472363,Yes,Urban,3.8869457741196665,Graduate School,Mahasarakam,48.0,4173.629209514675
Married,Female,50.0,0.514324354795366,No,Rural,6.712111033990525,Graduate School,Udon,81.0,6010.200529350483
Single,Female,49.0,-0.160145496086959,Yes,Suburban,5.419392916857921,College,Mahasarakam,,4326.259447854736
Married,Male,47.0,-0.2812150396360373,No,Rural,6.69978825210329,College,Khon Kaen,56.0,5601.7952436058
Divorced,Female,51.0,-0.11852831548464077,No,Rural,5.269312271393112,Graduate School,Mahasarakam,36.0,4316.619327571395
Divorced,Male,40.0,0.09610870766555696,Yes,Suburban,4.050548459978266,High School,Udon,43.0,5125.452131255578
Married,Male,53.0,-0.6929319950566922,Yes,Suburban,4.312343628388449,College,Mahasarakam,48.0,4180.519937212505
Divorced,Male,53.0,-0.6800055337296405,Yes,Suburban,3.4551603564798485,Graduate School,Mahasarakam,88.0,4212.954097740468
Divorced,Female,50.0,-0.489292303192147,Yes,Urban,5.738126303779273,College,Udon,77.0,3998.728412608304
Single,Female,67.0,0.3007298986688959,Yes,Urban,6.015136308207799,College,Udon,55.0,4333.97206789065
Divorced,Female,59.0,0.813652137553087,Yes,Urban,7.417057540087225,High School,Udon,53.0,4507.009319061924
Married,Female,45.0,0.5846174805973238,No,Suburban,7.880392713640223,Graduate School,Mahasarakam,37.0,5485.0631929905785
Married,Female,51.0,0.2957358474243643,No,Rural,6.45836079553131,Graduate School,Udon,49.0,5288.11012484322
Divorced,Male,41.0,0.05597471589584663,Yes,Urban,4.209074759566212,College,Mahasarakam,89.0,6152.075521989532
Single,Male,52.0,0.08758546780766631,No,Suburban,7.018717720731545,College,Khon Kaen,63.0,3466.1661327554857
Single,Female,69.0,-0.28728185448586796,Yes,Suburban,6.186595112686398,Graduate School,Khon Kaen,36.0,2925.403722216245
Divorced,Female,50.0,0.230633701869628,No,Rural,5.151968573435884,High School,Udon,67.0,4400.637955057777
Single,Female,55.0,-0.03556789010822567,No,Rural,3.64323189997128,Graduate School,Mahasarakam,78.0,4103.139891529601
Divorced,Female,58.0,-0.8254342625631041,No,Suburban,5.671536935762594,High School,Mahasarakam,54.0,6860.573743488767
,Male,,0.10538443003447524,No,Suburban,6.996366369422494,High School,Udon,56.0,5855.288794213623
Divorced,Male,52.0,0.1027751973299673,No,Rural,7.298181774093502,College,Udon,62.0,6872.41879745565
Married,Female,48.0,-0.21520175089079258,No,Rural,8.542124336696892,College,Udon,78.0,5693.370763783001
Married,Male,47.0,0.13530504811242722,No,Rural,7.868047958383742,College,Khon Kaen,23.0,5758.499699203395
Single,,41.0,-0.3053551794902618,Yes,Suburban,3.8682027887522357,Graduate School,Mahasarakam,53.0,4710.4912734403715
Single,Female,50.0,0.18326014909947216,No,Rural,7.734159743759485,High School,Udon,56.0,5907.746966979783
Married,Female,51.0,-0.8227166881759704,No,Rural,6.944675307097216,Graduate School,Khon Kaen,101.0,5939.000186581981
Married,Female,52.0,0.4889060905752818,No,Suburban,5.529443628489083,College,Udon,48.0,3921.60658327511
Single,Female,63.0,0.1009275469459711,Yes,Suburban,7.90197384497512,Graduate School,Udon,36.0,3234.5328693563797
Divorced,Male,53.0,0.285542264180006,,Rural,7.6730966558665905,High School,Mahasarakam,62.0,6305.739395664316
Married,,56.0,-0.2660773542432579,No,Suburban,5.905778160741382,College,Khon Kaen,100.0,4843.832605543898
Married,Female,52.0,-0.04974364233578582,No,,5.757198824981442,High School,Udon,81.0,5007.978365640626
Single,Female,57.0,-0.009464895608030377,No,Rural,4.402431110239025,Graduate School,,7.0,5750.721827343647
Married,Female,57.0,0.28496768349429424,No,Suburban,,High School,Mahasarakam,90.0,4709.773770458082
Married,Male,53.0,0.06923474344013822,No,Rural,5.918570168875334,Graduate School,Mahasarakam,57.0,5318.899104555609
Divorced,Female,53.0,-0.08703830370002735,No,Suburban,6.62246057953373,Graduate School,Mahasarakam,48.0,5533.603348749088
Divorced,Male,51.0,-0.17713020649948769,Yes,Suburban,4.42827571136327,High School,Khon Kaen,61.0,4501.697541151446
Single,Male,51.0,-0.3405665274222769,No,Rural,5.748378715009147,High School,Udon,42.0,4826.238049967832
Married,Male,44.0,0.4738752781938472,No,Suburban,5.629514511460217,High School,Udon,25.0,3943.7154513348596
Divorced,Male,58.0,0.3684659140057574,Yes,Suburban,8.20046667058313,High School,Mahasarakam,88.0,3745.3802579260446
Married,Male,60.0,0.1795354473623261,Yes,Urban,7.046283618617164,High School,Udon,53.0,4906.288018534937
Single,Female,48.0,-0.032950894161356076,No,Rural,6.151414790514362,College,Udon,59.0,
Divorced,Female,51.0,-0.1381644319821455,Yes,Suburban,6.4150859553177115,High School,Khon Kaen,60.0,3267.485449775307
Married,Male,66.0,0.2930599405016471,Yes,Urban,6.739960489491039,High School,Udon,49.0,4150.4435755539025
Divorced,Male,51.0,-0.3657305909803137,Yes,Urban,6.960854520380437,College,Udon,51.0,4671.00514672032
Married,Male,54.0,-0.3165323238096752,Yes,Urban,6.217513126303467,Graduate School,Mahasarakam,47.0,3159.4211781941067
Divorced,Female,34.0,-0.3447181596922132,Yes,Suburban,3.3246835760662345,College,Mahasarakam,51.0,4234.5531753706255
Married,Male,54.0,-0.2896273985333855,No,Suburban,6.480536918529814,Graduate School,Mahasarakam,22.0,6484.267848005737
Single,Male,59.0,0.3456999810807382,Yes,Suburban,5.253047256835098,Graduate School,Khon Kaen,50.0,4902.370482256087
Single,Female,41.0,0.1556934545926432,Yes,Urban,4.635267773867063,High School,Mahasarakam,88.0,4358.988980143397
Divorced,Male,46.0,-0.05913358704635785,Yes,Urban,5.416176959449699,High School,Udon,62.0,3211.666414451028
Single,Female,54.0,0.2900023092540912,Yes,Urban,6.2137338519437035,Graduate School,Udon,85.0,5292.475173318762
Married,Female,57.0,-0.2702789055695165,No,Suburban,6.630634124214862,High School,Khon Kaen,62.0,5806.406859884712
Married,Male,58.0,-0.00011028790421016565,No,Rural,,High School,Khon Kaen,71.0,8182.758805695647
Single,Female,36.0,-0.029864098088468904,Yes,Urban,4.571485200087199,Graduate School,Mahasarakam,95.0,4545.645138041235
Divorced,Female,52.0,0.051845759450027895,Yes,Rural,6.165599558111421,High School,Udon,47.0,2744.6880661967875
Single,Male,47.0,-0.2540374364038978,Yes,Rural,5.1988754458549185,Graduate School,Mahasarakam,74.0,5269.372916758641
Divorced,Female,53.0,-0.18959626325096413,Yes,Urban,5.704295110886729,High School,Khon Kaen,66.0,4105.939156285407
Divorced,Male,40.0,0.045989130373606635,Yes,Urban,7.030885898394252,College,Khon Kaen,76.0,3935.4527081069245
Married,Female,54.0,0.31179448563370493,No,Rural,5.216276706945059,High School,Khon Kaen,71.0,5391.412997267753
Married,Male,56.0,,No,Suburban,6.514310921978795,High School,Udon,50.0,5394.155965413422
Single,Female,48.0,0.12733046398177172,Yes,Urban,5.480268252069791,High School,Khon Kaen,77.0,4373.6400180203245
Single,Female,53.0,0.6109156012405119,Yes,Rural,4.827073856521167,College,Mahasarakam,78.0,5575.1834623936375
Single,Male,42.0,0.3831018780327712,Yes,Suburban,6.0600770161276,High School,Khon Kaen,69.0,4976.847186888081
Married,Male,56.0,0.035130308273714106,No,Rural,5.286464901372699,College,Mahasarakam,54.0,4461.071051025027
Married,Female,52.0,0.02366155791422292,No,Rural,4.855983262039344,High School,Khon Kaen,62.0,5333.881401562117
Divorced,Female,58.0,0.3332453615251232,Yes,Rural,7.786702652504642,Graduate School,Mahasarakam,31.0,4287.032421369507
Married,Female,52.0,-0.05657098857451576,No,Rural,7.009611301496619,College,Khon Kaen,60.0,5945.701307846976
Married,Female,58.0,-0.05256245302925594,No,Rural,5.478601054799325,Graduate School,Udon,57.0,5243.368346541295
Married,Female,59.0,0.1367617185349259,No,Suburban,6.980296290308829,High School,Udon,55.0,7089.482883758303
Divorced,Female,46.0,1.1404253015991994,Yes,Urban,5.264329507832257,High School,Mahasarakam,72.0,6700.313306035724
Single,Female,47.0,-0.1159263989020003,Yes,Urban,6.729990204415455,Graduate School,Mahasarakam,119.0,3789.2496252082083
Married,Female,62.0,0.01879410564529227,No,Rural,5.736148873610977,Graduate School,Khon Kaen,69.0,5779.7166786083535
Married,Female,57.0,-0.11645085802779909,Yes,Urban,7.167087170288466,Graduate School,Khon Kaen,45.0,3810.7760869116173
Single,Male,57.0,0.13628779978040967,No,Suburban,6.345658901000366,Graduate School,Udon,28.0,5607.045013024637
Married,Male,63.0,0.11044492555113475,No,Rural,5.1734542406085415,High School,Udon,46.0,6263.6096501736465
Single,Male,62.0,0.5872356188455503,Yes,Urban,4.79648442776793,Graduate School,Khon Kaen,64.0,5666.860030683949
Divorced,Female,55.0,-0.6680449387473624,Yes,Rural,6.420794485866761,College,Udon,94.0,2638.0126074879117
Divorced,Male,62.0,-0.6551565622961744,No,Rural,6.5958888297468015,Graduate School,Mahasarakam,78.0,7504.566707654419
Divorced,Female,49.0,0.565324870696855,Yes,Urban,6.337649630767801,College,Udon,63.0,4624.432015229643
Divorced,Male,56.0,0.9013973348104891,Yes,Urban,9.080374268126812,High School,Udon,62.0,4554.293115505046
Single,Male,59.0,0.41628324582918796,Yes,Urban,6.403179796935469,High School,Udon,58.0,3628.4483947256285
Single,Male,53.0,0.23777112016385235,Yes,Urban,4.744661273025173,Graduate School,Khon Kaen,72.0,4414.059559146137
Single,Male,54.0,0.017441433890748925,Yes,Rural,3.4452348597360287,High School,Udon,74.0,4676.831056673227
Divorced,Female,60.0,-0.13451541499598374,Yes,Urban,7.5149981509867745,College,Udon,96.0,3621.0652201507028
Married,Male,50.0,0.3805100171546433,No,Suburban,5.51736155073846,High School,Khon Kaen,71.0,4228.106005499147
Married,Female,58.0,0.1814833335650068,,Rural,4.810646017589164,High School,Khon Kaen,60.0,4298.764744294535
Married,Female,49.0,-0.03631810228701224,No,Rural,4.790783501802448,High School,Mahasarakam,103.0,5454.840155536831
Married,Female,52.0,-0.09380005653925982,No,Suburban,6.36352492203537,Graduate School,Udon,48.0,4581.447836645675
Single,Female,49.0,-0.02456943634840167,No,Rural,5.903657421713856,High School,Khon Kaen,52.0,3735.4205557262353
Single,Male,46.0,-0.052555263735782065,Yes,Urban,8.232479885518664,High School,Udon,57.0,3751.657777187192
Divorced,Female,53.0,0.22016887562594975,Yes,Urban,6.0903412071630845,College,Khon Kaen,69.0,4667.826163007268
Divorced,Female,69.0,0.3278781377030676,Yes,Suburban,6.001728867167924,High School,Mahasarakam,57.0,5102.586375056168
Divorced,Male,57.0,0.7833135052456468,Yes,Urban,7.236199743763129,College,Mahasarakam,38.0,5196.307405236411
