Annual Income,Active online hours,Years subscribed,City,Gender,Education Level,Renew,Brand Loyalty,Marital Status,Age,Location Code
62157.9369843208,5.159876468559326,7.0,London,Female,Graduate School,Yes,-0.09255492875507558,Single,40.0,Suburban
31744.93308124618,3.8350547687562315,4.0,London,Male,High School,No,-0.06505223675193839,Single,58.0,Rural
38963.22391184797,3.4627713339915744,3.0,New Castle,,High School,No,,Divorced,52.0,Rural
33131.45448322591,2.4064556575660685,5.0,New Castle,Female,Graduate School,No,-0.08224840408991611,Married,65.0,Rural
35138.2071272205,2.6808969346547395,5.0,Manchester,Female,Graduate School,No,-0.15751661298758782,Married,61.0,Rural
49052.04579149986,6.5128043994926665,6.0,New Castle,Female,,Yes,0.33360116481354685,Divorced,36.0,Suburban
54949.837078227036,6.863437216091936,5.0,Manchester,Male,High School,Yes,-0.36070122068900734,Divorced,51.0,Urban
61241.31214616244,5.6672030161154225,5.0,Manchester,,College,No,-0.09202280088620675,Single,43.0,Suburban
40363.32113253736,6.804731496358626,4.0,Manchester,Female,College,Yes,0.14988794831406133,Divorced,37.0,Urban
50712.295355939765,3.479714645238063,4.0,London,Female,High School,No,0.1917595635605674,,57.0,Suburban
51810.57764023187,6.775563011402019,5.0,New Castle,Female,High School,Yes,0.08424916359164969,Divorced,48.0,Rural
53777.21333804349,5.386605332141514,4.0,New Castle,Male,High School,No,0.05721853139474126,Divorced,35.0,Suburban
56031.63623040235,5.304329813777708,4.0,Manchester,Female,College,Yes,-0.014245282928026293,Divorced,51.0,Urban
60421.21510360761,5.437876742474495,5.0,Manchester,Male,High School,No,0.16954770224698795,Married,37.0,Rural
53200.44366277307,6.152733839095757,4.0,Manchester,Male,College,Yes,-0.36400040294569846,Divorced,47.0,Suburban
63709.047852483374,6.045165341051073,3.0,Manchester,Male,High School,Yes,-0.39881210028024483,Divorced,56.0,Suburban
29932.675124322148,4.848869716690679,2.0,Manchester,Male,High School,No,0.06356580043936921,Married,52.0,Rural
74615.43295943938,6.6223834655471645,4.0,New Castle,Male,High School,No,0.41224749066753674,Divorced,45.0,Suburban
64056.78887649826,4.964727812899663,2.0,Manchester,Female,High School,No,-0.3057813853108703,Single,53.0,Rural
72145.33888429173,5.154250408953329,3.0,London,Female,Graduate School,No,-0.20126504737628598,Divorced,59.0,Rural
49556.61904865855,5.503883120899339,3.0,Manchester,Female,High School,Yes,-0.14713140258394675,Divorced,54.0,Suburban
45133.98023091197,4.798470677492782,4.0,New Castle,Female,College,No,-0.8136410122199755,Single,47.0,Rural
45388.725403769604,7.615506847449067,3.0,Manchester,Female,College,Yes,-0.9704318003547872,Single,47.0,Urban
53328.089320458515,4.945998346158928,3.0,London,Female,,No,0.33509532279820275,Married,47.0,Rural
57135.16899479058,8.19916244718809,5.0,Manchester,Male,High School,Yes,-0.8230594564944634,Married,59.0,Urban
37723.96980750152,3.98928175655477,3.0,Manchester,Female,High School,No,0.05537544818889173,Married,54.0,Urban
69843.04418324209,4.914010855787372,6.0,London,Female,Graduate School,Yes,-0.11991387187189999,Single,57.0,Suburban
47392.54464710856,8.519372851373236,5.0,Manchester,Male,College,Yes,-0.9421600636571823,Single,48.0,Suburban
51700.677435545746,6.272477691099947,4.0,New Castle,Male,College,Yes,-0.028642221829353637,Single,59.0,Urban
47311.37479174296,6.801832908800374,4.0,London,Female,Graduate School,Yes,0.09644651000175858,Divorced,55.0,Suburban
49776.044017555156,5.512233253716533,3.0,London,Female,Graduate School,Yes,-0.35384799769553477,Single,66.0,Urban
55949.84751664998,4.906389594598396,5.0,London,Male,College,Yes,0.21739256768261522,Single,53.0,Urban
59926.81766419389,5.865699169500205,6.0,London,Female,College,Yes,-0.11509551594747011,Single,64.0,Suburban
55724.74749800557,5.256845323173943,3.0,London,Male,High School,No,0.4121993084742067,Married,43.0,Rural
44957.1511382642,6.731802193395039,5.0,London,Female,High School,Yes,-0.5927894713766622,Divorced,37.0,Urban
58307.581763925176,5.613738128310081,1.0,New Castle,Female,High School,No,0.2917939996819394,Single,46.0,Rural
62147.81512744042,5.051979082744226,6.0,London,Female,College,Yes,0.39029758746633525,Divorced,43.0,Urban
50724.51359979598,5.096269991762297,2.0,London,Male,College,No,0.08829622666468884,Single,59.0,Rural
78883.82586428485,6.919101769638274,3.0,Manchester,Female,High School,No,0.40481572505684216,Married,32.0,Rural
51070.159820610206,3.6729892568131306,5.0,Manchester,Male,High School,No,-0.06481953853352794,Married,36.0,Rural
54288.900642807,5.442674056615871,6.0,New Castle,Male,Graduate School,Yes,1.1290611903741024,Single,57.0,Urban
65966.4545853163,6.780778215703829,5.0,Manchester,Female,College,Yes,-0.0501438161797543,Married,32.0,Suburban
49513.226175817,5.77023202601738,5.0,Manchester,Male,High School,Yes,0.4116708038140129,Divorced,49.0,Urban
57323.45369137016,4.972123177628793,5.0,New Castle,Female,High School,Yes,-0.016485317542252687,Divorced,47.0,Suburban
52677.64468899222,6.925574588839635,4.0,New Castle,Female,High School,Yes,-0.2777286522927702,Divorced,60.0,Urban
57070.31744791974,5.860811577192422,6.0,London,Female,College,Yes,0.9960264932939489,Divorced,47.0,Suburban
58317.11648056675,4.295786964571091,2.0,Manchester,Female,College,No,0.43256396640999284,Married,58.0,Suburban
35333.17208184517,4.031174452109427,4.0,London,Female,College,No,-0.40635267940136843,Married,49.0,Suburban
65004.894826216725,6.496590428351334,5.0,London,Female,College,Yes,0.020964059172755484,Single,66.0,Urban
73102.5240332383,6.8496294200175125,7.0,London,Male,Graduate School,Yes,0.13799803162535512,Single,41.0,Suburban
41197.18912002868,5.865224439817353,5.0,Manchester,Female,Graduate School,Yes,0.7071208595782039,Divorced,35.0,Suburban
67689.2128526005,6.282616082877054,6.0,Manchester,Female,High School,Yes,0.09067618360341617,Single,40.0,Suburban
45608.54663902476,6.664370741424272,5.0,Manchester,Female,High School,Yes,0.2815416133791486,Single,54.0,Urban
36674.927014875546,2.94916952304908,3.0,Manchester,Male,Graduate School,No,0.08720449234946026,Divorced,55.0,Rural
47852.90476721681,6.589237261662613,6.0,New Castle,Female,Graduate School,Yes,0.3865445094262452,Married,52.0,Urban
69900.02397499778,5.899801338346584,7.0,Manchester,Female,Graduate School,Yes,0.5127833620388595,Single,51.0,Urban
56191.311793854846,5.016741585412852,3.0,New Castle,Male,Graduate School,No,0.44831280209616065,Married,50.0,Urban
43337.96220669426,6.480753763592366,7.0,New Castle,Female,College,Yes,0.7806347764962477,Married,46.0,Urban
,7.208452624001028,2.0,Manchester,Female,College,Yes,-0.2427309799432308,Divorced,37.0,Urban
57492.066788867756,6.085055566630665,9.0,Manchester,Female,Graduate School,Yes,0.46162691855057036,Divorced,45.0,Urban
44218.53911636715,5.609691064805156,3.0,New Castle,Male,High School,No,0.29179206285715875,Divorced,45.0,Rural
47450.378500921615,7.154371526076016,5.0,Manchester,Female,College,Yes,-0.17008791561072356,Married,61.0,Urban
44942.57189635467,4.378368620807338,4.0,Manchester,Male,College,No,0.13998813292959988,Married,53.0,Rural
50456.85004393612,4.968925214773718,6.0,Manchester,Female,High School,,0.813838921667059,Single,66.0,Urban
66780.94946203016,5.66214908162693,4.0,Manchester,Male,College,No,0.3275373044980814,Married,60.0,Rural
47706.415458426796,6.066855475365651,2.0,Manchester,Female,College,Yes,0.03057273132285887,Single,44.0,Urban
66362.9842181683,6.52152046842594,4.0,London,Male,College,No,,Married,65.0,Rural
55122.57809704687,4.725977858041771,5.0,London,Male,College,No,0.16924894617285868,Married,51.0,
56893.02424113161,6.086068416663865,5.0,London,Male,College,Yes,-0.4903404462967034,Divorced,38.0,Urban
78113.59522007036,5.512215789077429,8.0,Manchester,,High School,Yes,-0.3927529381679656,Divorced,59.0,Urban
44645.78010753928,6.080965284048261,5.0,New Castle,Male,High School,Yes,0.2781471850004843,Divorced,63.0,Suburban
56884.17245570564,4.7275514017141225,4.0,Manchester,Female,High School,Yes,0.37034585920369845,Divorced,64.0,Urban
70988.65763015793,5.389812361051816,4.0,Manchester,Male,Graduate School,No,0.09035931483030707,,41.0,Rural
52140.789864613136,3.050900695718813,4.0,New Castle,Female,College,No,-0.2305618914502534,Married,50.0,Rural
62233.796724960106,6.373930406717437,5.0,London,Male,High School,Yes,-0.3009726090091267,Divorced,36.0,Urban
40462.58758394563,4.05410423103315,3.0,London,Female,High School,No,-0.3209142392793202,Divorced,64.0,Rural
86151.42240058313,3.491144214503275,7.0,New Castle,Male,College,Yes,0.5673766304721719,Married,53.0,Suburban
63497.65866578146,5.612932705880102,4.0,Manchester,Male,College,No,0.015115012811753425,Married,52.0,Rural
44341.69431126597,6.8952147433642015,4.0,London,Female,High School,Yes,-0.03659523854308519,Divorced,62.0,Urban
59288.6975797836,5.804454869699631,,New Castle,Female,Graduate School,Yes,-0.5939309210512888,Divorced,49.0,Urban
48057.04886243882,5.099713339191156,5.0,New Castle,Male,High School,Yes,0.7545598278836881,Divorced,59.0,Urban
45056.121873426,3.5801297306560045,5.0,New Castle,Male,College,Yes,0.8109302424600535,Single,59.0,Urban
47597.29267103713,5.8936918539477245,7.0,London,Male,Graduate School,Yes,0.5477662224558993,Single,50.0,Urban
52041.489402012754,5.323119928183113,4.0,New Castle,Female,High School,Yes,-0.24071882977960696,Divorced,39.0,
70624.43706116595,5.468974821011658,8.0,London,Male,Graduate School,Yes,0.4479819922224315,Married,49.0,Urban
54339.48440103733,7.668484622674525,6.0,London,Male,Graduate School,Yes,-0.2567160292943746,Divorced,49.0,Urban
30191.964996125553,2.7896322066785255,,New Castle,Female,Graduate School,No,-0.15810458722524093,Single,53.0,Suburban
61550.67534455963,4.342483398879856,4.0,London,Male,College,No,0.17478893167786452,Married,48.0,Rural
66172.16814248572,6.343324925769075,5.0,New Castle,Male,Graduate School,Yes,0.02692468386818489,Single,35.0,Urban
56011.35372252171,6.2336279901217,6.0,London,Female,High School,Yes,0.24822530231915674,Single,47.0,Urban
62156.010251440166,4.128135686419693,5.0,London,Female,Graduate School,Yes,0.7103270617315051,Single,54.0,Suburban
60436.50941162226,5.808334602106281,5.0,Manchester,Male,Graduate School,Yes,0.26207351680745866,Single,,Suburban
58448.738069017185,,7.0,London,Female,Graduate School,Yes,0.880353147590407,Married,58.0,Rural
75014.79115120682,5.757114981166535,2.0,London,Male,High School,No,0.23235160961556123,Married,36.0,Suburban
52374.23702215567,4.488044943753787,2.0,Manchester,Male,College,No,0.11236852672194692,Divorced,52.0,Rural
41149.55832336265,6.547333697852333,4.0,Manchester,Female,College,Yes,0.3518046064591448,Single,71.0,Suburban
66038.06376505799,6.37869579213839,3.0,Manchester,Male,College,No,0.2348817597077964,Divorced,58.0,Suburban
53549.48929659724,5.80809126021321,4.0,New Castle,Male,College,,-0.4651374135057078,Single,51.0,Urban
65160.9418410744,6.026726017067196,1.0,London,Female,Graduate School,No,-0.0889304239047339,Married,58.0,Suburban
56088.82945865966,4.780163542683823,2.0,New Castle,Male,High School,No,0.22142019487526415,Single,54.0,Rural
48188.5135551571,5.214256468778737,6.0,New Castle,Male,High School,Yes,0.5438107337498945,Married,63.0,Suburban
55611.621278716295,5.614403503300957,3.0,Manchester,Male,Graduate School,No,0.11680825478906887,Single,59.0,Rural
70245.9161311371,7.192480614659359,7.0,London,Male,Graduate School,Yes,-0.6539196954253477,Married,50.0,Urban
52763.51745333047,5.167167025218034,4.0,New Castle,Female,Graduate School,Yes,0.42458804169627484,Single,56.0,Urban
73555.61890555872,6.282747449025653,3.0,Manchester,Male,High School,No,0.8812741960565527,Married,50.0,Rural
58988.574655050375,4.461995444427356,3.0,London,Female,College,,0.24932792549915378,Married,30.0,Rural
73240.15246909295,5.35385605171688,5.0,London,Male,College,No,0.675598919085901,Married,55.0,Urban
68719.90842894281,5.399062604361881,2.0,New Castle,Male,College,No,-0.2796342400537521,Single,44.0,Rural
50352.61111662885,4.537441991358574,2.0,London,Male,College,No,0.20253428930672612,Married,49.0,Rural
46614.16947803991,4.2604661653656155,3.0,Manchester,Female,Graduate School,Yes,0.35954299546393187,Single,46.0,Urban
36299.21296477885,3.821674877145257,3.0,London,Male,College,No,-0.1029520703521319,Married,55.0,Suburban
41104.912329671206,4.856266896342377,5.0,Manchester,Male,Graduate School,Yes,-0.0602958782467157,Single,41.0,Urban
56972.18546394109,4.674262566973384,6.0,New Castle,Male,Graduate School,No,-0.010582148565507377,Married,42.0,Urban
57016.9732174597,6.340679663111538,5.0,London,Male,College,Yes,0.12856177358449017,Divorced,29.0,Urban
45476.3305115995,6.456475793262517,4.0,London,Female,Graduate School,Yes,-0.009908798269475383,Divorced,60.0,Urban
50588.32319773504,4.187809315850368,5.0,New Castle,Female,College,No,0.0835203951693872,Divorced,51.0,Rural
56205.53331546817,4.533982534940534,3.0,New Castle,Female,College,No,-0.40591416688673465,Married,47.0,Urban
51301.97275903312,4.633036895270051,3.0,New Castle,Female,Graduate School,No,-0.03622220281838617,Married,41.0,Rural
71230.37720558522,6.730044191042363,7.0,New Castle,Female,College,Yes,-0.08860266727383542,Single,48.0,Suburban
49495.322147396,5.345114058752914,7.0,Manchester,Female,High School,Yes,0.7691529155041357,Married,46.0,Urban
42141.56383132833,5.863912448347187,2.0,London,Female,College,No,0.14351231789604774,Married,56.0,Rural
60366.320188788915,5.376535830694978,4.0,New Castle,Male,Graduate School,Yes,0.04110967198068394,Divorced,42.0,Urban
70327.60170202883,6.027485951595761,6.0,Manchester,Male,High School,Yes,-0.13642633924390873,Single,,Urban
53102.90927080294,5.100640692394989,4.0,New Castle,Female,High School,No,-0.0927967303532938,Married,68.0,Suburban
63131.96279756105,6.230169177281989,5.0,Manchester,,College,Yes,0.17511805470398606,Divorced,57.0,Suburban
61175.31959998414,6.283048337086567,7.0,New Castle,Male,College,Yes,1.0868306838469741,Divorced,34.0,Urban
57442.85197979177,5.07283419965779,2.0,Manchester,Male,Graduate School,No,-0.18471363044322572,Divorced,38.0,Suburban
47982.3363805909,7.5626374260973535,6.0,New Castle,Male,College,Yes,-0.4552044449190952,Married,53.0,Urban
54723.20335835362,4.242346119907717,4.0,London,Female,High School,No,0.24473575585181412,Single,47.0,Rural
45968.76192499205,5.659677576008534,3.0,London,Female,High School,Yes,0.03950354364608352,Single,48.0,Urban
63073.90253132518,5.1916463069621175,5.0,Manchester,Female,High School,No,0.7314681663144006,Married,57.0,Rural
57140.49479815681,4.257602518795643,3.0,New Castle,Female,Graduate School,No,-0.05646265089283112,Married,61.0,Rural
47011.70640610769,4.340763299372792,2.0,Manchester,,High School,Yes,0.5734933487713209,Single,46.0,
60581.26598497508,5.982484893936261,6.0,Manchester,Male,Graduate School,Yes,0.5605219132965671,Single,57.0,Urban
42521.39607105129,5.9427293300901765,4.0,New Castle,Male,Graduate School,Yes,-0.2250282338331627,Married,54.0,Suburban
37900.502009509786,3.8395049913585413,4.0,London,Male,Graduate School,No,-0.09253160883893786,Married,56.0,Rural
49443.65776842079,4.410563395003126,4.0,New Castle,Male,College,No,0.08111529249072391,Single,53.0,Suburban
71856.97497118727,,6.0,New Castle,Male,Graduate School,Yes,-0.30273237768177574,Single,51.0,Urban
44960.354760661416,5.325488157249402,5.0,Manchester,Male,Graduate School,Yes,-0.030434742774256285,Divorced,43.0,Urban
35294.824458881136,7.5405098069265275,4.0,Manchester,Female,Graduate School,Yes,0.31347621837743284,Divorced,40.0,Suburban
55249.4882801447,6.614499981199142,4.0,Manchester,Male,High School,Yes,-0.44977944157348476,Single,39.0,Suburban
39592.117374790556,3.83276867167403,3.0,New Castle,Female,College,No,-0.4648451910806644,Single,40.0,Rural
61490.79495905801,6.850529746721125,6.0,London,Female,Graduate School,Yes,-0.3139161994872576,Divorced,60.0,Urban
41813.33160051118,8.033699223154283,1.0,London,Female,Graduate School,Yes,-0.7894120537261315,Divorced,56.0,Urban
31844.64970367099,7.092690125720099,2.0,New Castle,Male,High School,Yes,-0.3447495565857859,Single,52.0,Suburban
66126.90613950751,5.1753230892774775,5.0,Manchester,Female,Graduate School,Yes,-0.021452042024573043,Single,39.0,Urban
51576.17742160891,5.803218005607212,4.0,London,Female,High School,No,0.6905495550244354,Divorced,52.0,Suburban
46421.7216345191,6.526161657886954,6.0,Manchester,Male,College,Yes,0.9021047938082003,Divorced,56.0,Urban
50255.59839390459,4.796829624325959,5.0,London,Male,Graduate School,Yes,0.5234359407283873,Divorced,46.0,Suburban
63915.96240666741,6.795324041593177,5.0,New Castle,,High School,Yes,0.043060363470779156,Divorced,59.0,Urban
57112.51933099717,5.617734342651433,2.0,Manchester,Female,College,Yes,-0.45073341693794866,Divorced,38.0,Suburban
39804.320866248,3.060232613894427,6.0,New Castle,Male,Graduate School,No,-0.2314767964191484,Single,64.0,Urban
62610.00745904624,6.984397812567217,,New Castle,Male,,Yes,-1.0037619162520637,Single,34.0,Urban
54899.75184852136,5.735010024221705,6.0,Manchester,Male,Graduate School,Yes,0.06726097221784083,Single,61.0,Rural
65248.22081306412,5.2920041266460975,4.0,New Castle,,College,No,0.08259444690117246,Divorced,37.0,Rural
65400.242540533356,6.5538011012411355,4.0,Manchester,Male,Graduate School,No,,Single,50.0,Suburban
60655.302487540765,,2.0,London,Female,Graduate School,No,0.33337804031813045,Divorced,37.0,Rural
53562.94128847821,6.730221709407104,4.0,,Male,College,Yes,0.17393036576947307,Single,61.0,Suburban
65241.281441188105,7.2175348137732325,5.0,Manchester,Male,College,Yes,0.24025570277509278,Divorced,45.0,Suburban
66060.68256372513,5.460756956268904,4.0,New Castle,Male,High School,No,0.12177013081503524,Divorced,56.0,Suburban
61551.509442170274,6.669471003371033,7.0,Manchester,Female,High School,Yes,0.3619659388203432,Divorced,44.0,Urban
39130.52508779034,6.775662778216598,1.0,Manchester,Male,High School,Yes,-0.9684801748699627,Divorced,53.0,Suburban
43384.364282428374,6.480632799026847,4.0,New Castle,Male,College,Yes,-0.5262927392887989,Married,50.0,Urban
46465.1260405753,6.26416680424367,5.0,London,,College,Yes,0.02380493210954701,Divorced,42.0,Urban
50846.58451151433,6.655028186069471,5.0,London,Female,Graduate School,Yes,0.313060629879492,Divorced,48.0,Urban
39869.11302404776,5.09497904123067,3.0,New Castle,,College,Yes,0.6309110758999004,Divorced,39.0,Rural
63338.66041807314,4.3765161232373515,6.0,New Castle,Female,Graduate School,Yes,0.3650270431937346,Married,46.0,Suburban
69865.96656965042,5.677071565776496,5.0,Manchester,Female,High School,No,-0.2549458335586867,Divorced,52.0,Suburban
31678.945714661382,3.832527115400365,4.0,Manchester,Male,High School,No,-0.7619127629710951,Married,53.0,Rural
58928.595362520486,3.6527757079900813,4.0,New Castle,Female,High School,No,-0.06474593623725078,Divorced,66.0,Rural
61631.7746278385,5.43657159692113,5.0,New Castle,Female,Graduate School,Yes,0.2958378263299473,Divorced,61.0,Suburban
48666.18600668439,6.771315080852195,5.0,New Castle,Female,College,Yes,-0.2527899304943728,Divorced,51.0,Urban
37532.69451264935,5.326145858627976,0.0,New Castle,Male,College,Yes,0.4568453780848447,Single,43.0,Suburban
49114.25140627019,6.784171430165852,3.0,Manchester,Female,College,Yes,-0.2300498194868684,Divorced,47.0,Suburban
50730.47267230945,7.343512511282118,3.0,Manchester,Male,Graduate School,Yes,-0.5263972655736429,Divorced,51.0,Suburban
55043.8179777756,5.553265267870169,4.0,New Castle,Male,College,Yes,0.06948401776532653,Divorced,48.0,Suburban
42523.78110337336,5.325727414208535,2.0,Manchester,Female,College,Yes,0.2629162960017058,Divorced,48.0,Urban
43083.83275123608,5.509479545258084,4.0,New Castle,Male,High School,Yes,-0.030324769920601097,Divorced,46.0,Rural
52142.290295263585,,4.0,Manchester,Female,Graduate School,No,-0.2588152386740094,Divorced,63.0,Suburban
59702.73635710913,6.914061110084121,5.0,London,Female,High School,Yes,-0.380890368512327,,58.0,Suburban
77829.27240672808,7.4016046781259215,2.0,Manchester,Male,Graduate School,No,0.39860409471557656,Single,,Rural
44029.60390627878,4.610868302571351,4.0,Manchester,Male,Graduate School,No,-0.6951420598034839,Married,49.0,Suburban
57575.19559859181,2.229329766079459,5.0,London,Female,High School,No,-0.4222635292855904,Married,40.0,Rural
,5.104092254677449,7.0,New Castle,Female,Graduate School,Yes,0.16560107144724373,Single,50.0,Urban
80860.00060190611,7.257489520724999,3.0,New Castle,Female,College,No,0.15424685429038765,Married,60.0,Rural
60490.11035545801,4.781594392769108,6.0,Manchester,Female,High School,Yes,0.31386580729976205,Divorced,56.0,Urban
41559.58234515115,5.201696621186539,5.0,London,Female,High School,No,-0.35992007029508133,Married,45.0,Rural
55114.69081861251,4.667354828274548,5.0,London,Male,High School,,0.1602687428733896,Single,42.0,Suburban
54344.86532350489,5.619638737818748,5.0,London,Male,High School,Yes,-0.3027003006487091,Single,55.0,Urban
70140.58336587474,5.511518188133565,5.0,New Castle,Female,College,Yes,-0.27237219599141405,Married,47.0,Suburban
58498.872253301386,6.393008668678389,5.0,New Castle,Female,High School,Yes,-0.09909837662073802,Divorced,48.0,Suburban
42767.83644283923,3.2211268262062234,4.0,Manchester,Female,Graduate School,,-0.46149289128308435,Divorced,67.0,Rural
45097.84445708941,7.629484237351505,5.0,London,Male,High School,Yes,-0.12944920335752258,Divorced,42.0,Urban
60962.032342283484,4.927132848555647,7.0,New Castle,Female,High School,Yes,0.785582681658512,Single,61.0,Urban
,4.712496849017741,5.0,Manchester,Male,Graduate School,Yes,0.2829405842993473,Single,44.0,Urban
48923.620519627446,4.853677326932421,,Manchester,Male,High School,No,0.2950558162217495,Divorced,46.0,Suburban
65003.97800909005,5.812792048230256,4.0,London,Male,High School,,,Divorced,60.0,Urban
56214.891215767,7.209883820489204,4.0,Manchester,Male,College,Yes,-0.27803409155167813,Divorced,51.0,Suburban
46625.008879022724,6.13982213701564,4.0,London,Female,Graduate School,Yes,0.012216190255923992,Divorced,46.0,Rural
57478.38922861648,4.946662572121844,5.0,,Female,College,No,-0.0010914669222339968,Single,62.0,Suburban
67595.43025867967,5.476298120938055,8.0,Manchester,Male,Graduate School,Yes,-0.117727657168171,Divorced,51.0,Urban
46615.12089795179,3.7183472196143317,3.0,New Castle,Female,College,No,-0.31821247076537224,Married,60.0,Suburban
31544.06407018509,6.974410802127962,3.0,New Castle,Female,,Yes,-0.7314634138963646,Single,54.0,Urban
45210.49713093237,7.103654427739413,4.0,Manchester,Female,College,Yes,-0.1793145863832671,Divorced,53.0,Suburban
58409.9448663507,5.23831044203331,6.0,London,Male,College,Yes,0.28270471632906513,Single,,Urban
65629.53010602886,4.9998908150581425,4.0,London,Female,College,Yes,,Single,36.0,Urban
61451.50698735715,7.3592617312303155,3.0,Manchester,Female,High School,Yes,-0.46760089013801037,Married,56.0,Suburban
25156.330435033728,6.253969458587289,1.0,New Castle,Male,,Yes,0.5160085186456187,Divorced,51.0,Urban
54341.579371941305,5.75048102912176,5.0,London,Female,College,Yes,0.0970471034227422,Single,43.0,Urban
57272.18391784154,4.416795856428292,3.0,New Castle,Male,High School,No,0.14502550318517649,Married,51.0,Rural
49844.30230892542,,3.0,New Castle,Female,Graduate School,Yes,-0.1586467836452211,Divorced,50.0,Suburban
50439.509359155876,7.0887139274013835,2.0,London,Female,College,No,,Divorced,51.0,Rural
50141.82256788209,6.4889137916444,5.0,New Castle,Male,High School,Yes,0.3568217999227903,Single,55.0,Urban
58893.49779478333,6.919277598195476,7.0,Manchester,Female,High School,Yes,-0.5328346092811841,Single,64.0,Suburban
32398.391450656858,2.806186591662311,5.0,Manchester,Male,College,No,-0.4877917411061341,Single,46.0,
50944.03488492379,5.836595068284447,3.0,New Castle,Male,College,Yes,0.3633346731792365,,38.0,Suburban
43866.48918878316,5.4037957055363695,3.0,Manchester,Female,College,Yes,0.09042352377722751,Single,57.0,Suburban
64736.8678776213,6.142943053136029,3.0,London,Male,College,No,0.1269832240745446,Married,57.0,Rural
58402.60891369051,4.392722631577896,3.0,New Castle,Male,High School,Yes,,Single,52.0,Suburban
68354.73683931341,4.595048397223206,7.0,London,Male,College,Yes,,Single,39.0,Urban
44775.667269108475,6.61646112469689,6.0,London,Female,High School,Yes,-0.13511602566800485,Divorced,58.0,Urban
75246.11207970175,6.488207616091225,2.0,London,Female,College,No,0.7248860286635253,Single,57.0,Suburban
47449.595186379374,4.725401635078989,,Manchester,Male,College,Yes,-0.02710982286992414,Divorced,29.0,Urban
53344.63558306982,4.295316295024291,3.0,London,Male,High School,No,-0.3916080109802397,Married,40.0,Suburban
61475.52224691494,6.754338465218951,2.0,Manchester,Female,High School,No,0.8011604667059271,Single,44.0,Rural
53073.28498179846,6.5346494476845365,6.0,Manchester,Female,Graduate School,Yes,0.067032371883747,Single,62.0,Urban
65904.37313320918,5.497705992346666,3.0,New Castle,Male,High School,No,0.7012896014355566,Married,74.0,Rural
51067.671323370836,6.9217696877179,5.0,New Castle,Female,High School,Yes,-0.6509415490327533,Married,36.0,Urban
44859.59073811524,5.213304567161013,3.0,New Castle,Female,High School,Yes,0.13046367199271847,Married,44.0,Urban
73308.70528407634,5.601346369742214,5.0,London,Female,High School,No,0.09036736252406724,Divorced,57.0,Urban
52112.06401690597,4.750047348240173,2.0,New Castle,Male,High School,No,-0.24129670087358726,Single,48.0,Urban
73598.05404301075,5.93231718568549,7.0,New Castle,Male,High School,Yes,-0.3836771732920553,Single,28.0,Urban
50336.691701114294,6.337935320951239,4.0,Manchester,Female,Graduate School,Yes,-0.2741821549531243,Divorced,48.0,Urban
41450.3262545197,3.92759509340467,3.0,New Castle,Female,High School,No,-0.025374690022655078,Divorced,35.0,Rural
51252.270177394115,5.522163458180081,7.0,Manchester,Male,Graduate School,Yes,0.02395179596103006,Married,49.0,Urban
41913.39504054253,3.646680121566628,4.0,London,Female,Graduate School,No,-0.28373094095940354,Married,59.0,Rural
50143.47799805686,5.658807668372337,5.0,Manchester,Male,Graduate School,Yes,0.07757380098085398,Single,46.0,Suburban
57084.59154367361,5.308391207469801,4.0,Manchester,Male,College,Yes,0.004065444573438798,Divorced,51.0,Suburban
60788.01292847494,6.092439182285912,4.0,London,Male,Graduate School,Yes,-0.2586867617274623,Divorced,22.0,Urban
55274.547033180555,3.947294391276584,5.0,Manchester,Female,High School,No,-0.11081283578941023,Married,51.0,Rural
52046.00267799758,6.807589771833159,4.0,New Castle,Female,Graduate School,Yes,-0.5081282777717386,Married,39.0,Urban
63011.120319329086,4.564159590183854,3.0,Manchester,Female,College,No,0.1325363660101077,Married,42.0,Rural
61013.67609693913,4.670154264306231,7.0,London,Male,High School,Yes,0.6822805734249483,Divorced,57.0,Urban
41417.074590583085,6.6594786831832895,5.0,London,Male,College,,-0.10996669715608155,Married,26.0,Suburban
61899.88320991393,6.082172356667641,1.0,New Castle,Female,College,,0.5030694619702305,Single,38.0,Rural
55117.96659943506,8.911949012003632,4.0,New Castle,Male,High School,Yes,-0.8839177597578088,Married,36.0,Urban
57030.726120232604,4.704814322560438,5.0,New Castle,Male,College,No,0.08530514089414276,Married,48.0,Rural
51053.36840885294,5.809052261804119,3.0,London,Male,College,Yes,,Divorced,51.0,Urban
56739.381416813005,5.505912130418814,4.0,Manchester,Female,College,Yes,-0.3091522970025063,Single,48.0,Suburban
47354.64499223825,7.201890182051139,4.0,Manchester,Female,Graduate School,Yes,0.21358588134763012,Divorced,50.0,Urban
74749.02729753673,5.551415763942865,8.0,London,Male,College,Yes,0.31443564089531995,Married,47.0,Suburban
54468.92677086439,6.172939385924198,4.0,New Castle,Female,Graduate School,Yes,-0.23271428802641864,Single,50.0,Suburban
58781.73848359588,4.656285564001449,3.0,New Castle,Female,College,No,0.4860984572775582,Married,55.0,
52723.45554060832,6.110169892550075,4.0,New Castle,Female,High School,Yes,0.2381046021031829,Divorced,47.0,Urban
46976.314042077254,5.278767087182228,6.0,Manchester,Female,Graduate School,Yes,0.3750039896762224,Married,,Urban
