Sex,Education Level,Marital Status,Location Code,Brand Loyalty,City,Age,Active online hours,Monthly Income,Months after becoming member,Renew
Male,College,Divorced,Suburban,-0.06809242446722041,Mahasarakam,49.0,5.382174163817409,4539.298887572942,30.0,Yes
Female,Graduate School,Single,Suburban,-0.4978500637220644,Udon,52.0,4.306972259085601,5043.4014557820765,47.0,Yes
Male,Graduate School,Married,Rural,0.5493087620347354,Khon Kaen,48.0,4.072464759893901,3618.2522140294996,49.0,No
Male,College,Single,Urban,0.17055856794894816,Mahasarakam,52.0,4.604993508610287,3864.181029481653,79.0,No
Male,Graduate School,Single,Suburban,-1.042984517191413,Udon,42.0,5.8199940675647595,4183.209711005065,7.0,Yes
Male,High School,Married,Suburban,0.383141079041953,Khon Kaen,49.0,4.138095899338619,4691.848813200286,49.0,Yes
,Graduate School,Divorced,Suburban,-0.5325016664378615,Khon Kaen,61.0,5.874766168280796,5633.361722853257,38.0,Yes
Female,Graduate School,Married,Suburban,0.06616970871081904,Mahasarakam,43.0,3.236458142150672,4868.940144683664,64.0,No
Male,Graduate School,Single,Suburban,-0.07360109460997871,Udon,50.0,4.1003927929125075,4366.807589244957,33.0,Yes
Male,Graduate School,Single,Urban,-0.4168247108136296,Udon,46.0,4.975001230090234,4850.546425860608,62.0,Yes
Male,Graduate School,Married,Rural,-0.0027149332022041728,Khon Kaen,55.0,6.168727425374102,2890.8063358804684,62.0,No
Female,Graduate School,Divorced,Rural,-0.19144545721102418,Mahasarakam,,2.645622979730109,4697.95442812532,72.0,No
Male,Graduate School,Married,Urban,-0.09597970505626496,Khon Kaen,63.0,7.251234829956211,4109.381971588842,60.0,No
Male,Graduate School,Divorced,Suburban,-1.032826533637705,Udon,45.0,4.517938105515887,4997.000884667571,75.0,Yes
Male,College,Single,Rural,0.43499987879655044,Udon,52.0,6.511218814515182,4120.931069712937,47.0,No
Female,Graduate School,Single,Urban,0.12288065100492376,Khon Kaen,54.0,6.669621366559506,7681.480761256773,48.0,Yes
Female,Graduate School,Married,Rural,0.44784908435166876,Mahasarakam,58.0,5.553800352360316,3005.6465403964557,46.0,No
Male,Graduate School,Divorced,Urban,0.3103244277338786,Udon,64.0,7.279730280862124,6119.345835342028,46.0,Yes
Female,High School,Single,Urban,0.26745421569093975,Khon Kaen,68.0,5.329162661796593,5831.918547791942,39.0,No
Male,College,Divorced,Suburban,0.232673823235776,Udon,53.0,5.52351784681157,4204.637219783535,75.0,Yes
Female,Graduate School,Single,Rural,1.0354587755505753,Khon Kaen,57.0,6.101014265878213,4437.435280809218,45.0,No
Male,Graduate School,Single,Urban,-0.8579111603447971,Udon,57.0,6.4126299346136415,4303.888965678515,91.0,Yes
Female,High School,Married,Rural,0.024445561614253195,Mahasarakam,39.0,4.894289992901576,5968.1958579483535,56.0,No
Female,High School,Married,Rural,-0.2180837767209141,Khon Kaen,52.0,4.351212830941999,5375.861381183033,52.0,No
Female,Graduate School,Divorced,Urban,-0.47818504979855125,Mahasarakam,45.0,5.2252881124705635,4741.4318654504505,49.0,Yes
Female,High School,Married,,0.14921101087347446,Udon,52.0,4.90633507630224,4115.309290183903,42.0,No
Male,College,Single,Urban,-0.8377783534565365,Mahasarakam,41.0,5.397428953675419,,45.0,Yes
Female,High School,Single,Urban,-0.27363023298661343,Udon,35.0,7.110058005594318,5400.122276891888,78.0,Yes
Male,High School,Married,Urban,0.48131761954985175,Khon Kaen,63.0,4.957595012092018,,67.0,No
Female,College,Married,Rural,0.09925188020382139,Khon Kaen,41.0,5.327280812635308,4705.659119754981,57.0,No
Male,High School,Married,Suburban,0.12469913833754054,Khon Kaen,56.0,5.315871166037704,6303.126230798882,39.0,No
Female,College,Divorced,Urban,0.015250049916837316,Udon,42.0,2.76397186588804,4987.802004233444,74.0,
Male,High School,,Urban,-0.07294239657387112,Udon,45.0,6.435222241101561,3580.0366231712455,67.0,Yes
Female,Graduate School,Single,Suburban,-0.20740633471044806,Udon,,5.7510944488699804,3733.357095409535,76.0,Yes
Female,High School,Married,Rural,0.018803490858321753,Udon,61.0,5.511038703986739,4548.120994177892,,No
Male,College,Divorced,Suburban,-0.5226784531666379,Udon,56.0,6.27270311793533,5237.584547404173,45.0,Yes
Female,High School,Divorced,Urban,-0.07641486656863325,Mahasarakam,40.0,4.26038743082838,6272.431203761093,80.0,Yes
Male,Graduate School,Single,,-0.425911722850636,Mahasarakam,45.0,3.4244320501800987,5154.506967097005,63.0,Yes
Female,High School,Single,Urban,-0.3006963061505751,Udon,46.0,4.930298550769421,6586.619057175396,91.0,Yes
Male,College,Single,Urban,0.2710005527597462,Mahasarakam,58.0,7.632026621418874,6095.960469852745,71.0,Yes
Male,College,Single,Rural,-0.010169667783981498,Mahasarakam,55.0,4.785038098593945,4479.152983389523,52.0,No
Male,College,Divorced,Suburban,-0.27668704620749185,Khon Kaen,43.0,6.258588009222868,3802.3009528560433,47.0,Yes
,College,Single,Urban,-0.9549679357385157,Udon,51.0,,5395.021330685314,43.0,Yes
Male,College,Married,Rural,0.3699571571917945,Khon Kaen,55.0,5.091889240763203,5404.595517671971,43.0,No
Male,Graduate School,Married,Rural,0.06829201955436565,Udon,54.0,6.188370912973857,5320.645762294462,72.0,No
Male,College,Divorced,Suburban,0.45488495481550983,Udon,62.0,3.639326600189554,5989.7120109733605,59.0,No
Female,College,Single,Urban,-0.1563915455935847,Udon,50.0,4.626212899252297,4489.057496633876,51.0,Yes
Male,Graduate School,Divorced,Urban,-0.0709615096157936,Khon Kaen,39.0,6.619425304881177,3641.8222514302215,74.0,Yes
Female,High School,Married,Urban,-1.343957150180626,Mahasarakam,46.0,4.385479545082813,5784.460636581398,24.0,Yes
Male,College,Single,Urban,-0.22505607642847217,Udon,57.0,5.42349636462814,4859.484019039878,84.0,Yes
Female,College,Married,Suburban,-0.585340483787709,Khon Kaen,49.0,10.0,1422.9817717907185,75.0,No
Female,College,Single,Rural,-0.5181144572122168,Khon Kaen,40.0,,6097.428027143233,34.0,Yes
Female,High School,Single,Urban,-0.10726703480979355,Mahasarakam,50.0,5.291620542952931,6010.783079584349,44.0,Yes
Female,High School,Divorced,Suburban,-0.9272489818046995,Khon Kaen,54.0,4.635731263714336,5908.370573894349,33.0,Yes
Male,Graduate School,Married,Urban,-0.5047341858592065,Udon,63.0,3.7039493507249492,5435.888020891582,34.0,Yes
Male,High School,Divorced,Urban,-0.2659125347835769,Udon,60.0,6.84801581747275,4169.065882980381,61.0,Yes
Male,High School,Married,Suburban,0.4549864327982328,Udon,28.0,6.574335243700796,4503.203305446208,53.0,No
Male,High School,Divorced,Rural,0.13287929563375045,Udon,42.0,4.499635408546251,3983.4445035129847,51.0,No
Male,College,Married,Suburban,0.26525132324038486,Mahasarakam,56.0,5.003874752668135,4083.3832198840273,22.0,No
Male,College,Single,Suburban,0.03214750447293353,Khon Kaen,56.0,5.183207450095698,4158.241599662727,55.0,No
Female,College,,Rural,0.13025429164843513,,45.0,4.403195118700102,4808.799402079756,,No
Male,High School,Married,Suburban,-0.014298083793403485,Udon,37.0,5.644560340950986,5570.128204589143,67.0,No
Male,Graduate School,Married,Suburban,0.6036170319366326,Mahasarakam,63.0,4.404542728258762,4312.350955299941,66.0,No
Female,College,Married,Urban,-0.37028541036050727,Mahasarakam,37.0,6.155827478083411,,93.0,Yes
Male,,Single,Suburban,-0.5283572182653369,Khon Kaen,44.0,1.9535919017171284,5107.4328566701915,71.0,Yes
Male,Graduate School,Married,Rural,-0.3134384077836835,Udon,53.0,5.582799809080331,5332.368889116051,,No
Female,High School,Single,Urban,-0.6595055098870656,Mahasarakam,38.0,3.280828159454349,3528.4206442581362,42.0,Yes
Female,Graduate School,Married,Urban,-0.03400233656611599,Mahasarakam,31.0,5.281027207599004,4326.989716612989,19.0,No
Male,High School,Married,Urban,0.38870269292172455,Khon Kaen,45.0,5.299466239311403,5460.21658699335,72.0,No
Male,High School,Married,Rural,-0.6091409942821056,Mahasarakam,67.0,4.331642230080285,4089.6156965992686,40.0,No
Male,Graduate School,Divorced,Urban,-0.5163847852895975,,53.0,5.595155649775522,6803.847543198365,13.0,Yes
Male,High School,Single,Urban,-0.09505843379250647,Khon Kaen,39.0,5.333901140173705,2897.3998599574916,56.0,Yes
Male,Graduate School,Divorced,Rural,,Udon,54.0,6.096322138764063,3425.6657547070417,56.0,Yes
Female,College,Single,Urban,-0.07275465024407131,Udon,32.0,6.608484842232508,6630.670096053126,45.0,Yes
,Graduate School,Divorced,Rural,0.35149786268521627,Udon,49.0,4.3506195974608115,3707.7394141782265,91.0,No
Female,High School,Married,Suburban,0.38058839360529806,Udon,40.0,5.251448877003702,5920.202064999808,56.0,Yes
Female,Graduate School,Divorced,Urban,0.029814791345622316,Udon,45.0,7.00440409743832,3876.6461524510273,15.0,Yes
Female,Graduate School,Divorced,Rural,-1.2197566389125736,Mahasarakam,44.0,4.825001338210103,3497.163154579543,36.0,Yes
Male,College,,Urban,-0.9294024900148855,Mahasarakam,54.0,5.849587253699805,5887.039262275743,51.0,Yes
Female,College,Married,Rural,-0.23502263433471804,Udon,66.0,7.382241005445239,5284.19937911135,57.0,No
Male,High School,Married,Suburban,-0.3589039739525194,Mahasarakam,53.0,6.273823542331236,5689.896738082546,27.0,Yes
Female,Graduate School,Divorced,Suburban,-0.6969420209548346,Khon Kaen,62.0,3.8364452450686666,3840.356468676964,38.0,Yes
Female,College,Single,Urban,-0.2260233718276013,Udon,48.0,5.258637791379467,4791.5731809955505,,Yes
Female,College,Divorced,Suburban,0.1636204906512829,Mahasarakam,51.0,5.9062695494328015,4518.554202604304,56.0,No
Female,College,Divorced,Rural,-0.6202359716186115,Udon,39.0,6.11992508538597,3153.189248603265,51.0,Yes
Male,Graduate School,Single,Urban,0.5528541712985866,Mahasarakam,41.0,6.1296152197707645,3907.2187059478583,52.0,Yes
Male,Graduate School,Divorced,Suburban,0.22324213414776622,Mahasarakam,72.0,6.568848410164031,4137.71623641083,48.0,Yes
Male,Graduate School,Divorced,Urban,0.11295849092543414,Mahasarakam,51.0,6.585509237702737,6730.999964038609,40.0,Yes
Female,Graduate School,Divorced,Suburban,-0.11603575425245813,Mahasarakam,66.0,5.941393274831336,5450.076313116693,64.0,Yes
Female,High School,Single,Suburban,-0.776534437692153,Udon,54.0,5.698941234445557,5071.921747085558,63.0,Yes
,High School,Single,Rural,-0.4081743187443412,Udon,60.0,6.970624135480234,3953.554228426099,64.0,No
Male,College,Divorced,Suburban,0.7190044655296544,Udon,51.0,5.6957973924750664,5842.926496626675,64.0,No
Male,Graduate School,Divorced,Suburban,-0.2042852399537907,Khon Kaen,51.0,4.640322400892023,,52.0,Yes
Female,High School,Married,Rural,0.7994187919422969,Khon Kaen,61.0,3.1975477908329735,5699.785126639526,39.0,No
Male,High School,Married,Rural,0.08927983204872361,Mahasarakam,35.0,9.471214374892615,3567.4309565383555,31.0,No
Male,Graduate School,Divorced,Rural,-0.5202905577732713,,51.0,4.366573403150538,6630.380778469873,73.0,Yes
Male,High School,Single,Rural,0.47140533730931256,Mahasarakam,56.0,3.8188796600206105,2730.4840331775586,83.0,No
Male,College,Divorced,Suburban,-0.9410539720170221,Mahasarakam,56.0,4.868458083166068,4242.816568127973,75.0,Yes
Male,College,Married,Suburban,0.49051848438511436,Mahasarakam,56.0,5.827431987160703,3875.4375844631204,81.0,No
Female,Graduate School,Single,Rural,0.8816468933757081,Mahasarakam,43.0,3.9265441497865727,3679.9529388210294,31.0,No
Male,College,Married,Rural,0.6962150025128844,Udon,55.0,5.600706190863575,4414.692782347508,32.0,No
Male,Graduate School,Married,Suburban,0.4857994062196619,Khon Kaen,50.0,4.7384245949338135,3861.631098838518,61.0,No
Male,Graduate School,Single,Suburban,-0.3331621993641221,Mahasarakam,44.0,4.622069053519374,4165.933706416105,54.0,Yes
Male,High School,Divorced,Suburban,-0.3722118683915948,Udon,58.0,5.4137131561278,5210.446764454944,65.0,Yes
Female,College,Single,Urban,0.2990320455796498,Udon,45.0,3.8779205251850533,3320.9684935751666,26.0,Yes
Female,High School,Married,Suburban,-0.22470837391793652,Udon,52.0,5.596274707569245,6127.24238803849,66.0,Yes
,Graduate School,Married,Rural,-0.4325416140646915,Udon,47.0,7.768076457843197,3740.4654394247814,43.0,No
Female,Graduate School,Single,Suburban,-0.24064055268723378,Udon,67.0,5.931171061860538,6174.862976677727,38.0,
Female,Graduate School,Single,Urban,0.47325873698562915,Udon,64.0,4.927049284613551,3174.4305121382477,30.0,No
,College,Divorced,Rural,-0.1816757292096483,Udon,53.0,6.733041496112719,4821.752602730365,73.0,No
Male,High School,Married,Rural,-0.3946376989477565,Udon,55.0,9.969529659998264,4861.92724191546,45.0,No
Female,Graduate School,Married,Suburban,-0.11372431869225418,Udon,44.0,5.62401569580148,5574.917339277172,36.0,No
Male,High School,Divorced,Rural,0.7424788205364192,Mahasarakam,40.0,2.8278898185224763,6870.538276518499,33.0,No
Male,High School,Divorced,Rural,0.32270554991519274,Khon Kaen,51.0,4.553108410460425,2972.4319296403687,45.0,No
Female,College,Single,Rural,-0.010175265228201537,Khon Kaen,47.0,6.5266447931067795,4194.942272332165,37.0,No
Female,Graduate School,,Rural,0.43331798160016183,Khon Kaen,45.0,4.054176006833934,5246.029472507411,68.0,No
Female,College,Divorced,Urban,-0.7045861167332176,Mahasarakam,61.0,5.857747069791756,5058.06108243149,42.0,Yes
Male,High School,Divorced,Rural,0.3917627699718251,Udon,51.0,4.904217624919876,4961.502373532725,35.0,No
Female,High School,Divorced,Urban,-0.3283551309183063,Udon,49.0,7.008567219348,3913.414279190035,53.0,Yes
Male,High School,Divorced,Rural,0.07735979396106926,Udon,40.0,5.259941871900422,5245.555725290115,67.0,No
Male,High School,Single,Suburban,0.2020075022364013,Khon Kaen,53.0,5.133710701134518,5095.7301011459795,87.0,Yes
Male,College,Divorced,Suburban,-0.6469499709685526,Mahasarakam,56.0,2.9295098073111063,4246.193348202765,67.0,Yes
Female,College,Married,Urban,0.8206863230347194,Khon Kaen,59.0,,5555.705623224799,91.0,Yes
Female,,Single,Urban,-0.5341535281495723,Mahasarakam,54.0,6.139826541975719,5073.7674318808695,60.0,Yes
Male,Graduate School,Married,Rural,-0.3646875668269243,Udon,48.0,8.277249057067072,4902.9689108530565,55.0,No
Female,College,Divorced,Suburban,-0.050082401268541625,Mahasarakam,50.0,5.797165777409971,4743.236005787421,25.0,Yes
Male,College,Divorced,Suburban,-0.04784648656450814,Udon,45.0,4.417841077427825,5109.664337615963,47.0,No
Male,College,Married,Rural,0.3251893755608625,Khon Kaen,48.0,2.9464432066686395,7974.174502067675,55.0,No
Female,College,Married,,-0.23354210421225688,Mahasarakam,56.0,6.413894072834897,4919.183578620562,82.0,No
Male,Graduate School,Single,Urban,-0.17495725835551934,Khon Kaen,42.0,5.579440198636552,3196.0910203867084,9.0,Yes
Male,High School,Married,Rural,0.28820408362970884,Khon Kaen,44.0,6.482311520814403,3891.241911623555,79.0,Yes
Female,High School,Single,Urban,-0.006194393457832688,Udon,44.0,4.400666201702575,3627.665192612443,82.0,Yes
Female,Graduate School,Divorced,Suburban,-0.20045142627423512,Udon,36.0,4.816634033097012,5985.2473825503985,38.0,Yes
Male,High School,Married,Suburban,0.40262436552170605,Mahasarakam,66.0,6.864093550645114,6574.739910156702,57.0,No
Female,College,Single,Urban,-0.6709309035884242,Mahasarakam,62.0,4.1007836941525895,5417.225616833665,,Yes
Female,College,Single,Rural,-0.16262440429297131,Mahasarakam,43.0,6.171806108095213,6123.72166462092,74.0,Yes
Male,Graduate School,Married,Suburban,-0.3680012251752272,Mahasarakam,51.0,6.892328160582435,3924.3400249773367,49.0,Yes
Male,High School,Divorced,Suburban,0.09509750081723356,Mahasarakam,50.0,6.636967472774893,3495.485351778212,59.0,Yes
Male,High School,Divorced,Urban,-1.0034739406764448,Udon,53.0,3.6540400313979475,4566.174630873279,98.0,Yes
Female,High School,Married,Urban,1.2068388135192019,Mahasarakam,44.0,4.561649756031654,4949.584161078218,55.0,No
,College,Divorced,Urban,0.3049375798212955,Udon,74.0,2.7641748149759593,4795.9194699948,44.0,Yes
Male,College,Married,Rural,0.21133757844380102,Mahasarakam,50.0,6.919222304033025,4567.544269834982,33.0,No
Female,High School,Married,Rural,0.31653609299133767,Khon Kaen,52.0,4.84887194320594,,65.0,No
Male,College,Single,Urban,-0.25709655247728913,Mahasarakam,46.0,3.9193609270714274,4920.995244442076,,Yes
Male,Graduate School,Divorced,Urban,-0.23127310079915847,Mahasarakam,50.0,6.115067384230477,,74.0,Yes
Female,College,Married,Urban,0.6247561307904219,Khon Kaen,65.0,4.958691455229538,4189.965310218604,58.0,No
Female,College,Divorced,Urban,-0.48006044210140614,Mahasarakam,32.0,5.519906922941443,5312.656700215831,47.0,Yes
Male,High School,Divorced,Urban,-0.4676844558885734,Udon,67.0,4.661831733702131,5520.214089388742,63.0,Yes
Male,Graduate School,Single,Urban,0.5306666156369695,Mahasarakam,47.0,3.3725972049310777,5203.5199027806675,46.0,No
Male,Graduate School,Divorced,Urban,-0.7828649261899178,Mahasarakam,41.0,3.6706456611994582,3572.3545737763197,52.0,Yes
Male,High School,Married,Rural,0.8538790647893296,Udon,64.0,5.109444801773359,5074.107719711983,38.0,No
Female,Graduate School,Married,Suburban,-0.018099143943534422,Mahasarakam,50.0,5.148838561018782,6211.930018995602,41.0,No
Male,Graduate School,Divorced,Suburban,-0.8513282818600684,Khon Kaen,54.0,,5518.958726608722,54.0,Yes
Female,College,Divorced,Urban,-0.4553879962334114,Udon,49.0,5.688511934401018,3929.0855235085724,25.0,Yes
Female,Graduate School,Single,Suburban,0.9898196221312734,Udon,64.0,5.019251520534049,,,No
Female,Graduate School,Married,Rural,0.42669213956145924,Khon Kaen,47.0,6.320568988431402,5572.639527342029,61.0,No
Female,College,Divorced,Urban,-0.6520803894396577,Mahasarakam,44.0,8.13873057809004,6161.534559355655,64.0,Yes
Male,College,Single,Suburban,-0.2761604527756252,Udon,58.0,5.488220098378772,2772.264118263484,57.0,Yes
Female,College,Divorced,Suburban,-0.07411709902627286,Mahasarakam,55.0,3.651727519190724,3359.1561243178044,50.0,Yes
Female,,Married,Rural,0.4487932460228247,Khon Kaen,53.0,5.876255163873912,7514.918671229708,80.0,No
Male,High School,Single,Rural,0.5653502321152318,Udon,56.0,2.0877420276811813,4468.59128265829,47.0,No
Male,High School,Divorced,Urban,-1.0765705759443709,Mahasarakam,48.0,4.615070629658025,6115.417602620408,38.0,Yes
Female,Graduate School,Single,Urban,0.4347401629077145,Mahasarakam,40.0,5.013783121809844,3259.263602496916,9.0,Yes
Male,Graduate School,Single,Urban,-0.10578701199414128,Mahasarakam,38.0,5.139505086937082,5133.058077219011,84.0,Yes
Female,Graduate School,Single,Urban,-0.3776476667603263,Khon Kaen,66.0,6.7345435935825435,5970.015658813138,45.0,Yes
Male,High School,Married,Suburban,-0.1819820770147001,Mahasarakam,53.0,4.6483437976896065,6323.0033740305935,65.0,No
Female,College,Married,Rural,-0.05874056028677391,Khon Kaen,51.0,6.864906650673753,6359.384838338061,67.0,No
Male,College,Married,Urban,-0.20522041955054118,Khon Kaen,,2.715674328802522,6280.54093739623,47.0,Yes
Female,Graduate School,Married,Rural,-0.02335529074374164,Khon Kaen,65.0,8.034757524541241,3767.5250137472276,65.0,No
Male,College,Married,Rural,-0.12285559016160216,Mahasarakam,46.0,8.035521689322273,2754.9839624893457,60.0,No
Female,Graduate School,Married,Rural,0.5203692755067688,Udon,47.0,6.080975684185763,5299.3239147588265,71.0,No
Male,High School,Married,Rural,-0.5626159403319532,Udon,54.0,6.034227684948712,6449.663301528376,32.0,Yes
Male,College,Divorced,Rural,0.06387221095754964,Mahasarakam,68.0,3.0590404581052573,5504.812759377048,49.0,No
Male,High School,Divorced,Urban,-0.003464894851164607,Khon Kaen,55.0,5.952707115311093,5267.5044688159005,36.0,Yes
Male,High School,Divorced,Urban,-0.08883741554161054,Udon,51.0,4.68509678560426,6178.648045185586,67.0,Yes
Female,Graduate School,Single,Urban,-0.21130236887073534,Khon Kaen,61.0,3.7637894771286677,3364.57396551898,29.0,Yes
Female,High School,Single,Suburban,-0.5044738122109028,Mahasarakam,52.0,3.645952752320163,5502.372221697988,76.0,Yes
Male,High School,Divorced,Urban,-0.49817402084172924,Udon,55.0,5.808020785214074,5118.304603252007,51.0,Yes
Male,High School,Married,Urban,-0.43653975239732923,Mahasarakam,56.0,4.713825842148786,4841.804419885286,74.0,Yes
Female,College,Divorced,Urban,0.15382182387557328,Mahasarakam,46.0,5.499817438163577,4810.296043584099,64.0,Yes
Female,Graduate School,Divorced,Suburban,-0.30920926803065635,Mahasarakam,53.0,5.611576524380688,5850.0911291850325,83.0,Yes
Male,High School,Divorced,Urban,0.28792269713795354,Udon,46.0,5.839437038449336,5343.180776845903,53.0,Yes
Female,College,Divorced,Rural,-0.028548408646541904,Khon Kaen,57.0,6.357955535004523,4665.216755402896,96.0,No
Female,High School,Single,Urban,-0.13315951029610945,Udon,59.0,5.854926943035704,1931.9192191027846,52.0,Yes
Female,College,Married,Suburban,0.4238638506189156,Khon Kaen,50.0,6.1522294151737595,6025.470795591,61.0,No
Female,College,Married,Rural,0.0694143260233795,Mahasarakam,37.0,6.3002302902201945,3894.737652146844,66.0,No
Male,High School,Divorced,Rural,-1.5,Mahasarakam,43.0,3.966955104279755,5510.786885757525,49.0,Yes
Female,College,Single,Urban,-0.17092600859478654,Khon Kaen,66.0,4.421990594046381,5119.31800167229,77.0,Yes
Female,High School,Married,Suburban,0.6449624950833936,Mahasarakam,41.0,6.933684208930434,5993.525493394403,27.0,No
Male,College,Single,Suburban,-0.3145726080824814,Khon Kaen,43.0,6.23407271417462,5692.590022966959,80.0,No
Female,,Single,Urban,0.009094727261040318,Khon Kaen,46.0,4.386247428568658,4425.043086428861,26.0,Yes
Female,College,Single,Suburban,-0.2200411444323265,Khon Kaen,34.0,8.172997336796787,4137.964165366974,53.0,
Female,High School,Single,Urban,-0.3507219544396116,Mahasarakam,60.0,5.783538472327627,2678.7816422165847,56.0,Yes
Male,Graduate School,Divorced,Rural,0.09688912073059783,Khon Kaen,57.0,5.553998772190353,2434.791014065069,46.0,Yes
Female,High School,Divorced,Urban,-0.4233328546964483,Khon Kaen,47.0,5.295912823081092,5034.5365405959465,75.0,Yes
Male,High School,Single,Rural,0.3507875983662528,Udon,57.0,4.84062905179338,4831.055398145154,47.0,Yes
Male,College,Single,Suburban,0.16410446791908342,Khon Kaen,61.0,5.301635818260494,6086.417960675101,72.0,Yes
Female,College,Single,Urban,0.5564831196058909,Udon,33.0,5.813788951173828,6512.778838781322,69.0,Yes
Male,Graduate School,Divorced,Urban,0.6802640364481368,Udon,66.0,5.524445457404982,3444.878068321249,43.0,Yes
Male,High School,Single,Urban,,Mahasarakam,37.0,4.646077418767445,4184.403092908602,69.0,Yes
Female,High School,Married,Rural,0.1325185221278424,Udon,46.0,3.788231526635115,5390.114813723553,43.0,No
Female,Graduate School,Single,Rural,-0.5073756236403218,Udon,38.0,4.437467949174345,2849.5001874472346,54.0,No
Female,Graduate School,Single,Urban,-0.7035053543732669,Udon,76.0,5.912088543493216,4782.691027965188,42.0,Yes
Male,Graduate School,Married,Rural,-0.19637674878368955,Khon Kaen,51.0,6.380218321794603,,58.0,No
Male,High School,Married,Urban,-0.16131480868398762,Mahasarakam,49.0,4.980803054821164,3224.8668863948224,64.0,No
Female,College,Single,Suburban,0.44786581539280773,Udon,31.0,6.8493758923904915,3313.739889782466,81.0,No
Male,High School,Divorced,Urban,-0.3122319565753305,Udon,59.0,5.869461378195844,6922.606978123271,34.0,Yes
Female,High School,Married,Rural,0.2422738186718293,Mahasarakam,67.0,6.267358375060292,3384.9764308817153,72.0,No
Male,Graduate School,Single,Urban,-0.5302651947191476,Khon Kaen,40.0,2.937707193471049,3739.62606605982,43.0,Yes
Female,College,Married,Rural,-0.03731300487522162,Khon Kaen,56.0,5.191105908407208,4483.138598771281,28.0,
Male,College,Divorced,Rural,0.1777308219126374,Mahasarakam,44.0,6.042557655010543,3672.654080076452,56.0,Yes
Female,High School,Married,Rural,-0.12939676061267746,Mahasarakam,44.0,7.0294628176637595,5367.442460731546,41.0,No
Male,High School,Divorced,Urban,-0.529722807426307,Udon,56.0,6.434762671211004,4690.572274334424,64.0,Yes
Female,High School,Married,Rural,-0.5720196969318091,Mahasarakam,51.0,6.065776209049769,6250.053758783322,37.0,No
Female,Graduate School,Single,Suburban,0.20417045005500806,Udon,50.0,5.685683767905566,3536.988898777173,59.0,Yes
Male,College,Divorced,Suburban,-0.3477076670956874,Udon,56.0,4.8569353664097905,3630.004728953585,65.0,Yes
Female,College,Married,Rural,-0.2929436744413329,Mahasarakam,57.0,7.233732846587431,5810.317773274885,47.0,No
Male,High School,Divorced,Rural,0.7533456992317586,Udon,57.0,6.60222455741407,3628.6652554403304,55.0,No
Male,High School,Married,Rural,-0.24033056570897918,Udon,58.0,5.24135870470276,4813.895003930456,,No
Female,Graduate School,Divorced,Urban,0.15798382429716598,Udon,39.0,7.381241113653688,5323.4416723057,99.0,Yes
Male,High School,Single,Urban,-0.5264693227651347,Udon,34.0,4.164796354166786,5561.130048520677,63.0,Yes
Male,High School,Single,Urban,-0.2653462668054354,Udon,46.0,,5647.736714247847,41.0,Yes
Female,College,Married,Suburban,0.4039142106138686,Udon,52.0,5.498533937551461,5944.764281536017,58.0,No
Female,Graduate School,Single,Suburban,-0.16643082762992178,Mahasarakam,45.0,4.765646482627905,5710.591995452466,45.0,Yes
Female,College,Married,Urban,-0.24574078241365788,Khon Kaen,46.0,6.7472352269917515,5190.143068106213,32.0,No
Female,Graduate School,Single,Rural,-0.08407050005264893,Khon Kaen,45.0,5.2404483870700425,5292.074183042754,75.0,No
Male,High School,Single,Suburban,0.10648653516048515,Khon Kaen,51.0,6.039551034794158,4302.84838061262,59.0,Yes
Female,College,Married,Rural,0.2766574876754769,Mahasarakam,49.0,4.748243970120423,3312.4277825560134,46.0,No
Male,High School,Single,Rural,-0.5429683439054446,Udon,53.0,7.5938849588178075,4563.097955205198,67.0,No
Female,Graduate School,Single,Rural,-0.264521722319485,Khon Kaen,55.0,7.569425400699169,3487.033097136895,56.0,Yes
Female,Graduate School,Divorced,Rural,0.6009041426296484,Khon Kaen,42.0,3.974909825682804,4564.28143989021,71.0,No
Male,Graduate School,Married,Suburban,0.9858795812174233,Mahasarakam,63.0,3.860716459611595,3501.2618662305676,60.0,No
Female,Graduate School,Married,Rural,0.29480589132722235,Udon,73.0,4.131643065323611,3959.2983217956216,60.0,No
Female,High School,Divorced,Suburban,-0.463887957952453,Mahasarakam,43.0,5.6168193906770405,3938.2674999219553,11.0,No
Male,High School,Divorced,Urban,-0.7401830743737128,Udon,52.0,,4466.223571814514,92.0,Yes
Male,High School,Married,Rural,0.2152443669534459,Khon Kaen,68.0,5.2702380111710045,3850.3707194803374,45.0,No
Male,High School,Single,Suburban,-0.39454807932065755,Khon Kaen,57.0,7.392139708157606,5730.1330936009745,57.0,Yes
Male,College,Divorced,Urban,-1.0278310337355785,Mahasarakam,44.0,5.541705723321763,5624.311916276258,30.0,Yes
Male,College,Single,Urban,0.5237254261399416,Mahasarakam,50.0,5.711437331086111,5141.42308374594,60.0,Yes
Female,College,Married,Rural,,Mahasarakam,47.0,7.001351195208253,5833.16135221608,44.0,No
Male,Graduate School,Single,Urban,-0.765798290785977,Udon,46.0,3.7489812642985325,4062.7228440682065,51.0,Yes
Female,Graduate School,Married,Rural,0.18480831822891539,Khon Kaen,53.0,3.2192732318449955,5169.702309346453,78.0,No
Female,Graduate School,Married,Urban,-0.4616441694610924,Khon Kaen,37.0,5.40960737858956,4224.573639728902,56.0,Yes
