Marital Status,Age,Time spending score,Money spending score,Gender,Annual Income
Married,44,47.84687483032433,55.675029862323186,Male,71335.4742433112
Married,65,72.48042404147509,84.35695966788938,Male,30004.109634735105
Married,26,24.66765211017115,26.941049693038483,Male,73242.46955059368
Married,28,43.603839380601,37.103340599586126,Female,74000.63639930148
Single,41,88.1237004918436,77.2682858372244,Female,69760.72784129562
Single,54,29.864605414257603,24.198609406279758,Female,86577.61293063441
Married,60,11.599497380496086,24.48255523357716,Male,76363.59652048095
Single,59,16.76007651445039,12.415933727489957,Male,80884.2504058957
Single,54,5.748713775670357,10.211595381050962,Female,88250.9590547215
Married,61,17.425634143022712,17.68731505974424,Female,88355.2316430475
Married,39,24.307706357347328,42.31326887593023,Male,70783.68378099172
Divorced,48,79.93980092861219,81.0665495808838,Female,62563.83129530228
Divorced,72,75.93026995424414,73.25861099858048,Male,38466.87424463895
Divorced,56,20.47582972469517,19.536024684453558,Female,82234.13590141978
Divorced,25,27.616152879322144,35.077973915711254,Female,65662.53082506992
Married,38,47.86630623570527,69.23523221345147,Male,69957.21327245336
Single,48,57.85019801894919,56.44267134991135,Female,77011.8570699798
Divorced,30,34.341296688645656,36.275305963295615,Female,71375.5351938507
Divorced,39,79.87744779805098,77.63072070826885,Female,63270.305870334254
Single,37,83.49556292223241,75.00346420177385,Male,56154.53969074069
Divorced,64,15.330925507377465,19.125902486941072,Male,84076.37456348653
Divorced,45,94.29831790116359,78.49153333337904,Male,64732.416621981574
Divorced,46,57.347225090848376,53.60830979632699,Male,74122.89288581704
Divorced,58,28.879234109878325,18.264221651125915,Female,84977.78038195333
Married,42,44.99915609605103,35.936362649655244,Female,74618.26805627596
Married,44,71.85310229669454,69.6688566393123,Male,58683.6535910238
Single,45,81.03694596382965,77.38660770539266,Male,65145.28929384714
Single,59,10.479006591978667,23.511628031511364,Male,84195.97200843893
Single,36,80.41877569287288,73.56164595666152,Male,68763.78087004482
Divorced,46,50.19254188434451,57.82996622130962,Female,75638.29436307627
Married,42,67.4776211054653,73.37052064082854,Male,61648.345455758754
Married,30,10.459924443614817,16.55679230630606,Male,65808.25592118036
Divorced,32,24.345515496323255,24.060214649928138,Female,73079.95895891897
Married,54,31.019159003348705,25.795888841585644,Male,82974.72417787209
Married,26,31.460011219258785,33.99506131579894,Male,75103.22794243672
Divorced,41,76.16099560501165,75.10338663671435,Female,67400.3523719378
Single,36,16.488379428998694,23.388712800487227,Female,67089.43177341844
Divorced,29,24.442472451768182,30.533932997126314,Male,63750.22384967868
Married,59,42.85385866526953,37.31946879914816,Male,82105.51487045105
Single,39,77.65273847506282,74.24392139029598,Female,66470.1890097082
Single,28,43.22334688443286,43.10712344667015,Male,69221.52345057054
Married,58,35.3484406092951,21.661663488142374,Male,78558.63166355804
Married,32,32.500291171984166,30.22330167203976,Male,71063.39876172584
Divorced,53,56.748565917525454,60.91583237748429,Female,69768.42749132177
Divorced,58,1.644885526410027,17.18432786347315,Male,82950.68116928235
Single,74,85.94162524920142,83.91612183692817,Female,32229.574199084287
Single,45,61.24270904671623,56.322109577782236,Female,77986.17890562062
Divorced,24,34.32545748126308,27.000463463865877,Female,62169.81777965976
Married,54,23.624297094336676,30.210943789892916,Male,90973.20471966399
Married,69,63.1144460634283,66.65088552587339,Female,24634.22911024117
Single,76,69.30521314045212,69.24646283676535,Female,28660.53642027096
Single,44,57.47510242326905,50.96782773370708,Male,85617.48419854665
Divorced,38,56.548141714755104,49.80228419558689,Male,72681.5489661062
Married,38,71.96329660673062,74.77423376509473,Male,77635.61107808618
Single,69,71.2759086727751,80.07200206443294,Female,26715.60623801132
Married,47,68.97861471056004,68.11104554922845,Female,73248.56478584418
Single,52,32.99541994256717,28.607236549903106,Female,78449.01359998074
Divorced,75,72.0752972655094,89.76265751907559,Male,20041.463281906705
Married,34,37.01065481001654,32.13037943518161,Female,61530.44077590457
Divorced,48,55.46797131164314,51.18742944455016,Male,78348.56341137351
Married,28,38.26634728665986,29.37758738716511,Female,75443.47808457629
Single,44,44.2588097004686,48.418440174447085,Male,62773.44176209122
Single,22,24.15774355173312,15.812212183473005,Male,67825.54070319768
Single,46,67.06665124934268,66.92209579675023,Female,78169.69815302282
Single,73,100.84763915694208,80.4554954920804,Female,32286.02260855124
Divorced,61,29.557351852131546,19.371695487861665,Male,89021.18660263109
Single,29,22.130586992360612,23.369186787836266,Female,68252.39043575847
Divorced,28,35.10905125456684,36.12270003440873,Male,57591.22846090071
Divorced,42,72.66913157228656,70.06108772540811,Male,63745.29243362356
Single,59,-0.30495466780630487,4.639284133013014,Female,78087.44649944306
Married,71,91.145369659168,86.12605299208077,Female,28163.444030044877
Single,43,53.75857824908927,47.6797258610491,Male,74449.03875321892
Divorced,59,32.43376714001752,26.610452096977497,Male,80967.46777522046
Married,51,61.86391184812493,67.39928805214747,Male,76946.70390737226
Married,78,89.68711508784975,94.15576158113143,Female,36787.975409973726
Married,59,8.964739503890629,18.779812529000083,Male,76046.84557904502
Divorced,64,90.60994283578081,87.67813325741939,Male,22026.572200748888
Divorced,42,49.24928682156741,54.35701862225309,Female,68075.37001856133
Divorced,46,59.37285764248177,57.74515454243462,Female,79779.64753220514
Married,30,24.03815314532222,32.51815775074959,Male,72481.79326872279
Divorced,40,77.80253467782033,77.24785091313076,Female,68897.63939082343
Divorced,48,60.33787850136856,74.11510882267575,Male,72498.89116652061
Single,51,29.57079114554078,22.143741926864344,Female,68901.02775435602
Divorced,67,62.34094237932388,72.21546345717806,Male,25870.519962993305
Single,43,59.7983537866929,51.69242721391901,Female,73679.33416340011
Married,67,85.74928039941186,76.38485490776242,Male,33610.348079238254
Single,28,26.23623303444946,28.915584919531085,Female,61490.337942170496
Married,45,85.49795636950267,80.0766895564998,Female,69483.67980509043
Divorced,43,79.30413933091148,73.56413344490831,Male,63050.00948076945
Married,74,72.76121074197123,81.02063067478761,Female,39704.56741381078
Divorced,55,22.931563009312892,15.640460030553275,Male,91162.3701092889
Married,45,78.0961313487114,73.23079491800983,Male,74475.96044021624
Married,70,89.74960701524203,87.17375936126015,Female,31686.194923331117
Single,50,-17.193431769236934,0.0,Female,95091.54757980104
Single,60,17.563049142733842,18.479841668134398,Male,87692.06716921544
Single,43,56.3101208165603,53.62588867726204,Male,78990.72625545326
Married,65,88.03089273771153,76.80429733657378,Male,32359.46476376555
Single,40,92.69765301398253,80.60290846119148,Female,65292.021264942705
Married,39,79.22311398044556,78.97201154238681,Male,75234.00411845549
Single,69,82.24957204687014,81.77837977788099,Male,27559.53651801675
Married,35,70.38714278133719,68.91491635156613,Male,67760.46342831395
Divorced,62,24.941009861507915,22.82647246545816,Female,75320.29919560115
Divorced,70,77.19068535617234,74.63416422808412,Female,39776.51690270342
Single,72,89.07051328801506,89.00201064413386,Male,28961.92858967265
Divorced,25,16.907971367951866,26.970668806346634,Male,66801.65868127595
Married,43,77.217592560188,73.0472666941373,Female,65893.38884028768
Single,40,63.36975683184855,70.07342554194851,Female,63184.331061131896
Single,29,31.03092505119154,38.08068486889107,Female,76483.45628488382
Married,45,94.77991782731891,81.32667360813258,Female,71959.94868989094
Single,42,83.1599736504717,79.868531551903,Female,66639.09401530972
Single,76,75.18696086119759,81.25184636126673,Male,27238.246027549925
Divorced,29,15.845903733226,24.621735087332574,Female,61449.18778939442
Divorced,31,33.81636518957033,32.393773079148076,Male,72706.33374698913
Single,35,35.05620112268516,30.771501752662417,Female,65813.69888535178
Married,67,88.55011007285431,91.70076577949244,Female,30603.16660800574
Divorced,24,41.203520235893,32.13031193364874,Female,71409.19521355974
Divorced,30,25.069171432698788,29.495271419622945,Female,65623.48348297375
Divorced,44,30.969741153614702,42.5837667051987,Female,72973.08254373932
Single,52,63.331015343049074,56.99677578216843,Male,83207.84967385666
Married,59,28.825473501888908,33.25787659642879,Female,79196.33274134528
Divorced,56,20.451867085429804,16.901551230548392,Female,71476.37235830312
Single,25,25.297280434622905,32.56424053682028,Male,71556.762613908
Married,56,11.882910366813448,24.605213814051474,Female,87967.81673714625
Married,31,19.50504753877799,33.89926258682412,Female,71248.35349631375
Divorced,48,57.960551029121355,63.54818329960722,Female,64481.68386218734
Married,24,11.608252080936627,25.278855832813118,Female,64404.47099221089
Single,53,15.239164160009235,24.920142324902095,Male,82430.65967636838
Divorced,67,69.54150264417528,70.52458779611939,Male,31501.252904888446
Divorced,66,80.25970408795061,87.0654891832588,Male,32008.540959120022
Single,39,61.015220391411624,50.90060336586309,Male,80915.81055883085
Single,28,34.24384433749342,28.884717714285134,Female,76196.69961398782
Single,56,32.10070477541678,22.401419938179863,Female,81297.25065916951
Divorced,70,91.81644597816124,89.99091223542533,Female,28325.736295166927
Divorced,46,84.08525493915742,82.29586874648874,Female,71061.05228215554
Divorced,72,77.47366011422451,73.71372324926213,Male,37496.50982725243
Divorced,44,57.48256500517235,70.52233251967061,Female,62145.494431376384
Divorced,69,84.94110127390191,78.04037591921795,Male,22728.432376226643
Single,43,69.41689390951773,70.14772474828379,Female,67173.95775828024
Divorced,74,103.02257345618486,85.2288269206669,Female,33717.21974656675
Divorced,45,79.64582892369896,74.36883636644941,Male,78030.86210678643
Divorced,37,72.74323836188188,78.12679336258704,Female,67322.86163645066
Married,54,44.90381220944835,30.17541327962759,Female,77523.55071231935
Single,69,89.69951276924195,77.28839749639458,Female,20786.365654232977
Married,58,27.113192417505623,21.175915082229672,Male,86534.69502386145
Married,67,74.28943263759564,78.4465842959782,Male,26685.078314629398
Single,39,83.17422675073485,68.04009675169718,Male,63376.99919016531
Single,46,85.56830798603504,73.38936565202009,Male,62485.362368705006
Divorced,72,83.62181901802674,89.7369653941406,Male,21491.001379799884
Married,34,67.89424609885906,81.07050982965401,Male,74797.84909178123
Single,51,27.435980911866743,30.13497224917841,Female,72047.52637114088
Single,41,60.5537571772924,76.26160745181306,Male,60977.918356102506
Divorced,58,10.468815608394372,22.09905426684912,Male,81170.4597600294
Divorced,45,69.844049013752,71.62886751397676,Female,62749.50260723409
Single,67,75.67877521345908,80.0108213108511,Female,31583.740140876827
Divorced,64,83.54686412227441,85.4138920046849,Female,33202.53968984001
Divorced,55,22.718362244914076,32.529456873380084,Female,86829.87073109462
Married,46,69.97548377800888,56.583187857870655,Male,68885.89380186611
Married,75,77.01102227830991,80.93873089975884,Female,37098.07734767218
Single,30,14.419560365549884,32.68617141860372,Male,72565.36095406437
Married,72,83.24221861587901,87.6032239900858,Female,30980.10461501965
Single,64,31.528552892397258,30.41360132282548,Male,88641.9604931188
Married,47,58.80122376406026,58.78848277474173,Male,85779.96301901316
Married,72,99.02274562713644,95.51551918227649,Male,32009.60419044426
Single,45,67.85337084670692,64.80220982778322,Male,69854.65353678424
Single,31,51.783798692362204,32.452637877701584,Male,66871.65415372614
Married,71,86.09254488485206,74.17557534344836,Male,28728.92274459295
Divorced,46,47.283305093193746,53.13876343048186,Male,77281.30915246038
Divorced,51,43.60710795038729,49.13303196180978,Female,80051.68839806189
Married,40,67.70841940144234,76.83706105801332,Female,60402.41240363536
Divorced,26,28.14458438503781,34.11486411184937,Female,72906.1590955387
Divorced,47,39.95788347070659,49.6834894167956,Male,75362.0044413518
Single,44,66.38230279161608,59.73114805251302,Male,72933.39117150837
Single,59,10.254312812127525,18.29625954566526,Female,91103.11735159841
Married,31,38.930121712699616,25.607738946766354,Female,76346.40552386512
Divorced,67,74.39331635690039,84.12692039564106,Female,35618.91977689952
Single,22,34.869733371904545,37.33676785298774,Female,74062.06171211909
Divorced,41,82.24518612504474,86.92620886337178,Male,73488.48042343147
Married,46,36.836968923576215,43.51196368211438,Male,71560.96961434216
Married,57,10.129959560469098,19.008894399033277,Male,74503.93545987272
Married,67,59.61668185120386,68.69544516610497,Female,16045.293240710766
Married,40,42.87097765791007,40.93240318665587,Female,76782.45664741652
Divorced,31,46.83153188522458,39.00338248405345,Female,72079.7874357204
Single,39,77.29355548207762,73.82840740794755,Male,65965.13380125834
Divorced,32,27.185417633528232,23.601765408003338,Female,75529.88313546115
Divorced,48,39.79460875224816,53.78435353992512,Female,73013.30994367183
Divorced,49,54.407341992039406,47.91283937876792,Male,69755.48059186162
Single,71,89.94910737111306,82.14228003432902,Female,31989.39384114607
Married,29,41.638466699861674,38.54466833160964,Male,65101.67406814476
Married,43,80.73644851157022,71.48336258789189,Female,55697.16629843736
Divorced,59,22.145411473723836,17.65567056134514,Female,76642.21076966933
Single,30,20.80974660676538,31.557580515457623,Female,73968.66829192133
Divorced,33,45.43561707491542,32.91165272627157,Male,66538.46771814623
Single,46,55.5696655556134,49.28553484171763,Female,68403.65546738575
Married,46,79.79564359000608,70.81874878194584,Male,67962.07180540015
Single,37,68.04626246368485,73.90200011355952,Female,65486.116339135064
Single,65,71.24787829209956,73.32549694862551,Male,19822.85614439212
Single,47,51.99781536080373,60.279972843436695,Female,86558.43442748536
Married,71,84.27726740578645,78.71899978207948,Female,29312.624936898523
Divorced,66,83.18576658836248,98.43775380663703,Female,26965.004853722225
Divorced,51,52.546633143071844,57.04854630535093,Female,76755.25154524873
Single,69,83.18962629827745,74.22854409826982,Female,28356.960290370902
Single,74,76.60551290735395,79.5326979124664,Female,29479.762207350002
Single,27,6.213696703785047,27.54947563446544,Male,72624.72828787743
Single,46,56.341746130469396,58.226035853133574,Male,75124.88519679729
Married,24,36.81113917276471,36.63793989702643,Female,76329.20380324479
Single,51,20.868374875274448,14.452262809225154,Female,79078.57157339161
Married,67,76.90186469993719,79.28278612734994,Male,24133.111785089088
Single,47,34.53552176587684,42.9744246400883,Male,73184.49300539074
Married,26,26.568804316431773,20.80475952304516,Male,74405.42279757395
Single,34,29.621230695430985,31.966106999889398,Female,75806.17991240585
Married,29,54.93647735565476,37.51965313043272,Male,71274.48131858445
Married,48,59.20936751169565,62.65412921971916,Female,83394.99530076547
Divorced,60,32.3407826401027,27.546023022597133,Male,81554.7528186944
Married,43,57.206304808173314,65.25167977508315,Female,59063.75467046736
Divorced,73,96.80813806055663,83.87770526873533,Male,41596.41578628599
Married,53,71.24438808087926,71.71625050089987,Male,66664.7788594681
Married,28,36.889131271806164,33.2181616741299,Female,67779.32388669263
Divorced,66,66.3804288248776,75.00889391351485,Male,31277.32109430847
Married,64,98.37336092788252,91.35706754114199,Male,26980.314445795775
Married,51,17.180793981733952,26.884419207690485,Male,82788.60357736573
Divorced,66,93.80821022848093,85.71770193792563,Male,27519.92379754592
Single,75,86.10796668770243,100.0,Female,23134.210679776843
Married,77,80.71412520240673,85.76222823864654,Male,33942.61791322702
Single,70,77.57738613703182,74.11875851070806,Female,27682.37994024359
Single,66,95.6398425620022,82.91971825333556,Male,30013.088070094927
Married,74,82.62636991778547,78.85647599215181,Female,32208.139679702777
Single,56,70.1961918972748,61.95332232039486,Female,73181.87472347305
Divorced,56,18.794706971797048,16.25734846069366,Female,85551.79097517511
Single,44,74.93587980032414,81.68598623312135,Female,64170.84827010419
Married,55,14.264655001506176,25.875155158829024,Male,86264.50550492901
Divorced,71,76.50121051367833,82.58745032962653,Female,34218.06092148651
Single,45,66.55423101914484,78.54387062770951,Male,73978.36028883727
Single,55,11.031017776822953,24.519620787115272,Female,79578.75894864099
Divorced,46,74.19099608511627,62.237976462293574,Male,73547.85249641974
Divorced,23,19.002501708257334,27.674101963961967,Male,68395.87718347234
Single,46,64.84960132691566,49.344841764148335,Male,80135.7302535495
Married,42,30.549053947146064,45.490886386059316,Male,72092.74211832808
Single,45,56.146969793562405,51.46155478001718,Female,84910.95904532864
Divorced,29,18.300602262241053,29.2570072895954,Female,66969.18142222795
Divorced,45,51.67951287970712,55.81972539812627,Female,74178.90421739442
Divorced,34,29.8498090387336,17.782133163849295,Female,84683.78621773543
Divorced,78,72.69916620796809,83.2693266781352,Male,46630.43425896903
Single,69,85.13471088730068,89.2327071675135,Female,27975.58836200607
Married,71,77.22765147687485,75.12331209246982,Male,27484.50473985073
Single,54,36.29080196194202,24.029176750930453,Female,75345.39584073653
Divorced,42,66.44711620218007,67.70416377404624,Female,64991.71914861891
Single,44,67.25285552485467,62.050937677831186,Female,68508.46110115014
Divorced,43,51.375643144380156,53.97017081935074,Female,81996.64614546474
Divorced,50,32.78773167233426,25.94622068745292,Male,83758.81448144699
Single,69,85.95168144253265,77.1696713201362,Male,23811.604357983277
Single,44,64.14064837681939,57.44940792728501,Female,60759.109829879984
Divorced,63,84.556752054153,95.42156211206446,Female,31962.97474614314
Single,48,48.08716045392466,52.45805786444726,Female,75308.10345459801
Divorced,42,73.81743927947701,75.04471657739879,Female,67106.03977554661
Married,51,22.647534612890063,28.256510924292694,Female,82903.12706526364
Married,29,22.566928132676043,21.757125123918353,Male,70436.59745079356
Married,46,61.8628730695161,57.700130825977126,Male,72626.4410165178
Divorced,70,68.55831494327417,68.9683521867531,Female,30516.18194107763
Single,40,93.33928446012621,75.6077249702065,Male,66161.11819312867
Single,79,76.71446403662067,80.34638258909489,Male,29055.928922492334
Married,29,33.43827064623604,34.18060181028355,Female,79731.36823120675
Married,28,47.06383254083089,36.257649711168185,Female,62649.75253620065
Single,59,43.34983463290606,30.67600455282966,Female,87731.13379644477
Divorced,72,80.1026693238879,78.02401978229848,Female,33497.03999598425
Married,61,39.38009860041414,32.533404848923155,Male,77798.36536083372
Married,43,52.578434805162416,74.76640417802159,Female,71905.66903958587
Divorced,50,55.462423906865084,59.73135216976604,Female,80613.36447319383
Married,42,82.94892310265885,81.81706871681513,Female,69510.7247813972
Divorced,62,29.012296733635303,25.915064222603046,Male,93067.12199657432
Married,54,27.072875225430614,23.445784038626662,Male,91536.50192249377
Divorced,43,66.40378837547685,55.69434919797743,Female,78051.13333609725
Married,42,45.75539091024194,52.77499706712967,Male,69764.95499036528
Married,37,70.53169097006054,77.55543476808263,Female,61860.162052452644
Married,47,53.03345447638759,72.9055296198903,Female,59602.61226781895
Married,33,19.645425742841752,26.987460277225278,Female,66737.78665443533
Married,38,71.88935862680478,75.03580893739007,Male,56915.51554675883
Divorced,64,73.90684575531441,74.48104101973266,Female,31958.491391196323
Married,61,46.60069426102272,24.114135753997086,Female,76004.22831165482
Single,31,48.61647268455345,37.74476152700835,Male,78109.10098393788
Divorced,28,22.98656016001939,25.56862974082705,Male,64113.82414140795
Single,38,68.97239638232635,70.97202989462764,Female,68302.77986522978
Divorced,41,75.21063386467887,71.73596009025505,Male,69077.59628853625
Single,25,35.888474720341264,33.94623450026943,Male,66008.33176360324
Single,48,61.6755738544786,64.16476756223746,Female,80180.10165967155
Single,32,41.89681572594508,38.398176425705806,Male,72374.64332705506
Single,57,29.26351362841666,22.22710829969864,Male,88499.22110624467
Married,52,28.251259389056592,23.237395571443532,Female,85910.8382122317
Divorced,46,45.49647845792319,51.715470205178306,Female,70576.62313985811
Married,60,29.84758679714912,25.270372902991483,Male,73767.98057897565
Married,47,54.86210427416068,47.88994367575077,Female,77851.6685126751
Single,44,56.738565633721045,44.83008025445978,Female,69655.74635679043
Married,32,54.167976763482635,35.81142371802056,Male,69685.10557002394
Married,58,10.435118463354474,28.140468892480996,Female,88153.45492039269
Single,71,94.28056016794528,90.02820442578793,Female,25915.884406941695
Married,38,82.06435985241556,76.26270907549255,Female,67130.3894155111
Divorced,71,76.74393439424816,71.67645539835533,Male,17774.59639235527
Married,47,66.41515739820777,63.620450701393004,Male,67150.31538721743
Married,67,84.10011342761022,88.33242190553815,Female,33146.66423089179
Single,42,70.4670746500417,64.15386072340972,Male,68639.16394364054
Single,23,23.616726456401842,29.365374086020527,Male,66085.69734722686
Married,67,88.61794724525626,89.45505565513719,Female,28248.583653742673
Divorced,28,29.19584751908265,21.39033104395997,Female,67863.94788220528
Single,32,33.95726066894681,31.590007384231022,Male,70472.92503002405
Single,76,66.06592061257439,76.70159155280592,Female,29242.704788903226
Married,55,52.37637878127505,34.65316130809605,Female,85109.2858151862
Divorced,49,70.20246099112958,75.7345685214251,Female,59959.771445639475
Single,32,36.82865865701819,27.753684074301745,Female,77086.42421317389
Divorced,42,61.60971051792498,69.1192347238134,Male,66567.82687044746
Single,50,65.35705579350464,60.752460968253445,Female,72921.38622365806
Divorced,61,17.515552977047566,22.783142785566834,Male,78589.0057671084
Divorced,28,16.991402980076124,27.38215714551159,Male,67643.07506286619
Single,42,60.91628796105877,66.08301736244526,Female,65320.48970859989
Single,29,37.64721543528209,37.19764706543936,Male,80339.03512214065
Married,28,15.25133328255885,20.522277377263762,Female,70631.13908473816
Single,56,35.74100287973922,27.35586821887439,Male,85486.88425101238
Married,47,68.54408710113705,77.79970776456561,Male,72911.80434510177
Married,52,14.142968599267883,17.586273600447097,Male,84654.26434033932
Single,49,54.35408999582859,64.45312683432576,Female,69429.8077371125
Married,35,80.42465425625808,74.08616098221806,Female,67736.09761279012
Single,54,33.81886528247325,27.673950941353276,Male,82812.93212532352
Divorced,41,48.97732367217684,52.68308321500591,Male,76498.61670105252
Divorced,27,39.409769772856755,31.966525876642145,Male,74569.33691134106
Married,73,83.35751512676009,82.91399349212585,Male,27709.420521667897
Single,23,31.360746589561277,30.443867212007124,Male,73586.94709045097
Single,44,52.72401053545849,53.19004087466501,Male,69145.51647089602
Divorced,36,85.58451862247453,80.95613432013062,Female,67107.54302373422
Married,38,80.591037576585,88.59783744347504,Female,70011.60096702949
Single,69,74.62010030132706,75.42845220254759,Female,34237.763627661676
Married,51,66.18028235052094,61.935816702002676,Male,88210.78692755086
Divorced,54,23.25758261838873,14.700792362360495,Male,78207.67410091517
Divorced,44,55.064482488631185,61.59189451353312,Male,67044.24372885258
Married,27,24.207984433376076,32.02144238059264,Male,71484.25192591298
Married,59,21.59909776898595,28.477719924155135,Male,96763.09791374483
Divorced,47,65.87948094208005,63.73715790389771,Female,72936.36834099393
Single,66,82.36072203754463,80.43872588246751,Male,26364.97165006215
Divorced,58,12.20550842151043,16.517534811390004,Female,86536.1757194773
Single,44,62.34228468100032,53.87077158152856,Female,71849.03788049833
Married,69,71.5771093780645,76.8112739550179,Male,28038.96199979647
Divorced,48,73.91239514127993,72.2413831071016,Male,66011.64721251171
Divorced,23,26.91354668336378,24.11851204521494,Male,78643.90727097707
Divorced,46,41.44647285130552,49.97982413763368,Female,67330.13140112897
Divorced,40,77.07854251207863,74.13256535596172,Female,74795.63249227208
Married,46,51.75854181947088,51.334112753243595,Female,79699.74302714864
Single,64,95.39762445502913,86.70887033554507,Female,22574.299619774174
Married,78,91.84142394112847,87.35341844504975,Male,30695.36313485859
Married,60,16.973657781256318,24.065571368734325,Female,83014.76033900224
Married,57,10.452314105189483,16.89784266257219,Male,80344.76407029499
Single,30,37.68779814993312,30.16600215727855,Male,78215.61739449274
Divorced,60,18.804228970311136,24.55976961231588,Male,90653.33322732228
Single,32,34.75450087103259,33.23499958623876,Female,78775.57486731498
Divorced,41,60.639180929299776,58.33146229315581,Male,73295.1406345231
Married,61,26.54192565306718,26.02941628267596,Female,78174.545624245
Divorced,43,64.34860827636868,71.52115731867457,Female,60969.77275048418
Married,47,52.465353025572384,61.16704062288823,Male,72999.63800995464
Married,37,77.90830869167849,85.13322332927716,Female,68688.27802511389
Single,63,32.14554996640717,29.965733858690932,Male,84963.73896811003
Divorced,41,75.32084031001256,64.95363418567507,Female,65278.36488227641
Divorced,35,51.54751522574987,42.62829537669066,Female,75298.12498247232
Divorced,54,24.834511308896502,28.965399851306827,Male,81641.75981915176
Single,66,96.3213095513363,92.32404253616829,Male,26671.010670638076
Single,60,30.26054827135377,29.070135734027485,Female,81685.08093964934
Married,20,34.57574008669841,31.464935711755217,Male,73883.61049013172
Married,36,79.4028760140778,77.00056934601261,Female,57746.6222892794
Single,38,60.070793791465306,71.42771299285168,Male,61685.01325855511
Divorced,43,54.11558706510074,55.178709539424716,Female,75258.9744854226
Divorced,59,36.87770149353799,34.913501453053826,Female,77509.92186978264
Divorced,42,64.70367234561624,67.98450254866702,Female,62184.417183385245
Married,59,7.355402020365242,13.144310172618496,Male,85488.93325333924
Divorced,72,87.52964822915519,91.6750011728297,Female,33127.094114946325
Single,44,38.0320004226756,45.24450750505637,Male,74805.04218306573
Divorced,58,37.56597978177942,20.344955964008626,Female,75030.45229389514
Single,69,69.84723652776833,81.89325503197736,Male,33779.31517434596
Single,57,1.7539368783112348,16.00974146477952,Male,75849.77357549341
Married,46,58.299006099932704,63.11415802120939,Male,72751.96964685398
Married,55,23.638474657061998,23.65268656315783,Male,81217.63014290095
Single,57,21.160607939005555,20.940864497134026,Female,86183.0585206229
Married,47,70.58201616019808,59.02920286109075,Male,84466.44913814805
Single,30,19.58960387181657,24.779925464511063,Male,75843.57601145748
Married,37,63.019039581550665,69.34900732999529,Female,74659.06607369047
Single,56,24.602840354521078,34.109683075060055,Female,80480.0822619714
Divorced,30,23.178747222683697,16.02842148156866,Female,71370.78800564098
Single,43,83.99983396116173,84.97364300191057,Male,65625.59030714892
Single,44,51.48367302584262,53.973776734362495,Female,86242.7622319367
Divorced,44,73.6305614093188,66.36981666187445,Female,78647.72472608034
Divorced,57,12.833879115265926,30.98652650731583,Male,87446.31660159088
Divorced,64,78.88829370303468,79.55793698773203,Female,21766.171143135085
Married,38,83.02654356459189,85.41628322766566,Female,63393.81087732639
Single,47,52.597195770853446,62.613719570991535,Female,78210.49517003432
Married,44,67.66599900133473,73.49253550521134,Male,59564.16716084633
Divorced,43,55.076306717073486,47.45225059503675,Male,73152.13329973334
Married,56,4.2637147783337035,21.816348215319522,Male,82125.52725269376
Divorced,46,78.15920543127274,73.36550009961293,Male,69468.91216181568
Single,70,82.12901822443519,79.1255283881343,Female,27298.159701965036
Divorced,69,89.19006108946014,85.41805324637929,Female,22352.13360430546
Single,41,94.27898493275386,81.5301632425176,Female,65095.98473010958
Single,36,68.28666861693632,81.98366756007397,Male,57948.43375887765
Single,42,74.00668710138763,60.79855040102916,Male,87224.12953108172
Married,23,22.883137912878787,33.36825730428188,Male,70508.57193256257
Single,25,13.18147108427458,26.509923586635708,Male,69700.1037818703
Married,46,51.34173994898617,52.26769597509737,Female,69556.92905533437
Divorced,53,38.14487412090458,25.899945916411458,Female,82811.7514801836
Divorced,71,89.48179102899257,86.434366441527,Female,17264.629567479693
Divorced,57,35.714471895252025,34.68589700776286,Male,79608.10469979089
Married,45,63.243815360414025,64.30478362198588,Male,71373.44626772923
Divorced,43,88.9513254148418,69.30440217379149,Female,69874.62066179022
Divorced,40,77.89100109351169,74.74640278164722,Female,71530.82210487188
Divorced,30,34.39379650338197,38.261163091328484,Male,65466.85500123064
Divorced,28,22.382155516853537,27.623782026768588,Female,79674.37346096749
Single,66,77.92957892101748,76.92516712057197,Female,27933.521873753387
Single,45,76.0188274459381,77.84901654279793,Female,61079.297033123905
Single,34,25.90881318030746,19.60747707636742,Female,67168.23342446468
Single,42,75.93444055195587,83.20793860676127,Male,57049.545530804295
Single,68,79.41193491538901,82.98785744387976,Male,24486.58003216185
Single,41,67.44146682454954,73.48718226747087,Female,65680.49007466974
Divorced,63,31.02722254043842,24.955737966429044,Female,75873.13042741339
Single,61,38.944100018963915,26.065850145197572,Male,81481.3899185774
Single,58,24.325898038033507,32.959089260851016,Male,81325.8746005015
Married,44,40.951281027055664,59.61902343581397,Male,73262.51156170413
Married,67,75.22966071597752,75.56547653274768,Female,29799.72901240238
Single,45,81.53109702296467,85.6266268585987,Male,72787.70436988534
Divorced,67,83.20028252211631,72.26079638202087,Male,34127.37248979578
Divorced,32,7.164087634670791,21.72632524989396,Female,64307.07504786537
Divorced,45,51.552636191449416,51.84010210299736,Female,61640.84261255207
Divorced,49,57.19552034926916,57.66949878415014,Male,73757.21896263657
Divorced,57,0.5853430837532763,19.99103214658758,Female,81757.0184678028
Married,56,33.530055630114305,23.89658059412792,Male,75779.77643931904
Single,50,52.34817420146501,62.0853371082421,Female,82481.05061417501
