Years after high school graduation,Monthly Income,Sex,Location Code,Brand Loyalty,Active online hours,Years subscribed,Marital Status,City,Education Level,Renew
57.0,3700.3391267470515,M,Urban,0.20633375261414544,3.2251578894134942,3.0,Divorced,Osaka,High School,Yes
43.0,3406.1689468739432,F,Rural,0.6562259087983261,5.386817851700288,4.0,Single,Kyoto,High School,Yes
24.0,5218.792748405494,M,Urban,-0.06429639472659904,2.9333634530089134,3.0,Divorced,Osaka,High School,Yes
40.0,5850.406309431255,F,Rural,-0.2896730047816731,5.547012539714975,3.0,Divorced,Tokyo,College,No
38.0,4936.929672637501,F,Rural,0.5947680470565901,4.106246110067198,6.0,Divorced,Tokyo,Graduate School,Yes
24.0,5092.533802726391,M,Urban,0.4187952053694435,1.3287265859903896,4.0,Divorced,Kyoto,High School,Yes
22.0,4877.8645235241565,F,Suburban,-0.019490697322134487,4.808473537208831,6.0,Divorced,Kyoto,High School,Yes
32.0,4427.200564399374,F,Rural,-0.9159692462560765,7.3585619493089505,7.0,Divorced,Kyoto,High School,No
16.0,2756.808988796741,M,Rural,-0.6421866588519114,6.427515272450274,5.0,Single,Kyoto,Graduate School,No
30.0,4703.498210545645,F,Urban,0.3730849186135927,4.911917156433032,4.0,Divorced,Kyoto,College,Yes
26.0,5703.099890107113,M,Suburban,0.6398081144262899,5.108088089176801,5.0,Single,Kyoto,Graduate School,Yes
31.0,6487.540890128601,M,,-0.023373918435068315,3.5341125013134143,2.0,Single,Osaka,Graduate School,Yes
34.0,3990.0167176077002,F,Rural,-0.9977683252510923,5.494694221810454,4.0,Divorced,Tokyo,College,No
18.0,,F,Rural,-0.052012913055089885,5.508825892942383,,Divorced,Osaka,High School,Yes
35.0,4670.898378897095,M,Urban,-0.26858678872376507,4.764127723700991,4.0,Married,Osaka,Graduate School,No
24.0,5820.240990605729,M,Rural,-0.9740951592690503,6.960956185673407,3.0,Single,Osaka,College,No
30.0,5648.872219000016,M,Suburban,-0.6633451529357304,5.533393588903704,2.0,Single,Kyoto,Graduate School,No
45.0,5413.211478459945,M,Suburban,0.2561057676557919,6.10021829613817,6.0,Married,Osaka,High School,Yes
24.0,6593.463525204857,F,Urban,-0.3145259843927924,3.5959473963511046,4.0,Married,Kyoto,High School,Yes
22.0,4710.099032747328,M,Rural,-0.4100712796047414,7.4283768980746485,3.0,Married,Kyoto,High School,No
25.0,5273.462571543504,F,Urban,-0.08314435330197065,4.783565104466312,6.0,Divorced,Osaka,Graduate School,Yes
40.0,5921.279226692393,F,Urban,0.2538218827705249,3.3059269829922164,7.0,Married,Kyoto,High School,Yes
20.0,5111.805176156911,M,Suburban,0.6855762800814943,4.564585553742364,6.0,Divorced,Kyoto,College,Yes
34.0,5408.969913768401,F,Rural,-0.17722074260082352,7.964700491963127,6.0,Single,Kyoto,High School,Yes
34.0,4699.146034273825,M,Urban,0.7173597566606411,4.10233923886014,6.0,Single,Osaka,Graduate School,Yes
31.0,3556.98759012188,F,Rural,-0.6253615360419505,5.445961781901544,6.0,Married,Osaka,Graduate School,No
34.0,3900.809430033045,M,Suburban,-0.25445143721235586,5.917917284248897,5.0,Single,Kyoto,High School,
28.0,5896.4839740172965,F,Urban,0.4023563031955642,4.506111622612826,6.0,Married,Tokyo,College,Yes
33.0,5344.412068270925,F,Urban,0.2541699249275679,3.910825963121504,5.0,Divorced,Osaka,High School,Yes
33.0,4493.211692931855,M,Rural,-0.6351465111389485,5.089726061153011,5.0,Married,Osaka,High School,No
32.0,5678.923788886082,M,Urban,0.047024725318712296,5.428680836185934,4.0,Divorced,Kyoto,High School,Yes
22.0,5296.521235834784,M,Suburban,-0.06109588919269634,5.321377893651059,4.0,Divorced,Tokyo,College,No
30.0,5563.072505812742,F,Rural,-0.2678623573037382,5.950268114905223,5.0,Married,Tokyo,High School,No
36.0,3422.080983761335,M,Urban,-0.23739444122533132,6.404732294735717,4.0,Married,Osaka,Graduate School,No
31.0,4376.494195321707,F,Rural,-0.7142421393472592,6.204158275883541,5.0,Single,Kyoto,High School,No
30.0,2518.605058275354,F,Urban,,6.457053097087561,3.0,,Tokyo,College,No
23.0,5366.386509416093,M,Suburban,0.3747965485051846,5.954976774757902,6.0,Divorced,Tokyo,College,Yes
37.0,4634.955360459623,M,Rural,-0.2325504200406938,6.9254723850540145,4.0,Single,Tokyo,College,No
37.0,4391.915093196066,F,Urban,0.5679762175227929,4.245252294977268,3.0,Divorced,Osaka,High School,Yes
18.0,6293.959909582359,M,Urban,0.01185342291647018,,2.0,Divorced,Kyoto,Graduate School,Yes
22.0,6338.9969817881065,M,Rural,-0.09594894994189103,5.0779305322495,4.0,Divorced,Osaka,High School,No
14.0,5257.059340496091,F,Suburban,0.13422795308835309,3.4943835462878097,4.0,Divorced,Tokyo,College,Yes
27.0,5810.8568773771885,F,Urban,0.22162190365244178,4.568911559042582,3.0,Divorced,Tokyo,High School,Yes
40.0,5177.170262378154,F,Urban,-0.0325526465526012,4.62987314977685,2.0,Married,Kyoto,Graduate School,Yes
23.0,4633.947813152866,F,Urban,-0.08003039733496004,6.904566036808191,3.0,Divorced,Tokyo,College,Yes
25.0,4626.644153410019,F,Urban,-0.09802651888671751,5.528301441335393,5.0,Married,Tokyo,High School,No
33.0,5369.499158844741,F,Suburban,-0.39056243813708513,6.949941922767852,5.0,Married,Osaka,College,Yes
50.0,6007.782699678302,F,Rural,-0.9514561825526373,5.630362405390462,4.0,Married,Tokyo,High School,No
38.0,1859.8901173993859,M,Rural,0.010607161802343196,6.608458697034537,3.0,,Osaka,Graduate School,No
29.0,5495.997539582236,F,Suburban,-0.18629959974483545,4.993219607750377,3.0,Divorced,Osaka,Graduate School,Yes
42.0,4698.925934220048,F,Rural,-0.8791272904741863,7.98316615259593,5.0,Married,Kyoto,College,No
44.0,5391.10653403105,M,Urban,0.32490762118567734,4.904425757613618,5.0,Married,Tokyo,College,Yes
42.0,5362.177759810317,M,Rural,0.1359433650210619,5.813970376179001,3.0,Married,Osaka,Graduate School,No
39.0,5187.623321065583,F,Urban,0.27843978191420793,3.592419567915375,5.0,Single,Osaka,High School,Yes
25.0,3785.495214483224,F,Rural,0.33659682749143227,5.662979832268823,5.0,Single,Tokyo,College,No
35.0,5524.18002206959,F,Suburban,0.014651568662471068,3.5985137147195028,4.0,Single,Tokyo,Graduate School,Yes
25.0,5034.56797942506,M,Suburban,-0.4858429809801929,8.29140616796003,6.0,Married,Tokyo,College,No
39.0,4850.9226136945845,M,,-0.05194166209464787,6.169017018964512,5.0,Married,Kyoto,College,No
17.0,5575.675723494295,M,Suburban,0.7795185144866793,5.814380013423676,3.0,Married,Osaka,College,Yes
32.0,5489.493611912877,F,Suburban,-0.03622102405880719,5.799332748041722,6.0,Single,Tokyo,Graduate School,Yes
28.0,4265.984099115822,M,Urban,0.5560396030187797,5.635912019502719,4.0,Single,Tokyo,College,Yes
29.0,5799.491597431411,M,Urban,0.06097497052388731,3.8181876295996244,4.0,Divorced,Osaka,Graduate School,Yes
19.0,3310.190232623476,M,Urban,-0.3057751584558336,4.583723239922939,3.0,Married,Tokyo,,No
25.0,4141.073155411906,F,Rural,,5.598298949927499,6.0,,Tokyo,College,No
26.0,4011.412895006785,F,Suburban,-0.1093044720904788,5.892573867604179,3.0,Married,Kyoto,College,No
26.0,2161.7862479236132,F,Rural,0.12334739768295575,6.325389295564307,4.0,Single,Tokyo,Graduate School,No
24.0,5479.193036643467,M,Suburban,-0.5141111499280292,4.435842577859141,3.0,Divorced,Tokyo,College,Yes
30.0,5429.117640977192,M,Urban,0.6947551272888944,3.601050059972552,2.0,Divorced,Kyoto,College,Yes
27.0,5512.500278927528,F,Rural,-1.2076771538842894,6.151407543436836,2.0,Married,Kyoto,Graduate School,No
37.0,4921.206604714195,M,Suburban,-0.8614973718804686,5.415317232422593,4.0,Single,Kyoto,Graduate School,Yes
34.0,5340.566107366522,F,Suburban,-0.706803577059432,6.07132259469379,4.0,Married,Kyoto,High School,No
25.0,4715.449180957604,M,Rural,0.3035694554345602,4.177700068566323,5.0,Divorced,Kyoto,High School,Yes
44.0,5619.113565784123,M,Urban,-0.25772058551115967,3.0676947553787324,6.0,Single,Osaka,Graduate School,Yes
22.0,6702.345305042759,M,Urban,0.9210840632397125,4.681452603496119,2.0,Single,Osaka,College,Yes
49.0,5786.405949939652,M,Suburban,0.20568706189802705,6.638199362731648,5.0,Single,Osaka,High School,Yes
33.0,5347.156679770193,F,Urban,0.20449279286234406,3.6359256109377793,4.0,Divorced,Osaka,College,Yes
20.0,5955.741582799519,F,Urban,0.6885358446233271,4.673262584117598,4.0,Single,Tokyo,College,Yes
10.0,5234.667975717674,F,Urban,0.9034053196506368,4.963465858594201,4.0,Divorced,Osaka,College,Yes
37.0,5137.62978567362,M,,-0.8626257269346091,7.105740442836197,4.0,Married,,High School,No
28.0,4099.883991228669,F,Rural,0.21606790669093034,6.040642820373827,7.0,Married,Kyoto,Graduate School,No
24.0,6988.946939743213,F,Rural,0.16025132739858197,5.13365161564604,7.0,Single,Osaka,High School,Yes
21.0,4216.585808947886,F,Urban,-0.15735956628855935,4.8781795045169885,3.0,Married,Tokyo,Graduate School,No
44.0,4432.3809990290565,M,Urban,-0.17430296258037853,6.903124216552449,4.0,Divorced,Kyoto,Graduate School,Yes
37.0,6006.339903023546,M,Urban,0.7045532037074036,3.6732968135906,6.0,Single,Tokyo,High School,Yes
20.0,3729.642593588638,F,Rural,-0.7417634481738484,5.691440742345943,5.0,Divorced,Kyoto,Graduate School,No
23.0,6306.276602611499,F,Suburban,0.017754369245765525,3.5464868076448113,3.0,Single,Kyoto,Graduate School,Yes
35.0,5103.311654697549,M,Urban,-0.7873670158104064,3.2433241898684333,4.0,Divorced,Tokyo,Graduate School,Yes
16.0,6428.51710199076,M,Rural,0.8008561102712467,5.359433857546043,5.0,Married,Tokyo,Graduate School,Yes
19.0,4323.611663444996,M,Suburban,-0.06544971040087756,6.411540685375314,2.0,Single,Kyoto,Graduate School,No
44.0,4560.461522890325,F,Rural,0.4915906500623164,4.310482579611904,5.0,Married,Kyoto,Graduate School,
18.0,6273.063210026521,M,,0.15267424040716268,3.814808272953538,,Single,Kyoto,Graduate School,Yes
28.0,5353.600564207821,F,Rural,0.3987543442846255,4.6116854288723585,3.0,Divorced,Tokyo,High School,Yes
27.0,6110.335963571634,M,Suburban,0.23143020104435802,2.3259406762167942,4.0,Divorced,Tokyo,High School,Yes
20.0,7184.310953483313,F,Urban,0.29074486860603227,,2.0,Divorced,Kyoto,High School,Yes
35.0,5183.292465540847,M,Urban,0.24525610225254119,7.716019216112507,6.0,Divorced,Osaka,Graduate School,Yes
38.0,5640.260914646136,F,Suburban,-0.27922467640984305,3.4671653981424777,3.0,Married,Osaka,Graduate School,Yes
37.0,4397.492883556247,M,Suburban,0.019213861011042596,3.2648357189049237,6.0,Married,Osaka,High School,Yes
32.0,,F,Suburban,-0.13857755276801867,4.502647579297076,4.0,Married,Kyoto,High School,Yes
10.0,6546.162267921622,F,Urban,0.8835203605613609,3.547016389094704,3.0,Married,Kyoto,College,Yes
27.0,5483.085632600713,F,Rural,-0.2955733748009312,4.8879868311309025,2.0,Married,Kyoto,High School,No
31.0,5041.882114899064,F,Rural,0.15107684795504003,4.584427901872648,5.0,Married,Kyoto,High School,No
18.0,5638.8947970430545,F,Suburban,0.28891485168662623,5.328555838128878,5.0,Divorced,Kyoto,College,Yes
24.0,3372.379942087513,F,Urban,-0.8389148738307038,7.332685493670519,5.0,Married,Osaka,Graduate School,No
21.0,5753.845661419816,F,Suburban,0.03560746424939909,3.1701463234167138,5.0,Married,Tokyo,College,Yes
19.0,5994.1888056662065,M,Suburban,1.08776869912064,3.3679440040825988,5.0,Single,Tokyo,Graduate School,Yes
18.0,5869.217457821179,M,Rural,0.27080199030352176,3.268089441244192,2.0,Divorced,Tokyo,Graduate School,No
28.0,4684.452887580366,M,Urban,0.9998191373318606,1.4750043366465166,3.0,Divorced,Osaka,High School,Yes
25.0,5785.998075781705,M,Suburban,-0.11931135710644317,3.0141415770500797,5.0,Divorced,Osaka,High School,Yes
28.0,2921.343694990219,M,Rural,0.2861271395538666,6.582083851118891,5.0,Married,Kyoto,High School,No
28.0,2296.482346110291,M,Rural,0.19886928604724935,5.245079837203744,5.0,Single,Tokyo,High School,No
36.0,3252.907648373367,M,Suburban,-0.268660090000829,6.47806490302771,2.0,Married,Kyoto,High School,No
19.0,4531.615772707569,F,Rural,-1.2163555580252405,4.456759014048233,3.0,Divorced,,Graduate School,No
55.0,5065.741596833602,F,,0.2995012236786051,6.6446187306575855,4.0,Divorced,Kyoto,College,Yes
31.0,6292.895841621581,M,Urban,0.1958881509141992,3.8521830954331584,7.0,Single,Kyoto,High School,Yes
19.0,5373.724389576514,M,Suburban,0.3369331097600095,3.9269850276055553,4.0,Single,Kyoto,Graduate School,Yes
43.0,4995.706908264671,M,Rural,0.25546067988057575,4.203424922252337,3.0,Single,,High School,No
23.0,5997.308815905609,M,Urban,-0.49448632891372235,2.550368794580637,4.0,Single,Kyoto,College,No
16.0,5084.696568111638,F,Suburban,-0.09083043406595327,3.9125777500346928,3.0,Single,Tokyo,,Yes
26.0,3881.6568297016593,F,Suburban,-0.8137911562400941,6.185500526301577,7.0,Divorced,Kyoto,Graduate School,No
28.0,4203.079934148757,M,Urban,-0.01358774207900891,3.2198498031715035,3.0,,Kyoto,Graduate School,Yes
39.0,5488.634512997751,M,Urban,-0.1523423100961246,6.038692702502685,4.0,Divorced,Osaka,College,No
29.0,4920.3037515362785,F,Rural,0.26473470292160145,4.925336487588282,2.0,Single,Tokyo,Graduate School,Yes
35.0,5567.838173735096,M,Rural,-0.2647030172346989,4.513820467460636,4.0,Married,Osaka,High School,No
30.0,5139.449696639095,M,Rural,-0.027149672503700477,1.709625308614351,5.0,Married,Kyoto,College,No
21.0,,M,Urban,-0.09590673362839447,5.294292089289178,2.0,Single,Kyoto,High School,Yes
25.0,7130.314153678579,F,Urban,0.4449216845780197,2.1615544618573033,3.0,Single,Kyoto,,No
30.0,4828.710034046203,F,Urban,0.17005236768415677,4.199143303660044,4.0,Divorced,Tokyo,Graduate School,Yes
47.0,4786.462550677783,F,Rural,0.4073745445656454,5.279128946157848,5.0,Divorced,Tokyo,College,Yes
37.0,5324.170663941855,F,Suburban,0.26657296980398903,3.21000910374499,5.0,Divorced,Tokyo,Graduate School,Yes
25.0,6586.735680963417,F,Suburban,0.5190372899132825,3.8181967457810693,3.0,Divorced,Osaka,College,Yes
47.0,4787.450872428289,M,Urban,0.5281537041888774,1.9111047449213476,3.0,Married,Osaka,College,Yes
37.0,5898.653900432889,M,,0.05808984962773375,5.718755278163532,5.0,Divorced,Tokyo,High School,Yes
10.0,6348.5162267964115,M,Urban,-0.39088236554458317,4.732832972388035,4.0,Single,Kyoto,Graduate School,Yes
18.0,3759.420845036563,F,Suburban,,5.730219893155654,2.0,Married,Kyoto,High School,No
30.0,3386.2833025940163,M,Rural,-0.18119257051919802,6.954833764882617,,Married,Tokyo,High School,No
27.0,6256.228462592408,M,Urban,-0.1759179991817591,4.392152074184676,2.0,,Osaka,High School,Yes
39.0,4539.470718855843,F,Suburban,0.6235709380010083,5.046802087667849,3.0,Single,Tokyo,College,Yes
32.0,3617.0385570841827,F,Suburban,-0.14524450922379084,5.973136243707737,5.0,Single,Tokyo,High School,No
50.0,4815.575916870007,M,Suburban,0.27567987198434984,5.3667044189756306,5.0,Married,Osaka,High School,No
32.0,4436.931156280645,M,Urban,-0.053463452193596064,3.478018092443307,6.0,Divorced,Tokyo,Graduate School,Yes
16.0,6340.8836253404015,M,Urban,0.24237652073399257,4.062484277851196,3.0,Divorced,Kyoto,High School,Yes
44.0,4513.963032438994,M,Urban,,6.211490775490602,2.0,Single,Osaka,Graduate School,Yes
24.0,4992.303443986955,M,Urban,-0.13309033180834168,1.9607240208869157,6.0,Divorced,Osaka,Graduate School,Yes
42.0,4538.018388180334,M,Urban,0.6606635418225507,4.827235747636174,3.0,Divorced,Osaka,Graduate School,Yes
41.0,4761.861078453353,M,Rural,-0.6093410158106144,6.538864845438715,6.0,Married,Kyoto,High School,No
28.0,5284.621999811822,M,Suburban,-0.2622814700899577,4.018373121829729,5.0,Divorced,Osaka,College,No
30.0,4009.122039032615,M,Suburban,-0.09420231736324666,6.138509413739142,4.0,Married,Kyoto,Graduate School,No
30.0,5080.783743420686,F,Suburban,-0.24667878534303592,5.022404114526977,6.0,Divorced,Kyoto,College,No
31.0,6181.986082726922,F,,-0.34613747101153636,6.162337734749963,7.0,Single,Tokyo,College,Yes
25.0,4259.160908401415,M,Rural,0.3875387328922152,4.958663403809194,4.0,Married,Osaka,Graduate School,No
30.0,4941.735290469869,M,Rural,-0.5548191526805837,5.3625662336968976,4.0,Married,Tokyo,Graduate School,No
23.0,5447.907010988237,M,Suburban,0.7682364711587607,4.320884340962192,6.0,Single,Kyoto,Graduate School,Yes
34.0,5085.568513938438,M,Urban,0.24877381761227524,3.84820699665136,4.0,Divorced,Kyoto,High School,Yes
40.0,5278.371661179431,M,Suburban,0.00813309728179594,2.660465653430979,4.0,Married,Kyoto,Graduate School,Yes
20.0,6273.029998351756,F,Suburban,0.24963439244943175,4.01142999467743,6.0,Divorced,Osaka,Graduate School,Yes
33.0,6002.584068111359,F,Suburban,-0.08890072049749353,5.3504879825345775,4.0,Single,Osaka,Graduate School,Yes
24.0,2798.0868349573625,F,Rural,0.2779455511052297,5.620242590724063,4.0,Married,Kyoto,High School,No
52.0,5634.61798426768,F,Suburban,-0.12878149858806776,3.8869291342446903,5.0,Divorced,Osaka,College,Yes
19.0,4930.352950069216,F,Urban,-0.09632723251127126,5.074321967067968,4.0,Single,Tokyo,High School,
35.0,6098.335994376969,M,Urban,0.24184521485458504,4.3112300275211926,2.0,Divorced,Kyoto,College,Yes
24.0,6202.7363525200035,F,Urban,0.5265993709739972,3.4591549500519476,5.0,Divorced,Tokyo,High School,Yes
29.0,5278.840341066993,M,Urban,-0.011160656410942688,4.901793467395013,4.0,Divorced,Kyoto,College,Yes
39.0,3121.780008808617,F,Suburban,0.03665596971446437,6.4335368888304885,6.0,Single,Osaka,Graduate School,No
26.0,4303.074127669348,F,Urban,-0.44542868066912594,6.042618888294443,4.0,Divorced,Osaka,High School,No
32.0,5233.954911762974,F,Rural,0.1983135862205741,4.049299321688274,4.0,Divorced,Tokyo,High School,
31.0,4749.7123982537305,M,Urban,0.6066114395021298,5.631019132646638,4.0,Single,Osaka,College,Yes
34.0,7227.127374284951,M,Urban,-0.3639681908847904,5.582085766083667,2.0,Divorced,Osaka,High School,No
24.0,5605.710723659611,F,Suburban,0.2084456238628034,3.165937180478328,6.0,Divorced,Osaka,Graduate School,Yes
39.0,6360.512387058871,F,Urban,-0.18551041944005436,3.160787319066804,3.0,Divorced,Kyoto,College,Yes
34.0,3945.6680976681937,M,Urban,-0.23711968244916495,5.456153206477897,3.0,Married,Osaka,Graduate School,Yes
10.0,3358.2180467929534,F,Suburban,-0.9548423136737351,6.688757357559059,4.0,Single,Tokyo,Graduate School,No
32.0,6094.015925478942,F,Urban,0.12002178258903673,4.553773402548969,3.0,Divorced,Kyoto,Graduate School,Yes
36.0,3166.593447379354,M,Rural,-0.06837694190056146,6.17745201769575,4.0,Married,Kyoto,Graduate School,No
2.0,4284.440970191543,F,Suburban,-0.5968365148953096,6.5049362259036885,3.0,Married,Osaka,College,No
14.0,5633.42139240091,M,Urban,0.2973025111192352,4.756256558486642,7.0,Divorced,Kyoto,Graduate School,Yes
21.0,6899.32653924053,F,Suburban,-0.3323902064699732,2.8880999573931048,6.0,Divorced,Kyoto,High School,Yes
26.0,4758.090682494405,F,Rural,0.08249525701060553,5.082626323747891,1.0,Single,Kyoto,College,No
49.0,4878.9358953411975,M,Rural,-0.014079982757030256,4.734578158864074,3.0,Married,Osaka,College,No
34.0,,F,Urban,0.026700118364974268,4.410981333705048,5.0,Single,Tokyo,High School,Yes
38.0,3197.2099341389626,F,Suburban,0.40336054986352515,6.031697429154372,6.0,Single,Tokyo,College,No
19.0,4170.256643665183,M,,-0.9205373610505677,6.506589395501203,5.0,Married,Osaka,Graduate School,No
36.0,5626.764705477122,F,Urban,0.26667981412588704,2.6638084464297744,5.0,Divorced,Osaka,College,Yes
23.0,4743.595051095054,M,Rural,-0.4739047322046873,4.771669757816116,5.0,Single,Tokyo,High School,No
31.0,2431.5921697734243,F,Suburban,-0.40532656457679445,9.65126713167917,5.0,Single,Osaka,High School,No
29.0,5221.919714810374,M,Urban,0.5371283310575408,5.32926775461238,4.0,Divorced,,College,Yes
35.0,5549.604827658624,F,Suburban,0.20138409496918686,5.767212248205134,6.0,Divorced,Osaka,Graduate School,Yes
14.0,4464.600673174852,F,Rural,-0.3256650521148755,5.773942758195313,5.0,Divorced,Kyoto,College,No
37.0,5085.662265510077,M,Suburban,0.00548176085809568,2.652987570286467,3.0,Divorced,Kyoto,High School,Yes
15.0,6254.378471195932,M,Urban,-0.1501980235136903,4.483741502463518,3.0,Divorced,Tokyo,Graduate School,Yes
31.0,5158.004190085949,F,Suburban,0.10651240136145299,4.620369107817266,4.0,Married,Kyoto,High School,No
28.0,3886.4031224296778,F,Rural,-0.4819126173703169,5.34821301141159,2.0,Single,Tokyo,High School,No
31.0,3013.6973779558093,F,Rural,-0.6212109018702744,5.6966461602082825,6.0,Divorced,Osaka,College,No
32.0,4904.50460598278,F,Urban,0.3267704616036757,3.408915351742614,5.0,Divorced,Tokyo,College,Yes
45.0,5597.610829421455,M,Suburban,-0.46827103833328626,6.070862266690491,,Single,Tokyo,College,No
35.0,4860.939397918217,M,Suburban,0.038558175160376865,,4.0,Divorced,Osaka,Graduate School,Yes
48.0,6066.4981298350785,F,Suburban,-0.437211445846908,5.160468499887503,5.0,Divorced,Tokyo,High School,Yes
21.0,3774.8839918997137,F,Urban,-1.048948713570073,4.357948150059146,5.0,Married,Kyoto,,No
34.0,5504.389395344711,F,Suburban,-0.8848938599199733,4.764150618749229,4.0,Single,Kyoto,College,Yes
34.0,4908.979717677907,F,Rural,-0.3349596857744085,6.640466465312001,5.0,Married,Osaka,College,No
24.0,2196.960149079997,F,Suburban,-0.25924459878457995,6.986145432881063,3.0,Divorced,Tokyo,College,No
32.0,4810.8372030036035,M,Rural,-0.06073704123223597,5.664441390877,4.0,Married,Kyoto,High School,No
45.0,5473.74005435949,,Suburban,0.07800135813594214,6.310596282512806,6.0,Single,Tokyo,Graduate School,No
35.0,4944.839951631992,F,Rural,-0.043192138930121735,4.522263021365847,3.0,Married,Osaka,Graduate School,No
26.0,4312.689257270956,M,Suburban,-0.2743744339934048,7.322262710856247,5.0,Married,Osaka,Graduate School,No
25.0,5465.522326698001,M,Urban,-0.028037667031117264,,5.0,Married,Osaka,High School,Yes
28.0,4598.916591203209,M,Rural,-0.2708655526554723,4.281162604383782,3.0,Divorced,Kyoto,College,No
40.0,5592.840551451946,M,Urban,0.22463463195595795,4.102035967776074,3.0,Divorced,Osaka,High School,Yes
39.0,5995.417314863728,M,Rural,-0.3404874303873197,4.181348023276631,4.0,Married,Osaka,College,No
47.0,4617.228591641615,M,Suburban,0.6289519464418311,4.677118864065414,4.0,Single,Osaka,Graduate School,Yes
29.0,5010.685439290969,M,Urban,0.7050765618684987,4.846817228730618,5.0,Divorced,Tokyo,Graduate School,Yes
22.0,5574.999811174387,F,Urban,0.2991479143879353,3.384299281982422,6.0,Single,Tokyo,Graduate School,Yes
31.0,4843.95236477843,F,Suburban,-0.15030345796061823,4.48117793856488,4.0,Married,Tokyo,College,No
32.0,3950.6293000495452,F,Suburban,-0.03295559561175652,6.706472766288158,4.0,Single,Tokyo,Graduate School,No
45.0,4151.6956161033395,F,Urban,0.4389760819010444,4.343888872142574,4.0,Single,Kyoto,Graduate School,Yes
26.0,5138.939760686141,M,Urban,0.7146198690103028,3.0205739733339407,3.0,Single,Tokyo,Graduate School,Yes
31.0,6047.001168014489,M,Suburban,0.25392534850881554,4.751050433651848,4.0,Divorced,Osaka,Graduate School,
40.0,4237.332955672117,M,Suburban,-0.11208092338031661,6.9764824280154745,6.0,Single,,Graduate School,Yes
26.0,4226.308608032789,M,Urban,-0.30826427370637777,3.701499425652438,5.0,Divorced,Kyoto,High School,No
37.0,7640.333014997694,F,Suburban,-0.36882032031513684,5.102939280774237,4.0,Single,Kyoto,Graduate School,No
20.0,2940.1935067068516,M,Suburban,-0.9327867338901293,7.860677453874299,4.0,Married,Tokyo,College,No
35.0,5767.919701523418,F,Urban,-0.3026299100862801,3.5301086822227656,4.0,Married,Tokyo,High School,Yes
24.0,5053.209890275274,F,Rural,-0.9651324921828119,4.603031059382676,1.0,Married,Tokyo,High School,No
24.0,5786.111621178865,F,Urban,0.1203356103799304,5.65230629934703,6.0,Divorced,Kyoto,Graduate School,Yes
23.0,5226.7964393438115,M,Urban,-0.3179585531241981,2.808079544462126,2.0,Divorced,Tokyo,College,Yes
59.0,4377.3523206539585,F,Suburban,0.4836614017959413,3.896255658019397,5.0,Single,Tokyo,College,Yes
25.0,5454.490690134299,F,Suburban,-0.34955986547233314,6.745772280074613,5.0,Single,Kyoto,High School,No
24.0,5959.935048969335,M,Suburban,0.4892053629609122,5.014791602530592,5.0,Divorced,Kyoto,High School,Yes
26.0,6116.803405376971,F,Urban,0.3801607786207568,1.9925464522765668,,Divorced,Tokyo,High School,Yes
31.0,5968.912452762072,M,Urban,-0.3965194307159624,4.559645864354828,7.0,Married,Tokyo,College,Yes
33.0,5436.932595043293,F,Rural,-0.8354495777246238,6.134735100899142,1.0,Divorced,Tokyo,Graduate School,No
35.0,6319.360909379338,F,Urban,0.885254157675067,1.8637992658349543,5.0,Divorced,Osaka,College,Yes
17.0,,F,Rural,-1.2272942709330992,7.5610748997842565,3.0,Married,Tokyo,High School,No
30.0,6519.529201630616,F,Suburban,0.6554904663084132,4.426085526817008,3.0,Divorced,Tokyo,College,Yes
34.0,5973.912186998651,M,Suburban,0.4278022715242755,4.3352151102092025,2.0,Married,Osaka,High School,Yes
31.0,6047.055254730718,F,Suburban,,6.761316342816237,5.0,Single,Kyoto,Graduate School,Yes
26.0,4966.648734439718,F,Urban,-0.315745480022616,5.684600677147771,2.0,Divorced,Osaka,Graduate School,Yes
23.0,6457.500436241051,M,,-0.23224380356479976,4.24244057895695,4.0,Divorced,Osaka,High School,Yes
18.0,3554.278635342876,F,Suburban,-0.9948642899568991,5.2931647112551135,7.0,Married,Tokyo,College,No
26.0,5271.619871494345,M,Urban,0.1631654910397663,5.419938033815845,2.0,,Kyoto,Graduate School,Yes
30.0,5742.647152109771,M,Urban,-0.17387532165111394,6.121203049812061,4.0,Married,Tokyo,College,Yes
26.0,5382.707363204149,F,Suburban,0.02327326669529947,3.025389159963269,2.0,Married,Osaka,Graduate School,Yes
40.0,4068.2211826254925,F,Suburban,0.24360751467934394,5.897841747938112,5.0,Married,Kyoto,College,No
38.0,5677.177455871404,M,Suburban,-0.5749341837674982,7.595836135116226,4.0,Married,Tokyo,High School,No
25.0,5416.268528912312,M,Suburban,0.2768390560836236,5.13784948887622,4.0,Divorced,Kyoto,High School,Yes
30.0,3816.2922735177826,F,Rural,-0.04465658082194692,4.240915174720506,4.0,Single,Osaka,Graduate School,No
19.0,5447.281315302893,M,Suburban,-0.8588559632468736,5.53753063787308,3.0,Married,Osaka,Graduate School,No
23.0,4230.898707223114,F,Rural,-0.2886417570998191,5.7584166843649225,6.0,Married,Kyoto,College,No
20.0,2909.1839650238608,F,Rural,-1.0620202987344118,6.562009912914548,4.0,Divorced,Tokyo,College,No
26.0,4956.716550968345,F,Suburban,-0.7235500110181587,4.690628294504345,3.0,Married,Tokyo,College,No
