Gender,Satisfaction,Annual Income,Marital Status,Age,Happiness level
Male,19.9687063554808,56488.04456682528,Single,70,14.134983848376915
Male,66.25201303171224,87452.28200250832,Single,71,81.6929246861953
Female,12.578626700298253,20827.44159068942,Divorced,31,6.884688043326211
Male,47.92780148486035,70550.13952528549,Single,65,49.33547041777651
Female,45.131465942540906,79679.43505321053,Divorced,71,42.19027172593298
Male,19.165421029983367,29812.603695539907,Single,33,2.9853323084835957
Male,26.873810818815098,27078.624444839596,Divorced,33,31.131982075226944
Male,85.45154059478048,76948.83342960055,Divorced,27,94.87363612336844
Male,74.0585704117725,77774.45827124892,Married,26,71.24951520204667
Female,26.725449868191888,59398.23617982722,Divorced,69,22.18050745532266
Male,50.19415450920612,75977.12018318565,Married,72,60.549644849726214
Male,77.56803032915997,79536.96697178727,Divorced,31,90.97287707272041
Male,80.1621240623985,69976.22520157645,Married,31,94.91818583561934
Male,50.77089458620502,75766.19814051191,Divorced,72,65.74933543393469
Female,10.172338221119029,30468.44400197341,Divorced,35,-2.317808990003231
Male,68.01621664499953,90876.48971501205,Married,76,62.53542621326589
Female,74.36342354853369,86444.24612781094,Single,74,76.42122601365075
Male,50.05739688861773,78779.55609733528,Married,69,62.81332737542646
Male,60.18903574870398,82464.88722142015,Single,66,63.08359739718146
Male,80.42451361253798,84884.00929398408,Divorced,75,86.56492783417958
Male,14.20293665208985,66079.61994263392,Single,70,17.939757930649307
Female,18.328556396394763,27412.32221705338,Divorced,32,4.347837221373766
Male,12.893329686028132,27658.153657855586,Married,35,5.0168556257295895
Female,11.317134478108795,24944.786118428055,Single,31,10.828413426552956
Female,41.22380968753335,78997.34998887492,Married,68,50.456843293077156
Female,22.01411516451084,28345.7692058952,Single,37,37.58900193011259
Female,56.15101101280928,84436.34038501067,Married,72,46.9372506752301
Male,44.61786144292486,79751.93083880807,Single,77,42.171309800029334
Female,10.339128587436203,26294.461306144436,Single,35,24.046831292263484
Female,58.48222576521291,68716.60330637543,Single,70,67.36192490304475
Male,73.1342051910297,86664.80623732557,Married,68,78.51017804749132
Male,66.84145929722521,85694.67225059072,Divorced,74,71.88668266339603
Male,23.670392521473666,24630.024074074034,Divorced,27,38.671299254710746
Male,70.6743863122196,81558.08472168088,Divorced,72,52.91820771161743
Female,34.104590014667025,82781.29655186819,Single,70,16.037237574109508
Male,68.50485968072167,75570.04959457254,Divorced,28,49.611047545917785
Male,69.54714543584768,89735.20314261895,Divorced,74,69.33560847637266
Female,72.01092405713838,85732.1929505483,Divorced,71,70.83671206140426
Female,75.48199258028806,96402.69823879146,Married,74,65.34872255504774
Male,38.578290672023144,72875.87123674092,Single,68,35.777341339558724
Male,52.62089165553117,74438.80187055143,Divorced,66,58.31421221811886
Male,8.688895179511219,59440.824285482646,Divorced,68,-9.182868699225141
Male,87.43358105753981,72082.34520061573,Single,32,85.98074842149553
Female,71.81934066818397,83931.5361057765,Married,72,67.47394871853031
Female,25.017488826019754,21936.990342789628,Divorced,34,20.86229267869412
Male,59.03517876917956,83537.46283872047,Single,73,51.40696291769673
Male,97.56070363439548,74927.79167984829,Divorced,27,83.66409006171568
Female,72.03076980545947,74889.27443293444,Married,23,74.41964259105174
Female,29.06806332107216,56952.142680417295,Single,75,33.125476248425464
Male,83.94575467936298,71960.32587487163,Divorced,29,80.56618542056006
Male,28.91837569001413,60940.608856531995,Divorced,69,36.7514497525067
Female,49.16619257674376,78967.99961609588,Single,70,56.5471069842909
Male,53.052273677189746,80955.3078723854,Divorced,68,53.96955019920558
Female,10.262561375947811,31497.690747516714,Married,29,12.352868080259384
Male,34.404351978281376,80472.20289836681,Divorced,67,27.11794307605681
Female,76.17842684685013,83879.13416556647,Married,69,96.04593258689648
Male,27.035044249186328,58385.598490890836,Divorced,72,29.05607326858281
Female,90.07797895739864,72839.51925432189,Married,30,78.84617464906904
Female,14.906191428466187,55205.84781175136,Single,62,6.079216090181228
Male,73.13440672590178,71486.34402595338,Single,28,70.21067316562318
Male,6.455934786220434,19938.79865349586,Divorced,29,6.853413526437911
Female,42.24323959148641,76446.01200490023,Single,69,36.60117211087851
Male,44.86946360497164,79668.89809261661,Married,73,30.727173924724376
Male,79.72677765170921,69704.61985208812,Married,29,67.46215284038328
Female,83.78141293444561,84993.23056582962,Divorced,74,80.65545429609249
Male,57.298491384067056,71794.4726032616,Divorced,72,55.81941214208773
Male,1.8351709513690366,29270.27209160032,Married,33,12.445714128291815
Female,73.37742981218253,81963.54185924683,Divorced,75,69.5404147539201
Male,23.55823612910026,65081.84376598406,Married,65,22.43308994588019
Female,24.63016367313394,61879.025032927,Divorced,70,33.500226543213486
Female,71.09005987117692,66865.66385486299,Divorced,24,65.49749245037044
Male,45.99634975493345,65563.03201152032,Married,68,47.927452647131275
Male,37.23132769835503,68482.68153461117,Single,65,27.354148432244415
Female,55.031387308336434,76582.9971737086,Single,67,57.76129720573254
Female,30.026702906838317,31086.42914401379,Single,31,24.605163632464233
Female,79.54609344646826,78582.21461726839,Married,23,91.61862621757389
Male,29.972499725647783,19672.71425343721,Divorced,32,36.82166702155465
Female,75.75591529264432,88481.05953120581,Single,75,66.65835669973234
Female,19.686693242595815,48784.9313956995,Divorced,71,20.39269862534001
Male,14.975204628488408,31521.308338904644,Single,31,22.51621509412917
Male,80.26329938143598,84591.27814500534,Divorced,74,74.84387138443824
Female,17.2080536534231,22578.66211064667,Married,27,17.266995376115105
Female,73.90918841032519,72452.76712382755,Married,24,68.06818199973362
Male,29.787595831313325,21234.970649573275,Single,34,25.95368625374425
Female,55.9903296990388,84245.8797592823,Divorced,70,66.21351487815838
Male,30.75399585414483,64370.646850232995,Divorced,69,21.665022092964954
Male,84.07236267159894,72855.69323083422,Married,31,69.624281401874
Male,72.48787350147859,76390.31068976277,Divorced,25,77.69185394448623
Male,39.281777700628766,75112.48371837955,Divorced,68,40.17352998815005
Female,17.39099460064532,61191.159609544724,Divorced,71,23.77716692692956
Male,16.845900635215862,28351.526237156857,Divorced,28,26.52308561612116
Female,72.86244808501259,88920.67373314078,Single,71,81.18101423074012
Female,21.133007708082754,55814.28226995343,Divorced,72,17.609731220050207
Female,32.14244686601077,81608.41368826975,Divorced,70,26.869611507408596
Female,44.58561561998823,71874.24824465222,Married,69,49.91620040232223
Female,33.54111677248838,26662.861883904363,Married,30,30.231450034732056
Male,82.44987428255163,71721.30888892597,Married,32,82.49258766296091
Male,26.54807379637451,48173.373840057146,Married,71,24.801035171980992
Male,28.672724214940573,25117.697847011892,Single,27,41.172563529126556
Male,26.324001854553163,59035.03998027429,Single,69,19.12051843242385
Male,75.96781004763282,75615.07200069768,Single,22,78.61688348041167
Female,23.029647667508616,58630.604235342114,Married,65,20.17781253045502
Female,64.86201784782257,95597.54464356197,Married,74,60.21468671291261
Male,22.036860031210185,22035.046602333445,Divorced,30,24.92738682179384
Female,70.08895998732575,75167.34686998141,Divorced,30,63.59517456185672
Male,40.78442923566854,80231.45736581548,Married,71,37.35993842255626
Male,81.73924476971548,71128.0270547091,Single,28,75.76237833373264
Male,45.80329969082827,84115.45671999696,Married,64,39.11272202010622
Female,22.23072240939634,25080.178582846595,Single,32,17.0306099106483
Female,32.038819232074445,29412.27393723141,Married,33,27.63197957909749
Female,38.463512829241395,67660.96205235807,Divorced,72,39.07098397123451
Male,57.02322876266377,76293.3503853096,Divorced,69,62.973724866086755
Female,24.583717409011278,29547.098816530182,Divorced,33,24.186600832856808
Female,80.22197593397581,72789.62768529166,Single,36,84.02826562463858
Female,68.90694163228284,84499.19426108955,Married,68,72.63436832385054
Female,21.750871618750814,19343.06936637857,Single,35,40.77636793858694
Male,23.46841848763884,63792.826811069106,Divorced,77,28.95369657826435
Male,78.04449244740655,70390.72841286045,Married,27,79.46704813887152
Male,85.02177519661865,76726.23157694457,Single,26,90.35576708892492
Male,26.760785526591725,25532.032471146627,Married,31,30.55477728141481
Male,83.04321339552608,69424.80596167862,Married,26,85.37160503258964
Male,43.71376288755209,78385.40950867362,Divorced,68,47.08810717601493
Female,46.7155838431534,79885.54095523621,Single,67,59.765444669617935
Female,42.7200392188705,74307.82747086251,Single,70,61.10928351895167
Male,16.189298980941757,21662.211533698763,Divorced,29,13.4474688077792
Female,22.36440567594664,27401.243580408765,Single,32,18.043804662260804
Female,43.8797428040088,74797.70495085207,Married,72,53.55046774418271
Male,19.35419673416699,60921.12253074355,Married,65,19.485937643073935
Female,76.04858041912507,73192.91830259078,Single,27,87.63255266147416
Female,100.0,81657.5231311422,Single,30,107.81272456821875
Male,71.73253616333832,78647.46534347624,Divorced,74,71.48264215261285
Male,54.93468410550387,75380.11012706376,Single,74,55.155214154122575
Female,77.19892956275768,76040.06260443587,Married,28,84.4376347051715
Female,69.50367449467886,70432.86041326632,Divorced,29,69.67713076811457
Female,71.01726247149196,89278.93097482112,Married,74,86.1055787070734
Male,43.821742560997436,77356.73184682651,Divorced,69,44.6478992483153
Female,34.51768410346858,63605.74533131726,Single,65,33.73024490784282
Male,27.389198559717492,65223.16407299507,Married,70,27.064749447239095
Female,62.553417950120284,95544.15313366184,Divorced,69,71.43125284657262
Male,39.783253463341666,82507.64489882276,Single,70,36.910885954924225
Female,22.7207770149855,22660.23369386213,Married,32,33.77295370102527
Female,45.074229652752564,71855.30349616235,Married,71,54.79152464882836
Female,47.15656019358451,80721.50294926041,Single,73,44.51785888121861
Male,70.4979619405811,76512.72484266426,Married,27,75.52034241474009
Female,44.00575806648628,79603.59904028453,Married,74,48.60440476783813
Female,18.673074070303805,29964.082508191892,Married,31,29.495548709708558
Male,20.778841648423263,62104.58270512105,Divorced,70,29.420105252656644
Female,21.408296533110146,26218.174387575782,Single,33,11.503604445188682
Male,41.369247804789396,68958.14432175184,Divorced,67,45.04661374964196
Female,24.565149256645206,24559.813421676867,Single,35,30.342850642520155
Female,31.072605808714158,29957.456273832067,Single,32,27.830201044055787
Female,54.07565168812116,68231.62589201657,Divorced,71,44.65339467245327
Female,13.680727727430874,15165.697416983283,Divorced,36,21.824208376140426
Male,72.24522999313481,72592.01813082086,Divorced,25,61.59994729885248
Male,15.582287860123126,58819.440741107224,Divorced,70,21.821992505321745
Male,37.605518973222644,71231.56036635503,Divorced,68,48.24378171946048
Female,30.65473672970193,28180.108764405926,Divorced,32,28.82931627506755
Female,80.68335053135986,79644.37668865698,Single,78,82.5822444725155
Female,64.22048727794703,98024.34609119888,Single,74,60.70093054272369
Female,19.64005556389582,51351.76745518209,Single,69,26.374681285241
Male,56.65523421606871,78329.89785015688,Married,23,69.25655004340535
Male,36.628100379192944,78906.31992283322,Married,70,35.132224345200584
Male,45.35334023971512,70995.28847566596,Divorced,72,28.5303561244772
Male,30.97071782151249,57194.30220030445,Divorced,66,29.363298550969777
Female,9.623862192393036,23800.19206572329,Married,33,6.727087331865726
Male,24.414247165275835,58216.85275332274,Divorced,69,27.311702650183538
Male,23.253342882952357,60097.03990938939,Divorced,69,33.741625954877854
Male,72.56569364533183,77315.64340092304,Divorced,35,84.17807231121549
Male,52.055900227964884,67828.8916419252,Divorced,71,43.86888398204755
Male,82.9715244347387,67533.50133297892,Single,22,73.11469896966997
Male,25.875165317686296,59901.67336274945,Divorced,69,26.79123100840368
Male,21.30053022223623,22274.956554574797,Married,36,14.402828345364977
Male,34.9347393903626,76084.9531416508,Married,69,40.640005313136996
Female,42.53679910639704,59660.61877297486,Divorced,70,48.47508360069377
Female,18.50821718055923,64768.32990329221,Single,68,28.76923060640687
Male,80.21782642254053,84916.16762119692,Divorced,71,76.29212294051335
Male,15.23983734408678,30700.22574708543,Single,25,26.876127145933292
Female,16.07077614011204,27767.546137315072,Married,34,-8.788891248380462
Male,86.29467557495809,77991.83244252781,Divorced,31,82.39741428934423
Male,31.493815131240144,30630.3768204402,Single,28,30.100876713704285
Male,35.16663196287878,58729.67904328411,Divorced,68,27.09727002992092
Male,32.260596911842484,57470.10238075698,Divorced,68,17.058199777620565
Female,70.07442269417595,94703.62847950701,Divorced,70,64.23714822673313
Female,52.08090901580789,81907.81131789359,Married,68,52.25319732656999
Male,44.270873492529944,71264.12775881735,Married,70,52.211660307569915
Male,26.735663909692473,51965.57118867651,Divorced,67,32.57596317448862
Male,68.78849022550735,72025.17844208969,Married,33,65.5687972533267
Female,31.619781598174075,60529.832409929695,Married,70,31.894818106941486
Female,23.816159478715505,53081.395566627296,Single,71,19.761466477513206
Female,21.29816487664759,26317.54154363777,Married,30,17.491020110324452
Female,16.586665346446317,26455.24390705072,Married,28,13.047278138012127
Female,27.243272136425805,67086.83589966025,Single,70,18.774640342204265
Male,41.723166018797095,76037.9944415201,Married,70,40.353005669722414
Female,22.893195475538302,27165.968232829357,Single,34,25.751421545807816
Male,75.07641922314426,73672.37175647182,Divorced,32,63.148636112969335
Male,80.70971996856152,71997.039286102,Divorced,31,66.62385198319258
Female,23.455634240133776,59608.87941805624,Single,70,12.492034050608533
Female,11.339242105594256,58968.32469754368,Married,69,4.689488541248785
Female,21.562477437872996,27019.49913576517,Single,32,30.05814421121386
Female,78.15939511636122,90139.31278926592,Single,72,77.02900121076976
Female,31.342199723317698,55964.9353026773,Married,68,33.074773602477215
Male,74.88682412115617,92512.09149562076,Divorced,72,71.50798693493675
Female,51.516271522147946,71926.81799774467,Married,67,57.33196169701816
Female,79.25252570223864,66413.35847758429,Married,34,76.57014581309848
Female,54.66326535598154,70296.41011002347,Divorced,63,51.61144202834829
Male,14.865690389395695,29376.32062322039,Married,30,9.877965447282872
Female,33.85818985901399,57197.83770920181,Divorced,72,16.731372002352984
Female,63.19114805538066,95243.59067355024,Single,76,55.92114782222386
Female,13.21372279914788,26079.147750284843,Married,36,10.828878774447523
Female,76.9916508683993,89072.32365418007,Married,73,66.97902957073931
Male,68.23210044861011,71028.90352365361,Single,32,60.309117612574994
Male,57.78697964914205,75895.2172667898,Divorced,71,49.15132901199534
Male,71.85401059646153,81512.8427516045,Divorced,72,65.13785288191697
Male,14.96102275171431,23291.461633115723,Married,36,27.024258889053527
Female,70.93523319306902,69106.04481067159,Married,29,76.98468602912381
Female,58.78820069368266,80437.43871332111,Single,72,54.8697489330023
Male,46.707681157614104,78564.14187755564,Single,70,36.13769661940053
Male,14.622056115959156,32803.32213063938,Divorced,30,19.770593427163078
Female,22.919452252043097,60676.966894719575,Married,61,18.84517572854412
Male,60.49823520906186,69556.86614160621,Single,24,53.736352844648145
Female,22.664112014538226,24540.611166620576,Married,27,16.357231185031804
Female,27.289686325306658,27483.91934932149,Single,29,39.52041958091752
Female,63.01528889810282,74511.63110173249,Single,26,64.56669203319785
Male,80.3332143021247,90808.52396701978,Single,70,60.548969815196415
Male,67.45724696932362,89185.95358831345,Married,70,68.30753770970183
Female,69.88519791205843,91854.04757271837,Single,70,76.55119732557829
Male,27.04033818208548,58707.66939246452,Divorced,74,25.29793429243088
Male,79.64200364253705,87357.60122576967,Married,73,79.23752801091742
Male,12.305071956181187,25633.49013661642,Married,33,18.194850126708605
Male,18.527140090356582,56912.99051195887,Divorced,65,22.283608628637513
Male,84.3961684306193,82284.53980736024,Married,70,85.68864072972075
Male,66.25693451768134,85173.19671990006,Married,75,69.69815923866656
Female,23.07113499314601,66435.60375887273,Single,67,10.825144808545993
Male,79.47493856644112,79764.81934230197,Single,28,80.04281012406493
Male,19.677496839872603,50468.17080120448,Married,62,16.18398213881742
Female,79.84586331648977,87798.70019024718,Divorced,73,82.783754410193
Female,26.234171756514513,55736.26014385823,Single,65,18.508774199787503
Male,78.96842748901241,77094.45737122702,Single,29,70.37471915670294
Male,46.70887003857631,72739.56623339783,Single,68,50.51561136619896
Male,32.1756634592018,61543.19448566635,Single,69,18.621097649271487
Male,61.11253556291633,75899.70671024911,Married,24,62.84153176945972
Male,29.564297137703257,25445.737959927086,Single,35,29.782168695416008
Male,69.75524518507527,79057.84152796058,Single,32,65.92539667570993
Female,62.31679447224043,77606.48233445795,Married,27,71.177836126677
Male,70.14296749448305,68899.9158053718,Married,24,84.1361872344848
Male,19.42399793769857,59931.38826604058,Married,75,13.430390132921172
Female,14.224231548351836,20650.81798504469,Single,33,-0.4729678287776107
Male,73.83607793829648,84219.47259724392,Married,77,70.10830917995881
Male,71.55916404488892,64115.4623469497,Divorced,30,71.8920190796799
Female,81.39283097791277,73545.40331310921,Single,33,90.16770426627406
Female,82.78089296522664,78812.91309271142,Divorced,31,83.67105958757355
Male,48.534369119966826,72368.42412900843,Single,70,43.72009344876921
Male,17.292481120276655,26641.725569647017,Single,32,23.115919502146763
Female,11.655584821333278,50779.50533518537,Married,64,10.25462533479728
Male,39.17317929315881,70467.29359239954,Divorced,73,52.46479339796309
Female,41.62236628159128,83718.12432562603,Married,76,47.175774952235
Male,24.197197613692687,72067.89360824996,Single,75,36.695210641340495
Male,63.88519539705718,88913.0569278234,Divorced,67,64.0499751911791
Female,50.88965197434693,71457.37954476083,Married,71,51.476489810775796
Female,76.62501252754369,75586.31866246318,Divorced,25,81.3756467339698
Male,11.735704729378524,24347.550512574628,Divorced,34,10.251765105848849
Female,51.45289340401281,80266.31645926459,Married,73,60.65214049399738
Female,28.61556174206902,65429.01486145528,Divorced,69,26.21732132676781
Female,66.37731274442584,81523.3371304065,Divorced,74,49.15170688086698
Male,17.11061863536436,63425.080308080185,Single,70,15.438627415392691
Female,74.22511256655919,92802.88651487179,Divorced,73,70.27381829496785
Female,12.880889181590849,19128.392852628014,Married,28,11.552798878909147
Male,68.291394082592,67375.02086584324,Married,28,82.54847810017552
Male,81.94174548562137,67607.24767663477,Married,32,80.48607271041939
Male,87.53997022216944,92218.28973561517,Married,74,87.82617197562882
Female,73.78539459099355,77311.03773287081,Divorced,26,74.2637207949238
Female,20.530663968549874,22964.60154695587,Divorced,31,21.763978668385892
Female,17.884048940478852,23191.75948861028,Married,34,13.926571802965986
Male,77.11693819070211,90289.39826067661,Married,69,81.11375833746035
Female,80.48452118531816,74353.50737211197,Divorced,29,73.50791400141172
Female,73.31285558848415,77289.36262617397,Divorced,75,72.46863158035738
Female,46.82962390956092,73080.57593829173,Divorced,65,49.86319571066743
Female,30.765767911296628,71572.5412660009,Married,66,32.07197734528581
Male,76.94404121181424,75853.79697908052,Married,30,76.58741275481857
Female,6.579079069785093,22903.644442494122,Married,38,14.155466784874195
Female,68.50379998918125,72377.76323225828,Single,26,51.011805525113324
Female,75.18467657728215,76045.08075837922,Single,29,76.2812658246492
Male,47.11630667302073,73488.34409263152,Married,69,38.578153959571694
Female,31.775298146137214,55798.52745576672,Married,68,31.960500027409633
Female,75.44919834289857,75055.59721775753,Divorced,31,91.07131009183956
Female,71.50168634020804,73279.39592429948,Single,25,59.624308926851164
Female,69.73341372556953,72234.14213774286,Single,24,63.17208355409768
Male,25.02664380883848,58299.38974774426,Divorced,73,13.00442021263104
Male,13.012158133039742,67934.52914665331,Married,65,3.651337114165134
Male,70.7938129244693,74568.32350541333,Single,29,61.09573276306965
Female,47.52070703729824,77845.53643014039,Married,77,51.80293938536269
Male,22.881094645403056,62228.88951340123,Single,67,20.743349495532293
Female,72.4013835449206,78026.14546481437,Single,75,63.057938197090124
Female,34.029375881082494,27114.14875860927,Married,28,31.549494084152123
Male,69.98147298166319,90714.56642508447,Married,68,68.67331080532247
Female,18.53568239116782,25475.537321992848,Single,29,3.2864578249781573
Male,67.76196342471923,86907.47377056428,Single,75,74.70368150252466
Male,44.324592781007134,79820.25122942607,Single,68,53.52477848163698
Male,21.571836862322108,15301.66621094264,Married,31,16.552313349140668
Female,65.8176768658214,86619.16565832842,Single,75,63.734190387739616
Female,72.16413679974099,97564.3066239423,Divorced,77,80.14005293281606
Male,25.09909897023024,61319.768720662316,Divorced,65,24.39663091388551
Male,36.506018445233124,57510.166151590194,Married,70,49.087098066506634
Male,12.973660339054707,23542.660264567974,Single,33,6.2591389364487515
Male,40.29253688290586,59420.23267613074,Divorced,66,43.97260584773432
Female,78.62448185882256,72027.83293934137,Single,30,85.0436188780659
Male,22.238846622817768,23207.75453271319,Divorced,34,28.421552727544398
Male,16.433168812456987,60293.445635843564,Single,72,7.660510273652889
Male,20.634154854075376,29881.93613379363,Divorced,27,5.335922257837831
Male,14.397203624558774,20537.280738824942,Married,31,14.094004570106229
Female,14.939978919098927,23131.51827482564,Divorced,36,32.195291565646116
Male,41.16149796120365,58490.48751431009,Married,66,45.99711269948631
Male,20.064004869408297,20560.66751635167,Divorced,34,30.124677728972273
Female,72.52374627552706,88066.50072222082,Divorced,70,74.38501310925098
Male,58.38861620366148,76399.82652587726,Single,70,63.50102812111932
Female,67.90265960768866,67680.81013972149,Single,25,69.61640456726586
Female,22.48431835124098,56590.97493473262,Single,68,20.96862763110387
Male,28.61517989963483,59623.95539118646,Divorced,66,21.92640543017999
Male,57.44689162968348,76317.22283375688,Single,72,60.2902102786977
Female,12.939467812427878,22770.48713240758,Married,34,0.14234151408519047
Female,57.200772146592165,80668.72990276062,Single,73,49.15809549044178
Female,77.15084339632133,70516.59976027298,Single,25,88.54041718676058
Female,76.83564853859119,82056.51396402455,Divorced,76,70.86971431598661
Female,50.84056318824966,83735.68497347922,Divorced,75,57.743924612348856
Female,60.51718306132636,84704.75629400839,Divorced,73,63.42695896745056
Male,66.91381024934078,85165.92283835037,Single,73,67.05766748738685
Female,72.20387215327288,71824.79805477321,Married,24,71.14968913796254
Female,27.718741552604655,25870.09315822151,Divorced,32,23.49165204859754
Female,75.45142195013958,69980.73264415914,Divorced,27,82.8143953704733
Female,57.107687772317824,72911.32062084321,Married,70,48.310061194464154
Male,30.18321310636118,25510.303224206487,Married,29,27.687521744682236
Female,66.3418451632198,73925.44225697436,Divorced,28,67.4418515348631
Female,71.33607781898071,90156.66808837396,Single,66,53.68807597522853
Female,63.246338746792624,91725.16964717509,Single,74,58.830893841118005
Female,72.7756151239342,94044.39836176652,Single,70,73.15671137086784
Female,65.37342767343566,94043.08392212582,Divorced,72,80.22011177956303
Female,64.211654403464,84545.97930501415,Single,77,62.36961212767057
Male,22.978312328642783,62598.1021653392,Divorced,67,15.486726568009491
Female,85.80081352355131,76182.31138859678,Divorced,32,85.99182675320328
Female,14.910449644120476,22179.474271527746,Divorced,30,11.732164366850009
Female,88.33325333185226,72382.39726391941,Married,29,79.25579134626334
Female,45.7266921548383,76318.44255878776,Married,71,51.39521156472286
Male,28.64252483817969,31074.550396825165,Married,30,24.17550282933391
Male,12.962550135216826,26138.087140452793,Divorced,37,16.815712213209746
Male,39.81009691888123,60594.690869243124,Single,68,31.65685555516923
Female,77.79130872143571,74203.56693004612,Married,25,69.82181743765169
Female,45.64267269227419,71557.70662234811,Married,68,54.864385398378616
Male,23.313506842058427,59430.86071708822,Divorced,69,32.40169189375806
Female,23.59910163256565,67272.65029908429,Married,69,17.281966054116573
Male,66.82691012039697,73147.24883102867,Married,26,76.45580567067589
Male,43.721111571378245,56185.85245953317,Single,70,49.6786627610585
Female,77.9463888896978,90257.61513643198,Divorced,69,70.6047410111531
Male,12.700573707958451,23098.666192715733,Divorced,33,14.60753976921794
Male,38.0540612904321,61474.985000254615,Single,70,31.48875687368535
Male,77.36511359499514,76171.46398712807,Married,27,75.03768240130732
Female,72.9576827342839,93444.9458252656,Single,75,79.5506228458742
Male,73.06373776860934,83866.68563991586,Single,69,61.88036388129996
Female,21.71534898208425,62048.13173917209,Divorced,62,7.237404620625583
Male,53.894622874796376,74055.97750525239,Single,73,52.76912062585989
Female,18.47218287914309,63845.93200386369,Married,70,23.774129279490694
Female,20.772716311303505,53819.78022300509,Single,74,27.738160491156563
Male,22.45499765258049,65004.049969237574,Single,68,29.890651307139233
Female,31.31784062571264,60039.51779618195,Single,74,28.967022177851902
Male,12.437964483437366,21459.751170147443,Divorced,27,14.347337466362323
Female,62.192384957797465,87179.1848455532,Divorced,75,70.23642315081275
Female,25.199709316137415,68520.10926935906,Single,75,31.35292987543546
Female,24.5890516744742,56623.42170511687,Divorced,73,19.137252421413265
Female,40.17195189614621,57167.52337384837,Single,66,41.48390585275667
Female,38.52569261904988,78537.88048289207,Single,67,47.19620629373294
Female,88.86780599474778,71195.64201739471,Single,25,99.45886654253512
Female,32.06599594926355,54718.694037503796,Divorced,73,26.978166801497803
Male,10.33142138138971,28280.150313647573,Divorced,31,9.05209294072418
Female,71.88885109745243,87604.95801153137,Married,80,80.342614572049
Male,24.732545833113356,57726.53151069889,Divorced,69,25.930673269113466
Female,26.395659559327072,15551.34294331145,Divorced,35,46.178842656709215
Male,71.32812853723038,86431.81838700915,Single,78,69.37886626622677
Female,15.488396663609096,27834.924245611805,Single,33,13.387977180431164
Female,48.735591576904085,75134.78875546744,Divorced,69,41.98808710179691
Male,38.790783773831606,75377.45350509067,Divorced,67,38.33843594440493
Male,42.25816300275122,50976.53392193112,Married,77,37.56854817545465
Female,67.64940514055759,86937.54233773157,Divorced,72,78.12690100003118
Male,47.76061425409337,75747.90596218138,Married,65,42.62147541132069
Male,59.267184632486085,84482.32283907846,Single,70,59.014282626180325
Female,80.35473967349338,81083.20536963551,Married,28,84.14065903406153
Male,7.618343255472144,26332.22429398358,Single,36,8.158922681203745
Male,28.020421565799538,22874.525397590005,Single,32,25.633599654987165
Female,15.776319870579147,28655.79437046442,Single,25,18.18252356373478
Male,64.0859178803014,82432.0626620297,Divorced,75,62.92303903162177
Female,19.42353914009259,60396.84366039076,Single,71,31.539536294360964
Male,69.13858403644801,84732.94501322489,Married,68,69.70448750168939
Female,18.233124198617798,23312.9398667677,Single,31,24.55728043913176
Female,21.218477927837785,64702.59504412175,Single,70,22.88749079563241
Female,67.60945342495845,76285.17156309026,Married,29,60.02653903433943
Female,64.12767439116789,82494.55910436212,Married,75,60.38985249205215
Female,52.07505239780953,76804.38220484424,Divorced,68,60.185452214323135
Male,47.94407190904866,73981.78492363074,Single,72,43.7573467854221
Male,16.088001923400512,57213.287485817695,Divorced,72,16.49459678084034
Male,82.52244066585448,65247.84239247217,Married,24,85.327292283502
Female,26.785998082228414,60961.84921750523,Single,71,11.582651165501916
Male,78.34217664341938,88147.71770558399,Married,74,58.67803228103928
Female,30.51238431817695,33008.09079878341,Married,31,26.092536306554837
Female,21.726021706935096,36749.6955694309,Married,28,28.02188690774436
Male,84.04775771077419,73117.17388552587,Divorced,30,76.13192515413292
Female,9.63284233503621,24523.965091941114,Divorced,32,-0.05727590308214481
Female,22.55188265661739,24767.608866809234,Divorced,30,25.28738385815803
Male,65.21225143935051,84418.18467649816,Married,72,66.11765318820201
Female,71.96189599795372,72717.48800670778,Divorced,33,83.5069067816245
Male,42.15578196528214,74754.97931916287,Single,72,47.70169859614047
Male,54.840640032047816,71392.66114720679,Married,67,54.989256212650176
Female,15.756075885400785,15900.472237137954,Single,34,12.959460158855965
Male,75.18948093617007,73950.45658031364,Divorced,28,86.7821235623355
Male,73.15429673880288,70835.05761966927,Married,30,67.09208237808603
Female,21.859834846875618,22152.376976240834,Married,37,18.626271239644108
Female,21.670914619814667,28504.358072920324,Married,28,13.43770222514489
Female,53.338031972783156,83513.05467052631,Single,63,50.19129959951754
Male,72.69105953730255,81688.0127090335,Divorced,71,69.25766767732493
Female,29.747105592328978,53894.22809465588,Single,67,38.47638688399566
Female,15.397126449528459,27888.575296933606,Married,28,9.104072044385806
Female,65.33849436047575,87573.00333226623,Married,76,61.52703803005516
Male,50.24616875305484,74516.80017494733,Divorced,70,46.09295414623044
Female,80.26425634244649,68817.15441048042,Single,26,82.13769964523019
Female,13.297997589245542,28919.863305904397,Married,31,18.141793634703728
Female,19.773774502025333,23742.48266029943,Divorced,28,8.15739829552813
Male,89.62677930077416,74890.84993174119,Single,33,82.6301504699523
Male,65.90261857983961,77830.97474127595,Divorced,30,78.0050073754864
Female,57.126065981683894,77562.4150981061,Single,70,61.15629514935391
Female,15.598930349093106,27259.90584838671,Married,25,27.9566616373043
