Annual Income,Sex,Renew,Years after high school graduation,Education Level,Hours Online,Brand Loyalty,Years subscribed,Marital Status,Location Code,City
45887.99039374933,M,Yes,31.0,High School,4.869635207361258,0.3272041789764955,6.0,Married,Suburban,London
33843.725359597694,F,Yes,50.0,College,5.541122646887538,0.2509018353800734,3.0,Divorced,Suburban,Manchester
36633.48617994128,M,Yes,46.0,Graduate School,4.6503561517830825,0.5189099591600621,5.0,Single,Urban,New Castle
67265.75056375122,M,No,27.0,,5.553308674647489,-0.17256326416106524,3.0,Married,Suburban,New Castle
53288.4842184873,F,Yes,40.0,High School,2.408946912474625,-0.1894278317766827,6.0,Divorced,Urban,London
71600.67025402776,F,Yes,32.0,Graduate School,3.8698138025046505,0.1298229626906307,6.0,Divorced,Rural,London
61814.61933516939,M,Yes,35.0,College,5.897765989094017,0.7890365094278716,6.0,Divorced,Urban,New Castle
67296.17218576833,F,No,26.0,Graduate School,6.94457267019202,-0.4414240558366205,1.0,Married,Rural,Manchester
82903.50897497736,F,No,39.0,Graduate School,9.293651300508202,-1.016084610501438,4.0,Married,Suburban,Manchester
42044.100073349095,F,Yes,31.0,College,,-0.04014711631860225,5.0,Married,Suburban,New Castle
37768.123532211335,F,Yes,38.0,High School,1.4642678275877792,0.24093422846149817,6.0,Divorced,Suburban,New Castle
68122.81789834022,F,Yes,44.0,Graduate School,4.962453328675859,0.19178535585814296,4.0,Single,Suburban,London
64639.57833809678,M,No,40.0,High School,6.780785224138298,-0.2018955713888309,1.0,Married,Rural,New Castle
65566.75919330206,F,No,40.0,High School,8.653158568329864,-0.3756219633496233,3.0,Married,Rural,New Castle
68471.75393754602,M,Yes,22.0,Graduate School,5.123467879790347,0.10717672872509452,4.0,Divorced,Urban,
57506.52216272421,F,Yes,45.0,Graduate School,6.224978319121431,0.04832010814628154,3.0,Single,Suburban,New Castle
35741.2050890869,M,Yes,40.0,Graduate School,4.0576363595495115,0.07685720385519071,6.0,Married,Urban,Manchester
66083.39777058599,M,Yes,40.0,High School,5.209653296499093,0.6793225770703715,3.0,Single,Urban,London
48925.7818615994,F,Yes,37.0,College,4.7175194485799254,0.18264590456419838,4.0,Married,Urban,New Castle
41448.179782896026,M,Yes,32.0,Graduate School,5.5140764887121705,0.019681042477683007,3.0,Divorced,Suburban,New Castle
49226.827928132654,F,Yes,35.0,High School,5.63484225539947,0.5042236361111285,4.0,Single,Rural,
56943.905023862644,M,No,43.0,College,7.059032116708633,-0.6503223020117127,4.0,Married,Rural,New Castle
97287.22064376992,M,Yes,29.0,Graduate School,4.538969098396953,0.4396126000301496,4.0,Single,Suburban,
58484.25516332191,M,Yes,20.0,High School,7.126595861555939,-0.15362915212138709,3.0,Single,Urban,London
77696.78437207507,F,Yes,32.0,Graduate School,5.179706305664901,-0.009675637782640634,4.0,Divorced,Urban,New Castle
52087.82383606652,F,No,45.0,Graduate School,6.4318572930067175,-1.1394996023049764,1.0,Single,Rural,New Castle
49828.581793112746,M,Yes,50.0,High School,4.614066712587163,-0.16042729300306463,5.0,Single,Urban,Manchester
52159.47664339803,M,No,32.0,High School,5.593326976262,-0.1601815814196894,3.0,Single,Suburban,Manchester
63747.82514603325,M,No,36.0,High School,4.475814088243972,0.47050539414336273,3.0,Married,Suburban,New Castle
41053.210234405786,M,Yes,40.0,Graduate School,4.512148164933688,0.17627709080338472,3.0,Single,Urban,Manchester
72013.37982745681,M,Yes,29.0,High School,4.566790670824675,0.15282622116289518,4.0,Married,Urban,Manchester
55435.87877322371,M,No,39.0,College,7.193923612415947,-0.28693412525119627,2.0,Divorced,Rural,Manchester
69682.4607814624,F,Yes,30.0,Graduate School,4.516393123454793,0.8790791825095432,6.0,Single,,London
65786.31275192989,F,No,37.0,High School,7.769152175047642,-0.3271613069472965,6.0,Married,Rural,London
50096.72981169456,M,No,38.0,College,5.094226088490522,-0.1922184291800747,4.0,Single,Suburban,London
46126.02608432219,,Yes,41.0,College,4.346271195300986,0.22481626412122105,6.0,Single,Suburban,New Castle
56312.48482208882,F,Yes,41.0,High School,3.569501472301189,-0.10208958753981356,5.0,Divorced,Urban,Manchester
66740.58974930897,F,No,27.0,College,6.552118919622547,-0.1359933862103677,2.0,Divorced,Urban,New Castle
53010.15153901943,M,Yes,36.0,Graduate School,1.8048246184960366,0.286497349769797,7.0,Divorced,Suburban,London
67930.83399268323,F,Yes,38.0,Graduate School,6.13544555404317,0.13121955949400907,2.0,Divorced,Urban,New Castle
50480.177358187866,M,Yes,32.0,College,6.349975702383207,0.24941893803927803,2.0,Divorced,Suburban,Manchester
66677.01064583643,M,No,36.0,High School,5.574752874329623,-0.07304177366823902,3.0,Single,Urban,London
44696.464840553,F,Yes,43.0,High School,2.9817861710518683,-0.2744199985108869,5.0,Divorced,Urban,London
63932.18632892693,M,Yes,30.0,Graduate School,4.174837633994123,0.5774802194973483,5.0,Divorced,Urban,New Castle
56419.37885292595,F,Yes,40.0,High School,2.762215003470227,0.1573304635614327,5.0,Married,Urban,New Castle
53890.192952407655,M,Yes,35.0,High School,4.062017701242673,0.6136951371082686,6.0,Single,Suburban,Manchester
39240.17314617905,M,No,37.0,College,7.726525431863634,-0.5837265254129803,3.0,Divorced,Urban,Manchester
62275.68041239035,F,No,47.0,College,6.21390434012189,-0.37503418698025937,4.0,Married,Suburban,New Castle
70212.79984046279,F,Yes,33.0,Graduate School,3.214646235008091,,5.0,Divorced,Suburban,Manchester
77453.03275792525,M,No,39.0,College,5.077021524668473,-0.3322466949250966,3.0,Married,Suburban,London
30729.5986296769,M,No,34.0,College,7.666961850640897,-0.5319815544046814,2.0,Divorced,Rural,London
,F,Yes,35.0,Graduate School,3.73434957766119,0.5558795670263581,4.0,Married,Suburban,Manchester
59257.109481023654,M,Yes,43.0,High School,8.882013421813859,0.10221426059318325,2.0,Divorced,Urban,Manchester
33425.32678712659,M,Yes,,College,2.229557544541723,0.8931913784651199,5.0,Divorced,Suburban,
36583.38819616395,F,Yes,37.0,High School,6.357079407449223,-0.08775655788007247,3.0,Divorced,Urban,London
49641.055497929454,F,Yes,,High School,4.960565960404417,0.32143347770914066,5.0,Married,Suburban,Manchester
67361.15282903671,M,Yes,33.0,College,5.106194920531687,0.7218656196493933,5.0,Divorced,Suburban,Manchester
54698.22919302709,M,No,28.0,Graduate School,5.7942797885643875,0.21028808432065316,5.0,Divorced,Rural,London
50758.580944264366,F,No,30.0,Graduate School,5.582346711553066,0.31414584112672017,4.0,Married,Urban,Manchester
55738.46240599688,M,No,38.0,High School,6.488799336121904,-0.27966086547436536,6.0,Married,Urban,Manchester
42078.37730417046,M,Yes,42.0,Graduate School,6.589854838978747,-0.3991804792330581,4.0,Divorced,Rural,London
31744.57382961011,F,Yes,52.0,High School,5.341151834687285,,4.0,Divorced,Suburban,Manchester
50369.69504156908,M,Yes,22.0,College,4.499114314697355,0.4462932378818508,6.0,Divorced,Urban,London
60430.25472663461,F,No,31.0,Graduate School,,-0.607405780366562,4.0,Single,Suburban,New Castle
76271.83094157843,F,Yes,37.0,College,5.751357600829758,1.0112073515971503,3.0,Divorced,Urban,Manchester
,M,Yes,35.0,Graduate School,6.8633519693532,-0.08037142600771088,4.0,Divorced,Suburban,New Castle
68931.87460511479,F,No,,Graduate School,7.771755252817512,-0.4898622352553811,2.0,Married,Rural,New Castle
59497.870516546376,M,Yes,50.0,High School,5.347014148014021,0.9324183851305374,2.0,Married,Urban,Manchester
47979.086110667704,F,Yes,32.0,Graduate School,3.9364689045462278,0.20084769861095164,4.0,Divorced,Urban,Manchester
55661.272673421925,M,No,38.0,High School,4.915533592571679,0.7504702140707298,4.0,Married,Rural,Manchester
52062.82684088993,M,No,30.0,College,6.611228146657553,-0.4780607082478804,3.0,Married,Rural,London
58604.22634753324,F,No,27.0,High School,4.738675951110881,-0.2538190365488096,2.0,Single,Suburban,Manchester
56862.139975658174,M,No,33.0,College,7.402651782467226,,5.0,Single,Suburban,Manchester
50481.964723373865,F,No,37.0,High School,7.127931227910063,-0.7691960826881276,3.0,Married,Rural,London
41485.04553505732,F,No,40.0,Graduate School,5.564545976854384,0.2366572230117736,3.0,Married,Suburban,New Castle
78777.12133068671,F,Yes,36.0,,3.1990161080955217,0.7122948865886228,7.0,Married,Urban,New Castle
37431.421771089656,M,No,41.0,Graduate School,6.012806580503842,-0.034081549873433536,3.0,Divorced,Urban,London
51326.75862667269,F,No,37.0,College,5.359263079332336,0.1456738680087038,4.0,Single,Rural,New Castle
43345.47420869414,M,Yes,25.0,College,2.27311418057116,0.8283420656086903,5.0,Divorced,Suburban,London
57066.35199793479,,No,33.0,Graduate School,6.9047462625276825,-0.08793219984163719,5.0,Married,Rural,New Castle
45995.15260650138,M,No,33.0,Graduate School,6.388191418656792,0.3988979699924217,5.0,Divorced,Urban,London
52818.62683271306,F,Yes,36.0,Graduate School,5.372958232536513,0.7907417357384091,7.0,Single,Suburban,Manchester
58921.14921620651,F,Yes,40.0,College,4.3176786630500885,0.16040442499295748,5.0,Divorced,Urban,London
47161.57438993597,M,No,27.0,High School,7.5798017426635775,-0.32172746613102343,3.0,Married,Rural,Manchester
59162.422984126955,F,Yes,44.0,Graduate School,3.536188539487632,0.43248532675218065,7.0,Divorced,Rural,New Castle
59461.16305863401,M,No,38.0,Graduate School,6.551988637300158,,1.0,Married,Rural,Manchester
58696.25099723234,M,Yes,36.0,,4.919156061466381,0.5689253421869106,3.0,Single,,New Castle
59614.10028060555,M,No,28.0,College,7.233913571888133,-0.5345134510463068,4.0,,Suburban,New Castle
36663.2260988043,,Yes,41.0,College,4.961486994077029,0.3992634402377552,4.0,Single,Rural,New Castle
47194.20562876624,M,No,45.0,High School,4.656654123826218,-0.5749509702889699,1.0,Divorced,Rural,London
49458.48049789636,F,Yes,62.0,Graduate School,5.145762073163002,-0.13656367224675428,6.0,,Suburban,London
70556.91247740058,F,Yes,58.0,College,5.389424875706007,0.09707727771716901,5.0,Married,Urban,Manchester
42193.078624471294,F,No,28.0,Graduate School,5.511041327354899,0.5185534305970219,4.0,,Rural,London
36063.796295717024,F,Yes,18.0,College,5.042274309769708,0.564921982547286,6.0,Divorced,Suburban,New Castle
45384.20616755283,M,Yes,37.0,College,4.886801278367849,0.21993745204245738,5.0,Divorced,Suburban,London
44888.12425492942,M,Yes,27.0,Graduate School,6.213952856483445,0.5082533542327525,4.0,Divorced,Urban,New Castle
55504.27400273547,F,Yes,33.0,Graduate School,5.218182171202653,0.8890499980528141,4.0,Divorced,Urban,Manchester
43773.73950915908,F,No,30.0,High School,7.335854014672377,-0.83093340246764,2.0,Divorced,Rural,New Castle
54401.58861361633,F,Yes,37.0,College,5.696272287723243,,6.0,Divorced,Suburban,
65710.58269226509,F,Yes,42.0,High School,3.4566846223783783,0.21058031774238042,8.0,Divorced,Urban,London
35623.72250873014,M,Yes,30.0,Graduate School,7.247133491324943,0.1234695681935826,4.0,Divorced,Suburban,New Castle
39855.93738454684,F,Yes,34.0,Graduate School,5.299154426607233,0.5916828941902367,3.0,,Urban,New Castle
65315.911397868505,M,Yes,43.0,Graduate School,5.800374827489718,-0.4883034290760093,5.0,Divorced,Urban,Manchester
70378.74197377455,,Yes,37.0,College,3.325622968697777,0.5804395032341366,6.0,Divorced,Urban,London
59220.44601617876,F,No,38.0,Graduate School,5.384688086630151,-0.06804488184566101,,Married,Rural,London
34096.65922249111,F,Yes,33.0,College,4.159707231669641,0.31355489561653527,5.0,Single,Urban,Manchester
61099.63185739089,M,Yes,25.0,College,5.35436564323584,0.24044425006259545,6.0,Single,Suburban,London
45953.94674344649,M,Yes,30.0,College,6.384356328892559,0.17538655748446033,5.0,Divorced,Urban,London
70537.99566476027,F,Yes,26.0,High School,4.363132034341827,0.2338768907564216,5.0,Married,Urban,Manchester
51402.65821263233,F,No,46.0,High School,7.654738372393803,-0.6646708316449803,4.0,Married,Rural,London
56666.913106677726,M,No,43.0,Graduate School,8.24861340918992,-0.5328633501464182,4.0,Single,Suburban,London
64813.000591293014,F,No,43.0,Graduate School,6.59584851029147,-0.6627876917669364,3.0,Married,Rural,Manchester
73197.36675510809,F,Yes,39.0,High School,7.842040759501416,0.03466678141632855,2.0,Single,Suburban,Manchester
46746.87212132551,F,Yes,22.0,College,5.0778959904857155,0.033632770333101414,4.0,Divorced,Urban,London
54034.351020214475,F,No,40.0,Graduate School,7.122538344068237,-0.41119053271112765,5.0,Divorced,Rural,London
39679.074550255165,F,No,35.0,College,6.103931735746653,-0.22370868331077404,5.0,Married,Rural,Manchester
26739.05315410937,F,Yes,37.0,Graduate School,3.262306664086649,0.04632456703559465,9.0,Divorced,Urban,London
64860.813028508,F,Yes,33.0,Graduate School,5.322450971878115,0.12366709478633847,4.0,Single,Urban,Manchester
57757.968213735665,F,Yes,27.0,College,6.352423626176739,0.4466540327068355,4.0,Single,Suburban,New Castle
54230.47166774949,F,Yes,29.0,Graduate School,5.6591906466407735,0.707308924825724,4.0,Married,Suburban,London
53034.668475824285,F,Yes,35.0,High School,3.9195245967811854,0.18573692747469212,4.0,Single,Suburban,New Castle
41662.995018224865,M,Yes,44.0,Graduate School,2.522747210877346,0.09333787530518671,6.0,Single,Suburban,New Castle
36587.9685997566,F,No,36.0,Graduate School,6.035810346736781,-0.16936112522052338,5.0,Married,Suburban,London
33323.17017949202,M,No,24.0,College,5.567046682638675,0.29821466869321034,2.0,Married,Rural,New Castle
36586.01586812972,M,No,29.0,Graduate School,7.030004521168548,-0.3824062552314913,,Married,Rural,London
61115.232700780616,M,Yes,32.0,Graduate School,4.736408717621739,,4.0,Married,Urban,Manchester
74954.94961763703,M,No,38.0,Graduate School,5.789905584610387,0.17767371419463943,2.0,Divorced,Urban,Manchester
58208.23123182847,M,Yes,46.0,High School,9.04064120434608,-0.06993837907791237,2.0,Divorced,,London
48373.93839408325,M,Yes,36.0,High School,3.2926599640153493,0.8025223388659092,5.0,Divorced,Urban,New Castle
37443.55021027401,M,Yes,25.0,High School,5.266828481077039,0.35022010252815283,6.0,Divorced,Suburban,Manchester
53190.89124045687,F,No,35.0,High School,5.494859863151481,-0.38524920632527454,0.0,Married,Rural,Manchester
52743.79050967637,M,Yes,35.0,College,2.632341953650725,0.3828394636266262,7.0,Divorced,Urban,New Castle
65714.9166703053,M,Yes,39.0,College,6.152343357020641,-0.17729697613892098,3.0,Single,Urban,New Castle
45018.5716200224,M,Yes,41.0,Graduate School,5.35441723709672,0.2957200555304464,4.0,Divorced,Suburban,New Castle
72442.50028773681,F,No,38.0,Graduate School,8.605000324172982,-0.5313526115634392,2.0,Single,Rural,Manchester
50475.22894343561,F,Yes,28.0,High School,4.186581550130099,0.3426344017169767,5.0,Divorced,Urban,London
54758.523229156686,F,Yes,41.0,Graduate School,4.515056028437144,-0.4393552757923076,5.0,Single,Urban,Manchester
58293.674865005625,F,Yes,39.0,Graduate School,4.576294954268045,0.15822115572926368,3.0,Single,Suburban,London
66886.71715751279,F,No,39.0,Graduate School,6.442803270813199,-0.7112274467338181,3.0,Single,Rural,Manchester
48631.12292023999,F,Yes,35.0,Graduate School,4.962876108738177,0.43706796017827376,5.0,Single,Suburban,New Castle
63763.7243965367,F,No,38.0,,6.297945004763649,-1.2076985220089915,3.0,Divorced,Suburban,New Castle
23145.755561292397,M,Yes,45.0,Graduate School,4.616029870788487,-0.16932050751003785,4.0,,Rural,Manchester
65113.28308505478,F,No,30.0,Graduate School,8.577543930154599,-0.8727978625655742,2.0,Single,Rural,Manchester
68623.2638980034,F,Yes,43.0,College,5.739248861955307,0.12033373477517376,5.0,Married,Suburban,
,F,Yes,26.0,Graduate School,3.7068707465619912,1.0934304057842885,6.0,Single,Urban,London
57625.69662235255,M,No,37.0,College,6.925522072929815,-0.45447146119608006,2.0,Married,Urban,Manchester
35931.55105897879,F,Yes,27.0,Graduate School,7.136948767136792,0.2988235207598627,2.0,Divorced,Urban,Manchester
50413.90063562782,F,Yes,43.0,College,3.1125278505443306,0.6168086136950681,5.0,Single,Suburban,Manchester
33549.07216613213,F,No,36.0,College,6.209823596798078,0.035686388944817585,,Married,Urban,New Castle
68765.87143168897,M,Yes,17.0,High School,2.7603241804992975,0.2686702676710593,,Divorced,Urban,London
52867.25004527648,F,No,41.0,Graduate School,6.9823712111273935,-0.9020210608879028,3.0,Married,Rural,New Castle
22764.86368708588,M,No,35.0,High School,5.290386311141248,-0.009666537360190422,2.0,Divorced,Rural,New Castle
60540.923460006445,M,Yes,32.0,College,2.282113934257746,0.6043375743439111,5.0,Married,Rural,Manchester
58557.7695353178,F,No,35.0,High School,5.335771754620884,-0.3264625085255216,3.0,Single,,New Castle
40321.990557842924,F,Yes,35.0,College,6.001676244765019,,3.0,Married,Urban,London
64916.16129503477,M,No,26.0,College,9.243198760007733,-0.861299851145421,2.0,Divorced,Suburban,New Castle
44819.45532906601,M,Yes,31.0,Graduate School,4.1849471185867895,0.2612752807745101,3.0,Divorced,Urban,London
61713.77557844343,M,Yes,40.0,Graduate School,8.65061686157491,0.312436342629638,1.0,Divorced,Urban,London
69341.41259767787,M,Yes,32.0,High School,5.280882877885026,-0.0032522737000422186,5.0,Single,Suburban,London
49889.974221202756,M,No,36.0,College,6.842878540443795,-0.6149386773770621,3.0,Single,Rural,London
61030.298487405125,F,,30.0,Graduate School,1.929014272028573,0.3694546621029788,6.0,Single,Urban,Manchester
59462.882387308935,M,Yes,36.0,High School,,0.7800654210062504,4.0,Divorced,Suburban,Manchester
46981.65206979095,F,No,33.0,Graduate School,6.077862128176695,0.4989419231971215,5.0,Married,Urban,Manchester
77307.80788271065,M,Yes,32.0,High School,4.28668591137845,-0.149913571024288,5.0,Married,Suburban,New Castle
72922.56969508849,M,No,26.0,Graduate School,7.525347249657921,0.23948470337619943,,Single,Rural,London
68150.76734015404,M,No,56.0,,5.9392415272890275,-0.9771634315352236,2.0,Divorced,Rural,New Castle
51563.00681552449,F,No,38.0,High School,6.13163639480558,-0.1164581278045708,2.0,Single,Rural,London
37261.305606947644,F,Yes,25.0,Graduate School,6.370520864129699,0.3272088112917033,3.0,Married,Urban,New Castle
51043.85125764605,F,No,38.0,High School,5.281646114468156,0.5656610789878703,5.0,Married,Urban,Manchester
46516.38188785701,F,No,49.0,Graduate School,5.841622010578365,0.2869518092796205,3.0,Married,Rural,New Castle
72665.12099785329,F,No,22.0,High School,5.742203414380594,-0.43980690663904976,4.0,Divorced,Rural,New Castle
40680.75620311388,F,No,24.0,High School,4.37298592092245,0.1270502003361174,4.0,Divorced,Rural,New Castle
57528.48508523832,M,,52.0,Graduate School,4.819951482785573,0.6750350328296729,6.0,Single,Urban,Manchester
31438.510606031687,,Yes,32.0,Graduate School,5.949515516595177,-0.3602024009955049,6.0,Divorced,Urban,Manchester
64588.57849327501,M,Yes,40.0,High School,4.775754775848049,0.1694584975514911,4.0,Single,Suburban,Manchester
36247.332120221705,M,Yes,39.0,College,4.393139704559184,0.3697331522016797,5.0,Married,Urban,London
42003.920390478364,F,No,,College,4.970564565361782,-0.051613937318438885,3.0,Married,Rural,London
58803.65103854932,M,Yes,24.0,College,4.621659011056723,0.61227393393459,5.0,Divorced,Urban,New Castle
49058.86991867781,M,Yes,34.0,Graduate School,5.544793828762462,-0.05891907816842207,3.0,Single,Urban,New Castle
63549.90456684978,M,No,29.0,Graduate School,5.773636316833761,-0.5140090647778884,4.0,Divorced,Urban,London
47034.78902581376,F,No,37.0,Graduate School,6.7329075768748705,-0.03448805161101716,4.0,Married,Rural,New Castle
66772.38492368105,M,,50.0,High School,6.906631466562022,-0.5137964104264969,3.0,Married,Rural,New Castle
50091.93717924119,F,Yes,24.0,High School,3.7614345059859007,0.5389362732974157,5.0,Divorced,Urban,London
47690.7854757209,M,Yes,30.0,Graduate School,5.2580783569950755,-0.10406920745619092,7.0,Single,Urban,New Castle
48497.654637537475,F,Yes,44.0,Graduate School,7.432519312684345,-0.3136073124967677,3.0,Divorced,Urban,New Castle
52388.27199135264,F,No,31.0,College,8.046545546656528,-0.3477467493694187,5.0,Married,Rural,New Castle
36923.43050897987,M,Yes,,Graduate School,5.682169870770976,-0.03585502832548454,4.0,Single,Urban,New Castle
74135.72544510277,M,Yes,38.0,College,2.6126930217875954,-0.040498076845085926,3.0,Divorced,Urban,London
43933.38909480697,M,No,35.0,College,6.919649139360695,-0.7793945200270522,2.0,Single,Rural,Manchester
70556.82938919468,M,Yes,33.0,Graduate School,7.227436636715671,-0.34692511435886125,2.0,Divorced,Urban,Manchester
66700.87347657022,M,No,36.0,High School,6.031764244477277,-0.4322876337501403,2.0,Divorced,Rural,London
57924.86032287067,F,Yes,41.0,High School,3.999381569305164,1.0848397566586974,5.0,Single,,London
52743.028744623094,F,Yes,39.0,College,1.3280944389756204,0.6846341905098378,7.0,Divorced,Rural,London
72530.78942529914,M,Yes,33.0,High School,3.9556016224188553,0.841181755870231,6.0,Single,Suburban,London
57800.93439550641,F,Yes,43.0,College,2.324854501707405,0.6624347912006674,6.0,Single,Suburban,New Castle
71377.58817018106,,Yes,40.0,High School,6.939813657217519,-0.15645230612452193,4.0,Married,Suburban,Manchester
56097.65188628524,M,Yes,44.0,College,5.273789433276805,-0.04219242238476929,5.0,Divorced,Urban,New Castle
,F,No,38.0,College,6.419031726902862,0.7361867939051125,3.0,Married,Rural,Manchester
47913.91232886313,F,Yes,33.0,,5.196606533420846,0.44054308748764465,5.0,Divorced,Urban,Manchester
63832.51444092994,F,No,42.0,High School,6.2763377966967075,-0.015483829594352572,2.0,Married,Rural,London
44055.17426201655,F,Yes,43.0,College,3.5044864506513504,-0.09404441775599051,5.0,Single,Suburban,London
52828.96807384346,F,Yes,40.0,Graduate School,3.372414362871646,0.6605391037919761,5.0,Divorced,Urban,New Castle
47740.82253154995,M,Yes,33.0,High School,6.12448614517563,0.1102542692138467,5.0,Divorced,Urban,Manchester
66966.21943283139,M,No,33.0,College,5.658301435087202,-0.05916490945108052,3.0,Married,Urban,London
45955.69649721701,M,No,37.0,High School,6.862083245508555,-0.5124169178307495,4.0,Divorced,Urban,London
73424.13575033357,F,No,34.0,High School,,-0.7613873806408898,3.0,Divorced,Rural,Manchester
54972.75341721043,F,Yes,44.0,Graduate School,3.4409668040772083,0.06896793148332378,4.0,Single,Urban,New Castle
62212.814691836465,F,Yes,42.0,Graduate School,4.442460883537871,0.6636358280972141,3.0,Single,Rural,Manchester
39159.57237944124,F,Yes,39.0,High School,2.3886473439196636,0.8231677739301181,7.0,Single,Urban,Manchester
58061.80506598741,M,Yes,34.0,High School,5.04260755715296,-0.5924538656448073,6.0,Divorced,Suburban,London
46916.34388112268,M,Yes,,Graduate School,3.110286814031347,-0.08796367042838676,5.0,Married,Urban,London
64980.633117682766,M,No,30.0,,6.305120578324975,-0.1942312685847305,0.0,Married,Rural,New Castle
62884.398773582056,,No,43.0,College,6.542228629298558,-0.3643301399915672,3.0,Single,Rural,London
65865.9793211382,F,No,34.0,High School,6.337009603656062,-0.6977002112280678,3.0,Married,Rural,London
41398.93520620608,F,No,27.0,High School,7.99410309488383,-0.5977526458375257,3.0,Divorced,Urban,Manchester
58270.8280438859,F,No,38.0,Graduate School,4.953294334409593,0.5192329682307306,1.0,Married,Rural,London
54028.123317828125,F,Yes,35.0,College,4.627506632118125,0.8384509805534577,4.0,Married,Rural,New Castle
58881.946283215475,M,Yes,32.0,Graduate School,5.4424932290261445,0.28595381467974357,5.0,Divorced,Urban,London
58902.667003611525,F,Yes,37.0,High School,6.229509636783492,-0.2546309696851101,4.0,Divorced,Urban,New Castle
64052.86789038465,M,Yes,50.0,High School,4.850098569101357,0.8533577014824587,6.0,Divorced,Rural,New Castle
75175.34681416329,F,No,38.0,,7.269532284483576,-1.006031343132779,3.0,Married,Suburban,London
47614.487952302035,M,,24.0,Graduate School,4.254133475164789,0.050524899045496396,4.0,Divorced,Urban,London
59637.45000652161,F,Yes,27.0,College,6.372178929721709,0.16066878904583104,4.0,Single,,Manchester
74130.32766327728,F,No,39.0,Graduate School,5.564034277948353,0.4775612491328324,3.0,Divorced,Rural,New Castle
52121.217052748485,F,,36.0,Graduate School,5.378307328059639,0.4426235205471717,4.0,Divorced,Urban,Manchester
49298.98538828982,M,Yes,39.0,Graduate School,7.176518256722734,-0.07310263144952078,4.0,Divorced,Urban,Manchester
,F,Yes,44.0,Graduate School,3.0496992617925844,0.32347200838788165,9.0,Married,Urban,Manchester
67575.29041450318,M,Yes,34.0,High School,4.404456277855518,-0.0471917537593779,4.0,Divorced,Suburban,Manchester
49558.286360660015,F,Yes,45.0,High School,5.942885468059117,0.7060627957628463,4.0,Married,Urban,
43585.857060889895,M,No,28.0,College,4.518526360184657,-0.6663225807535142,3.0,Single,Rural,Manchester
34736.33102246236,M,No,25.0,High School,6.626510334177371,-0.7551411085017847,5.0,Divorced,Rural,New Castle
66902.34477745215,M,Yes,34.0,College,3.2810996132959063,-0.04088994356760947,5.0,Single,Urban,Manchester
55474.12437105515,M,No,20.0,Graduate School,4.3760447732328105,0.02819671226711478,0.0,Married,Suburban,Manchester
65917.65589436945,M,No,29.0,Graduate School,6.064675286969543,0.5072675286648923,3.0,Married,Rural,New Castle
52380.04459341232,F,Yes,39.0,High School,6.004405588876448,0.45442894642911263,5.0,Married,Urban,Manchester
57098.29809057785,M,No,36.0,High School,7.094509091084447,-0.5064039046923587,6.0,Married,Rural,New Castle
75958.48495504771,M,Yes,23.0,Graduate School,3.7020570266810564,0.45921859237995694,8.0,Divorced,Suburban,New Castle
50158.86404021632,F,No,25.0,High School,4.8216997407883335,0.5394969443049388,5.0,Married,Rural,New Castle
63312.44728897641,M,Yes,20.0,College,5.209350862934551,0.280358746099488,5.0,Married,Urban,Manchester
57599.859973133745,M,Yes,34.0,Graduate School,5.203290753683613,0.6163944206153297,3.0,Married,Urban,New Castle
55385.91682935504,M,No,36.0,College,5.736892842727304,0.20031394289585494,4.0,Married,Rural,London
58271.43460686921,,Yes,35.0,Graduate School,4.880609376458755,0.1594113293151596,5.0,Divorced,Suburban,New Castle
58733.347341416506,F,Yes,33.0,High School,1.4502713154474227,0.22426277636792744,7.0,Divorced,Urban,London
47381.224516622766,M,No,33.0,High School,7.036647193277106,-0.4865243996548553,5.0,Divorced,Suburban,London
57105.081038356926,M,Yes,26.0,Graduate School,8.358858104481248,0.04816160737246385,3.0,Divorced,Suburban,London
77615.77349168307,F,Yes,,College,3.9817435053792964,0.22213477819713995,4.0,Divorced,Urban,New Castle
48190.43554847811,F,No,42.0,College,5.762565395079747,-0.2925958924634867,3.0,Married,Rural,Manchester
41183.488752894584,M,Yes,41.0,Graduate School,6.416952429863883,0.5001141124150542,5.0,Single,Urban,New Castle
48796.836887360885,M,No,54.0,High School,6.417910509354237,0.3175980188438085,3.0,Single,Rural,Manchester
70045.58848572956,F,Yes,47.0,High School,,-0.07781171648666332,3.0,Divorced,Urban,London
59523.51381380258,F,Yes,37.0,High School,1.5102718250147564,0.2490553865862323,9.0,Single,Suburban,Manchester
57440.23163077986,F,Yes,25.0,Graduate School,2.773734114659513,-0.07553845712259685,9.0,Single,Suburban,Manchester
65724.85157592155,M,No,33.0,High School,6.92973663845133,0.3222626011898909,4.0,Married,Urban,London
52231.710865329595,F,Yes,38.0,Graduate School,4.965732032907754,0.8012805799316919,4.0,Single,Urban,London
72479.00472259591,F,Yes,46.0,Graduate School,3.465866051766988,0.3279105565124179,7.0,Divorced,Urban,London
55872.58597081779,F,No,31.0,High School,7.543268736700137,-0.15382652443812186,4.0,Married,Rural,London
61173.003088837606,F,Yes,35.0,Graduate School,7.01873874226277,-0.2595957245067576,3.0,Married,Urban,London
56908.58750906687,F,,46.0,Graduate School,3.939369238178594,0.4839896289647878,3.0,Single,Rural,New Castle
34794.1005897834,F,No,47.0,College,7.5446680815508245,-0.6700342945319346,4.0,Married,Rural,New Castle
