City,Online Activity,Marital Status,Renew,Education Level,Months with Company,Location Code,Age,Monthly Income,Brand Loyalty,Gender
Mahasarakam,3.6311487669410494,Single,No,Graduate School,89.0,Rural,55.0,4009.2159759274255,0.0014492380474491612,Male
Khon Kaen,4.683774970311655,,Yes,College,61.0,Urban,55.0,4410.001225431812,-0.020999678108831382,Female
Mahasarakam,6.172706375451094,Divorced,Yes,High School,78.0,Urban,44.0,3432.111416781098,-0.12912909408574455,Female
Mahasarakam,5.203751373867637,Divorced,Yes,Graduate School,26.0,Suburban,39.0,7042.07366631627,-0.1474761909410774,Female
Mahasarakam,3.899206782041331,Divorced,Yes,High School,89.0,Rural,56.0,,-0.18888658832165117,Female
Khon Kaen,6.4851879092871,Divorced,Yes,,89.0,Urban,46.0,3680.530856428821,-0.7881548546159481,Female
Udon,3.930815404861485,Married,No,College,72.0,Rural,44.0,4017.732073384612,-0.13027742456125208,Female
Udon,5.378211404397241,Divorced,Yes,High School,83.0,Rural,51.0,5328.230594891241,-0.5349994714515097,Female
Udon,1.2921493377072961,Married,No,Graduate School,98.0,Rural,52.0,3387.951178843598,-0.5829372024701396,Female
Udon,6.18028531326722,Single,Yes,College,80.0,Urban,53.0,4860.374631474395,0.13711194836885232,Female
Mahasarakam,1.3244998416287146,Married,No,Graduate School,73.0,Rural,44.0,5606.239996057883,-0.8355129130686592,Male
Udon,4.943234521649122,Single,Yes,High School,83.0,Urban,56.0,4824.048323868229,-0.6990738055202859,Male
Khon Kaen,3.823697276843996,Married,No,Graduate School,62.0,,54.0,5951.141748240633,0.4761536858966139,Female
Mahasarakam,4.975688151789241,Single,Yes,High School,49.0,Suburban,45.0,3843.4975007183966,-0.025065112477257373,Male
Mahasarakam,7.003654679651683,Divorced,Yes,Graduate School,43.0,Urban,45.0,4642.547385471036,0.8966093724713304,Male
Mahasarakam,6.271832232126501,Married,Yes,College,56.0,Urban,50.0,4657.590034202516,-0.22848224030335468,Female
Mahasarakam,4.1859058563324485,Married,No,High School,63.0,Rural,53.0,5667.826959550111,-1.1433406879528198,Male
Mahasarakam,6.798777420943964,Divorced,Yes,High School,79.0,Urban,43.0,5431.615876167163,-0.15747768308748256,Male
Udon,7.228121935282529,Married,,High School,78.0,Urban,51.0,5597.065730604713,0.069041107863205,Male
Udon,3.7905374502042735,Single,Yes,Graduate School,74.0,Urban,47.0,3984.3375018013885,-0.15263424129125847,Female
Mahasarakam,4.971758596185963,Single,,Graduate School,73.0,Urban,42.0,4805.997029875275,0.20474157346486904,Male
Khon Kaen,3.8741018459614533,Married,,High School,65.0,Rural,65.0,4724.82251469647,-0.11153263731377916,Male
Mahasarakam,4.714921687559425,Married,No,College,42.0,Suburban,49.0,5748.039434299362,-0.018324137957623415,Female
Udon,4.306509456526756,Single,Yes,High School,46.0,Suburban,33.0,3937.7354617182737,-0.06674760624443732,Male
Udon,3.8578943818159575,Single,No,College,70.0,Urban,57.0,6650.442905051137,-0.6070043356708202,Male
Udon,5.110195326980103,Divorced,Yes,Graduate School,79.0,Suburban,56.0,5805.923239975387,0.1511434572724951,Female
Mahasarakam,7.047204969857959,Single,Yes,High School,,Rural,45.0,5479.104639931433,-0.5018760006282164,Male
Khon Kaen,5.034831620543563,Divorced,Yes,High School,39.0,Suburban,43.0,5337.697272129431,-0.6568390668617872,Male
Udon,4.919685637066844,Divorced,Yes,High School,80.0,Suburban,34.0,6452.309555792637,,Male
Khon Kaen,2.8475196366117035,Single,No,High School,70.0,Suburban,42.0,4980.136666293071,-0.49373338420737,Male
Udon,,Divorced,Yes,,56.0,Urban,33.0,3053.7079208228797,-0.1280783876798112,Male
,6.43325617445686,Divorced,Yes,College,38.0,Suburban,52.0,4673.517100925136,0.376579548153138,Male
Khon Kaen,2.6732774259916128,Married,No,High School,26.0,Suburban,50.0,5342.357172270992,0.05361843836223329,Female
Mahasarakam,5.203675664479538,Single,Yes,College,59.0,Urban,45.0,7092.761501561665,-0.274305141065462,Female
Udon,2.591624547185072,Divorced,No,High School,67.0,Rural,49.0,5426.906679075917,-0.031330130589816624,Male
Udon,6.847094811280732,Divorced,Yes,College,65.0,Urban,51.0,3173.2822431509867,-0.2712442912577753,Male
Udon,3.6823261197945563,Divorced,Yes,Graduate School,96.0,Urban,41.0,4065.624068696733,-0.44640732968393737,Female
Mahasarakam,6.827227226883203,Divorced,Yes,High School,69.0,Urban,72.0,5437.046281278348,-0.12712832220773634,Male
Mahasarakam,5.594684238689502,Single,Yes,College,55.0,Rural,47.0,4664.797759661091,0.29236606290183376,Female
Udon,6.571498767367691,Single,Yes,Graduate School,63.0,Urban,73.0,5382.822694141098,0.17317822847905665,Male
Mahasarakam,4.230732018332252,Married,No,College,75.0,Suburban,39.0,5753.221679178517,-0.0066884138042959534,Female
Udon,4.621559091938131,Married,No,High School,47.0,Suburban,63.0,3829.348558158277,0.4850722010448621,Female
Mahasarakam,5.463150313523381,Divorced,Yes,College,38.0,Urban,33.0,4020.044090910107,0.17233708640018874,Female
Udon,3.432595221453054,Married,No,High School,98.0,Rural,51.0,4965.273577120734,0.21175228535611593,Female
Udon,5.627292336830076,,Yes,College,59.0,Rural,40.0,3801.881814402506,-0.2755708332539214,Male
Khon Kaen,4.382489188216928,Single,Yes,High School,69.0,Urban,39.0,4440.222979239531,-0.6224172283010525,Male
Mahasarakam,3.4130732134213844,Married,No,Graduate School,47.0,Rural,54.0,4247.247039355201,-0.43404493834451974,Male
Khon Kaen,4.727476552972202,Divorced,Yes,Graduate School,79.0,Urban,51.0,6124.518946849805,,Male
Khon Kaen,7.219587502754279,Single,Yes,High School,63.0,Suburban,50.0,6198.214333256963,-0.38626950054272047,Female
Mahasarakam,3.126360069817921,Married,No,College,78.0,Suburban,53.0,5488.22340919264,-0.33656018738102167,Female
Khon Kaen,6.114565534224996,Single,Yes,High School,65.0,Suburban,59.0,5460.202139901995,-0.4379664948205999,Female
Khon Kaen,,Married,No,High School,82.0,Suburban,48.0,4283.469910175477,-0.6157410270540188,Male
Udon,5.326057248994654,Married,Yes,High School,49.0,Suburban,40.0,5965.184031589866,0.5205514417117358,Male
Mahasarakam,5.460154957678821,Divorced,Yes,Graduate School,65.0,Urban,34.0,3660.1487801284734,0.07527835522128903,Male
Khon Kaen,5.216809421061796,Single,Yes,High School,51.0,Suburban,48.0,4918.453103581442,-0.8233194021141981,Male
Khon Kaen,4.821750987579222,Married,No,High School,55.0,Suburban,56.0,5777.52333448314,0.08721299814694577,Female
Mahasarakam,4.144421447644303,Single,Yes,College,56.0,Suburban,26.0,5688.681979674578,,Male
Khon Kaen,5.170576073790006,Divorced,Yes,College,70.0,Urban,42.0,3206.05031469397,-1.0482079315976618,Female
Udon,5.553350899174817,Divorced,Yes,High School,38.0,Urban,34.0,5393.775194182741,0.08381385430437543,Male
Khon Kaen,4.662786498946609,Divorced,Yes,,58.0,Urban,50.0,4779.73066700884,-0.21741356609394014,Female
Khon Kaen,6.577988203346578,Single,Yes,High School,51.0,Urban,55.0,3393.7918028806944,-0.3203154420708613,Male
Khon Kaen,6.050386380810231,Divorced,Yes,Graduate School,66.0,Urban,50.0,5963.210332397089,-0.13701253021586968,Male
Udon,5.632563582080553,Divorced,Yes,High School,44.0,Urban,49.0,4081.8938934328157,-0.08372818325941564,Male
Udon,7.122294223363562,Divorced,Yes,High School,72.0,Urban,40.0,5369.991987085382,-0.5246639691582637,Female
Mahasarakam,3.1602736489101306,Married,No,Graduate School,83.0,Rural,51.0,5286.638597614057,-0.3625517436160086,Male
Mahasarakam,4.683168602905869,Divorced,Yes,Graduate School,57.0,Urban,45.0,5682.547381270611,-0.4029459986611784,Male
Mahasarakam,4.084930276037039,Married,No,College,75.0,Rural,55.0,5195.042051031851,-0.008000449002852267,Male
Mahasarakam,3.9635821662151094,Married,No,Graduate School,42.0,Urban,36.0,6013.7340229672545,-0.10522220735828822,Male
Udon,6.674120503258415,Divorced,No,College,52.0,Rural,56.0,5317.486741313195,0.36049819011099354,Male
Khon Kaen,8.637662108357372,Divorced,Yes,College,,Urban,48.0,5293.386606548035,0.3456826446157625,Female
Mahasarakam,4.246064472574331,Divorced,Yes,College,56.0,Suburban,50.0,3547.197486630707,-0.3909418782322688,Male
Mahasarakam,5.303729317123042,Married,No,Graduate School,64.0,Rural,46.0,3641.2332113268326,0.8947832972302018,Female
Udon,4.6506108307730365,Single,No,Graduate School,88.0,Suburban,55.0,4926.923357849109,-0.6911322487626264,Male
Udon,5.444653157500381,Single,Yes,High School,31.0,Suburban,44.0,5461.828329759359,-0.042955336260229765,Male
Khon Kaen,5.484062249194045,Single,No,College,71.0,Rural,45.0,3787.3818938699956,0.04876693292675004,
Khon Kaen,6.340121749787018,Single,Yes,High School,82.0,Rural,40.0,7117.040032505842,-0.07723538987097364,Female
Udon,5.203913657726327,Divorced,Yes,Graduate School,54.0,Suburban,47.0,5833.271369212142,-0.14829642410597293,Female
Mahasarakam,6.137744829076613,Married,Yes,Graduate School,65.0,Urban,36.0,5860.743106854398,-0.3584771921807628,Male
Khon Kaen,6.780378987501122,Divorced,Yes,Graduate School,57.0,Suburban,38.0,4244.393298752751,-0.14074820991575226,Male
Udon,5.3072816875450295,Divorced,Yes,High School,44.0,Urban,46.0,5789.4193795347655,-0.5674551477194733,Female
Mahasarakam,6.595640461866355,Single,Yes,College,63.0,Urban,50.0,3384.696512836259,0.3627925660362857,Female
Mahasarakam,4.291528856242065,Married,No,College,42.0,Suburban,42.0,7066.078383246743,-0.13920519776579415,Female
Mahasarakam,4.95135074416182,Married,No,Graduate School,38.0,Urban,45.0,5773.635118440485,-0.10589532376438696,Male
Mahasarakam,2.6714055718268974,Divorced,No,Graduate School,59.0,Suburban,42.0,4541.2927554536145,-1.0606370519655668,Male
Mahasarakam,3.877896268447117,Single,Yes,Graduate School,69.0,,30.0,4007.248730985619,-0.08537573694504308,Female
Khon Kaen,3.702360975955945,Married,No,College,88.0,Suburban,59.0,6006.75339843336,0.24716494342219042,Male
Khon Kaen,5.1307799681990085,Married,No,Graduate School,44.0,Rural,43.0,5621.432826981186,1.0631445150353547,Female
Mahasarakam,6.961925394691152,Divorced,Yes,College,83.0,Urban,36.0,3934.834744862049,0.2741389064179466,Female
Khon Kaen,4.6234540633113435,Married,No,Graduate School,76.0,Rural,70.0,6191.906446769701,-0.2151342575099488,Female
Khon Kaen,4.525456690968793,Married,No,Graduate School,68.0,Rural,29.0,3639.7065107359213,-0.012269127027808746,Male
Khon Kaen,3.1180709450357686,Divorced,No,College,61.0,Suburban,52.0,4632.830119440616,0.28048765758662064,Female
Mahasarakam,6.891211396747,Married,Yes,College,57.0,Urban,,5071.229196186334,1.0223112978533655,Male
Mahasarakam,6.039396907005032,Single,Yes,Graduate School,70.0,Suburban,59.0,6094.501468440703,-0.35202855600317023,Male
Mahasarakam,4.234330034540002,Married,No,College,54.0,Rural,63.0,5252.601580673128,,Male
Udon,5.773426907346421,Married,Yes,Graduate School,37.0,Suburban,34.0,5675.249704776699,0.2609156643519795,Female
Udon,7.0852401278653545,Single,Yes,College,96.0,Urban,42.0,3848.2359566022806,0.23225855189313221,Female
,7.663822418121386,Married,Yes,Graduate School,58.0,Urban,42.0,5589.401269987507,-0.21489960202744085,Female
Khon Kaen,4.525517514801446,Divorced,Yes,College,60.0,Suburban,49.0,4337.538191697078,0.35544006111154347,Female
Mahasarakam,5.189718704592024,Married,No,High School,81.0,Rural,47.0,4295.100667210214,0.05358929298609241,Male
Mahasarakam,8.248925955692364,Married,Yes,Graduate School,96.0,Suburban,51.0,5730.266466738655,-0.7878887594138565,Female
Mahasarakam,5.150705449397427,Divorced,Yes,High School,60.0,Urban,63.0,3050.741564141461,-0.24930317712173616,Male
Udon,5.74605162591036,Married,Yes,College,53.0,Urban,62.0,3498.765830192004,0.12590094888309583,Male
Khon Kaen,6.0427699609253915,Divorced,Yes,High School,63.0,Suburban,36.0,6338.005553086267,-0.1257505099115264,Male
Khon Kaen,4.974690874528252,Divorced,Yes,College,59.0,Suburban,54.0,6607.175444406918,-0.7755958108957393,Female
Udon,6.157466122864221,Single,Yes,High School,71.0,Rural,51.0,5287.404497226492,0.2993544968671952,Male
Mahasarakam,3.499212984955209,Divorced,No,College,64.0,Suburban,34.0,4638.84882599282,-0.004350078886213277,Female
Mahasarakam,6.015343670941065,Married,Yes,High School,75.0,Urban,41.0,5955.002966300415,0.36111038781818655,Female
Udon,4.344244816491342,Divorced,Yes,College,23.0,Suburban,65.0,6544.434971982833,-0.3367847589839801,Female
Udon,5.482978602450458,Divorced,Yes,High School,40.0,Urban,46.0,4825.719044145285,0.3706354405231333,Female
Mahasarakam,5.664029921071338,,Yes,College,69.0,Urban,43.0,7490.636351573272,-0.3204308544879601,Male
Khon Kaen,4.154552712235617,Married,No,Graduate School,66.0,Rural,53.0,7771.739041063374,0.21480629452262226,Male
Khon Kaen,5.540190369598933,Single,Yes,College,71.0,Rural,33.0,3423.41401184583,-0.04335298580437272,Female
Mahasarakam,4.674450537337703,Married,No,High School,80.0,Rural,34.0,5874.590394517383,0.48573827444047274,Male
Mahasarakam,5.409249925338135,Married,Yes,Graduate School,83.0,Urban,65.0,,-0.4381599108048133,Female
Udon,4.728917041399136,Single,Yes,Graduate School,70.0,Suburban,31.0,6427.301687404523,0.3305483600446885,Female
Udon,5.9296329320195325,Single,No,College,47.0,Rural,50.0,7375.963684183347,-0.034810406063356336,Male
Udon,6.353145165460158,Single,Yes,High School,70.0,Suburban,45.0,4324.913419888576,-0.2672605412436265,Male
Udon,4.434326260688571,Divorced,Yes,High School,54.0,Rural,,4552.563415766496,-0.40191185826855724,Female
Udon,4.939643686801324,Single,Yes,High School,69.0,Urban,42.0,6054.465802186551,-0.38081619679228546,Female
Mahasarakam,4.333749605013119,Divorced,Yes,Graduate School,84.0,Rural,38.0,6599.6491772834615,0.3493851375238364,Female
Khon Kaen,3.674876096245599,Divorced,No,Graduate School,73.0,Rural,45.0,4943.700961869212,-0.02245621147334531,Female
Udon,3.789959904525097,Married,Yes,High School,52.0,Urban,40.0,,-0.8576801165803964,Male
Udon,4.54443122097281,Married,Yes,Graduate School,81.0,Rural,45.0,5082.489323775941,-0.572644135966338,Female
Mahasarakam,5.328798096983143,Single,Yes,Graduate School,48.0,Suburban,40.0,5114.076619623532,-0.13351908433418297,Female
Mahasarakam,7.7412940458341835,Divorced,Yes,High School,73.0,Suburban,54.0,4973.923728653319,0.1250096114735078,Male
Udon,6.1644143363705926,Single,Yes,High School,74.0,Urban,43.0,5945.705831076265,-0.6233464770303763,Female
Udon,3.9042566888636534,Married,No,High School,47.0,Rural,52.0,6443.263691126795,-0.359710027629937,Male
Mahasarakam,3.7481794552395717,Married,No,Graduate School,63.0,Suburban,55.0,4292.140326564806,0.08084245442274035,Female
Mahasarakam,4.805002573778546,Divorced,Yes,High School,76.0,Urban,66.0,4827.235901002209,0.5782950785637612,Male
Khon Kaen,4.125811834662015,Married,No,College,33.0,Rural,42.0,4470.800078984696,0.40178812202286357,Female
Udon,7.229908068630552,Divorced,Yes,College,73.0,Urban,45.0,4478.6904180442825,-0.3139052040970787,Male
Khon Kaen,5.118744749097546,Divorced,Yes,High School,81.0,Urban,58.0,3942.1169027810765,-0.11799673798865207,Female
Udon,5.214343618975362,Divorced,Yes,College,108.0,Suburban,32.0,5564.550310839448,0.3899517725922753,Male
Khon Kaen,4.815258616478615,Single,Yes,Graduate School,59.0,Suburban,38.0,3683.128877017053,0.17337868106517007,Male
Udon,3.9715113767625327,Single,Yes,Graduate School,30.0,Urban,40.0,4893.005224180055,-0.2957379018194958,Female
Mahasarakam,5.049493372528973,Divorced,Yes,High School,105.0,Suburban,36.0,5141.699563524776,-0.9460749367498393,Female
Mahasarakam,6.4277942318448655,Single,Yes,High School,50.0,Suburban,51.0,5401.242294206587,-0.49643615225343896,Male
Khon Kaen,3.5782219576436987,Divorced,No,,40.0,Suburban,45.0,4460.23193297223,-0.2286096063935819,Female
Udon,4.178470216215827,Married,Yes,High School,67.0,Urban,55.0,5199.850820227395,-0.33692680967879024,Male
Khon Kaen,7.294976819607101,Divorced,Yes,High School,58.0,Urban,42.0,5269.1372580635925,0.2201603259331792,Female
Udon,4.065828837755987,Divorced,Yes,College,55.0,Urban,47.0,4813.361951333013,-0.8924724507943014,Female
Udon,6.271962027819384,Divorced,Yes,Graduate School,88.0,Urban,40.0,6035.50391703167,0.2984710552636687,Male
Khon Kaen,4.99284212243391,Single,Yes,College,70.0,Urban,41.0,7457.576701819726,-0.4680354942858904,Male
Khon Kaen,2.9338588368566825,Divorced,No,College,47.0,Rural,41.0,4360.218985296517,-0.4576777691231311,Male
Mahasarakam,4.428836659491885,Divorced,Yes,Graduate School,45.0,Urban,54.0,3636.0643220493525,-0.2047031488635933,Female
Mahasarakam,5.66030012477385,Divorced,Yes,High School,93.0,Urban,40.0,4755.576972711932,-0.3057015297900474,Male
Udon,6.715286667105849,Married,Yes,College,67.0,Urban,41.0,4158.738562524821,,Female
Khon Kaen,6.201323182164163,Married,Yes,Graduate School,50.0,Urban,53.0,4979.670198378834,0.31178312563331523,Female
Mahasarakam,7.7738980240931195,Divorced,Yes,College,59.0,Rural,53.0,6424.418541160598,-0.26643411392266886,Female
Mahasarakam,4.789139081930048,Single,No,High School,77.0,Rural,,5947.099815968913,-0.3431085025591274,Male
Mahasarakam,4.714081785608954,Single,Yes,High School,63.0,Urban,51.0,4032.5007070092697,0.3244248967472124,Male
Khon Kaen,1.5930255672199403,Single,No,College,48.0,Rural,48.0,4606.314257160279,-0.9733989620432839,Male
Mahasarakam,6.041294458101877,Married,No,Graduate School,61.0,Rural,52.0,5536.949068359567,0.19685317684124015,Female
Udon,5.257240100719468,Divorced,Yes,High School,56.0,Suburban,51.0,3783.5772675164926,0.3446519835281995,Male
Khon Kaen,5.404366401678004,Single,Yes,Graduate School,45.0,Urban,42.0,4922.979171720015,-0.27278822153273524,Female
Udon,5.096881284612269,Married,No,High School,75.0,Urban,47.0,3969.0106663239676,-0.4342100141673181,Male
Khon Kaen,2.6980224457358717,Married,No,College,85.0,Rural,57.0,4614.633085379366,0.5203076043013302,Male
Mahasarakam,3.279110634032328,Married,No,College,24.0,Suburban,29.0,2883.0899765859504,-0.06082314894248825,Male
Khon Kaen,3.4561423188636735,Married,No,College,67.0,Suburban,50.0,5399.232373666066,-0.7295908867722873,Male
Udon,5.430118989582754,Divorced,Yes,Graduate School,80.0,Suburban,40.0,8203.179105600386,-0.23156890439505612,Female
Khon Kaen,4.700226712094639,Divorced,Yes,High School,91.0,Urban,44.0,6113.913182748959,-0.047381376942381676,Female
Khon Kaen,4.159158427691191,Married,No,College,56.0,Rural,46.0,3121.5906492215777,-0.052041194910712685,Female
Udon,6.536975469980876,Single,Yes,College,32.0,Urban,49.0,3711.93571719184,,Male
Khon Kaen,5.049063304193951,Divorced,No,High School,43.0,Rural,45.0,4642.3059014150285,0.7248064263248324,Male
Khon Kaen,6.169428266596569,Divorced,Yes,Graduate School,41.0,Suburban,50.0,6483.631250439352,-0.05589300880808265,Female
Udon,3.957387739522043,Married,No,Graduate School,81.0,Rural,41.0,5985.256201423651,0.3816988299247069,Male
,6.108333908420532,Divorced,Yes,College,34.0,Suburban,36.0,5666.697094547355,-0.6898870854536819,Male
Mahasarakam,3.813301788464572,Divorced,Yes,Graduate School,83.0,Rural,,4242.786028429902,-0.3575697707310916,Female
Udon,4.047607952055371,Married,No,High School,79.0,Urban,49.0,4449.985233220696,0.26637508840199436,Male
Mahasarakam,6.636373281763386,Divorced,No,High School,82.0,Rural,49.0,4384.866724305212,0.6727868890103628,Female
Khon Kaen,4.890117087036164,Single,Yes,Graduate School,56.0,Rural,60.0,4818.823797781801,-0.292217626244697,Male
Mahasarakam,6.182986099860179,Divorced,Yes,High School,36.0,Rural,43.0,6131.383997309271,0.04657045258601192,Male
Mahasarakam,5.586456551896311,Divorced,Yes,College,70.0,Urban,50.0,6506.640400383887,-0.16309543784473113,Male
Mahasarakam,6.798501471090407,Single,No,High School,80.0,Rural,47.0,3507.7931759206667,0.8494799037051523,Female
Udon,2.887991614657947,Married,No,Graduate School,58.0,Rural,36.0,4920.1413091413,1.1596570294362252,Male
Udon,5.868357116512819,Single,Yes,Graduate School,55.0,Suburban,55.0,4812.900082506479,0.11790069491318642,Male
Mahasarakam,4.775613016912854,Divorced,Yes,Graduate School,78.0,Urban,48.0,4393.416752377716,,Female
,3.7697103765809032,Married,No,High School,56.0,Rural,47.0,7520.624285206064,0.021144818499300555,Female
Udon,3.923696348284204,Married,Yes,Graduate School,45.0,Suburban,64.0,6097.910013534191,-0.34361176645362956,Male
Udon,4.6970511002986255,Divorced,Yes,High School,51.0,Urban,31.0,5806.189279803438,-0.799592695994732,Female
Mahasarakam,5.711496169487835,Divorced,Yes,High School,74.0,Urban,51.0,5775.0168979007185,-0.18376164506734294,Female
Khon Kaen,3.6503010250135772,Married,No,High School,,Rural,36.0,,-0.7119008615255438,Male
Khon Kaen,6.296120355154168,Divorced,Yes,College,62.0,Suburban,42.0,4952.302398487008,-0.01198977003488641,Female
Udon,2.7446350023085575,Married,No,Graduate School,61.0,Rural,56.0,3053.106851141142,-0.20422537839453325,Female
Khon Kaen,6.34132531588487,Single,Yes,High School,84.0,Rural,59.0,6861.461134438209,-0.47233489960688513,Female
Udon,4.6351960536173475,Married,No,Graduate School,50.0,Urban,39.0,5005.948423282229,0.2902623783817102,Male
Khon Kaen,5.179045091428885,Divorced,Yes,High School,57.0,Suburban,64.0,4811.110712664345,-0.1263456448628878,Female
Khon Kaen,5.291225426032787,Divorced,No,High School,31.0,Suburban,46.0,4179.343608184361,-0.4322300187006147,Female
Mahasarakam,2.294536181150138,Divorced,No,High School,83.0,Rural,20.0,4367.775470684264,-0.5648017775553852,Female
Udon,4.5453593601769775,Divorced,Yes,High School,75.0,Suburban,46.0,5748.397480242847,0.2549018757904825,Male
Udon,6.37167526478918,Divorced,Yes,High School,,Urban,61.0,4852.53861970824,-0.34991998452101575,Female
Mahasarakam,3.243783026261691,Divorced,No,High School,56.0,Suburban,55.0,4240.186058254227,0.42586115724244566,Male
Udon,3.4564780440657,Divorced,No,College,23.0,Rural,62.0,5046.216947545232,-0.021953087053670717,Male
Khon Kaen,2.4605570796888436,Married,No,High School,55.0,Rural,42.0,4750.563112786713,-0.5798685602214418,Female
Udon,6.1984661803764896,Single,Yes,High School,66.0,Rural,50.0,6319.023448568023,-0.3345700723805484,Male
Mahasarakam,7.314322389146306,Single,Yes,College,47.0,Urban,53.0,4615.79272695287,-0.059537150839570285,Male
Udon,5.479096859698328,Divorced,Yes,Graduate School,10.0,Suburban,39.0,4054.6454731271606,0.3372697771808724,Male
Khon Kaen,4.255981909945636,Divorced,No,Graduate School,79.0,Suburban,54.0,,-0.05414229577947133,Male
Khon Kaen,6.048866608049357,Single,Yes,High School,47.0,Suburban,39.0,4803.4678222320235,-0.49564819991426945,Female
Khon Kaen,5.18344320917468,Single,No,High School,83.0,Rural,45.0,5925.342252513546,-0.011476243838510508,Male
Udon,7.294923074102082,Divorced,Yes,High School,63.0,Urban,43.0,4935.290676252271,0.4647066839821707,Male
,5.3469354085815155,Single,Yes,Graduate School,37.0,Urban,,4460.852744498703,0.057946102383881946,Male
Udon,3.552264295798249,Single,Yes,Graduate School,62.0,Urban,48.0,2680.7146290155365,-0.3704206858361884,Male
Udon,5.196623483245429,Divorced,No,High School,53.0,Rural,48.0,4513.686962026621,0.35865415390086086,Female
Mahasarakam,4.946102874422776,Single,Yes,College,47.0,Suburban,61.0,6438.543092836035,0.16355143674495662,Female
Khon Kaen,3.532296000177725,Single,Yes,High School,39.0,Urban,52.0,6329.630309579835,-0.6909078100551583,Male
Mahasarakam,3.710292051050839,Divorced,Yes,Graduate School,54.0,Urban,33.0,,-0.1408882683098696,Female
Mahasarakam,5.5859406229960324,Divorced,No,High School,52.0,Suburban,42.0,5275.687273351368,0.42565695054024927,Male
Khon Kaen,4.680843281996795,Divorced,No,College,65.0,Rural,54.0,6089.850637705317,0.1123034729803004,Female
Mahasarakam,2.9135844451329493,Divorced,Yes,High School,47.0,Urban,45.0,5239.333793671081,0.29002147424066277,Female
Udon,4.307104205906793,Married,No,College,84.0,Urban,28.0,4183.196522540381,-0.40775647301797713,Female
Mahasarakam,4.655384963657354,Married,,High School,103.0,Rural,52.0,6907.517725552094,0.16527075222365883,Female
Khon Kaen,4.680302818105266,Divorced,Yes,College,48.0,Urban,28.0,5076.859207169392,-0.18385957398555758,Female
Udon,6.042552749769838,Single,No,,52.0,Suburban,46.0,4769.225686136471,-1.1108205434239509,Male
Khon Kaen,5.857141115634895,Single,Yes,Graduate School,71.0,Urban,53.0,4618.41204823,0.2620246538137484,Male
Mahasarakam,5.211477552946996,Single,Yes,College,86.0,Suburban,54.0,3571.9437039353625,0.19932193316600216,Male
Mahasarakam,3.996900794825434,Single,No,Graduate School,85.0,Urban,53.0,5470.376019582516,-0.2694547265314673,Male
Mahasarakam,6.061904090432107,Divorced,Yes,Graduate School,60.0,Urban,51.0,5363.3374439973195,-0.720213196599364,Male
Mahasarakam,4.339919648208254,Married,No,Graduate School,85.0,Rural,45.0,,0.10185213030995216,Male
Udon,4.2764186782329014,Married,No,Graduate School,,Suburban,50.0,5961.905142906962,-0.16439692785672871,Male
Udon,6.468269226051907,Single,Yes,Graduate School,48.0,Suburban,52.0,4488.354621598891,0.33195252489037685,Male
Udon,3.1042264456502195,Married,Yes,Graduate School,51.0,Suburban,,3382.708485015448,-0.20213209950182054,Male
Mahasarakam,3.7992812067236326,Married,No,College,,Rural,53.0,4387.962794266387,-0.4156083840005439,Male
Udon,7.559603634366471,Married,Yes,Graduate School,39.0,Urban,50.0,4133.203954317097,-0.17019059344191045,Female
Udon,6.10798758578161,Married,Yes,College,76.0,Suburban,49.0,5242.458419998293,-0.21634013769350902,Male
Khon Kaen,5.09067884722327,Divorced,No,High School,54.0,Rural,46.0,5786.658311299139,-0.5855082660802226,Female
Udon,5.332156226425408,Divorced,Yes,College,64.0,Urban,39.0,4061.6858158683954,0.4334356289843567,Male
Khon Kaen,5.960195956889284,Single,Yes,College,71.0,Suburban,52.0,6210.1353354450885,-0.6141998683177634,Female
Mahasarakam,5.569764918488778,Single,Yes,Graduate School,88.0,Rural,68.0,3816.101851175703,-0.10607066475524929,Male
Mahasarakam,4.911857277490941,Married,No,Graduate School,88.0,Suburban,47.0,5102.70925272152,0.35270453668462237,Male
Khon Kaen,3.8548629127614653,Single,Yes,Graduate School,54.0,Suburban,61.0,6216.029379531308,-0.2990543689920755,Male
Mahasarakam,4.520735783453858,Married,Yes,College,92.0,Suburban,48.0,4633.595837846266,-0.3406858360241927,Female
Khon Kaen,3.8914642704726496,Divorced,No,High School,64.0,Suburban,51.0,3285.332125970006,0.1840505461720185,Male
Khon Kaen,2.1374443585628042,Married,No,High School,65.0,Suburban,26.0,6635.441217137168,-0.24414953909195064,Male
Khon Kaen,5.856379176236704,Divorced,Yes,Graduate School,9.0,Urban,53.0,3504.8542915960434,0.1982410598234529,Male
Udon,4.328820846944117,Married,Yes,High School,31.0,Urban,46.0,4108.4718659545415,0.25030838819530277,
Udon,3.1094367219020986,Married,No,High School,60.0,Rural,53.0,4266.9463152413755,-1.0211324492077052,Male
Udon,4.66771200890279,Divorced,Yes,High School,85.0,Urban,62.0,6587.9219427951375,0.14969247742024697,Male
Udon,5.898177131897186,Single,Yes,Graduate School,85.0,Urban,42.0,4822.655250543462,0.278468498415978,Male
Khon Kaen,5.253200239677504,Divorced,No,High School,58.0,Urban,60.0,4498.719178981582,-0.37333248335450864,Female
Udon,6.128959115412897,Divorced,Yes,Graduate School,40.0,Suburban,44.0,4272.306469728659,0.166564326242452,Female
