City,Renew,Monthly Income,Education Level,Months after becoming member,Active online hours,Sex,Marital Status,Location Code,Years after high school graduation,Brand Loyalty
Kyoto,Yes,4889.469946307725,High School,69.0,5.804970377630646,Male,Divorced,Urban,48.0,-0.2885738155185297
Tokyo,No,4770.8905776780075,Graduate School,62.0,5.710817998300768,Female,Single,Suburban,27.0,0.5245488143015616
Kyoto,Yes,7004.533261318098,Graduate School,57.0,5.233812936578556,Female,Single,Urban,34.0,-0.2176210896462655
Osaka,Yes,4885.174135466364,Graduate School,53.0,5.626604543049901,Male,Divorced,Suburban,32.0,-0.050661705996103146
Osaka,No,4666.612661228711,Graduate School,66.0,3.796114479676434,Female,Married,Rural,26.0,-0.19200801197694886
Tokyo,Yes,4066.7967209841236,College,53.0,3.4038312696486,Male,Single,Rural,22.0,0.7353471746592202
Tokyo,No,2772.2174507410436,College,90.0,5.740784122050474,Female,Married,Rural,38.0,0.17276036745490841
Kyoto,No,5781.778510776109,High School,57.0,6.342347109061214,Male,Married,Urban,34.0,-0.13354601238563502
Osaka,No,6290.907543433203,High School,56.0,8.143163112615442,Female,Divorced,,19.0,0.6721195507834876
Tokyo,Yes,3106.5610165930893,High School,77.0,2.416111876185769,Male,Single,Urban,37.0,-0.5387425075138274
Tokyo,No,2923.124436439216,High School,31.0,6.095452031488395,Female,Single,Rural,24.0,
Tokyo,Yes,6004.566738273402,Graduate School,78.0,7.131304562812657,Male,Single,Rural,40.0,0.10297663971208215
Osaka,Yes,6372.5789979584715,High School,89.0,6.354551857048658,Male,Divorced,Urban,34.0,-0.7838012189925505
Osaka,No,4863.155021000829,College,71.0,5.899338687908263,Female,Divorced,Suburban,35.0,-0.5954283223766845
Osaka,No,3938.0934637118494,College,84.0,5.2073481392955765,Female,Single,Rural,33.0,-0.908021633531836
Kyoto,Yes,5489.670063403501,College,60.0,4.637599369655305,Female,Divorced,Urban,35.0,-0.19310484349051948
Osaka,Yes,5074.147095157659,High School,81.0,4.997150910229135,Female,Married,Urban,41.0,-0.568352419250768
Tokyo,No,4869.305172326572,College,77.0,6.667664421738822,Female,Single,Suburban,23.0,-0.3685776008538429
Tokyo,No,4683.052920814855,Graduate School,58.0,5.535500776107278,,Single,Rural,36.0,-0.3020405360004297
Kyoto,Yes,4044.000257929228,College,73.0,7.543276137295316,Female,Single,Suburban,35.0,0.1558463912869935
Osaka,,7200.872706318763,High School,78.0,4.625737275747252,Female,Married,Rural,15.0,-0.21249722384412872
Kyoto,Yes,4644.4256157565305,Graduate School,76.0,5.289472669183107,Male,Single,Urban,34.0,-0.2683308406407816
Osaka,No,4289.856392454651,Graduate School,58.0,2.9606261637265026,Male,Married,Rural,23.0,-0.3658964520247355
Osaka,Yes,4192.6124152775465,Graduate School,75.0,5.914609533568286,Male,Married,Urban,37.0,0.07473758209465176
Tokyo,No,4336.1226359372295,College,62.0,5.054422046224432,Female,Divorced,Rural,26.0,-0.24272293480565194
Kyoto,Yes,4359.660433460361,High School,66.0,6.615819518261146,Male,Divorced,Urban,33.0,-0.13590717997084467
Kyoto,Yes,5966.215614042862,High School,62.0,2.9575072382292524,Female,Single,Suburban,37.0,0.3968912137661783
Tokyo,Yes,6232.178159781744,Graduate School,66.0,3.52972096196776,Female,Single,Urban,35.0,-0.07093011144498979
Tokyo,No,4623.319582976452,College,62.0,2.681816236894806,,Married,Rural,28.0,-0.18309467890987124
Osaka,No,5634.61825029325,College,72.0,6.283499323987703,Female,Married,Rural,27.0,0.2826431440569511
Kyoto,Yes,5421.989727240128,Graduate School,65.0,3.578405266487973,Female,Divorced,Urban,36.0,0.02136353986473738
Kyoto,Yes,1286.3624682021677,High School,53.0,4.034935393392992,Male,Single,Urban,47.0,0.5061061823740765
Tokyo,No,5507.440440733489,Graduate School,44.0,5.738624220144926,Female,Married,Rural,24.0,0.6086643973514074
Osaka,Yes,3719.353360030871,Graduate School,86.0,6.068320184032956,Male,Single,Urban,36.0,-1.0148238997373487
Osaka,Yes,3821.97730711274,College,96.0,3.7664096705669547,Male,Divorced,Urban,47.0,-0.1739640809920075
Osaka,Yes,6421.90658384822,Graduate School,57.0,7.692759098446153,Female,Single,Urban,34.0,0.0697284285081749
Tokyo,No,4825.947181391706,Graduate School,70.0,6.782050442939315,Female,Divorced,Suburban,44.0,-0.14473841561481018
Osaka,Yes,3540.635045172743,High School,80.0,5.399109587354959,Male,Single,Suburban,33.0,-0.04058823337836864
Tokyo,Yes,5639.036060629961,College,65.0,5.148970675136578,Female,Divorced,Suburban,46.0,-0.4952387289578503
Kyoto,Yes,5322.777517207977,College,44.0,5.1564422669731425,Female,Single,Rural,43.0,-0.25598031509569596
Osaka,No,4673.40255825333,High School,54.0,7.420398756307173,Female,Married,Rural,24.0,0.5210272338642657
Osaka,Yes,3263.872814997954,College,57.0,6.464777781050063,Male,Divorced,Urban,31.0,-0.08354118284390061
Tokyo,No,5361.997307920164,High School,56.0,3.3361412834119073,Male,Single,Rural,26.0,-0.020624939801414888
Kyoto,Yes,3557.7662775719045,College,73.0,5.307759532226108,Male,Single,Urban,33.0,-0.48063098626063594
Kyoto,Yes,,High School,64.0,5.0123185072576595,Male,Married,Suburban,40.0,-0.2791217954879984
Tokyo,Yes,4969.988197070312,High School,50.0,6.722528453442593,Female,Divorced,Suburban,21.0,-0.042405862464866106
Tokyo,No,4295.528584393411,Graduate School,60.0,4.949193267642409,Female,Married,Suburban,25.0,-0.27936566619464476
Osaka,Yes,,College,65.0,5.863007004880613,Male,Divorced,Urban,40.0,0.36862919519150306
Osaka,Yes,4044.257759717533,College,47.0,3.454152366411618,,Divorced,Rural,50.0,-0.2685662809584153
Kyoto,,3181.5158587004444,College,69.0,6.33465792975137,Female,Single,Rural,29.0,-0.07091018689346973
Kyoto,Yes,5750.319973877124,College,64.0,5.127512762127441,Female,Single,Urban,35.0,0.007962898212507119
Tokyo,Yes,5711.565806919982,College,61.0,7.128537915020094,Female,Single,Suburban,31.0,-0.38710544142693715
Tokyo,Yes,4891.825970792376,College,73.0,6.034682729151875,Female,Married,Urban,35.0,0.06692675162094536
Kyoto,No,5053.2554391883405,High School,69.0,3.959994198905548,Female,Married,Suburban,24.0,0.3090988274342378
Osaka,No,6349.268188740256,High School,41.0,8.55510028770577,Male,Married,Suburban,12.0,-0.9141655599489558
Tokyo,Yes,3899.9910309031793,Graduate School,83.0,7.277392576848749,Female,Married,Suburban,43.0,-1.0586861676303831
Osaka,Yes,5335.211236266511,Graduate School,67.0,8.28129785105361,Male,Divorced,Suburban,35.0,-0.8415943628795766
Tokyo,Yes,6414.747029372902,Graduate School,94.0,5.389655178697978,Female,Divorced,Urban,36.0,-0.06702710114923216
Tokyo,Yes,,High School,63.0,6.70416212238922,Male,Divorced,Urban,36.0,-0.16565779214472287
Tokyo,Yes,4289.18237475054,High School,45.0,5.632293811606097,Male,Married,Urban,42.0,0.10651314324189326
Tokyo,No,4163.555713381997,High School,32.0,5.598694417908687,Male,Divorced,Suburban,27.0,0.8846151396641901
Osaka,No,5040.761639115666,High School,55.0,3.3116133857611874,Female,Married,Rural,20.0,0.5954325526820885
Osaka,Yes,4423.750838239437,Graduate School,94.0,2.9182564991533693,Male,Divorced,Suburban,44.0,-0.41032371555971753
Osaka,Yes,4085.184790778052,High School,49.0,3.5219468741798408,Male,,Suburban,,0.2693629077134301
Tokyo,No,4089.068407600196,College,41.0,6.349652647261738,Male,Divorced,Rural,32.0,-0.4553366374327636
Kyoto,Yes,5778.736977032691,College,64.0,4.416397195484255,Female,Divorced,Urban,35.0,0.22459251444085448
Kyoto,No,,College,88.0,4.856706368253614,Female,Married,Urban,32.0,0.8134511088095342
Kyoto,No,5875.413920829809,High School,74.0,3.913920418654705,Male,Married,Rural,15.0,0.4165844397546685
Tokyo,,3693.547834755068,College,72.0,4.76763040979422,Female,Divorced,Rural,42.0,-0.37309805601334317
Kyoto,Yes,4713.450828903235,College,64.0,5.585693840078457,Male,Single,Urban,40.0,-0.9902762092946346
Tokyo,Yes,5724.952572573707,College,66.0,5.49035110965934,Female,Divorced,Urban,46.0,-0.049973286930890204
Osaka,No,7951.277171891181,Graduate School,22.0,4.421385495965788,Male,Divorced,Urban,25.0,0.40564341814126736
Tokyo,No,3826.2896716623095,Graduate School,77.0,5.408947748989614,Female,Married,Rural,11.0,-0.9749554710472266
Kyoto,No,3460.905638477664,Graduate School,110.0,8.71629085263249,Female,Divorced,Urban,29.0,-1.0695039471738115
Kyoto,Yes,3719.789807827524,Graduate School,61.0,5.713012843748453,Male,Divorced,Urban,50.0,-0.02367048605791844
Osaka,Yes,5413.162752711758,High School,57.0,6.239434553867417,Female,Divorced,Urban,37.0,0.6832999601630416
Kyoto,No,4276.1540756874665,College,94.0,5.587650454344255,Female,Married,Rural,37.0,-0.7905359538170338
Tokyo,Yes,3447.2882440500844,High School,73.0,6.1224070629014316,Male,Single,Urban,32.0,-0.4667244718581229
Kyoto,Yes,5582.339889827131,College,42.0,5.424535175549785,Male,Single,Suburban,42.0,
Osaka,Yes,5471.7652157225575,Graduate School,86.0,6.038261015763897,Female,Single,Suburban,24.0,-0.4572433080502065
Kyoto,Yes,,College,60.0,5.838108757880766,Male,Single,Urban,25.0,0.05136875891942816
Tokyo,No,4236.360885626033,High School,72.0,8.431535219103253,Female,Married,Urban,40.0,-0.1680164021379695
Kyoto,Yes,2925.006328970372,College,76.0,5.267287495603533,Female,Divorced,Suburban,27.0,0.5292754974283124
Tokyo,Yes,3008.705618123345,High School,51.0,5.400170977627694,Female,Single,Suburban,33.0,0.6190309823950375
Tokyo,Yes,6339.272232147922,High School,76.0,6.127129421551231,Female,Divorced,Suburban,36.0,0.06251576469750109
Osaka,Yes,7247.458178538103,College,24.0,4.705288860809455,Female,Divorced,Suburban,40.0,0.22220723829393185
Kyoto,No,4136.444504694007,College,59.0,3.8248366041384156,Female,Married,Suburban,17.0,-0.7262801135135875
Tokyo,Yes,3322.9246993981433,High School,79.0,4.161626515643638,Male,Divorced,Suburban,39.0,-0.3212533319042219
Osaka,Yes,4091.7490886840824,College,64.0,5.157688316562814,Male,Divorced,Suburban,34.0,-0.5420643654652222
Kyoto,No,4502.955050359007,High School,62.0,5.150669664570897,Male,Divorced,Suburban,17.0,0.6673792683778859
Osaka,Yes,4011.9369937758793,Graduate School,46.0,5.095681820909105,Female,Single,Urban,29.0,0.25382403626288863
Osaka,Yes,5808.713442060785,High School,,3.27076189052663,Female,Divorced,Urban,30.0,0.15031824612535427
Kyoto,Yes,2604.506016412406,Graduate School,58.0,3.6047491577859283,Male,Married,Urban,51.0,-0.24398438829688615
Tokyo,No,6372.361008719936,Graduate School,59.0,7.1250306181556065,Male,,Rural,32.0,0.0073217831394065125
Osaka,No,1764.8798044538667,High School,76.0,5.687302147967813,Male,Divorced,Suburban,14.0,0.3995641960490144
Tokyo,,5116.734478363751,High School,59.0,4.519500331032218,Male,Married,Suburban,33.0,0.1035082046847482
Kyoto,Yes,4409.078315579588,Graduate School,25.0,5.953794728585422,Male,Single,Suburban,35.0,0.5159620051750078
Osaka,Yes,5169.02675618461,Graduate School,58.0,6.992581609485213,Female,Single,Urban,29.0,-0.1072430575684879
Tokyo,Yes,3432.9776995445586,Graduate School,61.0,3.5557383367652653,Male,Divorced,Urban,26.0,0.18045840430083937
Kyoto,Yes,4166.968572772708,College,,6.1552793844354055,Male,Divorced,Urban,38.0,
Kyoto,Yes,5355.889916475745,College,72.0,6.2148061533925585,Male,Divorced,Urban,26.0,0.600734380988945
Osaka,No,6177.013757780479,Graduate School,73.0,5.175370870177089,Female,Married,Rural,26.0,0.1079466753925935
Kyoto,Yes,5314.951047032169,Graduate School,59.0,5.901080744894516,Female,Divorced,,45.0,0.6293905386625083
Osaka,Yes,3957.3326196729486,Graduate School,67.0,6.594544325658987,Male,Divorced,Urban,44.0,0.3795552839772438
Osaka,Yes,5098.485226603219,Graduate School,55.0,4.039058775183603,Female,Single,Urban,39.0,0.7290665160038374
Tokyo,Yes,,Graduate School,49.0,3.3549826592618865,Female,Single,Suburban,48.0,-0.2831193241062349
Tokyo,Yes,4365.458774896525,High School,84.0,5.613464433281443,Female,Divorced,Urban,19.0,-0.0509471745527913
Tokyo,No,3445.1540558883426,Graduate School,87.0,5.021818196928999,Female,Married,Rural,39.0,-0.5055598284526195
Kyoto,No,4069.192738291992,College,67.0,6.4344043731973155,Male,Divorced,Rural,28.0,0.32320820356626034
Osaka,No,3952.508585209637,College,73.0,6.605018738860134,Female,Married,Rural,35.0,0.11717458313691032
Kyoto,,3117.354565481978,College,78.0,5.222266031242867,Male,Divorced,Urban,43.0,-0.2509128731393675
Kyoto,No,5136.2256298057355,High School,62.0,6.463316362551112,Female,Married,Rural,13.0,-0.2825496596364374
Tokyo,Yes,5613.159170834419,College,59.0,3.2069122229971527,Female,Married,Urban,34.0,-0.26353644126013637
Kyoto,Yes,,College,48.0,5.62200424642204,Female,Single,Suburban,34.0,-0.13345432607870156
Tokyo,No,4343.507044054728,College,60.0,5.2891907580299335,Female,Married,Suburban,28.0,-0.21510695671893176
Osaka,No,4810.13105988186,College,69.0,5.868508065303987,Male,Divorced,Rural,27.0,-0.47455315837427037
Kyoto,Yes,4198.62487527547,High School,72.0,2.4800424224725925,Male,Single,Urban,28.0,0.5623595361760535
Tokyo,No,2690.5463218835876,College,72.0,6.204222333590833,,Married,Suburban,7.0,0.48585242010112506
Tokyo,No,4989.708052222603,Graduate School,86.0,4.669665929089804,Female,Married,Suburban,20.0,0.07075301641911036
Osaka,Yes,5526.706349834124,Graduate School,79.0,6.935946784746834,Female,Single,Urban,28.0,-0.2102393307439473
Osaka,Yes,6445.249791996741,Graduate School,88.0,3.562537430627101,Male,Divorced,Suburban,40.0,-1.162062685275376
Tokyo,No,4106.16966597021,Graduate School,83.0,8.179316805600596,Female,Married,Urban,33.0,-0.7584460755043568
Osaka,Yes,5743.207141925364,College,60.0,1.8866539988533755,Female,Single,Rural,46.0,0.16892105912380562
Osaka,No,4076.9474255767805,College,102.0,7.294168209330847,Female,Married,Rural,23.0,-0.4217449202810134
Kyoto,No,,Graduate School,93.0,6.37449040739998,Female,Married,,6.0,-0.542666062304527
Osaka,No,4636.873804310252,High School,45.0,5.35003319839986,Female,Divorced,,19.0,-0.6449553107379584
Tokyo,Yes,4891.198632324146,College,80.0,5.821244664054518,Male,Divorced,Urban,43.0,-0.5543876611252415
Tokyo,Yes,3739.6803091629026,High School,77.0,4.826869185395333,Male,Married,Suburban,22.0,-0.2570516276432721
Osaka,Yes,2720.0396933101456,High School,60.0,7.672773790478413,Female,Divorced,Rural,44.0,0.19322933941989684
Tokyo,Yes,4252.094188677494,College,64.0,3.5646048001244384,Male,Divorced,Suburban,29.0,-0.011943894537491395
Osaka,No,5240.336564246181,Graduate School,49.0,7.435234706407779,Male,Single,Rural,20.0,-1.1763819313278918
Osaka,Yes,4444.0417214062,Graduate School,82.0,6.551857008059244,Female,Married,Urban,35.0,-1.1217864577519143
Osaka,Yes,6049.869244278824,College,68.0,5.708950026654507,Male,Single,Suburban,25.0,0.18645629226648142
Osaka,No,4768.17788803948,College,77.0,4.831132785125204,Female,Married,Rural,29.0,-0.10794721721120898
Tokyo,Yes,3775.009746296392,Graduate School,83.0,4.6483946406472105,Female,Divorced,Suburban,26.0,0.232078419684006
Tokyo,No,4359.595710748176,High School,44.0,8.326557709303662,Female,Single,Rural,35.0,0.3256779121592651
Osaka,Yes,3744.446317975696,Graduate School,59.0,4.944109914005236,Female,Divorced,Urban,30.0,-0.25823634743946766
Osaka,Yes,4268.063945696146,Graduate School,90.0,3.4492518958318765,,Single,Urban,34.0,-0.27624845552468713
Kyoto,Yes,4060.6168276638346,Graduate School,50.0,6.2932892296137375,Male,Divorced,Suburban,31.0,0.027210450306234757
Kyoto,Yes,7554.671113504693,High School,58.0,5.842233149252476,Male,Divorced,Urban,31.0,0.032064936367536934
Tokyo,Yes,3663.506247840578,College,65.0,6.880382777883524,Male,Single,Urban,39.0,-0.1147314079507516
Tokyo,Yes,4440.174282283224,College,69.0,6.501946574016284,Male,Divorced,Suburban,40.0,-0.6215295148990773
Osaka,Yes,4140.326333219318,Graduate School,75.0,4.997706685638461,Female,Divorced,Suburban,48.0,-0.3180862599134874
Kyoto,Yes,3688.3246489362336,College,89.0,5.157342919012791,Female,Divorced,Urban,37.0,
Kyoto,No,4073.4382266411953,College,61.0,6.3651651670625995,Male,Married,Rural,21.0,0.10774708052724902
Osaka,No,6271.948425841911,College,28.0,7.65303912490363,Female,Married,Urban,29.0,0.2830543436465873
Kyoto,Yes,3306.6611442325166,Graduate School,69.0,4.440637099503738,Male,Divorced,Urban,23.0,-0.4820145864294792
Osaka,No,4911.564234666515,High School,76.0,6.441606588947557,,Single,Rural,22.0,-0.259102651975587
Kyoto,Yes,4526.6647920844425,College,72.0,5.6975085613288865,Male,Single,Urban,31.0,-0.6650980298817113
Tokyo,Yes,5929.179796586251,High School,85.0,5.373631909584765,Female,Divorced,Rural,46.0,-0.3662182842992465
Osaka,Yes,5622.371554989766,College,53.0,6.547765903592795,Male,Single,Rural,37.0,0.43352178682886033
Osaka,No,4453.652647380799,High School,61.0,6.986710340230202,Female,Married,Urban,17.0,-0.7760492690141991
Osaka,No,5234.193764694494,Graduate School,86.0,6.405921165495644,Male,Single,Rural,37.0,-0.6281585489735017
Kyoto,No,4398.4630326028355,College,58.0,7.107244419851566,Male,Single,Urban,30.0,0.18301239211704967
Kyoto,Yes,3343.2556261526424,Graduate School,47.0,4.179995471471988,Male,Divorced,Suburban,27.0,0.5305219832050774
Tokyo,Yes,3699.996053541568,Graduate School,76.0,5.0516028006825495,Female,Divorced,Suburban,40.0,-0.9171706871254484
Osaka,No,4712.258553361552,College,97.0,2.7573694049107735,Male,Divorced,Suburban,25.0,-0.7404499020745994
Kyoto,Yes,6057.440619332099,High School,72.0,6.550104230716393,Male,Divorced,Urban,41.0,-0.4526312440852733
Tokyo,No,4145.362253097414,Graduate School,80.0,8.418032448862183,Female,Married,Suburban,21.0,0.03207055386607044
Kyoto,Yes,5272.023327505081,High School,68.0,7.349089923303348,Female,Divorced,Urban,25.0,-0.19596128999176646
Tokyo,Yes,5914.340639873477,Graduate School,60.0,5.3152634747453185,Male,Divorced,Suburban,11.0,-0.4650348880414205
Kyoto,No,3277.6251726318005,College,63.0,4.722771525798323,Male,Married,Rural,25.0,-0.2732012346194329
Tokyo,No,3025.909380202814,Graduate School,77.0,6.209001897821847,Male,Married,Suburban,27.0,0.5713982718058289
Osaka,No,4606.943447401105,Graduate School,67.0,6.217320576387371,Male,Married,Rural,19.0,-0.2844654759859356
Osaka,Yes,4670.426100854188,High School,73.0,4.314824311680592,Male,Single,Urban,24.0,0.31671457376312695
Tokyo,Yes,5572.021127631971,High School,91.0,6.631072695856323,Female,Divorced,Suburban,34.0,-0.8579070760660064
Tokyo,Yes,4747.563301034423,College,27.0,6.374101998188716,Male,Divorced,Urban,46.0,0.44507981968886445
Kyoto,Yes,5651.287826342882,College,63.0,7.516410846956911,Female,Divorced,Suburban,39.0,-0.20619084460164663
Kyoto,No,3753.5657626660964,Graduate School,47.0,5.409061133276182,Female,Married,Rural,27.0,0.10400812984766067
Kyoto,Yes,4778.077067656322,College,45.0,4.925636168822902,,Single,Urban,34.0,0.48084184141738306
Kyoto,Yes,6289.0157451974555,College,81.0,7.653988669436307,Female,Single,Suburban,40.0,-0.029305465088588833
Osaka,No,4536.920367019724,College,65.0,6.123703758237093,Female,Married,Rural,33.0,-0.6513159952812904
Kyoto,Yes,4680.5599807210465,Graduate School,37.0,4.300063893873713,Male,Divorced,Urban,19.0,0.27521388728533003
Tokyo,Yes,2566.1347875948795,Graduate School,73.0,8.306943414806753,Male,Single,Suburban,30.0,-0.3769295244814893
Osaka,No,4515.539478528701,High School,35.0,3.4642158458829293,Male,Divorced,Rural,27.0,1.011558955302778
Kyoto,No,3861.868407657332,College,65.0,5.909845431769482,Male,Married,Rural,21.0,-1.0391282854250776
Tokyo,No,5473.136602546033,College,77.0,4.925421715031593,Female,Married,Rural,24.0,-1.3918919775987044
Kyoto,Yes,5843.481893547305,Graduate School,61.0,,Male,Single,Urban,40.0,0.4013677464586104
Tokyo,Yes,5107.134415337427,College,79.0,4.407898706962433,Female,Divorced,Suburban,37.0,-0.4902577178597721
Osaka,No,6277.8775579814455,College,56.0,4.270964044662345,Female,Married,Rural,24.0,-0.23619891576831178
Osaka,No,4955.601518430383,College,71.0,4.38795605687322,Male,Married,Rural,27.0,-0.9195915956680272
Tokyo,No,6799.007711571245,College,45.0,4.8290194228413785,Male,Married,Suburban,42.0,0.5186815743519407
Kyoto,No,5302.383925311993,Graduate School,84.0,4.3253244737936605,Male,Married,Rural,16.0,-0.8940184275737643
Tokyo,No,4982.262268512571,Graduate School,71.0,5.67324829385828,Female,Divorced,Urban,38.0,0.475495045400818
Kyoto,Yes,5245.390184623341,College,70.0,6.843653160399411,Male,Divorced,Rural,27.0,-0.11936436044092202
Tokyo,Yes,4805.420107812774,Graduate School,74.0,6.141479080880561,Male,Single,Urban,46.0,0.09016498848829568
Tokyo,No,3907.061137271853,High School,,8.26414934423717,Female,Single,Rural,30.0,-1.0719194714502016
Kyoto,Yes,5089.921644609193,College,79.0,3.96048881052503,Male,Single,Suburban,29.0,-0.17740713823982704
Kyoto,Yes,7088.465633046551,Graduate School,44.0,6.142662167809741,Female,Divorced,Urban,44.0,0.2459757249929424
Osaka,Yes,4183.188264542556,College,56.0,6.776807573160131,Male,Married,Urban,50.0,0.04508399428961618
Kyoto,No,6074.187574316133,Graduate School,41.0,5.522292569651455,Male,Married,Rural,30.0,0.9123713673708114
Osaka,No,2982.2799415980253,College,61.0,6.655395725250822,Female,Married,Urban,15.0,0.16616246421828829
Tokyo,Yes,6179.726536769014,College,69.0,7.572339738917829,Male,Divorced,Urban,28.0,-0.4247561061651062
Osaka,No,4056.2225381654644,High School,,4.192598206761271,Male,Single,Rural,12.0,0.07981333030270366
Tokyo,No,4470.543253549911,College,75.0,6.525739930761004,Male,Divorced,Suburban,15.0,-1.5
Tokyo,No,5176.129107537893,High School,72.0,6.265795267380177,Female,Married,Urban,30.0,0.32602040221421247
Kyoto,Yes,3670.440419780681,College,64.0,6.726885741549072,Female,Divorced,Urban,36.0,-0.19353782161974548
Kyoto,No,4304.97695004758,Graduate School,69.0,8.101734664335973,Female,Married,Rural,38.0,0.015179181633230843
Osaka,No,5386.86771919887,College,49.0,7.000242662353606,Female,Married,Rural,25.0,0.10908096928087585
Kyoto,No,5683.532108326253,Graduate School,61.0,4.3873838460353864,Male,Married,Urban,27.0,0.26248580032620183
Osaka,No,5496.456653777543,Graduate School,79.0,3.8318447712710646,Female,Married,Rural,21.0,-0.1802181732460911
Tokyo,No,3345.7362342243514,College,71.0,4.1598869027450895,Female,Married,Urban,28.0,0.02887249000322012
Tokyo,No,3864.714706199285,College,58.0,3.8862678353502185,Female,Single,Rural,38.0,0.845732906690384
Tokyo,Yes,4759.414760169509,College,32.0,5.4829452820849784,Male,Divorced,Suburban,39.0,0.998887082063173
Kyoto,No,3901.984229255546,College,91.0,5.132758328388396,Female,Divorced,Rural,31.0,-0.37780545923346465
Osaka,Yes,7041.112856323081,College,61.0,4.025619406937291,Male,Divorced,Urban,53.0,-0.24669784710175588
Osaka,No,5173.484543920223,Graduate School,64.0,5.857435714221935,Female,Divorced,Rural,31.0,-0.12677409987267635
Tokyo,,5213.888393339014,College,49.0,5.955731565986885,Male,Married,Rural,19.0,-0.20945024179699723
Kyoto,No,4506.7193679327165,High School,51.0,6.268429932915086,Male,Married,Rural,31.0,-0.9936763803789943
Kyoto,No,5715.872446765986,College,88.0,4.406947733733155,,Divorced,Suburban,11.0,-0.6420181425477162
Tokyo,Yes,5694.462551688854,,74.0,3.7950152846743666,Female,Single,Urban,39.0,-0.5476649349536421
Kyoto,Yes,5494.238679081564,High School,75.0,4.901681677980312,Male,Divorced,Urban,28.0,-0.6886343152107186
,Yes,5072.793702994993,High School,103.0,7.8973036222016955,Male,Divorced,Urban,40.0,-1.1584885675479581
Tokyo,Yes,5324.816497153476,High School,46.0,6.208333864438659,Female,Single,Urban,51.0,0.4372643192361434
Osaka,Yes,6572.0905799796365,College,45.0,5.734380647785041,Female,Married,Rural,47.0,-0.3459860379247317
Kyoto,Yes,3856.6163828605554,College,65.0,4.512144813210115,Male,Divorced,Urban,27.0,0.16525593809764294
Osaka,Yes,4838.284527933274,High School,58.0,5.963576822959279,Female,Divorced,,32.0,0.024507793253568222
Osaka,No,5793.921712033466,High School,25.0,7.427260183982913,Female,Married,Rural,17.0,0.002574976306716159
Osaka,Yes,4345.656553673125,High School,28.0,6.4429401742765595,Female,Married,Suburban,33.0,0.3461814870629163
Kyoto,,3736.6568035448654,High School,50.0,4.550416057998189,Male,Divorced,Urban,51.0,-0.030498294323072994
Tokyo,Yes,5252.626516782979,High School,64.0,7.332469027919902,Female,Divorced,Urban,38.0,
Osaka,Yes,3028.9867814127883,Graduate School,53.0,6.092865594464778,Male,Divorced,Urban,42.0,-0.16977642738316523
Kyoto,Yes,4068.156298188399,High School,78.0,4.457506356632688,Female,Single,Urban,,-0.09170797502514605
Osaka,No,4200.404640651774,College,55.0,5.242264645452046,Female,Divorced,Suburban,,-0.20782058388329944
Tokyo,No,4556.907401575564,High School,55.0,6.164560743467828,Female,Divorced,Rural,36.0,0.4286146611177295
Osaka,Yes,3232.244897128503,Graduate School,50.0,4.85109139850312,Female,Single,Urban,48.0,0.2785893183589382
Osaka,Yes,5606.68007586757,College,68.0,5.890118312076877,Male,Divorced,Rural,33.0,-0.10476184021761215
Kyoto,Yes,2774.5527960768595,College,57.0,4.104935485979202,Female,Divorced,Urban,39.0,-0.06448658841325944
Kyoto,No,5697.384954484622,,75.0,4.180101012846023,Male,Married,Suburban,35.0,0.43918015812149125
Osaka,Yes,5300.104790675737,High School,64.0,5.003974598718917,Female,Married,Urban,25.0,-0.5935905906885347
Kyoto,No,2875.3436454372977,Graduate School,82.0,5.815269770301189,Male,Married,Rural,22.0,-0.34098899470181
Tokyo,No,4747.576155718431,College,76.0,3.5843027713787556,Male,Single,Rural,14.0,0.18592315805986026
Tokyo,No,3530.094634276119,Graduate School,11.0,4.3682322858400635,Female,Married,Rural,30.0,0.9847271599821297
Osaka,No,2752.326073453808,High School,96.0,4.890898606404056,Female,Married,Urban,16.0,-0.5570838266615593
Osaka,Yes,4552.734436392548,High School,46.0,7.179750931850999,Male,Single,Urban,25.0,0.000657350934689549
Tokyo,No,7349.064281454472,Graduate School,21.0,5.911806295100312,Male,Single,Rural,17.0,0.16580855451377008
Osaka,Yes,3520.0516053363385,College,70.0,4.838779693499717,Male,Single,Urban,37.0,0.00835291874827715
Kyoto,Yes,4526.744475009564,College,76.0,6.75026406979939,Male,Single,,35.0,-0.4805150885795184
Tokyo,Yes,5346.088807369394,High School,41.0,4.593942166020857,Male,Single,Rural,37.0,-0.15557451356222546
Tokyo,Yes,6533.2875734865465,High School,56.0,7.354246961357135,Male,Married,Urban,38.0,0.12529915309005113
Tokyo,Yes,4939.446035531236,Graduate School,49.0,7.274496949421386,Female,Divorced,Suburban,26.0,0.4272071445634902
Tokyo,Yes,4548.24668208165,Graduate School,61.0,5.991807283831652,Female,Divorced,Rural,37.0,-0.5258604756610161
Kyoto,Yes,4142.073940764767,College,103.0,6.7951238690403,Female,Divorced,Urban,19.0,-0.7363275165526797
Osaka,No,4736.078100452556,High School,86.0,8.447803467137437,Female,Married,Suburban,18.0,-0.05270311124910837
Tokyo,Yes,5414.696229959189,College,75.0,5.137962255627119,Male,Divorced,Suburban,42.0,0.1129984746508298
Tokyo,No,5137.599524984213,Graduate School,62.0,5.6745107770948,Female,Married,Rural,19.0,-0.45614740921598124
