Gender,Money spending score,Time spending score,Monthly Income,Children age,Marital Status
Male,11.868620823435144,3.893244488399038,7256.044945041514,6,Divorced
Female,72.76183016279698,72.33029783680087,5686.510871028229,11,Divorced
Female,75.68598230335974,87.61559575730907,6584.133609002135,11,Divorced
Male,17.954484864458262,20.083775016455032,7543.0030304337615,7,Single
Male,70.14546018028855,50.54150882319663,5972.627036035582,12,Married
Male,72.22768353385474,69.07132477973606,5236.362146641274,14,Divorced
Male,94.64563564529678,111.72593663338644,3383.1872314695242,11,Single
Female,78.50344085719846,70.39342879820124,6979.814788494939,11,Divorced
Female,86.03027476326778,81.78363211104015,6589.827012480171,11,Divorced
Female,63.85545507964477,66.24632829856792,5992.756417561187,13,Married
Female,71.5561378345891,78.78195353214137,5720.631493557719,12,Divorced
Female,6.891014248666629,6.996962387285177,6977.14815246007,6,Married
Male,14.435514499300176,26.546107137940368,7216.629194352065,5,Married
Female,74.73129489887219,83.65197622133887,6549.676594441993,11,Married
Male,95.68624996613761,113.09126819488274,2531.8377736622224,11,Single
Male,89.44380283524315,92.76281033889948,2660.5350093425177,12,Single
Male,59.125914191210285,54.264975052659324,5612.264786239006,13,Married
Male,90.5496335143987,90.88673838525298,2406.1204866695166,11,Divorced
Male,70.41892126044444,73.03045838775171,6668.134279786462,11,Married
Male,13.670474012229135,3.9991087412778406,8000.587022036067,6,Divorced
Female,7.959510810175082,-2.5275038971625765,7269.408921773442,6,Married
Male,76.82624679828251,75.90722574583879,5646.235127194757,13,Divorced
Male,89.53725557912703,88.01483270590205,2138.061115793843,10,Single
Male,90.57488478234075,88.3892207610765,3203.0813748061246,12,Single
Male,72.43648737491736,84.75133127534107,5351.291328279129,13,Divorced
Male,70.81186632950792,91.07491501744245,6936.985909041463,12,Single
Male,12.418344097722382,14.593199606466424,7637.303742416833,6,Divorced
Female,16.881359528058823,30.41096254116183,7144.049963661197,6,Married
Female,98.71124807141572,87.59294853096189,2169.4058342084877,10,Single
Female,15.293478190271088,-12.791696238048772,8096.202482086548,5,Single
Male,9.510291848441561,-5.9614411071486835,7368.635439187037,6,Married
Male,6.763530429254324,-5.0959136066484785,7157.491871319453,7,Single
Female,13.202381162097481,25.495993303526802,7919.987592217594,6,Married
Male,7.560771216722365,1.2679153351736687,7204.757117465088,6,Divorced
Female,71.00790464620286,61.745939408496284,6776.6631955670655,10,Married
Male,76.57287136069901,77.24605673702949,6726.432732752728,11,Single
Male,74.99589125176641,59.80289559993679,5328.539345753263,13,Single
Male,69.04811719266708,69.5202411176598,6307.522074082478,12,Married
Male,11.614704725719129,5.310208179104501,7608.793825999946,6,Single
Female,92.30341774032536,92.22139729399551,3263.2686761552272,11,Single
Female,4.290244506583896,4.410447232499044,8020.135316256763,5,Divorced
Female,73.03291875476134,86.26710129529195,5654.826776339532,13,Single
Female,80.95397111797794,75.31224568304619,7597.596718804434,12,Divorced
Female,78.04579141966207,85.31688781271605,6238.094820401428,11,Single
Female,93.52768327256018,94.16747439935553,2838.2674936618546,13,Single
Female,5.315377126087164,10.409551251809157,7363.930354746641,7,Married
Female,5.089614027117001,-4.941388103383863,7556.21332608384,5,Divorced
Male,72.78806874020057,68.29964574310051,5802.5908680732555,12,Divorced
Male,71.32610570491794,67.40015794022445,5515.613838859805,13,Single
Male,7.328571317196513,-4.536135549903342,7297.165169579317,6,Single
Female,74.3183085602882,94.60612552519655,6216.783419796561,11,Married
Female,91.57915571224083,102.55317074732004,2450.557170834922,12,Divorced
Male,85.56803421245343,89.08945677792698,2818.5908233884065,11,Married
Male,11.859454044906919,4.654441458806921,7856.011847496962,7,Married
Female,75.9652929933696,62.054378964782096,6632.0280701014435,11,Married
Male,85.60165731796951,83.50354254174161,2484.72668005895,12,Married
Male,73.26538571414947,76.63535490844039,6860.840288052736,11,Divorced
Male,72.22430575339283,70.03889278828494,5360.14523447771,12,Divorced
Female,86.46633611796996,72.94276583870766,2318.5903842821167,11,Single
Male,6.903371891972618,13.060196043722003,7716.283789869807,7,Single
Female,75.33086728603111,73.79611392291629,5330.408240458558,12,Married
Male,97.22805138071948,91.37384401304176,2757.3349100254527,11,Married
Female,91.53149908157025,83.87166121594518,2787.9151931882798,10,Married
Male,77.19425797115694,85.29220533177964,5332.351888183211,13,Single
Female,70.64042064261822,61.673151859907335,5022.117935882439,13,Married
Female,92.0633656870857,86.46871875797606,2112.8725303421215,12,Married
Male,76.47936497070367,77.60360521646487,5900.864272651411,11,Married
Female,68.13277151877779,64.16801246311218,4912.643417282106,12,Divorced
Female,69.2381446011404,43.77595766344788,6622.593190390349,11,Divorced
Male,11.17833048887907,-4.652962008044998,7404.739394016024,5,Divorced
Female,88.37300802580566,73.60660383209695,2206.9376570733916,11,Married
Male,71.2532391323435,80.38971116429164,6618.287032431519,12,Married
Male,6.079843216738546,7.695901042990913,7175.596537791528,7,Divorced
Female,85.34454933814271,103.76895416554288,2480.360950129816,11,Single
Female,6.952615138199143,19.33938321002214,7605.095626383814,7,Married
Female,70.98350134897832,79.83326970017217,6691.564266825155,11,Single
Male,88.25432125416985,80.01518292170306,2434.968200961288,12,Single
Male,90.41004087231516,91.07309587066773,2941.0578265618424,13,Single
Female,11.607158315639097,-6.8814421779474735,7825.104147311169,6,Single
Female,69.33060974023257,78.97554962895215,5449.235882720751,14,Divorced
Male,71.60401224642698,63.28223701603568,6579.948924167858,11,Married
Female,91.44002785461817,103.55338840916805,2706.8619720297947,11,Married
Male,5.522753004201832,7.252030439241843,7044.087180800229,7,Married
Male,75.23246741633292,76.04575067322874,5074.619485847878,13,Married
Female,91.78991093441684,71.98136567162558,2509.608674519405,12,Single
Male,73.10649728303036,73.10278709539546,5469.934931373007,12,Divorced
Female,92.17988834064552,112.51908181852421,2111.8614943423804,12,Single
Male,83.53341877967,98.128586321829,1897.1344465334428,11,Married
Female,7.004272752382519,-10.699418106599492,7287.878171286284,6,Single
Male,85.75910073837085,66.4311911739293,2539.067140089094,11,Single
Male,65.55201947428412,64.32428913179902,6031.260411471623,14,Married
Female,66.11399407377125,58.861696215344054,5692.7329033602255,14,Married
Female,71.84161557802518,85.11147393778224,7599.5656814746435,11,Single
Female,8.912379726755702,5.861962675716466,7168.931458139099,6,Divorced
Male,95.44861462139048,88.3158138447951,2198.53669526008,12,Single
Male,78.12654850941172,65.31565692125523,2070.958721291012,11,Divorced
Male,85.37652978220152,97.23960707136233,1753.298833559801,11,Single
Male,66.29642881972568,78.36325323043874,6419.885515645849,11,Single
Male,92.721254801439,90.17292875211314,2162.0231952548606,11,Single
Female,10.994168924810083,24.59795173382655,7409.169804902667,6,Single
Male,78.19544632455509,55.11527833924416,6278.298301510755,11,Married
Female,91.11982467822655,70.9383588240581,2154.032441539339,11,Divorced
Male,3.715104579911177,6.555029201671436,7920.937871359567,6,Divorced
Female,75.517061635073,57.71900836990632,6346.154879808981,11,Single
Female,7.641231886096342,10.225557334862918,7755.620032794557,6,Single
Male,77.09495570317242,66.9259092555847,6689.119905640339,11,Married
Male,85.27206862700288,88.38427883786449,2919.7146857414837,12,Single
Male,75.36310244139116,64.96195400414605,5503.141869081903,12,Single
Male,9.962893998509685,5.295781412663737,7803.896149140077,6,Single
Female,7.384176605031378,3.7585254553586944,7483.2761864469285,7,Married
Male,76.17825044339673,66.40181319813367,6658.771359878032,10,Married
Female,74.04217930287359,81.76596354784742,6679.532202117871,11,Single
Male,15.428809527509223,5.42941361660502,7236.223600491765,6,Single
Female,66.73187024308166,65.27996820207511,5957.891005104297,12,Single
Female,5.390096106904721,4.205706992311613,7606.086403182146,6,Married
Male,94.34786489298281,83.92678603330594,2680.8589851131865,12,Divorced
Male,79.74129312971496,89.4845994311375,6378.457488793005,12,Single
Male,75.3049546297978,66.51227502907317,5957.199041034697,14,Married
Female,75.89575717772799,77.18079521770844,6016.763097205401,11,Divorced
Female,69.792441586753,68.57799361410352,5137.014188469524,13,Divorced
Male,71.74120378540658,67.53757810612196,7107.124010012803,11,Divorced
Female,75.40993322159417,70.08351161001374,7016.596350880653,12,Single
Male,75.5379223113217,85.38073738567604,6376.204775031942,12,Married
Female,10.090447129900255,26.347462332857358,7301.267309690686,6,Single
Female,9.581677540431613,17.02139763237788,7102.305195329807,6,Divorced
Male,82.61851516725143,86.57237757337413,6401.787068423813,11,Divorced
Male,95.29012412577057,97.3458402037585,3079.8228320148805,13,Single
Female,86.553437557218,85.46900366467032,2290.1615704081055,11,Divorced
Male,65.18255946578728,66.52644634407618,6574.723158733358,11,Divorced
Male,73.89909617321092,64.8060262550884,5087.996797251725,14,Married
Male,73.38398166815222,59.86876908605516,6811.689542207266,10,Single
Male,75.7933735061444,86.10024078626205,6759.448332491174,10,Married
Male,68.76145367812516,55.43122847761396,6304.814249448409,14,Divorced
Female,10.976654858975735,3.6193246773565786,7727.571374693328,6,Single
Male,75.58675787094317,87.3381521083075,5458.799529128344,13,Single
Female,12.38930144621036,3.0783902633673392,7225.8810159405775,6,Divorced
Male,74.10324162514887,83.55953699300272,6873.788367393039,11,Married
Male,14.1473410863345,-2.1968488114027416,7197.9740498777965,6,Divorced
Female,72.16680957569214,66.32210900791537,6678.181413107718,11,Single
Female,8.232085381949432,1.0097764935212927,6920.660498605818,7,Single
Male,82.59650821494725,70.4471358140633,7058.113385605311,12,Married
Male,1.2620601764846953,11.87350496495515,7091.529387553145,6,Single
Male,75.36522708216584,92.34530016052065,6677.022294988503,12,Married
Male,68.78218213389866,76.3116864107934,6976.435621616141,11,Divorced
Female,70.06895897069981,75.12180094425064,5909.156996447047,12,Single
Female,75.77081562381983,80.84521967101803,6793.0732523312145,11,Divorced
Female,69.30649059877135,66.08808153811567,5503.409358696246,13,Married
Male,91.35414916524493,97.76681336501922,2347.782932899829,11,Married
Male,88.98398344167973,88.49446932336505,2558.1331334260317,11,Single
Female,82.7983452531821,94.54516443534668,2352.2169081857705,12,Married
Male,84.43466243222714,83.66054306214525,2482.0483731014965,12,Divorced
Female,66.72952646647511,65.66693431643981,5445.1042490219725,11,Single
Male,12.734111710066422,10.688879241986356,7721.319693559155,5,Single
Male,89.86935973057815,87.74274106141671,2651.777272353876,12,Married
Male,65.21860723576765,72.30950159222228,6958.164804912916,12,Divorced
Male,72.58091111133803,79.18494722502011,5903.914159626935,13,Single
Male,6.2512898587716705,2.0123003342478487,7818.788434200533,5,Divorced
Male,69.57577458385128,82.55107743516332,5484.021460396911,14,Married
Female,74.61753134486503,71.1920648533085,5289.719737077986,12,Divorced
Male,69.3582655254217,77.75343815798966,5572.707821005026,13,Married
Male,85.92799827447436,92.1283307904238,2413.4693969919786,11,Married
Female,79.90492487451485,88.26090229767445,6274.720328006177,12,Divorced
Male,80.43996361708126,90.86421092631272,6693.131733118173,12,Married
Female,90.6524400362342,79.97978626426838,2500.214533301689,11,Divorced
Female,73.3721253982994,70.44500243552905,5522.762056012359,12,Divorced
Male,91.62717315882036,86.79292258702948,1785.5114833542134,11,Married
Male,84.35415010056852,74.02504222113289,2477.600198463091,11,Married
Male,63.79522691183442,86.69222556595847,7386.641220411683,11,Married
Male,75.8665591849911,72.99211081872534,6190.96619958894,11,Single
Male,65.95629610167146,61.70900950528838,7442.189971111604,12,Divorced
Female,72.25669566013508,85.7924622124096,5434.684910726959,13,Divorced
Male,74.9068884464067,83.87645743039701,5589.466629767978,13,Divorced
Male,10.832856428586169,6.95209687655483,7860.164941566571,6,Married
Female,72.33981151705017,69.44190815503376,6111.516982875329,14,Single
Male,4.45867803819101,16.503183308011828,7458.080569690641,5,Married
Male,80.03602793786374,92.07216781622438,2422.0131891425603,11,Single
Female,75.27783511303276,94.7467889600186,4944.786001662397,13,Single
Male,90.36644666423956,96.25659672663892,2208.718635373335,12,Single
Female,7.91572789640513,18.392698932845676,7473.482498332808,7,Single
Female,65.0975457663579,60.61526026247235,4911.257368217729,13,Divorced
Female,79.66785561505284,88.98688925954822,6074.192903802954,13,Single
Female,79.65846714300415,85.21829021880063,6057.235926396871,12,Divorced
Male,14.576666492983897,6.95188232832124,7619.951858209122,6,Divorced
Female,79.42869284749591,94.85524360576515,5795.389541160764,13,Divorced
Male,72.10735815428964,64.69707805857851,5703.671305593441,14,Single
Female,10.346403881694513,14.306605017377255,7307.409534716665,7,Divorced
Female,90.07392629812645,80.85631986728752,3460.059804061563,12,Divorced
Male,90.76016043043509,107.92721216278323,1992.6103623076792,11,Single
Male,72.30415777167872,74.10621861419222,6359.7397154620685,11,Divorced
Female,11.014831904467215,15.853016776333131,7295.6323181413,6,Divorced
Female,87.0474658517218,100.76822024047726,2159.3959407626894,11,Single
Female,62.86974919769522,67.36579061456565,5813.124373924142,13,Single
Male,14.813258389636935,4.644136971533031,8018.643772863137,6,Divorced
Male,69.46595509926377,58.20502245318198,5739.838553473361,12,Married
Female,94.83034891874205,111.2339319263552,2611.6889464039796,12,Married
Female,17.22129452927549,6.456076729154878,7335.014609685211,6,Single
Male,71.79430625158967,73.74213046029942,6015.707098485041,13,Single
Female,91.7954170327568,89.51876445718665,2337.8224450226317,11,Single
Female,69.9502777115353,60.34151151795317,6813.6741909774455,13,Divorced
Male,6.871803906632707,-12.007318543336737,7283.468784134413,5,Married
Male,10.699135882747719,12.026361822364137,7609.611584320917,5,Married
Female,93.73861441933892,105.74645834232918,2439.3398849230066,11,Divorced
Female,87.78172280682472,106.31079092506268,2318.9424030610344,11,Divorced
Male,93.46175102933091,80.22127192969309,2388.2381611485193,12,Divorced
Male,71.5063037433309,76.47926093000675,5203.067129986598,14,Married
Male,75.7043924636161,88.36343457761514,5137.401282654681,12,Married
Female,70.37309084027774,62.81250010114854,6232.760741143855,13,Divorced
Female,91.57748876348747,83.52758903111312,2765.4058922214035,11,Divorced
Female,14.085040451881703,13.078608652278794,7641.5813110786185,6,Married
Female,10.745280303646993,6.607702104373119,7834.217991518007,6,Single
Male,73.8939310387498,93.62538836486291,5386.766797174842,12,Married
Male,73.10735176763824,95.73008048668433,6689.584663593105,11,Married
Female,95.10221146663147,96.90707745951214,2776.6737650132945,10,Divorced
Female,70.77039035373258,85.8082602836112,6222.543942839873,11,Single
Female,69.52637825363524,64.94547516601692,5112.9176594691235,14,Married
Male,68.09793369558678,67.64249562569432,6011.997718366079,13,Single
Male,86.14323803233933,91.23077389344935,2852.142939237492,12,Divorced
Female,73.65995927806995,59.55100804064925,5923.906693363824,13,Married
Female,68.68535911559276,74.24667153529299,6036.802255514411,11,Divorced
Female,7.749180228664656,19.042653230047193,8165.861898209403,5,Divorced
Male,67.34793813320405,63.336920123679874,5296.130306984983,14,Divorced
Female,72.57440854244277,76.48657511185094,6790.294878164271,11,Married
Female,82.51786393325365,82.98497666958006,5935.065761969907,13,Single
Female,11.305695609344703,4.573820213770865,7746.22598842187,6,Divorced
Male,15.25603377982408,11.273991754772357,7124.723492109386,6,Single
Female,69.40066920400274,80.25303026410981,5502.495886244451,13,Married
Female,14.975301847861886,6.795691757370564,7035.796435473256,6,Single
Male,10.459217206305048,11.483415738632871,8211.270530837799,6,Married
Male,66.33759695018992,62.0787347672118,5007.615735889068,14,Divorced
Female,4.376672774823682,1.0860183334702116,7231.964446295722,5,Divorced
Female,3.248064271466788,5.989890939284392,7334.797503933758,6,Single
Male,0.11227715138169714,-13.390982682482269,8017.619118144157,5,Divorced
Male,74.70726124382087,61.22934457184255,5435.396901066615,13,Divorced
Male,91.9369406137804,96.5552592643553,2053.6747293796398,11,Single
Male,10.931293222128375,-3.9246927817429746,7478.248161329425,7,Married
Male,79.35494292177037,77.19042824915343,2056.6396978513258,11,Divorced
Female,11.015504506076319,5.521156943736758,7527.773171519558,6,Married
Male,15.079544070439091,2.3845081799152137,7470.84695016365,6,Single
Female,91.6469759131994,82.64514314272556,2857.833438392222,10,Single
Female,79.24751246598257,78.58961815188613,5801.489122493692,12,Single
Female,88.53388645092352,97.59071367492331,2150.484304316359,12,Divorced
Female,65.88614573582153,75.72450991417105,6476.586265624684,11,Married
Male,72.99296615979097,54.00647693210381,5752.142978851411,13,Single
Female,76.57090854389143,73.45431432878729,5513.097941837589,13,Married
Female,91.17761347292924,92.26220999335699,1846.5770475657964,10,Single
Female,8.028057617327505,20.1800015910205,7396.127846788956,7,Single
Male,68.62773081343516,78.59237259321411,5587.315734523844,13,Divorced
Female,100.0,99.07193811234045,2390.288431037033,11,Divorced
Female,14.326073456992404,-10.40269208923981,7769.106332163123,6,Married
Female,78.855996243177,69.61517505756227,6438.68315447758,13,Married
Female,73.92481431142406,80.3443767954379,7195.187143883597,11,Married
Female,1.102374963525854,-6.90542250322814,8130.984660275819,6,Divorced
Male,10.597723462132578,16.282305159804714,8333.333333333334,7,Divorced
Female,16.394195171430493,4.133350382507313,7424.476136018418,7,Single
Male,91.40460600962001,111.28504245248057,2812.6394142727004,11,Married
Male,70.11600241805405,78.65689449350695,7326.163951905612,11,Divorced
Female,73.46045766694839,81.83126863978444,6934.161446979588,11,Single
Female,11.937144280496433,8.082719001721578,7698.841451770077,5,Single
Female,70.83681830701387,63.661121438117576,7065.319318665106,10,Single
Male,15.692968682198309,7.678101890636045,8183.90889690936,6,Married
Male,73.41059205168501,57.81478864485179,6061.619335234419,13,Single
Male,85.04465786188544,95.04948483693771,2451.382861158415,11,Single
Male,66.03260059793534,78.20362500528807,7398.1573510472945,10,Single
Male,74.57964699609626,76.16821440771845,6446.299503805466,11,Divorced
Male,67.31109138008509,82.69185225933603,5532.462801752342,12,Divorced
Male,75.18084853434878,81.41415549583948,5384.971641084893,14,Married
Male,18.811491192130838,34.75393810593178,7152.379716744734,7,Divorced
Female,73.41551355064851,56.50319750260771,5200.718101634283,14,Married
Female,73.03880194918239,63.824377268223046,5979.775137741335,13,Divorced
Male,68.21983002966348,90.6513990517974,6395.36283061141,13,Divorced
Female,15.565976419154428,6.592247231902206,7787.801663582839,6,Single
Female,17.38362864257285,4.385552056056397,7401.626972304523,5,Single
Male,80.20094803642795,74.85324120773397,5507.38349647282,13,Divorced
Female,9.972961497074593,8.260358238831653,7118.294507868639,5,Single
Male,72.12221435794322,69.13107736702517,5113.36371050909,13,Divorced
Male,7.097123982194532,0.3225761589622662,7740.290785663168,6,Single
Female,63.83016392456952,62.550916124391186,6250.124673813609,13,Divorced
Male,70.17754579127501,62.09562395478179,5635.832148432502,14,Divorced
Female,74.30845677754894,66.21912541305485,6126.264934665716,11,Divorced
Male,85.06467675794475,73.17837988695481,2169.1747089156206,11,Divorced
Female,96.20275754895358,104.9178211431825,2313.1611886297896,12,Married
Male,56.79702405085705,57.95939812243,5575.9790887928975,13,Married
Female,92.45650834972946,98.73052426355406,2372.8095130729907,11,Single
Male,74.75270054933928,100.46502729079205,5792.003748154021,12,Single
Male,76.32507812838402,75.5692695736531,6559.522543678099,11,Divorced
Male,91.71148127526928,102.2648547749896,2768.871702572854,10,Single
Female,86.64821594936006,98.09994224884991,2485.180855015539,12,Married
Male,72.9972988436532,66.80329002086728,6471.714224938856,11,Divorced
Female,65.4798411592844,78.88243274302343,6538.556871962931,11,Married
Female,80.96501968130531,63.68172860966466,3167.8477511789724,11,Single
Female,63.11381611174235,60.56129484191527,5660.841814334493,13,Divorced
Male,66.22449353940019,69.53355057817882,4906.664468620286,13,Single
Male,71.6163888062872,61.5393607140811,5709.275717086387,12,Married
Female,76.36034208255559,88.20078715709734,6415.224976654988,11,Divorced
Male,88.52594610570914,86.28302382447166,5965.178576280051,10,Married
Female,89.8819926806174,67.28411747636365,2324.0983204564245,11,Divorced
Male,72.40704451137913,67.91603734575892,6682.085752817978,12,Married
Male,87.34745602017222,99.49765461504646,2888.3644577973346,12,Divorced
Male,91.56999492752196,94.55055162877309,2944.710143894192,11,Divorced
Female,11.03125616775177,13.398116243772423,8170.945587505343,6,Married
Male,72.05990638687639,80.63965723362179,7267.287827000819,11,Married
Female,91.6090257291479,83.8732578996326,1560.8847052219817,10,Divorced
Male,66.05179427623457,85.21101590920333,5702.707122095759,12,Married
Female,74.08989215074325,69.9957169361622,6516.664667899908,11,Married
Female,66.08081130758447,69.25256813662473,5853.249977979071,13,Divorced
Female,10.622070816917159,26.83551547751356,7573.809048374751,6,Single
Female,78.88344747210112,80.11235919001021,5080.402643201971,13,Married
Male,68.05599266949318,76.48814994435232,5656.260698229808,13,Divorced
Female,11.332625089141793,6.415401822497565,7824.52635518888,7,Single
Male,77.59699639124878,75.50633815334693,6734.496253628843,11,Divorced
Male,72.56771424518561,76.8154599019798,6856.443564966034,11,Married
Female,83.31935702727944,92.39261901435843,2298.4256646715726,12,Married
Female,88.29722340503366,107.06655721543427,2518.503622947286,12,Single
Male,78.28751235075465,91.3529300168205,6472.46712432495,11,Married
Female,74.1937686778655,71.92934890148005,6598.321131152967,11,Single
Female,87.72214359151877,77.27745362345821,2158.667766989959,12,Single
Female,68.82334723737637,69.19206437520809,5753.977343467222,13,Divorced
Male,0.2053356818573775,-12.448923083307212,7687.615685466968,7,Divorced
Male,74.75013450064415,89.82548964158305,6623.5009375974205,12,Single
Female,65.10244024048032,47.11850002291553,5560.771915977063,12,Divorced
Male,76.88576223174373,63.409594432180455,7155.335206748346,11,Divorced
Male,70.56284927591771,71.20549546300272,5630.87356415004,13,Married
Male,74.96143588629283,66.72113119260275,6869.1815133544005,12,Married
Female,76.5713775432603,61.35242506260276,6763.763794563876,11,Married
Male,65.92755553814425,67.35652317476347,5559.605694139258,13,Single
Female,69.75908003236673,61.24227082126252,6018.05896439709,12,Divorced
Male,75.27649041944942,69.63938562949684,6860.6877634454195,10,Single
Male,66.21656400185985,65.20532145953825,5660.624867902218,13,Married
Female,12.448200097806058,-0.39821917480310454,7655.519878445264,6,Divorced
Male,10.737212380082973,23.98549634323679,7709.283524572347,6,Single
Male,90.84229290690382,105.68674182110759,2249.532738761907,11,Single
Male,72.12935535857105,55.59806789839615,6601.941197034814,11,Divorced
Male,71.59660473299033,74.35233975691568,7759.008887410359,12,Married
Female,64.3458987211462,65.86040862599238,5268.030486834041,13,Divorced
Male,71.07288053935335,67.91764898698194,6370.1441346766005,11,Divorced
Male,64.50269107781016,60.20921016755732,4594.728339862803,13,Married
Male,85.41105164547315,98.87894246206602,2721.4704944948653,12,Divorced
Female,69.86073908965686,59.89209991870181,6883.6910803189785,11,Single
Male,70.73731624223933,71.91439093016612,5689.115882187304,12,Married
Male,77.00404077302082,74.0092482275177,6563.382231059969,11,Divorced
Female,86.67848697244503,80.0568661477694,3022.1695194862787,11,Divorced
Female,13.164927034703403,11.41476639960459,7146.853838581005,5,Married
Male,91.76100569307589,81.96509401323988,2139.2814545162337,12,Single
Female,74.59404223013156,78.98066594487894,6582.4340453898385,12,Divorced
Male,89.34678730417674,100.21575387198986,3385.7853558120323,11,Single
Female,74.17350733981968,83.22113884959934,5379.991769462817,13,Single
Female,93.15357287053655,117.32798794826952,2966.357307324379,11,Single
Male,75.633418098936,58.67893427374868,6572.282745165929,11,Married
Male,6.94093721035582,2.3359789435700815,7525.791069836156,6,Single
Male,79.33981487919284,81.50202789586814,1982.3804957496282,13,Divorced
Female,70.91561364712933,62.8438541226945,6020.015416742051,13,Single
Male,74.5200370010426,84.98557818149239,6259.324005190441,12,Divorced
Male,87.59544540864216,100.1105072649792,1940.4323822502174,12,Single
Male,69.23719365007857,65.71667045334318,5677.320528515401,14,Single
Male,90.04678347264907,83.73386215214268,2943.855534334062,10,Single
Female,72.56934929800508,67.23384231853106,5715.16831956648,13,Married
Male,75.18672351355167,67.48159114004933,6187.816228122156,12,Married
Male,68.7933191227375,78.01544457195563,6303.916859524505,11,Married
Male,5.279134518936232,2.921474739999458,7426.896567774907,6,Single
Male,11.259757739074956,28.478485774602937,7152.88906265083,6,Divorced
Male,66.26355382451993,41.873472577670185,6609.964318274109,11,Married
Male,91.4260559308302,97.41748892879875,2923.728578428614,10,Divorced
Male,66.32944064999887,69.8881181148138,5390.804493455071,13,Married
Male,11.238474518208328,9.805080400295335,7548.394569844075,6,Married
Male,76.03398757001503,96.24474391802038,7219.784563229305,12,Married
Female,67.68000958680072,52.87022237339151,6686.3758653951045,11,Married
Female,84.52218238510926,91.33225951074112,1858.68072055416,10,Divorced
Male,70.1210642253711,57.87849384139234,6303.817592290128,10,Married
Male,71.14748009174943,60.77377396640376,6320.139907064288,10,Single
Male,71.41785871084356,62.14073395056695,5672.657872329804,13,Single
Female,14.246724245370118,12.478008552303274,7092.048033920508,6,Divorced
Male,71.78217794627564,75.71299353728273,6517.062681286616,11,Married
Male,70.86618057564999,54.838013919396495,5192.18075837578,13,Married
Female,73.56735716661525,78.38556839855127,5872.958489496721,12,Married
Female,82.66950081823745,90.45845008661661,2938.356390857173,11,Married
Male,90.53049411165884,76.65100557432183,2433.8576302610204,12,Married
Male,95.35518213738058,97.98480315695562,1992.0727555768162,12,Single
Male,87.82516739941994,76.76098158347327,1992.3150422037206,12,Divorced
Female,16.608537348527662,-4.637812871932624,8276.642220700578,6,Single
Male,69.26321959550967,78.42318364528957,5862.9543733762985,13,Single
Male,91.89903268412036,98.36373286397794,2491.6925583991747,11,Married
Male,90.21066620827354,80.21364068824779,3119.6465941306406,11,Married
Female,9.348435536534396,33.78665967246534,7490.6465301606,6,Single
Male,7.074412819879555,-0.5018064264007265,7905.477254277611,6,Married
Male,89.97133533751827,110.2647635249464,2579.4481067646257,11,Single
Male,5.944600716305622,27.755878759919543,7609.362756680048,7,Married
Male,76.21600147481237,80.60422161807301,7005.815265900572,11,Single
Female,74.32666128957263,59.65406721346296,5650.695716264747,14,Divorced
Male,73.32630035584917,73.70996243132103,6980.324944760223,11,Married
Female,74.9143732614269,71.47249522174735,6619.373290509161,12,Single
Male,68.89050488273749,67.76472297102612,5387.052948444326,12,Single
Female,79.12398899465839,86.46710965273772,6973.152149273315,12,Divorced
Male,68.20759541239993,77.71932338688218,5195.973540471806,13,Divorced
Female,76.23240707898502,64.18566915251994,5562.860469089441,13,Divorced
Male,75.07699993613338,80.71033339686252,6826.268971565086,12,Single
Female,76.1511307454276,75.88264129650378,5280.836600625336,12,Divorced
Female,71.84433009895702,59.77231353773532,6963.780685623209,11,Single
Male,73.64395647702757,65.56211530743607,7136.624500411388,11,Divorced
Female,91.95260237253967,79.55458044815887,2438.6198027711516,11,Single
Male,70.03253443164509,72.6788709734561,5615.36763060575,13,Single
Female,73.09540269651205,55.10297009409559,5287.379838442282,13,Single
Male,13.210106570121205,21.577725225266125,7721.3305301102055,7,Divorced
Male,71.99113509162602,82.35101426043444,5596.894351317107,13,Divorced
Female,7.56609470751404,10.462941412810947,7301.811066222688,7,Married
Male,16.531612006176065,25.14580829683261,8117.079733188462,6,Married
Male,73.60665591032007,68.53536579194304,5812.219310512968,12,Divorced
Male,6.272492372430257,3.138712711166887,7172.306032535369,6,Single
Female,88.90333974873442,90.11743270816943,1856.3740344811454,11,Divorced
Female,97.09111119920696,101.82037829822478,2447.0866346271846,10,Divorced
Male,72.65439626044065,69.75532802735906,5385.9546112876105,12,Married
Female,80.76609666708886,77.91001771702506,6408.579554450478,11,Single
Female,11.399995496478034,6.488235398266741,7824.5761067362155,7,Single
Female,7.63887408414346,10.624453282986266,7524.099240608442,6,Divorced
Female,95.18351161078405,92.3630409403309,2108.9979062709613,11,Divorced
Male,73.03085016329226,78.74358180160345,7176.000005884849,12,Divorced
Male,80.63965969573874,98.47755527052769,6627.914845999765,10,Divorced
Male,93.13577079933641,90.96323063921541,2655.8836783249617,10,Single
Female,70.73649147107388,66.76722247636334,6810.6293143521,11,Single
Female,72.0503189666509,61.935535578029196,5390.559500492413,13,Single
Female,68.51100084872861,78.02763273702445,5618.248121312715,13,Divorced
Female,13.186777712673631,3.757452274016167,7846.082542194168,5,Single
Male,67.29318565625661,64.01878212522637,6768.5042468254815,11,Divorced
Male,72.11587200231715,77.67705626948253,6571.665377652479,10,Single
