Renew,Brand Loyalty,Marital Status,City,Education Level,Age,Gender,Monthly Income,Months after becoming member,Location Code,Active online hours
Yes,0.532347407163594,Divorced,Manchester,High School,39.0,F,4688.6172691302745,42.0,Rural,5.209525626935174
Yes,-0.3532978198837483,Single,Manchester,Graduate School,47.0,M,4785.778205086458,88.0,Urban,6.8086634152918695
Yes,-0.21023052896749694,Single,Manchester,College,54.0,F,5171.922882845077,83.0,Suburban,4.835615934239194
No,0.18525102642724053,Divorced,Manchester,High School,40.0,F,3449.8066921472346,69.0,Urban,4.885846089491742
No,0.3566694770555403,Divorced,New Castle,Graduate School,49.0,F,5528.937867188801,77.0,Urban,8.211113783514294
No,0.512076212867203,Married,New Castle,Graduate School,64.0,M,4226.13592401007,56.0,Rural,3.7661665123193884
No,0.3635175555999935,Married,New Castle,Graduate School,50.0,M,3979.3200854370752,32.0,Rural,3.355841622519823
Yes,-0.045659130109919344,Divorced,New Castle,College,33.0,M,5611.427651384899,57.0,,5.529424327076834
No,-0.21306326878555337,Married,London,,41.0,F,5430.609930350944,82.0,Suburban,4.182625487375223
No,-0.3776152410459117,Married,New Castle,Graduate School,51.0,M,4495.017812623067,85.0,Rural,6.354185924035886
No,0.7076570278922837,Married,New Castle,,57.0,F,3248.6450956489625,46.0,Rural,4.902120475744281
Yes,0.1685629421465752,Divorced,London,Graduate School,55.0,F,7372.004955143016,54.0,Suburban,5.01586131308512
No,0.790502263404889,Single,Manchester,Graduate School,47.0,F,3469.172905133514,46.0,Suburban,4.317159536275014
No,0.028210918850541333,Married,Manchester,College,,F,6209.220647096032,67.0,Suburban,7.831288603409811
No,0.7966321084794317,Divorced,New Castle,College,34.0,M,6156.722891557716,79.0,Rural,8.679448673232951
Yes,0.26877871862395075,Divorced,Manchester,College,,F,5477.095382547437,47.0,Urban,6.884125062761385
Yes,-0.6328697270509944,Single,,High School,48.0,F,6175.613589959319,53.0,Suburban,7.98665976389662
Yes,0.1722288215296014,Divorced,Manchester,College,57.0,M,5207.139017069807,87.0,Suburban,5.155839457092478
No,0.021359578139167168,Married,London,College,45.0,F,4346.842837436686,104.0,Urban,5.281981063351325
Yes,-0.1344216327819462,Single,New Castle,College,40.0,M,5742.660185301033,53.0,Urban,5.267293802284486
No,0.10033568457599618,Married,New Castle,Graduate School,49.0,F,5742.320810367857,49.0,Suburban,6.01345249541138
No,0.21599266921272595,Single,New Castle,High School,64.0,M,5932.246519647216,56.0,Suburban,5.463997079148691
Yes,0.5264118863386248,Divorced,Manchester,College,64.0,M,6144.633786010251,70.0,Urban,7.586885146773461
Yes,0.34549045528774514,Married,Manchester,Graduate School,51.0,F,6673.447837008183,94.0,Suburban,7.0812269118292965
No,-0.5410525254498696,Divorced,London,High School,39.0,F,5621.436257782663,44.0,Rural,5.348429952806773
Yes,0.31281191140982917,Married,London,High School,50.0,F,5625.596272010521,66.0,Suburban,4.118220992349242
Yes,0.764239710655167,Single,London,High School,46.0,M,5926.407108425965,42.0,Urban,5.9932713590484905
No,0.6518024553637556,Married,London,Graduate School,41.0,F,5442.6084448230085,58.0,Suburban,6.740991135606121
No,0.4290804725999472,Married,Manchester,Graduate School,54.0,M,3440.2481921145604,48.0,Rural,5.112324989913413
No,-0.1557409624583036,Married,New Castle,Graduate School,42.0,M,5268.1551940894515,88.0,Rural,5.6190842671318215
Yes,0.639319331866959,Married,London,High School,36.0,F,6591.213691347533,34.0,Suburban,5.890831443001922
No,-0.3150176972463312,Married,London,Graduate School,76.0,M,,72.0,Rural,5.325476683255689
Yes,-0.4718848658957393,Divorced,London,High School,42.0,F,5647.209868337696,47.0,Urban,5.883282325095369
Yes,-0.06615523920122446,Married,New Castle,College,48.0,F,5008.013658621054,48.0,Rural,4.724696090215328
Yes,0.15586276253042763,Single,Manchester,High School,73.0,F,6033.368922411055,69.0,Rural,5.966015558792814
No,0.038665962465489034,Single,London,Graduate School,,F,4311.895133873806,68.0,Rural,5.40408210107266
No,0.1448698281010471,Married,London,High School,53.0,M,4857.630109669266,77.0,Suburban,4.341586938782539
Yes,-0.4013987669026111,Single,London,High School,40.0,F,5775.238597164272,65.0,Urban,6.644950519350349
Yes,0.2194819595322452,Divorced,Manchester,College,48.0,F,5369.7004320367205,70.0,Urban,4.810388074413877
Yes,-0.301023315314046,Divorced,New Castle,High School,47.0,F,5462.418743104154,89.0,Urban,7.223704038529851
Yes,-0.3936029029001503,Single,Manchester,High School,49.0,M,5343.265542174172,67.0,Urban,7.209209459873603
Yes,0.511831914381548,Divorced,Manchester,College,48.0,F,6125.725334448918,74.0,Urban,5.253194477568385
Yes,-0.08967412137903508,Divorced,Manchester,College,40.0,M,6874.475696557958,46.0,Urban,8.314376784675247
Yes,0.09785843290306412,Divorced,Manchester,College,50.0,F,6216.0586717597125,60.0,Urban,5.859379743845705
Yes,-0.2712133211421881,Single,London,College,52.0,F,5640.334291736456,49.0,Suburban,5.301280907182432
Yes,0.966610138496703,Divorced,Manchester,Graduate School,50.0,F,6032.564925297858,80.0,Urban,3.1699822882313384
No,0.4275583022370555,Married,London,High School,49.0,M,5490.876524963448,53.0,Suburban,4.68616980601834
No,-0.43820798905463076,Married,Manchester,College,36.0,M,5956.348494423024,48.0,Urban,7.454033143637075
No,,Married,New Castle,High School,65.0,F,5294.88120915744,56.0,Rural,7.367879869812324
Yes,-0.12433938837619207,Single,Manchester,High School,35.0,F,4536.314978785528,77.0,Suburban,4.451747416960383
Yes,-0.4030897482966215,Married,London,High School,58.0,M,5693.33120286792,66.0,Rural,7.128292347125561
No,-0.30213958864086987,Single,Manchester,High School,36.0,M,4655.18774675047,74.0,Rural,3.2345868376741658
Yes,0.48425958437005356,Single,Manchester,College,25.0,M,6166.044857175684,59.0,Suburban,4.42345896101577
Yes,-0.14399242757370423,Single,New Castle,Graduate School,48.0,M,5414.435623965287,53.0,Suburban,3.8790584596374704
No,1.0730449533844508,Married,Manchester,Graduate School,54.0,M,4589.845905370392,51.0,Rural,7.926807841105127
Yes,0.08512173078954643,Married,London,Graduate School,40.0,M,5454.277689916137,50.0,Rural,4.423707963306567
No,0.22927870830055336,Married,Manchester,Graduate School,40.0,F,4029.3376448741205,47.0,Suburban,5.317289878282811
No,0.1551944462616775,Married,New Castle,College,41.0,M,5685.6763440504565,37.0,Suburban,4.262165024412313
Yes,0.5107511774859921,Single,New Castle,Graduate School,42.0,M,6445.5377648655085,55.0,Urban,8.14987556768178
No,0.0456275364915808,Married,New Castle,Graduate School,55.0,F,4536.946909143558,67.0,Suburban,4.248378360171001
,0.5769396541989317,Married,Manchester,College,25.0,,6614.103305207676,64.0,Suburban,5.525699706764766
Yes,0.021874086025612527,Divorced,New Castle,High School,42.0,F,5749.06900944418,83.0,Urban,5.307858002762938
Yes,-0.39496896402156856,Single,Manchester,College,42.0,F,5737.736017067755,44.0,,7.54151059890751
No,0.48526853617996824,Married,London,High School,36.0,M,3625.7833895523463,48.0,Rural,4.156891133546857
Yes,0.3276257465336265,Divorced,Manchester,College,63.0,F,6844.150979776627,97.0,Suburban,7.700999270532139
Yes,0.49016660928782463,Divorced,New Castle,Graduate School,55.0,M,4936.0036698874665,54.0,Rural,4.732502525442335
No,0.37242602293318183,Divorced,London,High School,58.0,F,5336.902868090398,49.0,Suburban,6.906171882017594
No,0.17991580453318726,Married,New Castle,College,55.0,F,4786.4858256598,77.0,Rural,5.265005977429547
Yes,-0.007703714869899014,Single,New Castle,Graduate School,37.0,F,6110.289231017811,79.0,Urban,6.66589909255475
Yes,-0.35373035762812133,Single,Manchester,College,37.0,M,5188.276999443977,54.0,Urban,5.86103380792169
Yes,0.3001666739536739,Divorced,Manchester,Graduate School,29.0,F,7235.07571323946,48.0,Urban,7.165176484074305
Yes,0.49483394889465465,Single,London,High School,55.0,F,7055.517668735517,44.0,Rural,5.161717593379336
Yes,0.5599378619030684,Divorced,Manchester,Graduate School,48.0,M,6820.309801107327,73.0,Urban,4.748266380248229
Yes,0.35496168727651156,Single,London,High School,49.0,F,7017.787677093358,60.0,Urban,6.216721109238001
No,0.3272165884878034,Divorced,Manchester,High School,48.0,M,4934.59596022456,55.0,Rural,8.089989466464552
Yes,0.5844694594524651,Divorced,New Castle,Graduate School,40.0,F,7204.238905868363,51.0,Urban,5.989171082250499
No,-1.2067148399656942,Married,London,High School,53.0,F,6553.538085330631,44.0,Rural,4.307559445160472
Yes,-0.018204979639389218,Single,London,College,59.0,M,5164.63439014236,67.0,Suburban,4.741832341092012
No,-0.43196323315447294,Married,Manchester,Graduate School,50.0,M,4578.897693851507,43.0,Rural,4.46528793980198
No,0.45261175829507083,Married,London,Graduate School,38.0,F,5685.763143105367,51.0,Rural,6.723619418815916
No,-0.4150035272206474,Married,Manchester,College,52.0,F,5455.2853147176,66.0,Rural,6.597358062360049
No,0.3779365274497855,Married,Manchester,College,43.0,M,5243.342786693191,46.0,Suburban,3.8066431554026776
No,-0.23798758285284582,Married,Manchester,Graduate School,56.0,M,4812.139885179063,46.0,Suburban,3.28169266433122
Yes,0.35356561170308054,Single,New Castle,High School,41.0,M,4669.812780467597,50.0,Urban,3.8152066168510266
Yes,-0.5470105542243013,Single,Manchester,College,52.0,F,5602.4723255748695,54.0,Urban,5.178037582361791
No,0.6620084533457622,Married,New Castle,Graduate School,63.0,M,3212.728212539821,52.0,Rural,5.103653597698897
Yes,0.9640778983857298,Married,New Castle,College,40.0,M,6880.770488500565,53.0,Urban,6.174162180162059
No,0.15559856629052654,Divorced,London,,62.0,F,5707.769694530009,89.0,Rural,5.360641599965364
,-0.13221082659883931,Single,,High School,46.0,M,5945.695360761574,70.0,Suburban,4.815131405678002
No,-0.23818395264283254,Married,London,,33.0,M,6173.779503063065,55.0,Rural,6.177165466039389
Yes,0.12841679751824314,Divorced,Manchester,College,48.0,F,4965.668857758945,55.0,Suburban,5.909562973193061
No,-0.2601311503455146,Single,London,Graduate School,64.0,F,4959.343978084398,58.0,Rural,
Yes,0.05737411337502735,Married,London,College,57.0,F,7234.032701018133,83.0,Suburban,7.4197083524610195
Yes,0.060893191688611015,,Manchester,College,53.0,M,5139.192996248283,42.0,Suburban,5.634055170828632
Yes,-0.6186331352090553,Married,New Castle,High School,58.0,F,4831.616926919121,,Urban,5.327486787843779
Yes,0.3782660502687229,Divorced,New Castle,College,74.0,F,6556.455000549839,68.0,Urban,6.8885260625457745
Yes,0.10669176391766588,Divorced,London,College,64.0,M,5751.574800262534,68.0,Urban,6.740086487624774
,0.22204185047262315,Divorced,New Castle,Graduate School,52.0,M,6596.144804275299,45.0,Urban,7.688062330976924
No,0.9855170082534854,Married,Manchester,High School,46.0,F,4558.44732650069,58.0,Suburban,8.418891304488623
Yes,0.11449025696871085,Single,New Castle,College,52.0,M,5583.9681937608875,54.0,Urban,5.44121386454129
Yes,0.642092801758422,Divorced,New Castle,High School,52.0,F,6968.160798447297,42.0,Suburban,6.803258951985142
Yes,0.4990490782569392,Divorced,London,High School,44.0,F,5570.460343543401,64.0,Urban,4.8335699172102125
Yes,0.8665265517477779,Married,New Castle,College,52.0,M,6520.235972581118,29.0,Urban,6.956143000371537
No,-0.4647510002416857,,New Castle,High School,63.0,M,6012.167254693572,54.0,Urban,6.592483324020161
Yes,-0.09789109571200294,Single,London,Graduate School,48.0,F,5325.476562181148,88.0,Rural,6.038053270857723
No,-0.04776709596372186,Divorced,London,College,60.0,F,5658.156395414486,55.0,Rural,7.109004501019852
Yes,0.04106092066951139,Divorced,New Castle,College,43.0,,5741.798069284053,65.0,Urban,6.698469290883179
Yes,-0.5237191311057592,Single,London,,48.0,M,4925.817420373476,67.0,Suburban,6.641502227624653
No,-0.18050766522490946,Married,Manchester,College,52.0,F,4769.090711844319,50.0,Rural,4.88474081907804
Yes,0.06315686692162303,Single,New Castle,High School,45.0,M,6864.903351420535,56.0,Urban,7.432425214754716
Yes,0.29611420722061693,Divorced,London,Graduate School,43.0,F,,41.0,Rural,7.260529339900507
No,-0.4204597920034078,Married,Manchester,Graduate School,38.0,F,5565.550762474599,31.0,Suburban,5.273843160974014
No,-0.5299792668954689,Married,Manchester,High School,52.0,F,5880.797468431102,59.0,Suburban,4.222314632211694
Yes,0.24201306972513173,Married,Manchester,College,52.0,F,6193.835272572467,66.0,Suburban,7.399726669156348
Yes,-0.16459153451597952,Single,London,High School,47.0,F,5926.256394964244,,Urban,6.78788823203634
Yes,,Single,London,College,61.0,F,5303.090385931986,65.0,Urban,5.793913845678052
No,0.5572106781258385,Married,New Castle,High School,47.0,M,4071.5299971225245,66.0,Urban,3.9251422448495945
Yes,0.12902057699158864,Divorced,Manchester,High School,59.0,M,5529.603127184278,54.0,Urban,6.2753252670541695
Yes,-0.07631473734203237,Divorced,London,Graduate School,47.0,M,6769.486695283519,,Suburban,6.715148637305465
No,-0.026537262431465425,Single,Manchester,High School,41.0,M,5220.389319860615,41.0,Suburban,7.960396722861317
Yes,1.120836404779308,Single,Manchester,College,55.0,F,7482.769968131226,53.0,Rural,6.3420208445117545
No,0.19782682589691739,Divorced,London,High School,40.0,M,5974.938786080642,52.0,Rural,5.470018357861345
No,-0.18195037213151344,Married,,Graduate School,41.0,F,5251.809436266243,34.0,Rural,4.6200135219099945
Yes,0.7024646165512582,Married,Manchester,Graduate School,62.0,M,7800.549861191021,101.0,Suburban,5.72056002329067
No,-0.7292068958277964,Married,New Castle,High School,47.0,M,6039.5427713567515,42.0,Suburban,
Yes,0.04131061950288961,Single,Manchester,College,62.0,F,5858.545827017676,62.0,Urban,7.1687044049471975
Yes,0.10414274363358272,Divorced,New Castle,High School,63.0,F,4867.614856382293,38.0,Suburban,5.470619835614956
Yes,1.3916490445684007,Divorced,London,Graduate School,45.0,M,7040.788273381017,62.0,Urban,5.252621840058968
Yes,0.06674241538838716,Divorced,Manchester,College,54.0,F,5114.532685551523,59.0,Suburban,5.021619088968448
Yes,-0.5374377883180331,Divorced,London,College,46.0,F,5707.450666550076,29.0,Urban,6.779373086698583
No,-0.2106353941283965,Single,London,,63.0,F,6132.985365658307,92.0,Rural,6.063645250664927
No,-0.05645233753255263,Married,London,High School,33.0,M,5241.055867894538,37.0,Rural,3.217597026806483
Yes,-0.31429991221513054,Single,Manchester,High School,55.0,F,5712.768700002691,43.0,Urban,7.734772340166501
No,0.16047098488966083,Divorced,New Castle,High School,42.0,F,3913.563119558663,27.0,Rural,5.354456224103091
No,0.34849388023679206,Married,New Castle,High School,42.0,F,4507.388352713441,71.0,Rural,5.2851812417300685
Yes,-0.00805728641245157,Single,London,Graduate School,47.0,M,5788.460189746968,44.0,Suburban,5.376810853207844
No,0.46870862113330863,Single,New Castle,Graduate School,48.0,F,4954.939300751739,89.0,Suburban,7.139030533921529
Yes,0.07211791302842097,Divorced,London,Graduate School,31.0,F,6072.299170394276,80.0,Suburban,7.1165017099934325
No,0.11170046347816515,Married,Manchester,College,59.0,F,4788.607083020924,39.0,Suburban,7.919248213350793
No,-0.38337760520116293,Divorced,London,,46.0,M,5021.78446966387,67.0,Rural,5.550090297096699
Yes,,Married,New Castle,High School,52.0,M,6045.619733970267,66.0,Suburban,6.094517192359172
Yes,-0.2228082207481733,Divorced,New Castle,Graduate School,56.0,M,5040.542706216459,48.0,Rural,5.776358508855752
Yes,0.772305434467354,Divorced,Manchester,High School,52.0,F,5891.730559806113,46.0,Suburban,3.728083256238642
Yes,-0.14677270678234555,Divorced,London,High School,42.0,M,6158.319170947478,60.0,Rural,5.361533386481359
No,-0.24236363527431615,Married,London,High School,48.0,F,4360.647005195897,48.0,Rural,4.116245372060076
No,0.2088385728692639,Divorced,London,College,49.0,M,6620.33835362605,29.0,Rural,4.219318211726801
No,-0.5508491884866382,,Manchester,High School,45.0,M,6359.988479773971,53.0,Suburban,7.05346133497733
No,0.3210632121758997,Divorced,London,College,43.0,F,4431.928837033741,78.0,Rural,4.008971591645324
Yes,-0.4861863815939389,Single,London,High School,52.0,M,5719.117843616178,54.0,Urban,7.403407805657863
Yes,0.9315494868058577,Divorced,Manchester,College,52.0,F,5389.2733643064485,82.0,Suburban,5.597919345368084
Yes,0.6065928798288198,Divorced,Manchester,College,42.0,F,7373.597566137525,84.0,Rural,5.681191035154977
Yes,-0.32651262617652776,Single,London,College,38.0,M,5816.758537044226,33.0,Urban,6.139548793209385
Yes,-0.273571696220403,Married,Manchester,College,51.0,M,6807.185207792112,37.0,Suburban,8.706669280789516
No,0.025880471957774653,Divorced,,High School,35.0,F,6490.633189427701,62.0,Urban,7.609893419756379
No,-0.1296520879975388,Married,New Castle,College,47.0,F,5919.842175068168,71.0,Rural,5.288356237582897
Yes,1.0290706737973818,Divorced,London,College,51.0,F,6677.576906365309,118.0,Suburban,4.538308083150964
Yes,0.8972652669919892,Divorced,New Castle,High School,53.0,F,6640.886908615921,78.0,,5.538821478587951
Yes,0.1391120992376968,Single,Manchester,Graduate School,54.0,M,6329.084294514297,63.0,Rural,5.682655525757568
No,-0.1366864581217797,Married,Manchester,College,41.0,F,5824.331577203451,109.0,Rural,5.6616928472864
Yes,0.8871892118043476,Divorced,London,Graduate School,36.0,F,7154.685762672347,61.0,Suburban,6.552234223817697
No,1.23255454487171,Divorced,London,High School,49.0,M,3670.902932501169,60.0,Rural,6.332300711400523
No,,Single,Manchester,Graduate School,49.0,F,5035.577695108749,75.0,Suburban,4.837683185860277
Yes,-0.6279646285520697,Divorced,New Castle,High School,62.0,F,4990.934453551933,75.0,Urban,6.682868506040439
No,0.535254572727038,Married,Manchester,High School,48.0,M,4461.478235759108,54.0,Rural,6.809881936172768
No,-0.05929735482790599,Single,New Castle,Graduate School,,M,5405.078937704505,15.0,Rural,5.5560836383041
Yes,-0.5698858553704531,Single,New Castle,College,47.0,M,4938.511280781153,82.0,Urban,6.268184727447794
Yes,0.6321168009859539,Married,London,College,52.0,M,6334.722736314008,46.0,Urban,4.574940365632029
No,0.4864692632594651,Married,New Castle,College,31.0,M,2539.8898979088694,81.0,Suburban,4.040789321956575
No,0.899336626723853,Married,Manchester,College,47.0,F,3469.481538324594,81.0,Suburban,4.942434817995258
No,0.3198524750580296,Divorced,Manchester,High School,57.0,M,3504.94223404199,64.0,Suburban,5.856522324174935
Yes,0.49905172364468076,,London,Graduate School,31.0,M,6027.686071504097,71.0,Urban,3.0449523285485034
Yes,0.2742755558960424,Single,London,College,47.0,F,5910.617997262547,96.0,Rural,5.965416205533462
No,0.42512745295478727,Married,Manchester,Graduate School,28.0,F,4880.546568510777,36.0,Rural,5.715923385127608
Yes,0.08148344615976327,Divorced,London,Graduate School,36.0,M,6639.043032857884,61.0,Suburban,4.251342479114082
Yes,0.12518079198381654,Divorced,London,Graduate School,43.0,M,6029.440954383676,68.0,Suburban,7.661051797503185
No,-0.473351040250233,Married,Manchester,College,53.0,F,6761.881640571175,54.0,Rural,
No,0.23597805925543566,Divorced,London,College,47.0,F,,62.0,Rural,7.0076989840243
Yes,-0.14059414931825975,Divorced,Manchester,High School,36.0,M,5402.393341288623,,Urban,5.986049172271727
Yes,1.011833072943631,Single,Manchester,College,34.0,M,7034.408758581301,57.0,,5.75024787826899
No,0.30698932966173337,Divorced,Manchester,College,39.0,M,5673.090298622131,64.0,Rural,6.6794108986774505
No,0.42007710026346184,Married,Manchester,College,47.0,F,5211.155648135761,64.0,Rural,8.856065744973836
Yes,0.8060890078802019,Single,Manchester,Graduate School,,M,6586.337127045071,75.0,Rural,5.351462071292932
Yes,0.3280405653449362,Married,London,High School,35.0,F,5619.99057989586,63.0,Urban,4.57317041925989
Yes,-0.2974879632543179,Single,London,High School,45.0,M,5204.278352609966,58.0,Urban,6.214039801721629
No,-0.3532739504509519,Divorced,Manchester,High School,53.0,,5912.494427272324,58.0,Suburban,4.293651836666239
Yes,-0.6177115376806972,Divorced,New Castle,Graduate School,51.0,,6736.279555319593,51.0,Rural,7.0964510714633375
Yes,-0.01713861017070961,Single,New Castle,College,54.0,F,5571.832067625996,61.0,Suburban,5.813498873749069
,0.16593283039109688,Divorced,London,Graduate School,61.0,M,6676.51234263535,93.0,Suburban,4.99277108654786
Yes,0.4575980666995697,Single,London,High School,62.0,F,7226.260910498948,33.0,Urban,5.358769249416474
Yes,0.17204953129756007,Single,Manchester,Graduate School,60.0,M,4658.554825955665,51.0,Urban,4.608369133220621
Yes,-0.03434176165146874,Divorced,Manchester,College,53.0,M,5972.217928614338,75.0,,7.10247546804576
Yes,-0.12481426518149052,Single,Manchester,Graduate School,47.0,,6188.190738509264,80.0,Suburban,7.339162159346755
No,0.033309834754152945,Married,Manchester,Graduate School,54.0,M,5889.214263109186,51.0,Rural,7.651117452022806
No,0.21891023029432422,Single,,,43.0,M,4042.207189459251,58.0,Urban,4.096725390408162
No,-0.46341604292685334,Married,London,Graduate School,46.0,M,5586.442136398696,65.0,Rural,7.419176526357219
Yes,0.1720418771814088,Divorced,London,Graduate School,58.0,F,5807.720387389058,82.0,Urban,4.745098828665908
Yes,-0.6055144551880021,Single,New Castle,College,34.0,F,4916.579994066549,64.0,Rural,6.831048930583386
No,0.5045242397256103,Married,London,High School,55.0,F,4853.814242173716,85.0,Rural,7.487317547211334
No,-0.4655166237148287,Married,London,,28.0,M,6367.8138290586985,28.0,Rural,5.016144369032186
Yes,0.3374868885265314,Single,New Castle,High School,43.0,M,5829.818399877508,29.0,Urban,6.148879064567112
No,-0.5084505390333875,Divorced,Manchester,College,48.0,M,4740.515134766427,,Rural,4.386924446871216
Yes,1.0122640098805438,Single,London,High School,45.0,M,6358.453465485354,60.0,Suburban,3.761179217133953
Yes,-0.009223657910453431,Divorced,London,High School,55.0,M,5579.476828577797,66.0,Suburban,6.284251493274445
Yes,0.177239438381954,Married,London,College,52.0,M,6102.686885781834,67.0,Urban,5.44489702492606
Yes,0.3885210067124774,Single,Manchester,College,41.0,F,7308.524634703178,35.0,Suburban,5.66953875206595
Yes,0.3839343574997531,Divorced,London,College,41.0,M,6328.388503127072,64.0,Suburban,7.95854547366634
Yes,0.7135212080543585,Married,London,College,53.0,F,5863.00772655871,40.0,Urban,5.427698907025804
No,0.707688474738692,Divorced,New Castle,Graduate School,47.0,F,3880.7943172321884,51.0,Rural,5.631093757070936
Yes,0.13520319694314042,Married,New Castle,Graduate School,30.0,F,6188.4358697100315,,Suburban,
Yes,-0.2748611725023967,Single,London,High School,53.0,M,6125.983802874749,92.0,Suburban,5.596831103005597
No,-0.271697002273832,Married,London,College,45.0,F,6157.030485104331,74.0,Rural,5.044733186008489
Yes,0.5349214722655755,Divorced,London,Graduate School,54.0,M,5462.227358654394,86.0,Urban,6.4679685382455325
No,0.39485479666972106,Married,London,High School,,M,4316.32130521254,59.0,Suburban,5.405149649322526
Yes,0.0033671321621104866,Married,London,Graduate School,42.0,F,6652.4184249282225,31.0,Urban,7.382692498011818
Yes,-0.23303469495021667,Divorced,London,High School,40.0,M,5642.803407557414,56.0,Urban,7.189466446642981
Yes,,Divorced,New Castle,High School,44.0,M,5821.8033889837325,38.0,Urban,7.920724681669088
Yes,-0.24077843824739598,Single,Manchester,Graduate School,48.0,F,7095.911032624836,,Suburban,6.586377888739358
No,0.1340604733469103,Married,New Castle,High School,48.0,M,5987.941461629089,66.0,Suburban,9.730453934026052
Yes,-0.4785579276051066,Married,New Castle,High School,47.0,M,6145.066135875253,50.0,Rural,9.68691354242909
Yes,-0.005772257213242038,Divorced,New Castle,High School,42.0,F,4288.649779917412,90.0,Urban,3.4566430362005747
Yes,0.024273229693162368,Married,New Castle,High School,65.0,M,6007.842035563106,34.0,Urban,7.530746028932687
Yes,0.7388597168294121,Single,Manchester,High School,57.0,F,6781.685458589419,48.0,Suburban,5.2157131899031945
No,0.24739075138623953,Married,New Castle,High School,37.0,M,4886.849388836527,96.0,Rural,6.14570516765919
Yes,-0.16131660106493328,Divorced,London,Graduate School,33.0,F,6904.526294880405,81.0,Urban,6.60861596431968
No,0.1367758182490782,Married,London,Graduate School,49.0,,4412.861861039952,63.0,Rural,6.384190995431231
Yes,0.21061747633503575,Divorced,London,High School,60.0,M,5483.281442479774,54.0,Suburban,2.773531711489505
Yes,0.11024264547800605,Married,New Castle,Graduate School,44.0,M,5640.453259026881,56.0,Urban,5.807093298256445
Yes,-0.1275083157674456,Single,Manchester,High School,53.0,,5512.210499214079,53.0,Urban,4.99902890131523
No,0.23928825761707825,Divorced,Manchester,College,48.0,M,4918.393215841185,10.0,Urban,5.559205878310445
Yes,0.30539385767762833,Single,Manchester,Graduate School,38.0,M,5904.372398972822,79.0,Urban,5.685660311719641
No,-0.39898137987943905,Married,London,Graduate School,47.0,F,6427.41286241511,86.0,Suburban,7.260432048269994
No,-0.35326185417553047,Single,Manchester,College,45.0,M,5475.180575020584,52.0,Suburban,5.308545481960154
Yes,0.4426096942254922,Divorced,London,High School,55.0,M,6001.682234815473,29.0,Urban,5.24643930669177
No,0.2968398304275306,Single,New Castle,College,52.0,F,5676.373097296393,52.0,Rural,7.199634289664334
Yes,0.17312377177335098,Single,Manchester,High School,47.0,F,5830.333901800476,40.0,Rural,6.715575055583314
No,0.06924855329022678,Single,Manchester,Graduate School,62.0,M,6124.619370223995,42.0,Urban,6.629636666581796
No,0.1934346693742435,Married,New Castle,Graduate School,56.0,F,4430.744725088335,79.0,Rural,6.26295990816794
Yes,0.16241201903994745,Divorced,London,Graduate School,68.0,M,6022.3802150362935,62.0,Rural,6.2332102143593655
No,0.27109671624874854,Married,London,High School,57.0,M,5800.057705488155,72.0,Suburban,7.063433250324534
No,-0.2569290422661433,Married,London,College,61.0,M,7055.531331843243,62.0,Rural,
No,-0.17731904193318737,Single,New Castle,Graduate School,48.0,,6035.99589043119,63.0,Suburban,7.759690867684601
Yes,-1.0175896026162266,Divorced,New Castle,Graduate School,48.0,M,4757.846192818866,61.0,Urban,6.508444583935465
Yes,0.2644604220188833,Single,Manchester,College,48.0,M,5779.29745463145,69.0,Urban,5.686635119840684
No,0.5664136076044858,Single,London,High School,43.0,F,5373.947877209944,50.0,Suburban,5.039531529401242
No,0.6488712295408234,Single,London,Graduate School,61.0,M,3609.5545959248802,64.0,Rural,5.498682088248652
No,0.476934404321519,Divorced,New Castle,Graduate School,,F,5082.419065809675,,Rural,8.104639465863626
Yes,-0.27318687184434054,Single,Manchester,High School,41.0,M,5615.46247373537,76.0,Urban,5.261758205524043
Yes,-0.06893666316539782,Divorced,New Castle,High School,33.0,F,6200.21355642516,75.0,Suburban,8.053682763156308
No,1.1860231217959627,Married,London,Graduate School,41.0,F,3442.7945220316064,71.0,Urban,5.075240609622615
Yes,0.7521339695014307,Divorced,New Castle,,43.0,,6929.112358744737,47.0,Urban,6.503445710063534
Yes,-0.22044260523114034,Single,London,Graduate School,45.0,M,5510.144819885656,62.0,Suburban,5.39988693152426
No,-0.4604078759517619,Married,New Castle,College,64.0,F,4559.759193530288,63.0,Rural,5.893884588901214
Yes,-0.5917819146420704,Divorced,New Castle,College,47.0,M,4762.243811054432,76.0,Suburban,6.510452554496076
No,-0.06451037610681504,Married,New Castle,Graduate School,51.0,F,4975.7109617483475,67.0,Suburban,6.053789241695022
Yes,0.08380111855748112,Single,London,College,,F,5876.536805302809,47.0,Urban,5.579919645449242
No,-0.31305638481193077,Married,Manchester,College,49.0,F,5664.643288941599,54.0,Urban,8.113808147655869
No,0.012869777587836029,Married,Manchester,Graduate School,44.0,M,5601.1999531708425,86.0,Suburban,6.856801575549736
Yes,-0.1872003431622552,Divorced,Manchester,,44.0,M,5191.6527888636565,64.0,Urban,6.682464706390653
Yes,0.9637874177621872,Divorced,Manchester,College,60.0,F,7332.224291647295,80.0,Suburban,5.850842981826502
No,0.8595965781600052,Single,New Castle,Graduate School,48.0,M,2957.836788484379,93.0,Suburban,4.972706812753144
Yes,-0.03657358644201952,Married,Manchester,Graduate School,50.0,M,5683.619740100329,54.0,Suburban,5.8465085278804345
