Location Code,Months with Company,Education Level,Marital Status,City,Sex,Brand Loyalty,Annual Income,Active online hours,Age,Renew
Urban,34.0,College,Divorced,Osaka,Female,-0.22044850248966846,62803.91787540739,5.840412214332243,64.0,Yes
Suburban,38.0,College,Single,Osaka,Male,0.013891193609102195,86181.87654696847,5.1035028400259215,55.0,Yes
Urban,47.0,Graduate School,Single,Osaka,Female,-0.734570486503314,59853.170316194475,5.068190910510306,52.0,Yes
Rural,76.0,College,Divorced,Kyoto,Male,-0.6747043462752841,49382.730541746605,3.0812294578627957,39.0,
Urban,72.0,College,Single,Osaka,Female,-0.5137425847892538,57645.81806759828,2.8190008879741795,53.0,Yes
Rural,57.0,Graduate School,Single,Tokyo,Male,0.7018562314955449,49245.803006662754,4.604274227417935,46.0,No
Urban,39.0,College,Single,Tokyo,Female,-0.6179610894728378,78361.85510409149,7.09235028189711,52.0,Yes
Suburban,64.0,High School,Divorced,Osaka,Female,0.35368631714797805,63453.780951963534,5.61262479934993,44.0,No
Urban,80.0,Graduate School,Divorced,Kyoto,Female,0.05631730822752059,75923.4432255103,2.910763317173467,50.0,Yes
Urban,70.0,College,Married,Kyoto,Female,1.0197072999901406,52144.47785912478,5.469677526802918,42.0,No
Urban,70.0,Graduate School,Single,Osaka,Male,0.32395256053978283,54733.50198437847,,47.0,No
Rural,44.0,College,Married,Tokyo,Male,0.01951151026182707,,4.90615600720244,55.0,No
Rural,42.0,High School,Married,Tokyo,Female,1.1152516705568136,45135.48313283104,3.348811476705448,49.0,
Rural,78.0,College,Married,Kyoto,Female,0.5927489907793002,48223.33993084293,2.916602101076336,47.0,No
Urban,44.0,Graduate School,Married,Kyoto,Female,0.3266322270658494,65425.767657818375,4.128794768358455,54.0,No
Rural,55.0,,Divorced,Tokyo,Female,-0.2959761869029481,62311.909047706664,5.903593255593355,51.0,Yes
Suburban,61.0,High School,Single,Kyoto,Male,0.174030485603207,70490.24181769372,5.137514463264264,44.0,Yes
Rural,65.0,College,Divorced,Osaka,Female,0.3546007704664504,63838.02173050584,4.5070660840976915,46.0,No
Suburban,19.0,High School,Divorced,Osaka,Female,-0.3461253676693641,61312.29427554831,6.415743008601592,48.0,Yes
Urban,100.0,Graduate School,Single,Osaka,Male,-0.32449155824731934,57188.88167827658,2.111947736514644,47.0,Yes
Rural,34.0,High School,Divorced,Kyoto,Male,-0.5407505112244599,73765.93537838996,4.7939337810821065,33.0,Yes
Urban,52.0,College,Married,Kyoto,Female,0.04597347791074092,79327.78940169739,4.374811208089403,58.0,Yes
Urban,55.0,High School,Single,Osaka,Female,0.4880828455489774,49136.90129100182,5.0144178036263405,37.0,
Suburban,56.0,College,Divorced,Osaka,Female,,67455.6838602958,5.4653596666498645,70.0,Yes
Rural,64.0,High School,Married,Tokyo,Female,0.2811822542441026,69421.50037990589,4.870483057265227,48.0,No
Suburban,30.0,College,Divorced,Tokyo,Male,-0.5478931293713964,79670.48604266685,3.513850608001242,29.0,Yes
Rural,78.0,Graduate School,Married,Osaka,Female,0.09589695350194355,61904.09935550384,3.7708186679888116,50.0,
Rural,49.0,,Married,Kyoto,Male,0.12996497402996854,65949.23112049322,6.816061183848107,47.0,No
Rural,53.0,High School,Single,Tokyo,Female,,73095.39811186661,6.7677879065998,40.0,No
Rural,78.0,College,Married,Tokyo,Male,-0.7728898946646457,73714.48203156746,7.072830956751025,42.0,No
Suburban,38.0,High School,Married,Kyoto,Female,-0.09429632850296246,56940.428094721225,7.205139525228629,72.0,Yes
Rural,36.0,College,Single,Kyoto,Female,-0.15123174410612167,59428.556671964616,1.2067642441095692,52.0,Yes
Rural,69.0,High School,Single,Tokyo,Female,0.5629624214907311,61713.924053738614,7.045617704142079,38.0,No
Urban,70.0,Graduate School,Single,Kyoto,Female,-0.5151639966094747,57199.193574060126,3.725850537812459,36.0,Yes
Urban,60.0,High School,Divorced,Kyoto,Male,-0.038152530879337676,55867.76471590485,4.540902891892881,53.0,Yes
Urban,60.0,High School,Married,,Male,-0.670080728899738,59347.53615333667,7.69852952777015,51.0,Yes
Urban,52.0,Graduate School,Married,Kyoto,Female,0.6050771343083301,57843.751863284975,6.172392157231337,38.0,No
Urban,84.0,Graduate School,Single,Osaka,Male,0.4176841304573023,58472.76825349879,,48.0,Yes
Urban,80.0,College,Single,Kyoto,Male,-0.2912747508756701,46466.701684080894,7.288481524950279,55.0,Yes
Rural,45.0,High School,Single,Kyoto,Male,0.36141335888342113,62401.85377509159,,52.0,No
Suburban,28.0,College,Divorced,Kyoto,Male,-0.6841683622405694,78815.89188116492,3.7271000457527945,39.0,Yes
Urban,43.0,High School,Divorced,Tokyo,Male,-0.17916791196952497,54459.18630294839,6.681828740714982,53.0,Yes
Urban,37.0,High School,Married,Kyoto,Female,0.01317131045363669,52306.891138478444,7.154354419275146,46.0,Yes
Suburban,57.0,Graduate School,Single,Osaka,Male,-0.30084467398291587,63308.37818440133,6.970200431789538,51.0,Yes
Rural,80.0,College,Married,Tokyo,Female,0.7979512105926068,50376.58041479331,5.56089682768061,45.0,No
Suburban,,High School,Single,Tokyo,Male,-0.5037313550087293,63937.833042517894,4.886925856609672,57.0,Yes
Urban,51.0,High School,Single,Kyoto,Female,-0.9034770998117243,77291.06684696747,6.316380001350436,56.0,Yes
Suburban,83.0,High School,Divorced,Osaka,Female,-0.37983447401551773,39717.58032805839,5.053870879893553,46.0,Yes
Suburban,16.0,High School,Single,Osaka,Male,-0.9925950382316229,49858.239214936664,5.206020950307177,,Yes
Suburban,48.0,Graduate School,Single,Osaka,Male,-0.5660466377411364,74369.38717916957,6.323992184920449,40.0,Yes
Suburban,68.0,Graduate School,Married,Tokyo,Male,0.7161140732925237,71090.67217150114,2.412255387614649,52.0,No
Rural,45.0,Graduate School,Married,Osaka,Female,-0.12437196782254109,68583.05093818228,3.6472522095642996,53.0,No
Urban,65.0,Graduate School,Divorced,Tokyo,Female,0.10291059302154161,65312.07580303926,5.887027034362523,44.0,Yes
Rural,55.0,Graduate School,Single,Osaka,Male,0.08714139430530321,62595.7851834566,5.503783630562469,51.0,No
Suburban,67.0,High School,Single,Kyoto,Female,-0.13664086482220028,60153.78555754651,5.961549046037332,45.0,Yes
Rural,73.0,High School,Single,Kyoto,Male,0.27009181343928235,78819.40385477412,5.150343651825564,47.0,No
Suburban,69.0,High School,Married,Tokyo,,-0.18950908982317632,61651.223072241446,3.86094584861877,54.0,No
Suburban,53.0,High School,Divorced,Tokyo,Male,0.028913843917526535,76118.03850469593,5.395963383310128,47.0,No
Suburban,54.0,College,Single,Kyoto,Female,-0.7444739589202268,63532.80182892119,3.707700410892173,47.0,Yes
Rural,52.0,Graduate School,Married,Tokyo,Female,0.22100800201051207,58848.73948376416,4.603354351992377,39.0,No
Urban,58.0,College,Divorced,Kyoto,Female,-0.4206182826390049,63624.23359510876,4.4046062765074225,43.0,Yes
Suburban,57.0,College,Married,Kyoto,Male,0.5137849138453523,68111.35210513017,6.033887204153552,37.0,No
Urban,36.0,College,Divorced,Kyoto,Male,-0.9287412360252061,73354.68863894982,6.240626211493343,48.0,Yes
Rural,67.0,College,Divorced,Tokyo,Male,0.4023557581958704,49016.503262722355,7.937234773579221,38.0,No
Suburban,83.0,College,Single,Kyoto,Male,0.4241405103068783,70128.52039715568,7.303849142553287,34.0,Yes
Rural,24.0,High School,Married,Osaka,Male,0.6699230983192148,67368.58601474887,5.240642036269774,47.0,No
Suburban,54.0,Graduate School,Married,Osaka,Male,0.6142223820721694,76951.21140480791,5.4448395395581155,42.0,No
Rural,74.0,College,Married,Kyoto,Female,0.9760748900209976,55640.02985134824,5.12793599112254,42.0,
Rural,53.0,Graduate School,Divorced,Osaka,Female,0.2810440603375079,70594.49341260782,5.252761927785556,43.0,Yes
Suburban,37.0,College,Divorced,Tokyo,Male,-0.9679086990908077,48527.205660590764,7.348368278284391,46.0,Yes
Rural,73.0,College,Married,Tokyo,Male,0.27357713120520943,73865.38130741882,5.547350711434579,41.0,No
Suburban,31.0,High School,Divorced,Tokyo,Male,-0.4281431442202458,65625.53797168937,3.150396834369031,47.0,Yes
Urban,56.0,College,Divorced,Tokyo,Female,-0.03331794027090634,53370.83744185856,5.214897724484916,53.0,Yes
Rural,46.0,College,Married,Osaka,,1.0062239239197752,59480.05930808144,5.464218848311355,44.0,No
Suburban,55.0,Graduate School,Single,Osaka,Male,0.19813281560543777,65210.38062614055,4.173589981677802,53.0,Yes
Suburban,56.0,College,Divorced,Kyoto,Male,-0.5044326071044257,47999.745232496374,5.439220936071594,60.0,Yes
Rural,62.0,Graduate School,Married,Tokyo,Female,0.1246734218004371,62129.565689859526,5.4270725521727865,43.0,No
Suburban,58.0,High School,Single,Tokyo,Male,-0.8443488989498836,59535.55649781099,1.5531035465165264,32.0,Yes
Urban,75.0,High School,Single,Osaka,Male,-0.35425706220793035,32639.435845389093,4.574595846031057,48.0,Yes
Urban,55.0,College,Single,Osaka,Male,0.5864890458829366,68819.23278948791,3.7308797861601244,37.0,Yes
Suburban,73.0,College,Single,Tokyo,Male,-0.23734694160370956,35842.57586703217,4.148322281610082,43.0,Yes
Suburban,93.0,Graduate School,Married,Tokyo,Female,0.1122963454436456,73426.94214183501,6.404553037515628,39.0,No
Urban,41.0,High School,Divorced,Kyoto,Female,-0.11129979973854406,77635.66190622747,6.196334706907444,57.0,Yes
Urban,71.0,College,Married,Osaka,Female,0.09544873829473492,69391.24503135931,5.364288508482075,41.0,Yes
Urban,67.0,College,Married,Osaka,Female,0.37909090100889087,51759.84920487783,6.861814791500761,45.0,Yes
Suburban,69.0,College,Divorced,Tokyo,Male,0.2346705366151849,50326.21078466384,6.732443326535186,43.0,No
Urban,74.0,High School,Divorced,Tokyo,Male,0.4312666811339484,,6.859336489259729,49.0,Yes
Suburban,67.0,Graduate School,Divorced,Osaka,Female,0.6509867608251845,81845.31025651013,5.76939314665458,42.0,No
Rural,43.0,College,Divorced,Kyoto,Male,0.361015674012085,37074.99065809208,4.249508088109081,48.0,No
Urban,86.0,College,Divorced,Kyoto,Male,0.8006501824500798,74286.48608234564,3.4808459225901,26.0,Yes
Urban,62.0,High School,Single,Osaka,Male,-0.61346183122966,85780.622023372,3.4571873497036183,36.0,Yes
Suburban,51.0,High School,Divorced,Tokyo,Male,1.3281153122141731,61914.83915293,4.83311119609038,41.0,No
Rural,40.0,High School,Divorced,Osaka,Female,0.11558430264305188,30054.94877021594,5.98551538493741,50.0,No
Rural,57.0,Graduate School,Single,Kyoto,Male,0.5447693896926189,73436.55956917565,5.116178362311303,46.0,No
Urban,60.0,High School,Divorced,Osaka,Female,-0.15860265672505847,50737.137324314506,5.1641687427216505,51.0,Yes
Urban,63.0,College,Divorced,Osaka,Male,0.5445242746190144,50937.748477193214,7.452866074171544,65.0,Yes
Rural,57.0,High School,Married,Kyoto,Female,0.4812961170731813,51954.817586068915,4.709190689340896,46.0,No
Urban,85.0,College,Single,Kyoto,Male,-0.06645009020061354,59583.68940834481,5.016405361878638,47.0,Yes
Rural,17.0,College,Divorced,Osaka,Female,0.5493972335755866,68674.97341898512,,50.0,No
Urban,44.0,College,Single,Tokyo,Male,-0.4652871515646807,58822.172378286006,5.23802555648543,45.0,Yes
Suburban,29.0,Graduate School,Divorced,Tokyo,Female,0.022595322526808154,61777.71813966602,3.905616764599554,60.0,Yes
Suburban,41.0,High School,Married,Tokyo,Male,0.15693919172273488,53470.377950655784,5.926975130832691,45.0,Yes
Rural,31.0,High School,Single,Osaka,Female,-0.5399424631518375,72181.05191938326,4.7814988493006405,44.0,No
Suburban,64.0,Graduate School,Divorced,Osaka,Male,-0.24826427154417996,67091.16333040968,5.1930511201952365,42.0,Yes
Urban,88.0,Graduate School,Single,Osaka,Female,-0.7012154922607343,61392.38944315715,4.957128785394012,51.0,Yes
Rural,43.0,High School,Single,Tokyo,Male,0.07265610132102826,44359.83095586031,4.0467531885107935,40.0,Yes
Urban,43.0,Graduate School,Divorced,Tokyo,Male,-0.30390642546772756,60412.299815983155,8.299599848073708,67.0,Yes
Suburban,68.0,College,Married,Tokyo,Male,0.3187884743262881,67030.9883965849,4.557890886698527,49.0,No
Rural,37.0,Graduate School,Married,Kyoto,,0.36871572337747044,41881.80884949413,6.879561165377233,41.0,No
Urban,40.0,High School,Single,Osaka,Male,0.15014752084816743,68783.40670734117,6.066405053671263,53.0,Yes
Suburban,57.0,College,Divorced,Kyoto,Female,-0.46186436990855617,76953.37670589838,4.6390335674778465,48.0,Yes
Rural,38.0,College,Married,Kyoto,Male,0.5411770063127932,57958.238264166284,5.25351559570763,50.0,No
Rural,50.0,Graduate School,Single,Kyoto,Female,-0.3435759954951165,42669.16081338686,3.5407058383952856,28.0,Yes
Rural,75.0,Graduate School,Single,Osaka,Male,0.764394916361591,54485.13416128508,6.263629246637439,40.0,No
Suburban,65.0,College,Married,Tokyo,Female,0.11200249065219543,55521.84294874933,4.117276164892215,46.0,No
Rural,41.0,College,Married,Osaka,Male,0.5115710003990617,,5.340044866316113,48.0,No
Urban,46.0,Graduate School,Divorced,Osaka,Male,0.07186292348162554,63475.20121058678,7.389682294368688,58.0,Yes
Rural,32.0,High School,Single,Tokyo,Female,0.3923208884095922,74582.02629814525,3.909178885636329,54.0,No
Rural,50.0,Graduate School,Married,Kyoto,Female,-0.2481152158816372,63450.389478919074,3.166179375233301,53.0,No
Suburban,55.0,Graduate School,Married,Tokyo,Female,-0.3059152509330971,74829.04255269276,6.77229982763491,45.0,No
Suburban,59.0,Graduate School,Divorced,Tokyo,Female,0.19834362190793156,82987.99422801047,4.962089043295858,33.0,Yes
,54.0,High School,Married,Tokyo,Male,,38521.02452040059,6.257237081774258,46.0,No
Rural,61.0,,Divorced,Osaka,Female,0.27075332274319,60305.828797632756,5.336851084297931,47.0,No
Rural,66.0,High School,Divorced,Kyoto,Male,0.33190015425997,50313.67341313679,3.7890295587077225,49.0,No
Urban,76.0,Graduate School,Divorced,Kyoto,Male,,46460.758443705796,5.355666472161996,51.0,Yes
Urban,62.0,High School,Married,Osaka,Male,-0.21888216723484277,56843.01627949304,5.552720884112699,45.0,Yes
Suburban,39.0,High School,Divorced,Tokyo,Female,-0.08101318462045881,49516.60125381498,3.932639138300237,37.0,Yes
Urban,88.0,High School,Divorced,Tokyo,Male,-1.153074597104168,59697.64608155635,5.230337827766362,48.0,Yes
Suburban,76.0,Graduate School,Married,Tokyo,Male,-0.2835940540657837,63313.162072440544,2.3610025435615545,28.0,Yes
Urban,44.0,College,Single,Kyoto,Female,-0.9407522044835268,32938.38717354213,3.834106083566483,41.0,Yes
Suburban,48.0,Graduate School,Married,Osaka,Female,0.6901752632105331,61621.34011091804,5.976080571775903,43.0,No
Suburban,109.0,College,Divorced,Tokyo,Male,0.6603612655640089,,3.8615985338674284,46.0,No
Suburban,,Graduate School,Married,Osaka,Male,0.07807347875848634,57973.77041281688,6.5935618094984125,44.0,No
Urban,69.0,Graduate School,Divorced,Tokyo,Male,-0.1985987233975101,45796.974539497016,4.471055685237409,45.0,Yes
Urban,79.0,Graduate School,,Tokyo,Female,0.8937263585683685,,4.738453372441738,31.0,Yes
Rural,29.0,Graduate School,Married,Kyoto,Female,0.035718420502224985,60336.7821138701,7.755259739429846,44.0,No
Rural,21.0,Graduate School,Divorced,Kyoto,Male,-1.3247450121827664,53803.07500974898,6.697129060736072,49.0,Yes
Rural,61.0,Graduate School,Single,Tokyo,Male,0.43818554416862604,53167.48538268976,6.719676760059663,42.0,No
Rural,98.0,Graduate School,Married,Kyoto,Male,0.14448810888244243,68302.75351410522,6.067629409626747,43.0,No
Urban,45.0,High School,Married,Kyoto,Male,-0.07380913540349207,58371.87968513645,5.959283887019262,48.0,No
Rural,38.0,College,Single,Tokyo,Female,0.24872053464071375,82862.39014729779,5.700078806955471,48.0,No
Rural,51.0,High School,Single,Osaka,Male,-0.12895101199059752,66685.465661536,4.489970446714079,48.0,No
Rural,83.0,College,Married,Osaka,Female,0.4133837288114935,64956.268652109684,3.8768256046353065,49.0,No
Suburban,46.0,Graduate School,Divorced,Osaka,Male,-0.8166954958555398,64591.80720031885,3.980416289276167,43.0,Yes
,72.0,High School,Divorced,Osaka,Male,0.27535307917551033,60025.104653223825,5.022458184683082,40.0,Yes
Rural,53.0,Graduate School,Married,Kyoto,Male,0.6341944413816172,,6.679916382246985,42.0,No
Rural,34.0,Graduate School,Married,Osaka,Female,0.4202003479400178,76954.569218152,7.087059300134387,43.0,No
Rural,35.0,Graduate School,Single,Osaka,Male,0.27333031150629034,51811.81976934579,4.328683459847853,40.0,
Urban,,Graduate School,Single,Kyoto,Male,-1.0103907292859613,57713.91213904692,3.8774412522097714,54.0,Yes
Urban,57.0,Graduate School,Divorced,Kyoto,Female,-0.5761995342606495,46103.94862452769,2.7983540966305447,51.0,Yes
Suburban,54.0,College,Single,Tokyo,Female,0.9269411448121168,81714.2916608479,7.244661418239087,37.0,No
Suburban,63.0,High School,Single,Tokyo,Female,-0.8734712819051077,57473.2641622267,3.663327310556464,38.0,Yes
Suburban,41.0,Graduate School,Single,Osaka,Male,0.1403686258582834,49805.435394021,5.48300228772872,45.0,Yes
Suburban,71.0,High School,Married,Kyoto,Female,0.8711739910570261,53778.637385021706,2.202063847445585,46.0,No
Rural,69.0,College,,Kyoto,Male,0.7634431383222201,49146.52179659652,4.40377942611142,45.0,No
Urban,93.0,High School,Single,Kyoto,Male,-0.07922311061540147,64290.895004462924,5.670825592488317,42.0,Yes
Rural,63.0,Graduate School,Single,Kyoto,Male,0.18079117428965272,65393.12323650318,5.895119973221,48.0,No
Urban,44.0,Graduate School,Single,Kyoto,Male,0.4076438880837629,65027.071010369364,7.042696085145897,43.0,No
Rural,34.0,College,Divorced,Osaka,Male,0.4388635042895469,42511.75115799826,5.724639453194266,49.0,No
Rural,71.0,Graduate School,Married,Tokyo,Male,-0.099245801167586,50599.59846791712,4.547205159124578,44.0,No
Suburban,51.0,High School,Single,Tokyo,Female,0.11299269185170875,63453.11395990947,6.3054564966330275,48.0,No
Rural,24.0,College,Married,Tokyo,Female,0.1415809238467644,61807.78437896573,4.889105132912224,55.0,No
Rural,83.0,Graduate School,Divorced,Kyoto,Female,0.12147807421955512,63939.59951661018,3.8377933447323715,37.0,Yes
Suburban,76.0,College,Married,Kyoto,Male,0.3732000614743892,61473.85155548014,7.998379410482827,38.0,No
Urban,68.0,College,Divorced,Kyoto,Male,0.25410880864930485,73252.29770035954,4.358052260083069,34.0,Yes
Suburban,70.0,Graduate School,Single,Tokyo,Male,0.156495742084776,66735.0813943091,5.662088478400845,36.0,Yes
Suburban,30.0,College,Single,Tokyo,Male,-0.33987877761801,69591.49219114467,6.2314199068928655,46.0,Yes
Urban,82.0,College,Single,Osaka,Female,0.061583050491028926,69798.19193841191,4.688006249455929,41.0,Yes
Suburban,63.0,High School,Divorced,Tokyo,Male,0.5438780529937972,45225.67636606838,5.306487694622664,45.0,Yes
Urban,59.0,High School,Single,Kyoto,Female,-0.0979060448551341,64557.55865979912,7.2507006177701765,51.0,
Suburban,66.0,Graduate School,Divorced,Osaka,Female,0.15538314388755162,69927.46939332646,4.784913289688763,47.0,Yes
Urban,68.0,Graduate School,Single,Osaka,Female,0.2159499466190318,69157.15947072908,6.610297492614958,29.0,Yes
Rural,70.0,Graduate School,Married,Kyoto,Female,0.34432204528468113,49597.55560565999,4.1320476189303355,44.0,No
Rural,63.0,High School,Married,Kyoto,Female,0.4155753788416664,57861.57060903356,5.475298538718741,43.0,No
Urban,83.0,Graduate School,Single,Tokyo,Female,-0.20788872414124387,75895.588239593,4.567808599158115,43.0,Yes
Rural,79.0,College,Single,Kyoto,Male,0.0037300182725433367,51851.113144711664,6.438969676294068,,No
Urban,43.0,Graduate School,Single,Osaka,Female,-0.3104126808349893,56196.10387124054,4.401109632425467,43.0,Yes
Suburban,64.0,Graduate School,Married,Tokyo,Male,0.12678855611122877,50767.895141855784,5.390601344286796,42.0,No
Urban,50.0,Graduate School,Married,Kyoto,Female,0.4091101147231759,66933.19138774177,3.2167092156148103,44.0,
Urban,48.0,Graduate School,Married,Tokyo,Female,-0.3592235125300339,70009.32110778986,5.034862544843564,48.0,Yes
Rural,64.0,High School,Married,Kyoto,Female,0.048800717697849445,,5.117621055284761,47.0,No
Rural,57.0,College,Married,Osaka,Male,0.666202372300991,69023.8713709936,3.463755578259316,50.0,No
Rural,62.0,High School,Divorced,Kyoto,Male,-0.5064919798942535,58143.22642069504,,42.0,Yes
Rural,46.0,High School,Divorced,Tokyo,Female,0.30938876971348084,50718.53183247014,3.909169950687869,52.0,No
Urban,77.0,College,Divorced,Tokyo,Male,-0.14545759482535198,63164.65396220941,6.968619895683678,48.0,Yes
Urban,82.0,High School,Divorced,Kyoto,,0.9304041507513313,50677.460522629015,6.123827462566796,37.0,Yes
Urban,45.0,High School,Divorced,Tokyo,Male,0.5481384034282129,63035.625694866365,8.466070893234605,57.0,Yes
Suburban,73.0,College,Single,Kyoto,Female,-0.06051676602076242,68843.17045703932,5.182923831036671,39.0,Yes
Urban,63.0,Graduate School,Divorced,Kyoto,Female,-0.4178784249668559,67266.41621962163,5.291614763429911,53.0,Yes
Urban,51.0,College,Divorced,Tokyo,Male,0.5713779025833121,55563.58706462917,5.129481943785009,41.0,Yes
Urban,50.0,High School,Single,Osaka,Male,0.39589538105264116,66258.56045115046,6.657825597456913,,Yes
Rural,31.0,Graduate School,Married,Tokyo,Male,0.317894182571815,77166.25794299244,5.177475484049011,57.0,No
Rural,39.0,College,Divorced,Kyoto,Male,-0.2532378819682032,78999.39725773124,5.5044996258986965,39.0,Yes
Suburban,92.0,Graduate School,Single,Tokyo,Male,0.8925770980203724,67110.28976282616,4.431879139928513,20.0,Yes
Urban,69.0,College,Divorced,Tokyo,Female,0.01951401248836164,72290.76913419322,3.7257200681040543,37.0,Yes
Suburban,55.0,High School,,Kyoto,Female,-0.729317179337104,55479.874176812045,3.476004117805359,46.0,Yes
Rural,,College,Married,Kyoto,Male,,69906.5867198507,4.989280042116551,50.0,No
Rural,73.0,High School,Divorced,Osaka,Female,0.38049365614316216,59459.5864945855,4.335505698651573,48.0,No
Suburban,49.0,Graduate School,Married,Tokyo,Male,0.30417368007441037,73882.44579108775,3.0688415755412315,57.0,No
Urban,64.0,Graduate School,Married,Osaka,Female,-0.5176480763737835,65587.86487002426,4.486021646465859,26.0,Yes
Urban,31.0,Graduate School,Single,Osaka,Male,0.7930787169039932,68581.95576658488,6.351942747295211,52.0,Yes
Rural,61.0,College,Married,Kyoto,Female,0.25375954095420694,62136.60498415724,5.480588767465473,42.0,No
Urban,74.0,High School,Single,Osaka,Male,0.08931244291881317,84728.17946640955,4.523455275957037,34.0,Yes
Rural,75.0,High School,Married,Tokyo,Female,-0.1296382414196361,44660.203205594946,7.437281943994655,41.0,No
Urban,,High School,Single,Osaka,Female,-0.7124511900214737,60170.47209392097,6.93256553980639,43.0,Yes
Rural,28.0,Graduate School,Single,Osaka,Female,0.3239079025743632,51135.69165576623,6.619920809773175,42.0,No
Rural,81.0,Graduate School,Married,Kyoto,Female,0.6466999143367044,63013.89317430179,4.056385755423172,45.0,No
Urban,90.0,College,Married,Osaka,Female,0.021078941254431938,72139.10123153913,6.242819073550701,45.0,Yes
Urban,14.0,Graduate School,Single,Osaka,Female,-0.5944916923573121,60420.02304142277,7.234500308342751,50.0,Yes
Urban,55.0,Graduate School,Single,Tokyo,Female,0.3383750626955755,70706.66804306349,8.809450852162492,47.0,Yes
Urban,52.0,High School,Divorced,Osaka,Male,0.19954741417518085,38042.78944270946,6.204883522932613,52.0,Yes
Suburban,82.0,Graduate School,,Kyoto,Male,-0.06345956367157568,71329.87849447672,4.534717549251035,42.0,Yes
Urban,54.0,High School,Single,Osaka,Female,0.41617152408135566,58481.761743737,5.040646860645442,55.0,Yes
Rural,57.0,Graduate School,Married,Osaka,Female,0.5001252516962242,69999.27090255132,6.092483748136154,45.0,No
Suburban,63.0,Graduate School,Single,Kyoto,Female,-0.1434610379783312,67014.83430933837,5.230382391547007,56.0,Yes
Suburban,81.0,Graduate School,Married,Kyoto,Male,1.0470454083381218,60424.10602603711,2.1770326933627895,49.0,No
Rural,62.0,Graduate School,Married,Tokyo,Male,0.45702038896039165,47495.83685862451,6.270584332201464,40.0,No
Urban,52.0,College,Married,Osaka,Male,-0.5840892791173697,53065.05023815605,6.107954791497379,53.0,Yes
Urban,63.0,College,Single,Kyoto,Male,-0.18209348321796148,85765.22779349488,3.811332978395798,54.0,Yes
Rural,57.0,High School,Single,Tokyo,Female,0.6425046746625416,64626.06002445072,4.737011434684112,47.0,
Urban,56.0,College,Single,Tokyo,Female,0.7377188838869346,62103.43379626097,3.0064059664471645,48.0,No
Urban,74.0,Graduate School,Divorced,Kyoto,Female,-0.4272225514332887,68781.04101394146,2.5140649174819347,,Yes
Urban,60.0,Graduate School,Single,Kyoto,Female,0.05466292800575916,63457.5710407009,5.545093768182685,43.0,Yes
Suburban,,High School,Divorced,Tokyo,Male,-0.4846415219466088,49681.34132304387,6.14916760855743,41.0,Yes
Urban,50.0,College,Married,Tokyo,Male,-0.15124217920883126,63108.96375281211,6.501962823155185,50.0,Yes
Urban,22.0,College,Single,,Male,-1.019226933183705,64515.30489976859,6.818059791171434,65.0,Yes
Urban,78.0,High School,Divorced,Tokyo,Male,0.25606620317055934,60980.749756852005,4.049288122101652,38.0,Yes
Suburban,30.0,High School,Divorced,Kyoto,Female,-0.29497162833273893,37611.32928208091,5.563743682246595,55.0,Yes
Urban,24.0,High School,Divorced,Kyoto,Male,-0.03614630194081661,29542.27742397857,6.794953534453313,39.0,Yes
Suburban,59.0,College,Married,Kyoto,Male,0.575657889351638,53814.01596717607,5.778876272402014,50.0,No
Suburban,66.0,College,Single,Tokyo,Male,-0.39972851627117123,58745.11980460074,6.569199998124498,56.0,Yes
,61.0,College,Married,Tokyo,Male,0.33981354115123485,92171.81280796681,3.441142633801972,54.0,No
Suburban,94.0,High School,Divorced,Tokyo,Male,0.416837585342146,62450.39930710808,5.75855303534062,34.0,Yes
Rural,90.0,,Married,Osaka,Male,-0.11279366346858799,76932.84373682893,6.9704600796160765,37.0,No
Rural,64.0,High School,Divorced,Tokyo,Female,0.15889327487794258,55845.50833910615,7.089963230177688,40.0,No
Rural,92.0,Graduate School,Married,Tokyo,Female,-0.017562990828875663,61773.42017701589,4.786339582797935,42.0,No
Urban,47.0,College,Divorced,Tokyo,Male,-0.034296264800464854,54880.98453995799,5.824769636680813,52.0,Yes
Urban,92.0,College,Divorced,Kyoto,Male,0.31859172470193287,81235.02984856631,3.559671647177021,41.0,Yes
Rural,79.0,High School,Married,Osaka,Male,0.0824774011608138,51081.69364922204,6.80174174802841,43.0,No
Suburban,58.0,High School,Divorced,Tokyo,Female,-0.22528922316412625,67729.35689064671,6.267932190339982,46.0,Yes
Urban,61.0,College,Divorced,Tokyo,Male,-0.32121984538618975,59111.35555491491,1.9280513266609551,39.0,Yes
Rural,92.0,Graduate School,Divorced,Kyoto,Male,1.2173487672088923,50108.28238011399,4.8302936563766,38.0,No
Rural,37.0,Graduate School,Divorced,Osaka,Female,0.2777074432396416,84201.80624186799,7.862242566240337,45.0,No
Suburban,73.0,Graduate School,Married,Osaka,Male,0.22387034310608295,62351.44618152286,5.158159052692851,50.0,No
Rural,59.0,College,Married,Kyoto,Female,0.5509273264981758,52583.446839089906,6.156698992383509,46.0,No
Urban,87.0,High School,Single,Kyoto,Female,0.00917112857814599,61204.570832242236,6.5032411460095645,60.0,Yes
Suburban,48.0,High School,Married,Kyoto,Male,0.6585128751342264,60440.5995382064,3.496662414123345,51.0,No
Suburban,92.0,College,Divorced,Tokyo,Female,0.3919555795016937,81737.66644082028,4.387662971855025,44.0,No
