Annual Income,Hours Online,Sex,Months with Company,Renew,Age,City,Brand Loyalty,Location Code,Education Level,Marital Status
81581.13292029689,3.854639749526573,M,35.0,Yes,,Khon Kaen,0.189365230568168,Urban,Graduate School,Single
44635.054955762505,6.968483141032612,M,74.0,No,66.0,Mahasarakam,0.6619181464057491,Rural,College,Married
67065.31893981613,3.1244358938652943,M,50.0,Yes,47.0,Udon,0.30380531156928825,Urban,Graduate School,Divorced
70940.45979280963,6.543295181867253,F,43.0,No,31.0,Udon,-1.1408271821575915,Rural,College,Married
37677.433919254865,3.3742555716028653,M,66.0,No,66.0,Udon,0.02605438906729969,Suburban,Graduate School,Single
48920.266481254715,5.335185616488158,M,30.0,No,30.0,Mahasarakam,0.051107044898502374,Rural,College,Married
73989.97590027195,4.56225251478779,M,39.0,Yes,49.0,Udon,-0.36020246728738914,Urban,High School,Divorced
60359.50902319882,3.4207142495227565,F,50.0,Yes,58.0,Udon,0.48248954251972964,Suburban,Graduate School,Divorced
65148.87146382093,2.4027557935379025,F,49.0,Yes,58.0,Mahasarakam,0.48796589437471627,Urban,High School,Divorced
74109.59632583705,5.096812110104434,F,29.0,Yes,43.0,Mahasarakam,0.15346136093411372,Rural,Graduate School,Married
34837.55561947307,3.6036354020714363,F,87.0,No,70.0,Udon,-0.4178072051764,Rural,College,Married
,7.03748841899093,M,47.0,No,34.0,Khon Kaen,0.6810743350343295,Suburban,College,Divorced
71345.29183975926,4.82768302606376,F,38.0,Yes,48.0,Mahasarakam,-0.4428194588364334,Urban,High School,Single
55899.86388770592,3.936830935592385,M,47.0,Yes,58.0,Khon Kaen,-0.44973106138810315,Suburban,High School,Divorced
65228.93297870467,3.713330563951006,M,42.0,Yes,46.0,Udon,-0.19226427897603682,Suburban,College,Divorced
61447.8326014431,4.477245066484845,M,44.0,Yes,52.0,Udon,-0.1835475645355249,Suburban,Graduate School,Divorced
66268.9916395226,2.5067971672780436,M,40.0,Yes,45.0,Khon Kaen,0.2435024673945329,,College,Divorced
57893.13884412525,7.1122871703950805,F,41.0,No,48.0,Udon,0.42277699763737153,Rural,Graduate School,Married
,5.077118906816751,M,63.0,No,52.0,Mahasarakam,-0.8983618305040363,Rural,College,Married
65666.41617762233,6.623820820600029,M,30.0,No,40.0,Mahasarakam,0.21741367982867338,Urban,Graduate School,Divorced
79032.56656667669,5.927328995656831,F,23.0,Yes,35.0,Khon Kaen,0.20636140510971346,Rural,Graduate School,Divorced
79726.27229164078,3.197777634527341,F,30.0,Yes,57.0,Mahasarakam,-0.060071117711009994,Urban,High School,Married
84583.61466188895,5.725999686862417,F,30.0,Yes,35.0,Khon Kaen,0.5801442782501667,Suburban,High School,Married
74234.41539610672,4.2688749163748225,M,49.0,Yes,46.0,Udon,,Urban,College,Divorced
43450.11510513979,5.976690715606197,M,55.0,No,45.0,Udon,-0.25161872407241576,Rural,High School,Married
65969.71032934524,,,40.0,Yes,66.0,Mahasarakam,-0.24391443759921003,Urban,College,Divorced
68210.7917579065,5.826086975978075,M,42.0,Yes,53.0,Udon,0.11097051249499226,Urban,Graduate School,Divorced
50008.42082106312,5.460348528061462,M,44.0,No,33.0,Mahasarakam,-0.03901664824364678,Rural,Graduate School,Divorced
68543.47184258714,4.748591984875397,F,54.0,Yes,48.0,Khon Kaen,-0.43457626411685296,Suburban,College,Divorced
69829.0304702071,5.116290139615294,M,53.0,Yes,64.0,Udon,0.06691422572790928,Urban,High School,Single
79723.59478703448,5.906059140142579,M,33.0,Yes,43.0,Khon Kaen,1.3471809070328566,Urban,Graduate School,Divorced
60838.68430886878,3.8866739223102433,F,59.0,Yes,59.0,Mahasarakam,-0.12944242890360874,Urban,High School,Married
35524.03783397075,3.0157347458914203,M,63.0,No,51.0,Udon,0.17652657200348865,Suburban,Graduate School,Single
73983.33517604046,3.1501469638083566,M,42.0,Yes,55.0,Mahasarakam,0.4386589837787084,Urban,College,Single
51760.258254444445,4.2076993554875735,F,77.0,No,41.0,Mahasarakam,0.31960345722915867,Rural,College,Married
68063.56965508604,3.2204666803566564,M,46.0,Yes,51.0,Udon,-0.7608182480821166,Urban,Graduate School,Single
52291.77958494384,5.043384015463761,F,47.0,Yes,52.0,Khon Kaen,-0.2582869215783114,Urban,High School,Married
53120.72761574897,5.503631033798284,M,39.0,No,45.0,Udon,0.3007319915774359,Urban,Graduate School,Married
36189.28386404057,4.118434725027995,F,52.0,No,51.0,Khon Kaen,0.01960460668334503,Suburban,High School,Divorced
,4.459186500576386,M,45.0,Yes,45.0,Mahasarakam,-0.9247626055240684,Urban,Graduate School,Single
41663.90849046114,4.141015954184443,F,48.0,No,56.0,Udon,0.12932121364992424,Suburban,High School,Married
65027.31059817452,4.744363153367036,M,45.0,Yes,61.0,Udon,-0.2542508876974004,Urban,Graduate School,Divorced
47502.577947103615,,M,53.0,No,53.0,Khon Kaen,0.5282413790458338,Suburban,College,Married
47991.08430539792,5.323343588665184,F,36.0,No,42.0,Udon,-0.8097801117040705,Rural,Graduate School,Married
73477.68120316236,7.44040594200278,M,61.0,No,41.0,Mahasarakam,0.27299725505630795,Suburban,College,Single
69076.3408955157,3.3254452809080988,M,36.0,Yes,52.0,Mahasarakam,0.2642619106586397,Urban,High School,Single
77571.78269541747,4.764369561942415,M,46.0,Yes,44.0,Udon,0.19676246487155696,Urban,Graduate School,Divorced
74066.93467156406,6.048760498188236,M,28.0,Yes,44.0,Mahasarakam,0.12249115275480904,Suburban,High School,Married
58250.586075186795,6.26488667272549,F,54.0,Yes,53.0,Udon,-1.289595357516408,Urban,College,Married
53328.49904622943,4.557241517444099,M,68.0,No,52.0,Khon Kaen,0.08292349143186281,Rural,Graduate School,Married
66105.95063824778,3.0547239872359273,M,47.0,Yes,55.0,Mahasarakam,,Rural,High School,Divorced
89340.72187970384,9.136022831877625,M,37.0,No,27.0,Mahasarakam,0.3527466645966671,Suburban,Graduate School,Married
53401.414279917444,5.348495159696338,M,78.0,No,53.0,Mahasarakam,-0.5192158357625278,Rural,Graduate School,Married
62359.06706054236,3.3691274684288146,F,42.0,Yes,66.0,Khon Kaen,0.2700836254269865,Urban,College,Married
44469.36858075032,,M,48.0,No,49.0,Mahasarakam,0.1260838277251468,Suburban,College,Married
57024.520677520115,4.795416314149671,F,58.0,Yes,53.0,Udon,-0.4128217922426305,Suburban,College,Divorced
67013.6286870301,3.4133855138362694,F,43.0,Yes,50.0,Khon Kaen,-0.3641946033304859,Urban,High School,Single
65611.38849118768,6.164330942683447,F,72.0,No,51.0,Udon,0.43965761851938523,Urban,Graduate School,Married
65595.42694705944,3.2070527404249924,M,51.0,Yes,56.0,Mahasarakam,0.31822245237745433,Urban,College,Divorced
56818.42405683174,3.2089445192443202,M,49.0,Yes,57.0,Khon Kaen,-0.02578379997027168,Suburban,High School,Divorced
75746.05717856734,7.861529284475406,M,0.0,No,21.0,Mahasarakam,-0.19678799297709354,Suburban,College,Single
54638.319518599325,4.204207280349007,F,62.0,Yes,69.0,Mahasarakam,0.05243618787556037,Urban,Graduate School,Married
58197.9313963873,5.8780463858099825,F,73.0,No,58.0,Khon Kaen,-0.002728110379350071,Urban,High School,Married
29848.09911055454,5.124681067806203,M,53.0,No,61.0,Khon Kaen,-0.14379073915362428,Rural,High School,Divorced
69805.02380120165,4.319275620390212,M,40.0,Yes,46.0,Khon Kaen,-0.19372495023239777,Urban,College,Divorced
66484.88033955285,7.121808104759559,F,40.0,No,35.0,Mahasarakam,-0.6690047931146671,Rural,High School,Single
65155.11290802184,5.024397313276689,M,53.0,Yes,35.0,Khon Kaen,-0.33868198821094947,Rural,High School,Single
77802.3736908623,6.11755127771716,F,30.0,Yes,38.0,Mahasarakam,0.3891577532182121,Urban,Graduate School,Single
60257.93064445712,6.794416814156454,F,64.0,No,45.0,Udon,-0.19824995520872807,Rural,Graduate School,Married
72027.75303225408,4.060214495023239,F,61.0,Yes,48.0,Khon Kaen,0.29408635263411587,Urban,High School,Married
86714.64488592774,4.972031335662275,,32.0,Yes,43.0,Mahasarakam,0.5875511590041539,Suburban,College,Single
68397.04922885646,4.2823687512964534,F,54.0,Yes,46.0,Khon Kaen,0.217810713373418,Urban,Graduate School,Single
64916.64665252649,6.942012437450961,F,101.0,No,67.0,Mahasarakam,0.18329759786742383,Urban,High School,Married
71776.89314817984,3.7080233076884292,F,54.0,Yes,43.0,Udon,-0.07819469293865612,Rural,Graduate School,Divorced
54009.936043040194,4.746611124387109,M,78.0,No,49.0,Udon,-0.02722307476257519,Suburban,High School,Married
47632.74756615036,4.804416347278433,,44.0,No,45.0,Udon,0.10200189586615038,Rural,Graduate School,Married
51204.96656462266,5.766344034153878,M,52.0,No,53.0,Udon,-0.25477543382477985,Rural,College,Married
66515.00224144344,4.881919277704712,M,56.0,Yes,53.0,Udon,-0.11899346465175697,Suburban,College,Divorced
58970.180867710005,2.2755876839621036,F,54.0,Yes,53.0,Udon,-0.2810449598053348,Suburban,Graduate School,Single
62212.098541460065,5.243554733978511,F,66.0,No,55.0,Udon,-0.10390654366626055,Rural,College,Married
67251.23487134394,2.553510375022794,M,32.0,Yes,53.0,Khon Kaen,0.005959842057947057,Urban,Graduate School,Divorced
49771.45975082661,4.669642521328681,F,91.0,No,55.0,Khon Kaen,-0.04107965213519919,Rural,Graduate School,Single
26933.369596020646,2.3731884846380766,M,74.0,No,54.0,Mahasarakam,-0.6002254880914065,Suburban,College,Married
73359.27529741175,3.559835196997831,M,19.0,Yes,41.0,Udon,0.30466234590644664,Urban,College,Divorced
74596.56162527243,4.4895437141532595,M,36.0,Yes,49.0,Khon Kaen,-0.18566475991908557,Urban,Graduate School,Married
81644.28474301315,3.2104026908424905,F,31.0,Yes,47.0,Khon Kaen,0.2939421132423748,Suburban,Graduate School,Single
72798.03741617393,5.072957497358607,M,40.0,Yes,42.0,Mahasarakam,-0.017106120754413763,Suburban,High School,Married
71729.75629654044,6.923230107614814,F,38.0,Yes,40.0,Mahasarakam,0.44959337269802946,Suburban,Graduate School,Divorced
61574.24267825753,4.824318595969867,M,43.0,Yes,59.0,Khon Kaen,-0.12177028126916278,Urban,College,Divorced
90941.81861427572,8.780570348973685,,,No,23.0,Mahasarakam,-0.21916900300309858,Suburban,Graduate School,Married
62219.48976982563,4.388577530025478,M,45.0,Yes,51.0,Mahasarakam,,Suburban,High School,Single
82894.35789356499,5.79970696635632,M,28.0,Yes,26.0,Udon,-0.3377072903376799,Suburban,Graduate School,Single
66135.39923064617,3.2920123806341146,M,42.0,Yes,50.0,Khon Kaen,0.1888704748265369,Urban,High School,Divorced
64381.40075377695,6.523859381990848,F,40.0,Yes,45.0,Udon,0.6424383959289381,Rural,High School,Divorced
80573.00779666749,5.55956091677666,M,24.0,Yes,34.0,Udon,-0.019133561277380938,Urban,High School,Divorced
77133.35118071683,4.343669477279113,M,34.0,Yes,53.0,Udon,-0.14662530491197373,Suburban,Graduate School,Single
68931.53179532275,3.3189749206929893,M,40.0,Yes,49.0,Udon,0.25361995121989583,Urban,Graduate School,Single
61704.249574901245,4.422011020998706,M,60.0,Yes,43.0,Khon Kaen,0.3853701683389563,Rural,,Divorced
75273.05546978682,4.818892238514408,F,41.0,Yes,58.0,Khon Kaen,0.06976473941923611,Suburban,High School,Single
46791.78865778902,6.1474406568052835,F,67.0,No,58.0,Mahasarakam,-0.25222384992896274,Rural,College,Married
57750.73176289712,7.152140686229371,F,43.0,No,46.0,Udon,-0.6251249151733987,Rural,Graduate School,Married
86077.49748152867,4.7522241143104065,M,26.0,Yes,47.0,Udon,-0.15903830163697327,Rural,College,Divorced
56846.850642555946,5.33169763264657,M,73.0,No,40.0,Khon Kaen,-0.6313252398804883,Rural,High School,Divorced
74227.71281738696,4.350439877379195,F,49.0,Yes,47.0,Mahasarakam,-0.6508187362905832,Urban,Graduate School,Divorced
63893.42539367817,3.49325268711185,M,42.0,Yes,49.0,Mahasarakam,0.7134900788439664,Rural,High School,Divorced
58996.80244857476,,F,52.0,Yes,49.0,Khon Kaen,-0.5945028619350083,Suburban,College,Divorced
94026.06482479106,5.47194548232192,F,20.0,Yes,28.0,Mahasarakam,0.657775807856571,Urban,College,Divorced
82102.0767090601,4.551637446353322,M,32.0,Yes,39.0,Khon Kaen,0.1120033813088068,Urban,College,Married
87168.73548325193,9.770847919480932,F,54.0,No,36.0,Udon,-0.36372515980227144,Rural,Graduate School,Married
60282.94979148571,6.058773573618321,F,55.0,Yes,47.0,Khon Kaen,-0.45738258685948,Rural,High School,Single
78880.1635325646,5.879272238821443,F,47.0,Yes,49.0,Mahasarakam,-0.2655222474113036,Urban,Graduate School,Single
68638.8532654554,6.133016947994551,F,17.0,Yes,42.0,Khon Kaen,-0.27414784181880436,Suburban,High School,
43559.226405000634,4.6685519220837834,M,67.0,No,55.0,Udon,0.04220965431166025,Urban,High School,Divorced
72248.03471964752,5.694064670848664,M,38.0,Yes,46.0,Udon,-0.5541187699690591,Urban,Graduate School,Divorced
62646.8904521024,3.9332459378871816,M,48.0,Yes,54.0,Mahasarakam,-0.11197938295722354,Suburban,Graduate School,Single
64637.42292232028,7.077126668491399,F,67.0,No,36.0,Khon Kaen,-0.26433531770335406,Rural,High School,Married
57495.249457069425,4.478217492979335,M,58.0,Yes,45.0,Mahasarakam,-1.3879365198809828,,Graduate School,
32316.81669504367,5.39206849010907,M,55.0,,53.0,Khon Kaen,0.5965638627746359,Rural,College,Single
53854.99882456511,4.694386374825316,M,46.0,Yes,50.0,Udon,-0.3926118141825927,Suburban,College,Single
69225.94694741922,5.3024473034068365,F,44.0,Yes,47.0,Mahasarakam,0.9190189267197251,Rural,College,Divorced
55708.6207598213,6.108233554123415,F,36.0,No,52.0,Mahasarakam,-0.32335304889299715,Rural,Graduate School,Divorced
65685.7198659466,6.585983983126382,M,48.0,No,43.0,Mahasarakam,0.1938402009252061,Suburban,College,Divorced
39160.568295650795,5.375811902917325,F,45.0,No,52.0,Mahasarakam,0.004461855245148805,Rural,High School,Married
76748.33581155335,6.981228258439801,F,67.0,No,49.0,Udon,0.39459277959066513,Rural,College,Married
68654.6810418891,7.501343929940502,M,80.0,No,51.0,Udon,0.40300523075374467,Suburban,High School,Married
58545.44880724279,5.190806557445292,M,39.0,No,40.0,Mahasarakam,0.3939879927285175,Urban,Graduate School,Divorced
67856.28872344243,4.071374883722408,M,40.0,Yes,54.0,Mahasarakam,0.5450067468443556,Suburban,College,Single
52716.88631037846,5.105409730879964,F,67.0,Yes,49.0,Khon Kaen,-0.48273910744150816,Suburban,Graduate School,Divorced
68594.88584430823,4.566676647183158,F,47.0,Yes,34.0,Khon Kaen,0.09516188866471287,Urban,High School,Single
57009.12842701487,4.246666468081155,M,62.0,Yes,62.0,Khon Kaen,-0.20311997360648112,Urban,College,Divorced
81698.16836530747,6.652963487732383,F,24.0,Yes,25.0,Khon Kaen,0.18206586591608526,Urban,High School,Divorced
46638.09959993765,5.34852992657052,F,72.0,,44.0,Khon Kaen,0.2553040666322288,Urban,High School,Single
69374.89768040908,5.271759108780287,M,37.0,,46.0,Khon Kaen,0.6374061373251347,Suburban,High School,Divorced
43928.98880123942,5.1102740966833995,F,78.0,No,48.0,Mahasarakam,-0.21300902106840588,Rural,Graduate School,Married
59006.039769404924,3.0105388749365485,M,57.0,Yes,71.0,Khon Kaen,-0.5309526480295839,Urban,College,Single
79465.7978170614,5.824877933321508,M,42.0,Yes,34.0,Udon,-0.17792355347028582,Urban,High School,Married
64378.96155219818,5.865544784160084,M,50.0,Yes,45.0,Mahasarakam,-0.3432719754226207,Urban,Graduate School,
57149.30378472161,6.269402221163678,M,64.0,No,41.0,Mahasarakam,0.511439547828108,Rural,High School,Single
85485.10641737352,4.8747908781117095,F,37.0,Yes,41.0,Mahasarakam,0.9038843127817073,Urban,Graduate School,Single
83801.30703805047,6.800071638116365,F,21.0,Yes,28.0,Mahasarakam,-0.13704402395241144,Urban,High School,Divorced
53826.9089266275,5.7740985466143595,F,61.0,No,41.0,Khon Kaen,0.021905543386301615,Rural,High School,Married
77016.72877836826,4.684014320682228,F,29.0,Yes,32.0,Mahasarakam,-0.06929788151589347,Suburban,Graduate School,Divorced
66247.00486844382,4.22370488321503,M,27.0,Yes,47.0,Khon Kaen,0.1436082621317804,Urban,High School,Single
52114.52961377773,5.855711233896294,M,74.0,No,60.0,Khon Kaen,0.5015792206435561,Rural,High School,Single
53300.84532073125,3.3436015722396233,M,72.0,Yes,61.0,Udon,-0.22059401245011737,Urban,Graduate School,Divorced
65535.41320732126,8.246185460193066,F,49.0,No,33.0,Khon Kaen,0.02561277642885157,Rural,High School,Single
62297.788566152354,3.7538106599532686,F,68.0,Yes,71.0,Mahasarakam,-1.2634458056536721,Urban,Graduate School,Married
43460.025139276695,5.490527265915264,M,56.0,No,41.0,Khon Kaen,0.2604310134227218,Suburban,High School,Divorced
82029.32260208603,5.4879521961501005,F,28.0,Yes,45.0,Udon,0.8573099755287528,Suburban,High School,Divorced
42458.04049766534,5.183193890830129,M,45.0,No,42.0,Mahasarakam,-0.13619154517549953,Suburban,Graduate School,Married
72815.49629575975,4.557777829815563,M,39.0,Yes,55.0,Mahasarakam,-0.43913485395915935,Urban,College,Single
74467.83226695814,6.543114339922399,M,29.0,Yes,50.0,Udon,-0.8281769461013043,Urban,College,Divorced
67133.38053017596,6.575171745011332,F,49.0,Yes,51.0,Mahasarakam,0.7589985669005492,Urban,High School,Divorced
56126.21667845791,4.017447364061116,M,47.0,Yes,61.0,Mahasarakam,-1.079201636680169,Suburban,College,Divorced
65038.003759510844,6.238579199545716,M,39.0,Yes,50.0,Mahasarakam,0.48207457356566485,Rural,High School,Married
47732.78238937362,6.9331406927375046,M,70.0,No,52.0,Mahasarakam,0.8545685245921106,Suburban,High School,Married
56754.82234034588,3.781250966107991,F,52.0,Yes,59.0,Mahasarakam,-0.06885037681911897,Suburban,,Single
,3.0944158657400336,F,40.0,Yes,56.0,Udon,0.2845443699786908,Rural,College,Single
72784.5130572695,7.613279033533482,F,36.0,No,34.0,Mahasarakam,-0.2459127997046287,Rural,High School,Single
57985.83217707989,7.416291251101637,M,62.0,Yes,45.0,Mahasarakam,0.5942470814391092,Urban,High School,Divorced
80048.48971797957,4.447868851429449,M,40.0,Yes,56.0,Khon Kaen,-0.25215231300039553,Urban,High School,Divorced
53970.49129964167,5.998035666957108,M,70.0,No,59.0,,0.6577910108687721,Rural,Graduate School,Married
53488.20714162358,5.132354079953755,,78.0,No,49.0,Khon Kaen,0.3657450716867974,Rural,Graduate School,Divorced
39316.88920027,4.941927460883726,F,71.0,No,61.0,Khon Kaen,0.11363145224120058,Rural,Graduate School,Divorced
28645.422267330585,4.68869230380441,M,83.0,No,64.0,Khon Kaen,-0.6957989792764343,Suburban,College,Married
73612.5342618638,5.93836545059521,M,36.0,Yes,39.0,Khon Kaen,-0.30277027747331087,Suburban,Graduate School,Single
72608.23346507954,6.265500465895258,F,69.0,No,41.0,Khon Kaen,-0.6483054288884619,Suburban,College,Single
77401.19154510081,5.393200533564441,M,46.0,Yes,44.0,Udon,-0.3100990249660531,Urban,College,Divorced
65947.71908846409,6.523383015837536,M,35.0,Yes,,Mahasarakam,0.5442085525464803,Urban,Graduate School,Single
83631.50861741544,4.851433018793056,M,42.0,Yes,,Udon,-0.4016885009842269,Urban,Graduate School,Divorced
42688.742530749645,4.691336797163957,F,72.0,No,51.0,Mahasarakam,0.5560651320217999,Suburban,Graduate School,Married
35437.027775692,2.5047305142163094,M,76.0,No,61.0,Mahasarakam,-0.18059405076728696,Rural,College,Divorced
67414.1490060998,3.3129428320042287,M,40.0,Yes,56.0,Udon,0.12910139020920106,Urban,Graduate School,Divorced
42978.37374312116,4.576019295978046,F,90.0,No,68.0,Udon,-0.3688557065855099,Rural,College,Married
62888.612697898614,5.350904584784803,M,49.0,Yes,36.0,Khon Kaen,-0.2803528413429778,Urban,High School,Divorced
70446.12033015382,6.176419265767223,M,54.0,Yes,44.0,Mahasarakam,-0.8123102171453045,Urban,Graduate School,Divorced
59961.85346815455,6.444737108548475,F,109.0,No,61.0,Udon,0.06885467585534152,Rural,Graduate School,Married
52911.97363553432,7.254912433978977,M,65.0,Yes,37.0,Mahasarakam,-0.31400252782260996,Urban,College,Single
63565.21530827789,4.48213559841857,M,,Yes,50.0,Khon Kaen,-0.3750561139966825,Suburban,Graduate School,Divorced
44268.694498799145,5.579994551384924,F,75.0,No,62.0,Udon,0.24392254236663957,Urban,College,Married
66531.63019959086,5.180406485085362,M,40.0,Yes,42.0,Mahasarakam,-0.10710432614763593,Suburban,Graduate School,Divorced
66797.98196434707,4.3035149596263045,F,36.0,Yes,54.0,Khon Kaen,0.682065451891712,Urban,High School,Single
62249.80795826985,5.9607256290187305,M,49.0,No,38.0,Khon Kaen,-0.4750306216719511,,,Married
78934.95590106462,2.483137361768034,M,37.0,Yes,48.0,Mahasarakam,-1.2170188075031703,Rural,Graduate School,Single
60721.373377458236,4.421265525743061,M,47.0,Yes,49.0,,,Urban,High School,Married
56021.441462046576,1.950723281159493,M,43.0,Yes,50.0,Udon,-0.3080622036867443,Urban,Graduate School,Divorced
64710.1248429294,6.9386907685443795,M,19.0,No,21.0,Khon Kaen,-0.04276888219047728,Suburban,High School,Married
77264.1731982881,4.750512882190233,M,34.0,Yes,43.0,Mahasarakam,-0.2630019123846686,Rural,College,Divorced
85487.53988731725,6.01026585570375,M,36.0,Yes,37.0,Udon,,Suburban,High School,Divorced
54272.47011797261,5.9778763462175775,M,63.0,No,,Udon,1.149057226594757,Rural,Graduate School,Married
62736.528392271415,4.9009535445432,F,57.0,Yes,46.0,Khon Kaen,-0.99628833932701,Urban,College,Single
53484.017095364434,5.920966395284242,M,82.0,No,57.0,Udon,0.1245456711378228,Rural,Graduate School,Divorced
74088.65868307075,6.111480336110194,M,43.0,Yes,29.0,Udon,-0.3812408649223545,Rural,High School,Divorced
37225.29988857396,6.084874530246975,F,67.0,No,64.0,,0.11613021710126786,Rural,Graduate School,Married
58038.64692374791,3.865090947879913,M,52.0,Yes,61.0,Khon Kaen,0.8192348488399066,Urban,High School,Divorced
72910.18501497907,4.654577699706521,M,32.0,Yes,49.0,Udon,-0.6977274391048278,Urban,Graduate School,Single
60109.247255199974,1.5460924143526857,F,38.0,Yes,58.0,Udon,0.10803571076145982,Suburban,High School,Divorced
26089.438930324803,2.207018138646633,M,47.0,No,54.0,Mahasarakam,0.33105693306770206,Rural,College,Married
41507.003686323675,2.9959154160743844,F,61.0,No,56.0,Khon Kaen,-0.7396714825564377,Suburban,,Divorced
57290.60029644562,5.564234530298532,M,52.0,No,32.0,Mahasarakam,-0.7897870029300919,Rural,,Married
86442.26480729954,7.284907697480172,M,34.0,No,35.0,Mahasarakam,-0.5672695559262945,Urban,Graduate School,Married
81254.32961390332,5.8374092208505495,F,17.0,Yes,26.0,Mahasarakam,-0.4280910103233165,Urban,Graduate School,Single
,4.984070302012211,M,86.0,No,48.0,Udon,-0.4618888280236662,Rural,Graduate School,Married
78505.333422992,6.356503075563784,F,31.0,Yes,38.0,Khon Kaen,0.02509350736539323,Suburban,College,Divorced
43261.84436198813,5.4192278415192465,F,31.0,No,48.0,Khon Kaen,-0.05340013347146788,Rural,College,Single
64331.88672994259,7.088239618441506,F,103.0,No,55.0,Mahasarakam,-0.013592169543224931,Suburban,College,Married
67386.930771834,4.405073455085749,F,41.0,Yes,46.0,Mahasarakam,-0.4093137917417592,Rural,Graduate School,Divorced
79392.93645860968,5.140397556337179,F,31.0,Yes,49.0,Khon Kaen,0.2643769178902804,Urban,High School,Divorced
79845.04915853284,5.09173914479972,M,38.0,Yes,40.0,Mahasarakam,0.1640063537497786,Urban,Graduate School,Divorced
62302.179872020075,6.919193918661575,M,117.0,No,59.0,Mahasarakam,-0.47336842657933764,Rural,College,Married
48471.84108470188,4.250722865033655,M,37.0,No,36.0,Khon Kaen,-0.5438568723849693,Rural,High School,Single
79484.4582543641,4.088823890385731,F,26.0,Yes,37.0,Mahasarakam,-0.007935472581470385,Suburban,Graduate School,Single
46691.42379537238,4.679148816855488,M,53.0,No,53.0,Khon Kaen,-0.1446352548955609,Rural,Graduate School,Single
52881.241070920936,4.544055836931196,F,44.0,No,43.0,Khon Kaen,-0.9197734784647665,Urban,Graduate School,Married
35230.71846714308,3.947145762052268,F,99.0,No,75.0,Khon Kaen,-0.581811934237763,,Graduate School,Single
55628.06274198079,7.105848173281653,F,71.0,No,50.0,Mahasarakam,0.22380299510774593,Rural,Graduate School,Single
51367.04394730152,3.9006882501420153,M,46.0,No,46.0,Mahasarakam,0.6283739542067369,Suburban,Graduate School,Married
49344.16986935872,3.929256116911059,F,39.0,No,54.0,Udon,-0.6108056623384562,Suburban,College,Single
68578.17560057242,6.796311673350144,M,51.0,Yes,48.0,Udon,0.18007477240097403,Urban,High School,
62641.73510939028,4.452283408280872,F,68.0,Yes,65.0,Udon,-0.9047675653797116,Urban,College,Single
58071.49544266583,4.289871534288964,F,47.0,Yes,46.0,Mahasarakam,0.4124681988029899,Urban,College,Divorced
59695.380878758224,5.488281677403282,M,52.0,Yes,49.0,Mahasarakam,-0.01900551253008944,Urban,College,Divorced
55422.45033238655,5.699065045315791,F,54.0,Yes,51.0,Udon,-0.5040379825866821,Suburban,College,Single
79695.04714039838,6.016671761091397,F,58.0,Yes,55.0,Mahasarakam,0.6688085870932909,Suburban,Graduate School,Married
67381.4350674006,2.716366249199296,F,36.0,Yes,43.0,Udon,-0.10803368168703725,Rural,Graduate School,Single
59767.91781368415,5.315590961993308,M,51.0,Yes,47.0,Udon,-0.7412451971314106,Urban,College,Single
57484.11624188671,3.1190729804272843,M,68.0,Yes,58.0,Mahasarakam,0.16240209060126534,Suburban,Graduate School,Divorced
53195.34939185507,5.995947333564864,,71.0,No,42.0,Udon,,Suburban,High School,Divorced
78909.98278302397,2.9703284010680617,M,31.0,Yes,43.0,Khon Kaen,-0.1469018390226698,Urban,College,Divorced
85344.43689584846,5.01613373323539,M,23.0,Yes,33.0,Udon,0.22887580750972059,Suburban,Graduate School,Divorced
61860.89453589719,3.734744812962697,F,41.0,Yes,57.0,Udon,-1.237489589730917,Urban,Graduate School,Single
66610.6900169472,7.32679066461834,F,35.0,No,37.0,Khon Kaen,-0.16778080162030196,Rural,Graduate School,Married
53599.882992529834,4.80237234095087,F,65.0,No,52.0,Khon Kaen,-0.09075191638266897,Suburban,Graduate School,Married
68055.3359752124,7.598905967461127,M,67.0,No,45.0,Khon Kaen,0.2332793117642557,Rural,College,Divorced
37247.85117226727,,F,94.0,No,61.0,Udon,-0.037185519052648754,Rural,Graduate School,Married
59700.22383197445,5.912111775562372,F,56.0,No,47.0,Udon,0.5123924610600312,Suburban,High School,Married
62982.994800387416,4.289198707783718,M,58.0,Yes,55.0,Mahasarakam,-0.17505646352921725,Urban,Graduate School,Single
63025.20250039933,4.964008911240458,F,48.0,Yes,57.0,Mahasarakam,-0.5503135356849698,Urban,Graduate School,Divorced
67692.97731239295,4.891153917532899,F,39.0,Yes,41.0,Khon Kaen,-0.536265276930729,Suburban,College,Single
60036.5987109232,7.890115456888886,M,60.0,No,52.0,Khon Kaen,0.08317288663107258,Suburban,Graduate School,Married
58514.97192127066,4.989056881812117,M,71.0,No,39.0,Khon Kaen,0.7014085287934212,Suburban,College,Single
82567.65222334744,6.985201900273702,M,36.0,Yes,26.0,Mahasarakam,-0.33929189850218644,Suburban,High School,Married
74231.3072538547,4.143332984874043,F,43.0,Yes,44.0,Khon Kaen,-0.34004074463960665,Suburban,College,Divorced
68198.86411701546,6.411542545001012,F,48.0,Yes,44.0,Khon Kaen,0.5938153255876361,Rural,High School,Divorced
,5.741760760884394,M,33.0,No,35.0,Udon,-0.6756209826994253,Rural,College,Single
