Marital Status,Satisfaction,Happiness level,Age,Household Income,Gender
Divorced,47.172857011283114,49.37952224975552,22,178844.3052851891,Male
Married,17.627801218434044,11.81322617828312,43,103212.43694824437,Female
Single,50.49810860423716,71.61629354785957,29,160799.79181030067,Male
Divorced,75.28213795155659,84.36235039641596,35,124439.0500833974,Female
Married,41.93879949732879,33.22996481794103,76,95600.92194806534,Female
Single,40.19759289083793,34.549587790439304,71,99145.4777598611,Female
Single,86.70128894300692,90.37705283392154,49,88852.68077269697,Female
Single,91.07462863835573,98.02365392233528,51,90219.83265272467,Male
Married,47.71171146519144,42.97446228807413,28,186358.09714408548,Female
Single,47.01111493923718,21.84809911735015,27,175442.90915807185,Female
Single,19.588949897150343,18.972863755144598,42,86696.0148900954,Female
Single,87.85068905781925,84.55127602738608,49,85060.54947103022,Female
Divorced,40.80386007533227,50.94959160014588,75,102766.94156334978,Male
Divorced,91.21257967396612,82.7699124950739,46,72796.82642633676,Female
Divorced,74.71656371189268,69.14952467777856,30,118763.62087778116,Male
Married,10.42281708013391,19.03481164611717,53,48631.19775698589,Female
Single,20.67244018365285,28.44290745518954,45,89746.37546621586,Male
Married,44.02316989215602,54.151641491854264,39,200000.0,Male
Single,10.817755653883644,5.9219822469481,45,56713.706562312844,Female
Married,5.212470548495588,10.545752707944922,47,59587.33516346292,Male
Single,80.04843030611806,87.55978671430374,41,139371.98228844863,Female
Divorced,22.710525351906462,26.613723064629767,38,71396.38963586447,Female
Divorced,46.060001095939505,47.15463563195814,23,175349.09586807774,Female
Divorced,18.970164331858772,13.938467399315396,43,86293.13682888797,Male
Married,5.664128749180314,-8.743562733459692,53,32350.728098242966,Male
Married,69.80982550986961,69.83489475967592,34,114597.51388420138,Female
Married,47.058731737543056,46.82788939993511,24,178311.2083425585,Female
Divorced,36.491820520340745,44.2915938221797,60,97032.14393303984,Female
Single,46.822864289888955,34.05925732459467,30,181969.11427972658,Male
Married,23.232131634085835,21.845047594777224,46,99872.95104434245,Female
Divorced,18.962360189821844,27.74962580264961,40,97617.40360465692,Female
Married,43.75835951605812,36.25986262453394,64,99076.1253357433,Female
Single,72.54397259530484,69.03677941616041,32,124891.11162848535,Male
Single,6.223789561764271,0.4174214557011666,48,50335.42511505315,Male
Married,30.1635596183156,21.574334835342505,67,108239.58202726356,Male
Divorced,73.04790228437396,75.2786236133339,34,129781.55832614569,Male
Single,90.16474475904346,84.22378621763771,48,81533.45062715729,Female
Married,79.1184408605221,89.90687680458721,55,98507.27406465512,Male
Single,32.04879634371481,43.35246963198985,67,86957.97348776064,Male
Divorced,42.61556076522074,39.837140443233174,25,169541.95701775653,Male
Single,74.63968360312248,81.48289618064047,38,137141.84145460097,Female
Single,22.34290809350433,29.86364630798159,44,84845.54217400898,Female
Married,11.921955957912218,10.73528502768051,50,67472.54042035331,Male
Single,50.10837305675775,41.94305019746802,27,186814.2552947616,Female
Married,15.145222040472405,26.551294231510266,48,52708.09493748295,Male
Single,96.00477661550556,111.95552968648744,47,74525.5455221367,Male
Divorced,31.586806398772893,15.263009166773195,62,93811.28843097552,Male
Married,92.29712023157734,91.07387910481557,49,72259.9544281216,Female
Single,10.111565708813252,15.557796593922276,47,47672.74498843978,Female
Married,75.89082762942508,69.12049402078195,43,126385.76087035057,Female
Married,10.689708011000796,0.39607713530451427,43,59328.92742996749,Male
Single,23.227116780067536,25.89873163482805,46,99729.65299767804,Female
Divorced,88.29097268153768,84.15073355728414,44,74496.46294299053,Female
Single,14.992528830918424,27.988525434479328,38,94413.96788679426,Female
Married,26.787797923975788,32.20247436592945,41,100930.06321188869,Male
Divorced,75.39228743749145,62.298997570667275,35,119421.57381551986,Female
Single,12.257773410726045,23.865881806684442,40,53039.02724784198,Female
Divorced,82.99892562925186,82.47440082565923,40,75382.68562077254,Female
Married,71.660409277469,76.61362123412091,35,132506.86002176857,Male
Divorced,65.3485293257892,74.79264659409488,30,130409.98675223223,Female
Divorced,73.05813281504368,76.04029489269216,40,131788.56844140918,Female
Married,48.09024990506306,39.16338271499387,28,177758.63363865565,Male
Married,45.424685546924955,30.754976318168325,25,168033.31921215373,Female
Married,73.26390763256983,80.51572560468004,40,122553.02552313244,Female
Divorced,28.685380675282616,23.2456995174934,43,98160.41609321674,Male
Divorced,76.36046696052712,93.38892035702801,35,109277.01169812973,Male
Married,40.2832606706726,30.704894067716584,26,176555.84104156608,Male
Single,13.247322867277767,14.03154602217293,54,49885.397845460466,Male
Single,82.88839098890647,78.9626120229882,43,90711.88350943764,Female
Single,32.61018026269119,25.13500202083829,76,96124.39476258235,Female
Single,69.9376002339123,73.99480910805443,41,131853.13305763324,Female
Divorced,4.155394470620742,19.576841313133222,47,48696.97181475535,Male
Single,20.594934913960273,19.00239230487168,46,82294.37077254987,Male
Divorced,39.98483522933656,59.41508843167852,73,93232.23550358374,Male
Married,19.383760542775654,14.499721948772521,42,88277.7742944573,Male
Single,85.4325836057634,81.47801942842604,52,74382.08378374878,Male
Divorced,28.983897542649785,26.667026830460436,42,92564.54064160542,Female
Single,40.933388404556084,40.98775837012085,63,92906.44972095564,Male
Married,72.43922815380787,69.31282998405808,32,124905.61112609883,Male
Divorced,91.20981803661618,99.05239367838232,47,92222.11423438114,Female
Married,15.753322085897658,21.43791809531453,55,58572.26592424302,Female
Single,86.8004944647291,103.11357899817281,48,74736.03758086101,Female
Divorced,18.815141307567934,6.472880995620493,51,84649.83007872681,Female
Married,94.40801649222723,90.95034729661529,48,78465.08056531227,Female
Single,76.85963724463792,78.96043614221621,32,126993.99787077747,Male
Divorced,33.59935787481737,6.890784648798224,64,90732.93021614815,Female
Single,3.5419972321142055,-11.74652880883478,50,47641.77869475167,Male
Single,22.80172151757756,34.900353962627314,46,83107.21888935576,Female
Married,96.79298648646625,107.76553657451002,46,89580.32421951802,Female
Single,19.848737539840474,33.63762030301599,44,103782.90361302649,Female
Single,73.45948946821782,80.4943773506946,33,135032.5425997401,Female
Married,72.167652768892,66.0075363207366,32,118451.96719771923,Male
Married,44.5471939524168,46.58065826614606,24,188469.0620374107,Female
Married,80.78348492966589,83.53470054304663,35,133218.22192116067,Female
Single,35.31960837559572,21.39048887694552,67,107760.67457413938,Male
Married,33.790648750459155,44.21363007479376,66,87575.08523156302,Male
Single,75.5578987719131,60.030267314690036,37,118774.20563703208,Male
Married,10.68732352760653,19.206295661383997,50,48079.30763198651,Male
Married,44.810223292746485,43.103178063016784,28,165835.0120339636,Male
Married,41.34226652042358,44.863440044822674,64,102478.2205105166,Male
Divorced,25.221438406284893,19.56981467121055,43,72392.43095565155,Male
Divorced,93.11924399033371,98.32526802119165,50,88704.95052660134,Male
Married,36.0775280717435,38.22036136584352,66,110149.99720659044,Male
Single,70.92946134084687,62.47018597423504,42,110145.60101927831,Female
Divorced,72.46091863364316,68.02812537375877,36,120030.20201824183,Female
Single,97.75769437154221,99.48590155209715,50,76674.57335569579,Female
Divorced,15.617965869356773,5.361074914419683,40,86556.05453759909,Female
Married,79.66417511042098,87.51431389130752,37,122061.93411724613,Female
Single,89.16278765857177,100.01651596529007,55,71720.0473606989,Male
Married,72.20101611015988,69.34628896436861,35,140765.54396316767,Male
Divorced,48.579490942051024,57.38407585636701,68,99344.6243035959,Female
Single,80.24598977937666,97.94691476120798,33,129343.04901820807,Female
Single,51.99326985904553,76.89694514701563,26,183007.35745324346,Female
Married,71.46939828159736,61.223736352453045,31,136325.39817612234,Female
Divorced,0.0,-7.544312341965571,44,52477.965962789676,Female
Divorced,88.5013468127878,89.48314526248392,43,85735.04689838109,Male
Married,13.531261410445275,10.03366675303769,48,59114.63894735488,Male
Married,75.26752187973229,65.8899578237752,33,120171.64665818233,Female
Divorced,6.9737871605284525,20.350769832279813,46,64110.41636384235,Female
Married,11.652803453622411,17.676425987345123,47,45204.00551844762,Female
Married,20.24036806217606,31.035031394407053,42,81901.70706070332,Male
Divorced,33.01426430418466,30.03836505149252,63,92905.75108081824,Female
Divorced,81.00953686151416,77.48846233600085,51,84143.45795263672,Female
Married,17.425065046814293,10.25897311469492,46,97227.09500031287,Male
Married,5.925736094777001,-2.102064348993437,53,50896.157276176236,Female
Married,49.255331958953654,50.61174359418297,32,184091.3743772837,Female
Married,29.282081206595393,34.40074089085772,46,84647.01674049316,Male
Single,94.2839563418652,85.45092093007446,45,103418.87841758423,Female
Divorced,24.94173651422621,27.866758200151857,42,96953.14813976231,Male
Single,8.010784966442856,1.5290355063058065,43,52734.01986200729,Male
Married,77.49696226691711,82.43069185169014,32,141046.84439524327,Male
Married,14.229207776313189,21.559634178682078,54,78449.90944152231,Female
Divorced,39.69592807807216,41.26287549139976,65,97659.11065763715,Female
Single,7.619776857601849,16.489261487889195,46,49596.336599162765,Female
Married,14.087399876478536,12.103766527221783,49,98419.18425099281,Male
Single,21.6086442810166,34.33317706542799,42,93489.27759476803,Female
Single,29.341325555841763,10.263514965129218,44,94383.91984003523,Male
Single,49.859885874921424,56.20355694674056,25,179785.89569763181,Female
Married,88.32852488609879,98.48794641134207,52,82472.78731356165,Male
Divorced,38.090089956086096,51.47331374711525,73,101771.34024016466,Male
Single,36.2437010880204,41.08967663795174,65,105445.6808256723,Male
Single,97.29182490254415,100.10757229017565,52,87064.38630510667,Male
Divorced,94.35772362713206,93.51916564090051,47,97647.38321193174,Male
Married,81.38161611828497,102.30062932308451,32,120677.36472507476,Female
Divorced,35.238846605500804,28.684787636118486,65,83090.70003251347,Female
Divorced,22.71981644560154,35.57467000788088,37,86275.38860556825,Male
Divorced,40.32464293692312,31.669112155282047,64,107680.07026494958,Male
Divorced,18.35031707092117,12.407734374094279,47,41551.27306744529,Female
Single,87.98278910062749,90.09362460294494,46,82960.09735103624,Female
Divorced,20.158030113784246,41.839745733382905,53,85154.0357411972,Male
Married,36.35526961933227,32.15569392161679,69,98129.7173988283,Male
Married,14.326857504590166,11.385812566567783,40,108990.59847847742,Female
Divorced,77.64284381519911,94.746841035605,33,134011.26301593432,Male
Divorced,72.90074548190647,82.09892026755531,40,122530.99962997486,Female
Married,82.89546127151864,89.52927611343084,47,85558.01469446634,Female
Divorced,18.54734520257558,28.783176748879693,46,87988.75191665326,Male
Married,74.25441217350618,70.7881036822904,28,125040.06670839194,Male
Single,90.28966668423757,90.75734765655474,56,85257.94710013483,Female
Divorced,35.06589241532378,31.199753702932444,65,109667.14337795273,Female
Single,14.090093649460904,14.714648479125158,50,47094.571304153375,Male
Married,15.323460845093006,24.31561746301769,49,93155.40721662488,Female
Married,99.8881558574077,105.35053727532166,56,83458.57002009539,Male
Divorced,22.42508918339366,30.558907071674497,56,92872.69069796227,Male
Single,37.004124237503845,40.613968663226345,74,89710.63079493542,Male
Single,73.82116523332095,58.7625474459991,33,121555.5762585644,Female
Divorced,75.15374716901519,79.1996182671797,33,119909.43643282453,Male
Divorced,87.94669890721866,77.33499029195298,48,75784.2975746803,Female
Single,19.094276263171455,20.715039582975354,47,87631.59327706313,Male
Single,13.218339377266055,25.86874514332407,53,45302.30291165966,Female
Married,9.755734660391859,-0.2491308247843964,51,51679.81528590148,Female
Single,89.87669936710947,80.73836338941882,44,70546.00732002698,Male
Single,38.206129764124505,52.457806940067016,80,115758.64582513415,Female
Divorced,43.008826752565675,38.7673621338027,65,108084.65481204385,Male
Divorced,77.9988757526838,81.4211462457012,32,136485.1350210405,Male
Divorced,10.08312921793052,4.206210769241569,47,48232.60457593053,Female
Married,89.9305785961761,84.2049930066085,47,82078.89555343115,Female
Divorced,87.14195271871122,83.34156857678849,50,70928.2783881315,Male
Married,50.33673442531733,48.29166162394363,27,168478.3092185556,Female
Single,79.71760949306781,76.43047894139498,39,123514.83955417213,Female
Single,48.079358310525656,64.77714666018024,28,186700.6730701076,Male
Divorced,4.364152729300969,15.25745564385606,54,48854.43955017383,Male
Single,15.30845208618559,18.68184567110486,48,58877.78338482746,Male
Married,20.054762103682815,27.617020978991594,45,78035.6870609723,Male
Married,46.199163698511,55.799264826762844,28,159538.55711460428,Female
Single,49.96253325005206,44.71553251481034,25,178902.0218073294,Male
Married,43.05551950626284,55.7881845012895,67,99064.382038008,Female
Divorced,34.75347673253405,38.55426130813858,70,98707.79745421169,Male
Single,43.773631241739494,39.454179861976506,31,182655.21690926788,Female
Married,74.90686680471411,68.00000513987429,27,117459.05439025647,Female
Divorced,49.6391333684646,57.7914165205834,27,186276.7866864358,Male
Single,21.26458950852554,10.182032244104905,53,78426.22200418913,Male
Divorced,39.13832925801106,43.155260261800635,66,103571.11315295409,Male
Single,83.1551541493203,87.52951199341372,58,75619.99606293431,Male
Single,13.900313633789374,19.519878566254945,43,56138.6071023563,Female
Single,42.98545465595549,27.059301592582706,64,118798.9711020882,Male
Divorced,41.16229561245852,29.74383341394075,68,92687.56631295859,Male
Married,94.10153761950875,80.83166161227902,50,88921.17155100398,Male
Single,88.5566080420123,103.4559875274699,56,69274.70262562395,Female
Single,70.72672750774846,69.70580123290243,29,130184.0684502931,Male
Divorced,52.812560622782144,48.02433903889897,30,173332.79885209087,Male
Divorced,38.99371994807112,43.057045577562505,68,104183.6714280021,Female
Single,85.13408346053897,81.38382784986257,38,71387.85816716874,Female
Divorced,52.581333057658945,63.1171091143806,21,195090.59479393254,Male
Divorced,27.23146736250195,35.8769831139474,44,97076.51300243463,Male
Married,40.69672200990032,64.92683465969576,64,109743.86869790885,Female
Single,94.09832406132284,94.91579425744705,50,85313.1423055701,Male
Divorced,54.01530230453511,59.975036415122325,33,177986.0744318958,Male
Single,19.369167518866156,18.20751259181971,41,92647.27582371485,Female
Divorced,31.166285219774288,36.99896321150739,44,74571.01823079813,Male
Married,89.77329662601187,79.18891802714836,48,81490.51426005442,Male
Married,50.75490724318995,52.13443406322695,26,188152.59978088152,Female
Single,88.49375637005946,95.11538760858419,49,82160.09939869319,Female
Single,13.503494749223101,19.674967164089036,45,52524.43928482957,Male
Single,82.68955398849394,107.79221947419717,41,81428.63083577716,Female
Married,20.693853681770072,40.023771407979204,44,120272.28947155911,Male
Married,87.03993624024744,93.74138246863015,53,71817.47803136458,Male
Divorced,40.19480070057605,49.37681933775635,70,78011.7074526337,Male
Married,74.95578874940054,83.85521322636858,40,130322.73629943351,Male
Single,16.11312968136211,10.056880699378457,47,30000.000000000015,Male
Single,52.06265867032421,62.64620860620904,30,195995.08822475438,Male
Married,47.389815052379774,58.428353958361804,29,189641.7006777462,Female
Divorced,74.91677915310342,76.81246661240309,26,126321.82880563452,Male
Single,34.76590218289519,49.72307179621267,63,100417.78766918006,Male
Married,26.334460433865683,26.613822439348688,51,89683.10036212574,Male
Single,82.59351845141754,103.60854722110597,59,73634.41629442477,Female
Single,34.27986608201346,19.367807880669815,69,107582.48161199043,Male
Single,26.39532357921692,35.68575990229844,45,99014.36164189878,Male
Divorced,85.50913657722543,99.15912567539156,45,74967.90117936907,Male
Single,66.678824581403,53.650832118322406,33,125114.40839872189,Female
Divorced,45.75834912582573,60.22183259661382,27,193085.96586118662,Female
Divorced,71.94555715243717,87.48795776164208,32,130139.08296832044,Male
Single,45.80184588119405,37.11613220566757,26,174770.07598854942,Female
Married,86.0915138594792,81.57511961212514,54,98089.03586373612,Male
Single,53.68960175228574,58.91475653259334,34,173577.60458064097,Male
Divorced,91.26922862305445,90.85261145051301,44,74030.89824996013,Male
Married,31.327571881033407,26.516488363572606,43,86223.17563396666,Female
Divorced,36.54336216444668,42.50907074289415,66,104313.07031750269,Female
Married,51.16030712157273,41.99853444021271,21,195508.3721711844,Female
Divorced,35.16320972144145,29.12674224741189,71,107971.40066397084,Male
Married,47.795972837631155,55.890500534056486,23,180505.4542995265,Female
Divorced,47.72617748175557,58.92118882934572,24,192601.5590928462,Female
Divorced,14.65896018898929,9.523258345841256,45,63898.65573117757,Female
Divorced,75.01703540306951,67.88866793505032,39,151046.57084686248,Male
Divorced,12.135709062185946,-6.471966950752922,42,72061.94846023498,Female
Single,94.00548892831358,89.13289348119551,56,89594.82809171904,Female
Married,75.68146395558054,59.06050759359838,31,121893.37127130466,Female
Single,15.054312117669681,14.196724709807697,44,44943.78001699608,Female
Single,24.397355992569455,46.10682746291378,50,102736.55391261,Female
Divorced,75.93333426169542,70.37966353584874,34,123085.57734924542,Female
Divorced,34.670398305947124,30.389126609260003,70,85847.25331056312,Female
Married,93.76807784269513,96.28027692941848,57,71420.63270478164,Female
Single,34.71623709126501,23.610101293938968,66,121875.51582453844,Male
Married,12.925114777238342,12.635405340428806,51,52764.59565680775,Male
Divorced,43.46034531255846,45.983678493122,29,183874.72500623678,Female
Married,31.297294532127708,36.360501806908,65,105427.74914929499,Male
Divorced,51.559985275770075,50.466649933588116,33,176133.03323503825,Male
Single,36.559794560914135,23.966665047359307,63,102837.05056828973,Male
Married,87.4778777356953,78.0458105825578,43,82899.04280780374,Male
Divorced,7.951114143438055,1.029319841540671,47,56611.83360597666,Male
Divorced,90.2949456318841,85.84003814722033,46,82030.2273526671,Female
Married,78.09813485909467,64.52652390664701,35,119801.10083312598,Male
Divorced,45.77638289081694,36.3365880801129,34,176771.03873689863,Female
Divorced,16.781019087055636,36.98023298881347,44,89361.66957418346,Female
Married,84.0910269081244,89.83628927583017,54,65675.72704727904,Male
Divorced,96.61578087344247,85.20460761795732,47,74954.84754831438,Male
Married,34.281395217401524,32.587611791638835,72,107878.83040338903,Female
Married,20.647451200556027,38.72294365764267,41,100101.7165912223,Female
Single,25.931046375561788,31.753606308223844,44,92486.00085789306,Female
Married,93.63377535610562,92.3663419837635,43,82332.3438119333,Male
Married,86.8274805142618,80.03714043057174,53,88230.16171967791,Male
Single,68.7051088038784,60.89126571120807,37,130653.78147463185,Male
Single,53.27901847065285,49.84850496589128,26,181971.32612607902,Male
Single,40.61514106004213,64.26892267159164,70,107840.09801498574,Female
Single,18.76700313207938,12.820392372647035,47,61680.1721617209,Female
Married,26.65845327364542,32.0306756429772,40,87374.6338375432,Female
Married,49.90718551655209,56.23718302735117,29,177614.61328911208,Female
Divorced,13.442404203836531,-5.971899029348748,48,60185.490584702246,Male
Single,85.01980959792093,91.54026481717464,45,79917.74817385193,Female
Single,12.243227569656355,22.136431431785535,44,56070.854831243836,Male
Single,6.247220744251095,8.995461177520006,46,47004.267150544925,Female
Divorced,43.80226486889928,47.557000207893275,28,178060.33641601854,Male
Divorced,9.989942544038122,6.075192381311602,53,45666.27223678508,Female
Single,30.870327843443697,34.19703679961332,75,97586.66035778518,Male
Single,75.9996157548873,78.09711233548694,40,119784.15022994363,Male
Married,74.93717939905846,73.15950429458148,38,133555.9936216798,Male
Divorced,80.74550126628526,80.03596538471595,48,75739.26785786773,Female
Divorced,90.25528836666442,79.3903181743151,50,76277.78311318884,Male
Divorced,21.589153847900775,18.162321800801458,45,73773.6161943721,Female
Divorced,33.84399216055345,54.89090205416995,61,95207.72859953603,Female
Single,93.03345203515542,92.96153221865012,48,65572.42948354968,Female
Divorced,49.03503442843702,61.09310627191713,35,179006.79697111205,Male
Married,90.25452705640801,92.17503797946863,48,80469.66475410198,Female
Married,33.349827361314354,53.821453870009556,63,95996.73792829458,Female
Divorced,70.76873877366276,75.97602674406878,28,123452.60785179064,Female
Single,91.11465761685598,103.45378474664837,46,81216.45921572445,Female
Married,32.418236932736534,46.79590886065628,66,110101.40925518564,Female
Married,19.39282945697462,21.29712863778613,50,80122.72581430028,Female
Married,87.4829557708546,95.68602363291109,48,60607.83126246296,Male
Single,19.319349951542748,27.0556948876581,44,85082.66756719518,Male
Single,1.6611644959842806,-5.048359477178163,50,59791.23942888132,Female
Married,20.438710260173842,15.47202675254655,38,90080.77737556025,Female
Divorced,35.15992230460418,20.01554292463527,74,93746.96251608209,Male
Married,40.856968217553124,46.87094209457814,31,171951.0223653728,Female
Divorced,44.13706355359021,35.10904453031338,19,161734.05142794678,Female
Married,53.07760293743171,68.28692496337992,22,162290.39907068605,Female
Married,35.081276082190406,21.723176751938496,25,179283.17549493365,Female
Divorced,12.804131689414625,15.257076331776933,47,52552.26085532112,Female
Single,22.73110028852871,16.229980368445794,42,79152.91886919961,Male
Single,47.943078079705415,52.963660907012496,26,173653.41048898647,Male
Divorced,14.846383075614234,10.107307854409644,53,45988.88876324544,Male
Single,76.5671034728123,73.93198854975795,32,129108.11703103529,Female
Single,35.375987936497935,32.51258113125704,65,113412.39615524095,Female
Divorced,36.754294135598485,39.47580021771553,63,98425.92969156548,Male
Divorced,13.496769716952542,11.129064526298773,43,52067.63021011485,Male
Married,11.596537828569971,16.4023750899322,53,47346.116436711425,Male
Married,84.50052253323302,86.84795505470044,52,60092.03011910121,Male
Married,26.63247974370729,38.46746380965497,42,105419.12569490267,Female
Single,49.62443515553944,43.837226331666706,37,172045.05401195737,Female
Divorced,89.16199171299638,86.4340570982079,52,93779.06813039382,Female
Single,33.86938161265174,40.68249176431832,73,95667.13340989788,Female
Single,17.578440833772127,23.71922308783384,49,94363.64544870384,Male
Divorced,15.075868401905922,20.73909997152566,58,50927.80926797222,Male
Divorced,77.10696717028416,66.81093987783082,34,113142.48952369225,Male
Divorced,18.882749281512478,18.18832871169041,45,90930.43665312527,Male
Married,45.593186988294455,46.924537888573234,28,185858.23946015738,Male
Divorced,18.12006341603494,0.705821426358348,44,99105.9842768852,Female
Divorced,49.82309823082105,39.95307783520891,26,186498.98694422081,Male
Married,85.82524816126569,77.5070203784227,52,69781.84991426796,Female
Divorced,4.3789517730194305,-4.973192731003104,51,46333.61673503314,Female
Married,87.92824133242505,78.98275895245743,50,72497.02095134027,Female
Divorced,13.352002136316848,14.969479971366422,51,40805.01725965651,Female
Divorced,34.81001822474568,28.70144958863859,68,98655.91480842457,Male
Married,52.42218875703321,59.5091087463034,34,169212.4302661281,Male
Single,47.735223386182454,37.67017814862377,32,183473.18261235056,Female
Divorced,39.60357227613385,43.34997632933898,71,104092.33655910923,Male
Single,31.293046104650397,34.81646068775975,67,93565.744136782,Female
Married,53.908576444578166,60.12623058732672,26,179060.23318576033,Male
Married,45.708271943359826,44.34377785462521,27,189536.3146049318,Male
Married,41.21873830477826,38.90869560454791,65,103104.95426839517,Male
Divorced,10.335056436000151,-1.3112843870507653,53,56808.75062673756,Female
Divorced,91.24516286462467,94.12573467365056,48,69860.21493132823,Male
Married,50.086988600129494,39.90237375327705,32,191781.06056588938,Female
Divorced,100.0,93.86855463775221,52,75097.02467883698,Male
Divorced,22.877875970483387,29.922550819636882,42,88630.32346757379,Female
Divorced,78.58321288106708,95.42087296358099,36,122535.26927907293,Male
Married,46.66836121414258,36.349328247525435,26,185138.31734166454,Male
Divorced,82.12900618259546,84.55691730766745,35,137183.14475268158,Female
Divorced,60.079983576730825,70.69148240710349,22,190944.7692185402,Female
Single,95.022127755829,100.75650063032633,49,87417.03324281613,Female
Married,20.924057090899613,18.3446469351044,51,85841.91054993303,Male
Single,27.480960056694197,21.88583604772207,49,78955.19516889847,Female
Married,50.95482141671738,42.102001143850615,33,174712.28432212493,Female
Single,13.399932417930536,10.842833857272748,46,62404.12698035005,Male
Married,19.90055522314602,10.505343398750616,47,100013.37624785579,Female
Divorced,15.391585737299504,10.671943894215586,50,45867.98774855565,Female
Single,36.39722729578757,52.21476813794864,70,86901.17980665006,Female
Divorced,83.41001208330096,88.70234025462749,54,96554.7205206381,Female
Single,34.7491199962685,17.027719999226637,67,97098.92197595711,Male
Married,12.11065807517496,8.936656794864707,49,80225.01546368178,Male
Divorced,19.61982915607241,30.070126504388934,53,53119.44505254952,Male
Married,22.278450691155097,13.959109965438936,39,87866.64516431963,Male
Single,35.35285481654109,32.219672530779256,63,92940.13777736726,Female
Single,10.134282575344464,-1.221650832511159,44,65048.43524485243,Male
Divorced,72.45014436086991,60.49721378249259,40,134999.59744308898,Female
Divorced,93.34656225492927,90.4490905957899,43,76459.64158580496,Female
Divorced,89.37922087490438,88.18380513903381,48,71816.9169686482,Female
Divorced,75.29709650698906,84.71031196994777,38,129417.30777414046,Female
Single,76.62293338506429,59.85085063550092,29,130966.87895759838,Female
Married,11.013085209219405,25.3693980532244,45,57008.01362298886,Male
Divorced,43.42151041631783,51.01690491411763,33,185460.82773021556,Male
Single,50.09921280061276,60.6145460129314,21,179455.17179533697,Female
Divorced,25.667126742270284,31.83423841283955,46,89643.60913561954,Female
Single,45.27121892060971,49.59060466838189,24,176081.7594506606,Female
Married,11.063517786007267,8.450554419486046,50,78726.94647984288,Female
Single,32.39019745841314,23.34777354072395,65,112491.245628818,Male
Single,20.32433169300814,17.283392781689486,45,102257.98968681341,Female
Divorced,47.46287852015551,46.20405154571258,31,179643.27494518153,Male
Divorced,73.1112187002224,69.57750125289641,35,136134.75384907733,Female
Divorced,7.966610864955896,1.520838549800919,56,49892.644451328626,Female
Single,51.62866125873396,46.103645295592635,24,188210.67821517686,Male
Divorced,73.63417573646188,71.42273309605088,40,135287.36531921275,Male
Divorced,9.749318971215779,5.299393973113468,53,48038.08945849612,Male
Divorced,20.524435192587852,25.33262298828097,45,95536.38617621313,Female
Single,16.86878710955514,10.508069450944426,49,52442.48513254366,Female
Married,16.408136242305346,-2.5473298578553987,42,102352.53850546136,Male
Divorced,90.98763790536063,90.58175415971579,44,77717.0960499271,Female
Divorced,39.84457126252562,32.10841814399627,31,180998.29557338124,Male
Single,90.20494282192001,103.3198537567594,49,68152.23721966107,Male
Divorced,84.16799547638277,69.23779159817104,43,88924.84328206202,Female
Divorced,37.353154514749015,28.463699073608055,66,106029.63855246671,Female
Divorced,49.8865508644288,50.4365518801413,35,181181.67729524177,Female
Divorced,34.857322038179866,52.12791669671143,73,89968.51438910002,Male
Single,10.716483720810281,3.151908176279817,47,40144.76232490207,Male
Divorced,17.683867041746254,19.941736417137005,49,92457.52122151144,Male
Single,34.85829835504792,14.656843759256681,67,90687.10691369556,Male
Divorced,69.77178993759566,82.01553257836981,34,120909.65818504602,Male
Single,35.13959301795714,20.873938507524876,67,95925.18321963024,Male
Married,24.50479817779173,44.289261550142484,47,96758.703928656,Female
Divorced,46.76677108794699,46.47076120766161,29,169067.22263374523,Female
Married,37.39159477661273,48.40634743914427,70,111011.08305451863,Female
Single,45.64506772748789,56.12084288312789,30,181612.51135497165,Male
Divorced,14.875280065274602,17.01882805561605,51,74222.6649774375,Female
Single,13.511428515254565,19.82002874929838,51,65340.493776143354,Male
Married,93.0784571774253,91.25424582888763,50,86627.33444833333,Male
Divorced,8.034750470122091,21.25767630622217,50,48431.31672485305,Male
Divorced,24.726564252084533,35.17806178436698,45,96563.83306945658,Female
Single,19.407167387799383,23.85665587700663,38,78104.10592660797,Male
Divorced,81.16532962723755,95.32300175287162,36,115425.91053048689,Female
Married,44.94877486241977,53.1007060578557,24,186516.81259972954,Female
Single,47.19036100889253,47.13472407560204,27,182257.07341598385,Male
Divorced,70.61134176574865,57.44523231054904,35,109455.50841575686,Female
Married,38.850030593032386,39.93972731275074,72,108901.43381018731,Female
Married,13.619046989933892,17.394809799495032,51,67008.76098018007,Female
Single,35.099244954436756,31.179938991402395,69,96033.04032417091,Male
Single,90.20828923772339,93.5812436409211,51,88523.66144924972,Male
Single,11.434059428227634,9.677075703264975,42,63985.43706105248,Female
Married,32.39007871236801,23.712073427176158,66,116783.99547186823,Female
Single,39.376404360570774,36.86776714375475,74,94656.20816678887,Female
Divorced,48.98239083713721,46.76866480836057,23,186959.12082713947,Male
Single,40.475150737374705,33.6044048835452,24,162829.93895246874,Female
Single,16.948040242146035,13.905209555951426,47,52985.64327819858,Female
Divorced,50.55791113002048,41.03600782313558,28,170067.19117983727,Female
Married,49.70705222709897,53.245285669865034,30,181905.22724110686,Male
Single,94.20327977992427,90.24161028458728,41,71749.9262915974,Male
Single,77.68195715712343,80.78859927451677,54,82158.772546456,Male
Married,52.42277919457702,41.06505684918629,29,171914.28014329562,Male
Divorced,10.705759952297043,-3.0649339233442383,49,47316.90530280472,Male
