Months with Company,Location Code,Renew,Marital Status,Brand Loyalty,Education Level,Annual Income,Active online hours,Age,Gender,City
55.0,Suburban,Yes,Divorced,-0.10398189511900766,Graduate School,65911.08200194695,5.44196989310854,56.0,M,London
60.0,Urban,No,Married,0.8029332830625402,College,44902.176867147995,6.005275244197305,38.0,M,London
79.0,Rural,No,Single,-0.4597622154361534,College,59954.06665254303,6.6833470929711325,53.0,M,Manchester
26.0,Suburban,Yes,Married,0.406246709119754,College,67753.62674191836,4.256340182712801,59.0,M,New Castle
61.0,Urban,Yes,Divorced,,Graduate School,63224.742883495615,6.0595907964010225,55.0,M,Manchester
53.0,Urban,Yes,Divorced,-0.5272619376044414,High School,60592.35331751656,4.237059232847445,61.0,F,London
63.0,Rural,No,Married,0.426272736724426,Graduate School,48879.55121370583,5.192973036538025,55.0,F,Manchester
49.0,Urban,Yes,Divorced,-0.521991475716594,College,78249.14622025834,4.43510089280613,59.0,F,Manchester
35.0,Urban,Yes,Divorced,0.6387474944047307,College,49586.75859633793,4.527887854495199,55.0,M,Manchester
37.0,Urban,Yes,Married,0.1465195806607939,High School,65381.90580403382,7.337685655411619,41.0,M,London
43.0,Suburban,Yes,Divorced,-0.44986050462380944,Graduate School,56055.637502384394,6.696315151810787,53.0,F,New Castle
56.0,Rural,No,Married,0.048423139886519695,High School,65273.133523579105,6.087291364004189,42.0,F,Manchester
24.0,Urban,Yes,Single,0.6981361181281803,High School,58599.75941889245,5.776563988796293,50.0,F,New Castle
67.0,Urban,No,Married,1.0087289105463089,College,48151.17281450868,5.3668470114123865,52.0,M,London
38.0,Suburban,Yes,Single,-0.4284270046076961,College,34158.094881179415,4.9289647349261525,53.0,,Manchester
83.0,Suburban,No,Divorced,-0.23062964757129822,Graduate School,,7.18781849339249,54.0,M,Manchester
49.0,Suburban,Yes,Single,-0.4475677023259139,College,53067.95124480163,7.041315054054368,47.0,F,New Castle
66.0,Suburban,Yes,Married,0.2010564676338235,Graduate School,54920.903260837535,5.420625251761507,61.0,M,London
21.0,Urban,Yes,Divorced,,College,46695.67530471109,6.417882132842227,55.0,F,New Castle
74.0,Rural,No,Divorced,-0.231703891561004,Graduate School,42661.410454105375,5.668301960203964,44.0,F,Manchester
33.0,Suburban,No,Divorced,0.6189122665046544,College,79199.37447655125,6.044622520232259,44.0,M,New Castle
60.0,Rural,No,Single,0.9622099803817876,Graduate School,31246.15873189112,5.976920147449777,46.0,M,London
83.0,Rural,No,Married,0.09498691194860165,Graduate School,38982.097719030775,6.80956492649751,50.0,M,London
78.0,Rural,No,Single,0.5210853552484194,Graduate School,41784.03148470491,6.637985778704994,52.0,F,Manchester
48.0,Urban,Yes,Divorced,-0.4000214391632817,College,41194.505040698525,5.529217753741295,49.0,F,New Castle
42.0,Suburban,Yes,Divorced,-0.42514900897976815,College,53788.54180789466,7.080928915517184,58.0,M,Manchester
40.0,Urban,Yes,Single,0.2855213299851619,High School,55153.19894122816,5.472585666430986,57.0,F,London
40.0,Suburban,No,Divorced,-1.3203613625811619,High School,44946.16291209915,7.383753861566392,46.0,F,Manchester
82.0,Suburban,No,Married,0.2708378598196163,High School,69909.39726443059,5.719145442472881,37.0,F,New Castle
64.0,Urban,Yes,Married,-0.2155909746867589,High School,64362.304742233726,3.672354745360279,60.0,M,New Castle
76.0,Urban,Yes,Married,-0.25452535311926594,High School,76968.40236458016,7.29877443196767,42.0,F,Manchester
44.0,Urban,Yes,Divorced,-0.5899617109577677,High School,47171.18415671569,4.537448288499435,,F,Manchester
87.0,Urban,Yes,Married,0.1363146809457077,College,65887.61100772978,7.468943057522702,60.0,M,London
60.0,Urban,Yes,,0.0462251434407355,High School,55504.56556228161,4.5458837552717375,64.0,F,Manchester
24.0,Suburban,Yes,Married,0.6046279023354232,College,31729.464736341706,6.377266114456412,,M,Manchester
58.0,Suburban,No,Married,0.17838894141869283,College,53861.97207556148,6.165034343844646,53.0,M,Manchester
24.0,Urban,Yes,Single,-0.8528455955149549,College,34909.88057144014,5.650123309817525,38.0,M,London
33.0,Suburban,Yes,Divorced,0.5023015761971044,College,50292.17545527638,3.6955798134928304,55.0,F,Manchester
74.0,Urban,Yes,Single,-1.0407934045881735,High School,60712.892569337564,5.197467248481145,54.0,M,London
40.0,Urban,Yes,Divorced,0.5049276116197037,Graduate School,54046.5592532707,5.05536494936822,62.0,F,New Castle
30.0,Urban,Yes,Single,0.19480286939418567,College,44542.06405821654,5.783914655227103,39.0,M,New Castle
42.0,Urban,Yes,Divorced,-0.5493210246850047,Graduate School,54638.57286689002,5.093083579808679,57.0,F,London
27.0,Urban,Yes,Married,0.29630433535045797,High School,57592.58446691325,5.384391855078906,54.0,F,London
67.0,Suburban,Yes,Divorced,0.03223321678490801,College,78034.83721068742,6.836269155421241,64.0,M,New Castle
,Rural,No,Married,0.36878737106678783,Graduate School,49134.11828834369,6.600983822778791,45.0,M,Manchester
75.0,Urban,Yes,Divorced,0.20657334487205892,College,62442.474767270796,5.375823840171202,63.0,F,New Castle
63.0,Suburban,No,Married,-0.07120791983910729,College,46060.94568669425,6.197842708509529,31.0,F,New Castle
46.0,Urban,Yes,Divorced,0.3068546737510481,College,59322.62249046055,4.771778802151474,52.0,F,London
79.0,Suburban,No,Single,0.3527757365175685,High School,51810.129929959025,5.755341935989491,57.0,M,Manchester
66.0,Suburban,,Married,-0.45924340212167497,College,55230.356926421206,8.03513780963605,52.0,F,Manchester
26.0,Urban,Yes,Divorced,0.38342360087235405,Graduate School,64716.5454142605,4.492991890762983,54.0,F,London
70.0,Rural,No,Married,0.35631456618405777,College,55521.88001329486,6.693350637878958,54.0,M,London
46.0,Suburban,Yes,Married,0.29106492283450575,Graduate School,72131.94470836388,4.789364183418463,59.0,M,New Castle
46.0,Urban,Yes,Single,-0.04649111191044306,Graduate School,61866.25825441094,5.464712527078877,59.0,F,Manchester
27.0,Urban,No,Married,,College,34942.08120097032,5.047128184969857,61.0,M,New Castle
60.0,Suburban,No,Divorced,0.18070317626247956,Graduate School,55762.0106932292,6.261983461982739,44.0,F,London
50.0,Urban,Yes,Single,0.3860971244719437,Graduate School,53975.41639778253,8.190772587511859,45.0,M,Manchester
47.0,,Yes,Divorced,-0.25721183329077635,High School,63386.988477310944,7.567408038875297,48.0,F,New Castle
38.0,Urban,Yes,Single,0.057091359932759767,College,56184.35564247967,5.778545256856458,45.0,M,Manchester
32.0,Urban,Yes,Divorced,-0.29362980259677507,Graduate School,43142.167080299405,6.303865996464109,42.0,M,Manchester
60.0,Suburban,Yes,Divorced,-0.12906059595201352,College,40247.639042171635,7.0581108882215755,45.0,F,London
50.0,Urban,Yes,Divorced,0.4517714290600461,High School,48395.329409091944,5.4113421428089925,51.0,F,Manchester
86.0,Suburban,Yes,Single,-0.036805146523679534,High School,67985.83573088801,5.604954206491521,65.0,M,New Castle
52.0,Rural,No,Married,0.3165344133853073,College,41113.96413247091,6.110385932893434,52.0,F,Manchester
55.0,Urban,Yes,Single,-0.4232097490690984,College,62419.77017879849,7.39588183720215,43.0,M,Manchester
65.0,Suburban,No,Married,-0.45283518803006767,Graduate School,33482.67281169056,6.3877127989408615,54.0,M,London
108.0,Urban,Yes,Divorced,0.140418587276674,Graduate School,81030.5321447461,9.372336053385915,,F,Manchester
55.0,Suburban,No,Married,0.4000345965685591,Graduate School,35891.11152196131,6.231972514052247,53.0,F,London
58.0,Suburban,Yes,,-0.6721118095242299,Graduate School,70564.67752888097,5.659165531612369,51.0,F,London
48.0,Suburban,Yes,Single,-0.1469025002459592,College,67710.49734268489,4.486426758047737,66.0,,London
58.0,Suburban,No,Married,-0.7078638644649604,College,24299.895934199056,5.326931316067521,41.0,M,Manchester
31.0,Urban,Yes,Married,0.0315890335859778,High School,52246.224254728164,3.512298399064813,49.0,F,London
53.0,Urban,Yes,Divorced,0.6787586026834417,Graduate School,71149.18555150811,4.6309860913173875,66.0,F,New Castle
75.0,Rural,No,Single,-0.5887925467356974,College,44009.377494734676,6.778493841109198,53.0,M,Manchester
79.0,,No,Married,-0.31361421366319575,College,61903.1507348492,7.3887213342853535,37.0,M,New Castle
49.0,Rural,No,Single,0.16739499480381456,Graduate School,,5.513475708210747,54.0,F,Manchester
59.0,Urban,Yes,Single,0.5818154524091684,Graduate School,58394.59662733771,5.133995178556273,63.0,F,London
64.0,Rural,Yes,Divorced,0.31205040239105963,High School,54188.17200205883,6.649747444556633,57.0,F,London
69.0,Urban,Yes,Single,-0.43989684339530183,Graduate School,82954.17158460646,5.2390260610636235,65.0,F,Manchester
79.0,Urban,No,Married,-0.2508678479893808,College,43901.02734617513,7.742347798831144,46.0,M,London
48.0,Suburban,No,Married,0.6351798148436189,College,32025.934110943184,5.049294288470582,45.0,F,Manchester
40.0,Urban,,Divorced,0.059481861190815416,Graduate School,38181.797980329124,6.334880393430549,47.0,F,New Castle
27.0,Suburban,Yes,Single,0.656258764696737,High School,58197.44867713739,4.7962997866978325,54.0,M,
29.0,Urban,Yes,Divorced,0.3604142559648572,High School,45923.84521897657,4.530674165921479,57.0,M,New Castle
69.0,Urban,Yes,Married,0.08576198016828965,High School,86154.696714876,5.996619684570647,64.0,F,New Castle
86.0,Suburban,No,Divorced,-0.20527487196950672,High School,49568.21590574203,8.158317319114222,19.0,M,Manchester
,Suburban,No,Married,0.07674555014053203,College,31914.301916065935,6.445173397431534,43.0,F,Manchester
71.0,Rural,No,Married,-0.525461838257403,Graduate School,52608.3137585638,,34.0,M,Manchester
32.0,Urban,Yes,Divorced,-0.05669769434058053,High School,60445.42863544978,5.028077073305438,52.0,F,London
58.0,Suburban,No,Married,-0.66133688385625,College,53363.57115345247,7.218958862539564,45.0,F,Manchester
60.0,Rural,No,Married,-0.17388857941479546,College,54339.315107697745,6.305213989206423,34.0,M,Manchester
50.0,Urban,Yes,Divorced,,,66233.16085704867,5.464047560460795,59.0,F,Manchester
72.0,Urban,No,Married,,High School,56941.031166841414,5.642798761168804,46.0,F,London
41.0,Suburban,Yes,Divorced,0.5375865499265107,High School,62342.01749256785,4.831159785397929,52.0,M,New Castle
45.0,Suburban,No,Married,-0.4163182104642299,College,34608.218573205035,5.538247742224262,51.0,F,Manchester
27.0,Urban,Yes,Divorced,-0.3002902155690992,High School,40766.183123175986,7.666736309339805,44.0,M,New Castle
57.0,Urban,Yes,Divorced,0.4010473311718959,College,69057.09429054137,6.2520396428567135,65.0,F,New Castle
46.0,Rural,No,Married,-0.15155921967599834,College,40964.80216141924,6.631740068741638,41.0,M,New Castle
57.0,Urban,Yes,Single,-0.02628990637624462,,54483.05723346756,5.65787651513469,52.0,M,London
34.0,Suburban,Yes,Divorced,0.2489183193797178,Graduate School,41614.06573254398,5.787121542255963,49.0,M,New Castle
66.0,Rural,No,Single,-0.05741757671516249,High School,43048.20776581092,7.1081423933543455,56.0,F,New Castle
58.0,Urban,Yes,Married,-0.21830588933469283,College,58982.30485804823,4.745188414802301,59.0,M,New Castle
31.0,Suburban,Yes,Divorced,-0.6402478036720766,,47260.72728903888,4.104187946580213,60.0,F,London
35.0,Urban,Yes,Divorced,-0.5088444040960063,College,51596.86116284214,5.41309182713275,47.0,M,London
64.0,Urban,Yes,Married,0.10880532358711997,High School,58126.86234072185,4.208494478185613,62.0,M,London
52.0,Urban,Yes,Single,0.06061140219804498,Graduate School,51481.496875920515,6.997002453623163,46.0,F,New Castle
37.0,Urban,Yes,Divorced,-0.2948812193214635,High School,47681.16445959553,5.569770935318114,43.0,M,Manchester
54.0,Urban,Yes,,0.39141561397692864,Graduate School,57636.433566412736,3.3451868631751553,64.0,F,Manchester
38.0,Urban,Yes,Divorced,-0.7546312003763074,High School,40178.05801088614,6.772888067412456,42.0,M,Manchester
45.0,Urban,Yes,Divorced,,College,,5.99611700630796,54.0,M,Manchester
52.0,Urban,Yes,Divorced,0.38410282138870167,College,45045.80440812753,6.316295098670999,39.0,M,New Castle
46.0,Urban,No,Divorced,-0.040324309324601154,High School,38604.02166908863,7.004150556908799,48.0,M,New Castle
53.0,Suburban,Yes,Divorced,0.05024379641881399,Graduate School,74240.7301930427,3.770472448801008,53.0,M,London
55.0,Urban,Yes,Divorced,0.07832330200166426,High School,56659.87483387883,5.616204077211309,55.0,M,London
41.0,Urban,Yes,Divorced,-0.16992997514691666,College,71819.47552222706,4.522334972736866,54.0,M,New Castle
60.0,Suburban,Yes,Divorced,0.30327714828546554,Graduate School,,5.343869393102673,59.0,F,Manchester
62.0,Urban,Yes,Single,0.06414168449077953,High School,66992.86373571871,7.289398041138789,52.0,F,
86.0,Urban,No,Married,-0.5168468323680308,Graduate School,66948.91457852568,7.3321941617947175,33.0,F,New Castle
55.0,Rural,Yes,Divorced,0.8103431394686796,College,72967.63194709939,6.781428225288696,54.0,F,New Castle
40.0,Urban,Yes,Divorced,,Graduate School,52395.23635280227,5.5450307870679545,52.0,F,New Castle
54.0,Rural,No,Married,-0.5950286083489867,High School,63549.54154010219,7.137573804619886,38.0,M,London
65.0,Rural,No,Married,-0.08249794671140935,College,52151.68101943641,6.315788821896522,49.0,F,Manchester
61.0,Suburban,No,Single,-0.5439789550141858,College,48443.32612657134,6.305457603563423,48.0,M,London
107.0,Suburban,No,,-0.39720794304763124,College,42003.59356656852,6.606864917100284,54.0,F,
68.0,Urban,No,Married,0.6800965575247416,Graduate School,37372.146917198945,6.458363141472896,54.0,F,London
74.0,Rural,No,Divorced,-0.2365138474212686,Graduate School,66192.88296792557,7.467283413048859,37.0,M,London
55.0,Urban,Yes,Divorced,-0.7308180629755272,Graduate School,58456.25199700118,5.08835143094596,55.0,M,London
57.0,Urban,Yes,Single,-0.10668574012222234,High School,50453.40318645747,5.787403026845594,56.0,M,Manchester
40.0,Suburban,Yes,Single,0.5018567662968271,High School,55398.35597394661,4.564061261623101,60.0,F,London
73.0,Suburban,,Single,0.7105799817781633,College,53959.11254871404,7.271308541185621,64.0,M,New Castle
48.0,Suburban,Yes,Married,-1.0717961035416248,Graduate School,64148.76582720831,3.6229900235191943,56.0,F,London
62.0,Urban,Yes,Single,0.30885143002159976,High School,50758.853876422574,6.032410449139834,57.0,F,New Castle
80.0,Suburban,No,Single,-0.655979516988727,Graduate School,54936.117585551736,8.164049426989319,41.0,M,Manchester
54.0,Rural,No,Divorced,0.4101894280034907,College,49161.889881386654,6.023997099599471,42.0,F,Manchester
81.0,Suburban,,Single,-0.09666625035505966,Graduate School,64302.139396620296,7.2461896413849445,53.0,M,Manchester
53.0,Rural,No,Married,-0.1354793313065699,High School,40417.134356731134,6.316415656633138,39.0,F,Manchester
62.0,Rural,No,Married,-0.7750723144741483,College,47623.5732690909,5.313682947391264,48.0,F,London
49.0,Rural,No,Married,0.2627097556400946,High School,52291.74136147971,6.487264698920872,50.0,M,New Castle
28.0,Urban,Yes,Divorced,-0.8530384148571035,College,53744.55475896974,4.927615592097236,49.0,F,Manchester
62.0,Urban,Yes,Single,0.1061484671272371,High School,48762.03369005839,5.860705665566432,50.0,M,New Castle
63.0,Rural,No,Single,-0.3414041383487926,College,37645.301561906075,4.522565091105905,40.0,F,New Castle
53.0,Rural,,Married,-0.28618600150419193,High School,58340.64320829829,4.440109585352363,49.0,M,New Castle
50.0,Suburban,Yes,Single,-0.11311113832384864,Graduate School,53212.63263462069,5.93377837250639,53.0,F,London
45.0,Suburban,Yes,Divorced,-0.4035177291470518,Graduate School,60921.53888678084,5.721340505104405,61.0,M,London
64.0,Urban,Yes,Divorced,0.43411726001055595,High School,72760.65946482567,6.52304122435012,46.0,F,Manchester
59.0,Urban,Yes,Married,-1.1474550213397732,College,49972.81714323446,6.418085315738487,51.0,F,London
47.0,Urban,Yes,Married,-0.22968519688519223,Graduate School,63104.26551622599,4.902722308043624,49.0,M,Manchester
24.0,Suburban,Yes,Divorced,0.574688045125268,Graduate School,66446.24975966828,4.436372968142408,53.0,F,Manchester
20.0,Urban,Yes,Divorced,-0.28940863190306076,High School,39476.02097629642,4.759420005146653,40.0,F,London
38.0,Rural,No,Married,0.25572161748184147,High School,44516.0497508283,4.676402724191688,40.0,F,Manchester
67.0,Urban,Yes,Single,-0.48718420720505545,Graduate School,66338.68301097403,5.893025068458853,57.0,M,London
43.0,Suburban,Yes,Married,0.8707673988920848,Graduate School,69283.20796599009,4.704395619125114,62.0,M,Manchester
2.0,Urban,Yes,Divorced,-0.39861265503477933,High School,48847.23507244437,2.524353131399419,48.0,M,New Castle
6.0,Suburban,Yes,Divorced,0.34139551604149665,College,61616.13730588575,3.7988188439371795,51.0,M,Manchester
88.0,Urban,No,Married,0.21695073866444342,High School,28623.51835659267,,58.0,F,Manchester
51.0,Suburban,No,Married,-0.7389509377504285,High School,35018.41093918591,4.932010876790079,60.0,M,Manchester
65.0,Urban,Yes,Married,0.4177454999772377,College,58895.96680613344,6.600895395122203,64.0,M,New Castle
50.0,Urban,Yes,Single,-0.8296182036989409,High School,71947.20768011913,5.070770703387066,58.0,F,New Castle
96.0,Urban,No,Single,-0.9272671147622266,Graduate School,50672.200094703,6.588004301842067,52.0,F,London
88.0,Suburban,No,Single,0.4027426296124972,College,33291.02685556312,7.7808462479581175,40.0,F,Manchester
22.0,Rural,Yes,Single,-0.595119020564413,Graduate School,33259.51988365642,4.707384851164618,46.0,M,Manchester
69.0,Urban,No,Divorced,0.7602365076342006,High School,56829.11164369681,5.661196137237229,44.0,M,New Castle
58.0,,Yes,Divorced,-0.17635114826934897,Graduate School,61967.80650101544,7.969343948928676,56.0,,Manchester
55.0,Urban,Yes,Divorced,0.48426352918692417,College,76647.70125753415,4.192819244699412,56.0,F,Manchester
65.0,Suburban,Yes,Divorced,0.20863816525571666,High School,68527.54464033755,,58.0,F,New Castle
,Rural,Yes,Married,-0.22944939476963477,College,57903.760420649225,5.943013041805731,44.0,F,New Castle
31.0,Urban,Yes,Single,-0.43164524409976074,High School,47476.8219202007,4.29759750822943,62.0,M,New Castle
26.0,Urban,Yes,Married,0.6105107981426744,College,54857.81816102634,3.2271617771049144,55.0,M,New Castle
56.0,Urban,Yes,Divorced,0.3739377403111489,Graduate School,66550.53882351467,5.866475307778098,60.0,M,New Castle
53.0,Suburban,Yes,Divorced,-0.4065288253657365,High School,63893.02259900191,5.315973413869857,59.0,M,New Castle
57.0,Urban,Yes,Divorced,0.16662946429693062,Graduate School,50247.711435541685,6.5854770116392745,56.0,F,London
72.0,Suburban,No,Married,0.5797286450619368,High School,58915.36969681162,7.175425641405136,37.0,M,New Castle
80.0,Suburban,No,Single,-0.2610765945068518,High School,55559.75367003715,7.7495390422030415,52.0,F,New Castle
72.0,Rural,No,Divorced,-0.3132661813369275,College,37641.63767739649,6.593512754568621,40.0,M,London
48.0,,Yes,Divorced,-0.04996449711728526,,85542.36598226697,4.324307658328544,56.0,F,New Castle
31.0,Suburban,Yes,Single,-0.06816682680150107,College,49811.7647818228,5.9909877939787926,52.0,M,New Castle
64.0,Suburban,Yes,Married,-0.7318889552998012,College,64506.084468137895,6.261199425440065,69.0,F,New Castle
58.0,Rural,No,Single,0.637231451500881,Graduate School,38993.76118835241,6.910589936444655,50.0,M,New Castle
21.0,Urban,Yes,Divorced,0.22637380473884006,Graduate School,55602.28867449459,5.293279309207051,55.0,F,New Castle
67.0,Urban,Yes,Divorced,0.7818141969476538,Graduate School,61958.72676760638,7.111423324647069,61.0,F,New Castle
63.0,Rural,No,Married,-0.11774719656727532,Graduate School,51592.5973813471,5.369598710991129,51.0,F,London
60.0,Rural,No,Married,-0.26971252446835875,Graduate School,33192.46227700509,5.680380434432002,,F,New Castle
63.0,Rural,Yes,Divorced,0.5386650030581773,College,57110.98042846289,6.590463184953254,53.0,M,New Castle
63.0,Suburban,No,Married,0.21702661689813213,College,66296.63055397217,6.076059220172945,49.0,M,New Castle
76.0,Suburban,No,Married,-0.7362110931853201,Graduate School,51180.30012080003,7.171131139446592,42.0,,New Castle
85.0,Suburban,No,Married,-0.058053980962064995,Graduate School,58821.36483805362,8.544754491448918,38.0,M,Manchester
76.0,Rural,No,Married,-0.06836933599387045,Graduate School,49256.45048095895,6.308698447368908,48.0,M,Manchester
50.0,Rural,No,Single,-0.42587561654744455,College,34512.93868817926,5.579467077849721,63.0,F,New Castle
64.0,Urban,Yes,Single,-0.9447334282877989,Graduate School,54569.92893876201,5.674722669823947,58.0,M,London
82.0,Rural,No,Single,1.2441820857241959,Graduate School,56225.375717213865,8.133444186035753,53.0,M,London
57.0,Urban,Yes,Single,0.46765183475394934,Graduate School,77670.37467270042,5.848178968810686,60.0,F,New Castle
72.0,Urban,Yes,Divorced,0.389725754796123,Graduate School,77359.30603401361,5.5029419528088885,54.0,F,London
59.0,Suburban,No,Married,0.13908300076884278,High School,48230.52512307611,4.843650621799375,56.0,M,
63.0,Urban,No,Married,-0.4808639919431223,Graduate School,46698.3778451661,6.300053793755808,43.0,M,New Castle
47.0,Suburban,Yes,Divorced,0.2917104855371024,College,43358.31207820824,5.035934245723758,56.0,M,New Castle
86.0,Suburban,No,Married,-1.1710567556889633,High School,48180.816074674665,9.033469416422962,43.0,M,Manchester
53.0,Urban,Yes,Married,0.377815142442034,High School,52752.08023736241,3.137771311262443,50.0,F,Manchester
33.0,,Yes,Divorced,0.24238042741772892,Graduate School,44008.537652483756,4.631358235830767,46.0,F,London
89.0,Suburban,No,Married,0.3367283267208107,College,51276.96392472265,6.764465982867728,36.0,M,
46.0,Rural,No,Divorced,0.024096348256769276,High School,49184.814435723325,7.988467396912841,41.0,M,New Castle
,Rural,No,Divorced,-0.1092365586600753,College,40951.65640341413,7.225494596602227,53.0,,Manchester
76.0,Rural,No,Single,0.5211668637336012,College,63406.826775981885,6.901866518737249,50.0,F,Manchester
99.0,Rural,No,Married,-0.41389845282621623,College,51279.19667110103,8.470241698521486,40.0,M,London
53.0,Urban,Yes,Divorced,0.1277465897008249,College,51490.6967036883,7.2206603182077265,43.0,M,London
46.0,Suburban,Yes,Divorced,0.15191664351840534,College,60155.27770606894,4.644762071268325,59.0,M,Manchester
59.0,Rural,No,Divorced,-0.6448571615091743,High School,53090.40147987801,5.329291832924442,43.0,F,New Castle
64.0,Rural,Yes,Married,-0.2023494244270942,College,64372.90835560226,6.142783820786962,51.0,M,London
57.0,Urban,Yes,Married,-0.8166586509886202,College,63251.363601714686,6.13145038227598,61.0,M,Manchester
67.0,Urban,No,Married,0.08264447006546413,Graduate School,60739.19719721161,5.651364750430925,46.0,M,Manchester
38.0,Suburban,Yes,Single,-0.5766880750662788,College,40678.7205657098,6.2114795244332734,54.0,M,Manchester
77.0,Urban,No,Married,0.15850263915616036,College,49847.804622082156,6.320024695840348,51.0,F,New Castle
35.0,Urban,Yes,Married,,Graduate School,59810.49140013266,3.1456710498181835,64.0,,London
41.0,Rural,No,Single,0.07294357081394881,Graduate School,76487.85659606142,6.756216207591981,41.0,F,New Castle
82.0,Urban,No,Married,-0.7685323771623863,Graduate School,59762.755704043746,6.8069346473447245,48.0,M,Manchester
64.0,Urban,Yes,Divorced,0.010600909597212604,Graduate School,66088.14073294496,6.757815111800384,59.0,F,New Castle
60.0,Urban,Yes,Single,-0.18537125547865663,High School,56070.30587494936,6.478520735070157,58.0,F,London
42.0,Urban,Yes,Single,0.23398207934759285,Graduate School,48694.13187203031,5.410767208863495,48.0,M,New Castle
30.0,Suburban,Yes,Single,0.3978100127875968,High School,69548.25913134555,3.8283158309725533,58.0,M,New Castle
29.0,Suburban,Yes,Divorced,0.056195070152167376,High School,51330.290104083055,4.765118039710062,52.0,M,London
74.0,Urban,Yes,Married,0.291513332230245,College,64390.416731747944,6.98053009852384,55.0,M,New Castle
71.0,Urban,Yes,Divorced,0.24933576481283187,High School,68011.44528482761,4.604930111417235,66.0,F,New Castle
51.0,Urban,Yes,Divorced,-0.8863818551591384,High School,37494.396074745026,7.714726967847457,41.0,M,Manchester
67.0,Rural,No,Married,-0.18710675161082269,High School,55053.44807855155,6.741673884556723,34.0,M,Manchester
61.0,Suburban,Yes,Single,-0.11369080984250353,College,65443.26312590961,,50.0,F,London
,Rural,No,Divorced,-0.59659845500406,College,48026.25745391951,8.564131813869146,54.0,F,Manchester
54.0,Rural,Yes,Single,0.3831588447996628,High School,67039.21376447272,6.116137173788788,48.0,F,London
34.0,Suburban,Yes,Divorced,1.133334434936108,High School,55884.04590828792,5.969572271994463,44.0,M,Manchester
48.0,Urban,Yes,Divorced,0.1092024898610029,Graduate School,73820.70700364419,3.1444447106004154,55.0,M,London
45.0,Suburban,Yes,Divorced,-0.7422195152799396,High School,57428.87388447993,5.029571906595535,62.0,M,Manchester
62.0,Suburban,Yes,Married,-0.5527851363261249,High School,76592.4902585721,5.355769229422569,51.0,M,New Castle
94.0,Rural,No,Married,-0.05412045324022638,Graduate School,29995.63207591427,7.660630477870313,58.0,M,Manchester
48.0,Rural,No,Divorced,-0.6945962843815516,College,51736.38890791371,4.895152962434658,42.0,F,London
,Urban,Yes,Divorced,-0.09003827551106487,Graduate School,55651.985810379374,4.335622714210536,58.0,M,London
52.0,Urban,Yes,Single,0.1790785093707264,College,50547.3916183465,6.557626953777876,58.0,M,New Castle
53.0,Urban,Yes,Divorced,0.49483402180015423,Graduate School,55563.66874285316,5.0941912093119885,58.0,F,Manchester
23.0,Rural,Yes,Single,0.05476981112272042,High School,55175.90571297525,3.9217623224394065,55.0,M,New Castle
55.0,Urban,No,Single,-0.60144654258305,Graduate School,52610.098679887895,5.827278362640642,52.0,F,London
50.0,Suburban,Yes,Divorced,-0.5365770400867408,College,57271.82670198307,,62.0,F,New Castle
68.0,Urban,No,Married,0.6677992976093043,Graduate School,44988.30720909302,5.372544863054312,54.0,F,London
47.0,Suburban,Yes,Divorced,-0.08373989001454676,Graduate School,60269.93800548663,5.587788919551391,60.0,F,London
58.0,Rural,Yes,Divorced,-0.7815185214941449,College,72907.30824741053,,62.0,,London
41.0,Urban,Yes,Divorced,0.41724595416727966,College,55508.02557720089,5.275026996538443,54.0,M,London
66.0,Suburban,Yes,Divorced,0.3746507729389701,High School,67528.55046905407,6.11246114635966,49.0,M,New Castle
64.0,Urban,No,Married,-0.11139382708447988,Graduate School,45177.567656082836,5.695412926096706,57.0,F,New Castle
94.0,Suburban,No,Single,-0.6311762613647651,College,51599.559360172985,6.805721489401133,52.0,M,New Castle
81.0,Suburban,No,Married,0.22890828533965163,High School,50666.86126645078,7.133324146978083,55.0,F,New Castle
66.0,Rural,No,Married,-0.5700350405724119,Graduate School,32155.216759911356,7.12422022758753,50.0,F,London
46.0,Urban,Yes,Single,-0.6077620720783959,Graduate School,66034.88043300249,6.695551427029702,53.0,M,Manchester
61.0,Rural,No,Married,-0.4849486672556842,High School,45538.9145004239,7.1896539947796825,33.0,,New Castle
73.0,Urban,Yes,Single,0.1105148593082233,High School,53095.5716407141,6.293640124560854,55.0,M,Manchester
92.0,Urban,No,Married,-0.5919794363099881,High School,46949.51653555388,6.438847375858259,49.0,M,Manchester
61.0,Suburban,Yes,Single,0.04197224090584668,Graduate School,71438.4609688388,5.773030656053354,53.0,M,Manchester
45.0,Suburban,Yes,Single,0.17385568599894285,High School,73133.01375607228,5.738144317028956,52.0,F,Manchester
54.0,Suburban,Yes,Single,0.22514220783331057,Graduate School,71593.58934804666,5.796876899492923,62.0,M,New Castle
84.0,Rural,No,Married,-0.17322670378786875,Graduate School,57196.31185584926,7.133943084426135,51.0,M,New Castle
36.0,Urban,Yes,Married,0.24017497517127534,Graduate School,52886.54532978494,6.450994160976045,51.0,M,Manchester
50.0,Rural,No,Divorced,-0.4750326293156201,Graduate School,43853.35611263447,5.558841465476374,41.0,F,Manchester
39.0,Suburban,Yes,Divorced,-0.4344514224333187,Graduate School,68031.36522835387,7.176070373492236,47.0,F,New Castle
52.0,Urban,Yes,Divorced,0.252858075390407,Graduate School,67597.80318507904,7.145829793167133,44.0,M,Manchester
