Marital Status,Location Code,Monthly Income,City,Brand Loyalty,Months with Company,Online Activity,Renew,Gender,Education Level,Years after high school graduation
Single,Urban,3145.0799422298687,Tokyo,-0.27989376280726624,91.0,4.260505776531557,,Female,College,20.0
Divorced,Urban,4972.036197048922,Osaka,-0.31574265451012606,32.0,5.574290389546641,Yes,Female,Graduate School,22.0
Single,Urban,4500.1605095223895,Osaka,0.13482698061974674,85.0,6.62842812175737,Yes,Male,Graduate School,34.0
Divorced,Urban,5015.522282240756,Osaka,-0.07074359684542175,71.0,4.75424497660917,Yes,Female,College,33.0
Divorced,Rural,3802.1201599294936,Tokyo,0.20402325686052925,47.0,5.202478668024295,No,Male,College,34.0
Divorced,Rural,4756.933391638224,Tokyo,-0.4589417960556922,79.0,3.927304098033311,Yes,Male,Graduate School,32.0
Married,Suburban,6499.306754303847,Kyoto,-0.6353011293695188,65.0,4.555192103232701,Yes,Female,High School,46.0
Single,Urban,5543.743336863639,Kyoto,-0.5019342299187111,59.0,3.1751530919650808,Yes,Female,Graduate School,32.0
Divorced,Suburban,3476.5569853986253,Osaka,-0.15563856061248776,53.0,4.082383557138159,Yes,Male,Graduate School,13.0
Married,Rural,3926.3942936230933,Osaka,-0.1819414262219344,62.0,5.648775744037742,No,Male,High School,27.0
Married,Rural,5305.19782371603,Osaka,-0.26613652441525565,40.0,5.238767543084133,No,Female,Graduate School,26.0
Married,Rural,4945.488107488091,Tokyo,0.6715976237432353,19.0,3.658427556236492,No,Male,Graduate School,42.0
Divorced,Urban,,Kyoto,-0.039123514378060276,61.0,5.842397486792092,Yes,Female,Graduate School,20.0
Divorced,Urban,6155.179919506315,Osaka,-0.38410881730732005,45.0,3.128620503421037,Yes,Male,College,39.0
Single,Rural,5970.502883056835,Tokyo,0.4972732272983086,71.0,2.1495141865597094,No,,Graduate School,53.0
Single,Suburban,5960.293760517125,Tokyo,-0.1666190685010015,45.0,5.583039637095897,Yes,Female,High School,44.0
Married,Suburban,4258.614096022989,Tokyo,-0.03503193201755772,61.0,6.017794965702801,Yes,Male,Graduate School,34.0
Divorced,Suburban,6066.0117696101115,Tokyo,0.4347300479299002,52.0,5.794207274271909,Yes,,Graduate School,34.0
Single,Rural,4274.559375803092,Kyoto,-0.07157506095725696,61.0,5.458647644292517,No,Male,High School,29.0
Single,Rural,5257.5329022645155,Osaka,0.3836447417549521,57.0,5.031996777496314,No,Female,College,30.0
Married,Urban,3031.7991836562587,Kyoto,0.2480887951180406,69.0,,No,Female,Graduate School,38.0
Married,Suburban,3827.1844278361705,Tokyo,0.23022680664959405,54.0,5.353487153335853,No,Female,College,29.0
,Suburban,5735.371906961145,,-0.11352287192979216,70.0,5.000172114456875,,Female,High School,22.0
Divorced,Rural,5312.764200494901,Kyoto,0.6078544407445959,87.0,3.8674650061222593,No,Male,College,46.0
Single,Suburban,6536.81278376259,Osaka,-0.16064542714344526,70.0,3.4581063971967003,No,Female,High School,33.0
Divorced,Urban,5985.3177004241115,Tokyo,-0.8605592690744424,70.0,2.119073801447621,Yes,Female,High School,32.0
Divorced,Rural,4142.989248287949,Tokyo,-0.5170428361958638,54.0,4.38182035717485,Yes,Female,Graduate School,20.0
Married,Urban,5747.307987754524,Osaka,-0.1695816466769956,111.0,3.5866655735112447,No,Female,College,37.0
Divorced,Urban,3617.3512770223033,Kyoto,0.35785575117416,56.0,6.551332583616843,Yes,Male,High School,29.0
Married,Urban,6041.0899313141545,Tokyo,-0.31668232007846203,92.0,3.9906407359121165,No,Female,College,34.0
Married,Urban,6193.538566436288,Osaka,0.29142340966286573,82.0,4.228008915755663,No,Male,College,35.0
Married,Urban,3213.2522320055714,Kyoto,0.16461642883970729,59.0,5.456561694848083,No,Female,Graduate School,28.0
Divorced,Suburban,3240.5438202111613,Kyoto,-0.4390212163753285,54.0,4.9945684801039905,Yes,Male,Graduate School,26.0
Single,Urban,4478.74874222664,Kyoto,-0.29506420453397464,54.0,7.065148917744963,Yes,Male,College,21.0
Single,Suburban,6680.86177159241,Kyoto,0.2023594442432025,51.0,2.59243797374377,No,Male,Graduate School,36.0
Married,Rural,4016.229611941895,Kyoto,0.09289783476991503,102.0,4.891628138488774,No,Female,Graduate School,32.0
Married,Suburban,3150.020524616784,Kyoto,-0.10717268869140956,63.0,5.4831801443974335,No,Female,College,28.0
Married,Urban,,Osaka,-0.2848116657399454,82.0,4.595160024478781,Yes,Female,College,40.0
Married,Suburban,6214.321850569766,Kyoto,0.5732088307123921,60.0,3.2750435102937456,,Female,High School,32.0
,Urban,3598.1183176776867,Osaka,-0.6253994150392514,63.0,5.069871834955734,Yes,Female,Graduate School,39.0
Divorced,Suburban,4250.394839933131,Kyoto,-0.6511156005453838,67.0,3.580133982066666,Yes,Female,Graduate School,34.0
Single,Urban,4717.94886076301,Kyoto,-1.473166295113723,60.0,,Yes,Female,High School,33.0
Married,Rural,4748.388474932088,Kyoto,-0.1606141412827681,23.0,4.92410393084778,No,Male,College,32.0
Married,Urban,4840.170992787831,Osaka,0.1265208554365403,48.0,4.612851451756108,Yes,Male,Graduate School,40.0
Divorced,Suburban,3757.529638156274,Kyoto,-0.6650753389942105,30.0,3.4069722020892046,Yes,Female,College,29.0
Single,,4414.48303671891,Osaka,0.1841949396206658,70.0,4.478780653440503,No,Female,Graduate School,40.0
Married,Rural,6017.047960323797,Kyoto,0.11339176097625836,,4.49300392317878,No,Female,College,26.0
Married,Urban,2897.703727333329,Tokyo,-0.019236809787371245,49.0,5.547770596320358,No,Male,Graduate School,27.0
Single,,5770.57033409814,Tokyo,0.7557086443018717,50.0,5.258906154185362,Yes,Male,High School,25.0
Married,Rural,7189.480932490067,Osaka,-0.2316189538298914,38.0,3.6096472127306516,No,Male,High School,28.0
Single,Rural,4012.9355228285403,Osaka,-0.04463432210846752,64.0,5.210574024801641,No,Female,High School,30.0
Divorced,Urban,5344.742689124974,Tokyo,-0.05194162909689287,77.0,4.8632642274951525,Yes,Female,High School,30.0
Single,Rural,5171.805477895316,Osaka,0.5403229748949819,60.0,5.563217696944411,Yes,Male,College,35.0
Single,Urban,2609.95599842389,Kyoto,0.3307815931223629,68.0,5.002596774937119,Yes,Male,College,3.0
Married,Rural,4869.163325916935,Kyoto,-0.37876318098202627,59.0,4.918953691805241,No,Male,College,28.0
Married,Urban,4814.409311122732,Tokyo,0.3322668365955319,22.0,4.487395366962551,No,Female,High School,32.0
Divorced,Urban,6075.612612970409,Kyoto,0.007335612101227573,41.0,3.983332352217779,Yes,Female,College,37.0
Divorced,Rural,5709.9553148150735,Kyoto,0.9346216491568782,84.0,2.7507841025719917,No,Female,High School,50.0
Married,Rural,6003.729995521215,Tokyo,0.20221395120470553,68.0,3.6415978379086007,No,Female,Graduate School,42.0
Married,Urban,4910.623086460302,Kyoto,-0.642311123810898,61.0,3.5299937503913488,Yes,Male,Graduate School,21.0
Divorced,Urban,5596.7001693248,Kyoto,-0.2570234016759819,90.0,2.0791727992027886,Yes,,College,31.0
Divorced,Suburban,6310.5729629504585,Tokyo,0.22728276831115146,67.0,3.725314558941981,Yes,Female,High School,42.0
Divorced,Urban,5485.384486266946,Osaka,0.7858901552254194,70.0,6.021603171304546,Yes,Male,High School,17.0
Divorced,Suburban,5476.846264972772,Kyoto,0.0677576946764607,73.0,6.157471210334894,Yes,Female,High School,31.0
Single,Urban,4005.124361366271,Tokyo,-0.6045200859378512,40.0,3.29867202505831,Yes,Male,College,33.0
Divorced,Suburban,4618.784464526041,Kyoto,-0.11541403523287042,68.0,3.72847369162108,Yes,Female,High School,13.0
Single,Suburban,5773.272354603866,Kyoto,-0.49173785785406876,75.0,3.8795573305376316,Yes,Male,College,25.0
Single,Urban,4503.002309127212,Kyoto,-0.41340314774825143,38.0,5.377164525558121,Yes,Female,Graduate School,15.0
Married,Suburban,6802.426645712053,,0.0860598965323176,39.0,4.278660332485579,No,Male,Graduate School,29.0
Single,Urban,5389.411581805948,Kyoto,0.03279556646955728,43.0,6.064107417819053,,Male,College,29.0
Married,Urban,6157.69992852982,Kyoto,0.3108532962192291,73.0,6.468630730280809,Yes,Male,High School,43.0
Divorced,Urban,4689.135833004643,Osaka,-1.1836435151503861,55.0,3.93133974728763,Yes,Male,College,29.0
Divorced,Urban,4570.482918846756,Tokyo,0.1709845756732275,61.0,5.441455570848916,Yes,Female,Graduate School,20.0
Single,Rural,6206.376601830106,Tokyo,-0.12605265637548801,21.0,4.1257865873654,No,Female,College,28.0
Single,Urban,4356.1786933906005,Tokyo,0.39156578147911325,54.0,5.766564706551591,Yes,Female,Graduate School,19.0
Single,Urban,4974.211347858165,Osaka,-0.2856903988883537,41.0,6.2405022604009615,Yes,Male,Graduate School,35.0
Divorced,Rural,5687.401868613437,Kyoto,-0.1777600144751726,67.0,3.8880973409041086,No,Male,Graduate School,31.0
Divorced,Urban,3447.726129578902,Tokyo,0.1283493382399356,104.0,2.751121721949758,Yes,Male,Graduate School,10.0
Married,Rural,4509.085558901627,,0.15057982340965298,81.0,5.983120935531865,No,Female,College,25.0
Divorced,Urban,3736.680044931377,Osaka,0.2799548463609517,83.0,3.3504818645717083,Yes,Male,College,26.0
Divorced,Suburban,5390.45390774332,Kyoto,0.01229830294808093,60.0,7.587070151929689,Yes,Female,College,36.0
Married,Suburban,5623.7362337475315,Kyoto,-0.39053368328400434,81.0,5.929650808400681,No,Female,Graduate School,17.0
Married,Suburban,2570.508189063802,Kyoto,-0.11529544971826897,35.0,5.91328717150189,Yes,Male,Graduate School,25.0
Single,Suburban,3923.345533872982,Osaka,-0.08845891307466908,53.0,,Yes,Male,Graduate School,30.0
Married,Rural,4853.278190801808,Osaka,-0.8759794715466026,58.0,5.223869945837446,No,Male,High School,18.0
Divorced,Urban,4383.845456595262,Tokyo,-0.517938676544172,64.0,2.9252574536928884,Yes,Female,College,31.0
Married,Urban,5445.533325368631,Tokyo,0.43927941404126225,58.0,6.256980723288571,Yes,Male,Graduate School,37.0
Single,Suburban,3252.0527133419505,Tokyo,-0.1753272655430399,58.0,4.248313433669323,Yes,Male,Graduate School,22.0
Married,Suburban,4358.347603603266,Kyoto,-0.38576909368158496,87.0,4.6609607181443105,Yes,Female,Graduate School,18.0
Divorced,Suburban,5395.864491739677,Osaka,-0.37775528820120663,49.0,5.118131269208235,No,Female,High School,21.0
Divorced,Suburban,5828.579161452829,Tokyo,0.2559804935880917,97.0,3.7314794736047388,No,Female,Graduate School,41.0
Married,Urban,4360.556423344622,Tokyo,-0.5486970818920711,58.0,6.35973280344454,No,Female,High School,18.0
Divorced,Urban,4123.505076494737,Osaka,-0.5685077843937676,34.0,3.713604955355449,Yes,Female,Graduate School,14.0
Divorced,Suburban,4020.5434885054046,Tokyo,-0.02762817168575349,64.0,5.693666804911974,Yes,Male,High School,25.0
Married,Suburban,3662.0273673868373,Kyoto,-0.6150582715217296,58.0,5.046663950355194,Yes,Female,College,37.0
Divorced,Urban,6597.930174868325,Osaka,0.584809129642403,63.0,4.644761822316304,Yes,Female,High School,42.0
Single,Suburban,5465.457841041121,Kyoto,-0.13715688525476286,59.0,3.4776532293517497,Yes,Female,Graduate School,43.0
Married,Urban,4594.70754423503,Kyoto,0.311145210644564,55.0,4.169287140741019,Yes,Female,High School,28.0
Divorced,Rural,3005.7670618126044,Tokyo,-0.07945550771407006,58.0,6.151877070051837,No,Female,College,24.0
Single,Suburban,2997.7502205174846,Tokyo,0.5806199703097176,42.0,3.806349450268725,Yes,Male,College,2.0
Single,Suburban,,Kyoto,-0.19085569105727604,66.0,5.188376702900997,No,Male,Graduate School,27.0
Married,Suburban,4237.217104260903,Osaka,0.09544545126970555,49.0,5.8679721839627526,No,Male,High School,25.0
Single,Urban,3836.700639529552,Kyoto,0.6218653318931385,63.0,5.299086104720634,Yes,Female,College,17.0
Married,Urban,7401.176457481562,Osaka,0.22305602304786265,59.0,2.7231144353441836,No,Male,High School,38.0
Single,Urban,5597.226130253887,Tokyo,0.25490205435189817,109.0,4.783477512178462,No,Female,High School,31.0
Divorced,Suburban,2996.970091235991,Kyoto,-0.08698901260499003,63.0,3.8334310439284867,Yes,Male,Graduate School,8.0
Single,Rural,5043.570933875375,Tokyo,0.16203590856520278,90.0,4.0365622590446435,No,Female,College,40.0
Single,Urban,3861.2192318509715,Osaka,,,5.349228831931311,Yes,Female,College,34.0
Divorced,Suburban,6364.372968227886,Osaka,0.04622161943084452,88.0,5.117868746372756,Yes,Male,Graduate School,44.0
Single,Suburban,5228.648125213259,Tokyo,-0.47748053602280016,57.0,4.825142641012941,Yes,Male,High School,44.0
Married,Rural,4329.59436946747,Kyoto,-0.19153133201794828,70.0,4.610747683855281,No,Female,Graduate School,27.0
Married,Suburban,5459.66907318007,Osaka,0.11257132142602533,88.0,4.035706435755249,No,Female,Graduate School,33.0
Married,,4087.8436251073085,Osaka,0.6012296457817179,64.0,3.9859946036754184,No,Female,High School,39.0
Married,Urban,3729.653934205483,Kyoto,0.2668887520249843,57.0,5.44655671969722,No,Male,College,34.0
Single,Suburban,5685.127376430985,Kyoto,0.29465518566309845,73.0,2.9732532941955165,No,Male,College,40.0
Divorced,Urban,5131.388367712841,Tokyo,0.023442596117491443,46.0,7.398220821915571,Yes,Male,Graduate School,36.0
Married,Suburban,5656.636690406528,Kyoto,-0.2608728226658018,73.0,4.705383341012972,No,Male,High School,23.0
Married,Rural,5296.225022757796,Tokyo,-0.20400068364536147,35.0,3.859162968559177,,Female,College,34.0
Divorced,Suburban,6927.693624677468,Osaka,0.90403855486736,41.0,4.48926335574816,Yes,Male,Graduate School,42.0
Married,Rural,5078.710301114348,Tokyo,0.3901753390659256,62.0,4.2994375892795365,,Male,Graduate School,40.0
Single,Urban,4358.897195011673,Osaka,-0.6317130833739468,67.0,4.006229067730722,Yes,Female,College,22.0
Single,Urban,6736.87258436657,Kyoto,-0.24163788586235613,,4.222823086538684,Yes,Female,Graduate School,55.0
Divorced,Urban,5150.472988452915,Kyoto,0.19923503198363768,73.0,5.652342379509352,Yes,Male,High School,35.0
Single,Suburban,6052.563880750464,Osaka,-0.25374449038236074,55.0,4.32517653983224,Yes,Male,College,45.0
Single,Suburban,4901.8690524512085,Osaka,0.3959574738755014,47.0,5.631162618123497,Yes,Female,High School,31.0
Divorced,Rural,4244.903559078073,Kyoto,-0.1686088135841696,62.0,3.946401957598377,Yes,Female,Graduate School,32.0
Married,Urban,4760.790892301714,Osaka,-0.42695277591917125,68.0,4.950891215963145,Yes,Male,Graduate School,33.0
Married,Rural,,Tokyo,-0.5791506967218297,41.0,6.043014762400967,No,Female,Graduate School,22.0
Divorced,Rural,6214.296703379403,Kyoto,-0.15884054239163178,46.0,4.498598715647861,No,Male,College,30.0
Married,Suburban,5865.90074852163,Tokyo,0.23681325132746123,53.0,4.3939377238686035,Yes,Female,Graduate School,41.0
Single,Rural,5759.65487586474,Osaka,0.015770109919763464,86.0,4.644214280167301,No,Female,,34.0
Single,Urban,1717.626888389469,Kyoto,-0.6311533707722996,59.0,5.728607116423196,Yes,Male,College,11.0
Divorced,Suburban,5785.920899677832,Kyoto,0.2900530738308198,64.0,6.535831125932237,Yes,Male,Graduate School,26.0
Divorced,Urban,3709.2568219163754,Tokyo,0.26858315714452796,62.0,5.0090175667202725,Yes,Male,College,16.0
Divorced,Urban,5490.746434821945,Osaka,-1.0925916870013435,83.0,3.3688181644911763,Yes,Female,College,34.0
Divorced,Urban,4170.121076322762,Osaka,0.07799416500910944,75.0,5.482250780054638,Yes,Female,Graduate School,35.0
Divorced,Urban,5324.151727718609,Tokyo,0.8958809585166774,75.0,6.255887644288531,Yes,Male,Graduate School,25.0
Married,Rural,5173.394368624027,Osaka,0.1806286794633556,55.0,4.420751982772472,No,Male,College,34.0
Divorced,Suburban,4014.6529273865253,Osaka,0.3474667464686252,49.0,5.852057056210762,Yes,Female,Graduate School,26.0
Married,Suburban,4938.968225709228,Osaka,-0.10059568821234421,65.0,4.4578353014366225,Yes,Female,High School,18.0
Divorced,Suburban,6132.031503106876,Kyoto,-0.029377106947128306,50.0,5.29979840171988,Yes,Female,Graduate School,39.0
Married,Rural,4136.219716734233,Tokyo,0.41859360722731853,61.0,,No,Male,Graduate School,35.0
Divorced,Urban,4227.615616519043,Kyoto,0.10312357651105458,51.0,2.8827778990354425,Yes,Female,College,27.0
Single,Rural,4610.137781584927,Kyoto,-0.212744291542121,90.0,6.017534025205739,No,Female,High School,21.0
Married,Suburban,4860.665764193807,Tokyo,-1.1701016565233928,71.0,5.4241333983684275,No,Male,College,9.0
Married,Rural,5367.16828286154,Kyoto,-0.12666255367748755,67.0,4.704998570118997,No,Male,College,25.0
Married,Rural,4528.272103001478,Osaka,-0.26998574979489487,73.0,4.881708993192252,No,Male,Graduate School,28.0
Married,Urban,5114.708565173235,Kyoto,-0.3413575725109725,58.0,3.955634758480925,Yes,Male,Graduate School,23.0
Single,Rural,6528.35852253391,Kyoto,0.17338795339574764,37.0,3.7215434761296518,No,Female,College,38.0
Married,Rural,6843.762208476128,Osaka,-0.2285189660154563,71.0,2.7603362309642616,No,Female,Graduate School,31.0
Married,Urban,6123.520412077851,Osaka,-1.0697843210697804,65.0,4.143937670242502,Yes,Female,Graduate School,36.0
Single,Urban,7188.42482216941,Kyoto,-0.1160372859994826,32.0,3.8215076447933134,Yes,Male,High School,42.0
,Urban,4555.760787360066,Tokyo,0.18426198801894378,87.0,4.062514036343246,No,Female,College,32.0
Divorced,Suburban,2516.0985216885756,Kyoto,-0.37514587935069393,42.0,5.9622535795387,No,Female,High School,24.0
Married,Rural,6518.054999307326,Tokyo,0.0032025536175450675,48.0,3.4027953094460344,No,Female,Graduate School,38.0
Single,Suburban,4889.7064421468895,Kyoto,0.8828561535514843,81.0,4.534410102535356,No,Female,High School,44.0
Married,Rural,4282.582673038805,Tokyo,-0.2133617748955,68.0,3.592279878178905,Yes,Male,Graduate School,21.0
Divorced,Suburban,5302.287660727432,Kyoto,-0.21694057640218706,34.0,4.785333060168974,No,Female,Graduate School,32.0
Married,Rural,4275.500909365874,Kyoto,-0.6684230541115167,68.0,6.530326460053944,No,Male,College,16.0
Single,Rural,5887.000247854136,Tokyo,-0.4306449216069594,84.0,3.5081122766815866,Yes,Female,Graduate School,35.0
Single,Rural,6002.031852032643,Kyoto,-0.5494656030813833,68.0,4.3213753771388825,No,Female,Graduate School,20.0
Married,Rural,5887.294632115729,Tokyo,-0.6930673158469807,46.0,3.7845628774595497,No,Female,College,25.0
Divorced,Suburban,4879.937738753917,Osaka,-0.6327155090713388,48.0,5.442006266753997,No,Female,High School,22.0
Divorced,Rural,5963.274073765339,Tokyo,0.08178641314330998,79.0,4.393043919152809,No,Female,High School,31.0
Married,Rural,6110.652950465196,Kyoto,0.9380703474570378,77.0,3.5309896643148067,No,Female,College,46.0
Married,Suburban,5639.440619377825,Tokyo,-0.22776089114753767,36.0,2.2202238912445047,Yes,Female,College,27.0
Single,Urban,3248.2578167678644,Kyoto,-0.4997224159803739,53.0,5.66466392870146,Yes,Female,High School,24.0
Single,Rural,5000.069866073318,Osaka,-0.026379906076578474,58.0,4.164080747193016,No,Male,Graduate School,33.0
Single,Urban,4777.968483881936,Kyoto,0.1569111431841705,54.0,5.627141899902957,Yes,Female,High School,33.0
Married,,5232.533313494728,Kyoto,-0.3485336549473334,82.0,3.89097389594633,No,Male,Graduate School,31.0
Single,Urban,5070.399244392649,Kyoto,0.12403599506768348,70.0,1.4803592263427032,Yes,Male,High School,18.0
Married,Rural,4145.2715861119095,Kyoto,-0.3125723456323894,47.0,5.203635313349935,No,Male,Graduate School,28.0
Divorced,Suburban,3285.129822963946,Tokyo,-0.44014693939890415,71.0,6.413381601080429,No,Male,High School,21.0
Divorced,Suburban,4078.3312095002316,Osaka,-0.2663583692152256,78.0,4.462236043953747,Yes,Male,Graduate School,29.0
Married,Rural,5300.526282880222,Tokyo,0.27493866137270095,63.0,4.88779213502822,Yes,Male,Graduate School,25.0
Single,Urban,5066.124281600389,Osaka,-0.4848611300203129,67.0,,Yes,Female,College,38.0
Married,Urban,4316.0965247990725,Tokyo,-0.770103252794343,64.0,6.300800190268936,No,Female,High School,12.0
Single,Suburban,4448.671827296494,Tokyo,-0.9022916465236092,73.0,3.6234528443251204,Yes,Female,College,36.0
Divorced,Urban,4601.7919973772405,Tokyo,-0.1552324498418376,53.0,4.554636597634456,Yes,Male,College,25.0
Divorced,Urban,2699.138749141089,Tokyo,-0.19538866139474623,43.0,4.624715390366651,Yes,Female,Graduate School,14.0
Single,Urban,3876.057683496855,Kyoto,-1.2368308433021729,,4.089159850756671,Yes,Male,College,
Married,Rural,5524.284957570502,Tokyo,0.3928390966998413,23.0,5.056334741383471,No,Male,College,29.0
Single,Suburban,4969.265421637318,Tokyo,-0.14203805427993663,55.0,5.607700029900311,Yes,Male,High School,30.0
Married,Urban,4342.766245572926,Osaka,0.4136449062327565,67.0,4.590782307175989,No,Female,Graduate School,37.0
Divorced,Urban,5094.588393970137,Osaka,0.15975049133601416,72.0,4.729039674084846,Yes,Female,College,24.0
Married,Suburban,5277.425096121149,Kyoto,0.30842939413444526,45.0,4.4514780895736505,Yes,Male,High School,21.0
Single,Suburban,5795.054636023805,Osaka,0.6336182313938445,39.0,3.5053859370350637,No,Male,College,39.0
Married,Urban,5386.633683676168,Tokyo,-0.8589883015889571,73.0,5.472176892746647,Yes,Female,Graduate School,25.0
Single,Rural,5874.331398949365,Osaka,-0.009754078946973554,42.0,5.124363678975361,No,Female,Graduate School,29.0
Divorced,Urban,4748.764376055156,Osaka,-0.22920234233779516,74.0,5.2059325226162105,Yes,Male,Graduate School,18.0
Divorced,Urban,5261.014739799794,Osaka,-0.47475926940767094,75.0,5.507976530335706,Yes,Male,College,33.0
Married,,2882.345793761649,Kyoto,-0.8144949714542649,52.0,6.661526468505157,No,Male,Graduate School,22.0
Divorced,Urban,4954.719921987511,,0.03740577148831031,73.0,4.799372601203293,Yes,Female,High School,39.0
Single,Suburban,3181.5638586573127,Kyoto,-0.17612137333868577,70.0,5.382492565343051,No,Male,College,32.0
Married,Rural,2992.0886083228374,Kyoto,0.11895338264667527,73.0,5.413088307139283,No,Male,College,33.0
Married,Rural,3601.0159341716253,Tokyo,-0.9300691405936565,49.0,6.82619915428206,No,Male,College,18.0
Divorced,Urban,4471.509801895052,Osaka,0.3243439308205328,72.0,5.2418556792915805,Yes,Female,Graduate School,23.0
Married,Rural,3767.29657042678,Osaka,-0.8303181616266403,73.0,5.754111562253125,No,Male,High School,17.0
Single,Rural,6071.29981832017,Tokyo,0.32150094686230724,69.0,3.778560588643011,No,Male,Graduate School,31.0
,Urban,4270.125766777581,Osaka,-0.12780899274571833,77.0,5.415796769663654,Yes,Male,High School,38.0
Married,,4623.731912165953,Kyoto,-0.15487457315512268,29.0,5.766802917544769,No,Male,Graduate School,24.0
Divorced,Rural,4719.479094811288,Kyoto,,44.0,4.675633410542721,No,Male,High School,36.0
Divorced,Rural,6336.354696282437,Tokyo,-0.44860310234661993,78.0,3.9841105457838424,No,,College,29.0
Single,Rural,4966.398283631995,Osaka,-0.26881148604031,70.0,4.349754936665394,No,Female,High School,
Divorced,Suburban,3281.795299394711,Kyoto,-0.5783194580244138,52.0,6.0861376802041605,Yes,Male,High School,24.0
Divorced,Urban,4048.72568315076,Osaka,0.375268814649489,68.0,5.060937106345122,Yes,Female,Graduate School,31.0
Married,Urban,4151.267535343234,Osaka,0.7198902599197916,52.0,6.480164575827174,Yes,Male,Graduate School,19.0
Single,Urban,5470.8622846171575,Kyoto,-0.5044991812979858,36.0,4.708847636310259,,Female,College,45.0
Single,Rural,3599.2494719585648,Kyoto,0.37602329900811393,53.0,4.673059608479618,No,Male,,38.0
Single,Urban,4062.2295391635935,Osaka,-0.03468809105374521,71.0,6.811525138974081,Yes,Female,High School,27.0
Single,Suburban,5785.492256602153,Osaka,-0.48408519354619245,42.0,6.280293678277979,Yes,Male,College,45.0
Divorced,Urban,4445.96093852077,Osaka,0.6587806841164995,46.0,3.425200194301941,Yes,Male,Graduate School,12.0
Divorced,Urban,7392.390149431703,Tokyo,0.48252174446473683,68.0,4.504924093836742,Yes,Male,College,58.0
Married,Urban,4371.510150027715,Tokyo,0.1361279779854616,95.0,6.1151543910172546,No,Female,,25.0
Divorced,Suburban,4150.327116157266,Tokyo,-0.18109198426390258,85.0,7.18143539248751,Yes,Male,Graduate School,34.0
Married,Suburban,4399.9109927885265,Tokyo,,47.0,4.223077402884835,No,Male,College,33.0
Divorced,Suburban,5959.526092047925,Kyoto,-0.07104498373405299,69.0,5.210866175533355,Yes,Female,High School,38.0
Single,Urban,4293.469419359831,Kyoto,-0.2000742692763426,70.0,2.9955625086183484,Yes,,College,23.0
Married,Suburban,4767.91730006011,Kyoto,,56.0,3.4618444630475484,No,Female,Graduate School,42.0
Married,Rural,4818.584395269558,Osaka,-0.14674684336375463,44.0,5.028649042052816,No,,Graduate School,33.0
Married,Rural,5453.766758760838,Kyoto,-0.4440081772909206,91.0,4.991892633238208,No,Male,College,28.0
Single,Urban,3296.321373059861,Osaka,-0.5067436275541811,66.0,4.986088518747274,Yes,Male,College,9.0
Divorced,Rural,5690.5500005777285,Kyoto,0.40782554488895806,50.0,4.486107811625566,No,Female,Graduate School,38.0
Divorced,Rural,5427.123826476605,Tokyo,-0.7557467304909888,91.0,2.59830797128975,Yes,Female,Graduate School,32.0
Married,Rural,2564.0322646806558,Kyoto,-0.10180955255454976,21.0,6.025141216181487,No,Male,Graduate School,35.0
Married,Suburban,4780.716396164855,Osaka,0.2752965688076353,71.0,4.9029005683177225,No,Male,High School,37.0
Single,Rural,4867.987521078737,Kyoto,0.04139374474045854,50.0,5.497500229013097,Yes,Female,Graduate School,23.0
Married,Urban,2767.272496327728,Tokyo,-0.3439024778728433,59.0,4.440515573000483,Yes,Male,College,24.0
Single,Urban,5515.53803803365,Osaka,0.6303044963946668,62.0,6.2589424840333745,Yes,Male,College,45.0
Married,Rural,5912.423555973476,Kyoto,-0.2581538451320808,89.0,4.566454099261328,No,Female,College,23.0
Married,Suburban,4178.594606791141,Osaka,,59.0,3.911633094696655,No,Male,College,33.0
Divorced,Urban,4949.507586234707,Kyoto,0.6411473857213662,75.0,5.539388567349446,Yes,Female,High School,22.0
Married,Urban,4755.3801399888725,Kyoto,-0.0909290938621789,53.0,5.751962516832944,No,Male,High School,24.0
Married,Suburban,5916.135268065636,Osaka,-0.8302943523023911,74.0,4.955306321243771,No,Male,College,21.0
Married,Suburban,4639.150614056018,Kyoto,-0.3934753595931809,65.0,4.827961163379168,No,Male,Graduate School,28.0
Divorced,Urban,4358.940782465841,Osaka,-0.7585799103218334,70.0,2.941961512355714,Yes,Male,Graduate School,15.0
Divorced,Suburban,4753.203820908976,Tokyo,-0.36911732676206066,41.0,3.4264841564657367,Yes,Male,High School,22.0
Married,Suburban,4703.657372043112,Tokyo,0.4302220584603601,47.0,4.518592032332324,No,Male,Graduate School,35.0
Single,Urban,6755.202376852063,Kyoto,-0.11362511793905472,92.0,4.102294800277701,No,Female,Graduate School,26.0
Divorced,Urban,6036.98981595864,Osaka,0.1781787183150768,60.0,4.384849486052037,Yes,Male,College,31.0
Single,Urban,5985.040686324018,Osaka,0.09717636053486911,66.0,1.6391630350698625,Yes,Female,Graduate School,37.0
Divorced,Rural,3279.9145354955303,Tokyo,-0.058853214541657595,59.0,5.966770603469437,No,Male,College,27.0
Divorced,Urban,4840.981214632442,Osaka,,49.0,6.945345787357745,Yes,Male,Graduate School,30.0
Married,,5157.270302278562,Kyoto,-0.5881978396804037,76.0,4.333110821276171,Yes,Female,College,37.0
Single,Urban,6730.266680008948,Osaka,-0.02726882053950641,65.0,4.590219514983562,No,Female,Graduate School,27.0
