Active online hours,Months after becoming member,Gender,Marital Status,Years after high school graduation,Education Level,Brand Loyalty,Monthly Income,Location Code,Renew,City
2.1607617063873943,53.0,M,Single,16.0,Graduate School,-0.7769225557847593,5717.279745016782,Suburban,Yes,Osaka
5.3790458022995535,106.0,F,Married,32.0,High School,1.2893241306588545,4267.367431412476,Suburban,No,Osaka
7.715532680405256,74.0,M,Married,35.0,,-0.02309588953441459,5454.092245119083,Rural,No,Kyoto
2.9764306257010094,35.0,,Divorced,17.0,Graduate School,-0.45558364238043947,6030.001242703992,Urban,Yes,Osaka
3.592500456275611,53.0,F,Single,22.0,College,-0.601175605878418,5906.530114850868,Urban,Yes,Osaka
5.391132874848308,81.0,M,Married,58.0,High School,0.12187189685988198,5810.769408046564,Rural,No,Tokyo
8.07901836073313,50.0,M,Single,19.0,High School,-0.5913280739757899,4039.952018941216,Urban,No,Kyoto
6.218875289821401,88.0,M,Single,32.0,College,0.6399691855864765,3618.950156136473,Rural,No,Osaka
6.434872707338277,39.0,M,Married,28.0,College,0.20692262362598812,5513.180370027922,Rural,No,Osaka
8.363140248276062,71.0,F,Divorced,35.0,College,-0.00723562028212188,5501.266524247519,Rural,No,Osaka
6.811459590832355,42.0,F,Single,17.0,High School,-0.10612363752924042,6437.275257895888,Suburban,Yes,Kyoto
8.105002746614948,65.0,M,Divorced,34.0,Graduate School,-0.04292826288601785,4235.561820990051,Suburban,Yes,Osaka
8.923195159646667,64.0,M,Divorced,23.0,Graduate School,0.294937301803534,4693.055943553857,Suburban,Yes,Osaka
4.044544145084293,64.0,M,Divorced,31.0,Graduate School,-0.26462924237512925,5757.809800256329,Urban,Yes,Kyoto
4.685136404812494,55.0,F,Divorced,41.0,College,0.4281629986930773,6485.0402906974,Suburban,No,Osaka
7.029112083442081,45.0,F,Divorced,26.0,College,,3365.832180486826,Rural,No,Tokyo
5.319368545731966,52.0,M,Divorced,38.0,Graduate School,-0.26375834110779267,3761.872772599302,Rural,No,Kyoto
6.1208520598167055,86.0,M,Divorced,32.0,,-0.1944459313483972,5194.751173676257,Suburban,Yes,Tokyo
6.890273029592366,57.0,M,Divorced,18.0,College,-0.05926539080609644,6236.667017405166,Urban,Yes,Tokyo
4.196211268456262,58.0,F,Married,16.0,Graduate School,-0.1624357997601808,4345.545135154008,Urban,Yes,Kyoto
6.532218902553484,82.0,M,Married,22.0,Graduate School,0.6565318510826276,3120.3950045869806,Rural,No,Osaka
6.6706524616377285,79.0,M,Married,37.0,High School,-0.023499628062849248,4915.993848016573,Urban,No,Tokyo
4.927693208546316,43.0,M,Divorced,14.0,College,-0.14050654395564482,5634.450581229595,Urban,Yes,Tokyo
5.621591350506236,76.0,F,Married,34.0,College,0.4933424262935034,5189.345461166835,Suburban,No,Osaka
8.600166715485098,37.0,F,Divorced,22.0,High School,1.0167855868383722,4671.2870835011445,Urban,Yes,Kyoto
4.540859931645729,56.0,M,,19.0,College,-0.29908095370499194,5722.4313215419415,Urban,Yes,Osaka
8.337994211684341,70.0,M,Married,38.0,College,-0.1924127250341755,4606.381518872794,Urban,No,Kyoto
6.683048302316219,55.0,M,Divorced,30.0,Graduate School,0.3226746266667219,6525.044472633528,Suburban,Yes,Kyoto
5.3705387510240765,54.0,M,Single,16.0,College,-0.5702774801615635,6853.2751446520815,Rural,Yes,Osaka
4.798234079014526,33.0,,Divorced,28.0,Graduate School,0.421775324742026,5879.213926894667,Urban,Yes,Osaka
5.147129845303789,55.0,M,Married,15.0,High School,-0.09705183243399607,5050.609847542278,Urban,Yes,Tokyo
5.543717130618058,83.0,F,Divorced,37.0,High School,0.6627556518701295,5095.981249277283,Urban,No,Kyoto
9.096121709970792,87.0,M,Married,41.0,College,-0.2113676469506211,5896.217520833931,Suburban,No,Kyoto
3.7534128896160883,59.0,F,Divorced,17.0,College,-1.0882159073532118,6419.781348641394,Urban,Yes,Kyoto
5.4735650528082305,46.0,M,Single,25.0,Graduate School,0.28745487127666886,5176.809193488863,Suburban,Yes,Osaka
7.288238048035782,75.0,M,Divorced,12.0,Graduate School,-0.4046523839799368,4879.92531451008,Suburban,Yes,Osaka
3.7023628902033296,15.0,F,Divorced,17.0,High School,,6908.107843618544,Urban,Yes,Tokyo
5.315216971865859,86.0,M,Married,43.0,High School,0.6712259552637981,5648.715634617696,Rural,No,Tokyo
7.775034842285367,80.0,M,Single,20.0,College,-0.29962222285103496,6094.40417238115,Urban,Yes,Tokyo
7.223522038780976,62.0,M,Married,17.0,High School,0.36795134208132235,2630.03829442517,Suburban,No,Tokyo
6.902932303075262,57.0,M,,18.0,College,-0.03908680441653915,3282.106587074517,Rural,No,Tokyo
7.359048497642148,92.0,M,Married,46.0,College,-0.2197600101454406,5298.306930427555,Rural,No,Kyoto
7.504724399295378,56.0,M,Married,29.0,High School,-0.7353191765848819,3804.723265071325,Urban,No,Tokyo
6.694404994833969,96.0,M,Married,42.0,Graduate School,0.42349985855000444,5032.517056544267,Rural,No,Tokyo
6.460519070641127,87.0,F,Married,37.0,Graduate School,,5475.56227208564,Rural,No,Osaka
6.656656122297812,,F,Single,30.0,High School,0.319382601388292,5291.2408399694805,Suburban,Yes,Kyoto
6.5848023309236,59.0,,Divorced,23.0,Graduate School,0.22087792762250455,5190.001836041861,Suburban,Yes,Kyoto
5.462706984104799,45.0,M,Divorced,21.0,Graduate School,-0.07155190648165187,5739.375711275358,Suburban,Yes,Tokyo
4.460712809487008,64.0,M,Single,30.0,High School,-0.047394591275636416,6149.108855427362,Urban,Yes,Tokyo
6.578573366467684,14.0,M,Married,,Graduate School,-0.6279857366056417,3256.6407088605456,Suburban,No,Kyoto
7.1741251876241385,51.0,M,Married,23.0,High School,0.14330962095591496,4668.860196248585,Suburban,No,Tokyo
4.270078998371281,49.0,M,Divorced,15.0,Graduate School,-0.8287103111107189,5911.88262260335,Urban,Yes,Kyoto
4.896681621882961,27.0,F,Divorced,31.0,High School,0.584737592735134,6125.281843673203,Urban,Yes,Osaka
3.4865061689149246,39.0,F,Divorced,19.0,Graduate School,-0.25802263162199174,6931.633808375861,Suburban,Yes,Tokyo
3.748724949944273,72.0,M,Single,30.0,Graduate School,-0.2803067723290148,,Urban,Yes,Kyoto
6.714246072179988,54.0,F,Single,28.0,College,0.0990453374432344,5984.122799487151,Urban,Yes,Tokyo
4.819770730259851,55.0,F,Divorced,26.0,College,-0.207456344908031,5149.864165170161,Suburban,Yes,Osaka
6.509377235252985,71.0,F,Married,24.0,High School,0.197432557918185,2740.89149353484,Suburban,No,Osaka
6.179615512842405,90.0,F,Married,37.0,Graduate School,0.3942876164873838,3868.0745297838403,Suburban,No,
6.392254731708822,43.0,F,Single,,High School,0.09753343572540589,4902.255748593086,Urban,,Osaka
7.792526393350288,65.0,M,Single,14.0,College,-0.3212572850892752,5410.949054796083,Suburban,Yes,Kyoto
5.822154209978939,66.0,F,Married,34.0,High School,0.420890389671641,4739.90595946739,Rural,No,Tokyo
,71.0,M,Married,29.0,High School,0.35338001956719567,4177.767053002259,Rural,No,Tokyo
4.998636610396395,62.0,F,Single,27.0,Graduate School,0.2901849268338148,5269.343849585693,Suburban,Yes,Kyoto
7.00774707631541,51.0,M,Married,36.0,High School,-0.3558831590618872,4485.283831016616,Rural,,Osaka
5.533504873858472,94.0,F,Married,21.0,Graduate School,-0.44994041122042694,4075.3770803712127,Urban,Yes,Kyoto
7.201473101814471,43.0,F,Divorced,16.0,College,-0.43294099249000373,2741.3689201559773,Urban,No,Kyoto
6.01019787508044,48.0,M,Married,19.0,High School,0.08565332985520033,5044.021749413243,Urban,Yes,Osaka
4.602258924391277,30.0,F,Married,25.0,,0.32645435287869534,5710.011001797879,Urban,Yes,Tokyo
7.107099226359294,58.0,F,Single,36.0,College,-0.1028886650704057,4645.174851973994,Urban,No,Tokyo
9.168899241307614,73.0,M,Single,,College,-0.33183581190367073,4467.049512337028,Suburban,No,Tokyo
6.281331062700565,46.0,F,Divorced,27.0,High School,0.07006911077095863,6051.031559818605,Suburban,Yes,Tokyo
5.512553769022136,90.0,F,Single,38.0,Graduate School,0.5111967727063925,4679.91554484504,Rural,No,Osaka
5.843220011908889,,M,Single,36.0,High School,0.42001757196368866,4201.365819237913,Rural,No,Kyoto
3.9879864350012992,63.0,F,Married,21.0,High School,-0.713353229539563,6529.999044376318,Urban,Yes,Kyoto
5.615198664736691,68.0,F,Married,19.0,College,-0.2485017687848059,5314.635477961938,Urban,Yes,Tokyo
5.686907484367821,66.0,M,Married,32.0,High School,0.5149961931017808,3294.9247373585795,Suburban,No,Kyoto
3.297789244071742,42.0,F,Divorced,19.0,College,-0.6057272565243276,5925.015214018785,Urban,Yes,Osaka
3.7089247058761163,68.0,M,Married,25.0,College,-0.5263065391684247,6535.964036313893,Urban,Yes,Tokyo
5.592612015905451,55.0,F,Married,17.0,Graduate School,-0.32990688180694827,5477.851215552159,Suburban,Yes,
8.21790672476425,71.0,M,Single,25.0,College,0.41996095467053196,5260.4001296123115,Suburban,Yes,
6.402641402890323,83.0,F,Married,27.0,College,0.4312089812329944,3231.602754418659,,No,Kyoto
6.49005690645321,36.0,F,Single,15.0,High School,0.4668351840701749,4043.1006815851347,Suburban,Yes,Kyoto
5.373515043006096,82.0,M,Divorced,20.0,Graduate School,-0.702354780417155,6533.727727854014,Urban,Yes,Tokyo
3.996457620221629,50.0,F,Single,30.0,High School,,6961.026586962523,Urban,Yes,Kyoto
5.51899927275666,60.0,F,Single,22.0,College,-0.3201914769688333,6268.824646790172,Urban,Yes,Kyoto
5.88966919197859,63.0,M,Married,22.0,High School,0.6341101762820714,4640.161391808542,Rural,,Tokyo
4.339534116120875,55.0,M,Divorced,22.0,Graduate School,-0.5684946231346816,5783.644895703883,Urban,Yes,Osaka
4.286128600317035,67.0,M,Single,32.0,Graduate School,-0.1981123301316597,5713.491087515439,Urban,Yes,Osaka
4.981893537792678,73.0,M,Married,46.0,Graduate School,0.46027594404053823,4951.986180220436,Rural,No,Tokyo
4.512315875961658,61.0,F,Single,33.0,Graduate School,0.037512285001361646,5510.1652749094255,Urban,Yes,Tokyo
7.658161834496218,83.0,M,Married,37.0,College,0.11161836980392117,6560.402975419301,Rural,No,Kyoto
6.17164813607465,64.0,,Married,35.0,College,-0.06669347501183227,5186.876699315969,Rural,No,Osaka
5.768748777841636,99.0,M,Married,33.0,High School,0.8176831640903888,4540.26541012341,Suburban,No,Kyoto
6.072854155970143,29.0,M,Divorced,19.0,High School,0.195239121412432,6107.711728892562,Suburban,Yes,Tokyo
6.690083772877579,7.0,M,Single,19.0,College,1.0169465041480295,4952.090013854283,Urban,Yes,Tokyo
5.141191124393864,25.0,M,Married,14.0,College,0.10241813551645468,5034.642284824285,Urban,Yes,Osaka
4.433763970352414,27.0,F,Single,33.0,College,0.4176380697359028,6315.969491494848,Suburban,Yes,Kyoto
7.129169467562274,30.0,M,Single,21.0,College,0.26359812222650403,6363.739540001083,Suburban,Yes,Kyoto
7.1952385821844045,46.0,F,Divorced,17.0,College,0.19934917255694043,6477.549701952279,Urban,Yes,Osaka
5.510546142959429,54.0,F,Divorced,17.0,Graduate School,-0.6089322883937486,6030.390922264804,Urban,Yes,Kyoto
6.2850902594376485,85.0,F,Married,29.0,Graduate School,0.41896167285647684,3969.798325441422,Rural,No,Osaka
8.649695312684655,49.0,F,Married,17.0,Graduate School,0.007064469888866956,3814.610635001607,Rural,No,Tokyo
9.36555846440268,64.0,F,Married,33.0,High School,-0.43583477286403643,5605.620176093313,Rural,No,Kyoto
4.523501975193385,71.0,F,Divorced,41.0,Graduate School,0.42264936110527196,5382.571088161198,Urban,Yes,Kyoto
6.351176607947139,46.0,F,Divorced,29.0,College,0.3528258566694893,5231.828218947034,Suburban,Yes,Kyoto
7.002232263444774,71.0,M,Married,32.0,,0.04366804316712954,5244.649549741367,Rural,No,Osaka
5.985525597910828,52.0,M,Married,11.0,Graduate School,-0.0010523376693536285,2402.968615043523,Rural,No,Kyoto
3.4132669173123844,76.0,,Single,29.0,High School,,6042.591120365067,Urban,Yes,Osaka
3.566339342695949,77.0,F,Divorced,21.0,College,-0.8896950994220603,5850.251261637366,,Yes,Tokyo
3.1108834401942596,45.0,M,Divorced,17.0,High School,-1.0256102221245238,7070.10112870011,Urban,Yes,Osaka
7.474013418977002,49.0,F,Divorced,23.0,High School,-0.29732269430978114,3940.7082600693693,Rural,No,Osaka
7.239310435856774,59.0,M,Married,39.0,Graduate School,0.20755201095543796,5960.157650476777,Rural,No,Tokyo
5.998168062095745,94.0,M,Divorced,38.0,Graduate School,0.4262215979739277,4030.687717100621,Rural,No,Tokyo
3.5886600457881834,34.0,M,Single,26.0,High School,0.04787512467984647,6030.941423850953,Rural,Yes,Kyoto
4.550749017800032,77.0,F,Single,28.0,College,0.9590023614039525,4609.206986851923,Rural,No,Osaka
4.65691764695125,55.0,M,Divorced,17.0,College,-0.42360993705832134,4961.492647210468,Urban,Yes,Tokyo
4.139388941908146,86.0,M,Single,32.0,Graduate School,0.6168500668406615,4436.306805087936,Suburban,No,Tokyo
6.7859746990078955,59.0,F,Divorced,38.0,High School,-0.14094787296533126,6619.542997223368,Suburban,No,Osaka
4.305348724818649,63.0,F,Married,37.0,High School,0.377184273336842,,Rural,No,Kyoto
6.322265038535786,54.0,F,Divorced,30.0,College,0.06896574935544354,6042.945679496299,Rural,Yes,Osaka
7.387315152510183,26.0,F,Single,14.0,Graduate School,0.24297017947502067,5712.960806114297,Urban,,Kyoto
3.4733867023581007,72.0,M,Single,18.0,High School,-0.9126491011248458,,Suburban,Yes,Kyoto
4.6599509087517506,101.0,F,Single,38.0,High School,0.6654587919826993,4868.894503590965,Suburban,No,Osaka
5.815689781867688,63.0,F,Married,56.0,Graduate School,-0.11407062531407824,6584.156701405546,Suburban,No,Tokyo
4.508710770172902,89.0,M,Divorced,30.0,College,-0.6836918546665607,6396.29698056651,Suburban,Yes,Osaka
5.314731688001051,82.0,M,Divorced,49.0,High School,0.2747328120720143,4799.352910141996,Rural,No,Tokyo
4.43845866618708,26.0,M,Divorced,23.0,Graduate School,0.31482031620223805,5638.010683546029,Urban,Yes,Osaka
4.574452618409611,72.0,F,Married,27.0,High School,-0.11617103330919518,4949.726582217551,Urban,Yes,Osaka
5.690905004678493,61.0,M,Married,20.0,Graduate School,0.350595931317452,3101.1610380085554,Rural,No,Tokyo
7.671028874576772,70.0,M,Divorced,24.0,Graduate School,0.7697567845670441,5036.164645373048,Urban,Yes,Kyoto
5.500343967663861,55.0,M,Divorced,28.0,Graduate School,-0.32232017946374675,7133.188367639859,Urban,Yes,Tokyo
6.657755994965109,48.0,F,Single,25.0,Graduate School,0.6845239810003607,6347.520647420348,Urban,Yes,Tokyo
5.650203944379372,46.0,M,Married,28.0,Graduate School,0.09911522401372311,6447.851945347586,Rural,Yes,Tokyo
4.941356007291452,34.0,F,Single,12.0,High School,-0.2736719747159033,6117.566348931471,Suburban,Yes,Kyoto
6.972002333454203,39.0,F,Divorced,36.0,College,-0.26031870739694624,6369.502759258759,Rural,No,Kyoto
7.603831942504125,66.0,M,Married,,Graduate School,0.35536479848281843,5929.447138245531,Urban,Yes,Tokyo
6.102959286975574,46.0,F,Divorced,23.0,Graduate School,0.30384316477441553,6001.539849042567,Urban,,Kyoto
6.622855035101621,54.0,F,Married,27.0,Graduate School,-0.03555226355654188,3882.9626009465687,Rural,No,Tokyo
4.6122398342529936,44.0,M,Single,22.0,Graduate School,-0.25400363626593997,6306.87760490955,Urban,Yes,Osaka
5.6226670973089,57.0,M,Single,29.0,High School,0.3477658208463333,3781.357965967207,Rural,No,Kyoto
7.443561754148607,68.0,M,Single,21.0,College,0.06289168707209297,5361.915753482785,Urban,Yes,Osaka
5.982509958345976,28.0,F,Married,20.0,Graduate School,0.33130095074429006,5213.202437723266,Urban,Yes,
7.007707420597928,48.0,F,Divorced,10.0,College,-0.4726375409794672,6816.354965055394,Suburban,Yes,Osaka
6.143175424571298,66.0,M,Single,36.0,College,0.4593242073083474,4196.850937084809,Rural,No,Tokyo
4.443623551791688,45.0,M,Divorced,23.0,College,-0.33148901568313616,6315.6011982030905,Suburban,Yes,Kyoto
4.828538285480518,66.0,M,Single,14.0,High School,-0.49353076506689775,5063.425818992713,Suburban,Yes,Osaka
5.7928010581807365,37.0,F,Divorced,19.0,Graduate School,0.27681420776097154,4947.167894348021,Urban,,Tokyo
5.9919309582185605,92.0,M,Married,40.0,College,0.5510789715586859,3586.540349421378,Rural,No,Tokyo
6.593612857522465,98.0,F,Married,44.0,High School,0.7948839670340299,5779.706232231041,Rural,No,Tokyo
4.887114003277286,55.0,M,Divorced,13.0,High School,-0.8132086723079636,,Urban,Yes,Kyoto
,57.0,F,Divorced,15.0,,-0.4317687743416168,4976.186379977737,Urban,Yes,Tokyo
4.020683148839606,70.0,M,Single,29.0,High School,0.03236168971889685,4672.763155897631,Urban,Yes,Osaka
5.978835382138911,65.0,F,Single,24.0,College,0.07494542438109093,6061.908682927573,Urban,Yes,Osaka
5.094886912587603,51.0,M,Single,21.0,College,-0.04550867654172133,6032.430995881969,Urban,Yes,Kyoto
4.983524342933747,42.0,M,Divorced,24.0,Graduate School,0.12599992585213643,6158.203426024342,Urban,Yes,Tokyo
7.728486707759378,64.0,M,Single,34.0,College,-0.018649700950705353,3607.570540696613,Rural,No,Kyoto
6.454288315472213,74.0,M,Single,28.0,College,-0.14083604729974764,5102.107472728728,Urban,Yes,Tokyo
5.0189621799117745,52.0,M,Divorced,28.0,High School,0.27752841043377197,5001.334483213221,Rural,No,Osaka
2.635147525738703,98.0,M,Divorced,29.0,Graduate School,-1.0196397141833038,5126.268428755119,Suburban,Yes,Kyoto
5.175439947023488,85.0,M,Divorced,40.0,Graduate School,0.48264660378855234,5112.182582616087,Urban,No,Osaka
6.549721246077809,62.0,M,Divorced,25.0,High School,,6658.056129225184,Urban,Yes,Tokyo
5.964109361349339,75.0,F,Single,21.0,College,0.13457541762493413,4521.54662180708,Urban,Yes,Kyoto
4.794880809826127,45.0,F,Divorced,19.0,High School,-0.45822965111828595,6345.492984360145,,Yes,Kyoto
5.703909555929575,81.0,F,Married,30.0,Graduate School,0.7222824820059631,3980.3627698701475,Rural,,Tokyo
4.53958749810522,84.0,F,Single,34.0,High School,0.9143640075997647,4522.585087701158,Urban,No,
7.190784116787045,48.0,F,Married,30.0,Graduate School,-0.33627321652668646,4984.2704699337,Rural,No,Tokyo
5.623671421909546,62.0,F,Divorced,31.0,Graduate School,0.5346117110535011,6331.75027655772,Rural,Yes,Osaka
6.16785577571675,59.0,M,Single,31.0,Graduate School,0.3066762483753231,6761.851461006367,Urban,Yes,Tokyo
4.212147247823587,23.0,M,Divorced,21.0,College,0.28047882190181617,7049.19436386454,Rural,Yes,Tokyo
5.002643258343829,59.0,M,Single,59.0,Graduate School,-0.13508458791227856,7615.937654521676,Rural,,Kyoto
6.979557841495559,63.0,F,Married,24.0,College,-0.024642729946042552,3410.941532887747,Rural,No,Tokyo
4.0905988780942035,21.0,F,Single,,High School,0.3453980373807456,7402.748186083438,Urban,Yes,Kyoto
4.506309013552556,45.0,M,Single,24.0,High School,-0.2088347943505851,6826.392946341399,Urban,Yes,Osaka
6.2272038229114575,91.0,M,Married,29.0,Graduate School,0.6937827412527839,3753.409869586844,Rural,No,Kyoto
5.215851359418172,71.0,M,Divorced,3.0,High School,-1.5,7169.62095605975,Suburban,Yes,Kyoto
7.358428190406156,85.0,M,Married,25.0,High School,0.27059319281271144,3423.355492251431,Rural,No,Kyoto
4.81604239983746,58.0,M,Single,14.0,College,,6050.931994137759,Urban,Yes,Kyoto
5.560973271889566,42.0,M,Divorced,18.0,College,-0.2185410336396792,,Urban,Yes,Osaka
5.383481958551037,103.0,F,Married,40.0,College,0.8976580469547056,4495.88361275082,Rural,No,Osaka
6.027084636080942,36.0,F,Married,24.0,Graduate School,0.23577392766980118,,Urban,Yes,Kyoto
6.358262797018566,70.0,F,,30.0,Graduate School,0.3660262778640656,4572.132319199888,Rural,No,Kyoto
4.458934210109739,82.0,F,Married,20.0,Graduate School,1.0937540022137566,,Suburban,No,Kyoto
7.607424343945951,54.0,M,Married,29.0,College,-0.5485104886002493,3273.7974069811175,Suburban,,Kyoto
5.495633820103399,68.0,M,Divorced,25.0,College,-0.03626333316515022,5359.411111236289,Urban,Yes,Kyoto
3.6417218245232466,30.0,F,Divorced,19.0,High School,-0.35744982881019627,6792.454482270672,Suburban,Yes,Osaka
4.568631266008545,75.0,M,Divorced,18.0,College,-0.351861812030436,4452.667511562064,Suburban,Yes,Tokyo
5.546399394013469,,M,Divorced,39.0,College,0.3877691875878617,6440.88733618108,Rural,Yes,Kyoto
5.186664840771707,48.0,F,Single,20.0,College,0.045157639904353786,5791.330625862413,Urban,Yes,Kyoto
3.4512885024393865,40.0,M,Single,22.0,High School,-0.1951836422109289,6386.757820576266,Urban,Yes,Osaka
6.207353048325571,71.0,M,Married,28.0,College,0.36514692034568286,3775.2607337646277,Urban,Yes,Tokyo
4.690427584582697,48.0,F,Single,20.0,College,,4606.947241166855,Suburban,Yes,Tokyo
4.942777768970761,84.0,F,Divorced,22.0,Graduate School,-0.606549391889238,5311.440153236373,Suburban,Yes,Osaka
6.9732445399175775,78.0,F,Divorced,20.0,Graduate School,-0.617974248795033,6477.649697597235,Urban,Yes,Kyoto
6.835716010010374,68.0,M,Married,27.0,College,0.12891513762438916,5915.476849841322,Urban,Yes,Osaka
6.351614793040526,54.0,M,Single,38.0,High School,0.9013105592704898,6321.615542746988,Urban,Yes,Tokyo
,83.0,F,Married,34.0,High School,0.293920298417914,4655.16718584191,Urban,,Kyoto
5.693860944851115,89.0,M,Single,30.0,College,-0.29649704924406733,5354.113752705146,Rural,Yes,Kyoto
2.5287409496406252,46.0,M,Married,14.0,High School,-0.8411363019887237,7012.222603050068,Suburban,Yes,Osaka
5.4141966137048065,37.0,F,,34.0,College,0.8850844641954354,5645.415288914235,Suburban,Yes,Tokyo
3.9591260190420967,47.0,M,Divorced,13.0,High School,-0.478448687137094,5213.498644682789,Urban,Yes,Tokyo
6.506661099337068,60.0,M,Married,23.0,High School,0.4196051675840003,4025.3832802388733,Suburban,No,Tokyo
4.737708620269932,80.0,F,Married,24.0,High School,0.5282020996954921,4119.90331250433,Rural,No,Osaka
3.29421589754526,60.0,F,Divorced,23.0,High School,-0.1304341591379299,3963.85317699604,Urban,Yes,Tokyo
4.69950049572843,58.0,M,Divorced,28.0,Graduate School,0.0041817144660025105,6868.654427738222,Suburban,Yes,Kyoto
3.8117248061728266,38.0,F,Single,27.0,College,-0.17187750135986654,7566.7888992260505,Suburban,Yes,Kyoto
6.757945534503458,98.0,M,Married,39.0,High School,0.632841590273602,3590.204817461667,Rural,No,Osaka
2.8997751876872515,40.0,F,Divorced,27.0,College,-0.4767331205034132,7136.152628511514,Suburban,,Kyoto
5.553870926193016,54.0,M,Divorced,30.0,Graduate School,0.32766455525302995,5842.971083096422,Urban,Yes,Osaka
6.679114191587474,77.0,F,Divorced,29.0,Graduate School,0.32193563432749295,5332.2786117153855,Urban,Yes,Osaka
4.7541464527368,60.0,M,Single,9.0,High School,-0.6932976899878025,4986.053400490395,Urban,Yes,Kyoto
5.057966369965349,61.0,F,Divorced,27.0,Graduate School,-0.09168862025714913,5718.444344184064,Suburban,Yes,Osaka
4.4286712316065096,81.0,M,Single,62.0,High School,0.5433749774583669,6981.397155308727,Rural,No,Tokyo
3.5323363674419834,34.0,M,Divorced,28.0,College,0.054373698604721195,5820.417899648041,Urban,Yes,Osaka
7.19067667440757,75.0,M,Single,18.0,Graduate School,-0.20312886819960468,5514.031183872417,Urban,Yes,Kyoto
4.628361855624151,60.0,M,Single,31.0,Graduate School,0.2680896491249525,5498.659293628388,Rural,Yes,Osaka
6.78722780533168,67.0,M,Married,13.0,College,0.3766455206578524,3807.106111062477,Rural,No,Kyoto
6.044444200507368,57.0,M,Single,24.0,High School,0.09589234979649108,5224.205648897746,Urban,Yes,Tokyo
3.8390603168062105,38.0,F,Divorced,20.0,High School,-0.3889507395707248,6188.586196627168,Urban,Yes,Osaka
5.086062702385354,23.0,M,Divorced,25.0,Graduate School,0.4247149634276554,5991.705498550483,Urban,Yes,Tokyo
7.058283575663291,88.0,F,Married,27.0,College,0.5151629092965113,4269.041647342709,Rural,No,Osaka
5.6741805975067505,62.0,F,Divorced,15.0,High School,-1.0368332430918779,6923.460878629296,Urban,Yes,Kyoto
8.460187010373799,41.0,M,Divorced,24.0,High School,0.5687693496967331,6060.451446666306,Urban,Yes,Tokyo
7.233293587455327,80.0,M,Single,43.0,High School,0.31220946077171186,5399.249488547914,Rural,No,Osaka
6.76672846425454,55.0,M,Divorced,23.0,High School,0.16782917738949676,5644.141475356033,Urban,Yes,Kyoto
7.758032206769287,75.0,F,Divorced,26.0,College,0.18323434143854,5822.80769889288,Urban,Yes,Tokyo
3.7537073035736563,58.0,M,Single,23.0,College,-0.5020188101169322,6555.468028253492,Urban,Yes,Osaka
4.567977054063697,62.0,F,Divorced,,High School,0.19696128601516288,5000.580905111856,Rural,Yes,Osaka
6.899121636937682,55.0,F,Divorced,13.0,High School,-0.5995489153702513,6346.411033502776,Urban,Yes,Tokyo
,53.0,M,Divorced,38.0,High School,-0.4486486252997326,4577.949161857588,Urban,No,Kyoto
4.689487757611042,62.0,F,Married,32.0,Graduate School,0.14153082449288076,3358.2697989194694,Rural,No,Tokyo
8.852932409524357,67.0,M,Married,28.0,Graduate School,-0.4099560617788583,4709.542685192448,Suburban,No,Osaka
6.314842407229228,82.0,F,Divorced,29.0,High School,-0.20372539739661744,5390.307436172147,Rural,Yes,Tokyo
3.450496923043734,74.0,F,Divorced,28.0,College,-0.8991279704636621,6767.754888339619,Suburban,Yes,Tokyo
6.001563758237688,69.0,F,Married,20.0,High School,0.6044315258177478,2851.2395979337443,Suburban,No,Kyoto
4.439767751007454,96.0,M,Single,55.0,High School,1.0663944034786483,5655.047866746251,Urban,No,Kyoto
5.6797820822096465,92.0,F,Married,31.0,College,0.7654797946578852,4063.749718916946,Urban,No,Tokyo
7.282003434547616,89.0,M,Married,,High School,0.28195914746362194,4830.345918615997,Suburban,No,Osaka
5.94942759733944,52.0,M,Divorced,25.0,High School,0.5152379778793952,4901.6469678254525,Urban,Yes,Kyoto
6.200719359294507,54.0,M,Single,22.0,Graduate School,-0.022135917964238486,5694.2713043188805,Urban,Yes,Osaka
5.6449636534157115,82.0,F,Divorced,24.0,Graduate School,0.5663887595554711,3624.2409294365425,Rural,No,Osaka
4.478933822090713,94.0,M,Divorced,22.0,High School,-0.8970461152347503,5146.074917185439,Suburban,Yes,Tokyo
5.769127091916698,64.0,F,Divorced,23.0,College,0.011741529280842461,4772.245257613291,Urban,Yes,Kyoto
4.429767310227616,74.0,M,Married,18.0,College,-0.8019491991207366,5663.642189240717,Suburban,Yes,Kyoto
6.221437663811239,,F,Married,31.0,High School,0.4028092558041295,4296.157235053676,Suburban,No,Kyoto
6.427324892549784,75.0,F,Divorced,35.0,College,0.30186375516615804,4755.579327089577,Suburban,No,Osaka
7.302140760070974,64.0,F,Single,33.0,College,0.12669326929470887,4820.4847193044725,Suburban,No,Tokyo
4.430720082049911,75.0,,Single,21.0,College,-0.34653049038111694,4868.342231599837,Urban,Yes,Osaka
5.885740318590967,43.0,M,Married,29.0,Graduate School,0.34423087330223423,5831.580891967781,Urban,Yes,Osaka
6.313216595942976,77.0,M,Married,31.0,Graduate School,0.7108638219487337,5245.646967878785,Rural,No,Tokyo
6.92017887322608,61.0,M,Divorced,,Graduate School,-0.07909593594027617,6040.832853299452,Urban,Yes,Tokyo
3.7635482502285966,58.0,M,Married,32.0,High School,-0.2334449596613497,5709.057287200432,Urban,Yes,Kyoto
