Gender,Household Income,Age,Brand Royalty,Marital Status,Subscription score
Female,122467.44838656217,41,82.65415967178382,Divorced,97.07580554147276
Male,125741.30421386228,41,83.20955272473161,Married,107.78676201305494
Male,185095.29707517725,21,85.70613622573543,Divorced,80.53004506565614
Male,187228.492664657,29,84.34810851192812,Married,86.46962578951887
Male,105609.9939308308,60,49.273863849875546,Married,62.154166827823914
Male,104222.98118803512,36,22.77251584018382,Single,23.7352460316837
Female,130759.92014370809,35,14.101710757872524,Divorced,20.552562435017023
Male,124715.42552228161,38,88.52335043540955,Married,96.27339869102401
Male,51408.39864979677,72,45.46274709820891,Married,48.01539450243593
Male,107062.03805824902,57,49.36841169454859,Married,57.13340494774025
Female,118958.961525463,41,91.3896844577475,Married,101.61155375532624
Male,130954.05246208643,38,27.3584242016123,Divorced,37.6342862137028
Male,181095.2579990581,29,93.59013329707102,Single,93.83597338358028
Female,96130.37527711672,55,55.13735513234234,Single,53.79024305689746
Female,184198.07625803514,30,80.37186250783016,Divorced,83.40688443326759
Male,179224.7266271952,26,87.14973445875623,Married,95.57511316962193
Female,168417.92348623814,26,83.56741300532732,Divorced,82.76057473050489
Female,157629.06496890954,39,8.65238017292453,Divorced,17.829155161186016
Female,115231.5868520706,34,29.658106169876106,Divorced,42.57391611985731
Female,127059.8520025561,38,25.51123372691521,Single,22.337449839582682
Female,53913.51590276439,74,42.18782306458284,Married,50.40651626470912
Male,99997.52020959058,66,43.51472420661138,Divorced,51.501248658000556
Female,128148.62664437723,34,90.36629535231184,Single,109.10155762274
Male,117380.72103320494,43,100.0,Married,104.84652846844416
Female,187361.74095761706,22,89.35016956916502,Single,93.69595823906516
Female,127574.46432228123,39,31.949756134511393,Married,34.91786920904628
Female,124166.32885446414,37,27.61266547689361,Single,45.689730965533016
Male,153285.85220012098,45,10.355285669599752,Divorced,21.0588369336227
Male,109783.30878307702,56,54.10905942694191,Married,49.966015541176155
Female,121703.01482098631,41,24.98701022772683,Married,12.277992240506773
Female,129099.14427890314,35,81.98856646583924,Divorced,73.63876195495058
Female,115136.38353749368,42,91.53178555138629,Divorced,92.33307389794354
Male,189243.00448025452,28,84.87519340070403,Divorced,87.40378374995703
Male,38410.65725795952,71,40.7903904990556,Divorced,35.41286073546162
Female,132196.11803053945,39,26.75746679103241,Married,19.32891192336956
Male,118080.23554246433,34,17.26487838711312,Divorced,18.13812959051441
Male,130806.60725146235,35,92.3769948852684,Single,97.50789279457598
Female,38033.35454727561,68,42.06390907817565,Married,34.952658485081244
Female,36211.80899369111,75,51.17463222665736,Single,52.305067129172095
Female,121817.78170144037,46,81.83176142950728,Single,80.93995516651772
Male,105904.72931728976,60,53.25575788604139,Married,70.7015031716192
Female,132403.06835953117,38,82.78511009964583,Divorced,90.51579054125575
Male,158059.95672707137,41,8.371359225134363,Single,-5.554077832182033
Male,180369.9109134324,29,81.51947503184583,Divorced,78.46174120101489
Male,155023.72295450352,42,14.403148291909133,Divorced,20.02230509616276
Male,101221.25018337327,58,53.276810339391574,Married,63.43166304315198
Female,92346.80474603422,61,55.11050712022255,Married,50.558332183164595
Male,136137.65775625076,37,83.20340277283584,Divorced,105.73941731696893
Male,128571.45352935218,40,18.45532717870557,Single,16.570116447323226
Female,31443.286484225027,68,49.37540490317753,Single,30.072214942049015
Female,171686.48319655552,27,87.89689769776034,Single,87.59179979572797
Male,98563.07717920387,63,48.200032215814645,Married,44.74467811297884
Male,130370.64779551407,37,25.70566545431664,Single,31.670213627565506
Female,126855.6537955999,40,24.111667774427623,Single,18.568906113920473
Male,148323.79016636213,38,12.99945463173961,Married,1.02278023512282
Male,135822.44934269335,38,25.065953248795797,Divorced,16.900281323355678
Female,176039.62742195005,26,93.02464862002073,Married,102.3513362116207
Male,178332.01348783824,23,88.4928300717112,Divorced,97.88741894500211
Male,169758.40203029566,20,82.09076111757487,Single,73.93948295635691
Female,184006.8275897503,27,90.29453714026594,Married,91.16043276804487
Male,152188.53991284006,39,9.417265444154602,Divorced,11.961126826049004
Female,136744.14477824324,32,26.687734737750116,Divorced,8.818958130526209
Male,160806.67926077195,40,5.928995605135796,Single,17.7931646413233
Female,175941.47840455748,30,78.69798791759992,Divorced,98.14080012709974
Male,124946.71345714033,37,13.575829199953475,Single,11.170737128766273
Male,124487.87152917884,38,20.20179767098887,Married,21.385707402536898
Female,170340.18404926136,24,89.16791554043351,Married,90.8310963595061
Female,115816.92953078565,39,76.40657617203863,Single,85.46920913906264
Female,126737.87537003458,41,84.33091696843117,Divorced,92.61265091026027
Female,170261.85371573857,22,80.6974250959576,Single,76.58184695168191
Female,48501.374853947425,72,41.16830396642639,Single,37.101225441969916
Female,123746.48337924047,33,27.962746884628523,Divorced,18.67955449982572
Female,181861.5169051814,25,85.41743381923263,Single,84.18731573969163
Female,127377.20398423591,34,29.378098518304096,Divorced,35.97662489849982
Male,40388.400744155064,68,38.9242737785958,Single,32.43340580618927
Male,102432.1692561836,57,49.13070547483453,Single,54.96613838988357
Male,48511.34656230446,71,51.435137166916796,Divorced,55.190446189464026
Female,180225.94617882723,27,83.16850816867247,Divorced,99.5193961978382
Male,183344.5708544766,27,88.6684544787259,Single,97.127800423954
Male,127543.66365800195,47,82.12626206512368,Married,75.93717873618625
Female,182141.63056889438,29,76.85508735990393,Married,76.61838094181577
Male,155595.78820577494,38,11.198047909332878,Divorced,17.14158617330335
Female,147233.52056269578,37,14.84783313882086,Married,21.43748745900578
Male,93155.40791864101,51,49.41215601437526,Married,48.20080713819969
Male,137173.52927521546,39,89.24984107471522,Divorced,85.07773919186842
Male,174010.50934065954,26,87.85206906533439,Single,102.10312727186854
Female,40344.917223840064,72,42.526886835880696,Divorced,50.13843274524939
Female,138523.94369017304,34,26.005977041914274,Married,44.76842112829757
Female,183359.07328622602,27,92.36049799517507,Married,100.58547999693936
Female,93595.89323169597,59,47.549879089550956,Married,32.784706850300815
Female,161828.92844688968,44,3.2707869697042256,Single,-6.061094885214699
Female,122137.56013589162,54,60.5920689753097,Single,62.07516584703136
Male,176185.45984249897,25,78.44346897617659,Married,78.71272137576754
Female,43221.798908008815,75,41.21296902377627,Single,50.92627238671155
Male,55013.80384832611,74,49.078353160430815,Single,41.99869312248739
Female,185291.96767501847,26,80.12140021040487,Married,79.89044683548742
Female,157694.32644312858,35,12.214851897912034,Married,25.020584533807316
Female,44151.603707659175,67,48.5435510292612,Married,37.05856719602095
Male,57030.652753468334,76,44.29006276664684,Married,39.17228120956359
Female,49899.19206934141,73,42.998894908876636,Married,32.94976080603678
Male,111665.58284697829,63,55.72561614825655,Divorced,52.149534387252906
Female,146904.53045328584,41,9.515465401407305,Single,27.197071455716106
Female,115335.6927102741,36,87.88685995454793,Married,90.64651116269054
Female,128264.87403412718,40,90.1093566051189,Single,108.24796656382841
Female,150503.40349059124,36,14.502394501174358,Married,-8.099776668558398
Female,117241.05879562703,29,20.477797315175174,Single,15.471479515462008
Female,155152.06453871162,39,18.33904791857971,Married,17.42277743236735
Female,161205.97223553024,44,17.44523035259987,Married,2.624399878798709
Male,149675.44165747217,36,20.052145545345358,Married,20.989937280891116
Male,167007.12327986397,26,79.92485877374295,Married,84.46781522518478
Male,123551.49945585817,35,22.002965344216904,Single,11.06137271695663
Female,123185.2204411305,37,88.70843291452562,Married,88.3422937412306
Male,40703.454867357534,71,34.47355414523822,Divorced,24.240877964727176
Male,180378.12894017517,24,84.6842297338367,Divorced,84.15397256131527
Female,145708.59297889125,39,9.662738623555683,Married,3.500109204066616
Female,135675.7790389461,37,86.32272504344874,Single,87.59385037005389
Male,159829.966122362,39,18.544187285418726,Single,-4.813861219280891
Female,107098.49927460097,60,48.83461986188046,Single,52.22780287888973
Male,124713.67059681438,33,90.80273632604053,Divorced,88.22040384088604
Male,42654.33924494969,74,42.596061891967345,Single,41.246546291503684
Female,152409.65885236414,38,11.265207785299125,Divorced,-12.723820193698732
Male,35224.27320568352,73,44.2168074266271,Married,45.501253888552164
Male,55134.69116255041,70,43.451322792908954,Married,45.778080820570935
Male,100195.47010535284,57,55.35296309585592,Single,68.1837514898182
Male,162736.17614485166,37,13.877615993729371,Divorced,8.945131150664729
Female,123502.86557073297,39,94.28027374792607,Divorced,130.3380799025992
Male,128497.2711348756,34,26.179505244697303,Single,23.203623742657342
Female,100386.1815153527,58,50.985666405648416,Divorced,52.01801885077557
Male,174255.25575885075,28,88.01335938706613,Single,91.1089451378455
Male,183670.25203087163,24,92.33408945477743,Divorced,74.34842600361323
Female,168824.1910999412,41,4.842987898626291,Married,7.2865644637398574
Female,148815.0764270643,39,7.563253034459429,Married,2.6664534440792744
Male,131301.66922540485,38,26.469639736691366,Married,26.083334450168298
Female,44476.63009700396,70,41.65636898398263,Divorced,58.1883497790888
Female,122815.23223350268,37,84.9877384691176,Divorced,88.51993112245214
Female,129515.84735865082,34,26.520884786359556,Married,29.59542139765536
Male,117277.57024234088,38,86.60496957062378,Single,85.1443827013314
Male,49870.4086487595,69,42.61988533431289,Single,50.10483873137434
Female,118073.73270249716,38,11.923082723973927,Divorced,-7.009550251684924
Female,106752.95828968957,57,50.23704832228093,Married,42.890896298225506
Male,134625.27559567348,32,27.911595368581093,Divorced,27.73006952348201
Female,156361.6990003324,35,5.573611468122742,Divorced,1.5788470323114354
Female,190286.81117688346,28,89.31928306063344,Single,94.53483479274432
Female,40674.37436940518,75,40.00903985490767,Divorced,38.59867696238224
Female,188737.97096699534,28,86.91565045628256,Divorced,84.15493926867546
Female,109841.72007575555,55,47.851321885875926,Married,51.17997203458538
Female,102114.09404632529,60,51.194038963890726,Married,53.16742680501035
Female,133507.85183328425,39,89.32848976407408,Single,94.83702226415814
Female,114029.63380110754,36,86.41615620539457,Married,67.95180488521996
Male,128277.46235934494,34,25.377022507737006,Divorced,17.462561232401306
Male,155898.30942480906,40,11.129156842319993,Married,0.396950817278066
Male,182141.5670254999,29,86.42432122940542,Divorced,76.7192063643435
Female,129151.75953202386,44,90.60097352628435,Single,96.70188011532272
Female,124145.42299934967,42,90.57097345046714,Single,87.56236294374055
Male,130957.32450054488,36,25.86460881948664,Divorced,41.99022739353673
Female,123251.97897915212,39,31.0497111104352,Divorced,29.54490000694405
Male,135392.1638907313,34,17.91574380893735,Married,14.425130259365654
Male,114988.1139216219,35,84.33940835799493,Single,85.47681191541574
Female,183410.29806223483,19,86.79962083088513,Single,77.41926412022113
Female,171610.33326829772,41,11.464855015523781,Single,17.33168048456285
Male,109479.06926990127,41,87.0390116217728,Single,90.54619122950211
Female,113848.99992909034,59,43.851343567609334,Divorced,29.911092085469726
Male,167450.67826857266,25,82.62563611722948,Divorced,85.28817916621443
Female,125070.11190029811,40,30.341960290546965,Married,23.764493655653393
Female,97029.20986578165,61,53.92100657845387,Married,60.09229672633339
Female,127189.62037863655,40,81.50939335160211,Single,92.96547106701996
Female,127834.11246940542,41,86.62589090681641,Single,88.36651273804893
Female,191690.13391976824,30,81.7850704858852,Married,76.88610417537646
Female,140157.1804914379,38,21.335397388937118,Divorced,9.600028004657162
Female,158050.03681330374,44,9.581611069978194,Single,9.242061529077631
Male,127851.77150857501,38,81.90357719432573,Single,76.87265352947418
Male,185422.53737286723,26,93.45014106976666,Divorced,104.7145305054526
Male,49144.20668729803,71,35.755055340622654,Single,19.912735463711854
Female,52911.61522365559,70,46.858552035206685,Married,40.56409784967266
Male,196816.69413116865,27,91.21788174179409,Divorced,95.80996309664994
Female,185492.3548388458,27,88.00782984650884,Single,97.5157856568997
Male,127258.44516200223,38,80.92793764324671,Single,76.9036589980205
Male,103298.68139380001,55,45.869574759925236,Single,57.396596829088445
Male,35748.37996875084,75,43.48789936302963,Divorced,31.945168772309763
Female,50618.66523481394,77,33.92081685501592,Divorced,31.702223129661853
Female,185304.16621112337,24,91.2089558389066,Divorced,75.64527565808335
Female,120602.420243312,36,23.859250237499865,Divorced,27.605012073246936
Male,138799.83432452226,34,21.185242963358675,Divorced,18.234668560348442
Female,158424.92769244185,43,11.440792817213534,Divorced,22.92000334803188
Female,130103.43097243582,35,32.042822731395944,Single,30.886717071815408
Female,162932.97919684718,38,10.75116340045232,Divorced,5.35992367081525
Male,177071.45023045762,28,83.02902619047475,Divorced,84.00579973943148
Male,121101.41367136511,41,87.10629644023251,Divorced,65.47092568392705
Female,100267.48992848166,63,43.51907653598505,Divorced,39.254707441690016
Male,181364.32990195564,24,84.88483562740242,Single,77.38694345464154
Male,179384.11911906634,22,85.03144095604848,Married,79.73079405520951
Male,106248.54927224465,56,55.03768009815698,Divorced,32.582843871335584
Female,124870.17874736254,32,23.271570706731634,Married,31.675011377588426
Female,137480.01146019684,36,19.7171424118592,Single,-0.145796304170279
Male,124544.30097818133,38,29.88368243504269,Divorced,24.573986636175324
Male,108316.57578896069,59,45.73551879964901,Divorced,52.58326866887996
Female,44991.48759664665,76,46.09459909145244,Married,56.19389098704118
Female,106777.34534643014,55,46.39495960909981,Divorced,39.564725525853234
Male,130533.18511296509,38,21.749991627248733,Married,8.321011854718465
Female,161144.49477717583,33,0.4327805316358706,Single,-6.335727202665576
Female,45509.29477493731,72,44.24698960635287,Single,45.972295981831316
Male,156725.13727262962,35,13.06709969483132,Married,4.93293974177984
Male,112630.86801782307,58,45.8647252842077,Single,35.09704891677292
Female,132810.4836202889,37,17.60299736716125,Single,15.92526386088851
Female,190267.3545462006,22,87.06361772442537,Married,90.20224930494885
Male,44465.55302503311,73,44.742465681906594,Single,62.3047339965012
Male,160186.8416231419,32,9.419672591869634,Single,3.7498371676554756
Female,103061.33041378862,57,51.914291624006076,Married,63.26368407509374
Male,120791.56748134909,33,85.35636341186938,Single,87.73903715462774
Female,132169.17625892392,37,84.74563075699808,Single,92.31712678730494
Male,118040.74610595347,39,85.12999293299362,Divorced,79.70326242165456
Male,124486.82597490333,37,87.34956237482797,Married,82.86510991298509
Male,48024.245713493605,68,46.93465878587391,Married,40.784608356173585
Female,50860.39995001335,76,40.84024095023135,Married,47.638446590047614
Male,127816.26662402654,36,24.062499355910898,Single,24.37241472905736
Male,49023.14200099142,71,37.77627560470335,Married,51.4444937107541
Female,124147.91954737157,38,85.45011666451191,Single,81.139993144551
Female,101860.54408267957,58,46.57253444807026,Divorced,30.844583492349923
Female,117107.40376993165,41,93.87103116341231,Single,90.79160433705553
Female,126350.52468583052,36,90.6064451509376,Married,97.70854294934597
Female,168669.93393890606,41,12.695444857997948,Single,19.913321779341103
Male,43075.142837903026,79,52.575633272407956,Single,51.40000116762547
Male,180748.54483848836,30,85.57334923025327,Single,91.25630603460404
Male,179945.73979618071,22,81.78573826587836,Divorced,77.64868235256516
Male,113217.62955283358,44,84.3495954060767,Married,89.06440320344457
Male,166798.0882784747,27,80.39287797548238,Divorced,78.98720902215024
Female,121281.25945495693,39,89.39294754735893,Single,95.01952189598607
Male,46270.12163686355,71,43.548679936963744,Married,46.66991141346774
Female,152519.69066476554,43,13.429448111771478,Married,5.298226958082308
Female,122900.47648906375,40,24.814978171505498,Single,24.246822344337453
Female,128593.60409629918,37,81.40678867525679,Married,75.7550488152447
Male,127786.16998579167,40,25.26632524476443,Single,17.841357561636997
Male,151431.2351912464,42,14.115549666807915,Single,10.65452120003819
Male,115748.4702503962,40,20.775394047037416,Single,6.818454578569881
Female,48343.56069361872,73,50.917324058751475,Divorced,47.852364815453704
Female,100120.2957255129,63,49.75724165679201,Divorced,53.94339950476826
Male,151731.16435480668,36,11.56811932421433,Single,11.15332295640227
Male,129990.95438951981,41,23.722515472891384,Divorced,29.66008021782345
Male,161584.09347311323,34,11.655637083177453,Married,5.63246738766489
Female,47337.35652635897,70,40.60224609376989,Single,42.106577665512354
Female,128584.50306469013,42,80.96369999774957,Single,90.99063697533003
Male,125445.25436211695,41,85.86625988268531,Single,84.17269118807245
Male,37248.9114113916,68,47.078884902682624,Married,33.354675410531144
Female,160782.5628289138,34,8.106303251945292,Single,0.08620765565050448
Female,147679.56835391233,31,17.589232946434016,Divorced,23.861142694495797
Female,39653.04138054418,74,55.15280655907477,Single,79.12509634190783
Male,52431.584455760654,68,40.56420028693852,Married,45.437554088737
Female,104764.41950785388,56,51.198886350499016,Single,44.50949239322719
Male,178894.7848594148,23,88.52753548819142,Married,99.42639905754228
Male,118466.8768535789,33,19.25259844107208,Married,13.349849856804822
Male,127512.11500543522,39,24.480140016364068,Married,14.255172094935673
Female,158709.76305549976,38,11.301603757191216,Married,28.018754261211257
Female,178742.76109144336,25,84.86137090648583,Single,96.0679379562547
Male,126641.88765458613,40,24.192907928195662,Single,28.439942088081175
Female,123626.93250481258,37,85.52062185509406,Single,80.7286167598541
Female,120352.9164537599,38,84.59066884473079,Single,80.10310966072002
Female,179982.671345235,24,78.88737240334801,Divorced,86.7304525949219
Male,105533.38408305205,60,48.64718391375197,Divorced,59.01215398431584
Male,42444.0822683327,72,36.524115555670306,Single,40.364981158687364
Male,129789.46343496411,38,91.79967182026063,Single,93.99886947426667
Female,172505.6215082843,27,90.0804053451605,Single,93.7438941244349
Female,143731.38197005756,40,10.66680183830757,Divorced,4.86898423878553
Male,102445.80686449085,58,57.04002718675215,Divorced,58.773981866810054
Male,96094.90340678945,60,53.877013855748814,Married,54.064091240621615
Male,37488.55823828305,68,45.19214468186436,Married,53.11039649036232
Female,125823.44936154185,41,25.31572094085156,Single,4.98801907563292
Male,128998.72905068909,39,24.59992177984142,Single,42.42786550997733
Female,47419.67182039932,71,46.9502047364822,Divorced,57.119428064210666
Male,181187.6827819217,22,86.59395352705738,Single,92.25449408148914
Male,97068.40205851368,59,55.121563943020035,Divorced,53.65333342835806
Female,111542.36918945448,58,51.62028909375051,Single,48.623230685824865
Male,102259.54331701701,61,53.964950195048885,Married,53.810686931902445
Female,124695.86780243416,38,16.519731311511748,Married,11.66213637601394
Male,135541.63494720106,37,24.02908315672916,Married,-7.307823813108584
Female,104638.87921998928,39,84.07408295073506,Divorced,93.48237392208492
Female,162811.8987864355,37,9.025681098058271,Divorced,-2.965518562010896
Male,158892.41527494497,40,8.51011573510359,Single,13.060175563611871
Female,126552.12455165798,37,24.469879122176017,Divorced,38.966738525839375
Male,178998.2858950526,27,90.1083041678676,Married,92.43305289711714
Female,169871.46272921737,24,80.03116441264703,Divorced,92.19295612453539
Male,44298.54776061741,71,47.88397559624802,Divorced,53.19240739983142
Female,127456.84201789016,35,91.87439644840569,Divorced,76.36117427966535
Male,130763.37241899941,41,83.49164607207906,Divorced,83.95849822817979
Male,117973.6876142315,38,20.302537996930596,Married,-1.1971643057852894
Female,174675.33392475575,26,89.81077760242667,Single,104.88804694734752
Male,150926.0920990351,39,10.059986188621835,Married,17.095346057657007
Female,123553.24156116627,35,26.894066478376164,Single,34.58767918544191
Female,160053.754995899,35,7.9933915968252265,Single,-2.4204971612187816
Female,174342.98861505205,21,82.14337386099561,Divorced,94.00164600548399
Male,37568.97693416063,69,40.58996820322167,Married,50.38401571813913
Male,150840.46352847264,36,3.706075455374986,Married,2.7956326192173426
Male,138396.16949314644,38,27.026089524987793,Divorced,34.614537459856074
Female,124130.56390989186,39,94.97931565263374,Single,79.43344760284452
Female,119701.32891575966,38,26.689996007623797,Divorced,23.027651725625528
Male,103733.6506925634,60,42.29476258850916,Divorced,20.470186206180642
Male,122754.74342746177,35,91.8160340488343,Divorced,93.8911797880557
Female,136449.0513587312,40,26.742291592247028,Single,15.329575689472156
Male,116728.46883047445,39,76.37958273862763,Divorced,76.61576441630912
Male,124361.32229070397,38,80.73280187617465,Married,72.76745822684198
Female,116811.70646315344,58,43.96755219732611,Divorced,44.954903685098174
Male,43687.833366968494,69,42.45969194430177,Married,49.57529894090646
Male,51311.59137731961,76,39.523467707903094,Married,37.064357490468424
Male,129464.51172251864,40,88.46222715022137,Married,76.46952530239949
Female,172705.67118265224,28,83.05517714263394,Married,74.1959588976988
Female,165993.93617758685,37,0.0,Divorced,6.062237191796697
Female,95939.09563180637,56,52.01652800400258,Single,48.29163992755569
Female,155590.3226259313,40,6.979943831474678,Divorced,-5.782447005586604
Female,122926.28434889947,38,92.7786805514754,Married,78.93437094883865
Female,161952.8141525503,39,9.890343615159402,Single,0.5808482334236214
Male,115369.4631862236,40,84.8954334337173,Single,72.26756287920001
Male,111555.15923862018,56,51.35182113767706,Divorced,50.47448443883888
Male,130925.07470047873,36,90.91063642136093,Single,80.18527255582504
Male,122525.91416219184,40,23.313874410092453,Single,35.88593271930821
Female,123708.18071401345,35,21.776280395680175,Married,12.614797808298599
Female,94887.17578129265,53,43.91813271733005,Single,42.19016821129904
Male,43800.5688165718,76,47.23647933702518,Married,48.050245999765494
Female,43988.9018714034,74,49.152036084999274,Divorced,56.35721525337052
Male,131572.50160874138,40,89.87623473742262,Single,84.02901548347855
Male,119820.95398058095,37,25.754903582452567,Single,20.727639398761884
Female,119605.02583706587,43,20.134527436038425,Single,26.644476650334056
Male,129995.77641678072,35,90.51153680068438,Single,81.47120445024694
Female,46007.143766338166,70,43.332002832280764,Divorced,44.00892525782852
Male,126111.21609141128,38,27.80141974012279,Single,33.919027502351454
Male,98424.28542705256,52,46.6643644300907,Married,55.79769171304456
Male,117641.75408238513,39,86.83096229381187,Divorced,96.2351400569147
Female,122830.30333038929,38,86.84915968244403,Divorced,87.07379926688618
Male,161433.0387183227,42,12.062412150916458,Single,-4.565202261350297
Male,175108.1521104518,28,93.16847316745131,Married,107.1042243514032
Female,154621.1521632726,37,7.474798454156399,Single,7.992343873541462
Female,142800.3179721849,37,19.812820065156945,Divorced,25.724895274240183
Male,132186.08336443736,40,89.90141485030404,Divorced,66.52029736342023
Female,134029.08430464673,40,18.48698650802011,Single,20.85511728936511
Male,123094.86261121789,43,91.7997324811605,Single,106.65221982696885
Female,123827.12273100733,37,79.57906817709737,Divorced,79.0161122357924
Female,140810.52742013524,35,28.75511527643585,Married,43.18916651307487
Male,136923.59413230416,40,90.8591034325977,Divorced,86.72351326658728
Female,124931.68159437692,34,26.200738467411906,Divorced,14.98912680273436
Male,164463.89739272598,25,91.08830446318937,Single,96.69975131387955
Male,116015.1153249531,39,17.077061106145273,Single,9.816595201885047
Female,43148.0050106164,75,38.469944561963985,Single,44.60765117983912
Female,117258.17465401969,39,82.29960559378105,Divorced,82.06201812834193
Male,119153.42679662288,39,91.88767143878022,Divorced,87.62926110610734
Male,47322.035161665844,71,47.27847311781749,Divorced,40.815978798078504
Female,108289.57015705745,60,46.71204312615154,Divorced,41.40027151147123
Female,44745.825557201955,71,45.51260959104841,Married,57.94299002240518
Female,128763.71602874453,36,21.477272628381105,Divorced,5.991850113646267
Male,122798.93865804364,34,94.0546566090791,Divorced,89.91230040024556
Male,147568.31328858816,32,5.832334738178865,Single,11.821273445764419
Male,44649.4271030286,74,38.363739089879886,Single,47.01543474452963
Male,42411.47782412727,73,39.5619764070896,Divorced,23.689710022941355
Female,128580.75610473806,37,25.45840953744782,Single,17.59766271068108
Male,137640.4288513502,43,90.46907004357982,Single,93.71436318242961
Male,117545.87444390055,37,87.50102085602454,Single,81.31610263624974
Female,103921.82166567979,60,50.85683319365157,Married,58.612581753284154
Female,176377.0740475021,27,89.33880085149049,Married,85.1761265208886
Male,155397.94385834414,38,13.391314554226483,Married,5.717416675316938
Male,104143.81612417058,59,48.8628470738493,Single,46.5084718550785
Male,126797.48015191476,34,24.005134047945127,Married,33.292647386277984
Female,111239.83041536479,62,42.74473163005003,Married,44.38835760225253
Male,123671.63950721975,37,28.621806996834625,Divorced,15.105106431524636
Female,126812.94841316192,39,13.832428243569751,Married,-3.0854162471798894
Male,128772.50738068187,38,16.68044676182673,Married,20.964073342081242
Female,105496.31216629459,59,49.052642356182844,Single,65.49024891057802
Male,183570.5837947417,30,88.14440837247761,Single,80.35234786352939
Female,53797.56534208141,68,40.87216642119237,Single,42.78603238088598
Female,152086.741705232,36,6.792941352458691,Single,10.24761325157278
Male,103458.9218655731,63,49.18509377201508,Single,47.974934191041456
Male,154708.55642180503,38,10.385798372328686,Married,11.141279536596697
Female,42181.66703827788,71,39.30401516071386,Single,30.020047363544812
Male,110657.94035138344,54,56.46977596686794,Married,50.894305895838556
Female,121424.9618325519,36,23.461512428898914,Divorced,20.961977717538815
Female,166086.51064631715,37,8.261624060342243,Divorced,18.081177493761874
Male,44806.912745998896,76,46.12549699262183,Married,43.83395915969619
Female,101873.11896135182,60,43.23681463701217,Married,37.46724152007124
Female,45546.47079036683,74,39.03552066424518,Single,48.02532148624365
Male,115130.74235881932,41,95.00367163614762,Divorced,98.22782894926456
Male,53402.08408721072,72,39.57589773793753,Single,33.2510493071727
Female,171429.80795107345,27,91.89168469447475,Single,87.87646074394536
Female,133277.33382509742,37,84.89304220119033,Divorced,86.90648599356982
Female,107960.70211578338,60,48.78836761408247,Single,45.225217954136724
Female,192432.34009704046,22,95.25533203820405,Divorced,103.63580422430394
Female,135609.48169268714,40,29.783622317638592,Divorced,37.20020122745843
Male,153517.78280822292,37,8.383752579602472,Married,9.367923517778245
Male,108855.28355348547,56,44.73318661233064,Married,50.851799443870426
Female,155327.75358323017,39,20.03391147163689,Married,2.708111933404357
Female,182631.66849081556,29,84.88718839393425,Married,85.2451087332666
Female,52795.24401061209,66,40.77307975385932,Single,40.943941432323015
Female,121637.1374665645,38,21.88368235934026,Married,24.04011464625015
Female,44114.68700689863,69,48.77901152810824,Divorced,57.32868254888716
Male,46731.18070764894,76,46.49449192776024,Single,17.236616713496904
Female,91399.0800952005,59,48.786780635879765,Divorced,48.50554017053734
Male,175167.55443410395,25,91.61764096974812,Divorced,107.17897822128562
Female,41696.37517817679,77,41.88802732085816,Divorced,28.50814926661555
Male,53958.48410277108,73,35.38892663856177,Divorced,36.33366674058026
Female,105021.67816910981,58,47.704795023970746,Divorced,38.282363835178046
Female,109326.86357701656,57,55.74937467587146,Divorced,47.06052371636525
Male,159519.61657147465,37,7.468218471049944,Divorced,23.469450838187786
Female,162012.63400942527,41,8.968584552847446,Single,-3.1465928133351238
Female,104717.12610067886,57,61.280063393824065,Divorced,63.11138893452305
Female,190771.76707016764,24,90.68782801540473,Married,97.18327463448969
Female,162856.47922329255,37,16.068542392223357,Divorced,14.000702277072607
Male,150510.32038150178,39,15.761361698959867,Single,13.715310784960424
Female,118153.13953849408,37,21.228510716570526,Single,25.17667759381286
Male,110190.2727435158,59,47.8851511798443,Married,37.75883152207944
Male,172965.46002858004,35,8.064428666763689,Married,9.73624661685573
Female,104982.7224188589,60,51.05909978947122,Married,48.39948935953243
Female,104945.88376956334,59,55.47071914632604,Married,56.84163656423309
Male,42866.64728133955,69,45.62398689404213,Divorced,67.48448294186693
Male,47489.403791635,72,43.137042539619344,Single,39.32913496429452
Female,149168.92131868115,36,12.549400557247239,Single,19.950989476513207
Female,127629.32209951972,38,25.307083194534407,Divorced,20.490264405827553
Female,169834.49952060255,28,88.74666868644022,Single,94.83332139611875
Male,104473.38828749998,59,48.33972739644197,Married,53.78013861800599
Male,45774.474152456445,69,43.31311131467013,Married,48.44906912538091
Male,184184.63603139724,23,84.1789553316456,Married,75.84589168663865
Female,103520.55618158779,57,42.30539485261766,Married,34.98952767960898
Female,136310.26206953125,34,18.855808859338207,Divorced,29.53220689743012
Female,162804.8385145214,42,14.24394496344992,Married,6.607896953117401
Male,119236.3687340422,43,87.56196189687643,Married,79.89109932496703
Female,164308.77795429286,38,18.809180789085286,Divorced,19.514852853151005
Female,179956.54709357888,26,86.08192738179903,Divorced,98.24628063367531
Male,180565.91276075365,22,79.64773195254395,Married,73.53446646643735
Female,119902.96923192781,36,88.37287887745492,Divorced,75.79096952230103
Male,102998.53058416264,62,45.28112263259779,Married,50.47563380962323
Male,119512.49333518698,37,91.4548121021593,Single,80.11844514587804
Male,44374.65932829464,72,45.72443459691682,Married,46.47226956700426
Female,110357.6136265336,59,57.706978769750926,Single,49.50757106843926
