Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
High School,Divorced,F,56.0,2.0,Urban,4.756799346462357,50809.00991212847,Osaka,-0.03141106200119917,Yes
High School,Divorced,M,56.0,3.0,Urban,5.807425462743242,51159.23826962973,Kyoto,0.7662139699559032,Yes
High School,Divorced,M,42.0,4.0,Urban,5.326455260682527,52197.323878263414,Kyoto,0.38107380457964746,Yes
High School,Single,M,51.0,7.0,Urban,6.959217699265906,38646.52544912036,Kyoto,0.6044378627440647,Yes
High School,Divorced,M,58.0,7.0,Rural,5.3292023461862446,38814.739902386515,Osaka,-0.1635604395216136,Yes
College,,M,48.0,7.0,Urban,5.831215118247776,32634.056431768524,Osaka,-0.2177312400377201,Yes
Graduate School,Divorced,F,53.0,,Suburban,4.08694938604658,37774.75736078415,Kyoto,0.156235145964096,Yes
Graduate School,Divorced,F,54.0,2.0,Urban,,46653.50531510971,Tokyo,0.7945684297883782,Yes
Graduate School,Single,F,48.0,4.0,Suburban,4.180032812566554,41543.153834810684,Tokyo,0.038826410221167645,Yes
Graduate School,Single,M,58.0,4.0,Rural,7.5279949750239,69187.27851316065,Tokyo,-0.14085836461272216,No
College,Divorced,M,61.0,3.0,Urban,3.889092860315917,38423.87449064597,Tokyo,0.12354112428615036,
College,Married,M,37.0,4.0,Suburban,7.935597787507325,58602.98748315568,Tokyo,0.18109389213771265,No
College,Married,F,50.0,3.0,Suburban,6.1446480353389665,40236.24448469376,Osaka,-0.07800750076841093,Yes
College,Married,F,57.0,4.0,Suburban,3.7712751117942194,45702.522629768166,Osaka,0.28524430499770154,Yes
Graduate School,Married,F,57.0,,Urban,3.445482699463609,35183.60288610531,Kyoto,0.04046588055736246,Yes
College,Single,F,34.0,5.0,Rural,6.610980936872597,52644.36538805582,,-0.14334912471724098,
High School,Divorced,M,43.0,3.0,Urban,7.448382392819664,45880.8657898365,Tokyo,0.027133016178839092,Yes
Graduate School,Divorced,F,47.0,4.0,Rural,6.686579906379834,61656.44623212464,Tokyo,0.6779837898693956,No
Graduate School,Single,F,61.0,7.0,Suburban,7.249727860635865,44179.31775808151,Kyoto,0.5313253763487404,Yes
College,Married,M,57.0,4.0,Urban,6.130352119420193,34360.52059539809,Tokyo,1.0400802259138735,Yes
College,Single,M,49.0,4.0,Urban,5.222318198661408,49039.5272463518,Kyoto,0.05262938027145319,Yes
High School,Single,M,57.0,5.0,Urban,6.31219919144143,33994.50646100567,Osaka,0.10240623664329786,Yes
,Married,M,38.0,2.0,Suburban,6.533192452262725,78306.17436297651,Osaka,0.6972422049914208,No
High School,Single,M,58.0,5.0,Urban,7.292426067954551,46563.22246344501,Osaka,0.8742312251320444,Yes
High School,Married,M,63.0,3.0,Rural,5.392053130164254,54307.17763587312,Osaka,-0.5906342585504795,No
High School,Divorced,M,45.0,6.0,Suburban,6.462107943532281,47388.03204053511,Kyoto,0.21372973500004078,Yes
College,Married,M,55.0,2.0,Suburban,5.5691758612085795,45957.654835415975,Tokyo,0.12253257957927122,Yes
High School,Divorced,M,45.0,4.0,Suburban,4.9468281658751065,65250.13225923372,Tokyo,-0.24701058123569647,No
College,Married,M,56.0,7.0,Urban,4.649190469739432,47866.07938424542,Tokyo,0.8033422370037279,Yes
College,Married,M,57.0,4.0,Suburban,5.4506606351771305,56152.97902829658,Tokyo,0.18057683588092316,No
High School,Divorced,M,63.0,4.0,Rural,5.787542193532483,49105.824535321015,Tokyo,0.38654161723157077,Yes
College,Single,M,64.0,1.0,Rural,6.264212210285572,49634.028199076274,Osaka,0.31468611518597345,No
Graduate School,Divorced,F,41.0,8.0,Urban,6.356399051611843,53403.65708384547,Kyoto,0.6089191017643375,Yes
College,Divorced,F,58.0,5.0,Suburban,4.801607320625241,46553.23934512782,Osaka,-0.1120867648038211,Yes
High School,Married,M,59.0,4.0,Urban,5.419326084311124,44524.30505002317,Osaka,0.9441482386776534,Yes
College,Divorced,M,39.0,5.0,Urban,5.615778315402622,,Osaka,0.9627923702993245,Yes
High School,Married,F,54.0,7.0,Rural,5.8972364403865685,72920.94707823146,,-0.1570004348964536,No
College,Divorced,F,34.0,2.0,Suburban,7.054415367234471,50288.12740143901,Osaka,0.4591214582854363,Yes
Graduate School,Married,F,59.0,8.0,Suburban,6.757099212740429,49142.84241554096,Osaka,,Yes
High School,Single,M,48.0,5.0,,4.442601594931672,40940.25913137094,Tokyo,0.44822469671036114,Yes
Graduate School,Divorced,M,49.0,5.0,Urban,5.234606140876815,47944.17408312461,Osaka,0.31689102854006357,Yes
High School,Married,M,33.0,7.0,Suburban,6.009123531992798,60821.54095304389,Tokyo,0.32422439036852346,Yes
College,Married,F,54.0,3.0,Suburban,5.254017917872633,54929.6913354562,Tokyo,0.7504962343846323,No
Graduate School,Single,F,44.0,5.0,Urban,6.31202304280632,50561.23631962321,Osaka,0.2705195702138605,No
College,Divorced,M,52.0,4.0,Urban,5.8194537090418725,34493.88559057581,Tokyo,0.6917195646746812,Yes
Graduate School,Married,M,53.0,,Rural,4.832945867708936,63354.97460479021,Kyoto,-0.24975627897125086,No
Graduate School,Divorced,M,47.0,3.0,Urban,5.140147146703858,45332.11403580958,Kyoto,0.7609923625239411,Yes
College,Married,F,39.0,4.0,Urban,6.027160453470007,62788.57123808507,Osaka,0.666777440367299,Yes
College,Divorced,M,53.0,5.0,Urban,5.185816229764966,53323.36485366148,Kyoto,-0.5135067099577588,
High School,Married,F,69.0,7.0,Rural,4.407095615311773,36388.46041010985,Kyoto,-0.18608851021311779,Yes
Graduate School,Divorced,M,42.0,6.0,Rural,4.343929359604045,66324.20818965959,Osaka,-0.14438120111496822,No
High School,Divorced,M,45.0,7.0,Urban,6.184774292790405,46547.517319037666,Kyoto,0.8386442281322701,Yes
Graduate School,Divorced,F,51.0,4.0,Suburban,5.716231020241186,37630.79852897879,Tokyo,-0.08532840390427543,Yes
College,Married,M,47.0,5.0,Suburban,5.465114112132244,59331.53161385673,Kyoto,0.17407567495650608,No
High School,Divorced,M,58.0,4.0,Rural,6.549912295694234,51561.81851799628,Osaka,0.6961927089215915,Yes
Graduate School,Single,F,67.0,7.0,Rural,6.175641172378986,54357.34362135309,Tokyo,-0.596008704182858,No
Graduate School,Single,F,53.0,4.0,Urban,5.569456291715408,52580.2649418967,Kyoto,0.3728830317522665,Yes
Graduate School,Married,M,49.0,3.0,Suburban,4.883732985784903,64602.16498545304,Tokyo,0.7842510764862013,No
High School,Single,F,55.0,4.0,Urban,7.119452410141042,63732.078936844315,Kyoto,0.6481956857176366,Yes
Graduate School,Divorced,M,50.0,7.0,Urban,5.999888412389449,51209.61480528386,Tokyo,0.3155961431067056,Yes
High School,Married,M,54.0,5.0,Suburban,,76711.01178445635,Kyoto,-0.3601477927959899,No
College,Divorced,M,60.0,7.0,Urban,7.418045571222993,38239.02471390892,Osaka,0.6486782966202093,Yes
High School,Divorced,F,46.0,4.0,Suburban,6.400376762556949,53397.91883575224,Osaka,0.28411921854752525,Yes
High School,Divorced,F,58.0,6.0,Urban,3.391759705391181,51564.1321632625,Tokyo,0.5945892375334865,Yes
College,Married,M,,6.0,Rural,5.2578558122943155,40063.3377685968,Osaka,-0.03100246705322232,No
High School,Divorced,M,56.0,3.0,Urban,5.187274943536192,37775.36005417095,Osaka,0.8806239604155971,Yes
Graduate School,Married,F,64.0,5.0,Suburban,5.328938022725147,60943.3371752729,Tokyo,-0.8837404508275786,No
Graduate School,Divorced,M,50.0,6.0,Urban,6.281855937366583,47429.20845038564,Kyoto,0.15750906551336274,Yes
College,Married,M,59.0,6.0,Suburban,5.604019732481692,41537.18507981728,Tokyo,0.6363839779363833,Yes
Graduate School,Divorced,M,50.0,7.0,Urban,7.196194466336399,40703.03522641176,Kyoto,-0.576948218970688,Yes
Graduate School,,F,39.0,3.0,Urban,7.774698656802302,44335.77485639499,Osaka,-0.6857910246538066,Yes
High School,Married,F,41.0,7.0,Urban,6.471783831497568,41678.106796608416,Osaka,0.14788037366883688,Yes
Graduate School,Divorced,F,40.0,3.0,Urban,5.8516470899095046,54219.825858317716,Tokyo,-0.12734853615834618,Yes
High School,Single,M,63.0,5.0,Suburban,6.909933385579884,45338.698074456064,Tokyo,1.193239667527828,Yes
High School,Single,M,45.0,6.0,Rural,5.691398286807197,60590.445763914606,Tokyo,0.15707969436292032,No
High School,Single,M,54.0,6.0,Rural,,56096.15719956661,Tokyo,-0.17746208880441278,No
High School,Divorced,F,48.0,6.0,Suburban,6.255288197271193,55448.186840663984,Tokyo,0.3467691206621099,Yes
College,Single,M,42.0,5.0,Urban,7.846398528241423,48323.38461424233,Osaka,-0.2669334097337847,Yes
College,Single,M,59.0,2.0,Urban,6.203121608977522,44279.393546178326,Tokyo,0.768362813080004,Yes
Graduate School,Married,M,31.0,6.0,Rural,3.9492609925989828,62767.085000405976,Osaka,0.3853910658679967,No
College,Divorced,M,55.0,3.0,Urban,6.311777131917229,42394.107707398376,Kyoto,0.5624128739425622,Yes
College,Married,M,41.0,5.0,Rural,5.695314044910543,56467.33927978495,Kyoto,0.15302421788908038,No
College,Divorced,M,54.0,5.0,Urban,6.290438951216051,36886.82399119072,Osaka,0.7317095795339954,
High School,Single,F,54.0,2.0,Urban,3.6343528305003927,29650.9381552398,Kyoto,0.3187800696351625,Yes
High School,Married,M,48.0,5.0,Rural,7.536382879422693,63696.78770982863,Tokyo,-0.3517802732173773,No
College,Divorced,F,45.0,4.0,Suburban,3.999498042849959,43220.91701624849,Osaka,-0.06781688117515025,No
High School,Married,M,53.0,5.0,Rural,7.136015516134391,63045.619158639645,Tokyo,0.30145402914769837,No
College,Single,F,57.0,7.0,Suburban,7.045067393685601,39507.07867000771,Tokyo,0.1060208851399448,Yes
College,Divorced,M,46.0,6.0,Suburban,6.8442726774433895,48988.26781170082,Kyoto,-0.10858062287038164,Yes
High School,,M,44.0,5.0,Rural,5.3550661230947805,55813.786121529185,Tokyo,0.0011301119150251282,No
Graduate School,Divorced,M,43.0,3.0,Urban,4.818798187187282,47071.43109261617,Tokyo,0.5252453419671156,Yes
College,Divorced,F,62.0,5.0,Urban,5.540952993447051,41003.66128924635,Kyoto,1.1447365033160959,Yes
College,Divorced,F,49.0,2.0,Urban,6.016837454413727,37143.11630341771,Tokyo,0.02273353812944298,Yes
High School,Single,F,50.0,5.0,Urban,5.901216606788599,50289.83405192825,Kyoto,0.295354827633223,Yes
Graduate School,Divorced,M,37.0,7.0,Rural,7.125660390737153,60849.02697962427,Kyoto,0.4840751210572135,No
College,Divorced,M,51.0,5.0,Rural,5.053384909817905,56332.77653489626,Osaka,0.2637406343092856,Yes
Graduate School,Married,F,56.0,8.0,Urban,4.132747614540506,45338.18167746727,Osaka,0.6055175315369892,Yes
Graduate School,,M,47.0,4.0,Urban,6.642899708228649,58605.61900450064,Tokyo,0.5159146333235143,Yes
College,Married,F,48.0,4.0,Rural,6.770482512202495,33229.17925488544,Tokyo,0.2336827506019311,No
High School,Single,M,48.0,5.0,Urban,5.795625924562398,40036.271784194694,Tokyo,0.17401542603398468,Yes
High School,Single,F,54.0,3.0,,7.397212800257692,48472.2996220577,Kyoto,0.5056136467768672,Yes
College,Married,M,62.0,2.0,Rural,5.253069971129605,71702.33710788643,Osaka,-0.39679623252015983,No
High School,Divorced,F,39.0,2.0,Suburban,5.959735450401058,47764.29101434418,Tokyo,-0.05874437960886447,Yes
High School,Divorced,M,49.0,3.0,Suburban,5.755783271447507,49374.75941296339,Kyoto,-0.00074418716609502,Yes
Graduate School,Married,M,36.0,4.0,Rural,5.192539668416621,75594.39379148924,Osaka,0.5617973815255917,No
Graduate School,Divorced,M,58.0,7.0,Urban,5.148548686952007,28544.69793216196,Osaka,,Yes
College,Divorced,M,53.0,2.0,Urban,4.383781664777363,49267.84377987595,Osaka,0.2791178981422734,Yes
Graduate School,Divorced,M,50.0,3.0,Rural,5.859395223167251,53235.802290734384,Tokyo,0.013922644672666837,No
Graduate School,Single,M,48.0,8.0,Rural,5.620834843408151,44772.77225914413,Osaka,-0.9783961652660793,No
High School,Single,F,60.0,5.0,Suburban,5.702547118142358,47676.29944766987,Kyoto,0.744133952683588,Yes
College,Married,F,48.0,5.0,Rural,5.367664688134511,44344.10467662572,Tokyo,0.01909234815906341,No
High School,Divorced,M,51.0,4.0,Urban,5.367230127873244,50287.852643993625,Osaka,0.09918621740598059,Yes
Graduate School,Divorced,F,58.0,6.0,Urban,5.104736244853324,46117.63615593477,Osaka,0.33232726662854406,Yes
College,Single,M,52.0,3.0,Rural,5.913707313136833,70995.83181034373,Osaka,-0.8854100015123643,No
High School,Married,F,60.0,5.0,Rural,5.782318571619985,74089.49245940949,Tokyo,-0.6136180114802539,No
College,Divorced,F,41.0,3.0,Urban,6.719580528508121,46354.936348851916,Osaka,0.5731405788094157,Yes
Graduate School,Single,M,55.0,4.0,Urban,6.273547381615614,41546.24581713595,Tokyo,0.7213192689011307,Yes
Graduate School,Married,M,60.0,5.0,Rural,5.2678597981814805,68002.55482802726,Kyoto,-1.0258004179488995,No
High School,Divorced,F,41.0,1.0,Urban,6.196835462892253,44728.59039745213,Kyoto,-0.15173087406336067,Yes
High School,Single,M,41.0,7.0,Urban,3.9745609491996143,67554.80301412895,Osaka,0.8659403932813856,Yes
College,Divorced,M,41.0,7.0,,6.20662242278619,66356.40587314713,Osaka,0.16535751138051735,Yes
College,Divorced,M,55.0,2.0,Rural,3.865226898460601,48087.12940896548,Tokyo,0.8103438556278412,Yes
College,Married,M,39.0,2.0,Urban,4.719239596992143,49071.9616009421,Kyoto,0.45808182149545607,No
College,,F,43.0,7.0,Urban,4.707576115111596,43744.110454532696,Osaka,0.676389403294187,Yes
College,Single,F,57.0,5.0,Urban,4.490426630623668,42837.39519854581,Osaka,0.2663072493034553,Yes
Graduate School,Married,M,39.0,2.0,Suburban,5.6156091185214025,75209.9868869999,Tokyo,-0.23367134175780896,No
Graduate School,,F,31.0,2.0,Suburban,6.12192057184369,54803.33052245047,Osaka,0.4038233293553297,Yes
Graduate School,Single,M,41.0,4.0,Urban,6.5982763075669135,42709.88029790389,Kyoto,-0.0638444650496448,Yes
College,Single,F,45.0,1.0,Urban,7.181769672130715,55131.71894585151,Kyoto,-0.3293995815028786,Yes
Graduate School,Divorced,M,43.0,4.0,Urban,3.3576657913078045,45890.55073882856,Tokyo,0.5830662969508138,Yes
High School,Divorced,M,38.0,5.0,Suburban,7.720167062569521,39968.421543353026,Kyoto,-0.2394821922672956,Yes
Graduate School,Divorced,M,62.0,4.0,Suburban,5.612822768477913,42875.666704841424,Kyoto,0.1473120329863842,Yes
College,Divorced,F,60.0,4.0,Urban,5.537738513512516,30868.750803851555,,-0.005559683491021358,Yes
College,Married,M,55.0,3.0,Rural,6.531656058066538,,Osaka,0.8876317831427478,No
Graduate School,Divorced,F,53.0,5.0,Rural,6.912406905797538,40841.59881974374,Osaka,-0.22506763273330754,No
Graduate School,Divorced,F,44.0,,Urban,3.447276271099967,51503.029074649676,Osaka,0.49251037173500456,Yes
College,Divorced,M,42.0,,Suburban,4.9581453822711605,46486.48845045765,Osaka,-0.2517893773884341,Yes
High School,Single,F,49.0,4.0,Suburban,5.316126816939254,46915.5757974988,Kyoto,0.1169546682333169,Yes
High School,Married,M,41.0,8.0,Rural,6.161770052096135,66172.11116749934,Tokyo,0.7282853411511967,No
Graduate School,Married,F,60.0,5.0,Rural,6.0185154852909175,65483.524863423365,Kyoto,0.12159083651118104,No
Graduate School,Divorced,M,41.0,7.0,Rural,4.663698467581359,65112.08793952037,Tokyo,-0.47416838791549987,Yes
College,Divorced,F,48.0,4.0,Urban,5.068394853100795,36071.644169144914,Osaka,-0.0760468153462841,Yes
Graduate School,Single,F,37.0,4.0,Urban,6.536689711199713,62640.21538460441,Kyoto,-0.12183109890228347,Yes
Graduate School,Single,M,39.0,7.0,Urban,5.011232146321408,45791.698581930796,Tokyo,0.6033109505965562,Yes
Graduate School,,M,51.0,6.0,Rural,5.532096778240826,45822.36419006197,Osaka,0.1836172108509663,No
Graduate School,Divorced,F,51.0,7.0,Urban,5.386389618996003,52199.89796813947,Kyoto,0.7558264358401054,Yes
High School,Divorced,M,51.0,6.0,Urban,4.396481770750674,38444.621985944235,Tokyo,-0.4022676290804229,Yes
Graduate School,Married,F,63.0,3.0,Rural,6.585529765980716,41249.93026266336,Kyoto,0.5011783334557667,No
High School,Divorced,M,44.0,5.0,Rural,7.195748686153772,46760.37189188427,Tokyo,0.670397756938443,No
High School,Single,M,66.0,5.0,Suburban,4.734915366535792,67194.83782556336,Kyoto,-0.059524936045655424,
College,Divorced,M,47.0,4.0,Urban,7.385291653504429,,Osaka,0.4549996026652033,Yes
College,Married,F,31.0,5.0,Urban,6.45866013361416,60069.4377219366,Tokyo,0.632069319349047,Yes
Graduate School,Single,F,43.0,6.0,Suburban,6.418800439661501,61829.85894366077,Osaka,,Yes
Graduate School,Single,M,60.0,6.0,Urban,7.211599181560454,44490.03290647044,Osaka,-0.020312731971905695,Yes
College,Married,F,61.0,3.0,Urban,6.119196121803841,52265.34159215364,Kyoto,0.8123787665056188,Yes
College,Divorced,F,48.0,3.0,Urban,7.236987957308898,62311.41006222953,Kyoto,0.1920194583219782,Yes
High School,Married,M,58.0,6.0,Rural,6.0948346623611,42854.75437036582,Kyoto,0.5813949073845446,Yes
Graduate School,Married,M,41.0,2.0,Suburban,6.151658605982564,43586.52613621789,Kyoto,1.1812391647756666,No
Graduate School,Single,M,46.0,6.0,Rural,4.176161381072392,61825.19983020561,Tokyo,0.6526474632068066,No
College,Married,F,57.0,4.0,Urban,5.391047720068026,58654.06180039553,Tokyo,-0.22602595477791587,No
College,Single,F,38.0,4.0,Suburban,6.915039796092152,53593.04247990549,Tokyo,0.41518165472884644,No
Graduate School,Single,F,43.0,7.0,Urban,6.131875482202453,38304.6729187514,,-0.3994782290880283,Yes
High School,Married,F,52.0,2.0,Rural,6.63426621348259,54928.85117669771,Kyoto,-0.06340113002933989,
College,Married,F,60.0,4.0,Suburban,6.237073046603402,39430.67486280411,Tokyo,0.26417297397462547,No
High School,Married,M,56.0,4.0,Suburban,6.023154952949397,66766.22559325676,Tokyo,0.27880862642177684,No
College,Divorced,M,38.0,3.0,Suburban,6.060624630801462,55237.500457530565,Kyoto,-0.4916508610227215,Yes
College,Divorced,F,40.0,5.0,Urban,4.146058596965354,42528.31371459008,Tokyo,-0.2209580092664784,Yes
High School,Divorced,M,54.0,4.0,Urban,8.278192858676608,35830.265430942745,Kyoto,-0.057197940854656126,Yes
College,,F,53.0,5.0,Rural,8.054248269183852,61612.987404705644,Tokyo,-0.6417463159841529,No
Graduate School,Divorced,M,46.0,8.0,Urban,6.081992372324993,52766.65256293188,Tokyo,0.12395776108529508,Yes
Graduate School,Married,F,39.0,7.0,Suburban,6.242862139383962,68053.26192330882,Kyoto,0.5931260280274258,No
High School,Married,F,45.0,6.0,Urban,4.387181614625114,44108.82981106722,Kyoto,0.39228392811997065,Yes
Graduate School,Divorced,F,43.0,6.0,Suburban,6.60582813520435,72757.15342303048,Kyoto,-0.32353656843174755,No
High School,Divorced,F,61.0,5.0,Rural,4.676468170845432,41190.2209811524,Tokyo,0.17122157074529953,Yes
College,Married,F,58.0,6.0,Rural,5.73913864266139,71558.43541007474,Kyoto,-0.5389146790968883,No
High School,Single,F,50.0,5.0,Suburban,5.172674019563384,56265.4608538212,Osaka,0.16720287420957758,No
Graduate School,Married,F,60.0,2.0,Rural,5.298361925053705,53526.3827763728,Tokyo,-0.11649800548210179,No
College,Divorced,M,53.0,5.0,Urban,4.7850643793208665,46841.07625759201,Osaka,0.3391823430614464,Yes
High School,Divorced,M,44.0,5.0,Suburban,7.066961936914856,63838.23875099638,Tokyo,-0.008906677746205599,No
College,Married,M,63.0,4.0,Suburban,5.133063967370265,45895.70872438994,Osaka,-0.06520692617117119,No
College,,M,43.0,4.0,Suburban,5.991869448358857,47370.979348960056,Osaka,-0.28432085584628397,Yes
Graduate School,Single,F,59.0,4.0,Rural,2.2514424973471137,57420.736357481655,Kyoto,0.020273888358548625,No
High School,Married,M,43.0,6.0,Suburban,5.152406681292424,47594.77020501682,Kyoto,0.5923823543713975,Yes
High School,Divorced,F,51.0,9.0,Urban,4.496363756065268,42037.592977864246,Tokyo,1.100089096767538,Yes
High School,Single,M,48.0,4.0,Suburban,5.363224738468265,58150.58639928187,Osaka,0.11283723536222778,Yes
Graduate School,Married,F,47.0,4.0,Rural,6.2888152869730005,43064.759714328145,Osaka,0.24866109083773463,No
Graduate School,Divorced,F,47.0,8.0,,3.8801489839848866,47691.71554247246,Osaka,1.0272281586956447,Yes
College,Married,M,47.0,6.0,Suburban,5.680775814651871,46975.47187785324,Tokyo,0.2913655034839192,Yes
Graduate School,Married,F,29.0,9.0,Rural,5.704308415312872,61140.02704530899,Kyoto,1.4038057911614485,No
College,Divorced,M,42.0,3.0,Suburban,,35393.740265334935,Kyoto,0.19967812598779444,No
Graduate School,Divorced,F,54.0,4.0,Urban,6.328314851361366,36799.35758772491,Kyoto,-0.05239411165010735,Yes
College,Divorced,F,42.0,5.0,Urban,4.517417379074141,39910.69225402359,Kyoto,0.01521035789553539,Yes
High School,Single,F,57.0,5.0,Suburban,6.033478207471976,41758.084993833,Kyoto,0.032394101205225026,
College,Married,F,56.0,3.0,,5.021626873582644,40893.13133835401,Osaka,1.135553514686749,Yes
College,Divorced,M,52.0,5.0,Rural,4.641860477462538,66921.51815188087,Kyoto,0.042959844816940346,No
High School,Divorced,F,30.0,9.0,Suburban,6.0913677611896935,57307.318434952635,Kyoto,0.701482866494716,Yes
Graduate School,Married,M,65.0,6.0,Suburban,3.398614108460476,52307.847396734156,Kyoto,-0.25968305895032145,
Graduate School,Single,M,59.0,6.0,Rural,5.839223482167537,56337.0908121756,Kyoto,-0.6098825550118158,No
High School,Divorced,M,49.0,7.0,Urban,5.724812511695882,40189.13186015075,Osaka,0.6581988575716676,Yes
High School,Married,M,49.0,,Urban,4.962231563368837,38257.1501130641,Tokyo,-0.08298715753718128,No
Graduate School,Single,F,44.0,2.0,Urban,3.375189868621115,52733.39709454013,Osaka,0.23102437354834116,Yes
,Married,M,54.0,6.0,Urban,6.528724040824339,47667.8491153959,Kyoto,0.5658221663711311,
College,Married,F,48.0,6.0,Rural,5.6024101083498605,65605.38714158443,Kyoto,-0.008539648631300314,No
Graduate School,Single,F,56.0,4.0,Rural,5.230951254598707,43524.77966761296,,-0.17291687220274138,Yes
Graduate School,Single,F,53.0,8.0,Suburban,5.128523170611483,,Tokyo,-0.012822901604493953,No
Graduate School,Married,F,31.0,6.0,Suburban,5.236431576170242,45078.53770308112,Tokyo,-0.0972262370641516,No
High School,Married,M,55.0,5.0,Urban,6.140963024363095,62394.56037625364,Kyoto,-0.9637561992527262,No
College,Divorced,M,47.0,3.0,Urban,7.688848730124143,66409.77916126813,Kyoto,0.6026845063251536,Yes
High School,Single,M,47.0,6.0,Suburban,6.487656758899576,35628.65313946632,Tokyo,0.3808917596762599,Yes
High School,Divorced,F,43.0,5.0,Urban,5.284756297051646,30579.715643041516,Tokyo,0.13361393119312157,Yes
College,Married,F,54.0,6.0,Urban,7.382793447725796,63877.52827215759,Kyoto,-0.09404699814188217,No
Graduate School,Divorced,F,48.0,3.0,Suburban,7.566907214686987,53481.146923436514,Kyoto,-0.2117595256750433,No
Graduate School,Divorced,M,43.0,3.0,Suburban,7.228585194385498,27586.996813642636,,0.390380596261834,Yes
College,Single,M,45.0,3.0,Rural,5.313366028254051,57307.25751843208,Tokyo,0.07387144405039385,No
College,Divorced,M,54.0,6.0,Suburban,5.466063421316406,32895.381864967654,Osaka,0.01797560974603578,Yes
High School,Divorced,M,26.0,4.0,Suburban,6.974420826051332,47154.06200746217,Kyoto,0.006186310984806348,Yes
High School,Divorced,M,52.0,4.0,Suburban,8.232015846958847,,Kyoto,0.9172310887743327,Yes
High School,Married,F,50.0,4.0,Rural,5.940500336690192,61136.72494044418,Tokyo,0.27510469123316866,No
College,Married,F,32.0,6.0,Suburban,4.298555461064012,68454.70281812067,Tokyo,-0.22548597350775784,No
High School,Single,M,46.0,3.0,Urban,5.3743631833316945,47392.92526217079,Osaka,0.2946262074933247,Yes
Graduate School,Married,M,37.0,2.0,Rural,5.079475157445973,48389.41729754756,Kyoto,0.04118420360866602,No
Graduate School,Divorced,M,48.0,3.0,Urban,3.84338502591043,46778.17009794812,Tokyo,-0.39590193578024313,Yes
High School,Divorced,M,31.0,5.0,Rural,5.818995491721687,78058.775193624,Kyoto,0.14684174174929232,No
,Married,M,,3.0,Suburban,6.133631275895415,64070.95243813173,Tokyo,0.09562774604710128,No
Graduate School,Divorced,M,55.0,4.0,Suburban,6.093940713711858,57636.12203791426,Tokyo,-0.2420070209693267,No
High School,Married,F,44.0,3.0,Urban,5.109883191309203,57376.11059718941,Tokyo,,Yes
High School,Married,M,45.0,2.0,Rural,6.74153591520412,38103.56974822616,Osaka,-0.12286995298510575,Yes
Graduate School,Single,F,56.0,3.0,Suburban,5.621489745207466,70615.88114356776,Osaka,0.6238935324410178,No
High School,Married,M,35.0,6.0,Rural,6.808408286814754,64281.64627193222,Kyoto,-0.4484603811973136,No
College,Single,M,36.0,5.0,Urban,4.548248728044747,53426.08418455334,Kyoto,-0.24020924463373328,Yes
High School,Married,F,57.0,5.0,Suburban,5.241344153731138,53582.90557766405,Tokyo,-0.2610155154302677,No
High School,Married,F,48.0,2.0,Rural,4.20926536906152,43324.454741943504,Tokyo,-0.6899775916431257,No
College,,M,52.0,7.0,Urban,7.535547241948018,41995.8679117758,Kyoto,0.6222049367654978,Yes
High School,Married,M,50.0,5.0,Rural,6.98314472411869,49464.326142318656,Osaka,0.6664513868983775,No
Graduate School,Married,F,45.0,7.0,Rural,6.589830408515214,56054.92773268169,Tokyo,-0.4055783240472701,No
High School,Divorced,F,51.0,4.0,Rural,6.618134307988729,58470.433673039,Kyoto,-0.2241791921441994,No
High School,Divorced,M,42.0,7.0,Urban,4.832772103047182,58897.18715259312,Tokyo,0.7297928635349183,Yes
High School,Single,M,50.0,3.0,Urban,4.135139127824827,44986.34074382824,Osaka,0.5675149548539227,Yes
College,Single,M,58.0,4.0,Suburban,5.896519472192557,41615.19643471914,Osaka,0.49618154250933877,Yes
College,Divorced,F,44.0,6.0,Suburban,6.089271960735612,55785.37155209856,Osaka,0.08768449618610807,Yes
Graduate School,Divorced,F,,3.0,Urban,4.499062281082433,41774.43730866697,Kyoto,0.0986549517810997,Yes
Graduate School,Married,M,42.0,4.0,Urban,5.274061154839965,49633.18809509844,Tokyo,0.8227728217828489,Yes
High School,Married,F,38.0,3.0,Rural,6.75743335109915,47892.79067643375,Osaka,-0.0829735883884265,No
College,Married,F,58.0,3.0,Urban,5.594914302816656,37783.8136173666,Osaka,1.0455527873329669,Yes
College,Married,F,49.0,,Rural,5.901449037789027,56317.391271723114,Osaka,0.2918601416015393,No
High School,Single,F,51.0,3.0,Suburban,6.00084333649401,43616.95312166966,Osaka,0.43277317027375184,No
Graduate School,Divorced,M,44.0,4.0,,4.747534800079215,56315.107689678975,Tokyo,-0.29831937831064487,Yes
College,Single,F,42.0,4.0,Rural,3.5320508492899645,69155.16053580277,Tokyo,-0.8300192216953757,No
Graduate School,Single,F,48.0,5.0,Suburban,5.566110495646131,32432.181311782828,Kyoto,0.4275431861544207,Yes
Graduate School,Single,F,49.0,6.0,Urban,4.502897783318632,49056.541329196385,Tokyo,0.012397009565410455,Yes
,Divorced,F,59.0,3.0,Suburban,4.135636802374092,48005.25874546778,Tokyo,-0.058986697934440974,Yes
,Single,M,50.0,6.0,Urban,,36216.43316630527,Tokyo,0.6953848794726152,Yes
